osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,junction
"[247035322, 186999330, 51179259, 4051959]","['2', '3']",23,Brněnská,primary,50,False,False,181.79,yes,"LINESTRING (16.1557695 49.2050523, 16.1559641 49.2049584, 16.1566724 49.2046406, 16.1571711 49.2043985, 16.1573079 49.2043258, 16.1577429 49.2040525)",
4083975,1,23,,primary,50,True,False,10.256,,"LINESTRING (16.1557695 49.2050523, 16.1558008 49.2050937, 16.1558144 49.2051389)",roundabout
4083975,1,23,,primary,50,True,False,18.989,,"LINESTRING (16.155547 49.2049748, 16.155633 49.204984, 16.1557098 49.2050108, 16.1557695 49.2050523)",roundabout
48543770,,,,residential,,False,False,40.377,,"LINESTRING (16.155547 49.2049748, 16.1555468 49.2048451, 16.1555465 49.2046673, 16.1555255 49.2046134)",
90684196,2,23,Třebíčská,primary,50,False,False,35.55,,"LINESTRING (16.1524204 49.2072146, 16.1527437 49.2069746)",
"[105372642, 92699919]",,,náměstí Míru,residential,,True,False,119.126,,"LINESTRING (16.1524204 49.2072146, 16.1523612 49.2071759, 16.1521013 49.2070062, 16.1520287 49.206863, 16.1520484 49.206784, 16.1525661 49.2064601, 16.1526516 49.2064066)",
"[96850185, 143779606, 95974495]",2,399,"['Zámek', 'U Pivovaru']",secondary,50,False,False,940.5060000000001,,"LINESTRING (16.1607556 49.2068326, 16.1608125 49.2068367, 16.1609122 49.2068477, 16.1610208 49.2068681, 16.1612996 49.2069613, 16.1617393 49.2071154, 16.1618458 49.2071608, 16.1619455 49.2072137, 16.1621695 49.2073585, 16.1622888 49.2074247, 16.1624549 49.2075002, 16.1626157 49.207563, 16.1627246 49.2075905, 16.162789 49.2076001, 16.162901 49.2076108, 16.1629835 49.2076113, 16.1631172 49.2076044, 16.1632182 49.2075852, 16.1634488 49.2075309, 16.1635387 49.2075125, 16.1636487 49.2075046, 16.163786 49.207502, 16.1639256 49.207522, 16.1640628 49.2075483, 16.1641543 49.2075809, 16.1642589 49.2076264, 16.1645284 49.2077964, 16.1645888 49.2078376, 16.1648794 49.207953, 16.1653412 49.2081181, 16.1660656 49.2083563, 16.166134 49.2083814, 16.1663619 49.2084866, 16.1664051 49.2085134, 16.166694 49.208747, 16.1672822 49.2092241, 16.1673006 49.209243, 16.1673042 49.20927, 16.1673016 49.2093204, 16.167275 49.2093614, 16.1672348 49.20939, 16.1671888 49.2094119, 16.1671345 49.2094248, 16.1670699 49.2094302, 16.1669411 49.2094241, 16.166721 49.2094096, 16.1666116 49.2094037, 16.16639 49.2093972, 16.1661981 49.2094043, 16.1661273 49.2094163, 16.1660605 49.2094327, 16.1659926 49.2094605, 16.1658997 49.2095115, 16.165789 49.20959, 16.1656892 49.2096735, 16.1656376 49.2097195, 16.1655958 49.2097823, 16.1654997 49.2099464, 16.165415 49.2100115, 16.1653915 49.2100296, 16.1653419 49.2100677, 16.1644127 49.2107089, 16.1638351 49.2110924, 16.1636958 49.2111724)",
"[370316140, 623561691, 96616340]",,3995,Podhradí,tertiary,,False,True,575.4779999999998,,"LINESTRING (16.1607556 49.2068326, 16.160753 49.2069271, 16.1608496 49.2071011, 16.1610151 49.2073041, 16.1610782 49.2073648, 16.1611529 49.2074457, 16.1611926 49.2075033, 16.1613298 49.2077826, 16.1613962 49.2079234, 16.1614412 49.2080682, 16.1615119 49.2083037, 16.1615284 49.2084187, 16.1615229 49.2085479, 16.1614904 49.2086777, 16.1614438 49.2088208, 16.1610431 49.2096851, 16.161013 49.2097941, 16.1610017 49.2098892, 16.1610197 49.2102204, 16.161012 49.2102769, 16.16099 49.210336, 16.1609592 49.2103942, 16.1609183 49.2104456, 16.1606541 49.2106577, 16.1605866 49.2107012, 16.1605197 49.210735, 16.1603565 49.2107789, 16.1602606 49.2107979, 16.1601281 49.2108129, 16.1597006 49.2108607, 16.1595872 49.2108791, 16.1593323 49.2109528, 16.1592234 49.2109924, 16.1590587 49.2110533)",
"[95974532, 9582302, 1008805870]",2,399,"['Majora Šandery', 'U Pivovaru']",secondary,50,False,"[False, True]",260.52199999999993,,"LINESTRING (16.1607556 49.2068326, 16.1605869 49.2068241, 16.1604339 49.2068105, 16.1602877 49.2067931, 16.1601859 49.206775, 16.1600684 49.206744, 16.1599074 49.2066797, 16.1598302 49.2066367, 16.1597098 49.2065304, 16.1596309 49.2064004, 16.1595969 49.2063189, 16.1595619 49.2058333, 16.1595447 49.2057591, 16.1595071 49.2056735, 16.1594633 49.2056189, 16.1594158 49.2055708, 16.1592998 49.2054766, 16.1591227 49.2053064, 16.1590623 49.2052529, 16.1590346 49.205217, 16.1590168 49.205186, 16.1590135 49.2051782, 16.1590033 49.2051543, 16.1589688 49.2050901)",
37800542,,,Jiráskova,residential,,False,True,85.518,,"LINESTRING (16.1524078 49.2089587, 16.1518204 49.2082922)",
"[37800536, 91392947, 90994926]",,,"['Havlíčkova', 'Jiráskova']",residential,,False,"[False, True]",297.71100000000007,,"LINESTRING (16.1524078 49.2089587, 16.1534028 49.2100893, 16.152414 49.210468, 16.1519751 49.2106361, 16.1519066 49.2106522, 16.1518299 49.2106579, 16.1517665 49.2106459, 16.1517198 49.2106165, 16.1516421 49.2105205)",
"[91392953, 91583393]",,,Husova,residential,,False,False,391.4709999999999,,"LINESTRING (16.1524078 49.2089587, 16.153816 49.2083896, 16.1538624 49.2083687, 16.1540017 49.2082816, 16.1541084 49.2081891, 16.1541495 49.2081422, 16.1542288 49.2080516, 16.1543404 49.2079174, 16.1544263 49.2078656, 16.1545199 49.2078294, 16.1546605 49.2078073, 16.1547894 49.2078141, 16.1548914 49.2078458, 16.1549687 49.2078959, 16.1550277 49.2079624, 16.1551653 49.2081803, 16.1557535 49.2090183, 16.1558558 49.209145)",
92484666,,,Krátká,residential,,False,False,117.394,,"LINESTRING (16.1558558 49.209145, 16.1572595 49.2086219)",
"[91583393, 352958613]",,,"['Husova', 'V. Nezvala']",residential,,False,"[False, True]",193.12100000000004,,"LINESTRING (16.1558558 49.209145, 16.1559413 49.2092406, 16.1563658 49.209684, 16.1564133 49.2096644, 16.1567711 49.2095165, 16.156859 49.2094802, 16.1568803 49.2094714, 16.1574214 49.2092478, 16.157484 49.2092219, 16.1577212 49.2091236, 16.1577928 49.2090944)",
"[91583393, 91392953]",,,Husova,residential,,False,True,391.4709999999999,,"LINESTRING (16.1558558 49.209145, 16.1557535 49.2090183, 16.1551653 49.2081803, 16.1550277 49.2079624, 16.1549687 49.2078959, 16.1548914 49.2078458, 16.1547894 49.2078141, 16.1546605 49.2078073, 16.1545199 49.2078294, 16.1544263 49.2078656, 16.1543404 49.2079174, 16.1542288 49.2080516, 16.1541495 49.2081422, 16.1541084 49.2081891, 16.1540017 49.2082816, 16.1538624 49.2083687, 16.153816 49.2083896, 16.1524078 49.2089587)",
37800541,,,Na Vyhlídce,residential,,False,False,187.755,,"LINESTRING (16.1540675 49.207458, 16.1538169 49.2075508, 16.1518204 49.2082922)",
37800542,,,Jiráskova,residential,,False,False,85.518,,"LINESTRING (16.1518204 49.2082922, 16.1524078 49.2089587)",
37800541,,,Na Vyhlídce,residential,,False,True,187.755,,"LINESTRING (16.1518204 49.2082922, 16.1538169 49.2075508, 16.1540675 49.207458)",
92837070,,,náměstí Míru,residential,,False,False,36.4,,"LINESTRING (16.1521339 49.2061891, 16.1525794 49.2060393)",
105372637,,,náměstí Míru,residential,,False,True,44.715,,"LINESTRING (16.1521339 49.2061891, 16.1526516 49.2064066)",
92837070,,,náměstí Míru,residential,,False,True,36.4,,"LINESTRING (16.1525794 49.2060393, 16.1521339 49.2061891)",
105372650,,,náměstí Míru,residential,,False,True,35.493,,"LINESTRING (16.1525794 49.2060393, 16.1528192 49.2063174)",
