osmid,ref,name,highway,oneway,reversed,length,geometry,access,bridge
806689510,122,Sedlecká,secondary,False,True,8.75,"LINESTRING (14.5276803 49.4856569, 14.5276513 49.4857333)",,
140992459,123,Náměstí,secondary,False,True,93.944,"LINESTRING (14.5276803 49.4856569, 14.5274913 49.4856273, 14.5268805 49.4855318, 14.5264249 49.4854382)",,
"[806689516, 806689509]",123,Náměstí,secondary,False,False,50.992000000000004,"LINESTRING (14.5276803 49.4856569, 14.5279051 49.4856768, 14.5280406 49.4856879, 14.5281522 49.4856863, 14.5283821 49.485673)",,
38335425,,Žofín,residential,False,False,234.11200000000002,"LINESTRING (14.5324968 49.4831297, 14.5328495 49.4842631, 14.5328183 49.4844451, 14.5325645 49.4851931)",,
108296644,123,Táborská,secondary,False,True,49.229,"LINESTRING (14.5324968 49.4831297, 14.5320529 49.4833288, 14.5319341 49.4833794)",,
108298610,,Kostelní,residential,False,True,174.261,"LINESTRING (14.5243523 49.4855932, 14.5246016 49.4857681, 14.5257959 49.4862093, 14.5264336 49.4863461)",no,
309452516,123,Vyšehrádek,secondary,False,False,210.52200000000005,"LINESTRING (14.5243523 49.4855932, 14.5240944 49.4856515, 14.5239455 49.4856759, 14.5238007 49.485691, 14.5236078 49.4856926, 14.5233979 49.485672, 14.5232068 49.4856471, 14.5226397 49.4855459, 14.5225037 49.4855321, 14.5224369 49.485535, 14.5223478 49.4855444, 14.5222574 49.4855618, 14.5221616 49.4855963, 14.5219712 49.485686, 14.5216349 49.4858483)",,
430294611,,,residential,False,False,46.808,"LINESTRING (14.5243523 49.4855932, 14.5242697 49.4857112, 14.5242552 49.4857531, 14.5241999 49.4857861, 14.5239197 49.485868)",,
806689514,123,Vyšehrádek,secondary,False,True,69.974,"LINESTRING (14.5243523 49.4855932, 14.5244932 49.4855601, 14.5246322 49.4855154, 14.5247465 49.4854682, 14.5248952 49.4853733, 14.5249892 49.4852864, 14.5250682 49.4852362, 14.5251121 49.4852276)",,
38335300,,Spojovací,residential,False,True,173.92700000000002,"LINESTRING (14.5293037 49.4844384, 14.5293921 49.4844733, 14.5294976 49.484599, 14.5295061 49.4846771, 14.5294842 49.4847561, 14.5295447 49.4848523, 14.5297061 49.4849484, 14.5302845 49.4850795, 14.5306342 49.4851668, 14.5309301 49.4854071)",,
108296644,123,Táborská,secondary,False,False,223.84500000000003,"LINESTRING (14.5293037 49.4844384, 14.5294576 49.4843824, 14.5300064 49.4841979, 14.530367 49.4840624, 14.5309464 49.4837911, 14.5315804 49.48353, 14.5319341 49.4833794)",,
"[314471320, 314471321, 309452512]",123,Palackého,secondary,False,True,154.099,"LINESTRING (14.5293037 49.4844384, 14.5292731 49.4844533, 14.5292171 49.4844806, 14.5291864 49.4845046, 14.5291458 49.4845364, 14.5290886 49.4846064, 14.5290404 49.4846877, 14.5288169 49.4850662, 14.5284553 49.4855936, 14.5284185 49.4856482, 14.5283821 49.485673)",,yes
422166716,122,Tovární,secondary,False,True,117.14999999999999,"LINESTRING (14.5293037 49.4844384, 14.529178 49.4842908, 14.5291255 49.4842123, 14.5290893 49.4841365, 14.5290746 49.4840414, 14.5290757 49.4839432, 14.5291167 49.4838544, 14.5293275 49.4836053, 14.529386 49.483533, 14.5294036 49.4834665)",,
"[309452512, 314471321, 314471320]",123,Palackého,secondary,False,False,154.099,"LINESTRING (14.5283821 49.485673, 14.5284185 49.4856482, 14.5284553 49.4855936, 14.5288169 49.4850662, 14.5290404 49.4846877, 14.5290886 49.4846064, 14.5291458 49.4845364, 14.5291864 49.4845046, 14.5292171 49.4844806, 14.5292731 49.4844533, 14.5293037 49.4844384)",,yes
"[806689516, 806689509]",123,Náměstí,secondary,False,True,50.99199999999999,"LINESTRING (14.5283821 49.485673, 14.5281522 49.4856863, 14.5280406 49.4856879, 14.5279051 49.4856768, 14.5276803 49.4856569)",,
432564925,122,Sedlecká,secondary,False,False,277.5220000000001,"LINESTRING (14.527619 49.488638, 14.527619 49.4884314, 14.5276049 49.4879924, 14.5275935 49.4877968, 14.5275793 49.487688, 14.5275395 49.4875626, 14.5274742 49.4873873, 14.5274466 49.4872671, 14.5274337 49.4871258, 14.5274817 49.486958, 14.5275531 49.4868184, 14.5275972 49.4867134, 14.5276106 49.4866391, 14.5276045 49.486564, 14.5275856 49.4865005, 14.5275506 49.4864532, 14.5275186 49.4863757, 14.5274972 49.4862565, 14.5274969 49.4861768)",,
432564925,122,Sedlecká,secondary,False,True,46.295,"LINESTRING (14.527619 49.488638, 14.5276049 49.4887413, 14.5275743 49.4890533)",,
"[140992536, 806689515]",,Hrnčířská,residential,False,False,300.956,"LINESTRING (14.527619 49.488638, 14.5278531 49.4884038, 14.5281915 49.4876692, 14.5282698 49.4876278, 14.5285216 49.4875557, 14.5287602 49.4874984, 14.5288682 49.487432, 14.5291265 49.4871891, 14.5297014 49.4864154)",,
314471265,,K Faře,residential,False,False,314.13899999999995,"LINESTRING (14.5275743 49.4890533, 14.5274521 49.4889562, 14.5274377 49.4888073, 14.5272554 49.4884827, 14.5270078 49.4877274, 14.5265732 49.4865738, 14.5264336 49.4863461)",,
432564925,122,Sedlecká,secondary,False,False,46.295,"LINESTRING (14.5275743 49.4890533, 14.5276049 49.4887413, 14.527619 49.488638)",,
309452513,,Tovární,residential,False,False,205.83499999999995,"LINESTRING (14.5294036 49.4834665, 14.5295176 49.4835111, 14.5297904 49.4837263, 14.5299398 49.4837832, 14.5300567 49.4837854, 14.5301444 49.4837621, 14.5305146 49.4836398, 14.5309628 49.4835279, 14.5314402 49.4834267, 14.5318819 49.4833697, 14.5319341 49.4833794)",destination,
422166716,122,Tovární,secondary,False,False,117.15,"LINESTRING (14.5294036 49.4834665, 14.529386 49.483533, 14.5293275 49.4836053, 14.5291167 49.4838544, 14.5290757 49.4839432, 14.5290746 49.4840414, 14.5290893 49.4841365, 14.5291255 49.4842123, 14.529178 49.4842908, 14.5293037 49.4844384)",,
422166716,122,Tovární,secondary,False,True,159.251,"LINESTRING (14.5294036 49.4834665, 14.5293919 49.4834075, 14.5293655 49.4833409, 14.5292923 49.483223, 14.5290962 49.4829434, 14.5288474 49.4825573, 14.5288269 49.4824908, 14.5288064 49.4824242, 14.5288093 49.4823348, 14.5288386 49.4822283, 14.5288825 49.4821142)",,
38335591,,Třešňová,residential,False,False,21.086,"LINESTRING (14.5288825 49.4821142, 14.5285993 49.4820683)",,
422166716,122,Tovární,secondary,False,False,159.25099999999998,"LINESTRING (14.5288825 49.4821142, 14.5288386 49.4822283, 14.5288093 49.4823348, 14.5288064 49.4824242, 14.5288269 49.4824908, 14.5288474 49.4825573, 14.5290962 49.4829434, 14.5292923 49.483223, 14.5293655 49.4833409, 14.5293919 49.4834075, 14.5294036 49.4834665)",,
38335294,,Náměstí,residential,True,False,53.985,"LINESTRING (14.528174 49.4861393, 14.5282514 49.4859671, 14.5283821 49.485673)",,
"[314471312, 140992537, 314471313]",,Malé náměstí,residential,False,False,114.87700000000001,"LINESTRING (14.528174 49.4861393, 14.5285264 49.4862039, 14.5288082 49.486273, 14.5289125 49.4862985, 14.529191 49.4863595, 14.5297014 49.4864154)",,yes
"[140992490, 806081479]",,Náměstí,residential,False,True,49.189,"LINESTRING (14.528174 49.4861393, 14.5280607 49.486135, 14.5274969 49.4861768)",,
"[140992536, 806689515]",,Hrnčířská,residential,False,True,300.9560000000001,"LINESTRING (14.5297014 49.4864154, 14.5291265 49.4871891, 14.5288682 49.487432, 14.5287602 49.4874984, 14.5285216 49.4875557, 14.5282698 49.4876278, 14.5281915 49.4876692, 14.5278531 49.4884038, 14.527619 49.488638)",,
198906071,,Úvozní,residential,False,False,27.570999999999998,"LINESTRING (14.5297014 49.4864154, 14.5298602 49.4864383, 14.5300588 49.4864983)",,
