osmid,oneway,name,highway,maxspeed,reversed,length,ref,geometry,lanes,access,junction
28054034,False,K. Čapka,residential,,True,120.117,,"LINESTRING (15.5629 50.0354534, 15.5628337 50.0365328)",,,
28054033,False,U Rybníčka,residential,,False,79.464,,"LINESTRING (15.5629 50.0354534, 15.5629506 50.0354607, 15.563009 50.0354651, 15.5636094 50.0355016, 15.5640078 50.0355139)",,,
28054033,False,U Rybníčka,residential,,True,79.464,,"LINESTRING (15.5640078 50.0355139, 15.5636094 50.0355016, 15.563009 50.0354651, 15.5629506 50.0354607, 15.5629 50.0354534)",,,
28054042,False,Smetanova,residential,,True,100.318,,"LINESTRING (15.5609845 50.0353886, 15.5609401 50.0353878, 15.5595805 50.0353627)",,,
1217600570,True,Smetanova,residential,,False,137.12400000000002,,"LINESTRING (15.5609845 50.0353886, 15.5610292 50.0353899, 15.5621774 50.0354224, 15.5627519 50.0354344, 15.5628704 50.0354496, 15.5629 50.0354534)",,,
285881978,True,Československé armády,residential,30,False,123.48,,"LINESTRING (15.560912 50.0364981, 15.5609845 50.0353886)",1,,
338701358,False,Žižkova,residential,,False,137.303,,"LINESTRING (15.560912 50.0364981, 15.5609509 50.0364988, 15.5628337 50.0365328)",,,
338701358,False,Žižkova,residential,,True,99.91900000000001,,"LINESTRING (15.560912 50.0364981, 15.5608755 50.0364975, 15.5604898 50.0364907, 15.5595135 50.0364737)",,,
28054045,False,Žižkova,residential,,False,98.926,,"LINESTRING (15.5581304 50.0364257, 15.5595135 50.0364737)",,,
28054045,False,Žižkova,residential,,True,129.455,,"LINESTRING (15.5581304 50.0364257, 15.5563187 50.0363896)",,,
314230365,False,Kladenská,tertiary,,True,120.552,32214,"LINESTRING (15.5581304 50.0364257, 15.5581138 50.0353416)",,,
314230366,False,Kladenská,tertiary,,False,127.508,32214,"LINESTRING (15.5581304 50.0364257, 15.5581306 50.036456, 15.5581369 50.0375298, 15.5581371 50.0375724)",,,
28054034,False,K. Čapka,residential,,False,120.117,,"LINESTRING (15.5628337 50.0365328, 15.5629 50.0354534)",,,
28054034,False,K. Čapka,residential,,True,116.585,,"LINESTRING (15.5628337 50.0365328, 15.5627968 50.0371523, 15.5627852 50.0373471, 15.5627763 50.0374968, 15.5627744 50.037529, 15.5627713 50.0375805)",,,
338701358,False,Žižkova,residential,,True,137.303,,"LINESTRING (15.5628337 50.0365328, 15.5609509 50.0364988, 15.560912 50.0364981)",,,
28054042,False,Smetanova,residential,,True,104.781,,"LINESTRING (15.5595805 50.0353627, 15.5581138 50.0353416)",,,
338701359,True,Tyršova,residential,,False,123.63,,"LINESTRING (15.5595805 50.0353627, 15.5595135 50.0364737)",,,
28054042,False,Smetanova,residential,,False,100.318,,"LINESTRING (15.5595805 50.0353627, 15.5609401 50.0353878, 15.5609845 50.0353886)",,,
301936768,True,Hradecká,residential,,False,58.802,,"LINESTRING (15.5648286 50.0386087, 15.5656512 50.0385861)",,,
28054050,False,Sportovní,residential,,False,140.796,,"LINESTRING (15.5636684 50.0399911, 15.5653747 50.0405382, 15.5654323 50.0405567)",,,
50798628,False,Sportovní,residential,,False,181.94,,"LINESTRING (15.5654323 50.0405567, 15.5642368 50.0420016)",,,
28054050,False,Sportovní,residential,,False,153.69500000000002,,"LINESTRING (15.5654323 50.0405567, 15.565622 50.040364, 15.565949 50.0401541, 15.5662743 50.0399313, 15.5665034 50.0397743, 15.5667237 50.0396531, 15.5667878 50.0396347, 15.5669275 50.0395796)",,,
28054050,False,Sportovní,residential,,True,140.796,,"LINESTRING (15.5654323 50.0405567, 15.5653747 50.0405382, 15.5636684 50.0399911)",,,
"[28054051, 301936771, 856240214]",True,"['Hradecká', 'Pernštýnské náměstí']",residential,,False,91.621,,"LINESTRING (15.5633842 50.0387175, 15.5635755 50.0386909, 15.5638222 50.0386612, 15.5643761 50.0386228, 15.5646544 50.0386097)",,,
194353980,False,28. října,residential,,True,31.511000000000003,,"LINESTRING (15.5633842 50.0387175, 15.5633255 50.038521, 15.563301 50.0384392)",,,
301936775,True,Václavské náměstí,residential,,False,66.17599999999999,,"LINESTRING (15.5656512 50.0385861, 15.5660149 50.0386267, 15.566323 50.03865, 15.5663925 50.0386646, 15.5664334 50.0386732, 15.5665161 50.0387385)",,,
750530132,True,,residential,,False,61.771,,"LINESTRING (15.5656512 50.0385861, 15.566019 50.0385923, 15.5662729 50.0386039, 15.5663816 50.0385612, 15.5664797 50.0385226)",,,
750530133,False,Sladkovského,secondary,50,True,24.147,333,"LINESTRING (15.5665161 50.0387385, 15.5664797 50.0385226)",,,
28477199,False,Sladkovského,secondary,50,False,98.257,333,"LINESTRING (15.5665161 50.0387385, 15.5665624 50.0389049, 15.5666227 50.0390353, 15.5666944 50.0391643, 15.5667656 50.0393069, 15.5669275 50.0395796)",,,
301936771,True,Pernštýnské náměstí,residential,,False,12.441,,"LINESTRING (15.5646544 50.0386097, 15.5648286 50.0386087)",,,
856240212,True,Pernštýnské náměstí,residential,,False,17.82,,"LINESTRING (15.5646544 50.0386097, 15.5646832 50.0385423, 15.564706 50.038519, 15.5647928 50.03849)",,,
28054053,True,Pražská,residential,,False,44.042,,"LINESTRING (15.5568514 50.0390089, 15.5574495 50.0391054)",,,
50798366,True,Labská,residential,,False,13.444,,"LINESTRING (15.5568514 50.0390089, 15.5568592 50.0391297)",,,
194353980,False,28. října,residential,,False,31.511000000000003,,"LINESTRING (15.563301 50.0384392, 15.5633255 50.038521, 15.5633842 50.0387175)",,,
"[194353980, 28054052]",False,28. října,residential,,True,117.674,,"LINESTRING (15.563301 50.0384392, 15.5633017 50.0382186, 15.5633667 50.0379931, 15.563341 50.0379823, 15.5633288 50.0379773, 15.5628512 50.0377774, 15.5627856 50.037724, 15.5627668 50.0376792, 15.5627713 50.0375805)",,,
28054693,False,Sladovní,residential,,False,73.018,,"LINESTRING (15.5621697 50.0390806, 15.5620004 50.038433)",,,
28054051,True,Hradecká,residential,,False,96.422,,"LINESTRING (15.5621697 50.0390806, 15.5623524 50.0390582, 15.5625109 50.0390299, 15.5633842 50.0387175)",,,
28054693,False,Sladovní,residential,,True,73.018,,"LINESTRING (15.5620004 50.038433, 15.5621697 50.0390806)",,,
338701266,True,Tůmy Přeloučského,living_street,20,False,93.03399999999999,,"LINESTRING (15.5620004 50.038433, 15.5626489 50.0384127, 15.563301 50.0384392)",1,,
28054053,True,Pražská,residential,,False,93.46000000000001,,"LINESTRING (15.5574495 50.0391054, 15.557796 50.0391375, 15.5582144 50.0391582, 15.558753 50.0391704)",,,
28054055,True,Tůmy Přeloučského,residential,,False,124.802,,"LINESTRING (15.5574495 50.0391054, 15.5575195 50.0388057, 15.5575491 50.0387698, 15.557603 50.0387378, 15.5576946 50.0387007, 15.5578182 50.0386609, 15.5579966 50.0386225, 15.5586837 50.0385231)",,,
28054701,False,Tomášova,residential,,True,52.604,,"LINESTRING (15.5574495 50.0391054, 15.5574493 50.039362, 15.5575238 50.0395057, 15.5575176 50.0395706)",,destination,
28054696,True,Riegrova,residential,,False,106.582,,"LINESTRING (15.5596653 50.0384609, 15.5594895 50.0376142, 15.559468 50.0375108)",1,,
338701265,False,Tůmy Přeloučského,residential,,False,110.441,,"LINESTRING (15.5596653 50.0384609, 15.5599934 50.038466, 15.5606538 50.038483, 15.5607228 50.038479, 15.5612088 50.0384506)",,,
28054055,True,Tůmy Přeloučského,residential,,False,70.469,,"LINESTRING (15.5586837 50.0385231, 15.5593205 50.0384746, 15.5596653 50.0384609)",,,
50798311,False,Štítného,residential,,False,72.247,,"LINESTRING (15.5586837 50.0385231, 15.5587268 50.0387124, 15.5587545 50.0390954, 15.558753 50.0391704)",,destination,
28054699,False,Zborovská,residential,30,True,106.481,,"LINESTRING (15.5589829 50.0397186, 15.5585945 50.039721, 15.5581005 50.0396631, 15.5575176 50.0395706)",1,,
938531492,False,Zborovská,residential,,False,10.303,,"LINESTRING (15.5574369 50.0396474, 15.5575176 50.0395706)",,,
50798303,False,Labská,residential,,False,213.60500000000002,,"LINESTRING (15.5574369 50.0396474, 15.5578059 50.0399339, 15.5583159 50.0402398, 15.5588694 50.0405016, 15.5590205 50.0406012, 15.5592599 50.0408093, 15.5593437 50.0409216, 15.5594351 50.0410456)",,,
50798303,False,Labská,residential,,True,71.705,,"LINESTRING (15.5574369 50.0396474, 15.5570086 50.0393264, 15.5569555 50.0392887, 15.5569146 50.0392406, 15.5568592 50.0391297)",,,
938531492,False,Zborovská,residential,,True,10.303,,"LINESTRING (15.5575176 50.0395706, 15.5574369 50.0396474)",,,
28054699,False,Zborovská,residential,30,False,106.48100000000001,,"LINESTRING (15.5575176 50.0395706, 15.5581005 50.0396631, 15.5585945 50.039721, 15.5589829 50.0397186)",1,,
28054701,False,Tomášova,residential,,False,52.604,,"LINESTRING (15.5575176 50.0395706, 15.5575238 50.0395057, 15.5574493 50.039362, 15.5574495 50.0391054)",,destination,
28092928,True,Labská,residential,,False,27.229,,"LINESTRING (15.5568592 50.0391297, 15.5567503 50.0390057, 15.556642 50.0389304)",,,
50798303,False,Labská,residential,,False,71.705,,"LINESTRING (15.5568592 50.0391297, 15.5569146 50.0392406, 15.5569555 50.0392887, 15.5570086 50.0393264, 15.5574369 50.0396474)",,,
28477207,False,Vratislavské náměstí,residential,,False,114.99700000000001,,"LINESTRING (15.5594351 50.0410456, 15.5593975 50.041419, 15.5593659 50.0416513, 15.5593501 50.041768, 15.5593671 50.0420775)",,,
50798303,False,Labská,residential,,True,213.605,,"LINESTRING (15.5594351 50.0410456, 15.5593437 50.0409216, 15.5592599 50.0408093, 15.5590205 50.0406012, 15.5588694 50.0405016, 15.5583159 50.0402398, 15.5578059 50.0399339, 15.5574369 50.0396474)",,,
234031302,False,,residential,,True,85.445,,"LINESTRING (15.5594351 50.0410456, 15.5597294 50.0410455, 15.5602765 50.0410938, 15.560602 50.0411763)",,,
28477207,False,Vratislavské náměstí,residential,,False,20.371000000000002,,"LINESTRING (15.5593671 50.0420775, 15.5594233 50.0421548, 15.5595133 50.0422338)",,,
"[1079300312, 1079300313]",False,Vratislavské náměstí,residential,,"[False, True]",46.747,,"LINESTRING (15.5593671 50.0420775, 15.5592854 50.042199, 15.5593058 50.0422968, 15.5593274 50.0423076, 15.5593688 50.0423194, 15.5594114 50.042318, 15.5594498 50.0423087, 15.5594759 50.0422945, 15.5595076 50.0422634, 15.5595133 50.0422338)",,,
28477207,False,Vratislavské náměstí,residential,,True,114.997,,"LINESTRING (15.5593671 50.0420775, 15.5593501 50.041768, 15.5593659 50.0416513, 15.5593975 50.041419, 15.5594351 50.0410456)",,,
28054703,False,Za Fontánou,residential,30,False,73.131,,"LINESTRING (15.5552656 50.0375566, 15.5562894 50.0375687)",,,
938531493,True,Střelova,living_street,20,False,159.638,,"LINESTRING (15.5552656 50.0375566, 15.5555583 50.0381389, 15.5556822 50.038253, 15.5559631 50.0383599, 15.5560503 50.0384197, 15.5562034 50.0385745, 15.5562326 50.0385978, 15.5562658 50.0386184, 15.5563365 50.0386552, 15.5563962 50.0386768, 15.5564641 50.0386959)",1,,
938531495,False,Střelova,residential,,True,107.932,,"LINESTRING (15.5552656 50.0375566, 15.5551281 50.0373219, 15.5547388 50.037066, 15.5542332 50.0369058)",,,
28054705,False,Prokopa Velikého,residential,,False,62.266,,"LINESTRING (15.5542332 50.0369058, 15.55422 50.0363776, 15.5542192 50.0363459)",,,
938531495,False,Střelova,residential,,False,107.932,,"LINESTRING (15.5542332 50.0369058, 15.5547388 50.037066, 15.5551281 50.0373219, 15.5552656 50.0375566)",,,
28054042,False,Smetanova,residential,,False,62.387,,"LINESTRING (15.5572408 50.0353227, 15.5581138 50.0353416)",,,
28054042,False,Smetanova,residential,,True,62.266,,"LINESTRING (15.5572408 50.0353227, 15.5563695 50.0353037)",,,
28054703,False,Za Fontánou,residential,30,False,131.961,,"LINESTRING (15.5562894 50.0375687, 15.5581371 50.0375724)",,,
28054703,False,Za Fontánou,residential,30,True,73.131,,"LINESTRING (15.5562894 50.0375687, 15.5552656 50.0375566)",,,
28054712,False,Českobratrská,residential,,False,85.2,,"LINESTRING (15.5550254 50.0402118, 15.5561965 50.0400656)",,,
161662565,False,Nerudova,residential,,False,186.34199999999998,,"LINESTRING (15.5550254 50.0402118, 15.5545472 50.0388749, 15.5545765 50.0385714)",,,
28054712,False,Českobratrská,residential,,True,85.2,,"LINESTRING (15.5561965 50.0400656, 15.5550254 50.0402118)",,,
28092929,True,Sokolovské náměstí,primary,,False,23.801000000000002,2,"LINESTRING (15.556642 50.0389304, 15.5565742 50.0389295, 15.5565103 50.038915, 15.5564567 50.0388883, 15.55642 50.0388539, 15.5564011 50.038814)",,,roundabout
28092929,True,Sokolovské náměstí,primary,,False,14.354,2,"LINESTRING (15.5564011 50.038814, 15.5564021 50.038771, 15.5564238 50.0387302, 15.5564641 50.0386959)",,,roundabout
234155960,False,Pražská,primary,50,True,133.574,2,"LINESTRING (15.5564011 50.038814, 15.5563104 50.0388212, 15.5562254 50.038819, 15.55615 50.0388103, 15.5560925 50.0388022, 15.555042 50.038653, 15.5545765 50.0385714)",,,
28054053,True,Pražská,residential,,False,17.6,,"LINESTRING (15.5568054 50.0388534, 15.5568514 50.0390089)",,,
28092929,True,Sokolovské náměstí,primary,,False,15.008,2,"LINESTRING (15.5568054 50.0388534, 15.5567653 50.0388903, 15.5567088 50.0389169, 15.556642 50.0389304)",,,roundabout
856240217,False,Masarykovo náměstí,residential,,True,11.063,,"LINESTRING (15.5613438 50.0391616, 15.5611895 50.0391704)",,,
28054051,True,Hradecká,residential,,False,59.672999999999995,,"LINESTRING (15.5613438 50.0391616, 15.5614932 50.0391454, 15.5620284 50.0390966, 15.5621697 50.0390806)",,,
28054694,True,Komenského,residential,,False,78.706,,"LINESTRING (15.5598234 50.0391614, 15.5596653 50.0384609)",,,
28477201,True,Masarykovo náměstí,residential,,False,16.49,,"LINESTRING (15.5598234 50.0391614, 15.5600536 50.0391729)",,,
338701266,True,Tůmy Přeloučského,living_street,20,False,56.568,,"LINESTRING (15.5612088 50.0384506, 15.5620004 50.038433)",1,,
338701265,False,Tůmy Přeloučského,residential,,True,110.441,,"LINESTRING (15.5612088 50.0384506, 15.5607228 50.038479, 15.5606538 50.038483, 15.5599934 50.038466, 15.5596653 50.0384609)",,,
28477205,False,Masarykovo náměstí,residential,,False,41.747,,"LINESTRING (15.5600949 50.0395474, 15.5600536 50.0391729)",,,
28477202,False,Masarykovo náměstí,residential,,True,122.608,,"LINESTRING (15.5600949 50.0395474, 15.5612524 50.0395238, 15.5612333 50.0392443, 15.5611895 50.0391704)",,,
28477206,False,Zborovská,residential,,True,26.493000000000002,,"LINESTRING (15.5600949 50.0395474, 15.5600725 50.0395866, 15.5598919 50.0396776, 15.5598204 50.0396949)",,,
28477204,True,Masarykovo náměstí,residential,,False,12.799,,"LINESTRING (15.5600536 50.0391729, 15.5602325 50.0391797)",,,
28477205,False,Masarykovo náměstí,residential,,True,41.747,,"LINESTRING (15.5600536 50.0391729, 15.5600949 50.0395474)",,,
856240216,False,Masarykovo náměstí,residential,,True,68.353,,"LINESTRING (15.5611895 50.0391704, 15.5602325 50.0391797)",,,
856240217,False,Masarykovo náměstí,residential,,False,11.063,,"LINESTRING (15.5611895 50.0391704, 15.5613438 50.0391616)",,,
28477202,False,Masarykovo náměstí,residential,,False,122.608,,"LINESTRING (15.5611895 50.0391704, 15.5612333 50.0392443, 15.5612524 50.0395238, 15.5600949 50.0395474)",,,
28477206,False,Zborovská,residential,,False,27.748,,"LINESTRING (15.5594338 50.0397198, 15.5598204 50.0396949)",,,
938531496,True,Zborovská,residential,30,False,32.202,,"LINESTRING (15.5594338 50.0397198, 15.5590908 50.0397189, 15.5589829 50.0397186)",1,,
28054042,False,Smetanova,residential,,False,62.266,,"LINESTRING (15.5563695 50.0353037, 15.5572408 50.0353227)",,,
263316211,False,Foersterova,residential,,True,120.801,,"LINESTRING (15.5563695 50.0353037, 15.5563187 50.0363896)",,,
28054042,False,Smetanova,residential,,True,139.432,,"LINESTRING (15.5563695 50.0353037, 15.5555895 50.0352883, 15.555107 50.0353005, 15.5551542 50.035742)",,,
28054045,False,Žižkova,residential,,True,98.926,,"LINESTRING (15.5595135 50.0364737, 15.5581304 50.0364257)",,,
28054046,True,Tyršova,residential,,False,115.366,,"LINESTRING (15.5595135 50.0364737, 15.5595125 50.0364971, 15.5594694 50.0374793, 15.559468 50.0375108)",,,
338701358,False,Žižkova,residential,,False,99.91900000000001,,"LINESTRING (15.5595135 50.0364737, 15.5604898 50.0364907, 15.5608755 50.0364975, 15.560912 50.0364981)",,,
28054045,False,Žižkova,residential,,False,129.455,,"LINESTRING (15.5563187 50.0363896, 15.5581304 50.0364257)",,,
28054045,False,Žižkova,residential,,True,150.027,,"LINESTRING (15.5563187 50.0363896, 15.5542192 50.0363459)",,,
263316211,False,Foersterova,residential,,False,120.801,,"LINESTRING (15.5563187 50.0363896, 15.5563695 50.0353037)",,,
28054710,True,Foersterova,residential,30,False,131.127,,"LINESTRING (15.5563187 50.0363896, 15.556318 50.0364186, 15.5562894 50.0375687)",,,
28054045,False,Žižkova,residential,,False,150.027,,"LINESTRING (15.5542192 50.0363459, 15.5563187 50.0363896)",,,
28054705,False,Prokopa Velikého,residential,,False,66.29899999999999,,"LINESTRING (15.5542192 50.0363459, 15.5542223 50.0358732, 15.5542081 50.03575)",,,
28054705,False,Prokopa Velikého,residential,,True,62.266,,"LINESTRING (15.5542192 50.0363459, 15.55422 50.0363776, 15.5542332 50.0369058)",,,
28054705,False,Prokopa Velikého,residential,,True,42.471,,"LINESTRING (15.5541641 50.0353691, 15.5542081 50.03575)",,,
28054042,False,Smetanova,residential,,False,139.432,,"LINESTRING (15.5551542 50.035742, 15.555107 50.0353005, 15.5555895 50.0352883, 15.5563695 50.0353037)",,,
28092929,True,Sokolovské náměstí,primary,,False,19.637,2,"LINESTRING (15.5564641 50.0386959, 15.5565206 50.0386707, 15.5565865 50.0386584, 15.5566552 50.0386601, 15.5567195 50.0386758)",,,roundabout
28054053,True,Pražská,residential,,False,76.451,,"LINESTRING (15.558753 50.0391704, 15.5588408 50.0391703, 15.5598234 50.0391614)",,,
50798311,False,Štítného,residential,,True,72.247,,"LINESTRING (15.558753 50.0391704, 15.5587545 50.0390954, 15.5587268 50.0387124, 15.5586837 50.0385231)",,destination,
50798628,False,Sportovní,residential,,True,181.94,,"LINESTRING (15.5642368 50.0420016, 15.5654323 50.0405567)",,,
301936769,False,Hálkova,residential,,True,86.939,,"LINESTRING (15.5659927 50.0379815, 15.5655699 50.0382155, 15.5649864 50.0384125)",,,
28054705,False,Prokopa Velikého,residential,,False,42.471,,"LINESTRING (15.5542081 50.03575, 15.5541641 50.0353691)",,,
28054705,False,Prokopa Velikého,residential,,True,66.29899999999999,,"LINESTRING (15.5542081 50.03575, 15.5542223 50.0358732, 15.5542192 50.0363459)",,,
28054049,False,Arnoštova,residential,,False,86.318,,"LINESTRING (15.5655454 50.0378093, 15.5652961 50.0379617, 15.5648936 50.0382979, 15.5649152 50.0383485, 15.5649864 50.0384125)",,,
28477207,False,Vratislavské náměstí,residential,,False,17.963,,"LINESTRING (15.5595133 50.0422338, 15.5596465 50.0422937, 15.5597054 50.0423365)",,,
28477207,False,Vratislavské náměstí,residential,,True,20.371000000000002,,"LINESTRING (15.5595133 50.0422338, 15.5594233 50.0421548, 15.5593671 50.0420775)",,,
