osmid,lanes,ref,name,highway,maxspeed,access,oneway,reversed,length,geometry,bridge,junction,width
"[329927777, 627772310]",2,464,Frenštátská,secondary,50,delivery,False,False,100.03199999999998,"LINESTRING (18.1416565 49.6383571, 18.1418651 49.6382759, 18.1419746 49.6382256, 18.1420688 49.6381674, 18.1421469 49.6381032, 18.1422309 49.6380041, 18.1423979 49.637705, 18.1424302 49.637651)",,,
329927777,2,464,Frenštátská,secondary,50,delivery,False,True,103.128,"LINESTRING (18.1416565 49.6383571, 18.1414229 49.6384483, 18.1409027 49.6386512, 18.1404299 49.6388358)",,,
"[207080593, 384205476, 397799069]",2,48012,Čs. armády,tertiary,50,delivery,False,True,254.23299999999998,"LINESTRING (18.1416565 49.6383571, 18.1416239 49.6383196, 18.1415567 49.6382424, 18.1414654 49.638141, 18.1414043 49.638073, 18.141282 49.6379369, 18.1411736 49.6378164, 18.1410694 49.6377004, 18.1410016 49.6376251, 18.1408794 49.6374891, 18.1406053 49.6371841, 18.1405486 49.6371211, 18.1403688 49.6369211, 18.140123 49.6366477, 18.1399859 49.6364952, 18.1399103 49.6363716)",,,
30572196,2,04825,Bonifáce Buzka,tertiary,50,delivery,False,True,98.60300000000001,"LINESTRING (18.1437028 49.6412491, 18.1439902 49.6411922, 18.1441592 49.6411564, 18.1445741 49.6410685, 18.1447337 49.641043, 18.1448043 49.6410323, 18.1448589 49.6410261, 18.1449171 49.641026, 18.1449683 49.6410315, 18.1450177 49.6410421)",,,
"[385324939, 627776140]",2,464,Karla Čapka,secondary,50,,False,False,42.863,"LINESTRING (18.1437028 49.6412491, 18.143433 49.6411697, 18.1431609 49.6410896)",,,
"[255228792, 385324940, 397799068]",2,464,Ostravská,secondary,50,,False,True,66.598,"LINESTRING (18.1437028 49.6412491, 18.1437498 49.641286, 18.1438345 49.6413749, 18.144187 49.6417588)",,,
"[628009491, 397801732]",2,,U brány,living_street,50,,False,True,65.532,"LINESTRING (18.1437028 49.6412491, 18.1436526 49.6411472, 18.143627 49.6410722, 18.1434931 49.640676)",,,
"[397799065, 385324938, 385006214]",2,04823,Jičínská,tertiary,50,delivery,False,False,72.42699999999999,"LINESTRING (18.1402528 49.6406009, 18.1401794 49.6406138, 18.1401214 49.6406257, 18.1400761 49.6406372, 18.1397643 49.6407301, 18.1394811 49.6407978, 18.1393152 49.6408342)",,,
"[381271075, 403735659, 329923444]","['2', '3']",464,Komenského,secondary,50,delivery,False,False,100.29499999999999,"LINESTRING (18.1402528 49.6406009, 18.1402312 49.640593, 18.1402152 49.6405836, 18.1401886 49.6405669, 18.1401674 49.6405489, 18.1401497 49.6405273, 18.1399777 49.6402179, 18.1399428 49.640156, 18.1399156 49.6401001, 18.1398831 49.6400243, 18.1398588 49.6399595, 18.1397855 49.639763)",,,
627772304,1,04827,Jičínská,tertiary,50,,True,False,34.737,"LINESTRING (18.1402528 49.6406009, 18.1403144 49.6405868, 18.1407007 49.640485)",,,
