osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,access,junction
9525602,2,119,Příbramská,secondary,50,False,False,66.457,"LINESTRING (14.1682423 49.7773873, 14.1683881 49.7779775)",,
9526465,,,Bedřicha Smetany,residential,,False,False,36.269,"LINESTRING (14.1682423 49.7773873, 14.1684937 49.7771044)",,
9525602,2,119,Příbramská,secondary,50,False,True,37.122,"LINESTRING (14.1682423 49.7773873, 14.1681851 49.7771638, 14.1681623 49.7770575)",,
9525602,2,119,Příbramská,secondary,50,False,False,125.21000000000001,"LINESTRING (14.168613 49.7790827, 14.1685663 49.7791953, 14.1683344 49.779741, 14.1682738 49.7799167, 14.1682593 49.7800049, 14.168257 49.7800574, 14.1682566 49.7800989, 14.1682647 49.7801796)",,
9525602,2,119,Příbramská,secondary,50,False,True,26.602,"LINESTRING (14.168613 49.7790827, 14.168628 49.7789543, 14.1686219 49.7788439)",,
27340648,,,Fričova,residential,,False,False,25.944,"LINESTRING (14.168613 49.7790827, 14.1687964 49.7790843, 14.1688949 49.7790891, 14.1689721 49.7791003)",,
27340652,,,Františka Průši,residential,,False,False,199.59699999999998,"LINESTRING (14.168613 49.7790827, 14.168449 49.7790813, 14.1659206 49.7786484)",,
9524858,2,114,Čs. armády,secondary,50,False,False,60.196999999999996,"LINESTRING (14.1666338 49.7824888, 14.1665168 49.7825517, 14.1664267 49.7825824, 14.1659186 49.7827687)",,
9524858,2,114,Čs. armády,secondary,50,False,True,81.958,"LINESTRING (14.1666338 49.7824888, 14.1667152 49.7824179, 14.1667752 49.7823258, 14.1669032 49.7820105, 14.1669645 49.7817911)",,
25218339,,,Boženy Němcové,residential,,False,False,14.836,"LINESTRING (14.1666338 49.7824888, 14.1667206 49.7825292, 14.1668106 49.7825568)",,
"[1180948817, 24024551]",3,,Mírové náměstí,residential,50,False,False,127.84999999999998,"LINESTRING (14.1721112 49.7813514, 14.1720959 49.7814319, 14.1720769 49.7814607, 14.1716619 49.7818206, 14.1716057 49.7818755, 14.1715206 49.781959, 14.1713319 49.7821441, 14.1711987 49.7823261)",,
"[1181193564, 1181193565]","['2', '3']",114,Pražská,secondary,50,False,True,124.154,"LINESTRING (14.1721112 49.7813514, 14.1723508 49.781355, 14.1734201 49.7813806, 14.1738382 49.7814025)",,
"[9524958, 1181193567]","['2', '3']",114,Mírové náměstí,secondary,50,False,False,244.31600000000003,"LINESTRING (14.1721112 49.7813514, 14.1719391 49.7813514, 14.1718958 49.7813507, 14.170999 49.7813239, 14.1706953 49.7813037, 14.1703873 49.7812533, 14.1691645 49.7809935, 14.1688028 49.7809199)",yes,
9525602,2,119,Příbramská,secondary,50,False,True,97.791,"LINESTRING (14.1686219 49.7788439, 14.1683881 49.7779775)",,
9525602,2,119,Příbramská,secondary,50,False,False,26.602,"LINESTRING (14.1686219 49.7788439, 14.168628 49.7789543, 14.168613 49.7790827)",,
27340640,,,Husova,residential,,False,True,92.60900000000001,"LINESTRING (14.1686219 49.7788439, 14.168736 49.7788481, 14.1688292 49.778843, 14.1688819 49.77883, 14.1689234 49.7788011, 14.1693969 49.7782585)",,
9525602,2,119,Příbramská,secondary,50,False,True,125.21,"LINESTRING (14.1682647 49.7801796, 14.1682566 49.7800989, 14.168257 49.7800574, 14.1682593 49.7800049, 14.1682738 49.7799167, 14.1683344 49.779741, 14.1685663 49.7791953, 14.168613 49.7790827)",,
"[25445433, 1181193566]","['2', '3']",114,Tyršovo náměstí,secondary,50,False,True,92.96900000000001,"LINESTRING (14.1682647 49.7801796, 14.1682841 49.780265, 14.1683108 49.7803407, 14.1683303 49.7803825, 14.1683398 49.7804028, 14.1684592 49.7806109, 14.1685821 49.7807736, 14.1687207 49.7808697, 14.1688028 49.7809199)",,
9524858,2,114,Čs. armády,secondary,50,False,True,26.195,"LINESTRING (14.1656417 49.7829221, 14.1659186 49.7827687)",,
9524858,2,114,Čs. armády,secondary,50,False,False,133.535,"LINESTRING (14.1656417 49.7829221, 14.1655314 49.7830034, 14.165396 49.7831853, 14.1650286 49.7839963, 14.16499 49.784035)",,
24980037,,,Polní,residential,,False,False,39.836,"LINESTRING (14.1656417 49.7829221, 14.1654596 49.7828355, 14.1651321 49.7828176)",,
9525602,2,119,Příbramská,secondary,50,False,False,97.791,"LINESTRING (14.1683881 49.7779775, 14.1686219 49.7788439)",,
9525602,2,119,Příbramská,secondary,50,False,True,66.457,"LINESTRING (14.1683881 49.7779775, 14.1682423 49.7773873)",,
30103769,,,Tylova,residential,,False,True,79.867,"LINESTRING (14.1683881 49.7779775, 14.1686123 49.7779912, 14.1693969 49.7782585)",,
291663791,,,Lesní,residential,,False,True,201.137,"LINESTRING (14.1683881 49.7779775, 14.1682425 49.7779693, 14.1656802 49.7779114, 14.1656473 49.7779663)",,
1229062486,,119,Bezručova,secondary,50,False,True,14.923,"LINESTRING (14.1671612 49.7810775, 14.1672407 49.7809535)",,
9524858,2,114,Čs. armády,secondary,50,False,False,80.968,"LINESTRING (14.1671612 49.7810775, 14.167069 49.7812423, 14.1670491 49.781355, 14.1669805 49.7817033, 14.1669645 49.7817911)",,
"[24980048, 24024546]",,114,Mírové náměstí,secondary,30,False,"[False, True]",135.914,"LINESTRING (14.1671612 49.7810775, 14.1673174 49.7810731, 14.167988 49.7811379, 14.1681927 49.7811618, 14.1685351 49.7811679, 14.1686516 49.7811492, 14.1687129 49.7810857, 14.1687394 49.7810368, 14.1688028 49.7809199)",,
25001527,,11417,Rosovická,tertiary,50,False,False,87.42800000000001,"LINESTRING (14.1671612 49.7810775, 14.1667524 49.7811084, 14.1665394 49.7811245, 14.1662322 49.781115, 14.1659523 49.7810837)",,
"[9524958, 1181193567]","['2', '3']",114,Mírové náměstí,secondary,50,False,True,244.316,"LINESTRING (14.1688028 49.7809199, 14.1691645 49.7809935, 14.1703873 49.7812533, 14.1706953 49.7813037, 14.170999 49.7813239, 14.1718958 49.7813507, 14.1719391 49.7813514, 14.1721112 49.7813514)",yes,
