osmid,ref,name,highway,oneway,reversed,length,maxspeed,geometry,bridge,lanes
549434877,362,Rovečínská,secondary,False,True,103.974,,"LINESTRING (16.4201688 49.5590914, 16.4192524 49.5598132)",,
548839111,,,residential,False,True,56.574000000000005,50,"LINESTRING (16.4201688 49.5590914, 16.4201522 49.5591831, 16.4201119 49.5594061, 16.4200712 49.5595962)",,
549434878,362,Rovečínská,secondary,False,False,109.97999999999999,,"LINESTRING (16.4201688 49.5590914, 16.4203724 49.5589008, 16.4205295 49.5587101, 16.4208257 49.5582044)",,
549434877,362,Rovečínská,secondary,False,False,103.974,,"LINESTRING (16.4192524 49.5598132, 16.4201688 49.5590914)",,
38664899,,Na Špitále,residential,False,False,47.987,50,"LINESTRING (16.4192524 49.5598132, 16.4191717 49.5597762, 16.418988 49.5596725, 16.4189155 49.5595915, 16.4188514 49.5594834)",,
198247534,3626,Trpínská,tertiary,False,True,22.061,50,"LINESTRING (16.4231556 49.5600253, 16.4233133 49.5598553)",,
198247534,3626,Trpínská,tertiary,False,False,11.074,50,"LINESTRING (16.4233933 49.5597703, 16.4233133 49.5598553)",,
38664908,,Hliníky,residential,False,False,203.43699999999998,30,"LINESTRING (16.4233933 49.5597703, 16.4234762 49.5598, 16.4258619 49.5606553)",,
198247534,3626,Trpínská,tertiary,False,True,97.636,50,"LINESTRING (16.4233933 49.5597703, 16.4234463 49.5596342, 16.4235687 49.5590347, 16.4235956 49.5589029)",,
38664910,,Zástodolí,residential,False,False,219.503,50,"LINESTRING (16.4235956 49.5589029, 16.4234822 49.5588943, 16.4229539 49.5588542, 16.4221444 49.5587439, 16.4217692 49.5586456, 16.4215254 49.5585561, 16.4208982 49.5582408, 16.4208257 49.5582044)",,
198247534,3626,Trpínská,tertiary,False,False,97.636,50,"LINESTRING (16.4235956 49.5589029, 16.4235687 49.5590347, 16.4234463 49.5596342, 16.4233933 49.5597703)",,
198247534,3626,Trpínská,tertiary,False,True,24.421999999999997,50,"LINESTRING (16.4235956 49.5589029, 16.4236145 49.5588429, 16.4236821 49.5586907)",,
38664906,,Boční,residential,False,True,198.048,50,"LINESTRING (16.4236821 49.5586907, 16.4237878 49.5586433, 16.4240831 49.558403, 16.4239867 49.5580294, 16.4238762 49.5578284, 16.4236806 49.5574779, 16.423599 49.557385, 16.4233168 49.5571243)",,
198247534,3626,Trpínská,tertiary,False,False,24.421999999999997,50,"LINESTRING (16.4236821 49.5586907, 16.4236145 49.5588429, 16.4235956 49.5589029)",,
198247535,,Obora,residential,False,True,158.10000000000002,50,"LINESTRING (16.4236821 49.5586907, 16.4238399 49.5587482, 16.4239765 49.5588032, 16.4242662 49.5589145, 16.4245287 49.5590018, 16.4248308 49.5590816, 16.4252925 49.5591809, 16.4256662 49.5592836)",,
224012694,3626,náměstí Míru,tertiary,False,True,107.418,50,"LINESTRING (16.4236821 49.5586907, 16.4236345 49.5586448, 16.4234908 49.5585355, 16.423255 49.5583443, 16.4229159 49.5581071, 16.4226636 49.5579944)",,
9586887,362,náměstí Míru,secondary,False,False,83.933,,"LINESTRING (16.4212383 49.5575158, 16.4215098 49.5570429, 16.421585 49.5567975)",,
26592462,3626,náměstí Míru,tertiary,False,False,65.705,50,"LINESTRING (16.4212383 49.5575158, 16.4213133 49.5575386, 16.4220634 49.5577662)",,
"[224012731, 549434878]",362,Rovečínská,secondary,False,True,82.149,,"LINESTRING (16.4212383 49.5575158, 16.4211427 49.5576753, 16.4208257 49.5582044)",,
"[26598296, 102301107, 102301476]",3629,Křtěnovská,tertiary,False,True,154.66199999999998,50,"LINESTRING (16.4198508 49.5553772, 16.4200496 49.5555291, 16.4203657 49.5556604, 16.4205084 49.5557156, 16.4216116 49.5561471, 16.421618 49.5561493)",yes,
"[549431798, 224012711]",,Moravská strana,residential,False,True,434.65700000000004,30,"LINESTRING (16.4198508 49.5553772, 16.4197296 49.5554906, 16.4192385 49.5568019, 16.4191723 49.5569068, 16.4189807 49.557201, 16.4186573 49.5576964, 16.4182968 49.558233, 16.4181268 49.5585828, 16.4177414 49.5590143)",,
9586611,362,Generála Čápka,secondary,False,False,76.969,50,"LINESTRING (16.421618 49.5561493, 16.422032 49.5556175, 16.4220547 49.5555222)",,
"[26598296, 102301107, 102301476]",3629,Křtěnovská,tertiary,False,False,154.662,50,"LINESTRING (16.421618 49.5561493, 16.4216116 49.5561471, 16.4205084 49.5557156, 16.4203657 49.5556604, 16.4200496 49.5555291, 16.4198508 49.5553772)",yes,
548840684,362,náměstí Míru,secondary,False,True,20.372,50,"LINESTRING (16.421618 49.5561493, 16.4216094 49.5561827, 16.4215714 49.55633)",,
9586611,362,Generála Čápka,secondary,False,True,76.969,50,"LINESTRING (16.4220547 49.5555222, 16.422032 49.5556175, 16.421618 49.5561493)",,
38664904,,Dolní vejpustek,residential,False,False,122.977,50,"LINESTRING (16.4220547 49.5555222, 16.4221348 49.5555152, 16.4222303 49.5555065, 16.4223411 49.5555236, 16.4232617 49.5562196)",,
"[548843866, 548840683, 548843867]",362,Generála Čápka,secondary,False,False,136.097,50,"LINESTRING (16.4220547 49.5555222, 16.4220213 49.5553172, 16.4219986 49.5552062, 16.4219927 49.5551778, 16.4219497 49.554971, 16.4219526 49.5548286, 16.421998 49.5546823, 16.422134 49.5544736, 16.4222186 49.5543337)",yes,2
9586887,362,náměstí Míru,secondary,False,True,83.933,,"LINESTRING (16.421585 49.5567975, 16.4215098 49.5570429, 16.4212383 49.5575158)",,
548839116,,náměstí Míru,residential,False,True,112.33699999999999,50,"LINESTRING (16.421585 49.5567975, 16.4216529 49.5568033, 16.4217187 49.556809, 16.421849 49.5568701, 16.4222201 49.5572148, 16.4222097 49.5572871, 16.4223205 49.5575385, 16.4223408 49.5576011)",,
548839807,362,náměstí Míru,secondary,False,False,52.068,,"LINESTRING (16.421585 49.5567975, 16.4215583 49.556435, 16.4215714 49.55633)",,
38664903,,Moravská strana,residential,False,False,16.934,50,"LINESTRING (16.41758 49.5591249, 16.4177414 49.5590143)",,
224012716,,Moravská strana,residential,False,True,330.81,30,"LINESTRING (16.41758 49.5591249, 16.4174374 49.5593333, 16.4169589 49.5600032, 16.4167889 49.5603096, 16.4164587 49.5607091, 16.4157321 49.5614821, 16.4154811 49.561756, 16.4154765 49.561761)",,
224012716,,Moravská strana,residential,False,False,330.81,30,"LINESTRING (16.4154765 49.561761, 16.4154811 49.561756, 16.4157321 49.5614821, 16.4164587 49.5607091, 16.4167889 49.5603096, 16.4169589 49.5600032, 16.4174374 49.5593333, 16.41758 49.5591249)",,
38664904,,Dolní vejpustek,residential,False,True,45.475,50,"LINESTRING (16.4261338 49.5589252, 16.4260507 49.5585198)",,
43243078,,Ústupská,residential,False,False,228.91199999999998,50,"LINESTRING (16.4261338 49.5589252, 16.4262011 49.5589322, 16.4282686 49.5591482, 16.4284461 49.5590873, 16.4282862 49.5590175, 16.4278025 49.558951, 16.4277107 49.5588975)",,
548843882,,,residential,False,False,68.16799999999999,50,"LINESTRING (16.4261338 49.5589252, 16.426066 49.5592611, 16.4259392 49.5593056, 16.4258088 49.5593096, 16.4256662 49.5592836)",,
38664906,,Boční,residential,False,False,157.272,50,"LINESTRING (16.4215714 49.55633, 16.4216306 49.556342, 16.4221693 49.5564513, 16.4225821 49.5566336, 16.4233168 49.5571243)",,
548839807,362,náměstí Míru,secondary,False,True,52.068,,"LINESTRING (16.4215714 49.55633, 16.4215583 49.556435, 16.421585 49.5567975)",,
548840684,362,náměstí Míru,secondary,False,False,20.372,50,"LINESTRING (16.4215714 49.55633, 16.4216094 49.5561827, 16.421618 49.5561493)",,
38664908,,Hliníky,residential,False,True,203.43699999999998,30,"LINESTRING (16.4258619 49.5606553, 16.4234762 49.5598, 16.4233933 49.5597703)",,
342590509,,Tržní,residential,False,True,44.213,50,"LINESTRING (16.4258619 49.5606553, 16.4258725 49.5605899, 16.4258869 49.5604616, 16.4258917 49.5602584)",,
480428519,,Veselská,residential,False,False,115.963,30,"LINESTRING (16.4258619 49.5606553, 16.426427 49.5608548, 16.4266257 49.560925, 16.4271476 49.5612636)",,
198247535,,Obora,residential,False,False,158.10000000000002,50,"LINESTRING (16.4256662 49.5592836, 16.4252925 49.5591809, 16.4248308 49.5590816, 16.4245287 49.5590018, 16.4242662 49.5589145, 16.4239765 49.5588032, 16.4238399 49.5587482, 16.4236821 49.5586907)",,
342590508,,Tržní,residential,False,False,85.975,50,"LINESTRING (16.4256662 49.5592836, 16.4256882 49.559386, 16.4257067 49.559472, 16.4258307 49.5600494)",,
548843882,,,residential,False,True,68.168,50,"LINESTRING (16.4256662 49.5592836, 16.4258088 49.5593096, 16.4259392 49.5593056, 16.426066 49.5592611, 16.4261338 49.5589252)",,
38664910,,Zástodolí,residential,False,True,219.503,50,"LINESTRING (16.4208257 49.5582044, 16.4208982 49.5582408, 16.4215254 49.5585561, 16.4217692 49.5586456, 16.4221444 49.5587439, 16.4229539 49.5588542, 16.4234822 49.5588943, 16.4235956 49.5589029)",,
"[224012731, 549434878]",362,Rovečínská,secondary,False,False,82.149,,"LINESTRING (16.4208257 49.5582044, 16.4211427 49.5576753, 16.4212383 49.5575158)",,
549434878,362,Rovečínská,secondary,False,True,109.97999999999999,,"LINESTRING (16.4208257 49.5582044, 16.4205295 49.5587101, 16.4203724 49.5589008, 16.4201688 49.5590914)",,
198247534,3626,Trpínská,tertiary,False,False,22.061,50,"LINESTRING (16.4233133 49.5598553, 16.4231556 49.5600253)",,
198247534,3626,Trpínská,tertiary,False,True,11.074,50,"LINESTRING (16.4233133 49.5598553, 16.4233933 49.5597703)",,
38664911,,Družstevní,residential,False,False,138.521,50,"LINESTRING (16.4233133 49.5598553, 16.4231993 49.559827, 16.4228205 49.559733, 16.4224595 49.5596653, 16.4218589 49.5596088, 16.4214487 49.5596071)",,
38664911,,Družstevní,residential,False,True,84.339,50,"LINESTRING (16.4200712 49.5595962, 16.4201459 49.559656, 16.420275 49.5596955, 16.4204442 49.559704, 16.421173 49.5596278)",,
303175305,,Polní,residential,False,False,33.683,50,"LINESTRING (16.4200712 49.5595962, 16.4199846 49.5596061, 16.4198716 49.5596395, 16.4197955 49.5597017, 16.419742 49.5597803)",,
548839111,,,residential,False,False,56.574,50,"LINESTRING (16.4200712 49.5595962, 16.4201119 49.5594061, 16.4201522 49.5591831, 16.4201688 49.5590914)",,
38664904,,Dolní vejpustek,residential,False,False,70.509,50,"LINESTRING (16.4232617 49.5562196, 16.4238016 49.5566715, 16.4238702 49.5567152)",,
38664904,,Dolní vejpustek,residential,False,True,122.977,50,"LINESTRING (16.4232617 49.5562196, 16.4223411 49.5555236, 16.4222303 49.5555065, 16.4221348 49.5555152, 16.4220547 49.5555222)",,
548843872,,Horní vejpustek,residential,False,True,80.31,50,"LINESTRING (16.4232617 49.5562196, 16.4233631 49.5561687, 16.4238939 49.5563437, 16.4241978 49.556502)",,1
548843870,,Dolní vejpustek,residential,False,True,33.472,50,"LINESTRING (16.4241978 49.556502, 16.4241587 49.5565274, 16.4238702 49.5567152)",,1
548843872,,Horní vejpustek,residential,False,False,80.31,50,"LINESTRING (16.4241978 49.556502, 16.4238939 49.5563437, 16.4233631 49.5561687, 16.4232617 49.5562196)",,1
548843872,,Horní vejpustek,residential,False,True,43.641,50,"LINESTRING (16.4241978 49.556502, 16.4242255 49.5565145, 16.424476 49.5566269, 16.4247213 49.5566948)",,1
548843869,,Horní vejpustek,residential,False,False,123.446,50,"LINESTRING (16.4247213 49.5566948, 16.4246034 49.556572, 16.4243959 49.5564049, 16.4240009 49.5560299, 16.4237838 49.5557687)",,1
548843869,,Horní vejpustek,residential,False,True,245.53699999999998,50,"LINESTRING (16.4247213 49.5566948, 16.4249001 49.5568471, 16.425367 49.5572137, 16.4256832 49.5574627, 16.4259295 49.5576547, 16.4260033 49.5577791, 16.4262212 49.5582624, 16.4262284 49.5584679, 16.4260507 49.5585198)",,1
548843872,,Horní vejpustek,residential,False,False,43.64099999999999,50,"LINESTRING (16.4247213 49.5566948, 16.424476 49.5566269, 16.4242255 49.5565145, 16.4241978 49.556502)",,1
"[548843872, 43243076]",,Horní vejpustek,residential,False,True,123.072,50,"LINESTRING (16.4247213 49.5566948, 16.4249977 49.5567828, 16.4257602 49.5571961, 16.4259199 49.5572632, 16.4261224 49.5573089)",,1
"[548843872, 43243076]",,Horní vejpustek,residential,False,False,123.072,50,"LINESTRING (16.4261224 49.5573089, 16.4259199 49.5572632, 16.4257602 49.5571961, 16.4249977 49.5567828, 16.4247213 49.5566948)",,1
38664904,,Dolní vejpustek,residential,False,False,45.475,50,"LINESTRING (16.4260507 49.5585198, 16.4261338 49.5589252)",,
38664904,,Dolní vejpustek,residential,False,True,248.571,50,"LINESTRING (16.4260507 49.5585198, 16.4259612 49.5582574, 16.4258488 49.5580863, 16.4256773 49.5579343, 16.4250612 49.5575048, 16.4244842 49.5570041, 16.4239958 49.5567933)",,
548843869,,Horní vejpustek,residential,False,False,245.537,50,"LINESTRING (16.4260507 49.5585198, 16.4262284 49.5584679, 16.4262212 49.5582624, 16.4260033 49.5577791, 16.4259295 49.5576547, 16.4256832 49.5574627, 16.425367 49.5572137, 16.4249001 49.5568471, 16.4247213 49.5566948)",,1
38664911,,Družstevní,residential,False,False,20.018,50,"LINESTRING (16.4214487 49.5596071, 16.421173 49.5596278)",,
38664911,,Družstevní,residential,False,True,138.521,50,"LINESTRING (16.4214487 49.5596071, 16.4218589 49.5596088, 16.4224595 49.5596653, 16.4228205 49.559733, 16.4231993 49.559827, 16.4233133 49.5598553)",,
43243072,,Družstevní,residential,False,False,108.66900000000001,50,"LINESTRING (16.4214487 49.5596071, 16.4214446 49.559638, 16.4214379 49.5596885, 16.4213216 49.5605809)",,
43243072,,Družstevní,residential,False,True,108.669,50,"LINESTRING (16.4213216 49.5605809, 16.4214379 49.5596885, 16.4214446 49.559638, 16.4214487 49.5596071)",,
43243073,,Družstevní,residential,False,False,131.109,50,"LINESTRING (16.4207197 49.5606849, 16.4207682 49.5602797, 16.4208276 49.5597842, 16.4208797 49.5597432, 16.4209863 49.5596991, 16.4210558 49.5596726, 16.421173 49.5596278)",,
38664911,,Družstevní,residential,False,True,20.018,50,"LINESTRING (16.421173 49.5596278, 16.4214487 49.5596071)",,
38664911,,Družstevní,residential,False,False,84.339,50,"LINESTRING (16.421173 49.5596278, 16.4204442 49.559704, 16.420275 49.5596955, 16.4201459 49.559656, 16.4200712 49.5595962)",,
43243073,,Družstevní,residential,False,True,131.109,50,"LINESTRING (16.421173 49.5596278, 16.4210558 49.5596726, 16.4209863 49.5596991, 16.4208797 49.5597432, 16.4208276 49.5597842, 16.4207682 49.5602797, 16.4207197 49.5606849)",,
342590508,,Tržní,residential,False,True,12.502,50,"LINESTRING (16.4258917 49.5602584, 16.4258589 49.560148)",,
199561319,,Tržní,residential,False,False,56.78,50,"LINESTRING (16.4258917 49.5602584, 16.4262054 49.5602902, 16.4266695 49.5603372)",,
342590509,,Tržní,residential,False,False,44.213,50,"LINESTRING (16.4258917 49.5602584, 16.4258869 49.5604616, 16.4258725 49.5605899, 16.4258619 49.5606553)",,
548850657,,Veselská,residential,False,False,18.369,50,"LINESTRING (16.4271476 49.5612636, 16.4273065 49.5613927)",,
480428519,,Veselská,residential,False,True,115.963,30,"LINESTRING (16.4271476 49.5612636, 16.4266257 49.560925, 16.426427 49.5608548, 16.4258619 49.5606553)",,
548850657,,Veselská,residential,False,True,18.369,50,"LINESTRING (16.4273065 49.5613927, 16.4271476 49.5612636)",,
