osmid,highway,oneway,reversed,length,ref,name,geometry,lanes,maxspeed,bridge,junction
42841597,residential,False,True,32.84,,,"LINESTRING (13.2188494 49.3433459, 13.2184183 49.3432546)",,,,
42841581,unclassified,False,True,300.6329999999999,,Starý dvůr,"LINESTRING (13.2147723 49.3422505, 13.2147789 49.3424028, 13.2149455 49.3426728, 13.2150523 49.3427842, 13.215189 49.3428649, 13.21533 49.3429484, 13.2158853 49.3436303, 13.2161716 49.3439198, 13.2163296 49.3440255, 13.2164792 49.3440589, 13.2168466 49.3440756, 13.2170704 49.3440777, 13.2171757 49.3440838, 13.2172695 49.3440994)",,,,
42841614,secondary,False,False,202.067,191,Nýrská,"LINESTRING (13.2147723 49.3422505, 13.2160295 49.3426692, 13.2167755 49.3429603, 13.2171903 49.343151)",2,50,,
"[816759131, 42841614]",secondary,False,True,196.193,191,Nýrská,"LINESTRING (13.2147723 49.3422505, 13.2144708 49.3421447, 13.2123882 49.3414137)",2,"['90', '50']",,
42841607,residential,False,True,105.82,,Podsedky,"LINESTRING (13.213196 49.3448245, 13.2132616 49.344852, 13.213827 49.3450892, 13.2143499 49.3451137, 13.2145288 49.3451468)",,,,
42841593,residential,False,True,74.798,,Sídliště,"LINESTRING (13.2164279 49.3426867, 13.2166073 49.3423469, 13.2167637 49.3420506)",,,,
42841594,residential,False,False,89.065,,,"LINESTRING (13.2164279 49.3426867, 13.217278 49.3429929, 13.2171903 49.343151)",,,,
42841594,residential,False,True,214.67199999999997,,,"LINESTRING (13.2164279 49.3426867, 13.2158469 49.3424975, 13.2155624 49.3423028, 13.2153531 49.3420257, 13.2153234 49.3419407, 13.2152315 49.3416781, 13.2152264 49.3415382, 13.215218 49.3413042, 13.2151843 49.3411062)",,,,
42841603,residential,False,False,110.03,,Podsedky,"LINESTRING (13.2143596 49.34447, 13.2146971 49.3445285, 13.2152525 49.3447678, 13.2154575 49.3448124, 13.2155942 49.344804, 13.2157395 49.344779)",,,,
"[42841603, 258949509]",residential,False,"[False, True]",388.449,,Podsedky,"LINESTRING (13.2143596 49.34447, 13.2139153 49.3442251, 13.2128688 49.3432953, 13.2127063 49.3431591, 13.2125686 49.3429479, 13.2123923 49.3420306, 13.2123306 49.3418, 13.2122918 49.3416821, 13.2122958 49.341576, 13.2123374 49.3414776, 13.2123882 49.3414137)",,,,
258949508,residential,False,False,76.91,,Podsedky,"LINESTRING (13.2143596 49.34447, 13.214376 49.344511, 13.2144033 49.3447127, 13.2144073 49.3448685, 13.2144301 49.3449754, 13.2145288 49.3451468)",,,,
42841604,residential,False,True,40.021,,,"LINESTRING (13.2157395 49.344779, 13.2155985 49.344431)",,,,
42841603,residential,False,True,110.03,,Podsedky,"LINESTRING (13.2157395 49.344779, 13.2155942 49.344804, 13.2154575 49.3448124, 13.2152525 49.3447678, 13.2146971 49.3445285, 13.2143596 49.34447)",,,,
"[855383762, 42841604]",residential,False,"[False, True]",70.55499999999999,,,"LINESTRING (13.2157395 49.344779, 13.2159774 49.3451834, 13.216027 49.3452262, 13.2160882 49.34529, 13.2161118 49.3453108, 13.2161493 49.3453506)",,,,
42841604,residential,False,False,40.021,,,"LINESTRING (13.2155985 49.344431, 13.2157395 49.344779)",,,,
42841607,residential,False,False,105.82,,Podsedky,"LINESTRING (13.2145288 49.3451468, 13.2143499 49.3451137, 13.213827 49.3450892, 13.2132616 49.344852, 13.213196 49.3448245)",,,,
42841607,residential,False,True,20.683,,Podsedky,"LINESTRING (13.2145288 49.3451468, 13.2146162 49.3452201, 13.214685 49.3453018)",,,,
258949508,residential,False,True,76.91,,Podsedky,"LINESTRING (13.2145288 49.3451468, 13.2144301 49.3449754, 13.2144073 49.3448685, 13.2144033 49.3447127, 13.214376 49.344511, 13.2143596 49.34447)",,,,
42841606,residential,False,True,109.21799999999999,,Podsedky,"LINESTRING (13.2148113 49.3462849, 13.2144422 49.3460066, 13.2142849 49.3457684, 13.2141058 49.345433)",,,,
42841577,residential,False,True,99.945,,Rohozenská,"LINESTRING (13.2162135 49.3471956, 13.2175506 49.3474172)",,,,
258949521,tertiary,False,False,81.357,18510,Rohozenská,"LINESTRING (13.2162135 49.3471956, 13.2163324 49.3469697, 13.2163544 49.3467626, 13.2163403 49.3464775)",,,,
258949521,tertiary,False,True,146.167,18510,Rohozenská,"LINESTRING (13.2162135 49.3471956, 13.2155817 49.3478283, 13.2150189 49.3482512)",,,,
42841579,residential,False,False,156.709,,Nová,"LINESTRING (13.2163403 49.3464775, 13.2181248 49.3464954, 13.2185007 49.3465244)",,,,
"[258949521, 258949490]",tertiary,False,False,81.965,18510,"['Náměstí', 'Rohozenská']","LINESTRING (13.2163403 49.3464775, 13.2163246 49.34625, 13.216351 49.3461325, 13.2164389 49.3459716, 13.2165712 49.3458304, 13.2166168 49.3457848)",,,,
258949521,tertiary,False,True,81.357,18510,Rohozenská,"LINESTRING (13.2163403 49.3464775, 13.2163544 49.3467626, 13.2163324 49.3469697, 13.2162135 49.3471956)",,,,
42841586,residential,False,False,71.437,,Sídliště,"LINESTRING (13.2167637 49.3420506, 13.2176886 49.3422733)",,,,
42841591,residential,False,True,160.528,,Sídliště,"LINESTRING (13.2167637 49.3420506, 13.2171072 49.3414342, 13.217261 49.3413702, 13.2174575 49.3413618, 13.2182399 49.341542)",,,,
42841593,residential,False,False,74.798,,Sídliště,"LINESTRING (13.2167637 49.3420506, 13.2166073 49.3423469, 13.2164279 49.3426867)",,,,
42841591,residential,False,False,37.396,,Sídliště,"LINESTRING (13.2187266 49.341654, 13.2182399 49.341542)",,,,
42841591,residential,False,True,72.59,,Sídliště,"LINESTRING (13.2187266 49.341654, 13.2196713 49.3418715)",,,,
42841599,residential,False,True,59.037,,Sídliště,"LINESTRING (13.2187266 49.341654, 13.2184626 49.3421563)",,,,
42841591,residential,False,True,37.396,,Sídliště,"LINESTRING (13.2182399 49.341542, 13.2187266 49.341654)",,,,
42841600,residential,False,False,58.726,,Sídliště,"LINESTRING (13.2182399 49.341542, 13.2179744 49.342041)",,,,
42841591,residential,False,False,160.52800000000002,,Sídliště,"LINESTRING (13.2182399 49.341542, 13.2174575 49.3413618, 13.217261 49.3413702, 13.2171072 49.3414342, 13.2167637 49.3420506)",,,,
42841600,residential,False,True,58.726,,Sídliště,"LINESTRING (13.2179744 49.342041, 13.2182399 49.341542)",,,,
42841602,residential,False,True,37.621,,Sídliště,"LINESTRING (13.2179744 49.342041, 13.2184626 49.3421563)",,,,
42841602,residential,False,False,37.92,,Sídliště,"LINESTRING (13.2179744 49.342041, 13.2178334 49.3420466, 13.2177565 49.3421161, 13.2176886 49.3422733)",,,,
42841599,residential,False,False,59.037,,Sídliště,"LINESTRING (13.2184626 49.3421563, 13.2187266 49.341654)",,,,
42841599,residential,False,True,31.381,,Sídliště,"LINESTRING (13.2184626 49.3421563, 13.2183223 49.3424233)",,,,
42841602,residential,False,False,37.621,,Sídliště,"LINESTRING (13.2184626 49.3421563, 13.2179744 49.342041)",,,,
42841586,residential,False,True,71.437,,Sídliště,"LINESTRING (13.2176886 49.3422733, 13.2167637 49.3420506)",,,,
42841586,residential,False,False,48.846000000000004,,Sídliště,"LINESTRING (13.2176886 49.3422733, 13.2178206 49.3423045, 13.2183223 49.3424233)",,,,
42841602,residential,False,True,37.92,,Sídliště,"LINESTRING (13.2176886 49.3422733, 13.2177565 49.3421161, 13.2178334 49.3420466, 13.2179744 49.342041)",,,,
42841589,residential,False,True,13.268,,Pod Lány,"LINESTRING (13.2206186 49.3419308, 13.220558 49.3420434)",,,,
29310375,residential,False,False,91.034,,Klenovská,"LINESTRING (13.2196713 49.3418715, 13.2192552 49.342644)",,,,
42841590,residential,False,False,67.023,,Pod Lány,"LINESTRING (13.2196713 49.3418715, 13.220558 49.3420434)",,,,
42841591,residential,False,False,72.59,,Sídliště,"LINESTRING (13.2196713 49.3418715, 13.2187266 49.341654)",,,,
42841589,residential,False,False,13.268,,Pod Lány,"LINESTRING (13.220558 49.3420434, 13.2206186 49.3419308)",,,,
42841589,residential,False,True,95.047,,Pod Lány,"LINESTRING (13.220558 49.3420434, 13.2201463 49.342855)",,,,
42841590,residential,False,False,121.169,,Pod Lány,"LINESTRING (13.220558 49.3420434, 13.2221354 49.3424056)",,,,
42841590,residential,False,True,67.023,,Pod Lány,"LINESTRING (13.220558 49.3420434, 13.2196713 49.3418715)",,,,
42841594,residential,False,True,89.065,,,"LINESTRING (13.2171903 49.343151, 13.217278 49.3429929, 13.2164279 49.3426867)",,,,
42841614,secondary,False,False,125.178,191,Nýrská,"LINESTRING (13.2171903 49.343151, 13.2172707 49.34319, 13.2183744 49.3437252, 13.2185839 49.3438162)",2,50,,
42841614,secondary,False,True,202.067,191,Nýrská,"LINESTRING (13.2171903 49.343151, 13.2167755 49.3429603, 13.2160295 49.3426692, 13.2147723 49.3422505)",2,50,,
29310375,residential,False,False,83.401,,Klenovská,"LINESTRING (13.2192552 49.342644, 13.2188494 49.3433459)",,,,
29310375,residential,False,True,91.034,,Klenovská,"LINESTRING (13.2192552 49.342644, 13.2196713 49.3418715)",,,,
42841587,residential,False,False,68.689,,Pod Lány,"LINESTRING (13.2192552 49.342644, 13.2201463 49.342855)",,,,
42841586,residential,False,True,71.904,,Sídliště,"LINESTRING (13.2192552 49.342644, 13.2185637 49.3424804, 13.2183223 49.3424233)",,,,
42841595,residential,False,False,12.24,,,"LINESTRING (13.2181197 49.3433019, 13.2181755 49.343198)",,,,
42841595,residential,False,False,30.831,,,"LINESTRING (13.2181755 49.343198, 13.2183161 49.3429363)",,,,
42841595,residential,False,True,12.24,,,"LINESTRING (13.2181755 49.343198, 13.2181197 49.3433019)",,,,
42841597,residential,False,False,18.682,,,"LINESTRING (13.2181755 49.343198, 13.2184183 49.3432546)",,,,
42841597,residential,False,False,32.84,,,"LINESTRING (13.2184183 49.3432546, 13.2188494 49.3433459)",,,,
42841597,residential,False,True,18.682,,,"LINESTRING (13.2184183 49.3432546, 13.2181755 49.343198)",,,,
42841598,residential,False,False,47.125,,,"LINESTRING (13.2184183 49.3432546, 13.2185383 49.3430542, 13.218517 49.3429985, 13.2184571 49.3429567, 13.2183161 49.3429363)",,,,
42841595,residential,False,False,23.744,,,"LINESTRING (13.2183161 49.3429363, 13.2184057 49.3427309)",,,,
42841595,residential,False,True,30.831,,,"LINESTRING (13.2183161 49.3429363, 13.2181755 49.343198)",,,,
42841598,residential,False,True,47.125,,,"LINESTRING (13.2183161 49.3429363, 13.2184571 49.3429567, 13.218517 49.3429985, 13.2185383 49.3430542, 13.2184183 49.3432546)",,,,
42841599,residential,False,False,31.381,,Sídliště,"LINESTRING (13.2183223 49.3424233, 13.2184626 49.3421563)",,,,
42841586,residential,False,False,71.904,,Sídliště,"LINESTRING (13.2183223 49.3424233, 13.2185637 49.3424804, 13.2192552 49.342644)",,,,
42841586,residential,False,True,48.846000000000004,,Sídliště,"LINESTRING (13.2183223 49.3424233, 13.2178206 49.3423045, 13.2176886 49.3422733)",,,,
42841573,residential,False,False,93.788,,Harantova,"LINESTRING (13.2172695 49.3440994, 13.2172883 49.3440463, 13.2172912 49.3439986, 13.2172495 49.3436734, 13.2172117 49.34345, 13.2172024 49.3433948, 13.2173603 49.343308)",,,,
42841573,residential,False,True,101.554,,Harantova,"LINESTRING (13.2172695 49.3440994, 13.2169434 49.3449026, 13.2169356 49.3449226, 13.2169121 49.3449825)",,,,
42841581,unclassified,False,False,300.633,,Starý dvůr,"LINESTRING (13.2172695 49.3440994, 13.2171757 49.3440838, 13.2170704 49.3440777, 13.2168466 49.3440756, 13.2164792 49.3440589, 13.2163296 49.3440255, 13.2161716 49.3439198, 13.2158853 49.3436303, 13.21533 49.3429484, 13.215189 49.3428649, 13.2150523 49.3427842, 13.2149455 49.3426728, 13.2147789 49.3424028, 13.2147723 49.3422505)",,,,
42841587,residential,False,False,54.042,,Pod Lány,"LINESTRING (13.2217205 49.3432277, 13.2224216 49.3433937)",,,,
42841587,residential,False,True,121.342,,Pod Lány,"LINESTRING (13.2217205 49.3432277, 13.2201463 49.342855)",,,,
42841588,residential,False,False,195.31600000000003,,Pod Lány,"LINESTRING (13.2217205 49.3432277, 13.2212187 49.3442255, 13.2212178 49.3442468, 13.2212365 49.3442664, 13.2212728 49.34428, 13.2218595 49.3443486, 13.221836 49.3444036, 13.2218025 49.3444482, 13.221681 49.3445634)",,,,
42841588,residential,False,True,96.49900000000001,,Pod Lány,"LINESTRING (13.2217205 49.3432277, 13.2220585 49.3424919, 13.2221354 49.3424056)",,,,
42841587,residential,False,False,121.342,,Pod Lány,"LINESTRING (13.2201463 49.342855, 13.2217205 49.3432277)",,,,
42841587,residential,False,True,68.689,,Pod Lány,"LINESTRING (13.2201463 49.342855, 13.2192552 49.342644)",,,,
42841589,residential,False,False,95.047,,Pod Lány,"LINESTRING (13.2201463 49.342855, 13.220558 49.3420434)",,,,
42841589,residential,False,True,133.586,,Pod Lány,"LINESTRING (13.2201463 49.342855, 13.2195314 49.3439876)",,,,
816759130,secondary,False,True,39.586,191,Nýrská,"LINESTRING (13.2200578 49.3440831, 13.2195314 49.3439876)",2,50,,
42841576,residential,False,False,92.383,,Hradčany,"LINESTRING (13.2200578 49.3440831, 13.2197242 49.3446273, 13.2196288 49.3448641)",,,,
816759130,secondary,False,False,129.85700000000003,191,Nýrská,"LINESTRING (13.2200578 49.3440831, 13.2206892 49.3442253, 13.2209206 49.3442812, 13.2211401 49.3443457, 13.2213495 49.3444189, 13.2215439 49.344498, 13.2216265 49.3445353, 13.221681 49.3445634)",2,50,,
42841589,residential,False,False,133.586,,Pod Lány,"LINESTRING (13.2195314 49.3439876, 13.2201463 49.342855)",,,,
816759130,secondary,False,False,39.586,191,Nýrská,"LINESTRING (13.2195314 49.3439876, 13.2200578 49.3440831)",2,50,,
816759130,secondary,False,True,71.37,191,Nýrská,"LINESTRING (13.2195314 49.3439876, 13.2188879 49.3438901, 13.2185839 49.3438162)",2,50,,
42841588,residential,False,False,51.227,,Pod Lány,"LINESTRING (13.2224345 49.3419937, 13.2222294 49.3423388, 13.2221354 49.3424056)",,,,
42841587,residential,False,True,54.042,,Pod Lány,"LINESTRING (13.2224216 49.3433937, 13.2217205 49.3432277)",,,,
42841590,residential,False,False,53.761,,Pod Lány,"LINESTRING (13.2221354 49.3424056, 13.2228318 49.3425726)",,,,
42841590,residential,False,True,121.169,,Pod Lány,"LINESTRING (13.2221354 49.3424056, 13.220558 49.3420434)",,,,
42841588,residential,False,False,96.49900000000001,,Pod Lány,"LINESTRING (13.2221354 49.3424056, 13.2220585 49.3424919, 13.2217205 49.3432277)",,,,
42841588,residential,False,True,51.227,,Pod Lány,"LINESTRING (13.2221354 49.3424056, 13.2222294 49.3423388, 13.2224345 49.3419937)",,,,
42841590,residential,False,True,53.761,,Pod Lány,"LINESTRING (13.2228318 49.3425726, 13.2221354 49.3424056)",,,,
42841580,residential,False,False,67.69500000000001,,Příkopy,"LINESTRING (13.2177741 49.3458411, 13.2178536 49.3456054, 13.2179212 49.3453734, 13.2179247 49.3453507, 13.217918 49.3453272, 13.2178912 49.3452795, 13.2178712 49.3452483)",,,,
42841580,residential,False,True,85.85400000000001,,Příkopy,"LINESTRING (13.2177741 49.3458411, 13.217636 49.3458586, 13.2168648 49.3458506, 13.2167748 49.3458402, 13.2167389 49.3458361, 13.2166168 49.3457848)",,,,
42841609,residential,False,False,94.39,,Příkopy,"LINESTRING (13.2177741 49.3458411, 13.2178281 49.3459086, 13.2178679 49.3459763, 13.2178831 49.3460135, 13.2179318 49.3460476, 13.2188299 49.3462376)",,,,
42841576,residential,False,False,41.744,,Hradčany,"LINESTRING (13.2188299 49.3462376, 13.2187126 49.3464331, 13.2185007 49.3465244)",,,,
42841576,residential,False,True,102.38799999999999,,Hradčany,"LINESTRING (13.2188299 49.3462376, 13.2189028 49.3461576, 13.2189645 49.3460445, 13.2190563 49.345876, 13.2192697 49.3455046, 13.2193867 49.3453964)",,,,
42841609,residential,False,True,94.39000000000001,,Příkopy,"LINESTRING (13.2188299 49.3462376, 13.2179318 49.3460476, 13.2178831 49.3460135, 13.2178679 49.3459763, 13.2178281 49.3459086, 13.2177741 49.3458411)",,,,
42841576,residential,False,True,41.744,,Hradčany,"LINESTRING (13.2185007 49.3465244, 13.2187126 49.3464331, 13.2188299 49.3462376)",,,,
42841579,residential,False,False,187.50300000000001,,Nová,"LINESTRING (13.2185007 49.3465244, 13.2183948 49.3467604, 13.2178924 49.3481631)",,,,
42841579,residential,False,True,156.709,,Nová,"LINESTRING (13.2185007 49.3465244, 13.2181248 49.3464954, 13.2163403 49.3464775)",,,,
42841577,residential,False,False,99.945,,Rohozenská,"LINESTRING (13.2175506 49.3474172, 13.2162135 49.3471956)",,,,
42841574,residential,False,True,106.16300000000001,,V Bráně,"LINESTRING (13.2193867 49.3453964, 13.219296 49.3453728, 13.2180588 49.3451809, 13.2179654 49.3451664)",,,,
42841576,residential,False,False,102.38799999999999,,Hradčany,"LINESTRING (13.2193867 49.3453964, 13.2192697 49.3455046, 13.2190563 49.345876, 13.2189645 49.3460445, 13.2189028 49.3461576, 13.2188299 49.3462376)",,,,
42841576,residential,False,True,62.11200000000001,,Hradčany,"LINESTRING (13.2193867 49.3453964, 13.2194816 49.3452797, 13.2195872 49.3449815, 13.2196288 49.3448641)",,,,
258949456,residential,False,False,319.217,,Klatovská,"LINESTRING (13.2193867 49.3453964, 13.2195951 49.3454507, 13.2220726 49.3463557, 13.2223936 49.3464913, 13.2225926 49.3465754, 13.2226903 49.3466041, 13.222756 49.3466141, 13.2228323 49.3466157, 13.2231314 49.3465788, 13.2232888 49.3465434)",,,,
42841579,residential,False,True,187.50300000000001,,Nová,"LINESTRING (13.2178924 49.3481631, 13.2183948 49.3467604, 13.2185007 49.3465244)",,,,
29310375,residential,False,True,55.72,,Klenovská,"LINESTRING (13.2185839 49.3438162, 13.2188494 49.3433459)",,,,
42841614,secondary,False,True,125.178,191,Nýrská,"LINESTRING (13.2185839 49.3438162, 13.2183744 49.3437252, 13.2172707 49.34319, 13.2171903 49.343151)",2,50,,
173278755,tertiary,False,True,76.782,Klenovská,,"LINESTRING (13.2185839 49.3438162, 13.218504 49.3439424, 13.2184196 49.344075, 13.2183321 49.3442315, 13.2182181 49.3444638)",,,,
816759130,secondary,False,False,71.37,191,Nýrská,"LINESTRING (13.2185839 49.3438162, 13.2188879 49.3438901, 13.2195314 49.3439876)",2,50,,
42841594,residential,False,False,214.67200000000003,,,"LINESTRING (13.2151843 49.3411062, 13.215218 49.3413042, 13.2152264 49.3415382, 13.2152315 49.3416781, 13.2153234 49.3419407, 13.2153531 49.3420257, 13.2155624 49.3423028, 13.2158469 49.3424975, 13.2164279 49.3426867)",,,,
"[42841603, 258949509]",residential,False,"[False, True]",388.449,,Podsedky,"LINESTRING (13.2123882 49.3414137, 13.2123374 49.3414776, 13.2122958 49.341576, 13.2122918 49.3416821, 13.2123306 49.3418, 13.2123923 49.3420306, 13.2125686 49.3429479, 13.2127063 49.3431591, 13.2128688 49.3432953, 13.2139153 49.3442251, 13.2143596 49.34447)",,,,
"[816759131, 42841614]",secondary,False,False,196.193,191,Nýrská,"LINESTRING (13.2123882 49.3414137, 13.2144708 49.3421447, 13.2147723 49.3422505)",2,"['90', '50']",,
"[537067627, 816759131, 42841613]",secondary,False,True,62.076,191,Nýrská,"LINESTRING (13.2123882 49.3414137, 13.2122858 49.3413778, 13.2118576 49.3411927, 13.2116729 49.3411071)",2,90,yes,
173278755,tertiary,False,False,76.78200000000001,Klenovská,,"LINESTRING (13.2182181 49.3444638, 13.2183321 49.3442315, 13.2184196 49.344075, 13.218504 49.3439424, 13.2185839 49.3438162)",,,,
173278755,tertiary,False,True,66.762,Klenovská,,"LINESTRING (13.2182181 49.3444638, 13.2180939 49.3448109, 13.2180087 49.3450485)",,,,
258949442,residential,False,True,117.449,,Hradčany,"LINESTRING (13.2182181 49.3444638, 13.2186543 49.3445316, 13.2188398 49.3445615, 13.2190207 49.3445524, 13.219088 49.3445598, 13.2192585 49.3446299, 13.2195455 49.3448513, 13.2196288 49.3448641)",,,,
42841576,residential,False,False,62.11200000000001,,Hradčany,"LINESTRING (13.2196288 49.3448641, 13.2195872 49.3449815, 13.2194816 49.3452797, 13.2193867 49.3453964)",,,,
42841576,residential,False,True,92.383,,Hradčany,"LINESTRING (13.2196288 49.3448641, 13.2197242 49.3446273, 13.2200578 49.3440831)",,,,
258949442,residential,False,False,117.44900000000001,,Hradčany,"LINESTRING (13.2196288 49.3448641, 13.2195455 49.3448513, 13.2192585 49.3446299, 13.219088 49.3445598, 13.2190207 49.3445524, 13.2188398 49.3445615, 13.2186543 49.3445316, 13.2182181 49.3444638)",,,,
258949510,tertiary,False,True,71.945,1924,,"LINESTRING (13.2124032 49.3460862, 13.2118305 49.3466148)",,,,
258949507,residential,False,False,139.118,,Podsedky,"LINESTRING (13.2124032 49.3460862, 13.2122768 49.346027, 13.2121788 49.3459993, 13.2120666 49.3460144, 13.211959 49.3460477, 13.2118231 49.3461299, 13.2116262 49.3462976, 13.211568 49.3463443, 13.2115229 49.3464074, 13.2114008 49.3465446, 13.2113211 49.3466116, 13.2110684 49.3467617)",,,,
258949510,tertiary,False,False,153.491,1924,,"LINESTRING (13.2124032 49.3460862, 13.21269 49.3458416, 13.2131191 49.345546, 13.2132809 49.3454819, 13.2135201 49.3454429, 13.2141058 49.345433)",,,,
258949507,residential,False,True,139.118,,Podsedky,"LINESTRING (13.2110684 49.3467617, 13.2113211 49.3466116, 13.2114008 49.3465446, 13.2115229 49.3464074, 13.211568 49.3463443, 13.2116262 49.3462976, 13.2118231 49.3461299, 13.211959 49.3460477, 13.2120666 49.3460144, 13.2121788 49.3459993, 13.2122768 49.346027, 13.2124032 49.3460862)",,,,
"[816759131, 537067627, 42841613]",secondary,False,False,62.07599999999999,191,Nýrská,"LINESTRING (13.2116729 49.3411071, 13.2118576 49.3411927, 13.2122858 49.3413778, 13.2123882 49.3414137)",2,90,yes,
258949456,residential,False,True,319.217,,Klatovská,"LINESTRING (13.2232888 49.3465434, 13.2231314 49.3465788, 13.2228323 49.3466157, 13.222756 49.3466141, 13.2226903 49.3466041, 13.2225926 49.3465754, 13.2223936 49.3464913, 13.2220726 49.3463557, 13.2195951 49.3454507, 13.2193867 49.3453964)",,,,
816759129,secondary,False,False,134.044,191,Nýrská,"LINESTRING (13.2232888 49.3465434, 13.223543 49.3470408, 13.2238652 49.3476889)",2,90,,
"[816759129, 816759130]",secondary,False,True,254.267,191,Nýrská,"LINESTRING (13.2232888 49.3465434, 13.2230467 49.3460499, 13.2229803 49.3459145, 13.2227837 49.3455419, 13.2225403 49.3451937, 13.2222738 49.3449301, 13.2221559 49.3448374, 13.2219046 49.3446787, 13.221681 49.3445634)",2,"['90', '50']",,
42841595,residential,False,True,23.744,,,"LINESTRING (13.2184057 49.3427309, 13.2183161 49.3429363)",,,,
42841610,residential,False,False,23.481,,Spartakiádní,"LINESTRING (13.2147088 49.3481897, 13.2150189 49.3482512)",,,,
42841610,residential,False,True,295.193,,Spartakiádní,"LINESTRING (13.2147088 49.3481897, 13.2141495 49.3480789, 13.2131773 49.3478964, 13.2130715 49.3478766, 13.2130624 49.3478251, 13.2129941 49.3477166, 13.2126014 49.3470976, 13.2121101 49.3467247, 13.2118305 49.3466148)",,,,
855350817,residential,False,True,30.991,,,"LINESTRING (13.2147088 49.3481897, 13.2146913 49.3482938, 13.2146671 49.3484362, 13.2146884 49.3484636)",,,,
855350819,residential,False,False,5.85,,,"LINESTRING (13.2146884 49.3484636, 13.2146081 49.348458)",,,,
855350819,residential,False,True,7.859,,,"LINESTRING (13.2146884 49.3484636, 13.2147884 49.348491)",,,,
855350817,residential,False,False,30.991,,,"LINESTRING (13.2146884 49.3484636, 13.2146671 49.3484362, 13.2146913 49.3482938, 13.2147088 49.3481897)",,,,
