osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,lanes,junction
203480419,4726,Závodní,tertiary,50,False,False,46.901,"LINESTRING (18.3879898 49.8286877, 18.3877508 49.8282951)",,,
"[421751200, 80992306, 421751199]",4726,Závodní,tertiary,50,False,True,117.45599999999999,"LINESTRING (18.3879898 49.8286877, 18.3882442 49.8291613, 18.3882795 49.8292568, 18.388311 49.8293419, 18.3883614 49.8294782, 18.388389 49.8295481, 18.3884247 49.8296389, 18.3884305 49.8296536, 18.3884502 49.8297002)",,,
203480419,4726,Závodní,tertiary,50,False,True,46.901,"LINESTRING (18.3877508 49.8282951, 18.3879898 49.8286877)",,,
114441273,,Polní,residential,30,False,True,381.563,"LINESTRING (18.3877508 49.8282951, 18.387433 49.8282736, 18.386486 49.8282096, 18.3849051 49.8280696, 18.3846776 49.8280229, 18.3841059 49.8278888, 18.3836509 49.8277663, 18.38354 49.8276554, 18.3833592 49.8272996, 18.3832615 49.8270984)",,,
171981599,,Nejedlého,living_street,,False,True,231.674,"LINESTRING (18.3964322 49.8329549, 18.3938116 49.834173)",,,
231933693,,Sokolská,living_street,,False,True,251.12599999999998,"LINESTRING (18.3964322 49.8329549, 18.3958019 49.8325353, 18.3956488 49.8324815, 18.3940492 49.8322493, 18.3932685 49.8322257)",,,
171981591,,Gen. Svobody,living_street,,False,False,128.814,"LINESTRING (18.3948779 49.8351052, 18.3938116 49.834173)",,,
171981591,,Gen. Svobody,living_street,,False,True,128.814,"LINESTRING (18.3938116 49.834173, 18.3948779 49.8351052)",,,
171981599,,Nejedlého,living_street,,False,False,231.674,"LINESTRING (18.3938116 49.834173, 18.3964322 49.8329549)",,,
171981599,,Nejedlého,living_street,,False,True,171.747,"LINESTRING (18.3938116 49.834173, 18.3918724 49.8350792)",,,
171981591,,Gen. Svobody,living_street,,False,False,230.952,"LINESTRING (18.3938116 49.834173, 18.393304 49.833763, 18.3932136 49.8336333, 18.3931822 49.8334722, 18.3932685 49.8322257)",,,
