osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,junction,access
28128995,300,Riegrova,secondary,False,False,101.494,"LINESTRING (15.6356732 50.3697434, 15.6352301 50.3697853, 15.6347323 50.3698194, 15.6342519 50.3698475)",,,,
28128995,300,Riegrova,secondary,False,True,30.875,"LINESTRING (15.6356732 50.3697434, 15.6358259 50.3697275, 15.6359446 50.3697141, 15.6360313 50.3697086, 15.6361033 50.3697161)",,,,
173085480,,Pod Lipou,residential,False,True,37.047,"LINESTRING (15.6356732 50.3697434, 15.6356397 50.3696196, 15.635588 50.369477, 15.6355748 50.3694164)",,,,
28129725,,Husova,residential,False,True,47.136,"LINESTRING (15.6314785 50.367313, 15.6315751 50.3677324)",,,,
28128982,,Jungmannova,residential,True,False,85.241,"LINESTRING (15.6314785 50.367313, 15.6315572 50.3673082, 15.6325703 50.3672408, 15.6326739 50.3672339)",,,,
28129725,,Husova,residential,False,False,161.55,"LINESTRING (15.6314785 50.367313, 15.6314743 50.3672844, 15.6314655 50.367248, 15.6314431 50.366996, 15.6314738 50.3667687, 15.6315405 50.3665846, 15.6316949 50.3663037, 15.631857 50.36599, 15.6318783 50.3659012)",,,,
28130684,32510,Husova,tertiary,False,False,19.361,"LINESTRING (15.6313193 50.3643229, 15.631333 50.364149)",,,,
28130684,32510,Husova,tertiary,False,True,104.64600000000002,"LINESTRING (15.6313193 50.3643229, 15.6313194 50.3643734, 15.6314235 50.3646861, 15.63154 50.3649404, 15.6316434 50.3651448, 15.6316488 50.3651922, 15.6316274 50.3652337)",,,,
28130686,,Klicperova,residential,False,False,296.123,"LINESTRING (15.6313193 50.3643229, 15.6312362 50.3643186, 15.6307564 50.3642935, 15.6304506 50.3642017, 15.6301525 50.3640381, 15.6293593 50.3634599, 15.6286867 50.3630531, 15.6284189 50.3629265, 15.6282037 50.3628234, 15.6280623 50.3628031)",,,,
28128990,32520,Žižkova,tertiary,True,False,56.631,"LINESTRING (15.6318354 50.365506, 15.6319953 50.3655369, 15.6321942 50.36557, 15.6325479 50.3657212)",,,,
28129725,,Husova,residential,False,True,44.077,"LINESTRING (15.6318354 50.365506, 15.631866 50.365688, 15.6318783 50.3659012)",,,,
169870626,32520,Husova,tertiary,False,False,34.016,"LINESTRING (15.6318354 50.365506, 15.6317574 50.3653551, 15.6316972 50.3652989, 15.6316274 50.3652337)",2,,,
230284858,3002,Havlíčkova,tertiary,False,True,193.67999999999998,"LINESTRING (15.6296485 50.3679551, 15.6294803 50.3680107, 15.6293823 50.36803, 15.6289472 50.368077, 15.6281169 50.3679999, 15.62761 50.3679507, 15.6272875 50.3679369, 15.6269651 50.3679367)",2,50,,
"[1081838368, 1081838369, 1081838371, 1081838372, 28130681]",300,Aloise Jilemnického,secondary,False,False,250.526,"LINESTRING (15.6296485 50.3679551, 15.6296308 50.3678144, 15.6295495 50.3674901, 15.629475 50.3672787, 15.6294254 50.3671938, 15.6293933 50.3671219, 15.6290606 50.3666764, 15.6288184 50.3663736, 15.6285728 50.3660747, 15.6285266 50.3660184, 15.628405 50.3658705)","['2', '3']",,,
1249471998,300,Palackého náměstí,secondary,True,False,46.038,"LINESTRING (15.6296485 50.3679551, 15.6296887 50.3680921, 15.6296568 50.368366)",,50,,
28129725,,Husova,residential,False,False,44.077,"LINESTRING (15.6318783 50.3659012, 15.631866 50.365688, 15.6318354 50.365506)",,,,
28129725,,Husova,residential,False,True,161.54999999999998,"LINESTRING (15.6318783 50.3659012, 15.631857 50.36599, 15.6316949 50.3663037, 15.6315405 50.3665846, 15.6314738 50.3667687, 15.6314431 50.366996, 15.6314655 50.367248, 15.6314743 50.3672844, 15.6314785 50.367313)",,,,
306831850,,Komenského,residential,True,False,61.64999999999999,"LINESTRING (15.6318783 50.3659012, 15.6320193 50.3659134, 15.6320942 50.3659254, 15.6321602 50.3659601, 15.6323764 50.3661303, 15.6325028 50.3662457)",1,,,
28128995,300,Riegrova,secondary,False,False,30.875,"LINESTRING (15.6361033 50.3697161, 15.6360313 50.3697086, 15.6359446 50.3697141, 15.6358259 50.3697275, 15.6356732 50.3697434)",,,,
293752442,300,Hankovo náměstí,secondary,False,True,85.01199999999999,"LINESTRING (15.6361033 50.3697161, 15.6362244 50.3697924, 15.636626 50.370187, 15.636678 50.370238, 15.6367972 50.3703368)",,,,
"[239336361, 28129715]",300,Čsl. armády,secondary,False,True,109.20500000000001,"LINESTRING (15.6324 50.3704088, 15.63331 50.3700801, 15.6335206 50.3700053, 15.6335781 50.3699849, 15.6337412 50.3699264)",,,,
28129717,501,Čsl. armády,secondary,False,True,31.167,"LINESTRING (15.6324 50.3704088, 15.6324524 50.3704873, 15.632557 50.3706705)",,,,
28130214,,Hálkova,residential,True,False,185.252,"LINESTRING (15.6324 50.3704088, 15.6322202 50.370453, 15.6298011 50.3704748)",,,,
239336343,,náměstí Jiřího z Poděbrad,secondary,False,True,5.786,"LINESTRING (15.6337412 50.3699264, 15.6336948 50.3698836)",,,,
28128994,300,Riegrova,secondary,True,False,39.980000000000004,"LINESTRING (15.6337412 50.3699264, 15.6338337 50.3698549, 15.6342519 50.3698475)",,,,
28129697,,Karlova,residential,False,False,53.104000000000006,"LINESTRING (15.6337412 50.3699264, 15.6338244 50.3700447, 15.6339313 50.3702385, 15.6339753 50.37031, 15.6340118 50.3703714)",,,,
"[239336361, 28129715]",300,Čsl. armády,secondary,False,False,109.20500000000001,"LINESTRING (15.6337412 50.3699264, 15.6335781 50.3699849, 15.6335206 50.3700053, 15.63331 50.3700801, 15.6324 50.3704088)",,,,
28128994,300,Riegrova,secondary,True,False,37.432,"LINESTRING (15.6342519 50.3698475, 15.6338703 50.3699204, 15.6337412 50.3699264)",,,,
28128995,300,Riegrova,secondary,False,True,101.494,"LINESTRING (15.6342519 50.3698475, 15.6347323 50.3698194, 15.6352301 50.3697853, 15.6356732 50.3697434)",,,,
