osmid,name,highway,oneway,reversed,length,maxspeed,geometry,ref,lanes,bridge,width,tunnel
160169775,28. října,residential,False,False,9.703,,"LINESTRING (13.4142052 50.4609028, 13.4141197 50.4608346)",,,,,
266311973,Farského,residential,False,True,65.76599999999999,50,"LINESTRING (13.4142052 50.4609028, 13.4143742 50.4610299, 13.4145772 50.4611707, 13.4147836 50.4613641)",,,,,
9571698,Palackého,secondary,False,False,102.5,,"LINESTRING (13.4196661 50.457756, 13.4195328 50.4578589, 13.4193852 50.4580443, 13.4192857 50.4581915, 13.4191161 50.4584124, 13.4189683 50.4585593)",607,,,,
30791918,Riegrova,tertiary,False,True,103.94900000000001,50,"LINESTRING (13.4196661 50.457756, 13.4199164 50.4579694, 13.4200754 50.4581036, 13.4202199 50.4582442, 13.4205073 50.4585217)",00732,,,,
30827025,Beethovenova,residential,False,False,47.7,50,"LINESTRING (13.4196661 50.457756, 13.4193594 50.4575002, 13.4192581 50.4574146)",,,,,
582542253,Mostecká,tertiary,False,True,48.609,50,"LINESTRING (13.4198968 50.4641223, 13.4201049 50.4645389)",00732,,,,
212389940,Vinohradská,tertiary,False,True,79.614,,"LINESTRING (13.4198968 50.4641223, 13.4201482 50.4640005, 13.4203949 50.4639042, 13.4208425 50.4637364)",,,,,
233591803,Mostecká,tertiary,False,False,112.51599999999999,50,"LINESTRING (13.4198968 50.4641223, 13.4197646 50.4639135, 13.4193025 50.4631838)",00732,,,,
582542252,Čelakovského,tertiary,False,True,50.95,,"LINESTRING (13.4198968 50.4641223, 13.4196332 50.4643059, 13.4194127 50.4644614)",,,,,
30826745,Tyršova,residential,False,True,62.150999999999996,,"LINESTRING (13.4193025 50.4631838, 13.4191543 50.4632306, 13.4189883 50.4632831, 13.4187611 50.4633549, 13.4186749 50.4633821, 13.418516 50.4634323)",,,,,
233591803,Mostecká,tertiary,False,False,118.283,50,"LINESTRING (13.4193025 50.4631838, 13.4186876 50.462402, 13.4185529 50.4622331)",00732,,,,
233591803,Mostecká,tertiary,False,True,112.51599999999999,50,"LINESTRING (13.4193025 50.4631838, 13.4197646 50.4639135, 13.4198968 50.4641223)",00732,,,,
"[266311979, 531912357]","['Selská', 'Karla Buriana']",residential,False,False,169.883,,"LINESTRING (13.4193025 50.4631838, 13.4194812 50.4631242, 13.4196775 50.4630587, 13.4200908 50.4629427, 13.4202798 50.4628897, 13.4205105 50.4628249, 13.4209694 50.4626961, 13.42073 50.4623705)",,,,,
266311973,Farského,residential,False,False,65.76599999999999,50,"LINESTRING (13.4147836 50.4613641, 13.4145772 50.4611707, 13.4143742 50.4610299, 13.4142052 50.4609028)",,,,,
266311973,Farského,residential,False,True,105.284,50,"LINESTRING (13.4147836 50.4613641, 13.4148616 50.4614738, 13.4151916 50.4620138, 13.4153002 50.4621565, 13.4153688 50.4622334)",,,,,
212047436,Dukelská,tertiary,False,False,36.147000000000006,,"LINESTRING (13.4238894 50.4580209, 13.4241246 50.4580664, 13.4243888 50.4580551)",00728,,,,
212055920,Křivá,tertiary,False,True,65.261,,"LINESTRING (13.4238894 50.4580209, 13.4239331 50.4578285, 13.4239464 50.4576309, 13.423926 50.4574366)",,,,,
"[266312016, 417249079, 212047421, 212055919]",Vinohradská,tertiary,False,False,297.572,,"LINESTRING (13.4238894 50.4580209, 13.4236541 50.4586703, 13.4235046 50.4590905, 13.4234729 50.4591878, 13.4234552 50.4592408, 13.4234215 50.4594122, 13.4234114 50.4596548, 13.42342 50.4597879, 13.4235425 50.4602386, 13.4237504 50.4606364)",,2,,,
"[212389939, 212389941]",Vinohradská,tertiary,False,False,104.385,,"LINESTRING (13.4237432 50.4624562, 13.4235287 50.4627013, 13.423356 50.4628653, 13.4232557 50.4629344, 13.4231373 50.4630006, 13.4228148 50.4631703)",,,,,
212389939,Vinohradská,tertiary,False,True,207.97599999999997,,"LINESTRING (13.4237432 50.4624562, 13.4239021 50.4621776, 13.4239753 50.4620137, 13.4240189 50.4618988, 13.4240367 50.4618011, 13.4240494 50.461595, 13.4240364 50.4614212, 13.4239939 50.4612321, 13.4239081 50.4610018, 13.4237961 50.4607282, 13.4237504 50.4606364)",,,,,
30826744,Partyzánská,residential,False,False,26.974,,"LINESTRING (13.4228148 50.4631703, 13.4227824 50.4629286)",,,,,
"[212389939, 212389941]",Vinohradská,tertiary,False,True,104.38499999999999,,"LINESTRING (13.4228148 50.4631703, 13.4231373 50.4630006, 13.4232557 50.4629344, 13.423356 50.4628653, 13.4235287 50.4627013, 13.4237432 50.4624562)",,,,,
"[715752312, 715752313]",Vinohradská,tertiary,False,False,153.454,,"LINESTRING (13.4228148 50.4631703, 13.4225987 50.4632554, 13.4223932 50.4633241, 13.4221122 50.4633953, 13.4217272 50.4634957, 13.4213334 50.4635871, 13.4208425 50.4637364)",,,,,
30153794,Na Příkopech,tertiary,False,False,107.85300000000001,50,"LINESTRING (13.4216078 50.4604957, 13.4215458 50.46039, 13.4211261 50.4596741, 13.421075 50.459587)",00732,,,,
158202854,Revoluční,residential,False,True,68.722,,"LINESTRING (13.4216078 50.4604957, 13.4209804 50.4606629, 13.4208545 50.4606965, 13.4207024 50.4606806)",,,,,
"[30827268, 266311982]","['Hálkova', 'Libušina']",residential,False,"[False, True]",225.482,,"LINESTRING (13.4216078 50.4604957, 13.4220688 50.4603917, 13.4228598 50.4602114, 13.4227196 50.4598867, 13.4225312 50.4595787, 13.4225102 50.4595258, 13.4224834 50.4594293, 13.4224522 50.4593487, 13.4223036 50.4590865)",,,,,
417249066,Na Příkopech,tertiary,True,False,46.554,50,"LINESTRING (13.4216078 50.4604957, 13.4216787 50.4606092, 13.4217378 50.4607366, 13.421739 50.4607911, 13.4217283 50.4608474, 13.4217077 50.4608982)",00732,,,,
28466315,Puškinova,residential,False,False,94.22800000000001,,"LINESTRING (13.4224731 50.4608743, 13.4227486 50.4608215, 13.4234362 50.460687, 13.4237504 50.4606364)",,,,,
28466315,Puškinova,residential,False,True,54.723000000000006,,"LINESTRING (13.4224731 50.4608743, 13.4223077 50.4608816, 13.4222045 50.4608873, 13.4219945 50.4609145, 13.4218499 50.4609155, 13.4217077 50.4608982)",,,,,
30826744,Partyzánská,residential,False,True,74.99199999999999,,"LINESTRING (13.4224731 50.4608743, 13.4225159 50.4609686, 13.4226258 50.4612482, 13.4226725 50.4615347)",,,,,
28466315,Puškinova,residential,False,True,94.228,,"LINESTRING (13.4237504 50.4606364, 13.4234362 50.460687, 13.4227486 50.4608215, 13.4224731 50.4608743)",,,,,
212389939,Vinohradská,tertiary,False,False,207.976,,"LINESTRING (13.4237504 50.4606364, 13.4237961 50.4607282, 13.4239081 50.4610018, 13.4239939 50.4612321, 13.4240364 50.4614212, 13.4240494 50.461595, 13.4240367 50.4618011, 13.4240189 50.4618988, 13.4239753 50.4620137, 13.4239021 50.4621776, 13.4237432 50.4624562)",,,,,
"[266312016, 212055919, 212047421, 417249079]",Vinohradská,tertiary,False,True,297.572,,"LINESTRING (13.4237504 50.4606364, 13.4235425 50.4602386, 13.42342 50.4597879, 13.4234114 50.4596548, 13.4234215 50.4594122, 13.4234552 50.4592408, 13.4234729 50.4591878, 13.4235046 50.4590905, 13.4236541 50.4586703, 13.4238894 50.4580209)",,2,,,
26350990,Mostecká,residential,False,False,45.923,30,"LINESTRING (13.4184437 50.4621122, 13.4183861 50.4620076, 13.4182298 50.4617223)",,,,,
"[239378968, 28466314]",Na Příkopech,tertiary,True,False,258.907,50,"LINESTRING (13.4184437 50.4621122, 13.4186296 50.4620868, 13.4187774 50.4620491, 13.4191113 50.461929, 13.4200169 50.4615608, 13.4206512 50.4612783, 13.4211007 50.4610873, 13.4212496 50.4610181, 13.4213823 50.4609337, 13.42148 50.4608501)",00732,,,,
233591800,Mostecká,tertiary,False,True,15.514999999999999,50,"LINESTRING (13.4184437 50.4621122, 13.4184741 50.4621485, 13.4185231 50.4621985, 13.4185529 50.4622331)",00732,,,,
"[722119753, 30791889, 1160560919]",Karolíny Světlé,residential,True,False,136.57,,"LINESTRING (13.4111914 50.4598289, 13.4112551 50.4598823, 13.4112821 50.459918, 13.4116159 50.4603606, 13.4117393 50.4605241, 13.4117657 50.4605598, 13.4119584 50.4608146, 13.4120447 50.460929)",,,,,
"[1160560936, 586002384]",Školní,residential,False,False,84.266,50,"LINESTRING (13.4111914 50.4598289, 13.4113049 50.4597728, 13.4115574 50.459648, 13.4116488 50.4596029, 13.4120216 50.4594186, 13.4121317 50.4593642)",,,,,
30827025,Beethovenova,residential,False,True,134.60399999999998,50,"LINESTRING (13.4180628 50.4564732, 13.4182484 50.4566194, 13.4192581 50.4574146)",,,,,
586002384,Školní,residential,False,True,156.051,50,"LINESTRING (13.4180628 50.4564732, 13.4177917 50.4566055, 13.417576 50.4567107, 13.4174707 50.456762, 13.4167218 50.4571273, 13.4164054 50.4572816, 13.416313 50.4573267)",,,,,
30791918,Riegrova,tertiary,False,True,23.514,50,"LINESTRING (13.4205073 50.4585217, 13.4206105 50.4587227)",00732,,,,
30791918,Riegrova,tertiary,False,False,103.949,50,"LINESTRING (13.4205073 50.4585217, 13.4202199 50.4582442, 13.4200754 50.4581036, 13.4199164 50.4579694, 13.4196661 50.457756)",00732,,,,
"[810730216, 30827024]",Na Bělidle,residential,True,False,278.917,,"LINESTRING (13.4205073 50.4585217, 13.4206331 50.4584672, 13.4228875 50.457491, 13.4233503 50.4575307, 13.4237732 50.4574616, 13.423926 50.4574366)",,,,,
777641981,Revoluční,residential,True,False,92.488,,"LINESTRING (13.4207024 50.4606806, 13.4196054 50.4611324)",,,,,
158202854,Revoluční,residential,False,False,68.722,,"LINESTRING (13.4207024 50.4606806, 13.4208545 50.4606965, 13.4209804 50.4606629, 13.4216078 50.4604957)",,,,,
1026102291,Puškinova,residential,False,False,16.982,,"LINESTRING (13.42148 50.4608501, 13.4217077 50.4608982)",,,,,
417249073,Na Příkopech,tertiary,True,False,40.672,50,"LINESTRING (13.42148 50.4608501, 13.4215191 50.4607911, 13.4215566 50.4607179, 13.4215888 50.4606084, 13.4216078 50.4604957)",00732,,,,
158202852,Husovo náměstí,residential,False,True,42.076,,"LINESTRING (13.4176527 50.4609032, 13.4178207 50.461014, 13.4180236 50.4611975)",,,,,
"[266312024, 30153790]",náměstí 1. máje,residential,True,False,63.072,,"LINESTRING (13.4176527 50.4609032, 13.4172769 50.4609831, 13.4171438 50.461062, 13.4170455 50.4611697, 13.4170151 50.4612418)",,,,,
325015345,náměstí 1. máje,residential,True,False,50.385,,"LINESTRING (13.4176527 50.4609032, 13.4175588 50.4608133, 13.4174978 50.4607322, 13.4174918 50.4606605, 13.4175079 50.4606118, 13.4175535 50.4605761, 13.4176753 50.4605352)",,,,,
30153796,náměstí 1. máje,residential,True,False,136.008,,"LINESTRING (13.4190291 50.460144, 13.4190726 50.4602452, 13.4188584 50.4603529, 13.4180416 50.460723, 13.4176527 50.4609032)",,,,,
