osmid,name,highway,maxspeed,oneway,reversed,length,lanes,ref,geometry,bridge,access
26458869,Trtíkova,residential,,False,True,135.789,,,"LINESTRING (14.4761871 50.7727279, 14.4755283 50.7729553, 14.4746895 50.7731687, 14.4744204 50.7732085)",,
26458869,Trtíkova,residential,,False,True,29.316,,,"LINESTRING (14.4744204 50.7732085, 14.4740123 50.7732624)",,
30804576,Dvořáčkova,residential,,False,False,39.886,,,"LINESTRING (14.4744204 50.7732085, 14.4744739 50.7735656)",,
30804576,Dvořáčkova,residential,,False,True,29.495,,,"LINESTRING (14.4744204 50.7732085, 14.474282 50.7729581)",,
26458869,Trtíkova,residential,,False,False,135.789,,,"LINESTRING (14.4744204 50.7732085, 14.4746895 50.7731687, 14.4755283 50.7729553, 14.4761871 50.7727279)",,
30804576,Dvořáčkova,residential,,False,False,37.155,,,"LINESTRING (14.4745417 50.7738683, 14.4745688 50.774202)",,
30804576,Dvořáčkova,residential,,False,True,33.995,,,"LINESTRING (14.4745417 50.7738683, 14.4744739 50.7735656)",,
30789797,Švermova,residential,,False,False,187.856,,,"LINESTRING (14.4745417 50.7738683, 14.4747475 50.7738564, 14.4750804 50.7738068, 14.4755797 50.7737035, 14.4761041 50.7735526, 14.4765028 50.7734236, 14.4770053 50.7732488)",,
27019936,Fučíkova,residential,,False,False,143.632,,,"LINESTRING (14.4768384 50.7729131, 14.4785701 50.7722281)",,
27019937,Větrná,residential,,False,False,42.921,,,"LINESTRING (14.4768384 50.7729131, 14.4766608 50.7725438)",,
27019937,Větrná,residential,,False,True,39.13,,,"LINESTRING (14.4768384 50.7729131, 14.4770053 50.7732488)",,
27019936,Fučíkova,residential,,False,True,183.162,,,"LINESTRING (14.4768384 50.7729131, 14.4755576 50.7733893, 14.4744739 50.7735656)",,
26458869,Trtíkova,residential,,False,True,39.098,,,"LINESTRING (14.4766608 50.7725438, 14.4761871 50.7727279)",,
27019937,Větrná,residential,,False,True,42.921,,,"LINESTRING (14.4766608 50.7725438, 14.4768384 50.7729131)",,
26458869,Trtíkova,residential,,False,False,133.201,,,"LINESTRING (14.4766608 50.7725438, 14.4770006 50.7724257, 14.4776844 50.7721623, 14.4779638 50.7720447, 14.4782634 50.7719072)",,
30804576,Dvořáčkova,residential,,False,False,33.995,,,"LINESTRING (14.4744739 50.7735656, 14.4745417 50.7738683)",,
30804576,Dvořáčkova,residential,,False,True,39.886,,,"LINESTRING (14.4744739 50.7735656, 14.4744204 50.7732085)",,
27019936,Fučíkova,residential,,False,False,183.162,,,"LINESTRING (14.4744739 50.7735656, 14.4755576 50.7733893, 14.4768384 50.7729131)",,
30804749,Mistrovická,residential,,False,False,63.407,,,"LINESTRING (14.4703962 50.7718582, 14.470252 50.7719431, 14.4696659 50.7721905)",,
264155819,Oldřichovská,tertiary,50,False,False,22.113,,2639,"LINESTRING (14.4703962 50.7718582, 14.4705379 50.7718654, 14.4707099 50.771859)",,
264155819,Oldřichovská,tertiary,50,False,True,47.711999999999996,,2639,"LINESTRING (14.4703962 50.7718582, 14.4702481 50.7718439, 14.4701006 50.7718134, 14.4699705 50.7717718, 14.4698764 50.7717309, 14.4697814 50.7716916)",,
353841507,Oldřichovská,tertiary,50,False,True,17.956,,26211,"LINESTRING (14.4712548 50.7719125, 14.4714347 50.7720271)",,
28057844,Palackého,tertiary,50,False,False,120.75500000000002,,26211,"LINESTRING (14.4712548 50.7719125, 14.47135 50.7715015, 14.4714001 50.7713401, 14.4714591 50.7712324, 14.4717691 50.7708928)",,
30804577,Sokolská,residential,,False,False,65.901,,,"LINESTRING (14.4712548 50.7719125, 14.4713757 50.7718474, 14.471447 50.7718279, 14.472131 50.7717318)",,
264155819,Oldřichovská,tertiary,50,False,True,39.183,,2639,"LINESTRING (14.4712548 50.7719125, 14.4711868 50.7718897, 14.4711077 50.7718804, 14.4709868 50.7718699, 14.4708663 50.7718611, 14.4707099 50.771859)",,
30804806,Osvobození,residential,50,False,False,180.84,,,"LINESTRING (14.4698216 50.7756082, 14.4700446 50.7754747, 14.4703006 50.7753361, 14.4703137 50.775329, 14.4703719 50.7752923, 14.4704519 50.7752173, 14.4704948 50.7751608, 14.4705211 50.7751038, 14.4705652 50.7749201, 14.4705861 50.7748222, 14.4706129 50.7747209, 14.4706668 50.7746421, 14.4707516 50.774594, 14.4708765 50.7745548, 14.4710456 50.7745338, 14.471363 50.7745186)",,
30804806,Osvobození,residential,50,False,True,66.126,,,"LINESTRING (14.4698216 50.7756082, 14.469772 50.7756481, 14.4695515 50.7759854, 14.4695259 50.7760203, 14.4694868 50.7760737, 14.4694589 50.7761166, 14.4694345 50.7761483)",,
353841504,Havlíčkova,residential,,False,True,125.56400000000001,,,"LINESTRING (14.4698216 50.7756082, 14.469772 50.7755001, 14.4699544 50.7750574, 14.4699875 50.7749321, 14.4699314 50.7747345, 14.4698993 50.774504)",,
26458869,Trtíkova,residential,,False,False,29.316,,,"LINESTRING (14.4740123 50.7732624, 14.4744204 50.7732085)",,
26458869,Trtíkova,residential,,False,True,94.108,,,"LINESTRING (14.4740123 50.7732624, 14.4732333 50.7734019, 14.4727161 50.7734712)",,
30789795,Krátká,residential,,False,False,114.77600000000001,,,"LINESTRING (14.4740123 50.7732624, 14.4739186 50.7730085, 14.4728692 50.7731732, 14.472732 50.7731861)",,
30789795,Krátká,residential,,False,True,114.77600000000001,,,"LINESTRING (14.472732 50.7731861, 14.4728692 50.7731732, 14.4739186 50.7730085, 14.4740123 50.7732624)",,
30790144,nám. T. G. Masaryka,residential,50,False,False,67.55600000000001,,,"LINESTRING (14.472732 50.7731861, 14.4727015 50.7728706, 14.4726658 50.7727333, 14.4726268 50.772583)",,
264155962,nám. T. G. Masaryka,residential,50,False,True,31.722,,,"LINESTRING (14.472732 50.7731861, 14.4727266 50.7732601, 14.4727161 50.7734712)",,
26127157,9. května,tertiary,50,False,False,138.741,,26211,"LINESTRING (14.4739693 50.7723474, 14.4758983 50.7720854)",,
27019934,Tyršova,residential,,False,True,15.4,,,"LINESTRING (14.4739693 50.7723474, 14.473955 50.7722092)",,
26127157,9. května,tertiary,50,False,True,98.31199999999998,,26211,"LINESTRING (14.4739693 50.7723474, 14.4734613 50.7724129, 14.4733411 50.7724288, 14.4729855 50.77249, 14.472834 50.7725219, 14.4726268 50.772583)",,
30804576,Dvořáčkova,residential,,False,False,72.257,,,"LINESTRING (14.4739693 50.7723474, 14.4739678 50.772473, 14.474282 50.7729581)",,
30804576,Dvořáčkova,residential,,False,False,21.731,,,"LINESTRING (14.4749108 50.7755522, 14.475049 50.775727)",,
30789802,Nová,residential,,False,False,126.322,,,"LINESTRING (14.4749108 50.7755522, 14.4741072 50.7756938, 14.4734199 50.7757452, 14.4731523 50.7757689)",,
30789802,Nová,residential,,False,True,244.62,,,"LINESTRING (14.4749108 50.7755522, 14.4753326 50.7755079, 14.4754728 50.7754336, 14.4755677 50.7753335, 14.4756084 50.7752563, 14.4755994 50.7751905, 14.4753643 50.7742012, 14.4753371 50.7741497, 14.4752286 50.7741297, 14.4750794 50.7741497, 14.4745688 50.774202)",,
30804576,Dvořáčkova,residential,,False,True,152.408,,,"LINESTRING (14.4749108 50.7755522, 14.474731 50.7751137, 14.4746565 50.7747738, 14.4745688 50.774202)",,
30804576,Dvořáčkova,residential,,False,True,21.731,,,"LINESTRING (14.475049 50.775727, 14.4749108 50.7755522)",,
27019937,Větrná,residential,,False,False,39.13,,,"LINESTRING (14.4770053 50.7732488, 14.4768384 50.7729131)",,
30789797,Švermova,residential,,False,False,154.895,,,"LINESTRING (14.4770053 50.7732488, 14.4788548 50.7724922)",,
27019937,Větrná,residential,,False,True,104.93499999999999,,,"LINESTRING (14.4770053 50.7732488, 14.4773193 50.7736797, 14.4775422 50.7739498, 14.477627 50.7740153, 14.47774 50.7740511)",,
30789797,Švermova,residential,,False,True,187.85600000000002,,,"LINESTRING (14.4770053 50.7732488, 14.4765028 50.7734236, 14.4761041 50.7735526, 14.4755797 50.7737035, 14.4750804 50.7738068, 14.4747475 50.7738564, 14.4745417 50.7738683)",,
27019937,Větrná,residential,,False,False,104.935,,,"LINESTRING (14.47774 50.7740511, 14.477627 50.7740153, 14.4775422 50.7739498, 14.4773193 50.7736797, 14.4770053 50.7732488)",,
30789797,Švermova,residential,,False,True,154.895,,,"LINESTRING (14.4788548 50.7724922, 14.4770053 50.7732488)",,
30789798,B. Němcové,residential,,False,False,54.094,,,"LINESTRING (14.4788548 50.7724922, 14.4792661 50.7729033)",,
30789798,B. Němcové,residential,,False,True,35.542,,,"LINESTRING (14.4788548 50.7724922, 14.4785701 50.7722281)",,
26458869,Trtíkova,residential,,False,False,17.122,,,"LINESTRING (14.4782634 50.7719072, 14.4781719 50.7717645)",,
30789798,B. Němcové,residential,,False,False,41.694,,,"LINESTRING (14.4782634 50.7719072, 14.4785701 50.7722281)",,
26458869,Trtíkova,residential,,False,True,133.201,,,"LINESTRING (14.4782634 50.7719072, 14.4779638 50.7720447, 14.4776844 50.7721623, 14.4770006 50.7724257, 14.4766608 50.7725438)",,
30789798,B. Němcové,residential,,False,True,54.094,,,"LINESTRING (14.4792661 50.7729033, 14.4788548 50.7724922)",,
30804576,Dvořáčkova,residential,,False,False,29.495,,,"LINESTRING (14.474282 50.7729581, 14.4744204 50.7732085)",,
30789799,Růžová,residential,,False,False,133.916,,,"LINESTRING (14.474282 50.7729581, 14.4753379 50.7727643, 14.4756739 50.772665, 14.4760444 50.772522)",,
30804576,Dvořáčkova,residential,,False,True,72.257,,,"LINESTRING (14.474282 50.7729581, 14.4739678 50.772473, 14.4739693 50.7723474)",,
30789800,Růžová,residential,,False,False,49.623,,,"LINESTRING (14.4760444 50.772522, 14.4758983 50.7720854)",,
30789800,Růžová,residential,,False,True,24.998,,,"LINESTRING (14.4760444 50.772522, 14.4761871 50.7727279)",,
30789799,Růžová,residential,,False,True,133.916,,,"LINESTRING (14.4760444 50.772522, 14.4756739 50.772665, 14.4753379 50.7727643, 14.474282 50.7729581)",,
26127157,9. května,tertiary,50,False,False,42.769,,26211,"LINESTRING (14.4758983 50.7720854, 14.476494 50.7720078)",,
26127157,9. května,tertiary,50,False,True,138.741,,26211,"LINESTRING (14.4758983 50.7720854, 14.4739693 50.7723474)",,
30789800,Růžová,residential,,False,True,49.623,,,"LINESTRING (14.4758983 50.7720854, 14.4760444 50.772522)",,
27019936,Fučíkova,residential,,False,True,143.632,,,"LINESTRING (14.4785701 50.7722281, 14.4768384 50.7729131)",,
30789798,B. Němcové,residential,,False,False,35.542,,,"LINESTRING (14.4785701 50.7722281, 14.4788548 50.7724922)",,
30789798,B. Němcové,residential,,False,True,41.694,,,"LINESTRING (14.4785701 50.7722281, 14.4782634 50.7719072)",,
30789803,Školní,residential,,False,True,136.454,,,"LINESTRING (14.4712395 50.7759759, 14.4731523 50.7757689)",,
30789804,Školní,residential,,False,False,162.277,,,"LINESTRING (14.4712395 50.7759759, 14.471363 50.7745186)",,
30789803,Školní,residential,,False,False,37.576,,,"LINESTRING (14.4712395 50.7759759, 14.4708156 50.7760736, 14.470735 50.7760867)",,
30789803,Školní,residential,,False,True,37.576,,,"LINESTRING (14.470735 50.7760867, 14.4708156 50.7760736, 14.4712395 50.7759759)",,
30789804,Školní,residential,,False,True,162.277,,,"LINESTRING (14.471363 50.7745186, 14.4712395 50.7759759)",,
30804806,Osvobození,residential,50,False,False,87.604,,,"LINESTRING (14.471363 50.7745186, 14.4716424 50.7745082, 14.4718953 50.7744898, 14.4721063 50.7744633, 14.4722674 50.7744154, 14.4724004 50.7743525, 14.4724969 50.7742781)",,
30804806,Osvobození,residential,50,False,True,180.83999999999997,,,"LINESTRING (14.471363 50.7745186, 14.4710456 50.7745338, 14.4708765 50.7745548, 14.4707516 50.774594, 14.4706668 50.7746421, 14.4706129 50.7747209, 14.4705861 50.7748222, 14.4705652 50.7749201, 14.4705211 50.7751038, 14.4704948 50.7751608, 14.4704519 50.7752173, 14.4703719 50.7752923, 14.4703137 50.775329, 14.4703006 50.7753361, 14.4700446 50.7754747, 14.4698216 50.7756082)",,
30789824,Horská,residential,,False,False,149.881,,,"LINESTRING (14.4705118 50.7735773, 14.4704597 50.773788, 14.4705089 50.773843, 14.4706306 50.7738742, 14.4708161 50.773854, 14.4710487 50.7737629, 14.471187 50.7737056, 14.4720999 50.7735754)",,
30789825,Havlíčkova,residential,,False,False,112.186,,,"LINESTRING (14.4705118 50.7735773, 14.4701447 50.7740296, 14.4699955 50.7742582, 14.4698993 50.774504)",,
30789825,Havlíčkova,residential,,False,True,95.749,,,"LINESTRING (14.4705118 50.7735773, 14.4706591 50.7733781, 14.4707879 50.7732039, 14.4708106 50.7731695, 14.4710611 50.7727896)",,
30789825,Havlíčkova,residential,,False,False,23.31,,,"LINESTRING (14.4711963 50.7725982, 14.4710611 50.7727896)",,
30789825,Havlíčkova,residential,,False,True,65.8,,,"LINESTRING (14.4711963 50.7725982, 14.471392 50.7720856, 14.4714347 50.7720271)",,
770634286,Harryho Palme,residential,,False,True,70.22200000000001,,,"LINESTRING (14.4711963 50.7725982, 14.471624 50.7726454, 14.471785 50.7726461, 14.4720029 50.7726399, 14.4721868 50.7726254)",,
30789825,Havlíčkova,residential,,False,True,112.186,,,"LINESTRING (14.4698993 50.774504, 14.4699955 50.7742582, 14.4701447 50.7740296, 14.4705118 50.7735773)",,
30790081,Odboje,residential,,False,False,162.542,,,"LINESTRING (14.4698993 50.774504, 14.4698331 50.7747036, 14.4696582 50.7749277, 14.4692763 50.7752798, 14.4689365 50.7756661, 14.4688607 50.7757688, 14.4688436 50.775792)",,
353841504,Havlíčkova,residential,,False,False,125.56400000000001,,,"LINESTRING (14.4698993 50.774504, 14.4699314 50.7747345, 14.4699875 50.7749321, 14.4699544 50.7750574, 14.469772 50.7755001, 14.4698216 50.7756082)",,
30789950,Dlouhá,residential,,False,False,95.254,,,"LINESTRING (14.4707099 50.771859, 14.4706437 50.772173, 14.4705557 50.7724418, 14.4704602 50.7727002)",,
264155819,Oldřichovská,tertiary,50,False,False,39.183,,2639,"LINESTRING (14.4707099 50.771859, 14.4708663 50.7718611, 14.4709868 50.7718699, 14.4711077 50.7718804, 14.4711868 50.7718897, 14.4712548 50.7719125)",,
264155819,Oldřichovská,tertiary,50,False,True,22.113,,2639,"LINESTRING (14.4707099 50.771859, 14.4705379 50.7718654, 14.4703962 50.7718582)",,
25387300,Lidická,residential,,False,False,18.525,,,"LINESTRING (14.4704602 50.7727002, 14.4702292 50.7727803)",,
"[384932928, 25387300, 384932927]",Lidická,residential,,False,True,44.041,,,"LINESTRING (14.4704602 50.7727002, 14.4706071 50.7726932, 14.4707033 50.7727111, 14.4710611 50.7727896)",yes,
30789950,Dlouhá,residential,,False,True,95.25399999999999,,,"LINESTRING (14.4704602 50.7727002, 14.4705557 50.7724418, 14.4706437 50.772173, 14.4707099 50.771859)",,
25387300,Lidická,residential,,False,True,18.525,,,"LINESTRING (14.4702292 50.7727803, 14.4704602 50.7727002)",,
25387300,Lidická,residential,,False,False,56.352999999999994,,,"LINESTRING (14.4702292 50.7727803, 14.4700187 50.7727743, 14.4697197 50.7727836, 14.4694319 50.7728121)",,
30789954,Dlouhá,residential,,False,False,261.27299999999997,,,"LINESTRING (14.4702292 50.7727803, 14.4700151 50.7731442, 14.4696888 50.7734846, 14.4694716 50.7736775, 14.4692664 50.7738833, 14.4691362 50.7740236, 14.4690821 50.7741113, 14.4689939 50.7744964, 14.4689546 50.774582, 14.4688831 50.7746682, 14.4687621 50.774761, 14.468681 50.7748038, 14.4685912 50.7748328)",,
30789952,Skřivánek,residential,,False,True,68.46000000000001,,,"LINESTRING (14.4685912 50.7748328, 14.4685315 50.7748454, 14.4684617 50.7748479, 14.4681358 50.7748259, 14.4676253 50.7748579)",,
30789954,Dlouhá,residential,,False,False,56.739,,,"LINESTRING (14.4685912 50.7748328, 14.4685395 50.7748832, 14.4682894 50.7753047)",,
30789954,Dlouhá,residential,,False,True,261.273,,,"LINESTRING (14.4685912 50.7748328, 14.468681 50.7748038, 14.4687621 50.774761, 14.4688831 50.7746682, 14.4689546 50.774582, 14.4689939 50.7744964, 14.4690821 50.7741113, 14.4691362 50.7740236, 14.4692664 50.7738833, 14.4694716 50.7736775, 14.4696888 50.7734846, 14.4700151 50.7731442, 14.4702292 50.7727803)",,
30804750,Mistrovická,residential,,False,True,71.051,,,"LINESTRING (14.4694319 50.7728121, 14.4696659 50.7721905)",,
25387300,Lidická,residential,,False,False,72.918,,,"LINESTRING (14.4694319 50.7728121, 14.4691248 50.7729999, 14.4688614 50.7732098, 14.4687097 50.7732779)",,
25387300,Lidická,residential,,False,True,56.353,,,"LINESTRING (14.4694319 50.7728121, 14.4697197 50.7727836, 14.4700187 50.7727743, 14.4702292 50.7727803)",,
975293203,,residential,,False,True,62.643,,,"LINESTRING (14.4694319 50.7728121, 14.4689261 50.7724532, 14.4689238 50.7723706)",,
30789825,Havlíčkova,residential,,False,True,23.31,,,"LINESTRING (14.4710611 50.7727896, 14.4711963 50.7725982)",,
30789825,Havlíčkova,residential,,False,False,95.749,,,"LINESTRING (14.4710611 50.7727896, 14.4708106 50.7731695, 14.4707879 50.7732039, 14.4706591 50.7733781, 14.4705118 50.7735773)",,
"[384932928, 25387300, 384932927]",Lidická,residential,,False,False,44.041000000000004,,,"LINESTRING (14.4710611 50.7727896, 14.4707033 50.7727111, 14.4706071 50.7726932, 14.4704602 50.7727002)",yes,
25387300,Lidická,residential,,False,False,85.50999999999999,,,"LINESTRING (14.4676253 50.7748579, 14.4676156 50.7749445, 14.4675949 50.7750517, 14.4675779 50.7751396, 14.4675624 50.7751763, 14.4675189 50.7752795, 14.4675093 50.7753023, 14.4672436 50.7755714)",,
25387300,Lidická,residential,,False,True,179.221,,,"LINESTRING (14.4676253 50.7748579, 14.4676588 50.7747265, 14.4680151 50.7742839, 14.4682086 50.7740309, 14.4683155 50.7738082, 14.468396 50.7735673, 14.4684384 50.7735034, 14.4684924 50.773435, 14.4685461 50.7733667)",,
30789952,Skřivánek,residential,,False,False,68.46000000000001,,,"LINESTRING (14.4676253 50.7748579, 14.4681358 50.7748259, 14.4684617 50.7748479, 14.4685315 50.7748454, 14.4685912 50.7748328)",,
30789952,Skřivánek,residential,,False,True,138.387,,,"LINESTRING (14.4676253 50.7748579, 14.467539 50.7747334, 14.4674482 50.7746456, 14.467262 50.7743843, 14.4672109 50.7741743, 14.4671964 50.7741465, 14.4671743 50.7741249, 14.4671448 50.7741037, 14.4668343 50.7739481, 14.4666106 50.7738523)",,
1217523199,,residential,,False,False,57.41,,,"LINESTRING (14.4688436 50.775792, 14.4694345 50.7761483)",,
30790081,Odboje,residential,,False,False,83.678,,,"LINESTRING (14.4688436 50.775792, 14.4686595 50.7760249, 14.4685719 50.7761175, 14.4683236 50.7763799, 14.4682728 50.7764515)",,
