osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,junction,maxspeed,tunnel
269337007,2,240,Jungmannova,secondary,False,True,47.552,"LINESTRING (14.2560073 50.4231398, 14.2559397 50.423102, 14.2557572 50.4230519, 14.2554079 50.4229525)",,,
958628709,,240,,secondary,True,False,19.284000000000002,"LINESTRING (14.2560073 50.4231398, 14.2560377 50.4231242, 14.2560744 50.4231161, 14.2561133 50.4231164, 14.2561498 50.4231249, 14.2561796 50.4231408, 14.2561994 50.4231621, 14.2562067 50.4231864)",roundabout,,
295517158,,240,Nerudova,secondary,True,False,19.178,"LINESTRING (14.2587528 50.4240089, 14.258557 50.4238898)",,,
"[269337005, 269337006, 32704599]",,,Husovo náměstí,residential,True,False,329.34599999999995,"LINESTRING (14.2587528 50.4240089, 14.2586364 50.4241752, 14.2586152 50.4242054, 14.2586111 50.4243339, 14.2586083 50.4244193, 14.2586285 50.4246789, 14.2586899 50.4249862, 14.25892 50.4249709, 14.2589267 50.4249833, 14.2589379 50.4250038, 14.2589555 50.4251084, 14.2589126 50.4251272, 14.2587586 50.4251278, 14.2586651 50.4251759, 14.2585933 50.4252445, 14.2585779 50.4251774, 14.2585458 50.4249845, 14.258526 50.4248655, 14.2584275 50.4245062, 14.2584249 50.4244968, 14.2584195 50.4242054, 14.2584167 50.4240556, 14.258557 50.4238898)",,,
25390023,,240,,secondary,False,True,58.348,"LINESTRING (14.2587528 50.4240089, 14.2588091 50.4240233, 14.2588671 50.4240381, 14.2595172 50.4242043)",,,
23210029,,,Karlovo náměstí,residential,False,False,124.897,"LINESTRING (14.2595172 50.4242043, 14.2599184 50.424134, 14.2599988 50.4241199, 14.260102 50.4241089, 14.2603547 50.424082, 14.2609171 50.424148, 14.2612412 50.4241903)",,,
25390023,,240,,secondary,False,False,58.348000000000006,"LINESTRING (14.2595172 50.4242043, 14.2588671 50.4240381, 14.2588091 50.4240233, 14.2587528 50.4240089)",,,
"[32506602, 269337015]",,240,Karlovo náměstí,secondary,False,True,126.925,"LINESTRING (14.2595172 50.4242043, 14.2597382 50.4243335, 14.2598907 50.424487, 14.2600978 50.4247746, 14.2602503 50.4250389, 14.2603293 50.425202)",,50,
269337007,2,240,Jungmannova,secondary,False,False,47.552,"LINESTRING (14.2554079 50.4229525, 14.2557572 50.4230519, 14.2559397 50.423102, 14.2560073 50.4231398)",,,
"[185998872, 25389751]",2,,Riegrova,residential,False,False,266.341,"LINESTRING (14.257233 50.423224, 14.2573549 50.4231445, 14.257591 50.4231062, 14.257783 50.4230957, 14.2578383 50.4230927, 14.2580466 50.4230814, 14.2588748 50.4230572, 14.2595949 50.4230633, 14.2598869 50.4230946, 14.2605219 50.4231573, 14.2609068 50.4232174)",,,
958628710,2,240,Jungmannova,secondary,False,True,73.142,"LINESTRING (14.257233 50.423224, 14.2568996 50.423205, 14.2565751 50.4231785, 14.25636 50.4231712, 14.2562067 50.4231864)",,,
25488366,,,Švagrovského,residential,True,False,131.955,"LINESTRING (14.2553321 50.4213169, 14.2565584 50.4222101)",,,
"[23082810, 25488363]",,,Havlíčkova,residential,False,"[False, True]",94.61800000000001,"LINESTRING (14.2564346 50.4268794, 14.255828 50.4269737, 14.2555335 50.427025, 14.2551433 50.4270964)",,30,
"[269337009, 32392516]",,,Komenského,residential,False,True,249.717,"LINESTRING (14.2564346 50.4268794, 14.2561925 50.4262338, 14.2557546 50.4256504, 14.2553979 50.4251746, 14.2551219 50.4248064)",,50,
"[269337004, 1152394629]",,,Havlíčkova,residential,False,False,142.786,"LINESTRING (14.2564346 50.4268794, 14.2574298 50.4267375, 14.2575336 50.4267227, 14.2584156 50.4266494)",,50,
25740520,,,Náměstí Jana z Dražic,residential,False,False,18.073,"LINESTRING (14.2584156 50.4266494, 14.2586645 50.4266137)",,50,
"[161808716, 161808717, 161808718]",,,"['Nábřežní', 'Náplavní']",residential,False,False,246.38,"LINESTRING (14.2584156 50.4266494, 14.2584271 50.4269741, 14.2584343 50.4271254, 14.2584539 50.4272335, 14.2585504 50.4273132, 14.2586897 50.4273029, 14.259288 50.427229, 14.2598308 50.4271424, 14.260447 50.4270595, 14.2608982 50.4269938)",,,yes
"[269337004, 1152394629]",,,Havlíčkova,residential,False,True,142.786,"LINESTRING (14.2584156 50.4266494, 14.2575336 50.4267227, 14.2574298 50.4267375, 14.2564346 50.4268794)",,50,
23082815,,,Arnoštova,residential,False,False,132.134,"LINESTRING (14.2607379 50.4264576, 14.260372 50.4255817, 14.260314 50.4254316, 14.2603795 50.4253113)",,50,
"[25740518, 32869126]",,,Poděbradova,residential,False,False,198.781,"LINESTRING (14.2607379 50.4264576, 14.2609552 50.4264363, 14.2617561 50.4264189, 14.2625199 50.4263594, 14.2629241 50.4263279, 14.2635259 50.426272)",,,
25740519,,,Náměstí Jana z Dražic,residential,False,True,92.695,"LINESTRING (14.2607379 50.4264576, 14.2598783 50.4265086, 14.259435 50.4265348)",,50,
"[81936626, 81936628, 23082821]",,,Mostecká,residential,False,True,60.717,"LINESTRING (14.2607379 50.4264576, 14.2607623 50.4265159, 14.2608217 50.426733, 14.2608648 50.4268904, 14.2608982 50.4269938)",,,yes
23082821,,,Mostecká,residential,False,False,7.115,"LINESTRING (14.2609197 50.4270563, 14.2608982 50.4269938)",,,
25389874,,,Řipská,residential,True,False,41.537,"LINESTRING (14.2625913 50.4237013, 14.262535 50.4239201, 14.2625172 50.4240273, 14.2625279 50.4240708)",,,
32392512,,,Řipská,residential,False,False,64.792,"LINESTRING (14.2625913 50.4237013, 14.2629117 50.4233848, 14.2630669 50.423204)",,50,
185998873,2,,Riegrova,residential,False,True,130.923,"LINESTRING (14.2625913 50.4237013, 14.2624844 50.4236689, 14.2620257 50.4235347, 14.2614611 50.4233667, 14.2609068 50.4232174)",,30,
1220700598,2,,Michálkova,residential,False,False,34.098,"LINESTRING (14.2625913 50.4237013, 14.2629584 50.4237113, 14.2629802 50.4237121, 14.2630721 50.4237155)",,,
"[32474884, 32474886]",,,Očkova,residential,True,False,187.82100000000003,"LINESTRING (14.2625279 50.4240708, 14.2625329 50.4241446, 14.2624958 50.4243732, 14.2624751 50.4244812, 14.262439 50.4246572, 14.2624052 50.4247868, 14.2622549 50.4248091, 14.2620777 50.4247882, 14.2620072 50.4247666, 14.2618659 50.4247253, 14.2616981 50.4246562, 14.2612574 50.4245562, 14.2611932 50.4245435, 14.2611573 50.4245364, 14.2610712 50.4245193, 14.260987 50.4245026)",,,
"[173011858, 193223279]",,,Řipská,residential,True,False,93.66699999999999,"LINESTRING (14.2625279 50.4240708, 14.2622683 50.4241226, 14.2620838 50.4241593, 14.2618283 50.4241972, 14.2614869 50.4241687, 14.2614331 50.4241647, 14.2612412 50.4241903)",,,
23210029,,,Karlovo náměstí,residential,False,True,124.89699999999999,"LINESTRING (14.2612412 50.4241903, 14.2609171 50.424148, 14.2603547 50.424082, 14.260102 50.4241089, 14.2599988 50.4241199, 14.2599184 50.424134, 14.2595172 50.4242043)",,,
32868949,,,Karlovo náměstí,residential,True,False,39.13,"LINESTRING (14.2612412 50.4241903, 14.2611687 50.4242879, 14.260987 50.4245026)",,,
269338307,,,Máchova,residential,False,False,80.366,"LINESTRING (14.2551219 50.4248064, 14.256147 50.4244968)",,,
"[269337009, 32392516]",,,Komenského,residential,False,False,249.71699999999998,"LINESTRING (14.2551219 50.4248064, 14.2553979 50.4251746, 14.2557546 50.4256504, 14.2561925 50.4262338, 14.2564346 50.4268794)",,50,
269338307,,,Máchova,residential,False,True,32.95,"LINESTRING (14.2565566 50.4243564, 14.256147 50.4244968)",,,
32403459,,,Na Honzačce,residential,False,False,34.195,"LINESTRING (14.2609068 50.4232174, 14.2609441 50.4229108)",,,
"[185998872, 25389751]",2,,Riegrova,residential,False,True,266.34099999999995,"LINESTRING (14.2609068 50.4232174, 14.2605219 50.4231573, 14.2598869 50.4230946, 14.2595949 50.4230633, 14.2588748 50.4230572, 14.2580466 50.4230814, 14.2578383 50.4230927, 14.257783 50.4230957, 14.257591 50.4231062, 14.2573549 50.4231445, 14.257233 50.423224)",,,
185998873,2,,Riegrova,residential,False,False,130.923,"LINESTRING (14.2609068 50.4232174, 14.2614611 50.4233667, 14.2620257 50.4235347, 14.2624844 50.4236689, 14.2625913 50.4237013)",,30,
32474876,,,Na Urbance,residential,False,False,95.608,"LINESTRING (14.2630669 50.423204, 14.2642414 50.4227805)",,,
32392512,,,Řipská,residential,False,True,64.792,"LINESTRING (14.2630669 50.423204, 14.2629117 50.4233848, 14.2625913 50.4237013)",,50,
32403459,,,Na Honzačce,residential,False,True,34.195,"LINESTRING (14.2609441 50.4229108, 14.2609068 50.4232174)",,,
173011615,,,K Řípu,residential,False,False,59.986,"LINESTRING (14.2669638 50.4219041, 14.2669217 50.4224429)",,,
32425388,,,Hakenova,residential,False,False,36.334,"LINESTRING (14.2668814 50.4238327, 14.2668909 50.423506)",,,
29215669,,,Michálkova,residential,False,True,270.195,"LINESTRING (14.2668814 50.4238327, 14.2656094 50.4238042, 14.2634436 50.4237234, 14.2630721 50.4237155)",,,
32425389,,,Náměstí 28. října,residential,False,False,49.39,"LINESTRING (14.2668814 50.4238327, 14.2673365 50.4239426, 14.2675245 50.4240029)",,,
180378413,,,Štěpárna,residential,False,False,133.70200000000003,"LINESTRING (14.2668814 50.4238327, 14.2669607 50.4239714, 14.2670292 50.4240911, 14.2670506 50.4242381, 14.2670149 50.4244205, 14.2669568 50.4247177, 14.2669607 50.4247999, 14.2669878 50.424851, 14.2670685 50.4250028)",,50,
32425389,,,Náměstí 28. října,residential,False,True,15.488,"LINESTRING (14.2676685 50.4238981, 14.2675245 50.4240029)",,,
32425389,,,Náměstí 28. října,residential,False,False,15.488,"LINESTRING (14.2675245 50.4240029, 14.2676685 50.4238981)",,,
32425389,,,Náměstí 28. října,residential,False,True,49.39,"LINESTRING (14.2675245 50.4240029, 14.2673365 50.4239426, 14.2668814 50.4238327)",,,
32425388,,,Hakenova,residential,False,True,47.622,"LINESTRING (14.2669217 50.4224429, 14.2669093 50.4228711)",,,
173011615,,,K Řípu,residential,False,True,59.986,"LINESTRING (14.2669217 50.4224429, 14.2669638 50.4219041)",,,
32474876,,,Na Urbance,residential,False,True,199.67499999999998,"LINESTRING (14.2669217 50.4224429, 14.2654087 50.4224177, 14.2650753 50.4224816, 14.2642414 50.4227805)",,,
180378413,,,Štěpárna,residential,False,True,123.30300000000001,"LINESTRING (14.2667459 50.4260779, 14.2668392 50.4259198, 14.2670345 50.4254718, 14.2671096 50.4251267, 14.2670685 50.4250028)",,50,
"[272123978, 295517159]",,,Palackého,residential,False,False,122.99699999999999,"LINESTRING (14.2667459 50.4260779, 14.2667686 50.4261241, 14.2668644 50.4261286, 14.2670418 50.4261376, 14.2674376 50.4261451, 14.2681566 50.4261496, 14.2682928 50.4261788, 14.2683991 50.4262237)",,50,
295517159,,,Palackého,residential,False,True,83.65899999999999,"LINESTRING (14.2667459 50.4260779, 14.2666238 50.4260417, 14.2664905 50.4259929, 14.2662873 50.4259576, 14.2661684 50.425952, 14.2660768 50.425964, 14.2658584 50.426005, 14.26576 50.4260229, 14.265664 50.4260871)",,50,
32474876,,,Na Urbance,residential,False,True,95.608,"LINESTRING (14.2642414 50.4227805, 14.2630669 50.423204)",,,
32474874,,,Na Urbance,residential,True,False,190.838,"LINESTRING (14.2642414 50.4227805, 14.2644182 50.4228431, 14.2660883 50.4228647, 14.2669093 50.4228711)",,,
32474876,,,Na Urbance,residential,False,False,199.67499999999998,"LINESTRING (14.2642414 50.4227805, 14.2650753 50.4224816, 14.2654087 50.4224177, 14.2669217 50.4224429)",,,
32425388,,,Hakenova,residential,False,False,47.622,"LINESTRING (14.2669093 50.4228711, 14.2669217 50.4224429)",,,
32425388,,,Hakenova,residential,False,True,40.515,"LINESTRING (14.2669093 50.4228711, 14.2668987 50.4232354)",,,
32425388,,,Hakenova,residential,False,False,40.515,"LINESTRING (14.2668987 50.4232354, 14.2669093 50.4228711)",,,
32425388,,,Hakenova,residential,False,True,30.094,"LINESTRING (14.2668987 50.4232354, 14.2668909 50.423506)",,,
32425424,,,Na Urbance,residential,True,False,271.481,"LINESTRING (14.2668987 50.4232354, 14.2657824 50.4232262, 14.2630669 50.423204)",,50,
32425388,,,Hakenova,residential,False,False,30.094,"LINESTRING (14.2668909 50.423506, 14.2668987 50.4232354)",,,
32425388,,,Hakenova,residential,False,True,36.334,"LINESTRING (14.2668909 50.423506, 14.2668814 50.4238327)",,,
29215669,,,Michálkova,residential,False,False,270.195,"LINESTRING (14.2630721 50.4237155, 14.2634436 50.4237234, 14.2656094 50.4238042, 14.2668814 50.4238327)",,,
32474878,,,Na Urbance,living_street,True,False,285.103,"LINESTRING (14.2630721 50.4237155, 14.2632267 50.4235083, 14.263312 50.4235078, 14.2650271 50.423497, 14.2668909 50.423506)",,20,
1220700598,2,,Michálkova,residential,False,True,34.098,"LINESTRING (14.2630721 50.4237155, 14.2629802 50.4237121, 14.2629584 50.4237113, 14.2625913 50.4237013)",,,
