osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,junction,maxspeed,tunnel
173011854,,,Karlovo náměstí,residential,True,False,90.683,"LINESTRING (14.260987 50.4245026, 14.2608992 50.4245855, 14.2606915 50.4248149, 14.2605398 50.4249771, 14.2604667 50.4250591, 14.2603899 50.425139, 14.2603293 50.425202)",,,
935676823,,240,Karlovo náměstí,secondary,False,False,12.663,"LINESTRING (14.2603795 50.4253113, 14.2603293 50.425202)",,,
23082815,,,Arnoštova,residential,False,True,132.13400000000001,"LINESTRING (14.2603795 50.4253113, 14.260314 50.4254316, 14.260372 50.4255817, 14.2607379 50.4264576)",,50,
32791421,,,Rvačov,residential,False,False,39.294,"LINESTRING (14.2582308 50.4261487, 14.2577101 50.4262705)",,,
"[269337011, 269337012]",,,Rvačov,residential,True,False,48.681,"LINESTRING (14.2582308 50.4261487, 14.2583126 50.4262189, 14.2586259 50.4263705, 14.2587027 50.4264574)",,,
269337011,,,Rvačov,residential,True,False,325.93600000000004,"LINESTRING (14.2577587 50.4233942, 14.2574989 50.4237309, 14.257386 50.4239547, 14.2573422 50.4241063, 14.2573383 50.4243289, 14.2573396 50.4246287, 14.257436 50.4250943, 14.2575165 50.4252807, 14.2576647 50.4255092, 14.2582308 50.4261487)",,,
"[1220700597, 295517158]",,240,Nerudova,secondary,True,False,42.569,"LINESTRING (14.2577587 50.4233942, 14.2577043 50.423366, 14.2575077 50.4232718, 14.257233 50.423224)",,,
295517158,,240,Nerudova,secondary,True,False,78.991,"LINESTRING (14.258557 50.4238898, 14.2583527 50.423756, 14.2581725 50.423638, 14.2577587 50.4233942)",,,
269338307,,,Máchova,residential,False,False,32.95,"LINESTRING (14.256147 50.4244968, 14.2565566 50.4243564)",,,
269338307,,,Máchova,residential,False,True,80.366,"LINESTRING (14.256147 50.4244968, 14.2551219 50.4248064)",,,
32704601,,,U Zvonice,residential,False,False,116.594,"LINESTRING (14.256147 50.4244968, 14.2565053 50.424971, 14.2567358 50.4254722)",,,
32704601,,,U Zvonice,residential,False,True,116.594,"LINESTRING (14.2567358 50.4254722, 14.2565053 50.424971, 14.256147 50.4244968)",,,
32791421,,,Rvačov,residential,False,True,39.294,"LINESTRING (14.2577101 50.4262705, 14.2582308 50.4261487)",,,
32869125,,,Poděbradova,residential,True,False,152.895,"LINESTRING (14.2635259 50.426272, 14.2636351 50.4262618, 14.2638559 50.4262413, 14.2646195 50.4261744, 14.2649945 50.4261474, 14.2651211 50.4261383, 14.2654327 50.4261159, 14.265664 50.4260871)",,,
"[25740518, 32869126]",,,Poděbradova,residential,False,True,198.781,"LINESTRING (14.2635259 50.426272, 14.2629241 50.4263279, 14.2625199 50.4263594, 14.2617561 50.4264189, 14.2609552 50.4264363, 14.2607379 50.4264576)",,,
"[210311881, 210311882, 89502867]",,,,residential,False,False,56.338,"LINESTRING (14.2665692 50.4266633, 14.266559 50.4265856, 14.2665449 50.426257, 14.2665539 50.4261572)",,,yes
161808723,,,Náměstí Jana z Dražic,residential,False,False,17.589,"LINESTRING (14.2587027 50.4264574, 14.2586645 50.4266137)",,,
161808719,,,Náměstí Jana z Dražic,residential,True,False,52.599,"LINESTRING (14.2587027 50.4264574, 14.2591814 50.4265132, 14.259435 50.4265348)",,,
25740519,,,Náměstí Jana z Dražic,residential,False,False,92.695,"LINESTRING (14.259435 50.4265348, 14.2598783 50.4265086, 14.2607379 50.4264576)",,50,
185904002,,,Náměstí Jana z Dražic,residential,True,False,55.282000000000004,"LINESTRING (14.259435 50.4265348, 14.2587542 50.426604, 14.2586645 50.4266137)",,50,
25740520,,,Náměstí Jana z Dražic,residential,False,True,18.073,"LINESTRING (14.2586645 50.4266137, 14.2584156 50.4266494)",,50,
161808723,,,Náměstí Jana z Dražic,residential,False,True,17.589,"LINESTRING (14.2586645 50.4266137, 14.2587027 50.4264574)",,,
23082821,,,Mostecká,residential,False,True,7.115,"LINESTRING (14.2608982 50.4269938, 14.2609197 50.4270563)",,,
"[81936626, 81936628, 23082821]",,,Mostecká,residential,False,False,60.717,"LINESTRING (14.2608982 50.4269938, 14.2608648 50.4268904, 14.2608217 50.426733, 14.2607623 50.4265159, 14.2607379 50.4264576)",,,yes
"[161808716, 161808717, 161808718]",,,"['Nábřežní', 'Náplavní']",residential,False,True,246.38,"LINESTRING (14.2608982 50.4269938, 14.260447 50.4270595, 14.2598308 50.4271424, 14.259288 50.427229, 14.2586897 50.4273029, 14.2585504 50.4273132, 14.2584539 50.4272335, 14.2584343 50.4271254, 14.2584271 50.4269741, 14.2584156 50.4266494)",,,yes
295517159,,,Palackého,residential,False,False,83.65899999999999,"LINESTRING (14.265664 50.4260871, 14.26576 50.4260229, 14.2658584 50.426005, 14.2660768 50.425964, 14.2661684 50.425952, 14.2662873 50.4259576, 14.2664905 50.4259929, 14.2666238 50.4260417, 14.2667459 50.4260779)",,50,
407665114,,,Palackého,residential,True,False,68.653,"LINESTRING (14.265664 50.4260871, 14.26586 50.4260568, 14.2660586 50.4260254, 14.266192 50.4260212, 14.2662841 50.4260336, 14.2663605 50.4260542, 14.2664779 50.4261193, 14.2665539 50.4261572)",,30,
"[210311881, 210311882, 89502867]",,,,residential,False,True,56.338,"LINESTRING (14.2665539 50.4261572, 14.2665449 50.426257, 14.266559 50.4265856, 14.2665692 50.4266633)",,,yes
"[1127977420, 180378414]",,,Palackého,residential,True,False,131.57399999999998,"LINESTRING (14.2665539 50.4261572, 14.2666894 50.4261919, 14.2668104 50.4262032, 14.268193 50.4262199, 14.2683991 50.4262237)",,30,
"[272123978, 295517159]",,,Palackého,residential,False,True,122.997,"LINESTRING (14.2683991 50.4262237, 14.2682928 50.4261788, 14.2681566 50.4261496, 14.2674376 50.4261451, 14.2670418 50.4261376, 14.2668644 50.4261286, 14.2667686 50.4261241, 14.2667459 50.4260779)",,50,
295517184,,,Štěpárna,residential,False,True,68.88,"LINESTRING (14.2675908 50.4244836, 14.2672865 50.4248301, 14.2672362 50.4248815, 14.2671637 50.4249398, 14.2671458 50.4249516, 14.2670685 50.4250028)",,,
180378413,,,Štěpárna,residential,False,False,123.303,"LINESTRING (14.2670685 50.4250028, 14.2671096 50.4251267, 14.2670345 50.4254718, 14.2668392 50.4259198, 14.2667459 50.4260779)",,50,
180378413,,,Štěpárna,residential,False,True,133.702,"LINESTRING (14.2670685 50.4250028, 14.2669878 50.424851, 14.2669607 50.4247999, 14.2669568 50.4247177, 14.2670149 50.4244205, 14.2670506 50.4242381, 14.2670292 50.4240911, 14.2669607 50.4239714, 14.2668814 50.4238327)",,50,
295517184,,,Štěpárna,residential,False,False,68.88,"LINESTRING (14.2670685 50.4250028, 14.2671458 50.4249516, 14.2671637 50.4249398, 14.2672362 50.4248815, 14.2672865 50.4248301, 14.2675908 50.4244836)",,,
295517172,,,Ve smečkách,residential,False,True,57.499,"LINESTRING (14.2549606 50.4265936, 14.255018 50.4267088, 14.2550707 50.4268289, 14.2551082 50.4269821, 14.2551433 50.4270964)",,,
"[23082810, 25488363]",,,Havlíčkova,residential,False,"[False, True]",94.618,"LINESTRING (14.2551433 50.4270964, 14.2555335 50.427025, 14.255828 50.4269737, 14.2564346 50.4268794)",,30,
295517172,,,Ve smečkách,residential,False,False,57.498999999999995,"LINESTRING (14.2551433 50.4270964, 14.2551082 50.4269821, 14.2550707 50.4268289, 14.255018 50.4267088, 14.2549606 50.4265936)",,,
935676823,,240,Karlovo náměstí,secondary,False,True,12.663,"LINESTRING (14.2603293 50.425202, 14.2603795 50.4253113)",,,
"[32506602, 269337015]",,240,Karlovo náměstí,secondary,False,False,126.925,"LINESTRING (14.2603293 50.425202, 14.2602503 50.4250389, 14.2600978 50.4247746, 14.2598907 50.424487, 14.2597382 50.4243335, 14.2595172 50.4242043)",,50,
372487535,,,Dr. Slavíka,residential,True,False,116.181,"LINESTRING (14.2565584 50.4222101, 14.2555131 50.4228594, 14.2554079 50.4229525)",,,
958628709,,240,,secondary,True,False,12.957,"LINESTRING (14.2560211 50.4232442, 14.2559967 50.4232268, 14.2559823 50.4232054, 14.2559792 50.4231821, 14.2559879 50.4231595, 14.2560073 50.4231398)",roundabout,,
958628709,,240,,secondary,True,False,18.246,"LINESTRING (14.2562067 50.4231864, 14.2562015 50.4232096, 14.2561849 50.4232305, 14.2561587 50.423247, 14.2561256 50.4232573, 14.2560891 50.4232603, 14.256053 50.4232558, 14.2560211 50.4232442)",roundabout,,
958628710,2,240,Jungmannova,secondary,False,False,73.142,"LINESTRING (14.2562067 50.4231864, 14.25636 50.4231712, 14.2565751 50.4231785, 14.2568996 50.423205, 14.257233 50.423224)",,,
