osmid,highway,oneway,reversed,length,ref,maxspeed,geometry,bridge
93386326,residential,False,False,7.965,,,"LINESTRING (16.1564547 49.4653536, 16.1565196 49.4654115)",
254120096,tertiary,False,False,27.229999999999997,36042,50,"LINESTRING (16.1564547 49.4653536, 16.1562873 49.4654039, 16.156107 49.4654475)",
"[312393049, 312393051, 312393053]",residential,False,True,473.0630000000001,,,"LINESTRING (16.1564547 49.4653536, 16.1564549 49.4652081, 16.1564242 49.4651093, 16.1565431 49.4647825, 16.1565415 49.4645549, 16.1565701 49.4643585, 16.1567672 49.4638732, 16.1567839 49.4635521, 16.1568089 49.4634583, 16.1568588 49.4633771, 16.1572058 49.4631263, 16.1572918 49.4630235, 16.1575583 49.4626104, 16.1578375 49.4622088, 16.1580607 49.4617336, 16.1581856 49.4614197, 16.1581606 49.4613439)",yes
254120096,tertiary,False,False,254.59600000000003,36042,50,"LINESTRING (16.156107 49.4654475, 16.1558434 49.4654876, 16.1555431 49.4654907, 16.1552909 49.4654675, 16.1547125 49.4653648, 16.1537302 49.4651903, 16.1528167 49.4649455, 16.1527308 49.4649256)",
254120096,tertiary,False,True,27.229999999999997,36042,50,"LINESTRING (16.156107 49.4654475, 16.1562873 49.4654039, 16.1564547 49.4653536)",
706226023,residential,False,False,37.533,,,"LINESTRING (16.156107 49.4654475, 16.1563244 49.4654973, 16.1565666 49.4655996)",
254120096,tertiary,False,True,50.64,36042,50,"LINESTRING (16.1520709 49.4647724, 16.1527308 49.4649256)",
68000761,residential,False,False,305.05800000000005,,,"LINESTRING (16.1520709 49.4647724, 16.1520853 49.4646632, 16.1521867 49.4646028, 16.1525445 49.4644911, 16.1528345 49.4644671, 16.1535388 49.4646044, 16.1537105 49.464613, 16.1538205 49.4645443, 16.1538821 49.4637862, 16.1539526 49.4633943, 16.1538862 49.4631442)",
68000761,residential,False,True,305.05800000000005,,,"LINESTRING (16.1538862 49.4631442, 16.1539526 49.4633943, 16.1538821 49.4637862, 16.1538205 49.4645443, 16.1537105 49.464613, 16.1535388 49.4646044, 16.1528345 49.4644671, 16.1525445 49.4644911, 16.1521867 49.4646028, 16.1520853 49.4646632, 16.1520709 49.4647724)",
93386326,residential,False,False,21.19,,,"LINESTRING (16.1565196 49.4654115, 16.1565666 49.4655996)",
93386326,residential,False,True,7.965,,,"LINESTRING (16.1565196 49.4654115, 16.1564547 49.4653536)",
93386315,residential,False,False,136.875,,,"LINESTRING (16.1565196 49.4654115, 16.1568742 49.4653715, 16.157276 49.4652892, 16.1576415 49.4651998, 16.1577935 49.465188, 16.158031 49.4651252, 16.1581909 49.4650906, 16.1583345 49.4650815)",
93386315,residential,False,True,136.875,,,"LINESTRING (16.1583345 49.4650815, 16.1581909 49.4650906, 16.158031 49.4651252, 16.1577935 49.465188, 16.1576415 49.4651998, 16.157276 49.4652892, 16.1568742 49.4653715, 16.1565196 49.4654115)",
93386326,residential,False,True,21.19,,,"LINESTRING (16.1565666 49.4655996, 16.1565196 49.4654115)",
93386326,residential,False,False,94.21400000000001,,,"LINESTRING (16.1565666 49.4655996, 16.1566933 49.4658325, 16.1567259 49.4660442, 16.1567078 49.4663099, 16.1567345 49.4664302)",
706226023,residential,False,True,37.533,,,"LINESTRING (16.1565666 49.4655996, 16.1563244 49.4654973, 16.156107 49.4654475)",
93386326,residential,False,True,94.21400000000001,,,"LINESTRING (16.1567345 49.4664302, 16.1567078 49.4663099, 16.1567259 49.4660442, 16.1566933 49.4658325, 16.1565666 49.4655996)",
"[312393049, 312393051, 312393053]",residential,False,False,473.06299999999993,,,"LINESTRING (16.1581606 49.4613439, 16.1581856 49.4614197, 16.1580607 49.4617336, 16.1578375 49.4622088, 16.1575583 49.4626104, 16.1572918 49.4630235, 16.1572058 49.4631263, 16.1568588 49.4633771, 16.1568089 49.4634583, 16.1567839 49.4635521, 16.1567672 49.4638732, 16.1565701 49.4643585, 16.1565415 49.4645549, 16.1565431 49.4647825, 16.1564242 49.4651093, 16.1564549 49.4652081, 16.1564547 49.4653536)",yes
254120096,tertiary,False,False,50.64,36042,50,"LINESTRING (16.1527308 49.4649256, 16.1520709 49.4647724)",
254120096,tertiary,False,True,254.596,36042,50,"LINESTRING (16.1527308 49.4649256, 16.1528167 49.4649455, 16.1537302 49.4651903, 16.1547125 49.4653648, 16.1552909 49.4654675, 16.1555431 49.4654907, 16.1558434 49.4654876, 16.156107 49.4654475)",
1219709312,residential,False,False,114.396,,,"LINESTRING (16.1527308 49.4649256, 16.152637 49.464996, 16.1517603 49.4651359, 16.1514385 49.4652527, 16.1513412 49.465342)",
1219709312,residential,False,True,114.396,,,"LINESTRING (16.1513412 49.465342, 16.1514385 49.4652527, 16.1517603 49.4651359, 16.152637 49.464996, 16.1527308 49.4649256)",
