osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,maxspeed,bridge,junction,access
398860414,False,Nemocniční,tertiary,False,153.293,"LINESTRING (15.3073666 50.739628, 15.3073285 50.7396381, 15.3072887 50.7396404, 15.3072128 50.7396386, 15.3070584 50.7396269, 15.3065839 50.7395868, 15.3061351 50.7395429, 15.3057006 50.7395069, 15.3052102 50.7394661)",,29023,50,,,
"[398860424, 124453530]",False,Česká,tertiary,False,64.523,"LINESTRING (15.3073666 50.739628, 15.3073993 50.7396022, 15.3074186 50.7395599, 15.3074573 50.7394237, 15.307483 50.7393497, 15.3075137 50.7392974, 15.3075402 50.7392634, 15.3076158 50.739217, 15.3076838 50.7391728, 15.3077684 50.7391326)",,29022,50,,,
"[124427068, 27716357]",False,Nemocniční,tertiary,True,142.91,"LINESTRING (15.3021539 50.7397228, 15.3024427 50.7396871, 15.3026816 50.7396596, 15.3035799 50.7395542, 15.3041476 50.7394785)",,29023,50,,,
"[439356768, 266623141]",False,Pod Špičákem,tertiary,False,346.1509999999999,"LINESTRING (15.3021539 50.7397228, 15.301992 50.7397453, 15.3017404 50.7397832, 15.3014395 50.7398311, 15.3012108 50.739869, 15.3009579 50.7399101, 15.3008568 50.739931, 15.3003613 50.7400243, 15.3002091 50.7400607, 15.3000927 50.7400894, 15.2993222 50.740342, 15.2987018 50.7405406, 15.2985989 50.7405642, 15.2984655 50.740592, 15.2981573 50.7406275, 15.298032 50.7406374, 15.2978227 50.7406498, 15.297705 50.7406392, 15.2975947 50.740619, 15.2975169 50.7406083)",,29023,50,,,
893683115,False,Palackého,tertiary,False,163.788,"LINESTRING (15.3021539 50.7397228, 15.302168 50.7396171, 15.3022127 50.739555, 15.3023208 50.7394772, 15.3025267 50.7394162, 15.302679 50.7393483, 15.3028135 50.7392644, 15.303361 50.7389014, 15.303673 50.7386599)",,,40,,,
266623141,False,Pod Špičákem,tertiary,True,35.441,"LINESTRING (15.2970317 50.7405228, 15.2975169 50.7406083)",,29023,50,,,
117237159,False,Nad Výtopnou,residential,False,86.28799999999998,"LINESTRING (15.2970317 50.7405228, 15.296974 50.7401302, 15.2969766 50.7400537, 15.2969831 50.7400053, 15.2969959 50.7399704, 15.2970321 50.739916, 15.2970756 50.7398701, 15.2970975 50.7398534, 15.2971322 50.739827, 15.297197 50.7397947)",,,,,,
"[514509633, 118194433]",False,,residential,False,82.823,"LINESTRING (15.2970317 50.7405228, 15.2970651 50.7405966, 15.2970508 50.7406637, 15.2971329 50.7407841, 15.2973129 50.7410655, 15.2974357 50.7412118)",,,,,,
75392805,False,Krkonošská,primary,False,163.01000000000005,"LINESTRING (15.3092453 50.7402588, 15.3092841 50.7403361, 15.3095309 50.7408195, 15.3096482 50.7410505, 15.3097778 50.7412885, 15.3098641 50.7413975, 15.3099185 50.7414464, 15.309948 50.7414729, 15.3099517 50.7414762, 15.309988 50.7415098, 15.3101224 50.7415995)",2,10,50,,,
75392805,False,Krkonošská,primary,True,68.659,"LINESTRING (15.3092453 50.7402588, 15.3090661 50.7399034, 15.3090316 50.7398491, 15.3089693 50.7397833, 15.3089271 50.7397398, 15.3088682 50.7396952)",2,10,50,,,
31474767,False,Protifašistických bojovníků,residential,False,71.95,"LINESTRING (15.3099248 50.7394681, 15.3103142 50.7400664)",,,,,,
123933832,False,Smetanova,residential,True,24.322000000000003,"LINESTRING (15.3099248 50.7394681, 15.309754 50.7394758, 15.3095824 50.7394955)",,,,,,
31474767,False,Protifašistických bojovníků,residential,True,71.95,"LINESTRING (15.3103142 50.7400664, 15.3099248 50.7394681)",,,,,,
31474767,False,Protifašistických bojovníků,residential,False,161.29100000000003,"LINESTRING (15.3103142 50.7400664, 15.3107002 50.7411966, 15.3107284 50.7412793, 15.3107998 50.741484)",,,,,,
123933876,True,Husova,residential,False,78.21199999999999,"LINESTRING (15.3103142 50.7400664, 15.3096823 50.7401863, 15.3096241 50.740196, 15.309326 50.7402454, 15.3092453 50.7402588)",,,,,,
"[30955497, 398860415]",False,Palackého,tertiary,False,195.98700000000002,"LINESTRING (15.303673 50.7386599, 15.3038929 50.7384707, 15.3040728 50.738243, 15.3041197 50.7381011, 15.304125 50.7379576, 15.3040946 50.7378988, 15.3040701 50.7378587, 15.3040157 50.7377886, 15.3039191 50.7377232, 15.3037452 50.7376543, 15.3035495 50.7376242, 15.3034016 50.7376029, 15.3032626 50.7375936, 15.3030612 50.7376052, 15.3028386 50.7376257)",,,40,,,
30955503,False,Komenského,residential,True,154.22,"LINESTRING (15.303673 50.7386599, 15.3041457 50.738564, 15.3045606 50.7385068, 15.3050587 50.7384794, 15.3051668 50.7384804, 15.3058287 50.7384967)",,,,,,yes
893683115,False,Palackého,tertiary,True,163.78799999999998,"LINESTRING (15.303673 50.7386599, 15.303361 50.7389014, 15.3028135 50.7392644, 15.302679 50.7393483, 15.3025267 50.7394162, 15.3023208 50.7394772, 15.3022127 50.739555, 15.302168 50.7396171, 15.3021539 50.7397228)",,,40,,,
398860415,False,Palackého,tertiary,False,167.369,"LINESTRING (15.3028386 50.7376257, 15.3026844 50.7376336, 15.3025144 50.7376325, 15.3022913 50.7376194, 15.3019542 50.7375852, 15.3013205 50.7375282, 15.3010867 50.7374838, 15.3008602 50.7374129, 15.3005478 50.7373112)",,,40,,,
"[30955497, 398860415]",False,Palackého,tertiary,True,195.98699999999997,"LINESTRING (15.3028386 50.7376257, 15.3030612 50.7376052, 15.3032626 50.7375936, 15.3034016 50.7376029, 15.3035495 50.7376242, 15.3037452 50.7376543, 15.3039191 50.7377232, 15.3040157 50.7377886, 15.3040701 50.7378587, 15.3040946 50.7378988, 15.304125 50.7379576, 15.3041197 50.7381011, 15.3040728 50.738243, 15.3038929 50.7384707, 15.303673 50.7386599)",,,40,,,
398860418,False,Radniční,tertiary,True,201.55099999999996,"LINESTRING (15.3028386 50.7376257, 15.3028067 50.7377095, 15.3027607 50.7377823, 15.302676 50.7378749, 15.3026532 50.737895, 15.3025209 50.7380104, 15.3022531 50.7382439, 15.3018759 50.7385727, 15.301813 50.7386081, 15.3017606 50.7386445, 15.3016922 50.7386824, 15.3015712 50.7387227, 15.3014462 50.7387484, 15.3013311 50.7387576, 15.3012148 50.7387595, 15.3010966 50.7387446, 15.3010072 50.7387328, 15.3009508 50.7387245, 15.3009035 50.7387153)",,,40,,,
27716357,False,Nemocniční,tertiary,False,75.114,"LINESTRING (15.3052102 50.7394661, 15.3049406 50.7394487, 15.3046679 50.7394434, 15.3043686 50.7394576, 15.3041476 50.7394785)",,29023,50,,,
"[302156165, 30955503]",False,"['Školní', 'Komenského']",residential,"[False, True]",202.575,"LINESTRING (15.3052102 50.7394661, 15.3052292 50.7394292, 15.3052868 50.7393234, 15.3053243 50.7392699, 15.3054246 50.7392415, 15.3058991 50.7392499, 15.3060546 50.7392314, 15.3061777 50.7392073, 15.3062879 50.7391541, 15.3063405 50.7391193, 15.3064389 50.7389527, 15.3064556 50.738891, 15.3064593 50.7388586, 15.3064435 50.7388053, 15.3063283 50.7385638, 15.3063054 50.7385278, 15.3062746 50.7385136, 15.3058287 50.7384967)",,,,,,yes
398860414,False,Nemocniční,tertiary,True,153.29300000000003,"LINESTRING (15.3052102 50.7394661, 15.3057006 50.7395069, 15.3061351 50.7395429, 15.3065839 50.7395868, 15.3070584 50.7396269, 15.3072128 50.7396386, 15.3072887 50.7396404, 15.3073285 50.7396381, 15.3073666 50.739628)",,29023,50,,,
"[124427068, 27716357]",False,Nemocniční,tertiary,False,142.91000000000003,"LINESTRING (15.3041476 50.7394785, 15.3035799 50.7395542, 15.3026816 50.7396596, 15.3024427 50.7396871, 15.3021539 50.7397228)",,29023,50,,,
27716357,False,Nemocniční,tertiary,True,75.114,"LINESTRING (15.3041476 50.7394785, 15.3043686 50.7394576, 15.3046679 50.7394434, 15.3049406 50.7394487, 15.3052102 50.7394661)",,29023,50,,,
30955502,False,Jiráskova,residential,False,215.71699999999998,"LINESTRING (15.3041476 50.7394785, 15.3041407 50.7394434, 15.3041207 50.7393423, 15.304114 50.7392348, 15.3041335 50.7391599, 15.3041692 50.7390994, 15.3042253 50.7390531, 15.3043213 50.739003, 15.3044506 50.7389717, 15.304664 50.7389405, 15.305045 50.7389206, 15.3052684 50.7389195, 15.3057124 50.7389593, 15.3058222 50.7389346, 15.3058634 50.7388999, 15.3058888 50.738823, 15.3058287 50.7384967)",,,,,,
30955502,False,Jiráskova,residential,True,215.717,"LINESTRING (15.3058287 50.7384967, 15.3058888 50.738823, 15.3058634 50.7388999, 15.3058222 50.7389346, 15.3057124 50.7389593, 15.3052684 50.7389195, 15.305045 50.7389206, 15.304664 50.7389405, 15.3044506 50.7389717, 15.3043213 50.739003, 15.3042253 50.7390531, 15.3041692 50.7390994, 15.3041335 50.7391599, 15.304114 50.7392348, 15.3041207 50.7393423, 15.3041407 50.7394434, 15.3041476 50.7394785)",,,,,,
30955503,False,Komenského,residential,False,154.22,"LINESTRING (15.3058287 50.7384967, 15.3051668 50.7384804, 15.3050587 50.7384794, 15.3045606 50.7385068, 15.3041457 50.738564, 15.303673 50.7386599)",,,,,,yes
"[302156165, 30955503]",False,"['Školní', 'Komenského']",residential,"[False, True]",202.57500000000002,"LINESTRING (15.3058287 50.7384967, 15.3062746 50.7385136, 15.3063054 50.7385278, 15.3063283 50.7385638, 15.3064435 50.7388053, 15.3064593 50.7388586, 15.3064556 50.738891, 15.3064389 50.7389527, 15.3063405 50.7391193, 15.3062879 50.7391541, 15.3061777 50.7392073, 15.3060546 50.7392314, 15.3058991 50.7392499, 15.3054246 50.7392415, 15.3053243 50.7392699, 15.3052868 50.7393234, 15.3052292 50.7394292, 15.3052102 50.7394661)",,,,,,yes
123933832,False,Smetanova,residential,False,24.322000000000003,"LINESTRING (15.3095824 50.7394955, 15.309754 50.7394758, 15.3099248 50.7394681)",,,,,,
27715976,False,Vítězná,tertiary,True,49.855,"LINESTRING (15.3107998 50.741484, 15.3103213 50.7415358, 15.3101961 50.7415732, 15.3101224 50.7415995)",,29051,50,,,
31474767,False,Protifašistických bojovníků,residential,True,161.291,"LINESTRING (15.3107998 50.741484, 15.3107284 50.7412793, 15.3107002 50.7411966, 15.3103142 50.7400664)",,,,,,
"[36930145, 50883475]",False,Poštovní,residential,True,164.253,"LINESTRING (15.3080573 50.7373944, 15.3079547 50.7373946, 15.3076044 50.7373954, 15.3073725 50.7373964, 15.3070877 50.7373985, 15.3068347 50.7373997, 15.3066924 50.7373867, 15.3061666 50.7373256, 15.3059778 50.7373177, 15.3058644 50.7373174, 15.3058102 50.7373265, 15.3057373 50.7373358)",,,,,,
324771133,False,Krkonošská,primary,False,198.38899999999998,"LINESTRING (15.3080573 50.7373944, 15.3080505 50.7374755, 15.3080233 50.7376149, 15.3078955 50.7380489, 15.3078454 50.7382141, 15.3077343 50.7385533, 15.3076453 50.7388067, 15.3076336 50.7389074, 15.3076513 50.7390013, 15.3076938 50.7390612, 15.3077684 50.7391326)",,10,50,,,
"[1076302859, 1076302860, 577974807]",False,Krkonošská,primary,True,89.39000000000001,"LINESTRING (15.3080573 50.7373944, 15.3080715 50.7369987, 15.308081 50.7367336, 15.3080832 50.7366709, 15.3080861 50.7365907)",3,10,50,,,
"[38558177, 38558178, 21101658]",True,Krkonošská,primary,False,111.447,"LINESTRING (15.3080861 50.7365907, 15.3080872 50.7361459, 15.3080925 50.7358626, 15.3080893 50.7357858, 15.3080789 50.7356378, 15.308075 50.7355887)",,10,50,yes,,
"[1076302859, 1076302860, 577974807]",False,Krkonošská,primary,False,89.39,"LINESTRING (15.3080861 50.7365907, 15.3080832 50.7366709, 15.308081 50.7367336, 15.3080715 50.7369987, 15.3080573 50.7373944)",3,10,50,,,
398860418,False,Radniční,tertiary,False,9.139,"LINESTRING (15.2977713 50.7386281, 15.2979011 50.7386309)",,,40,,,
36930147,False,U Stadionu,tertiary_link,True,212.81099999999998,"LINESTRING (15.2977713 50.7386281, 15.2977508 50.7380156, 15.2977452 50.7377582, 15.2977535 50.7376163, 15.2977711 50.7373146, 15.2977857 50.7372119, 15.2978383 50.7368403, 15.2978558 50.7367171)",,,40,,,
"[36930145, 50883475]",False,Poštovní,residential,False,164.25300000000001,"LINESTRING (15.3057373 50.7373358, 15.3058102 50.7373265, 15.3058644 50.7373174, 15.3059778 50.7373177, 15.3061666 50.7373256, 15.3066924 50.7373867, 15.3068347 50.7373997, 15.3070877 50.7373985, 15.3073725 50.7373964, 15.3076044 50.7373954, 15.3079547 50.7373946, 15.3080573 50.7373944)",,,,,,
49011716,False,Jižní,residential,False,92.153,"LINESTRING (15.2991583 50.7369934, 15.2991468 50.7370437, 15.2990675 50.7375303, 15.2990325 50.7376809, 15.2990048 50.7378163)",,,,,,
398860415,False,Palackého,tertiary,False,84.713,"LINESTRING (15.2991583 50.7369934, 15.2985247 50.7368653, 15.2980163 50.7367527)",,,40,,,
398860415,False,Palackého,tertiary,True,104.063,"LINESTRING (15.2991583 50.7369934, 15.3000406 50.7371852, 15.300312 50.7372447, 15.3004241 50.737271, 15.3005478 50.7373112)",,,40,,,
49011716,False,Jižní,residential,True,92.153,"LINESTRING (15.2990048 50.7378163, 15.2990325 50.7376809, 15.2990675 50.7375303, 15.2991468 50.7370437, 15.2991583 50.7369934)",,,,,,
"[134242139, 49011726]",False,Slunná,residential,"[False, True]",98.16999999999999,"LINESTRING (15.3001072 50.7378008, 15.3001437 50.737845, 15.3002561 50.7378872, 15.3003024 50.7379377, 15.3002993 50.738037, 15.3002776 50.7386021, 15.3002772 50.7386294)",,,,,,
398860415,False,Palackého,tertiary,True,11.969,"LINESTRING (15.2978558 50.7367171, 15.2980163 50.7367527)",,,40,,,
36930147,False,U Stadionu,tertiary_link,False,212.81099999999998,"LINESTRING (15.2978558 50.7367171, 15.2978383 50.7368403, 15.2977857 50.7372119, 15.2977711 50.7373146, 15.2977535 50.7376163, 15.2977452 50.7377582, 15.2977508 50.7380156, 15.2977713 50.7386281)",,,40,,,
567114735,False,,residential,False,18.219,"LINESTRING (15.2978011 50.7366169, 15.297884 50.7366474, 15.2980411 50.7366749)",,,,,,
398860418,False,Radniční,tertiary,False,86.325,"LINESTRING (15.298161 50.7386346, 15.2993876 50.7386238)",,,40,,,
398860418,False,Radniční,tertiary,True,18.294,"LINESTRING (15.298161 50.7386346, 15.2979011 50.7386309)",,,40,,,
49011724,True,Okružní,residential,False,207.12099999999998,"LINESTRING (15.298161 50.7386346, 15.298158 50.7386082, 15.2981666 50.7385336, 15.2981884 50.7382738, 15.2982048 50.738143, 15.2982499 50.7380984, 15.2982844 50.7380928, 15.2983989 50.7380952, 15.2986433 50.7381132, 15.2993676 50.7381721, 15.2994607 50.7381782, 15.299609 50.7381948, 15.2996649 50.7382126, 15.2996691 50.7382468, 15.2996689 50.7383573, 15.2996638 50.7385881, 15.299663 50.7386225)",,,,,,
398860418,False,Radniční,tertiary,True,19.381,"LINESTRING (15.299663 50.7386225, 15.2993876 50.7386238)",,,40,,,
398860418,False,Radniční,tertiary,False,43.269999999999996,"LINESTRING (15.299663 50.7386225, 15.2998662 50.7386169, 15.299962 50.738619, 15.3002772 50.7386294)",,,40,,,
398860418,False,Radniční,tertiary,False,18.294,"LINESTRING (15.2979011 50.7386309, 15.298161 50.7386346)",,,40,,,
398860418,False,Radniční,tertiary,True,9.139,"LINESTRING (15.2979011 50.7386309, 15.2977713 50.7386281)",,,40,,,
49011725,True,Radniční,residential,False,163.78799999999998,"LINESTRING (15.2979011 50.7386309, 15.2979058 50.7389596, 15.2979142 50.738982, 15.2979308 50.7389983, 15.2979664 50.7390334, 15.2980626 50.7390546, 15.2987705 50.7389388, 15.2990149 50.7389003, 15.2991429 50.7388553, 15.299239 50.7387929, 15.2993181 50.7387137, 15.2993876 50.7386238)",,,,,,
398860418,False,Radniční,tertiary,False,19.381,"LINESTRING (15.2993876 50.7386238, 15.299663 50.7386225)",,,40,,,
398860418,False,Radniční,tertiary,True,86.325,"LINESTRING (15.2993876 50.7386238, 15.298161 50.7386346)",,,40,,,
"[134242139, 49011726]",False,Slunná,residential,"[False, True]",98.17,"LINESTRING (15.3002772 50.7386294, 15.3002776 50.7386021, 15.3002993 50.738037, 15.3003024 50.7379377, 15.3002561 50.7378872, 15.3001437 50.737845, 15.3001072 50.7378008)",,,,,,
398860418,False,Radniční,tertiary,False,45.125,"LINESTRING (15.3002772 50.7386294, 15.3004475 50.7386463, 15.3009035 50.7387153)",,,40,,,
398860418,False,Radniční,tertiary,True,43.27,"LINESTRING (15.3002772 50.7386294, 15.299962 50.738619, 15.2998662 50.7386169, 15.299663 50.7386225)",,,40,,,
49011727,False,Radniční,residential,False,104.238,"LINESTRING (15.3009035 50.7387153, 15.3009024 50.7386847, 15.3009013 50.7386556, 15.3008948 50.7382012, 15.300817 50.7381176, 15.3005555 50.7378364)",,,,,,
398860418,False,Radniční,tertiary,False,201.55100000000002,"LINESTRING (15.3009035 50.7387153, 15.3009508 50.7387245, 15.3010072 50.7387328, 15.3010966 50.7387446, 15.3012148 50.7387595, 15.3013311 50.7387576, 15.3014462 50.7387484, 15.3015712 50.7387227, 15.3016922 50.7386824, 15.3017606 50.7386445, 15.301813 50.7386081, 15.3018759 50.7385727, 15.3022531 50.7382439, 15.3025209 50.7380104, 15.3026532 50.737895, 15.302676 50.7378749, 15.3027607 50.7377823, 15.3028067 50.7377095, 15.3028386 50.7376257)",,,40,,,
398860418,False,Radniční,tertiary,True,45.125,"LINESTRING (15.3009035 50.7387153, 15.3004475 50.7386463, 15.3002772 50.7386294)",,,40,,,
49011727,False,Radniční,residential,True,104.23800000000001,"LINESTRING (15.3005555 50.7378364, 15.300817 50.7381176, 15.3008948 50.7382012, 15.3009013 50.7386556, 15.3009024 50.7386847, 15.3009035 50.7387153)",,,,,,
26578880,True,Krkonošská,primary,False,23.194000000000003,"LINESTRING (15.3082815 50.7354235, 15.3082886 50.7354548, 15.3082836 50.7354864, 15.3082669 50.7355162, 15.3082393 50.7355427, 15.3081902 50.7355693, 15.3081305 50.7355851)",,10,50,,roundabout,
911590895,True,,primary,False,13.728,"LINESTRING (15.3082241 50.7353627, 15.3084161 50.7353409)",,,50,,,
26578880,True,Krkonošská,primary,False,7.949,"LINESTRING (15.3082241 50.7353627, 15.3082594 50.7353906, 15.3082815 50.7354235)",,10,50,,roundabout,
117237159,False,Nad Výtopnou,residential,True,86.28799999999998,"LINESTRING (15.297197 50.7397947, 15.2971322 50.739827, 15.2970975 50.7398534, 15.2970756 50.7398701, 15.2970321 50.739916, 15.2969959 50.7399704, 15.2969831 50.7400053, 15.2969766 50.7400537, 15.296974 50.7401302, 15.2970317 50.7405228)",,,,,,
615324743,False,,tertiary,False,203.01900000000003,"LINESTRING (15.3029909 50.734152, 15.302496 50.7341942, 15.302304 50.7341877, 15.3020426 50.7341559, 15.3017044 50.7341133, 15.3014035 50.7340274, 15.3007564 50.7336903, 15.3006293 50.733692, 15.3005381 50.7337375, 15.3004286 50.7338203)",,28744,50,,,
"[133727523, 75392805, 123810823, 75392682, 123810831]",False,Krkonošská,primary,False,100.039,"LINESTRING (15.3077684 50.7391326, 15.3079585 50.7392375, 15.3079748 50.7392482, 15.3080309 50.7392744, 15.3084023 50.7394141, 15.3086018 50.7395243, 15.3088682 50.7396952)",2,10,50,yes,,
"[398860424, 124453530]",False,Česká,tertiary,True,64.52300000000001,"LINESTRING (15.3077684 50.7391326, 15.3076838 50.7391728, 15.3076158 50.739217, 15.3075402 50.7392634, 15.3075137 50.7392974, 15.307483 50.7393497, 15.3074573 50.7394237, 15.3074186 50.7395599, 15.3073993 50.7396022, 15.3073666 50.739628)",,29022,50,,,
324771133,False,Krkonošská,primary,True,198.389,"LINESTRING (15.3077684 50.7391326, 15.3076938 50.7390612, 15.3076513 50.7390013, 15.3076336 50.7389074, 15.3076453 50.7388067, 15.3077343 50.7385533, 15.3078454 50.7382141, 15.3078955 50.7380489, 15.3080233 50.7376149, 15.3080505 50.7374755, 15.3080573 50.7373944)",,10,50,,,
44546969,False,Krkonošská,primary,True,43.04,"LINESTRING (15.3104718 50.7419116, 15.310391 50.7417914, 15.3102773 50.7417051, 15.3101224 50.7415995)",2,10,50,,,
439142132,True,Krkonošská,primary,False,17.226,"LINESTRING (15.3104718 50.7419116, 15.3105185 50.7419023, 15.3105675 50.7419019, 15.3106146 50.7419103, 15.3106559 50.741927, 15.3106879 50.7419504)",,10,50,,roundabout,
567114733,False,,residential,True,8.825,"LINESTRING (15.2980411 50.7366749, 15.2980163 50.7367527)",,,,,,
49011718,True,Palackého,residential,False,195.348,"LINESTRING (15.2980411 50.7366749, 15.2988745 50.7368463, 15.2994486 50.7369675, 15.299762 50.7370252, 15.2998825 50.7370502, 15.3000355 50.7370818, 15.3003669 50.7371504, 15.300502 50.7372091, 15.3005478 50.7373112)",,,,,,
567114735,False,,residential,True,18.219,"LINESTRING (15.2980411 50.7366749, 15.297884 50.7366474, 15.2978011 50.7366169)",,,,,,
126818981,False,Železnobrodská,residential,True,100.112,"LINESTRING (15.3097213 50.7337208, 15.3094618 50.7343217, 15.309393 50.7343994, 15.3093001 50.7345783)",,,,,,
126818981,False,Železnobrodská,residential,False,21.016,"LINESTRING (15.3095516 50.7346677, 15.309321 50.7346045, 15.3093065 50.734593, 15.3093001 50.7345783)",,,,,,
"[1076302861, 807283831]",False,Železnobrodská,primary,False,52.644000000000005,"LINESTRING (15.3095516 50.7346677, 15.3095354 50.7346983, 15.3093654 50.7349085, 15.3091351 50.7350527)",2,10,50,,,
126818980,False,Železnobrodská,residential,False,97.79100000000001,"LINESTRING (15.3090312 50.7343714, 15.309122 50.7341502, 15.3091266 50.7341038, 15.3091217 50.7340827, 15.3091062 50.7340637, 15.3090842 50.7340505, 15.3090673 50.7340419, 15.3089389 50.7340241, 15.3089146 50.7340283, 15.3089006 50.7340329, 15.3088891 50.7340398, 15.3088098 50.7342299, 15.308811 50.7342506, 15.3088231 50.7342782, 15.3088764 50.7343166, 15.3089255 50.7343384, 15.3090312 50.7343714)",,,,,,
126818980,False,Železnobrodská,residential,True,97.79100000000001,"LINESTRING (15.3090312 50.7343714, 15.3089255 50.7343384, 15.3088764 50.7343166, 15.3088231 50.7342782, 15.308811 50.7342506, 15.3088098 50.7342299, 15.3088891 50.7340398, 15.3089006 50.7340329, 15.3089146 50.7340283, 15.3089389 50.7340241, 15.3090673 50.7340419, 15.3090842 50.7340505, 15.3091062 50.7340637, 15.3091217 50.7340827, 15.3091266 50.7341038, 15.309122 50.7341502, 15.3090312 50.7343714)",,,,,,
126818980,False,Železnobrodská,residential,True,81.701,"LINESTRING (15.3090312 50.7343714, 15.309015 50.7345373, 15.3089828 50.7346781, 15.3089176 50.7347958, 15.3089115 50.734832, 15.3089249 50.7348708, 15.3089868 50.734929, 15.3091351 50.7350527)",,,,,,
126818981,False,Železnobrodská,residential,False,100.112,"LINESTRING (15.3093001 50.7345783, 15.309393 50.7343994, 15.3094618 50.7343217, 15.3097213 50.7337208)",,,,,,
126818981,False,Železnobrodská,residential,True,21.016,"LINESTRING (15.3093001 50.7345783, 15.3093065 50.734593, 15.309321 50.7346045, 15.3095516 50.7346677)",,,,,,
126818982,False,Železnobrodská,residential,False,37.545,"LINESTRING (15.3093001 50.7345783, 15.309232 50.7345811, 15.3091709 50.7345997, 15.3090465 50.7348386)",,,,,,
1041995110,True,Krkonošská,primary,False,11.935000000000002,"LINESTRING (15.3106879 50.7419504, 15.3107061 50.7419746, 15.3107142 50.742001, 15.3107116 50.7420278, 15.3106986 50.7420533)",,10,50,,roundabout,
