osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,maxspeed,bridge,access,junction
4953473,False,Paroubkova,residential,True,116.845,"LINESTRING (15.1168446 50.1420586, 15.1167621 50.1420808, 15.1162447 50.1423842, 15.1161363 50.1424478, 15.1160499 50.1424804, 15.1158272 50.1425645, 15.1155316 50.1426762)",,,,,,
"[4953474, 418247656, 22745548, 22745549, 281007283, 181570778]",False,Pražská,secondary,"[False, True]",436.79400000000004,"LINESTRING (15.1168446 50.1420586, 15.1167433 50.1419497, 15.1159471 50.1411174, 15.1158801 50.1410463, 15.1155268 50.1407122, 15.1151682 50.1404604, 15.1150645 50.1403868, 15.1131287 50.1391225, 15.1129878 50.1390332)",2,611;329,50,yes,,
181570779,False,Pražská,secondary,False,71.61900000000001,"LINESTRING (15.1168446 50.1420586, 15.1170053 50.1422103, 15.1170487 50.1422512, 15.1171418 50.1423268, 15.1172581 50.1424152, 15.1173627 50.1424823, 15.1174094 50.1425083, 15.1174658 50.1425398, 15.1174875 50.1425494)",2,611;329,50,,,
954850503,True,Husova,secondary,False,7.542,"LINESTRING (15.1171411 50.1429038, 15.1171933 50.1428448)",1,329,50,,,
9584247,False,Husova,secondary,False,104.57,"LINESTRING (15.1171411 50.1429038, 15.117073 50.1429436, 15.1162749 50.1432736, 15.1159897 50.14339, 15.1159172 50.1434212)",,329,50,,,
30016910,False,Na Kopečku,residential,False,107.832,"LINESTRING (15.1240589 50.1418988, 15.1239375 50.1417203, 15.1236541 50.1415363, 15.1234085 50.1413536, 15.1232212 50.1411778, 15.1231663 50.1411262)",,,,,,
291377910,False,Palackého,secondary,False,63.18,"LINESTRING (15.1240589 50.1418988, 15.1238281 50.1419261, 15.1234928 50.1419587, 15.1233195 50.1419843, 15.1231909 50.1420104)",2,611,50,,,
291377910,False,Palackého,secondary,True,26.06,"LINESTRING (15.1240589 50.1418988, 15.1242551 50.1418772, 15.1244199 50.1418615)",2,611,50,,,
894691283,False,Palackého,secondary,False,36.567,"LINESTRING (15.1212727 50.1423774, 15.1207636 50.1424185)",2,611,50,,,
36104586,True,Turinského,residential,False,55.080999999999996,"LINESTRING (15.1212727 50.1423774, 15.1212957 50.1421852, 15.1213375 50.1419279, 15.1213363 50.141884)",,,,,,
894691283,False,Palackého,secondary,True,47.368,"LINESTRING (15.1212727 50.1423774, 15.1217619 50.1423338, 15.1219297 50.1423134)",2,611,50,,,
291377910,False,Palackého,secondary,True,42.444,"LINESTRING (15.1244199 50.1418615, 15.1250034 50.141785)",2,611,50,,,
291377910,False,Palackého,secondary,False,26.06,"LINESTRING (15.1244199 50.1418615, 15.1242551 50.1418772, 15.1240589 50.1418988)",2,611,50,,,
30969131,False,Ostrovní,residential,True,81.056,"LINESTRING (15.1259444 50.1415558, 15.1259754 50.1414704, 15.1259198 50.1412694, 15.1258436 50.140835)",,,,,,
291377910,False,Palackého,secondary,False,71.749,"LINESTRING (15.1259444 50.1415558, 15.1254497 50.141681, 15.1252305 50.1417342, 15.1250034 50.141785)",2,611,50,,,
280534982,False,Na Chmelnici,residential,True,129.984,"LINESTRING (15.1128993 50.1459979, 15.1129339 50.1460409, 15.112972 50.1460859, 15.1137671 50.1470261)",,,,,,
810752667,False,Husova,secondary,True,145.558,"LINESTRING (15.1128993 50.1459979, 15.113224 50.145783, 15.1136102 50.1454117, 15.1137104 50.1453128, 15.113896 50.1451214, 15.1139704 50.1450329, 15.1140407 50.1449218)",,329,50,,,
291377910,False,Palackého,secondary,True,96.114,"LINESTRING (15.1219297 50.1423134, 15.1220236 50.1422974, 15.122193 50.1422642, 15.1223861 50.1422244, 15.1225527 50.1421772, 15.1227269 50.1421336, 15.1229087 50.1420869, 15.123042 50.1420476, 15.1231909 50.1420104)",2,611,50,,,
"[182326344, 661199269]",False,Komenského,residential,True,88.574,"LINESTRING (15.1219297 50.1423134, 15.1219523 50.1425553, 15.1220263 50.1429879, 15.122052 50.1431058)",,,,,,
894691283,False,Palackého,secondary,False,47.368,"LINESTRING (15.1219297 50.1423134, 15.1217619 50.1423338, 15.1212727 50.1423774)",2,611,50,,,
"[894691283, 181073743]",False,Palackého,secondary,True,41.698,"LINESTRING (15.12018 50.1424432, 15.1204502 50.1424322, 15.1206555 50.1424271, 15.1207636 50.1424185)",2,611,50,,,
"[418248170, 291377867]",False,Jiřího náměstí,secondary,False,192.13099999999994,"LINESTRING (15.12018 50.1424432, 15.1197774 50.1424157, 15.1195909 50.142399, 15.119319 50.1423772, 15.1190561 50.1423659, 15.1188732 50.1423607, 15.1187606 50.1423637, 15.1186902 50.1423628, 15.1186285 50.1423637, 15.1185648 50.1423742, 15.1185079 50.1423924, 15.1183785 50.1424358, 15.1182577 50.1424874, 15.1181504 50.142536, 15.1180716 50.1425668, 15.1179721 50.1425905, 15.1178755 50.1426027, 15.1177849 50.1426078, 15.1176635 50.1426022, 15.1176301 50.1425989, 15.1175896 50.1425914)",2,611,50,,,
