osmid,ref,name,highway,oneway,reversed,length,lanes,maxspeed,bridge,geometry
398212869,4882,Chrastěšovské paseky,tertiary,False,False,60.407,,,,"LINESTRING (17.8593978 49.2263373, 17.8592466 49.2268715)"
"[58217907, 931034078, 931034079]",69,Chrastěšovská,primary,False,True,435.40500000000003,2,50,yes,"LINESTRING (17.8593978 49.2263373, 17.8591998 49.2263127, 17.8590514 49.2262892, 17.8589405 49.2262695, 17.8587974 49.2262376, 17.8586568 49.2262013, 17.8585275 49.2261621, 17.8583818 49.2261141, 17.8582098 49.2260511, 17.8580754 49.2259918, 17.8578916 49.2258987, 17.8578033 49.2258536, 17.8573222 49.2256082, 17.8571618 49.2255258, 17.8569153 49.2253977, 17.8568277 49.2253473, 17.8567327 49.2252891, 17.8566487 49.2252225, 17.8565802 49.2251639, 17.8564824 49.2250826, 17.8563135 49.2249269, 17.8560389 49.2246707, 17.8557581 49.2243959, 17.8555804 49.2242145, 17.8554204 49.2240405, 17.855246 49.2238444, 17.8551663 49.2237465)"
"[9627553, 58217897, 58217907]",69,"['Masarykovo nám.', 'Chrastěšovská']",primary,False,False,96.57000000000001,2,50,yes,"LINESTRING (17.8549 49.2221969, 17.8549009 49.2222523, 17.854891 49.2223112, 17.8548719 49.2223635, 17.854841 49.2224263, 17.8547227 49.2226367, 17.8547077 49.2226662, 17.8546806 49.2227321, 17.8546643 49.2227774, 17.854653 49.2228213, 17.8546468 49.2228744, 17.8546467 49.2229168, 17.854654 49.2229845, 17.854667 49.2230399)"
9627553,69,Masarykovo nám.,primary,False,True,35.186,,50,,"LINESTRING (17.8549 49.2221969, 17.8548946 49.222144, 17.8548794 49.2220928, 17.8548472 49.2220396, 17.8548126 49.2219977, 17.8547718 49.2219609, 17.8547099 49.2219152)"
37724474,,Masarykovo nám.,residential,False,True,27.346999999999998,,50,,"LINESTRING (17.8549 49.2221969, 17.8549211 49.2220953, 17.8549447 49.2220463, 17.854964 49.2220248, 17.8549976 49.2220052, 17.8550502 49.2219897)"
58217907,69,Chrastěšovská,primary,False,False,86.649,2,50,,"LINESTRING (17.854667 49.2230399, 17.8546885 49.2230915, 17.8547243 49.2231529, 17.855046 49.2235826, 17.8551663 49.2237465)"
"[58217897, 58217907, 9627553]",69,"['Chrastěšovská', 'Masarykovo nám.']",primary,False,True,96.57,2,50,yes,"LINESTRING (17.854667 49.2230399, 17.854654 49.2229845, 17.8546467 49.2229168, 17.8546468 49.2228744, 17.854653 49.2228213, 17.8546643 49.2227774, 17.8546806 49.2227321, 17.8547077 49.2226662, 17.8547227 49.2226367, 17.854841 49.2224263, 17.8548719 49.2223635, 17.854891 49.2223112, 17.8549009 49.2222523, 17.8549 49.2221969)"
282001022,,Nábřežní,residential,False,True,29.207,,,,"LINESTRING (17.854667 49.2230399, 17.8546031 49.2230472, 17.8545435 49.2230427, 17.8545013 49.2230322, 17.8544048 49.2229953, 17.8543043 49.2229521)"
"[949504801, 78497683, 58235135]",69,"['Palackého Náměstí', 'Masarykovo nám.']",primary,False,False,45.108000000000004,2,50,yes,"LINESTRING (17.8521131 49.2203447, 17.8521804 49.220421, 17.8523052 49.2205377, 17.8524658 49.2206781)"
78497683,69,Palackého Náměstí,primary,False,True,25.271,2,50,,"LINESTRING (17.8521131 49.2203447, 17.8520322 49.2202355, 17.8519728 49.2201369)"
9626938,49,Říčanská,primary,False,True,52.366,2,50,,"LINESTRING (17.8522254 49.2191893, 17.8521028 49.2192287, 17.8519799 49.2192553, 17.8518377 49.2192772, 17.8515346 49.2193158)"
37680020,,Palackého Nám.,residential,False,True,72.423,,50,,"LINESTRING (17.8522254 49.2191893, 17.8522427 49.2192304, 17.8522324 49.2192781, 17.8522049 49.219342, 17.8521625 49.2194043, 17.851995 49.2196374, 17.8518599 49.2197809)"
460708125,49,Zlínská,primary,False,False,33.641,2,50,,"LINESTRING (17.8490466 49.2186511, 17.8494788 49.2187599)"
169387104,,Masarykovo nám.,residential,False,True,51.037000000000006,,,,"LINESTRING (17.8529805 49.2211406, 17.8528652 49.2213789, 17.8527656 49.2215776)"
949504801,69,Masarykovo nám.,primary,False,False,77.112,2,50,,"LINESTRING (17.8529805 49.2211406, 17.8530807 49.2212144, 17.8531839 49.2212823, 17.8532729 49.2213367, 17.8534966 49.2214554, 17.8536168 49.2215114, 17.8536991 49.2215462, 17.8537913 49.2215835)"
949504801,69,Masarykovo nám.,primary,False,True,63.577999999999996,2,50,,"LINESTRING (17.8529805 49.2211406, 17.8526072 49.2208051, 17.8524658 49.2206781)"
460708125,49,Zlínská,primary,False,True,33.641,2,50,,"LINESTRING (17.8494788 49.2187599, 17.8490466 49.2186511)"
460708125,49,Zlínská,primary,False,False,161.98600000000002,2,50,,"LINESTRING (17.8494788 49.2187599, 17.8502064 49.2189385, 17.850596 49.2190383, 17.850632 49.2190475, 17.8510408 49.2191508, 17.8513088 49.2192211, 17.8514003 49.2192543, 17.851477 49.2192877, 17.8515346 49.2193158)"
9626218,69,Palackého Náměstí,primary,False,True,58.236999999999995,2,50,,"LINESTRING (17.8518599 49.2197809, 17.8518434 49.2197129, 17.851825 49.2196425, 17.8517983 49.21958, 17.8517615 49.2195194, 17.8517265 49.2194716, 17.8516849 49.2194307, 17.8516164 49.2193727, 17.8515346 49.2193158)"
37680020,,Palackého Nám.,residential,False,False,72.423,,50,,"LINESTRING (17.8518599 49.2197809, 17.851995 49.2196374, 17.8521625 49.2194043, 17.8522049 49.219342, 17.8522324 49.2192781, 17.8522427 49.2192304, 17.8522254 49.2191893)"
78497683,69,Palackého Náměstí,primary,False,False,40.535,2,50,,"LINESTRING (17.8518599 49.2197809, 17.8518849 49.2199008, 17.8519228 49.220034, 17.8519412 49.2200792, 17.8519728 49.2201369)"
37680022,,Štěpská,residential,False,False,151.178,,,,"LINESTRING (17.8519728 49.2201369, 17.8518755 49.2201768, 17.8518148 49.2202134, 17.8513367 49.2205707, 17.8509301 49.2207497, 17.8508204 49.220798, 17.8503527 49.2208604, 17.8502963 49.2208679)"
