osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction,width,tunnel,access
266616700,3,N 14,Route de Larochette,primary,50,False,False,30.185000000000002,"LINESTRING (6.1622976 49.8662345, 6.1621875 49.8663734, 6.1620975 49.8664399, 6.1620697 49.8664604)",,,,,
143187638,1,,Promenade de la Sûre,residential,30,True,False,268.283,"LINESTRING (6.1620697 49.8664604, 6.1619526 49.8664001, 6.1617954 49.8663173, 6.1616239 49.8661689, 6.1616041 49.8661518, 6.161574 49.8661258, 6.1611418 49.8657519, 6.1609819 49.8656135, 6.1608413 49.8654919, 6.1607935 49.8654585, 6.1607529 49.8654301, 6.1598561 49.8648062, 6.1598026 49.8646899, 6.1597584 49.864594)",,,,,
266616700,3,N 14,Route de Larochette,primary,50,False,True,30.185000000000002,"LINESTRING (6.1620697 49.8664604, 6.1620975 49.8664399, 6.1621875 49.8663734, 6.1622976 49.8662345)",,,,,
"[28335346, 875324166, 28335399]","['2', '3']",N 14,"['Route de Larochette', ""D'Sténge Bréck""]",primary,50,False,False,88.28399999999999,"LINESTRING (6.1620697 49.8664604, 6.1620136 49.8665023, 6.1619751 49.866536, 6.1612875 49.8670269, 6.1612496 49.8670525)",yes,,,,
143048969,2,N 14,Rue du Pont,primary,50,True,False,71.845,"LINESTRING (6.1598152 49.8671414, 6.1598853 49.867139, 6.1608166 49.8671123)",,,,,
266616701,2,N 17A,Rue Alexis Heck,primary,50,True,False,44.787,"LINESTRING (6.1624332 49.868687, 6.1624799 49.8688229, 6.162522 49.8689882, 6.1625461 49.869083)",,,,,
840227242,,,Rue du Curé,residential,,False,True,10.118,"LINESTRING (6.1624332 49.868687, 6.1623799 49.8686978, 6.162337 49.8686943, 6.1622968 49.8686863)",,,,,
143048844,1,N 17A,Rue Alexis Heck,primary,50,True,False,30.341,"LINESTRING (6.1626394 49.8694655, 6.1626713 49.8694912, 6.1627318 49.869524, 6.1628504 49.8695429, 6.1630214 49.8695401)",,,,,
143048845,1,N 17A,Rue Alexis Heck,primary,50,True,False,30.988999999999997,"LINESTRING (6.1626394 49.8694655, 6.1626183 49.8694998, 6.1625914 49.8695561, 6.1625182 49.8696277, 6.1623912 49.86968)",,,,,
266616676,1,N 17,Esplanade,primary,50,True,False,124.70299999999999,"LINESTRING (6.1623912 49.86968, 6.1617576 49.8697956, 6.1616136 49.8698235, 6.1614698 49.8698454, 6.161359 49.8698622, 6.1607652 49.8699533, 6.1607077 49.8699623)",,,,,
416962097,2,N 7,Place des Recollets,primary,50,True,False,34.216,"LINESTRING (6.1583707 49.8700881, 6.1582258 49.8699191, 6.1581774 49.8698088)",,,,,
"[875324170, 727175846]",2,N 7,Place des Recollets,primary,50,True,False,43.144999999999996,"LINESTRING (6.1581774 49.8698088, 6.1581347 49.8697114, 6.158124 49.8695818, 6.1581283 49.8694248)",,,,,
143048694,,N 7,Avenue de la Gare,primary,50,True,False,8.339,"LINESTRING (6.1594895 49.8672376, 6.1595102 49.8671638)",,,,,
385733214,,N 7,Rue de Stavelot,primary,50,True,False,25.921999999999997,"LINESTRING (6.1594895 49.8672376, 6.1596617 49.8671693, 6.1598152 49.8671414)",,,,,
143048692,,N 7,Avenue de la Gare,primary,50,False,False,283.83900000000006,"LINESTRING (6.159462 49.8668182, 6.1593779 49.8667027, 6.1589851 49.8662093, 6.1588601 49.8660466, 6.1588525 49.8660371, 6.1588304 49.8660176, 6.158782 49.8659747, 6.1586731 49.8659124, 6.1585051 49.8658473, 6.1584408 49.8658266, 6.1579634 49.8656727, 6.1577448 49.8656015, 6.1567309 49.8652755, 6.1565885 49.8652305)",,,,,
143048693,1,N 7,Avenue de la Gare,primary,50,True,False,45.649,"LINESTRING (6.159462 49.8668182, 6.1596592 49.8670824, 6.159721 49.8671134, 6.1598152 49.8671414)",,,,,
143048692,,N 7,Avenue de la Gare,primary,50,False,False,21.212,"LINESTRING (6.1565885 49.8652305, 6.1563234 49.8651457)",,,,,
143048692,,N 7,Avenue de la Gare,primary,50,False,True,283.83900000000006,"LINESTRING (6.1565885 49.8652305, 6.1567309 49.8652755, 6.1577448 49.8656015, 6.1579634 49.8656727, 6.1584408 49.8658266, 6.1585051 49.8658473, 6.1586731 49.8659124, 6.158782 49.8659747, 6.1588304 49.8660176, 6.1588525 49.8660371, 6.1588601 49.8660466, 6.1589851 49.8662093, 6.1593779 49.8667027, 6.159462 49.8668182)",,,,,
"[118707034, 1225937740, 368983470]",2,,,living_street,20,False,True,82.359,"LINESTRING (6.1565885 49.8652305, 6.1567879 49.8651863, 6.1569405 49.8651785, 6.1574352 49.8651533, 6.1577223 49.8651326)",,,,,
"[118707034, 1225937740, 368983470]",2,,,living_street,20,False,False,82.359,"LINESTRING (6.1577223 49.8651326, 6.1574352 49.8651533, 6.1569405 49.8651785, 6.1567879 49.8651863, 6.1565885 49.8652305)",,,,,
143179631,,,Rue Jean l'Aveugle,residential,30,True,False,242.367,"LINESTRING (6.1576713 49.867113, 6.1576703 49.8671336, 6.1575979 49.8675862, 6.1574989 49.8682036, 6.157469 49.8682416, 6.1573337 49.8692241, 6.1573253 49.8692782)",,,,,
143477147,2,CR 351A,Rue Guillaume,secondary,50,False,True,62.251,"LINESTRING (6.1564646 49.8692032, 6.1568356 49.8692387, 6.1570056 49.8692528, 6.1571778 49.869267, 6.1573253 49.8692782)",,,,,
795363392,2,,Rue des Écoles,unclassified,50,False,False,82.785,"LINESTRING (6.1564646 49.8692032, 6.1564409 49.869287, 6.1563986 49.8694367, 6.1563374 49.8694252, 6.1559013 49.8693436, 6.155643 49.8692952)",,,,,
875324179,2,CR 351A,Rue du Palais,secondary,50,False,False,60.604,"LINESTRING (6.1564646 49.8692032, 6.1557955 49.8690476, 6.1556692 49.8690182)",,,,,
143179646,,,Rue Neuve,residential,30,True,False,227.23399999999998,"LINESTRING (6.1556692 49.8690182, 6.1557071 49.868934, 6.1559156 49.8684485, 6.1559817 49.8683845, 6.155991 49.8683642, 6.1562316 49.867838, 6.1562308 49.8677566, 6.1565253 49.8671232, 6.156547 49.8670619)",,,,,
"[875324179, 143477149]",2,CR 351A,Rue du Palais,secondary,50,False,False,191.885,"LINESTRING (6.1556692 49.8690182, 6.1553424 49.8689422, 6.1551793 49.8689043, 6.154136 49.8686425, 6.1531697 49.8684)",,,,,
875324179,2,CR 351A,Rue du Palais,secondary,50,False,True,60.604,"LINESTRING (6.1556692 49.8690182, 6.1557955 49.8690476, 6.1564646 49.8692032)",,,,,
28579417,,,,residential,,False,True,98.07300000000001,"LINESTRING (6.1531697 49.8684, 6.153107 49.868463, 6.1528911 49.8689885, 6.153286 49.8690568)",,,,,
"[875324179, 143477149]",2,CR 351A,Rue du Palais,secondary,50,False,True,191.885,"LINESTRING (6.1531697 49.8684, 6.154136 49.8686425, 6.1551793 49.8689043, 6.1553424 49.8689422, 6.1556692 49.8690182)",,,,,
143477157,2,CR 351A,Rue du Tilleul,secondary,50,False,True,94.832,"LINESTRING (6.1531697 49.8684, 6.1532464 49.8683137, 6.1536711 49.8676118)",,,,,
875324172,1,,Op der Lann,secondary,50,True,False,8.856,"LINESTRING (6.154576 49.866936, 6.154518 49.8669497, 6.1544565 49.8669458)",,roundabout,,,
143182820,1,,Op der Lann,secondary,50,True,False,17.405,"LINESTRING (6.1544073 49.866794, 6.1544806 49.8667718, 6.1545606 49.8667797, 6.1546203 49.8668149)",,roundabout,,,
875324171,2,CR 351A,Rue de l'Industrie,secondary,50,False,True,101.645,"LINESTRING (6.1544073 49.866794, 6.1543216 49.8667407, 6.1540807 49.8665297, 6.1535518 49.8660662)",,,,,
143048692,,N 7,Avenue de la Gare,primary,50,False,True,21.212,"LINESTRING (6.1563234 49.8651457, 6.1565885 49.8652305)",,,,,
"[143182819, 1221409933]","['2', '3']",,Rue de la Brasserie,tertiary,50,False,False,96.37799999999999,"LINESTRING (6.1563234 49.8651457, 6.1562858 49.8651904, 6.1562315 49.8652541, 6.1562205 49.865267, 6.1559851 49.865576, 6.1557223 49.8659209)",,,,,
