osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,width,access
24404970,False,2,Rue Mathias Cungs,residential,30,False,162.863,"LINESTRING (6.0895231 49.4800756, 6.0895527 49.4800116, 6.0895424 49.4799277, 6.0893586 49.4795318, 6.0893265 49.4794159, 6.0893117 49.4793196, 6.0892951 49.4791069, 6.0892937 49.4787244, 6.0893125 49.4786351)",,,
25203441,False,2,An Hinnefen,residential,30,False,82.35199999999999,"LINESTRING (6.0895231 49.4800756, 6.0894614 49.4801079, 6.0893847 49.4801353, 6.0885638 49.4803228, 6.0884902 49.4803696)",,,
25203441,False,2,An Hinnefen,residential,30,True,157.885,"LINESTRING (6.0895231 49.4800756, 6.0896449 49.4800788, 6.0899448 49.4800177, 6.0901223 49.4800025, 6.0905294 49.4800124, 6.0907451 49.4799885, 6.091501 49.4798357, 6.0916468 49.4798644)",,,
24404970,False,2,Rue Mathias Cungs,residential,30,True,162.863,"LINESTRING (6.0893125 49.4786351, 6.0892937 49.4787244, 6.0892951 49.4791069, 6.0893117 49.4793196, 6.0893265 49.4794159, 6.0893586 49.4795318, 6.0895424 49.4799277, 6.0895527 49.4800116, 6.0895231 49.4800756)",,,
201322787,False,2,Route de Zoufftgen,secondary,50,False,110.007,"LINESTRING (6.0893125 49.4786351, 6.0898348 49.4786967, 6.0900232 49.4787037, 6.0900904 49.4787062, 6.0903329 49.4786977, 6.0906521 49.4786778, 6.0908236 49.4786671)",CR 160,,
"[201322787, 24404951]",False,2,Route de Zoufftgen,secondary,50,True,134.691,"LINESTRING (6.0893125 49.4786351, 6.0889591 49.4785924, 6.0888875 49.4785838, 6.0880809 49.4785095, 6.0874658 49.4784752)",CR 160,,
24481012,False,2,Rue Goethe,residential,30,True,154.383,"LINESTRING (6.0880766 49.4769884, 6.0888962 49.4757062)",,,
27662080,False,2,Rue Schiller,residential,30,True,65.772,"LINESTRING (6.0880766 49.4769884, 6.0889651 49.4768596)",,,
24821923,False,2,Rue des Fleurs,residential,30,False,161.988,"LINESTRING (6.0880766 49.4769884, 6.0879497 49.4769643, 6.0878559 49.4769152, 6.087657 49.476757, 6.0874406 49.4766289, 6.0871047 49.4764845, 6.0870089 49.4764175, 6.0867568 49.476308, 6.0866841 49.4762764, 6.086329 49.4760989)",,,
"[24405105, 336389573]",False,2,Rue de l'Indépendance,residential,30,True,177.373,"LINESTRING (6.0880766 49.4769884, 6.0880396 49.4770923, 6.0878901 49.4774679, 6.0878803 49.4775079, 6.0878655 49.477626, 6.0878681 49.4778522, 6.0878694 49.4779653, 6.087857 49.4780446, 6.087788 49.4781289, 6.0877628 49.4781481, 6.0877277 49.4781748, 6.0876149 49.4782279, 6.0875816 49.4782436, 6.087521 49.478296, 6.0874873 49.4783554, 6.0874658 49.4784752)",,,
24422788,False,2,Rue des Écoles,residential,30,False,20.832,"LINESTRING (6.0858183 49.4778843, 6.0860801 49.4778058)",,,
341453104,False,2,Rue du Commerce,secondary,50,False,64.841,"LINESTRING (6.0858183 49.4778843, 6.0858357 49.4779476, 6.0858455 49.4779785, 6.0859416 49.4783597, 6.0859665 49.4784594)",CR 184,,
341453104,False,2,Rue du Commerce,secondary,50,True,140.501,"LINESTRING (6.0858183 49.4778843, 6.0857821 49.4777415, 6.0857398 49.4775846, 6.0856741 49.4774247, 6.0855862 49.477267, 6.0855123 49.47714, 6.0854642 49.4770775, 6.0853985 49.4770296, 6.0852188 49.4769817, 6.0850352 49.4769528, 6.0848863 49.4769058)",CR 184,,
24404951,False,2,Route de Zoufftgen,secondary,50,False,38.864999999999995,"LINESTRING (6.0859665 49.4784594, 6.0861345 49.4784564, 6.0865042 49.4784488)",CR 160,,
"[136319986, 136319990]",True,"['1', '2']",Rue du Commerce,secondary,"['50', '30']",False,116.34,"LINESTRING (6.0859665 49.4784594, 6.085989 49.4785713, 6.0859946 49.4786821, 6.0859844 49.4790037, 6.0859839 49.4791426, 6.0859974 49.4792843, 6.0860067 49.4793413, 6.0860384 49.4794122, 6.0861115 49.4794873)",CR 184,,
341453104,False,2,Rue du Commerce,secondary,50,True,64.84100000000001,"LINESTRING (6.0859665 49.4784594, 6.0859416 49.4783597, 6.0858455 49.4779785, 6.0858357 49.4779476, 6.0858183 49.4778843)",CR 184,,
926764685,True,1,Rue Antoine Zinnen,secondary,30,False,32.51,"LINESTRING (6.0861115 49.4794873, 6.0862099 49.4795368, 6.0864898 49.4796448)",CR 184,,
1013065422,False,2,Rue Jean Jaurès,living_street,20,False,57.386,"LINESTRING (6.0861115 49.4794873, 6.0860826 49.4794906, 6.0860045 49.4794995, 6.0854041 49.4795681, 6.0853292 49.4795767)",,4.8,
24430974,True,1,Rue Michel Lentz,secondary,50,False,42.936,"LINESTRING (6.0864898 49.4796448, 6.0865659 49.4796955, 6.0866236 49.4797508, 6.0866792 49.4798088, 6.0867322 49.4798863, 6.086756 49.4799804)",CR 184,,
24893493,False,2,Rue Antoine Zinnen,residential,30,False,99.619,"LINESTRING (6.0864898 49.4796448, 6.0869043 49.4795419, 6.0872216 49.4794532, 6.0874694 49.4793483, 6.0877025 49.4792319)",,,
24433203,False,2,Rue Laurent Menager,residential,30,False,52.641,"LINESTRING (6.0865944 49.4755117, 6.0860658 49.4751859)",,,
