osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,bridge,access
"[36098102, 29733358]",,,,unclassified,,True,False,100.42399999999999,"LINESTRING (6.446741 49.676696, 6.4468009 49.6766981, 6.4468771 49.6767174, 6.4469622 49.6767558, 6.4471291 49.6769218, 6.4474471 49.67718, 6.4477301 49.6770654)",,,
94354215,2,B 419,Am Bahnhof,primary,50,False,False,19.518,"LINESTRING (6.446741 49.676696, 6.4468003 49.6767896, 6.4468508 49.6768564)",,,
488291684,2,B 419,Am Bahnhof,primary,50,False,True,47.021,"LINESTRING (6.446741 49.676696, 6.4466869 49.6766049, 6.4466304 49.6765031, 6.4465719 49.6764157, 6.4464725 49.6763122)",,,
141179367,2,CR 140,Schaffmill,secondary,50,False,False,5.875,"LINESTRING (6.4406061 49.6752766, 6.4406531 49.6752334)",,,
10415190,2,CR 140,Schaffmill,secondary,50,False,True,60.70700000000001,"LINESTRING (6.4406061 49.6752766, 6.4405882 49.6752928, 6.4404961 49.6753759, 6.4404664 49.6754428, 6.4404626 49.6755272, 6.4405068 49.675633, 6.4405994 49.6757815)",,,
94354215,2,B 419,Am Bahnhof,primary,50,False,True,19.518,"LINESTRING (6.4468508 49.6768564, 6.4468003 49.6767896, 6.446741 49.676696)",,,
237105870,1,B 419,,primary,50,True,False,79.46100000000001,"LINESTRING (6.4468508 49.6768564, 6.4467254 49.6767942, 6.446497 49.6766604, 6.4461462 49.67643, 6.4460589 49.6763605)",,,
32720084,1,,Rue de l'Église,residential,20,True,False,60.13,"LINESTRING (6.4398643 49.6777503, 6.4404959 49.6781044)",,,
33708033,2,,Rue des Jardins,residential,30,False,False,68.365,"LINESTRING (6.4398643 49.6777503, 6.4397639 49.6776684, 6.4392731 49.677269)",,,
429052637,2,CR 140,Rue Kummert,secondary,50,False,False,105.94200000000001,"LINESTRING (6.4398643 49.6777503, 6.4399695 49.677684, 6.4408575 49.6771593, 6.440965 49.6771206)",,,
429052637,2,CR 140,Rue Kummert,secondary,50,False,True,158.796,"LINESTRING (6.4398643 49.6777503, 6.4397615 49.6778068, 6.4392395 49.6781216, 6.4387437 49.6784213, 6.4386262 49.6784994, 6.4385988 49.6785202, 6.4384985 49.6786341, 6.4384416 49.6787542, 6.438431 49.6788007)",,,
144079204,2,,Rue Victor Braun,residential,30,False,False,148.244,"LINESTRING (6.4392731 49.677269, 6.4376661 49.6781033)",,,
33708033,2,,Rue des Jardins,residential,30,False,False,74.631,"LINESTRING (6.4392731 49.677269, 6.4389606 49.6769934, 6.4386773 49.6767198)",,,
33708033,2,,Rue des Jardins,residential,30,False,True,68.365,"LINESTRING (6.4392731 49.677269, 6.4397639 49.6776684, 6.4398643 49.6777503)",,,
32720050,2,N 1,Rue du Centenaire,primary,50,False,False,82.38300000000001,"LINESTRING (6.4428253 49.6819566, 6.4428893 49.6819519, 6.4429862 49.6819175, 6.4435801 49.6816231, 6.4436451 49.6815911, 6.4437525 49.6815327)",,,
88714019,2,N 1,Rue de l'École,primary,50,False,True,48.876,"LINESTRING (6.4428253 49.6819566, 6.4427766 49.6819418, 6.4425039 49.681726, 6.4423909 49.6816234)",,,
32720046,2,N 1,Rue de Trèves,primary,50,False,False,164.393,"LINESTRING (6.4455336 49.6806572, 6.4456547 49.6807453, 6.4459642 49.6810192, 6.4468602 49.6818599)",,,
32720050,2,N 1,Rue du Centenaire,primary,50,False,True,160.939,"LINESTRING (6.4455336 49.6806572, 6.4453585 49.6807386, 6.4446956 49.6810626, 6.4439333 49.6814438, 6.443861 49.6814794, 6.4437525 49.6815327)",,,
"[226392654, 87499054, 484526439]",,,Place du Marché aux Bestiaux,residential,,False,False,128.474,"LINESTRING (6.4455336 49.6806572, 6.4456064 49.6806259, 6.4456635 49.6805815, 6.4464186 49.6802265, 6.4466589 49.6801135, 6.4467063 49.6800927, 6.4468689 49.6800429, 6.4469491 49.6800183, 6.4469966 49.6800037)",,,no
98711417,2,CR 140B,Rue de Trèves,secondary,50,False,True,66.39,"LINESTRING (6.4455336 49.6806572, 6.445497 49.6806131, 6.4454378 49.6805416, 6.444984 49.6801799)",,,
32720080,2,,Place du Marché,residential,30,False,False,102.398,"LINESTRING (6.441685 49.6791013, 6.4417534 49.6790918, 6.4418342 49.6791061, 6.4418698 49.6791127, 6.4421128 49.6791607, 6.4422128 49.6791807, 6.442251 49.6792241, 6.4424756 49.6793786, 6.4427975 49.679599)",,,
33450568,2,,Grand-Rue,residential,30,False,False,27.122,"LINESTRING (6.441685 49.6791013, 6.4415743 49.6791715, 6.4415387 49.6791954, 6.4414201 49.6792748)",,,
964606071,,,Rue des Remparts,residential,30,False,False,3.654,"LINESTRING (6.442833 49.6795755, 6.4427975 49.679599)",,,
32720082,1,,Rue Pierre d'Osbourg,residential,30,True,False,82.19,"LINESTRING (6.442833 49.6795755, 6.4433279 49.6792783, 6.4436491 49.6791031, 6.443684 49.6790827)",,,
32720045,1,,Rue de Trèves,residential,30,True,False,33.001,"LINESTRING (6.443684 49.6790827, 6.44381 49.6792072, 6.4439461 49.6793261)",,,
40868766,2,,Rue des Tisserands,living_street,20,False,True,146.532,"LINESTRING (6.443684 49.6790827, 6.4441424 49.6788424, 6.4441672 49.6788079, 6.4436096 49.6784157, 6.4432021 49.6781632)",,,
33450568,2,,Grand-Rue,residential,30,False,True,14.146,"LINESTRING (6.4412835 49.6793663, 6.4414201 49.6792748)",,,
969918801,,,Schaackegässel,residential,,False,False,41.658,"LINESTRING (6.4412835 49.6793663, 6.4417108 49.6796191)",,,
33450568,2,,Grand-Rue,residential,30,False,False,19.905,"LINESTRING (6.4412835 49.6793663, 6.4411627 49.6794326, 6.441052 49.6794595)",,,
33450568,2,,Grand-Rue,residential,30,False,True,19.905,"LINESTRING (6.441052 49.6794595, 6.4411627 49.6794326, 6.4412835 49.6793663)",,,
33450571,2,,Rue de Luxembourg,residential,30,False,False,33.518,"LINESTRING (6.441052 49.6794595, 6.4409924 49.6794545, 6.4409374 49.6794371, 6.4406678 49.6792983)",,,
33450571,2,,Rue de Luxembourg,residential,30,False,False,43.081,"LINESTRING (6.4400804 49.6790583, 6.4400019 49.6790699, 6.4398952 49.6791128, 6.4395869 49.6792701)",,,
33450571,2,,Rue de Luxembourg,residential,30,False,True,50.597,"LINESTRING (6.4400804 49.6790583, 6.4401951 49.6790766, 6.4402708 49.6791013, 6.4406678 49.6792983)",,,
39089280,2,,Keiffeschgässel,residential,30,False,True,38.798,"LINESTRING (6.4400804 49.6790583, 6.4398216 49.6789, 6.4396846 49.6788214)",,,
927615759,2,,Luxensee,residential,20,False,False,53.854,"LINESTRING (6.4400804 49.6790583, 6.4400714 49.6790045, 6.4400881 49.6789733, 6.4403392 49.6787785, 6.4404023 49.678736, 6.4405015 49.6786809)",,,
33450571,2,,Rue de Luxembourg,residential,30,False,False,14.468,"LINESTRING (6.4395869 49.6792701, 6.4394447 49.6793621)",,,
33450571,2,,Rue de Luxembourg,residential,30,False,True,43.080999999999996,"LINESTRING (6.4395869 49.6792701, 6.4398952 49.6791128, 6.4400019 49.6790699, 6.4400804 49.6790583)",,,
927615760,,,Gilgesgässel,residential,,False,False,24.838,"LINESTRING (6.4395869 49.6792701, 6.4397351 49.6793816, 6.4397998 49.6794454)",,,
32720050,2,N 1,Rue du Centenaire,primary,50,False,False,160.939,"LINESTRING (6.4437525 49.6815327, 6.443861 49.6814794, 6.4439333 49.6814438, 6.4446956 49.6810626, 6.4453585 49.6807386, 6.4455336 49.6806572)",,,
32720050,2,N 1,Rue du Centenaire,primary,50,False,True,82.383,"LINESTRING (6.4437525 49.6815327, 6.4436451 49.6815911, 6.4435801 49.6816231, 6.4429862 49.6819175, 6.4428893 49.6819519, 6.4428253 49.6819566)",,,
33450575,2,,Rue Frantz Seimetz,residential,30,True,False,157.23100000000002,"LINESTRING (6.4437525 49.6815327, 6.4438478 49.6816095, 6.4450313 49.6825632, 6.4450865 49.6826078, 6.4451207 49.6826353)",,,
87498055,,,Kuschegässel,residential,30,False,False,192.32299999999998,"LINESTRING (6.4437525 49.6815327, 6.4436863 49.6814689, 6.4436389 49.6814278, 6.4436209 49.6814122, 6.4435671 49.6808764, 6.4435579 49.6807128, 6.4435197 49.6805401, 6.4434586 49.6804281, 6.4433406 49.6802633, 6.4430891 49.6799819, 6.4430261 49.6799114)",,,
150811153,2,,Rue des Caves,residential,30,False,False,81.356,"LINESTRING (6.4451207 49.6826353, 6.4444937 49.6829148, 6.4443147 49.6829942, 6.4441895 49.6830504)",,,
150811153,2,,Rue des Caves,residential,30,False,True,59.510999999999996,"LINESTRING (6.4451207 49.6826353, 6.4455747 49.6824329, 6.4458019 49.6823317)",,,
32720046,2,N 1,Rue de Trèves,primary,50,False,True,164.39300000000003,"LINESTRING (6.4468602 49.6818599, 6.4459642 49.6810192, 6.4456547 49.6807453, 6.4455336 49.6806572)",,,
33450567,1,,Rue Kurzacht,residential,30,True,False,92.36,"LINESTRING (6.4468602 49.6818599, 6.4472702 49.6816646, 6.4478266 49.6814399, 6.4478648 49.6814121, 6.4479152 49.6813896)",,,
150811153,2,,Rue des Caves,residential,30,False,False,92.539,"LINESTRING (6.4468602 49.6818599, 6.4468076 49.681875, 6.4466606 49.6819416, 6.4458019 49.6823317)",,,
"[1106931051, 461335045]",2,N 1,Rue de Trèves,primary,50,False,False,130.475,"LINESTRING (6.4468602 49.6818599, 6.4469284 49.6819272, 6.4476053 49.6825905, 6.4477575 49.6827396, 6.4478592 49.6828392)",,,
87498057,2,,Rue Pietert,residential,30,False,True,11.484,"LINESTRING (6.4370573 49.6774364, 6.4371459 49.6775223)",,,
33708032,1,,Rue des Fleurs,residential,,True,False,36.879,"LINESTRING (6.4370573 49.6774364, 6.4374109 49.677274, 6.4374569 49.6773155)",,,
87498057,2,,Rue Pietert,residential,30,False,False,61.833,"LINESTRING (6.4370573 49.6774364, 6.4367075 49.6770611, 6.4366268 49.6769555)",,,
87498057,2,,Rue Pietert,residential,30,False,False,74.664,"LINESTRING (6.4376661 49.6781033, 6.4371459 49.6775223)",,,
144079204,2,,Rue Victor Braun,residential,30,False,True,148.244,"LINESTRING (6.4376661 49.6781033, 6.4392731 49.677269)",,,
87498057,2,,Rue Pietert,residential,30,False,True,97.391,"LINESTRING (6.4376661 49.6781033, 6.4379401 49.6783729, 6.4382014 49.6786874, 6.4382325 49.6787274, 6.4382962 49.6787689, 6.4383724 49.6787869, 6.438431 49.6788007)",,,
10415190,2,CR 140,Schaffmill,secondary,50,False,False,60.70700000000001,"LINESTRING (6.4405994 49.6757815, 6.4405068 49.675633, 6.4404626 49.6755272, 6.4404664 49.6754428, 6.4404961 49.6753759, 6.4405882 49.6752928, 6.4406061 49.6752766)",,,
10415190,2,CR 140,Schaffmill,secondary,50,False,True,152.67999999999998,"LINESTRING (6.4405994 49.6757815, 6.4408033 49.6761056, 6.4408401 49.6762032, 6.4408569 49.6763, 6.440881 49.6765491, 6.440922 49.6770098, 6.440965 49.6771206)",,,
144079207,2,,Rue des Fleurs,residential,30,False,True,78.06400000000001,"LINESTRING (6.4405994 49.6757815, 6.4405544 49.6758035, 6.4404366 49.675861, 6.4397333 49.6762043)",,,
144079207,2,,Rue des Fleurs,residential,30,False,False,109.994,"LINESTRING (6.4374569 49.6773155, 6.4386773 49.6767198)",,,
144079211,1,,Rue des Fleurs,residential,,True,False,37.227000000000004,"LINESTRING (6.4374569 49.6773155, 6.4375026 49.6773567, 6.4371459 49.6775223)",,,
87498057,2,,Rue Pietert,residential,30,False,False,11.484,"LINESTRING (6.4371459 49.6775223, 6.4370573 49.6774364)",,,
87498057,2,,Rue Pietert,residential,30,False,True,74.664,"LINESTRING (6.4371459 49.6775223, 6.4376661 49.6781033)",,,
144079207,2,,Rue des Fleurs,residential,30,False,True,109.994,"LINESTRING (6.4386773 49.6767198, 6.4374569 49.6773155)",,,
33708033,2,,Rue des Jardins,residential,30,False,True,74.631,"LINESTRING (6.4386773 49.6767198, 6.4389606 49.6769934, 6.4392731 49.677269)",,,
144079207,2,,Rue des Fleurs,residential,30,False,False,95.26499999999999,"LINESTRING (6.4386773 49.6767198, 6.4387791 49.6766561, 6.4397333 49.6762043)",,,
144079756,2,,Rue Jean-Pierre Urwald,residential,30,False,True,172.374,"LINESTRING (6.4386773 49.6767198, 6.4383978 49.6764567, 6.4373203 49.6754423)",,,
144079418,2,,An der Gewan,residential,30,False,False,81.344,"LINESTRING (6.4373203 49.6754423, 6.4382008 49.6749835)",,,
144079756,2,,Rue Jean-Pierre Urwald,residential,30,False,False,172.374,"LINESTRING (6.4373203 49.6754423, 6.4383978 49.6764567, 6.4386773 49.6767198)",,,
1043129412,2,,An der Gewan,residential,30,False,True,64.05799999999999,"LINESTRING (6.4373203 49.6754423, 6.4369382 49.6756357, 6.4367693 49.6757004, 6.4365797 49.6757571)",,,
87498059,2,,Rue des Foyers,residential,30,False,True,170.735,"LINESTRING (6.4365797 49.6757571, 6.4372453 49.676485, 6.4372851 49.6765535, 6.4372953 49.6766204, 6.4372593 49.6766507, 6.4367722 49.6768994, 6.4366268 49.6769555)",,,
1043129412,2,,An der Gewan,residential,30,False,False,64.05799999999999,"LINESTRING (6.4365797 49.6757571, 6.4367693 49.6757004, 6.4369382 49.6756357, 6.4373203 49.6754423)",,,
34916451,,,Avenue Prince Henri,residential,30,False,False,33.056,"LINESTRING (6.444984 49.6801799, 6.4450267 49.6801584, 6.4450887 49.6801273, 6.4452729 49.680038, 6.4453446 49.679996)",,,
98711417,2,CR 140B,Rue de Trèves,secondary,50,False,False,66.39,"LINESTRING (6.444984 49.6801799, 6.4454378 49.6805416, 6.445497 49.6806131, 6.4455336 49.6806572)",,,
98711417,2,CR 140B,Rue de Trèves,secondary,50,False,True,63.632000000000005,"LINESTRING (6.444984 49.6801799, 6.4447568 49.6799773, 6.4444551 49.6797213)",,,
34916452,2,CR 140A,Rue de la Moselle,secondary,50,False,False,5.79,"LINESTRING (6.444854 49.6790245, 6.4449007 49.6789821)",,,
34916452,2,CR 140A,Rue de la Moselle,secondary,50,False,True,69.16900000000001,"LINESTRING (6.444854 49.6790245, 6.4444518 49.6792341, 6.4441992 49.6793658, 6.4441384 49.6793974, 6.4441053 49.6794147)",,,
34916453,1,,Rue Mathias Schou (Blannen Theis),residential,30,True,False,29.071,"LINESTRING (6.4418079 49.6770352, 6.4415177 49.6772171)",,,
150770407,1,,Rue des Bateliers,residential,30,True,False,161.365,"LINESTRING (6.4418079 49.6770352, 6.4427199 49.677538, 6.4435149 49.6779764)",,,
34916452,2,CR 140A,Rue de la Moselle,secondary,50,False,True,44.99,"LINESTRING (6.4459551 49.6784649, 6.4459119 49.6784836, 6.4458014 49.6785322, 6.4457888 49.6785385, 6.445539 49.6786633, 6.4454534 49.6787061)",,,
141179368,2,N 10,Route du Vin,primary,50,False,False,155.844,"LINESTRING (6.4459551 49.6784649, 6.4458529 49.6783524, 6.4455838 49.6780723, 6.4455308 49.6780283, 6.4452916 49.6778298, 6.445203 49.6777624, 6.444994 49.6776035, 6.4446182 49.6773708)",,,
438516765,2,N 10,Route du Vin,primary,50,False,True,186.873,"LINESTRING (6.4459551 49.6784649, 6.4460095 49.6785285, 6.4460543 49.6785808, 6.4461119 49.6786659, 6.4465739 49.6793486, 6.4466434 49.6794591, 6.4468758 49.6798172, 6.4469966 49.6800037)",,,
98711417,2,CR 140B,Rue de Trèves,secondary,50,False,False,42.376,"LINESTRING (6.4441053 49.6794147, 6.4444551 49.6797213)",,,
34916452,2,CR 140A,Rue de la Moselle,secondary,50,False,False,69.169,"LINESTRING (6.4441053 49.6794147, 6.4441384 49.6793974, 6.4441992 49.6793658, 6.4444518 49.6792341, 6.444854 49.6790245)",,,
98711417,2,CR 140B,Rue de Trèves,secondary,50,False,True,15.357,"LINESTRING (6.4441053 49.6794147, 6.4440507 49.6793977, 6.4439978 49.6793677, 6.4439461 49.6793261)",,,
"[141179368, 963708462]",2,N 10,Route du Vin,primary,50,False,False,145.578,"LINESTRING (6.4428912 49.676397, 6.4428044 49.6763491, 6.4427162 49.6762992, 6.4414234 49.6756234, 6.4413164 49.6755756)",,,
141179368,2,N 10,Route du Vin,primary,50,False,True,164.837,"LINESTRING (6.4428912 49.676397, 6.443107 49.6765164, 6.4431724 49.6765514, 6.4435547 49.6767644, 6.4436803 49.6768343, 6.4440631 49.677053, 6.4441297 49.6770904, 6.4444644 49.6772782, 6.4446182 49.6773708)",,,
"[1004433585, 34916453]",1,,Rue Mathias Schou (Blannen Theis),residential,30,True,False,105.41300000000001,"LINESTRING (6.4428912 49.676397, 6.4428566 49.6764174, 6.442762 49.6764731, 6.4426847 49.6765187, 6.4418079 49.6770352)",,,
73252677,1,,Rue Sainte-Catherine,tertiary,50,True,False,44.088,"LINESTRING (6.4416141 49.6812626, 6.4415459 49.6813584, 6.4414108 49.6815482, 6.441329 49.6816109)",,,
88714020,1,N 1,Rue de l'École,primary,50,True,False,64.517,"LINESTRING (6.4416141 49.6812626, 6.4415196 49.6812204, 6.4414783 49.6812019, 6.4410762 49.6810092, 6.440912 49.6809038)",,,
33707294,2,CR 139A,Fossé des Tanneurs,secondary,50,False,True,76.52799999999999,"LINESTRING (6.441329 49.6816109, 6.4412646 49.6815549, 6.4410862 49.6814586, 6.4407817 49.6812717, 6.44061 49.6811662, 6.4405614 49.6811364)",,,
98711408,2,CR 137,Rue de Münschecker,secondary,50,False,False,70.15899999999999,"LINESTRING (6.441329 49.6816109, 6.4413477 49.681665, 6.441332 49.6817243, 6.4412045 49.6819364, 6.4411498 49.6820369, 6.4411245 49.6821285, 6.4411191 49.6822166)",,,
319339737,2,,Beim ale Quai,residential,,False,False,7.061,"LINESTRING (6.4487401 49.6837723, 6.4488222 49.6837375)",,,
770850980,1,N 1;N 10,Rue de Trèves,primary,50,True,False,72.6,"LINESTRING (6.4487401 49.6837723, 6.4486816 49.6837088, 6.4483635 49.6832921, 6.4482556 49.6832017)",,,
111640223,1,,Rue Syr,residential,20,True,False,99.38900000000001,"LINESTRING (6.4414876 49.6774911, 6.4410936 49.6776768, 6.4409702 49.6777423, 6.440815 49.6778458, 6.4406366 49.6779918, 6.4404959 49.6781044)",,,
150770991,,,Rue de Thionville,residential,,False,False,32.557,"LINESTRING (6.4414876 49.6774911, 6.441727 49.6776822, 6.4417868 49.6777085)",,,
58888871,2,,Rue de la Poste,residential,20,False,False,33.468,"LINESTRING (6.4417868 49.6777085, 6.4416362 49.6778319, 6.441606 49.6778567, 6.4414985 49.6779447)",,,
150770991,,,Rue de Thionville,residential,,False,False,12.261,"LINESTRING (6.4417868 49.6777085, 6.4418792 49.6777288, 6.441944 49.6777503)",,,
150770991,,,Rue de Thionville,residential,,False,True,32.557,"LINESTRING (6.4417868 49.6777085, 6.441727 49.6776822, 6.4414876 49.6774911)",,,
150770991,,,Rue de Thionville,residential,,False,True,12.261,"LINESTRING (6.441944 49.6777503, 6.4418792 49.6777288, 6.4417868 49.6777085)",,,
1022649261,2,,Rue Victor Prost,residential,,False,True,30.627,"LINESTRING (6.4435149 49.6779764, 6.4432021 49.6781632)",,,
150770407,1,,Rue des Bateliers,residential,30,True,False,150.633,"LINESTRING (6.4435149 49.6779764, 6.4439662 49.6782206, 6.4441045 49.6783138, 6.4442495 49.6784116, 6.4442544 49.6784158, 6.444797 49.6788946, 6.4448715 49.6789575, 6.4449007 49.6789821)",,,
38546915,1,,Rue Victor Prost,residential,30,True,False,104.1,"LINESTRING (6.4446182 49.6773708, 6.4445062 49.6774322, 6.4441783 49.6776122, 6.4435149 49.6779764)",,,
141179368,2,N 10,Route du Vin,primary,50,False,False,164.83700000000002,"LINESTRING (6.4446182 49.6773708, 6.4444644 49.6772782, 6.4441297 49.6770904, 6.4440631 49.677053, 6.4436803 49.6768343, 6.4435547 49.6767644, 6.4431724 49.6765514, 6.443107 49.6765164, 6.4428912 49.676397)",,,
141179368,2,N 10,Route du Vin,primary,50,False,True,155.844,"LINESTRING (6.4446182 49.6773708, 6.444994 49.6776035, 6.445203 49.6777624, 6.4452916 49.6778298, 6.4455308 49.6780283, 6.4455838 49.6780723, 6.4458529 49.6783524, 6.4459551 49.6784649)",,,
915437761,2,CR 137,Rue de Münschecker,secondary,50,False,True,37.016,"LINESTRING (6.4414332 49.6828507, 6.4413615 49.6827676, 6.4413343 49.6827326, 6.4413166 49.682709, 6.4412901 49.6826671, 6.4412338 49.6825454)",,,
39089280,2,,Keiffeschgässel,residential,30,False,False,38.798,"LINESTRING (6.4396846 49.6788214, 6.4398216 49.6789, 6.4400804 49.6790583)",,,
111640223,1,,Rue Syr,residential,20,True,False,79.31099999999999,"LINESTRING (6.4396846 49.6788214, 6.4393602 49.679018, 6.439257 49.6790887, 6.4392154 49.679146, 6.4392456 49.6792037, 6.4394447 49.6793621)",,,
32720084,1,,Rue de l'Église,residential,20,True,False,46.370999999999995,"LINESTRING (6.4404959 49.6781044, 6.4406946 49.6782088, 6.4408368 49.6783116, 6.4409374 49.6784045)",,,
111640223,1,,Rue Syr,residential,20,True,False,100.128,"LINESTRING (6.4404959 49.6781044, 6.4402373 49.6783164, 6.4401428 49.6784045, 6.4399584 49.678611, 6.4398618 49.6786813, 6.4396815 49.6787911, 6.4396846 49.6788214)",,,
33450571,2,,Rue de Luxembourg,residential,30,False,True,3.819,"LINESTRING (6.4394072 49.6793864, 6.4394447 49.6793621)",,,
33450571,2,,Rue de Luxembourg,residential,30,False,False,58.678999999999995,"LINESTRING (6.4394072 49.6793864, 6.4391249 49.6795799, 6.439031 49.679648, 6.4388962 49.6797495, 6.4388613 49.6797782)",,,
49359794,,,Rue de la Tour,residential,30,False,True,146.52100000000002,"LINESTRING (6.4394072 49.6793864, 6.4394483 49.6794109, 6.4403824 49.6799674, 6.4406145 49.6801056, 6.4407487 49.6801516, 6.4407992 49.6801572, 6.4408398 49.6801459, 6.440871 49.6801049, 6.440914 49.6800632)",,,
33450571,2,,Rue de Luxembourg,residential,30,False,False,3.819,"LINESTRING (6.4394447 49.6793621, 6.4394072 49.6793864)",,,
33450571,2,,Rue de Luxembourg,residential,30,False,True,14.468,"LINESTRING (6.4394447 49.6793621, 6.4395869 49.6792701)",,,
1022649261,2,,Rue Victor Prost,residential,,False,False,30.627,"LINESTRING (6.4432021 49.6781632, 6.4435149 49.6779764)",,,
40868766,2,,Rue des Tisserands,living_street,20,False,False,146.532,"LINESTRING (6.4432021 49.6781632, 6.4436096 49.6784157, 6.4441672 49.6788079, 6.4441424 49.6788424, 6.443684 49.6790827)",,,
111640231,,,Rue des Tisserands,living_street,20,False,False,160.981,"LINESTRING (6.4432021 49.6781632, 6.4427726 49.6778781, 6.4427089 49.6778364, 6.4425017 49.6777169, 6.4421409 49.6775071, 6.4417648 49.6773487, 6.4415177 49.6772171)",,,
829609807,1,,,primary,50,True,False,5.896,"LINESTRING (6.4482289 49.682998, 6.4483105 49.6829931)",roundabout,,
