osmid,oneway,name,highway,reversed,length,geometry,width,maxspeed,lanes,junction
43034970,False,Doktara Jakobsens gøta,residential,False,45.45,"LINESTRING (-6.7762851 62.0093729, -6.7763765 62.0093342, -6.7767492 62.0091991, -6.7769684 62.0091197)",,,,
43034970,False,Doktara Jakobsens gøta,residential,True,12.961,"LINESTRING (-6.7771673 62.0090499, -6.77704 62.0090937, -6.7769684 62.0091197)",,,,
970189688,False,Sigmundargøta,residential,True,31.415999999999997,"LINESTRING (-6.7771673 62.0090499, -6.7771027 62.0089662, -6.7770875 62.0089253, -6.7771002 62.0088718, -6.7771536 62.0087769)",,30,1,
4967429,True,Yviri við Strond,secondary,False,17.037,"LINESTRING (-6.763607 62.0084878, -6.7635918 62.0085085, -6.7635906 62.0085304, -6.7636035 62.0085514, -6.7636293 62.0085696, -6.7636656 62.0085834, -6.763709 62.0085913, -6.7637556 62.0085928)",,50,,roundabout
"[4967432, 144188851]",False,Yviri við Strond,secondary,False,147.44400000000002,"LINESTRING (-6.763607 62.0084878, -6.7632562 62.0084528, -6.7630627 62.0084072, -6.7628217 62.0083731, -6.762545 62.0083852, -6.7622362 62.0084612, -6.7621849 62.0084819, -6.7618038 62.0086356, -6.7617356 62.008664, -6.7611956 62.0088807)",,50,2,
"[144188851, 144188853]",False,Yviri við Strond,secondary,False,249.86599999999999,"LINESTRING (-6.7592894 62.0099541, -6.7592557 62.0102225, -6.7592387 62.0107156, -6.7592034 62.0111041, -6.7591433 62.0114079, -6.7590928 62.0116462, -6.7590816 62.0116946, -6.7589827 62.0121954)",,50,2,
144188851,False,Yviri við Strond,secondary,True,158.147,"LINESTRING (-6.7592894 62.0099541, -6.7593617 62.0097915, -6.7594347 62.0097324, -6.759607 62.0096341, -6.7604938 62.0091887, -6.7611956 62.0088807)",,50,2,
526841387,False,,unclassified,False,39.413,"LINESTRING (-6.7592894 62.0099541, -6.7591607 62.0099486, -6.7589955 62.0099416, -6.7587857 62.0099263, -6.7587125 62.0099031, -6.7585901 62.0098551)",,,,
970189688,False,Sigmundargøta,residential,False,31.415999999999997,"LINESTRING (-6.7771536 62.0087769, -6.7771002 62.0088718, -6.7770875 62.0089253, -6.7771027 62.0089662, -6.7771673 62.0090499)",,30,1,
629927379,True,Sigmundargøta,residential,False,136.776,"LINESTRING (-6.7766606 62.0075909, -6.7766437 62.0076884, -6.7766588 62.0077967, -6.7767471 62.007945, -6.7768526 62.0080562, -6.7770612 62.0082973, -6.7771407 62.0084413, -6.7771743 62.0085524, -6.7771874 62.0086111, -6.7771974 62.0086563, -6.7771536 62.0087769)",,30,1,
27416419,False,Hoydalsvegur,residential,False,59.452999999999996,"LINESTRING (-6.7763028 62.0135647, -6.7762839 62.0136226, -6.7762646 62.0139308, -6.7762541 62.0140985)",,50,,
27416419,False,Hoydalsvegur,residential,True,42.391000000000005,"LINESTRING (-6.7763028 62.0135647, -6.7764187 62.0134008, -6.7764764 62.0133146, -6.7765003 62.0132586, -6.7765126 62.0131978)",,50,,
27397417,False,Sjúrðargøta,residential,True,44.302,"LINESTRING (-6.7762065 62.0127768, -6.7769572 62.0125907)",,,,
500991292,False,Niels Finsens gøta,residential,False,19.609,"LINESTRING (-6.7762065 62.0127768, -6.7760546 62.0126155)",,50,,
27397417,False,Sjúrðargøta,residential,False,43.409,"LINESTRING (-6.7762065 62.0127768, -6.7756362 62.0129191, -6.7755339 62.0129435, -6.7754629 62.0129462)",,,,
500991291,False,Niels Finsens gøta,residential,False,49.815000000000005,"LINESTRING (-6.7762065 62.0127768, -6.7764448 62.0130406, -6.7765096 62.0131473, -6.7765126 62.0131978)",,50,,
4968658,False,Oman Pisuvarða,residential,False,54.742,"LINESTRING (-6.7762541 62.0140985, -6.7753215 62.014324)",,,,
27416419,False,Hoydalsvegur,residential,False,145.196,"LINESTRING (-6.7762541 62.0140985, -6.7762505 62.0143693, -6.7762942 62.0144674, -6.7764004 62.0145543, -6.7774053 62.0152429)",,50,,
27416419,False,Hoydalsvegur,residential,True,59.452999999999996,"LINESTRING (-6.7762541 62.0140985, -6.7762646 62.0139308, -6.7762839 62.0136226, -6.7763028 62.0135647)",,50,,
4968657,True,Undir Pisuvarða,residential,False,91.796,"LINESTRING (-6.7747064 62.0137568, -6.7758152 62.013499, -6.7759288 62.0134899, -6.7763028 62.0135647)",,,,
156260608,False,Tinghúsvegur,residential,False,239.10299999999998,"LINESTRING (-6.7747064 62.0137568, -6.7746196 62.0136692, -6.7746051 62.013611, -6.7745997 62.0134614, -6.7745621 62.0133871, -6.7744541 62.0133, -6.7743419 62.013225, -6.7742271 62.0131397, -6.7741923 62.0131101, -6.7741068 62.0129038, -6.7740048 62.0128367, -6.773533 62.0126136, -6.773094 62.0123954, -6.7730192 62.0123462, -6.7729455 62.0122931, -6.772646 62.01199, -6.7725665 62.0119225)",2.5,50,,
156260608,False,Tinghúsvegur,residential,True,70.767,"LINESTRING (-6.7747064 62.0137568, -6.7750014 62.0140313, -6.7753215 62.014324)",2.5,50,,
4968658,False,Oman Pisuvarða,residential,True,54.742,"LINESTRING (-6.7753215 62.014324, -6.7762541 62.0140985)",,,,
156260608,False,Tinghúsvegur,residential,False,70.767,"LINESTRING (-6.7753215 62.014324, -6.7750014 62.0140313, -6.7747064 62.0137568)",2.5,50,,
"[156260608, 4972767]",False,"['Tinghúsvegur', 'Jústsgøta']",residential,"[False, True]",189.94400000000002,"LINESTRING (-6.7753215 62.014324, -6.7758496 62.0148263, -6.7759689 62.0149656, -6.7762111 62.0153728, -6.7767983 62.0153085, -6.7774053 62.0152429)",2.5,50,,
27575749,True,Tórsgøta,tertiary,False,69.94399999999999,"LINESTRING (-6.7745818 62.0112611, -6.774474 62.0111702, -6.7744046 62.0111117, -6.7743193 62.0110398, -6.7742127 62.01095, -6.7739299 62.0107115)",,,,
33189133,False,Niels Winthers gøta,secondary,False,70.434,"LINESTRING (-6.7745818 62.0112611, -6.7746843 62.0112345, -6.7752674 62.0110831, -6.7755997 62.0109969, -6.7757629 62.0109545)",,50,,
"[365779325, 33189127]",False,Steinatún,secondary,True,36.298,"LINESTRING (-6.7745818 62.0112611, -6.7742942 62.0113367, -6.7740282 62.0114052, -6.7739736 62.0114195)",,50,,
33188103,False,Sverrisgøta,residential,False,41.985,"LINESTRING (-6.7739299 62.0107115, -6.7746321 62.0105272)",,,,
1103327944,True,Tórsgøta,tertiary,False,122.37400000000001,"LINESTRING (-6.7739299 62.0107115, -6.7737866 62.0105928, -6.7737757 62.0105513, -6.7734783 62.0102923, -6.7734569 62.0102738, -6.773433 62.0102505, -6.773207 62.0100505, -6.7728281 62.0097435)",,30,,
500991289,False,Tórsgøta,residential,True,16.144,"LINESTRING (-6.7746793 62.0113451, -6.7748319 62.0114714)",,,,
503188859,False,Húsabrúgv,unclassified,False,40.627,"LINESTRING (-6.7710895 62.0096592, -6.7709584 62.0095831, -6.7709095 62.0095432, -6.7708987 62.0095344, -6.7708606 62.0094925, -6.7707971 62.0093954, -6.7707565 62.0093341)",,,,
4972589,False,Bøkjarabrekka,secondary,False,88.631,"LINESTRING (-6.7724029 62.0117029, -6.7728585 62.0116566, -6.7731382 62.0116248, -6.7735165 62.0115448, -6.7739202 62.0114317, -6.7739736 62.0114195)",,50,,
4972589,False,Bøkjarabrekka,secondary,True,88.032,"LINESTRING (-6.7724029 62.0117029, -6.7709164 62.0119379, -6.7708066 62.0119587)",,50,,
4972589,False,Bøkjarabrekka,secondary,False,88.032,"LINESTRING (-6.7708066 62.0119587, -6.7709164 62.0119379, -6.7724029 62.0117029)",,50,,
4972590,False,R.C. Effersøes gøta,secondary,False,43.979,"LINESTRING (-6.7708066 62.0119587, -6.7707106 62.0119043, -6.7702639 62.0116561)",,50,,
5005474,False,R.C. Effersøes gøta,secondary,False,87.273,"LINESTRING (-6.7708066 62.0119587, -6.7708843 62.0120181, -6.7711616 62.0123054, -6.7715253 62.0126669)",,50,,
4972590,False,R.C. Effersøes gøta,secondary,True,7.756,"LINESTRING (-6.7684533 62.0112193, -6.7686013 62.0112257)",,50,,
28377305,True,Hoyvíksvegur,residential,False,23.843,"LINESTRING (-6.7684533 62.0112193, -6.7683493 62.0110105)",,,,
500478414,False,Jónas Broncks gøta,secondary,False,12.612,"LINESTRING (-6.7684533 62.0112193, -6.7683393 62.011199, -6.7682379 62.0111691)",,50,,
500749705,False,Gripsvegur,unclassified,False,32.966,"LINESTRING (-6.767995 62.0132342, -6.7686252 62.0132133)",,50,,
352950096,False,Hoyvíksvegur,unclassified,True,28.148,"LINESTRING (-6.767995 62.0132342, -6.767872 62.0133002, -6.767865 62.0133079, -6.7678329 62.0133429, -6.7678103 62.0133928, -6.7677916 62.0134602)",,50,2,
500751675,False,Hoyvíksvegur,unclassified,True,160.538,"LINESTRING (-6.767995 62.0132342, -6.768422 62.0130031, -6.7684488 62.0129886, -6.7685457 62.0129268, -6.7686173 62.0128527, -6.768653 62.0127726, -6.7686766 62.0126714, -6.7686784 62.012661, -6.768697 62.0125539, -6.7686883 62.0124331, -6.7686051 62.0122281, -6.7683761 62.0119166)",,,,
5005474,False,R.C. Effersøes gøta,secondary,True,6.924,"LINESTRING (-6.7715879 62.0127218, -6.7715253 62.0126669)",,50,,
352950133,False,R.C. Effersøes gøta,secondary,False,43.621,"LINESTRING (-6.7715879 62.0127218, -6.7716693 62.0128013, -6.7719499 62.0130754)",,50,,
500749705,False,Gripsvegur,unclassified,True,92.444,"LINESTRING (-6.7715879 62.0127218, -6.7713905 62.0127795, -6.7703918 62.013015, -6.7702253 62.0130436, -6.7699886 62.0130715)",,50,,
"[156260608, 4972767]",False,"['Jústsgøta', 'Tinghúsvegur']",residential,"[False, True]",189.944,"LINESTRING (-6.7774053 62.0152429, -6.7767983 62.0153085, -6.7762111 62.0153728, -6.7759689 62.0149656, -6.7758496 62.0148263, -6.7753215 62.014324)",2.5,50,,
27416419,False,Hoydalsvegur,residential,True,145.196,"LINESTRING (-6.7774053 62.0152429, -6.7764004 62.0145543, -6.7762942 62.0144674, -6.7762505 62.0143693, -6.7762541 62.0140985)",,50,,
45426160,True,R.C. Effersøes gøta,secondary,False,84.449,"LINESTRING (-6.7748852 62.0159007, -6.7747561 62.0157384, -6.7743154 62.0153103, -6.7742102 62.0152111)",,50,,
27397417,False,Sjúrðargøta,residential,True,43.409,"LINESTRING (-6.7754629 62.0129462, -6.7755339 62.0129435, -6.7756362 62.0129191, -6.7762065 62.0127768)",,,,
27397418,True,Lucas Debesar gøta,residential,False,115.33600000000001,"LINESTRING (-6.7754629 62.0129462, -6.775412 62.0129356, -6.7741173 62.0121274)",,,,
47705832,False,Kongagøta,residential,True,26.469,"LINESTRING (-6.7741173 62.0121274, -6.7745641 62.0120147)",,,,
"[47705832, 27397421]",False,"['Tungugøta', 'Kongagøta']",residential,False,169.714,"LINESTRING (-6.7741173 62.0121274, -6.7740492 62.0121479, -6.7734728 62.0122861, -6.7738238 62.0125145, -6.7739455 62.012593, -6.7749163 62.0131829, -6.7749932 62.0132315)",,,,
500991289,False,Tórsgøta,residential,False,44.368,"LINESTRING (-6.7752448 62.0118202, -6.7748319 62.0114714)",,,,
500991289,False,Tórsgøta,residential,True,76.523,"LINESTRING (-6.7752448 62.0118202, -6.7759374 62.0124268)",,,,
47705832,False,Kongagøta,residential,False,26.469,"LINESTRING (-6.7745641 62.0120147, -6.7741173 62.0121274)",,,,
47705833,True,Kongagøta,residential,False,41.587,"LINESTRING (-6.7745641 62.0120147, -6.7752448 62.0118202)",,,,
500988380,True,Niels Finsens gøta,residential,False,79.60499999999999,"LINESTRING (-6.7745641 62.0120147, -6.7747717 62.0122112, -6.7748709 62.0122767, -6.7749487 62.0123107, -6.7756298 62.0124897)",,50,,
"[47705832, 27397421]",False,"['Tungugøta', 'Kongagøta']",residential,True,169.714,"LINESTRING (-6.7749932 62.0132315, -6.7749163 62.0131829, -6.7739455 62.012593, -6.7738238 62.0125145, -6.7734728 62.0122861, -6.7740492 62.0121479, -6.7741173 62.0121274)",,,,
144188846,False,Jónas Broncks gøta,secondary,False,6.189,"LINESTRING (-6.7664746 62.0101584, -6.7664051 62.0101133)",,50,,
36685667,False,Frúutrøð,unclassified,False,80.491,"LINESTRING (-6.7664746 62.0101584, -6.7659982 62.0103657, -6.7656194 62.0105086, -6.7654974 62.0106907)",,,,
"[500478414, 144188846]",False,Jónas Broncks gøta,secondary,True,132.122,"LINESTRING (-6.7664746 62.0101584, -6.766779 62.0103304, -6.7670376 62.0104817, -6.7678135 62.0109456, -6.7680515 62.0110879)",,50,,
365779317,False,Jónas Broncks gøta,secondary,False,14.825,"LINESTRING (-6.7656925 62.0096861, -6.7655274 62.0095776)",,50,,
"[365779317, 144188846]",False,Jónas Broncks gøta,secondary,True,60.338,"LINESTRING (-6.7656925 62.0096861, -6.7657519 62.0097188, -6.7658173 62.0097547, -6.7663811 62.0100987, -6.7664051 62.0101133)",,50,,
436865263,False,Abbatrøð,residential,False,51.64,"LINESTRING (-6.7656925 62.0096861, -6.7661682 62.0094957, -6.7664464 62.0093853)",,,,
4967429,True,Yviri við Strond,secondary,False,14.753,"LINESTRING (-6.7637556 62.0085928, -6.7638013 62.0085875, -6.7638415 62.0085759, -6.7638722 62.0085592, -6.7638906 62.0085388, -6.763895 62.0085168, -6.7638848 62.0084952)",,50,,roundabout
"[500479264, 365779317]",False,Jónas Broncks gøta,secondary,True,143.84199999999998,"LINESTRING (-6.7637556 62.0085928, -6.763936 62.0086899, -6.7639909 62.0087133, -6.764541 62.0089555, -6.76477 62.0090804, -6.7655274 62.0095776)",,50,,
4972588,True,Tinghúsvegur,tertiary,False,38.881,"LINESTRING (-6.7718913 62.0108761, -6.7721186 62.0112091)",,,,
27641873,True,Nólsoyar Páls gøta,residential,False,85.47799999999998,"LINESTRING (-6.7718913 62.0108761, -6.7718047 62.0108931, -6.7712826 62.0109771, -6.7712378 62.0109789, -6.7712095 62.0109745, -6.7711628 62.0109587, -6.7711423 62.0109409, -6.7710524 62.0108315, -6.7710368 62.010818, -6.7710134 62.0108073, -6.7709843 62.0108003, -6.7709521 62.0107977, -6.7709197 62.0107996, -6.7705359 62.010858)",,,,
27641873,True,Nólsoyar Páls gøta,residential,False,28.762,"LINESTRING (-6.7705359 62.010858, -6.7700161 62.010944)",,,,
"[27641888, 27641874]",False,"['C. Pløyens gøta', 'Amtmansbrekkan']",residential,False,91.245,"LINESTRING (-6.7705359 62.010858, -6.7701569 62.0103635, -6.7701364 62.0103477, -6.7701059 62.0103359, -6.7700688 62.0103295, -6.7700294 62.0103291, -6.7699918 62.0103348, -6.7696041 62.0104235)",,,,
27641874,False,C. Pløyens gøta,residential,True,46.624,"LINESTRING (-6.7705359 62.010858, -6.7708331 62.0112048, -6.7708636 62.011248)",,,,
27641879,False,Undir Glaðsheyggi,residential,False,61.742,"LINESTRING (-6.7700161 62.010944, -6.7698708 62.0107647, -6.7696041 62.0104235)",,,,
27641879,False,Undir Glaðsheyggi,residential,True,51.167,"LINESTRING (-6.7700161 62.010944, -6.7702255 62.0112227, -6.7703009 62.0113527, -6.7702989 62.0113826)",,,,
27641874,False,C. Pløyens gøta,residential,False,46.624,"LINESTRING (-6.7708636 62.011248, -6.7708331 62.0112048, -6.7705359 62.010858)",,,,
4972590,False,R.C. Effersøes gøta,secondary,False,31.1,"LINESTRING (-6.7702639 62.0116561, -6.7698449 62.0114572)",,50,,
4972590,False,R.C. Effersøes gøta,secondary,True,43.979,"LINESTRING (-6.7702639 62.0116561, -6.7707106 62.0119043, -6.7708066 62.0119587)",,50,,
27641875,True,Undir Glaðsheyggi,residential,False,31.869,"LINESTRING (-6.7702639 62.0116561, -6.7703346 62.0116043, -6.7703544 62.0115563, -6.770354 62.0115189, -6.7703163 62.0114155, -6.7702989 62.0113826)",,,,
27641879,False,Undir Glaðsheyggi,residential,False,51.167,"LINESTRING (-6.7702989 62.0113826, -6.7703009 62.0113527, -6.7702255 62.0112227, -6.7700161 62.010944)",,,,
27641883,True,Undir Glaðsheyggi,residential,False,25.105,"LINESTRING (-6.7702989 62.0113826, -6.7701971 62.0114009, -6.7701059 62.0114147, -6.7698449 62.0114572)",,,,
27641879,False,Undir Glaðsheyggi,residential,False,96.21699999999998,"LINESTRING (-6.7696041 62.0104235, -6.7693504 62.0101436, -6.7692172 62.0100151, -6.7690553 62.0099199, -6.7689317 62.0098799, -6.7687059 62.0097416, -6.7686685 62.0097217, -6.7686395 62.0097005)",,,,
27641879,False,Undir Glaðsheyggi,residential,True,61.742,"LINESTRING (-6.7696041 62.0104235, -6.7698708 62.0107647, -6.7700161 62.010944)",,,,
"[27641888, 27641874]",False,"['C. Pløyens gøta', 'Amtmansbrekkan']",residential,True,91.245,"LINESTRING (-6.7696041 62.0104235, -6.7699918 62.0103348, -6.7700294 62.0103291, -6.7700688 62.0103295, -6.7701059 62.0103359, -6.7701364 62.0103477, -6.7701569 62.0103635, -6.7705359 62.010858)",,,,
4972590,False,R.C. Effersøes gøta,secondary,True,31.1,"LINESTRING (-6.7698449 62.0114572, -6.7702639 62.0116561)",,50,,
4972590,False,R.C. Effersøes gøta,secondary,False,75.15100000000001,"LINESTRING (-6.7698449 62.0114572, -6.7694664 62.0112679, -6.7693336 62.011232, -6.7691701 62.0112225, -6.7689701 62.0112209, -6.7686013 62.0112257)",,50,,
27663506,False,A.C. Evensens gøta,residential,False,58.954,"LINESTRING (-6.7683761 62.0119166, -6.7672482 62.011947)",,,,
500751675,False,Hoyvíksvegur,unclassified,False,160.538,"LINESTRING (-6.7683761 62.0119166, -6.7686051 62.0122281, -6.7686883 62.0124331, -6.768697 62.0125539, -6.7686784 62.012661, -6.7686766 62.0126714, -6.768653 62.0127726, -6.7686173 62.0128527, -6.7685457 62.0129268, -6.7684488 62.0129886, -6.768422 62.0130031, -6.767995 62.0132342)",,,,
500751675,False,Hoyvíksvegur,unclassified,True,80.63,"LINESTRING (-6.7683761 62.0119166, -6.7683506 62.0118776, -6.7683463 62.0118447, -6.7683676 62.0118017, -6.7686367 62.0115119, -6.7686686 62.0114535, -6.7686693 62.0113937, -6.7686013 62.0112257)",,,,
27663506,False,A.C. Evensens gøta,residential,False,13.787,"LINESTRING (-6.7672482 62.011947, -6.7670322 62.0120184)",,,,
27663506,False,A.C. Evensens gøta,residential,True,58.954,"LINESTRING (-6.7672482 62.011947, -6.7683761 62.0119166)",,,,
27663508,False,Lützenstrøð,residential,False,112.552,"LINESTRING (-6.7672482 62.011947, -6.7662256 62.0113659, -6.766044 62.0113, -6.7657332 62.0112616)",,,,
27663508,False,Lützenstrøð,residential,False,38.411,"LINESTRING (-6.7657332 62.0112616, -6.7650515 62.0111313)",,,,
27663507,False,Sólteigur,residential,False,114.854,"LINESTRING (-6.7657332 62.0112616, -6.7654007 62.0115408, -6.7650756 62.0118148, -6.7657515 62.0120576)",,,,
27663508,False,Lützenstrøð,residential,True,112.552,"LINESTRING (-6.7657332 62.0112616, -6.766044 62.0113, -6.7662256 62.0113659, -6.7672482 62.011947)",,,,
27663508,False,Lützenstrøð,residential,True,38.411,"LINESTRING (-6.7650515 62.0111313, -6.7657332 62.0112616)",,,,
27663507,False,Sólteigur,residential,True,114.854,"LINESTRING (-6.7657515 62.0120576, -6.7650756 62.0118148, -6.7654007 62.0115408, -6.7657332 62.0112616)",,,,
"[36456481, 144188849, 36456479]",False,"['Tórgarðsgøta', 'Skúlagøta']",residential,False,169.933,"LINESTRING (-6.76231 62.0151011, -6.7623652 62.0150246, -6.7626847 62.014154, -6.7626429 62.0141083, -6.7625173 62.0140943, -6.7624006 62.0140932, -6.762288 62.0141022, -6.7621927 62.0141183, -6.7620809 62.0141451, -6.7619589 62.014178, -6.7616565 62.0142768)",,,,
144188848,False,Stoffalág,residential,False,25.977,"LINESTRING (-6.76231 62.0151011, -6.762489 62.0151368, -6.7627782 62.0151798)",,,,
144188849,False,Tórgarðsgøta,residential,False,89.29,"LINESTRING (-6.7608033 62.0144981, -6.7596974 62.0143652, -6.7593508 62.0143015, -6.7591743 62.01426)",,,,
144188849,False,Tórgarðsgøta,residential,True,42.196,"LINESTRING (-6.7608033 62.0144981, -6.7609333 62.014513, -6.7610102 62.0145159, -6.7610803 62.0145098, -6.761206 62.0144698, -6.7614828 62.0143514)",,,,
27754789,False,Djóna í Geil gøta,residential,False,43.709,"LINESTRING (-6.7611956 62.0088807, -6.761798 62.0091538)",,50,,
144188851,False,Yviri við Strond,secondary,False,158.14700000000002,"LINESTRING (-6.7611956 62.0088807, -6.7604938 62.0091887, -6.759607 62.0096341, -6.7594347 62.0097324, -6.7593617 62.0097915, -6.7592894 62.0099541)",,50,2,
"[4967432, 144188851]",False,Yviri við Strond,secondary,True,147.44400000000002,"LINESTRING (-6.7611956 62.0088807, -6.7617356 62.008664, -6.7618038 62.0086356, -6.7621849 62.0084819, -6.7622362 62.0084612, -6.762545 62.0083852, -6.7628217 62.0083731, -6.7630627 62.0084072, -6.7632562 62.0084528, -6.763607 62.0084878)",,50,2,
27754789,False,Djóna í Geil gøta,residential,False,43.222,"LINESTRING (-6.7629998 62.0097989, -6.7630077 62.0098158, -6.7632089 62.010175)",,50,,
27754789,False,Djóna í Geil gøta,residential,True,37.696,"LINESTRING (-6.7629998 62.0097989, -6.7629111 62.0096989, -6.762772 62.0096031, -6.7626082 62.0095179)",,50,,
"[36456469, 34391511]",False,"['Krossgøta', 'Eysturstræti']",residential,False,201.90900000000002,"LINESTRING (-6.7629998 62.0097989, -6.7618154 62.0099877, -6.7614493 62.0100689, -6.7611105 62.0101973, -6.7607424 62.0103706, -6.7605865 62.0104386, -6.7604255 62.0105145, -6.7604039 62.0105527, -6.7604398 62.0105826, -6.7608919 62.010807)",,,,
27754789,False,Djóna í Geil gøta,residential,False,46.474,"LINESTRING (-6.7632089 62.010175, -6.7634678 62.0105749)",,50,,
27754789,False,Djóna í Geil gøta,residential,True,43.222,"LINESTRING (-6.7632089 62.010175, -6.7630077 62.0098158, -6.7629998 62.0097989)",,50,,
27754790,False,Bókbindaragøta,residential,False,143.74599999999998,"LINESTRING (-6.7632089 62.010175, -6.7625436 62.0102555, -6.7621368 62.0103122, -6.7619871 62.0103388, -6.7618546 62.0103831, -6.7615844 62.0104984, -6.7612591 62.0106499, -6.7608919 62.010807)",,,,
27754790,False,Bókbindaragøta,residential,True,74.316,"LINESTRING (-6.7632089 62.010175, -6.7640919 62.0100472, -6.7643328 62.0100082, -6.7645311 62.0099405)",,,,
27754789,False,Djóna í Geil gøta,residential,True,46.474,"LINESTRING (-6.7634678 62.0105749, -6.7632089 62.010175)",,50,,
34391509,False,Klokkaragøta,residential,False,51.216,"LINESTRING (-6.7634678 62.0105749, -6.7625294 62.0107098)",,,,
27754789,False,Djóna í Geil gøta,residential,False,75.49799999999999,"LINESTRING (-6.7634678 62.0105749, -6.7636836 62.0109274, -6.763733 62.0110418, -6.7637365 62.0111459, -6.7637215 62.011237)",,50,,
27754789,False,Djóna í Geil gøta,residential,False,107.80199999999999,"LINESTRING (-6.7633589 62.0122512, -6.7633344 62.0123532, -6.7633093 62.0124571, -6.7631953 62.0127, -6.7630211 62.013207)",,50,,
