osmid,lanes,highway,oneway,reversed,length,ref,geometry
722286067,2,primary,False,False,38.018,,"LINESTRING (3.6939067 10.9273476, 3.69356 10.9273157)"
722316116,,unclassified,False,False,25.182,,"LINESTRING (3.6939067 10.9273476, 3.693972 10.9271304)"
722401156,,primary,False,False,55.115,,"LINESTRING (3.6939067 10.9273476, 3.6937873 10.9278292)"
723461246,,residential,False,True,55.92,,"LINESTRING (3.6939067 10.9273476, 3.6944134 10.927421)"
40802938,2,primary,False,False,19.034,,"LINESTRING (3.6921516 10.9279013, 3.6920448 10.9280366)"
235352870,2,primary,False,False,173.379,RN 10,"LINESTRING (3.6921516 10.9279013, 3.6924299 10.9263662)"
722286067,2,primary,False,True,79.644,,"LINESTRING (3.6921516 10.9279013, 3.6928266 10.9276297)"
722296569,,residential,False,False,94.54,,"LINESTRING (3.6921516 10.9279013, 3.6919893 10.9287191, 3.6919723 10.9287225)"
40802938,2,primary,False,True,19.034,,"LINESTRING (3.6920448 10.9280366, 3.6921516 10.9279013)"
723745936,,unclassified,False,True,26.921999999999997,,"LINESTRING (3.6920448 10.9280366, 3.6919776 10.9279953, 3.6919051 10.9279689, 3.6918169 10.9279514)"
722296569,,residential,False,False,69.286,,"LINESTRING (3.6918773 10.9293348, 3.6917488 10.929945)"
722296569,,residential,False,True,68.87,,"LINESTRING (3.6918773 10.9293348, 3.6919723 10.9287225)"
722341780,,residential,False,False,70.277,,"LINESTRING (3.6918773 10.9293348, 3.6925159 10.9294141)"
722296569,,residential,False,True,15.35,,"LINESTRING (3.6916125 10.9306179, 3.6916394 10.9304824)"
"[722296569, 722300764]",,residential,False,False,249.067,,"LINESTRING (3.6916125 10.9306179, 3.691315 10.9321168, 3.6920209 10.9322833)"
323466763,,residential,False,False,74.689,,"LINESTRING (3.694504 10.9249669, 3.6951877 10.9249441)"
722316116,,unclassified,False,False,68.355,,"LINESTRING (3.694504 10.9249669, 3.6946478 10.9243686)"
722316116,,unclassified,False,True,87.82,,"LINESTRING (3.694504 10.9249669, 3.6943126 10.925734)"
323466763,,residential,False,True,114.437,,"LINESTRING (3.694504 10.9249669, 3.6936942 10.9249824, 3.6934563 10.9249707)"
323466769,,residential,False,False,74.289,,"LINESTRING (3.6946478 10.9243686, 3.6953277 10.9243424)"
323466769,,residential,False,True,103.179,,"LINESTRING (3.6946478 10.9243686, 3.6937043 10.9244214)"
722316116,,unclassified,False,True,68.355,,"LINESTRING (3.6946478 10.9243686, 3.694504 10.9249669)"
722316116,,unclassified,False,False,102.169,,"LINESTRING (3.6940877 10.9266259, 3.6943126 10.925734)"
722316116,,unclassified,False,True,57.503,,"LINESTRING (3.6940877 10.9266259, 3.693972 10.9271304)"
722332316,,residential,False,False,78.714,,"LINESTRING (3.6940877 10.9266259, 3.6933751 10.9265184)"
722332316,,residential,False,True,62.372,,"LINESTRING (3.6940877 10.9266259, 3.694652 10.9267133)"
235352870,2,primary,False,False,91.858,RN 10,"LINESTRING (3.6924299 10.9263662, 3.6925655 10.9255509)"
