osmid,oneway,name,highway,reversed,length,geometry,lanes,junction,access,bridge
42403605,True,Jalan Hang Kasturi,residential,False,54.599000000000004,"LINESTRING (102.2484295 2.1966801, 102.2482612 2.1965009, 102.2481189 2.1963449, 102.2480959 2.1963196)",,,,
118348033,False,Jalan Tukang Besi,residential,False,43.607,"LINESTRING (102.2490941 2.195094, 102.2488474 2.195399)",,,,
31989043,False,Jalan Kota,unclassified,False,51.817,"LINESTRING (102.2483614 2.193667, 102.248363 2.193201)",,,,
770749222,True,Jalan Kota,unclassified,False,34.255,"LINESTRING (102.2483614 2.193667, 102.2483331 2.1937578, 102.2482967 2.1938023, 102.2482317 2.1938232, 102.2481465 2.1938041)",1,,,
104350359,True,Jalan Kampung Jawa,residential,False,64.426,"LINESTRING (102.2511355 2.1972874, 102.2505614 2.1973686)",,,,
43990159,True,Jalan Bunga Raya,primary,False,118.113,"LINESTRING (102.2511355 2.1972874, 102.2511579 2.1974467, 102.2512454 2.1983438)",1,,,
104350334,True,Jalan Plaza Mahkota 3,unclassified,False,79.559,"LINESTRING (102.2463628 2.1900633, 102.2470624 2.189911)",,,,
103942678,True,Jalan Plaza Mahkota 1,unclassified,False,41.602000000000004,"LINESTRING (102.2463628 2.1900633, 102.2464199 2.1903153, 102.2464455 2.1904282)",,,,
104350289,False,,residential,False,51.911,"LINESTRING (102.2510982 2.196708, 102.2508524 2.1967212, 102.2506323 2.1967415)",,,,
"[768687680, 768687681, 43990159]",True,Jalan Bunga Raya,primary,False,64.559,"LINESTRING (102.2510982 2.196708, 102.2511231 2.1970954, 102.2511254 2.1971306, 102.2511355 2.1972874)",1,,,yes
104350321,False,,residential,True,89.795,"LINESTRING (102.2528135 2.1935619, 102.252787 2.193265, 102.2527931 2.1932313, 102.2528114 2.1931975, 102.2528384 2.1931755, 102.2528756 2.1931627, 102.2529262 2.1931511, 102.2529479 2.1931427, 102.2529676 2.1931293, 102.2529812 2.1931115, 102.2529886 2.1930896, 102.2529853 2.1930417, 102.2529795 2.1928716)",,,,
104350345,False,Jalan Plaza Mahkota 2,unclassified,True,150.59699999999998,"LINESTRING (102.2478281 2.1902122, 102.2471705 2.1903614, 102.2465064 2.1905121)",,,,
38559981,True,Jalan Chan Koon Cheng,residential,False,31.212,"LINESTRING (102.2526064 2.1926721, 102.2525621 2.1927898, 102.2524936 2.1929288)",2,,yes,
661679708,False,Jalan Chan Koon Cheng,residential,True,97.202,"LINESTRING (102.2526064 2.1926721, 102.2525193 2.192461, 102.2524987 2.1924363, 102.2524686 2.192425, 102.2524368 2.19243, 102.2519358 2.1926562)",,,yes,
170829538,False,,unclassified,False,53.577,"LINESTRING (102.2492833 2.1935998, 102.2491978 2.1936097, 102.2491046 2.1935995, 102.249014 2.1935818, 102.2489299 2.1935612, 102.248811 2.193528)",,,,
104350359,True,Jalan Kampung Jawa,residential,False,102.88,"LINESTRING (102.2505614 2.1973686, 102.2504304 2.1974197, 102.2503476 2.1974613, 102.2501695 2.1976048, 102.2500876 2.1976527, 102.2497392 2.1977739)",,,,
"[768676313, 104350369]",True,Jalan Jawa,residential,False,175.293,"LINESTRING (102.2505614 2.1973686, 102.250713 2.1983991, 102.2512454 2.1983438)",,,,
104350303,True,Jalan Plaza Mahkota 8,unclassified,False,56.884,"LINESTRING (102.2451278 2.1901649, 102.2451809 2.1901649, 102.2452313 2.1901559, 102.2453781 2.1900998, 102.2456119 2.19001)",,,,
383029038,True,Jalan Plaza Mahkota 10,unclassified,False,151.139,"LINESTRING (102.2451278 2.1901649, 102.2451671 2.1902133, 102.2452178 2.1902336, 102.2453857 2.1902673, 102.2464455 2.1904282)",,,,
104350291,True,Lorong Hang Jebat,secondary,False,59.68,"LINESTRING (102.2508379 2.1961699, 102.2509063 2.1961237, 102.2509409 2.1960897, 102.2509615 2.196059, 102.2509742 2.1960121, 102.2509775 2.1959821, 102.2509695 2.1959224, 102.2509532 2.1958691, 102.250934 2.1958076, 102.2508944 2.1957054)",1,,,
154824650,True,Lorong Hang Jebat,secondary,False,25.311,"LINESTRING (102.2508379 2.1961699, 102.2508897 2.196179, 102.250942 2.1961915, 102.2509689 2.1961992, 102.2509937 2.1962118, 102.251042 2.1962562)",1,,,
104350289,False,,residential,True,51.911,"LINESTRING (102.2506323 2.1967415, 102.2508524 2.1967212, 102.2510982 2.196708)",,,,
105602709,False,Jalan Kota Laksamana 1/3,residential,True,59.612,"LINESTRING (102.2445019 2.1931208, 102.2446623 2.1932909, 102.2448698 2.193511)",,,,
103942660,True,,secondary,False,22.971,"LINESTRING (102.2487539 2.194297, 102.2487548 2.1942757, 102.2487508 2.1942548, 102.2487422 2.1942353, 102.2487293 2.1942183, 102.248705 2.1942001, 102.2486762 2.1941906, 102.2486458 2.1941909, 102.2486172 2.194201)",2,roundabout,,
104350398,True,Lorong Bukit Cina,residential,False,82.242,"LINESTRING (102.2519323 2.1943193, 102.2519721 2.1944112, 102.2522106 2.1948711, 102.2522635 2.1949805)",2,,,
105114400,False,Jalan Temenggong,residential,True,128.84400000000002,"LINESTRING (102.2519323 2.1943193, 102.2522824 2.1942116, 102.2523939 2.1942014, 102.2524967 2.1942443, 102.2525847 2.1943621, 102.2527207 2.1947621)",,,,
105114401,False,Jalan Bukit Cina,residential,True,56.307,"LINESTRING (102.2527207 2.1947621, 102.2522635 2.1949805)",,,,
105114400,False,Jalan Temenggong,residential,False,128.844,"LINESTRING (102.2527207 2.1947621, 102.2525847 2.1943621, 102.2524967 2.1942443, 102.2523939 2.1942014, 102.2522824 2.1942116, 102.2519323 2.1943193)",,,,
105114401,False,Jalan Bukit Cina,residential,False,56.307,"LINESTRING (102.2522635 2.1949805, 102.2527207 2.1947621)",,,,
"[769444438, 104350398]",True,Lorong Bukit Cina,residential,False,65.548,"LINESTRING (102.2522635 2.1949805, 102.2523782 2.1952069, 102.2524352 2.1953212, 102.2525195 2.1955114)",2,,,
153929844,False,,residential,False,40.469,"LINESTRING (102.245441 2.1950098, 102.2451936 2.1947427)",,,,
103769551,False,Jalan Laksamana 5,residential,False,156.43900000000002,"LINESTRING (102.245441 2.1950098, 102.2459033 2.1946266, 102.2461195 2.1945178, 102.2462567 2.1944643, 102.2463753 2.1944266, 102.2465455 2.1943726, 102.246655 2.1943378)",,,,
103769551,False,Jalan Laksamana 5,residential,True,149.792,"LINESTRING (102.245441 2.1950098, 102.2450832 2.1953174, 102.2444178 2.1958869)",,,,
153929844,False,,residential,True,60.967,"LINESTRING (102.2448377 2.1943254, 102.2451936 2.1947427)",,,,
103769533,False,Jalan Laksamana 1,residential,False,85.01499999999999,"LINESTRING (102.2448377 2.1943254, 102.2449863 2.1941564, 102.2450124 2.1941033, 102.2450251 2.1937662, 102.2450139 2.1937177, 102.2449716 2.1936345)",,,,
354749290,False,,unclassified,False,9.315,"LINESTRING (102.2484232 2.1932593, 102.248363 2.193201)",,,,
104093861,True,,unclassified,False,142.053,"LINESTRING (102.2484232 2.1932593, 102.248429 2.193353, 102.2484457 2.1936206, 102.2484777 2.1937185, 102.2485457 2.1938017, 102.2486095 2.1938811, 102.2487688 2.193954, 102.2487936 2.1937516, 102.2487982 2.1936921, 102.248811 2.193528)",,,,
31989043,False,Jalan Kota,unclassified,False,57.862,"LINESTRING (102.248363 2.193201, 102.2483714 2.1926807)",,,,
31989043,False,Jalan Kota,unclassified,True,51.817,"LINESTRING (102.248363 2.193201, 102.2483614 2.193667)",,,,
354749290,False,,unclassified,True,9.315,"LINESTRING (102.248363 2.193201, 102.2484232 2.1932593)",,,,
153929844,False,,residential,False,60.967,"LINESTRING (102.2451936 2.1947427, 102.2448377 2.1943254)",,,,
153929844,False,,residential,True,40.469,"LINESTRING (102.2451936 2.1947427, 102.245441 2.1950098)",,,,
103769548,False,Jalan Laksamana 2,residential,False,141.898,"LINESTRING (102.2451936 2.1947427, 102.2455413 2.1944145, 102.2455692 2.1943703, 102.2455777 2.1943112, 102.2455741 2.193625)",,,,
771931382,True,Lorong Hang Jebat,secondary,False,62.531,"LINESTRING (102.2492854 2.1957521, 102.2488474 2.195399)",1,,,
103769531,True,Jalan Kampung Kuli,residential,False,140.421,"LINESTRING (102.2492854 2.1957521, 102.2491479 2.1959193, 102.24906 2.1960265, 102.2486109 2.1964892, 102.2485557 2.1965461, 102.2484295 2.1966801)",,,,
769726582,False,,residential,True,92.72800000000001,"LINESTRING (102.2474543 2.1941208, 102.2473816 2.1941136, 102.2472683 2.1941338, 102.246655 2.1943378)",,,,
170829538,False,,unclassified,True,53.577,"LINESTRING (102.248811 2.193528, 102.2489299 2.1935612, 102.249014 2.1935818, 102.2491046 2.1935995, 102.2491978 2.1936097, 102.2492833 2.1935998)",,,,
354749291,True,,unclassified,False,53.019999999999996,"LINESTRING (102.248811 2.193528, 102.2487694 2.1935155, 102.24855 2.1933823, 102.2484833 2.1933247, 102.2484232 2.1932593)",,,,
104093873,True,Jalan Temenggong,primary,False,47.409,"LINESTRING (102.2513341 2.1960074, 102.2511652 2.1960857, 102.2511094 2.1961148, 102.2510622 2.1961437, 102.2510423 2.1961654, 102.2510337 2.1961928, 102.251042 2.1962562)",2,,,
768684111,True,Jalan Laksamana,secondary,False,48.172000000000004,"LINESTRING (102.2513341 2.1960074, 102.2512689 2.1959556, 102.2509812 2.195756)",3,,,
104350386,True,Jalan Temenggong,tertiary,False,142.795,"LINESTRING (102.2525195 2.1955114, 102.2521772 2.1956546, 102.2516318 2.1958828, 102.2513341 2.1960074)",2,,,
103769537,True,Jambatan Tan Kim Seng,secondary,False,8.801,"LINESTRING (102.248614 2.1943622, 102.2485899 2.1944376)",1,,,
103942660,True,,secondary,False,4.5809999999999995,"LINESTRING (102.248614 2.1943622, 102.2486328 2.1943708, 102.2486529 2.1943751)",2,roundabout,,
118348019,False,Jalan Kampung Pantai,tertiary,True,5.803,"LINESTRING (102.2501264 2.1964431, 102.2500822 2.1964709)",2,,,
"[768687682, 104093899, 103769550]",True,Lorong Hang Jebat,secondary,False,84.786,"LINESTRING (102.2501264 2.1964431, 102.2501431 2.1964358, 102.2501766 2.1964196, 102.2502972 2.1963612, 102.250402 2.196324, 102.2506701 2.1962287, 102.2507537 2.1961986, 102.2508379 2.1961699)",2,,,yes
768686315,True,Jalan Laksamana,secondary,False,11.166,"LINESTRING (102.2509812 2.195756, 102.2508944 2.1957054)",2,,,
546233499,True,Jalan Banda Kaba,residential,False,37.792,"LINESTRING (102.2509812 2.195756, 102.2509558 2.195692, 102.2509361 2.1956493, 102.250911 2.1956037, 102.2508854 2.1955604, 102.250875 2.1955258, 102.250873 2.1954876, 102.2508901 2.1954435)",1,,,
546233501,False,Jalan Banda Kaba,residential,False,37.959,"LINESTRING (102.251078 2.1951584, 102.250987 2.1952952, 102.2508901 2.1954435)",,,,
546233501,False,Jalan Banda Kaba,residential,True,127.056,"LINESTRING (102.251078 2.1951584, 102.2510918 2.1951378, 102.2511305 2.1950607, 102.2514035 2.1945007, 102.2514491 2.1944235, 102.251694 2.1942188)",,,,
104350398,True,Lorong Bukit Cina,residential,False,8.442,"LINESTRING (102.2519015 2.1942499, 102.2519323 2.1943193)",2,,,
546233500,True,Lorong Bukit Cina,residential,False,23.851,"LINESTRING (102.251694 2.1942188, 102.2517654 2.194215, 102.2518388 2.1942197, 102.2519015 2.1942499)",,,,
546233501,False,Jalan Banda Kaba,residential,False,127.056,"LINESTRING (102.251694 2.1942188, 102.2514491 2.1944235, 102.2514035 2.1945007, 102.2511305 2.1950607, 102.2510918 2.1951378, 102.251078 2.1951584)",,,,
104350333,True,Jalan Banda Kaba,residential,False,39.199,"LINESTRING (102.2519843 2.1940185, 102.251694 2.1942188)",,,,
104350398,True,Lorong Bukit Cina,residential,False,28.151,"LINESTRING (102.2519843 2.1940185, 102.2519263 2.1941134, 102.2519054 2.1941609, 102.2518972 2.1941975, 102.2519015 2.1942499)",2,,,
546233498,True,Jalan Banda Kaba,residential,False,24.739,"LINESTRING (102.2508901 2.1954435, 102.250772 2.1956321)",,,,
546233501,False,Jalan Banda Kaba,residential,True,37.959,"LINESTRING (102.2508901 2.1954435, 102.250987 2.1952952, 102.251078 2.1951584)",,,,
657498324,False,,residential,False,49.541000000000004,"LINESTRING (102.2513253 2.1929452, 102.2514662 2.193304, 102.2514991 2.1933543)",,,,
661679708,False,Jalan Chan Koon Cheng,residential,False,97.202,"LINESTRING (102.2519358 2.1926562, 102.2524368 2.19243, 102.2524686 2.192425, 102.2524987 2.1924363, 102.2525193 2.192461, 102.2526064 2.1926721)",,,yes,
103769541,True,Lorong Hang Jebat,secondary,False,65.827,"LINESTRING (102.2482717 2.194916, 102.2478703 2.1946203, 102.2478095 2.194549)",2,,,
769773636,True,Jambatan Tan Kim Seng,secondary,False,9.864,"LINESTRING (102.2486529 2.1943751, 102.2485899 2.1944376)",1,,,
103942660,True,,secondary,False,4.574,"LINESTRING (102.2486529 2.1943751, 102.2486735 2.1943748, 102.2486935 2.19437)",2,roundabout,,
103942660,True,,secondary,False,11.017,"LINESTRING (102.2486935 2.19437, 102.2487185 2.1943564, 102.2487382 2.1943359, 102.2487483 2.1943173, 102.2487539 2.194297)",2,roundabout,,
"[771348644, 769477005, 769477006, 31988999]",True,Jalan Tun Khalil Yaakob,secondary,False,443.8210000000001,"LINESTRING (102.2481465 2.1938041, 102.2480468 2.193744, 102.2479819 2.1936977, 102.2479558 2.193669, 102.2479333 2.193632, 102.2479209 2.1935936, 102.2479177 2.1935473, 102.2479221 2.1934503, 102.2479175 2.1934262, 102.2479057 2.1934045, 102.2474896 2.1928317, 102.2472303 2.1925109, 102.247121 2.1923758, 102.2470669 2.1923089, 102.246921 2.1921345, 102.2467674 2.1919355, 102.24662 2.1917421, 102.2465636 2.1916665, 102.2464294 2.1914896, 102.2463273 2.1913592, 102.2463265 2.1913574, 102.2463005 2.1913078, 102.2462855 2.1912464, 102.2462797 2.1911805, 102.2462846 2.1911145, 102.2463228 2.1910182, 102.2463693 2.1909052, 102.2464051 2.1908408, 102.246453 2.1907739, 102.2465044 2.1907289, 102.2465379 2.1906974, 102.2465647 2.1906779, 102.2466116 2.1906471, 102.2466618 2.190618)","['1', '2', '3']",,,
118348033,False,Jalan Tukang Besi,residential,True,43.607,"LINESTRING (102.2488474 2.195399, 102.2490941 2.195094)",,,,
"[769773635, 31988988]",True,Lorong Hang Jebat,secondary,False,75.80499999999999,"LINESTRING (102.2488474 2.195399, 102.2486161 2.1952148, 102.2483941 2.1950164, 102.2483244 2.1949617)",2,,,
768686315,True,Jalan Laksamana,secondary,False,15.865,"LINESTRING (102.2508944 2.1957054, 102.2507848 2.1956381, 102.250772 2.1956321)",2,,,
"[103769547, 701603715, 769773637, 103769543]",True,Jambatan Tan Kim Seng,secondary,False,66.117,"LINESTRING (102.2485899 2.1944376, 102.2485715 2.1944768, 102.2484801 2.1946851, 102.2484768 2.1946959, 102.2484186 2.1948125, 102.2483974 2.1948422, 102.2483666 2.1948629, 102.2482717 2.194916)","['1', '2']",,,yes
768686313,True,Jalan Laksamana,secondary,False,19.973,"LINESTRING (102.2488634 2.1944259, 102.248797 2.1943961, 102.2487497 2.1943807, 102.2486935 2.19437)",1,,,
768686314,True,Jalan Laksamana,secondary,False,18.808,"LINESTRING (102.2488634 2.1944259, 102.2488199 2.1943721, 102.248797 2.1943479, 102.2487864 2.1943356, 102.2487539 2.194297)",2,,,
768686315,True,Jalan Laksamana,secondary,False,62.452000000000005,"LINESTRING (102.250772 2.1956321, 102.2503546 2.1954082, 102.2502772 2.1953657)",2,,,
118348019,False,Jalan Kampung Pantai,tertiary,False,5.803,"LINESTRING (102.2500822 2.1964709, 102.2501264 2.1964431)",2,,,
"[118348019, 768688436]",False,Jalan Kampung Pantai,tertiary,True,163.38800000000003,"LINESTRING (102.2500822 2.1964709, 102.2499184 2.1965828, 102.2498917 2.1966074, 102.2498495 2.1966488, 102.2496181 2.1968324, 102.2490201 2.1971254, 102.2489628 2.1971535, 102.248933 2.1971681, 102.248827 2.1972201)",2,,,
"[698424027, 771931382]",True,Lorong Hang Jebat,"['secondary', 'secondary_link']",False,122.605,"LINESTRING (102.2500822 2.1964709, 102.2500947 2.1964501, 102.2500948 2.1964334, 102.2500883 2.1964106, 102.2492854 2.1957521)",1,,,
