osmid,highway,oneway,reversed,length,lanes,ref,name,geometry,bridge,junction
329919613,tertiary,True,False,35.118,2,,Jalan Abdul Raof 1,"LINESTRING (100.491353 5.1263469, 100.491572 5.1261185)",,
1113616265,primary_link,True,False,46.643,,,,"LINESTRING (100.491353 5.1263469, 100.4914264 5.1262969, 100.4914847 5.1262661, 100.491531 5.1262461, 100.4915886 5.1262414, 100.4916604 5.1262561, 100.4917419 5.126279)",,
329919613,tertiary,True,False,16.462,2,,Jalan Abdul Raof 1,"LINESTRING (100.4912331 5.1264344, 100.491353 5.1263469)",,
"[329919634, 758236389, 758236390]",tertiary,False,True,179.00400000000002,4,,Jalan Abdul Raof 1,"LINESTRING (100.4912331 5.1264344, 100.4910893 5.1266034, 100.4909239 5.126751, 100.4907478 5.1268686, 100.4898584 5.1272279)",yes,
329919634,tertiary,False,False,25.238,4,,Jalan Abdul Raof 1,"LINESTRING (100.489653 5.1273262, 100.4898584 5.1272279)",,
329919634,tertiary,False,True,9.677,4,,Jalan Abdul Raof 1,"LINESTRING (100.489653 5.1273262, 100.4895689 5.1273498)",,
753897158,secondary,True,False,36.028,2,A9,Jalan Taiping,"LINESTRING (100.489653 5.1273262, 100.4895375 5.1270233)",,
329919634,tertiary,False,False,9.677,4,,Jalan Abdul Raof 1,"LINESTRING (100.4895689 5.1273498, 100.489653 5.1273262)",,
329919581,secondary,True,False,85.047,2,A9,Jalan Taiping,"LINESTRING (100.4895689 5.1273498, 100.4897716 5.1277767, 100.4899226 5.1280277)",,
758236388,unclassified,False,True,23.552,,,,"LINESTRING (100.4895689 5.1273498, 100.4894102 5.1273684, 100.4893577 5.1273746)",,
263740711,tertiary,False,False,37.217,2,A273,Jalan Padang,"LINESTRING (100.4906585 5.1296634, 100.4903731 5.1298401)",,
329919587,secondary,False,False,20.202,2,A9,Jalan Taiping,"LINESTRING (100.4906585 5.1296634, 100.4905828 5.1294981)",,
960714155,secondary,False,True,4.109,,,,"LINESTRING (100.4906585 5.1296634, 100.4906796 5.1296938)",,
329919555,secondary,True,False,116.32900000000001,1,,Jalan Dewan,"LINESTRING (100.4908861 5.1300645, 100.490909 5.1301618, 100.4909124 5.1302626, 100.4909101 5.130629, 100.4908753 5.1311067)",,
753897163,secondary_link,True,False,36.329,,,,"LINESTRING (100.4908861 5.1300645, 100.4909649 5.1301116, 100.4910319 5.1302005, 100.4910413 5.1302444, 100.4910606 5.1302799, 100.4910901 5.1303052)",,
329919571,unclassified,False,False,275.011,2,,Jalan Pejabat,"LINESTRING (100.4883688 5.1313415, 100.4887604 5.1313843, 100.4890527 5.1314162, 100.4893581 5.1314496, 100.4894818 5.1314631, 100.4897502 5.1314827, 100.4906547 5.1315591, 100.490841 5.1315703)",,
"[329919560, 329919568]",tertiary,True,False,213.965,"['1', '2']",A273,Jalan Padang,"LINESTRING (100.4874012 5.1315648, 100.4870915 5.1317036, 100.4867011 5.1319423, 100.4864183 5.1320587, 100.4862612 5.1320989, 100.485955 5.1321405, 100.485781 5.1321375, 100.485599 5.1321184)",yes,
"[329919562, 263740711]",tertiary,False,True,250.84599999999998,2,A273,Jalan Padang,"LINESTRING (100.4874012 5.1315648, 100.4881096 5.1311499, 100.4887101 5.1308028, 100.4891941 5.1305115, 100.4893486 5.1304131)",yes,
329919611,tertiary,True,False,10.39,1,,,"LINESTRING (100.485599 5.1321184, 100.4855872 5.1322111)",yes,
329919611,tertiary,True,False,42.314,1,,,"LINESTRING (100.4855872 5.1322111, 100.4855194 5.1325856)",yes,
329919567,tertiary,True,False,36.435,1,A273,Jalan Padang,"LINESTRING (100.4855872 5.1322111, 100.4857238 5.13224, 100.4859123 5.1322577)",yes,
"[329919558, 329919566]",tertiary,True,False,185.39600000000002,"['1', '2']",A273,Jalan Padang,"LINESTRING (100.4859123 5.1322577, 100.4862132 5.1322279, 100.4863735 5.1321814, 100.4867236 5.1320239, 100.4871175 5.1317811, 100.4874012 5.1315648)",yes,
329919621,tertiary,True,False,63.27700000000001,1,,,"LINESTRING (100.4855194 5.1325856, 100.485611 5.1323507, 100.4856993 5.1323032, 100.4857641 5.1322931, 100.4859123 5.1322577)",yes,
642599135,secondary,False,True,91.519,,283,Jalan Transkrian,"LINESTRING (100.4913163 5.1343365, 100.4910317 5.1335638)",,
399592796,residential,False,False,252.519,,,Medan Pekaka,"LINESTRING (100.4913163 5.1343365, 100.4916816 5.1341916, 100.4917422 5.1341189, 100.491774 5.1340259, 100.4915344 5.1331399, 100.4914446 5.1330311, 100.4913077 5.1330183, 100.4908145 5.1330205)",,
642599135,secondary,False,True,11.516,,283,Jalan Transkrian,"LINESTRING (100.4908145 5.1330205, 100.4907827 5.1329219)",,
399592796,residential,False,True,252.519,,,Medan Pekaka,"LINESTRING (100.4908145 5.1330205, 100.4913077 5.1330183, 100.4914446 5.1330311, 100.4915344 5.1331399, 100.491774 5.1340259, 100.4917422 5.1341189, 100.4916816 5.1341916, 100.4913163 5.1343365)",,
642599135,secondary,False,False,65.027,,283,Jalan Transkrian,"LINESTRING (100.4908145 5.1330205, 100.4909081 5.1332613, 100.4910317 5.1335638)",,
399592798,residential,False,True,29.212,,,,"LINESTRING (100.4869524 5.1330074, 100.4872153 5.1330287)",,
399592803,residential,False,False,64.682,,,Lebuh Kedidi,"LINESTRING (100.489096 5.1327157, 100.4890786 5.1328606, 100.4890626 5.1329982, 100.4890268 5.1332933)",,
645270542,residential,False,False,188.20799999999997,,,,"LINESTRING (100.489096 5.1327157, 100.4893249 5.1327423, 100.4902418 5.1328495, 100.4907827 5.1329219)",,
645270542,residential,False,True,205.478,,,,"LINESTRING (100.489096 5.1327157, 100.4879666 5.132535, 100.4872629 5.1324306)",,
399592798,residential,False,False,67.937,,,,"LINESTRING (100.4886228 5.1340949, 100.4881606 5.1336932)",,
399592803,residential,False,True,100.85300000000001,,,Lebuh Kedidi,"LINESTRING (100.4886228 5.1340949, 100.488769 5.1338691, 100.4889379 5.1335873, 100.4889795 5.1335085, 100.4890088 5.1334183, 100.4890268 5.1332933)",,
399592804,residential,False,True,31.138,,,,"LINESTRING (100.486192 5.1331588, 100.4861767 5.133254, 100.4861564 5.1334365)",,
399592804,residential,False,False,94.913,,,,"LINESTRING (100.4859712 5.1342699, 100.4861564 5.1334365)",,
399592798,residential,False,True,67.937,,,,"LINESTRING (100.4881606 5.1336932, 100.4886228 5.1340949)",,
399592798,residential,False,False,59.099000000000004,,,,"LINESTRING (100.4881606 5.1336932, 100.4879623 5.1335177, 100.4877544 5.1333487)",,
399592813,residential,False,True,64.778,,,Jalan Merpati,"LINESTRING (100.4877544 5.1333487, 100.487405 5.1338159)",,
399592798,residential,False,False,70.95400000000001,,,,"LINESTRING (100.4877544 5.1333487, 100.4875481 5.1331614, 100.4874306 5.1330922, 100.4872864 5.1330569, 100.4872153 5.1330287)",,
399592798,residential,False,True,59.099000000000004,,,,"LINESTRING (100.4877544 5.1333487, 100.4879623 5.1335177, 100.4881606 5.1336932)",,
399592813,residential,False,False,64.778,,,Jalan Merpati,"LINESTRING (100.487405 5.1338159, 100.4877544 5.1333487)",,
399592814,residential,False,False,67.221,,,Lintang Merpati,"LINESTRING (100.487405 5.1338159, 100.487172 5.1336504, 100.4871147 5.1336238, 100.4868701 5.1335434)",,
399592804,residential,False,True,94.913,,,,"LINESTRING (100.4861564 5.1334365, 100.4859712 5.1342699)",,
399592814,residential,False,True,79.93,,,Lintang Merpati,"LINESTRING (100.4861564 5.1334365, 100.4868701 5.1335434)",,
399592804,residential,False,False,31.138,,,,"LINESTRING (100.4861564 5.1334365, 100.4861767 5.133254, 100.486192 5.1331588)",,
399592815,residential,False,False,54.898,,,,"LINESTRING (100.4865846 5.133947, 100.4868701 5.1335434)",,
399592814,residential,False,False,79.93,,,Lintang Merpati,"LINESTRING (100.4868701 5.1335434, 100.4861564 5.1334365)",,
399592815,residential,False,True,54.898,,,,"LINESTRING (100.4868701 5.1335434, 100.4865846 5.133947)",,
399592814,residential,False,True,67.221,,,Lintang Merpati,"LINESTRING (100.4868701 5.1335434, 100.4871147 5.1336238, 100.487172 5.1336504, 100.487405 5.1338159)",,
399592798,residential,False,False,29.212,,,,"LINESTRING (100.4872153 5.1330287, 100.4869524 5.1330074)",,
399592798,residential,False,True,70.95400000000001,,,,"LINESTRING (100.4872153 5.1330287, 100.4872864 5.1330569, 100.4874306 5.1330922, 100.4875481 5.1331614, 100.4877544 5.1333487)",,
399592816,residential,False,False,71.128,,,,"LINESTRING (100.4872153 5.1330287, 100.4871639 5.1329677, 100.4871445 5.1329021, 100.4871732 5.1326522, 100.487196 5.1325706, 100.4872222 5.1325033, 100.4872629 5.1324306)",,
399592817,residential,False,False,97.18,,,,"LINESTRING (100.4881547 5.1331967, 100.4890268 5.1332933)",,
399592817,residential,False,False,67.284,,,,"LINESTRING (100.4890268 5.1332933, 100.4896258 5.1333944)",,
399592817,residential,False,True,97.18,,,,"LINESTRING (100.4890268 5.1332933, 100.4881547 5.1331967)",,
399592803,residential,False,False,100.85300000000001,,,Lebuh Kedidi,"LINESTRING (100.4890268 5.1332933, 100.4890088 5.1334183, 100.4889795 5.1335085, 100.4889379 5.1335873, 100.488769 5.1338691, 100.4886228 5.1340949)",,
399592803,residential,False,True,64.682,,,Lebuh Kedidi,"LINESTRING (100.4890268 5.1332933, 100.4890626 5.1329982, 100.4890786 5.1328606, 100.489096 5.1327157)",,
642599135,secondary,False,False,91.519,,283,Jalan Transkrian,"LINESTRING (100.4910317 5.1335638, 100.4913163 5.1343365)",,
399592817,residential,False,True,157.529,,,,"LINESTRING (100.4910317 5.1335638, 100.4909199 5.1335862, 100.4896258 5.1333944)",,
642599135,secondary,False,True,65.027,,283,Jalan Transkrian,"LINESTRING (100.4910317 5.1335638, 100.4909081 5.1332613, 100.4908145 5.1330205)",,
399592817,residential,False,True,67.284,,,,"LINESTRING (100.4896258 5.1333944, 100.4890268 5.1332933)",,
399592817,residential,False,False,157.529,,,,"LINESTRING (100.4896258 5.1333944, 100.4909199 5.1335862, 100.4910317 5.1335638)",,
"[758236385, 399592818]",residential,False,False,133.209,,,,"LINESTRING (100.4896258 5.1333944, 100.4894746 5.1339567, 100.4894693 5.1340447, 100.4894916 5.1341253, 100.4895438 5.1341869, 100.4898235 5.1344204)",,
"[758236385, 399592818]",residential,False,True,133.209,,,,"LINESTRING (100.4898235 5.1344204, 100.4895438 5.1341869, 100.4894916 5.1341253, 100.4894693 5.1340447, 100.4894746 5.1339567, 100.4896258 5.1333944)",,
399592901,unclassified,False,False,247.243,,,,"LINESTRING (100.4868821 5.1310121, 100.4872774 5.1304259, 100.4874233 5.1302892, 100.4875482 5.1301324, 100.4875961 5.1298845, 100.4877601 5.1290348)",,
399592901,unclassified,False,True,247.243,,,,"LINESTRING (100.4877601 5.1290348, 100.4875961 5.1298845, 100.4875482 5.1301324, 100.4874233 5.1302892, 100.4872774 5.1304259, 100.4868821 5.1310121)",,
753897117,unclassified,False,False,81.835,,,,"LINESTRING (100.4877601 5.1290348, 100.4870852 5.1288939, 100.4870369 5.1288838)",,
"[753897117, 399592902]",unclassified,False,True,113.32000000000001,,,,"LINESTRING (100.4877601 5.1290348, 100.4880512 5.1290911, 100.488501 5.129178, 100.4886311 5.1292154, 100.4887375 5.129295)",,
263740711,tertiary,False,True,1.913,2,A273,Jalan Padang,"LINESTRING (100.4893486 5.1304131, 100.489363 5.1304036)",,
263740710,unclassified,True,False,520.7640000000001,1,,,"LINESTRING (100.4893486 5.1304131, 100.4892265 5.1304481, 100.4887298 5.1306907, 100.4883485 5.1308587, 100.4880453 5.1310402, 100.4874215 5.1313973, 100.4869838 5.1317003, 100.4866375 5.1318788, 100.4864114 5.1319416, 100.4862579 5.1319954, 100.4861727 5.1320283, 100.4861232 5.1320777, 100.4860995 5.1321438, 100.4860973 5.1322139, 100.486109 5.1322603, 100.4861333 5.1322986, 100.4861716 5.132322, 100.4862281 5.1323432, 100.4862879 5.1323437, 100.4865273 5.132259, 100.4868115 5.1321087, 100.4868714 5.1320646)",,
"[329919562, 263740711]",tertiary,False,False,250.846,2,A273,Jalan Padang,"LINESTRING (100.4893486 5.1304131, 100.4891941 5.1305115, 100.4887101 5.1308028, 100.4881096 5.1311499, 100.4874012 5.1315648)",yes,
753897117,unclassified,False,False,14.959,,,,"LINESTRING (100.4870369 5.1288838, 100.4869047 5.1288562)",,
753897116,unclassified,False,False,289.09499999999997,,,,"LINESTRING (100.4870369 5.1288838, 100.486782 5.1301243, 100.4867606 5.1302228, 100.4867507 5.1302654, 100.486718 5.1304322, 100.4866281 5.1308349, 100.4864821 5.1314239)",,
753897117,unclassified,False,True,81.835,,,,"LINESTRING (100.4870369 5.1288838, 100.4870852 5.1288939, 100.4877601 5.1290348)",,
645270552,unclassified,True,False,59.888000000000005,,,,"LINESTRING (100.4864063 5.1314887, 100.4863749 5.1314763, 100.4863411 5.1314747, 100.4863086 5.131484, 100.4862809 5.1315033, 100.486261 5.1315305, 100.4862509 5.1315627, 100.4862519 5.1315963, 100.4862637 5.1316279, 100.4862851 5.1316539, 100.4863138 5.1316717, 100.4863467 5.1316792, 100.4863803 5.1316758, 100.486411 5.1316617, 100.4864355 5.1316385, 100.4864511 5.1316086, 100.4864562 5.1315754)",,roundabout
645270551,unclassified,True,False,11.063,,,,"LINESTRING (100.4864821 5.1314239, 100.4864063 5.1314887)",,
753897116,unclassified,False,True,289.09499999999997,,,,"LINESTRING (100.4864821 5.1314239, 100.4866281 5.1308349, 100.486718 5.1304322, 100.4867507 5.1302654, 100.4867606 5.1302228, 100.486782 5.1301243, 100.4870369 5.1288838)",,
"[753897117, 399592902]",unclassified,False,False,113.32,,,,"LINESTRING (100.4887375 5.129295, 100.4886311 5.1292154, 100.488501 5.129178, 100.4880512 5.1290911, 100.4877601 5.1290348)",,
399592902,unclassified,False,True,141.416,,,,"LINESTRING (100.4887375 5.129295, 100.4889809 5.1297437, 100.4890817 5.1299187, 100.4891492 5.1300359, 100.489363 5.1304036)",,
399592903,unclassified,False,False,87.737,,,,"LINESTRING (100.4887375 5.129295, 100.4890652 5.1291317, 100.489446 5.128942)",,
329919587,secondary,False,True,75.158,2,A9,Jalan Taiping,"LINESTRING (100.4901904 5.1286148, 100.490465 5.1292329)",,
399592903,unclassified,False,True,17.384,,,,"LINESTRING (100.4901904 5.1286148, 100.4900501 5.1286849)",,
329919587,secondary,False,False,71.707,2,A9,Jalan Taiping,"LINESTRING (100.4901904 5.1286148, 100.4900556 5.1283257, 100.4899226 5.1280277)",,
859020829,unclassified,True,False,94.116,,,,"LINESTRING (100.4925573 5.1288194, 100.4920202 5.1293625, 100.4919644 5.1294256)",,
949807584,unclassified,True,False,79.338,,,,"LINESTRING (100.4925573 5.1288194, 100.4923202 5.1285714, 100.4921314 5.1283739, 100.4920488 5.12832)",,
859020832,unclassified,True,False,95.686,,,,"LINESTRING (100.4925469 5.1300556, 100.4931477 5.1294372)",,
753897160,unclassified,True,False,82.55899999999998,,,Jalan Menteri,"LINESTRING (100.4919429 5.129427, 100.4919254 5.1293673, 100.4917085 5.1291439, 100.491492 5.128921, 100.4914332 5.1289308)",,
859020831,unclassified,True,False,4.824000000000001,,,,"LINESTRING (100.4919429 5.129427, 100.4919329 5.1294313, 100.4919241 5.1294377, 100.4919169 5.1294458, 100.4919118 5.1294554)",,circular
399592907,unclassified,True,False,55.972,,,,"LINESTRING (100.4914332 5.1289308, 100.491075 5.1292859)",,
753897160,unclassified,True,False,80.55000000000001,,,Jalan Menteri,"LINESTRING (100.4914332 5.1289308, 100.4914334 5.1289751, 100.4916415 5.1291978, 100.4918563 5.1294277, 100.4919118 5.1294554)",,
949807584,unclassified,True,False,85.279,,,,"LINESTRING (100.4931477 5.1294372, 100.4928528 5.1291286, 100.4926168 5.1288817)",,
399592907,unclassified,True,False,96.245,,,,"LINESTRING (100.4920488 5.12832, 100.491999 5.1283646, 100.4914332 5.1289308)",,
399592903,unclassified,False,False,72.756,,,,"LINESTRING (100.489446 5.128942, 100.4897853 5.1287969, 100.4900501 5.1286849)",,
399592903,unclassified,False,True,87.737,,,,"LINESTRING (100.489446 5.128942, 100.4890652 5.1291317, 100.4887375 5.129295)",,
758236388,unclassified,False,False,222.67900000000003,,,,"LINESTRING (100.489446 5.128942, 100.489194 5.1284284, 100.4890821 5.1282003, 100.4889256 5.1278813, 100.4889022 5.1277828, 100.4889439 5.1275123, 100.4890068 5.1274612, 100.4891166 5.1274013, 100.4893577 5.1273746)",,
399592914,residential,False,True,11.248,,,,"LINESTRING (100.4885845 5.1256164, 100.4886758 5.1255721)",,
399592916,unclassified,True,False,100.221,,,,"LINESTRING (100.4885845 5.1256164, 100.4889623 5.1264354)",,
1046048577,unclassified,False,True,17.299,,,,"LINESTRING (100.4889623 5.1264354, 100.4891037 5.1263693)",,
"[758236394, 399592915]",residential,False,False,134.034,,,,"LINESTRING (100.4889623 5.1264354, 100.4886687 5.1265765, 100.4884619 5.1266515, 100.4883935 5.1266548, 100.4883485 5.1266248, 100.4881015 5.1261448)",,
"[758236394, 399592915]",residential,False,True,134.034,,,,"LINESTRING (100.4881015 5.1261448, 100.4883485 5.1266248, 100.4883935 5.1266548, 100.4884619 5.1266515, 100.4886687 5.1265765, 100.4889623 5.1264354)",,
399592917,residential,False,False,66.676,,,Jalan Malinja,"LINESTRING (100.4881015 5.1261448, 100.4878228 5.1262571, 100.487529 5.1261901)",,
399592917,residential,False,True,66.676,,,Jalan Malinja,"LINESTRING (100.487529 5.1261901, 100.4878228 5.1262571, 100.4881015 5.1261448)",,
399592919,unclassified,False,False,59.322,,,,"LINESTRING (100.4893577 5.1273746, 100.4891339 5.1268899)",,
758236388,unclassified,False,False,23.552,,,,"LINESTRING (100.4893577 5.1273746, 100.4894102 5.1273684, 100.4895689 5.1273498)",,
758236388,unclassified,False,True,222.679,,,,"LINESTRING (100.4893577 5.1273746, 100.4891166 5.1274013, 100.4890068 5.1274612, 100.4889439 5.1275123, 100.4889022 5.1277828, 100.4889256 5.1278813, 100.4890821 5.1282003, 100.489194 5.1284284, 100.489446 5.128942)",,
399592919,unclassified,False,True,59.322,,,,"LINESTRING (100.4891339 5.1268899, 100.4893577 5.1273746)",,
399595602,residential,False,False,5.276,,,,"LINESTRING (100.4922781 5.1267896, 100.4923089 5.1267534)",,
780365714,primary,True,False,82.626,2,A9,Jalan Abdul Raof,"LINESTRING (100.4922781 5.1267896, 100.4925737 5.1270622, 100.4928215 5.1272987)",,
755279499,residential,False,False,96.283,,,,"LINESTRING (100.4926655 5.1263404, 100.4920218 5.1257584)",,
399595602,residential,False,False,73.755,,,,"LINESTRING (100.4926655 5.1263404, 100.4927614 5.1263189, 100.4928278 5.1263182, 100.4928815 5.1263075, 100.4929378 5.1262748, 100.4932221 5.1260217)",,
399595602,residential,False,True,48.150000000000006,,,,"LINESTRING (100.4926655 5.1263404, 100.4924329 5.126607, 100.4923812 5.126668)",,
1238212933,residential,False,True,123.11500000000001,,,,"LINESTRING (100.4926655 5.1263404, 100.4927038 5.1262741, 100.4928137 5.1261713, 100.4928164 5.1261473, 100.492803 5.1261192, 100.4926917 5.1259843, 100.4925764 5.1258667, 100.4923967 5.1256704, 100.4922827 5.1255515, 100.4922325 5.1255257)",,
399595602,residential,False,True,12.421,,,,"LINESTRING (100.4923812 5.126668, 100.4923089 5.1267534)",,
399595604,residential,False,False,96.481,,,,"LINESTRING (100.4923812 5.126668, 100.491737 5.1260839)",,
399595602,residential,False,False,48.150000000000006,,,,"LINESTRING (100.4923812 5.126668, 100.4924329 5.126607, 100.4926655 5.1263404)",,
263740710,unclassified,True,False,190.584,1,,,"LINESTRING (100.4868714 5.1320646, 100.4869059 5.1320393, 100.4878515 5.1314278, 100.4879788 5.1313455, 100.4880778 5.1313085, 100.4882652 5.1313347, 100.4883688 5.1313415)",,
640319576,unclassified,False,True,50.426,,,,"LINESTRING (100.4868714 5.1320646, 100.4870094 5.1321674, 100.4871202 5.1322303, 100.4872731 5.1322583)",,
399592816,residential,False,False,19.192,,,,"LINESTRING (100.4872629 5.1324306, 100.4872731 5.1322583)",,
399592816,residential,False,True,71.128,,,,"LINESTRING (100.4872629 5.1324306, 100.4872222 5.1325033, 100.487196 5.1325706, 100.4871732 5.1326522, 100.4871445 5.1329021, 100.4871639 5.1329677, 100.4872153 5.1330287)",,
645270542,residential,False,False,205.478,,,,"LINESTRING (100.4872629 5.1324306, 100.4879666 5.132535, 100.489096 5.1327157)",,
399592816,residential,False,True,19.192,,,,"LINESTRING (100.4872731 5.1322583, 100.4872629 5.1324306)",,
640319576,unclassified,False,False,50.426,,,,"LINESTRING (100.4872731 5.1322583, 100.4871202 5.1322303, 100.4870094 5.1321674, 100.4868714 5.1320646)",,
640319576,unclassified,False,True,390.506,,,,"LINESTRING (100.4872731 5.1322583, 100.4872922 5.1322611, 100.4876115 5.1323082, 100.4878706 5.1323464, 100.4881971 5.1323946, 100.4888811 5.1324801, 100.4907658 5.1327393)",,
645270552,unclassified,True,False,11.549,,,,"LINESTRING (100.4864562 5.1315754, 100.4864499 5.1315413, 100.4864326 5.1315113, 100.4864063 5.1314887)",,roundabout
645270553,unclassified,True,False,17.097,,,,"LINESTRING (100.4864562 5.1315754, 100.4864616 5.1315306, 100.4864821 5.1314239)",,
755279511,unclassified,False,False,67.431,,,,"LINESTRING (100.4897788 5.1281428, 100.489803 5.1281749, 100.4900501 5.1286849)",,
399592903,unclassified,False,False,17.384,,,,"LINESTRING (100.4900501 5.1286849, 100.4901904 5.1286148)",,
399592903,unclassified,False,True,72.756,,,,"LINESTRING (100.4900501 5.1286849, 100.4897853 5.1287969, 100.489446 5.128942)",,
"[882371811, 755279511]",unclassified,False,False,87.882,,,,"LINESTRING (100.4900501 5.1286849, 100.4902831 5.129174, 100.4902884 5.1292034, 100.490275 5.1292301, 100.490465 5.1292329)",,
755279511,unclassified,False,True,67.431,,,,"LINESTRING (100.4900501 5.1286849, 100.489803 5.1281749, 100.4897788 5.1281428)",,
399595602,residential,False,True,73.755,,,,"LINESTRING (100.4932221 5.1260217, 100.4929378 5.1262748, 100.4928815 5.1263075, 100.4928278 5.1263182, 100.4927614 5.1263189, 100.4926655 5.1263404)",,
750972600,residential,False,True,21.98,,,,"LINESTRING (100.4932221 5.1260217, 100.4932228 5.1259442, 100.4931559 5.1258442)",,
758244006,residential,False,False,28.724,,,,"LINESTRING (100.4932221 5.1260217, 100.4932945 5.1261326, 100.493385 5.1262207)",,
753897117,unclassified,False,True,14.959,,,,"LINESTRING (100.4869047 5.1288562, 100.4870369 5.1288838)",,
329919574,secondary,True,False,23.419,1,,Jalan Taiping,"LINESTRING (100.4907689 5.1298892, 100.4908861 5.1300645)",,
449243532,secondary,True,False,13.138,1,,Jalan Dewan,"LINESTRING (100.4910901 5.1303052, 100.4911482 5.1302786, 100.4911746 5.1302309)",,
753897159,unclassified,True,False,97.721,1,,Jalan Dewan,"LINESTRING (100.4913383 5.1301298, 100.4914168 5.1300752, 100.4919222 5.1295814, 100.4919709 5.1295199)",,
"[859020832, 758236387]",unclassified,True,False,184.806,,,,"LINESTRING (100.4913383 5.1301298, 100.4916104 5.1304228, 100.4918033 5.1306306, 100.4918542 5.130648, 100.4919078 5.130648, 100.4919722 5.1306166, 100.4925469 5.1300556)",,
949807584,unclassified,True,False,9.561,,,,"LINESTRING (100.4926168 5.1288817, 100.4925573 5.1288194)",,
264548335,secondary,True,False,12.639,1,,Jalan Taiping,"LINESTRING (100.4911746 5.1302309, 100.4911701 5.1301767, 100.4911353 5.1301286)",,
753897159,unclassified,True,False,21.63,1,,Jalan Dewan,"LINESTRING (100.4911746 5.1302309, 100.4912792 5.1301487, 100.4913383 5.1301298)",,
264548335,secondary,True,False,71.037,1,,Jalan Taiping,"LINESTRING (100.4911353 5.1301286, 100.4910924 5.1301059, 100.4907472 5.1297166, 100.4906796 5.1296938)",,
859020830,unclassified,True,False,94.38600000000001,1,,Jalan Dewan,"LINESTRING (100.4920055 5.1294701, 100.4920782 5.1294251, 100.4926168 5.1288817)",,
859020831,unclassified,True,False,7.247,,,,"LINESTRING (100.4920055 5.1294701, 100.4920035 5.1294594, 100.4919992 5.1294494, 100.4919928 5.1294407, 100.4919845 5.1294335, 100.4919749 5.1294284, 100.4919644 5.1294256)",,circular
