osmid,lanes,ref,highway,oneway,reversed,length,geometry,name,bridge,tunnel
452075663,2,N28,primary,False,False,33.09,"LINESTRING (101.8019238 2.8062782, 101.8017264 2.8060553)",,,
452075663,2,N28,primary,False,True,50.425,"LINESTRING (101.8019238 2.8062782, 101.8022285 2.8066144)",,,
306246550,,,residential,False,False,90.217,"LINESTRING (101.8024655 2.8056736, 101.8019238 2.8062782)",,,
306246541,,,residential,False,False,95.396,"LINESTRING (101.8024655 2.8056736, 101.8021085 2.8052257, 101.8019904 2.8049658)",,,
306246541,,,residential,False,True,60.28,"LINESTRING (101.8024655 2.8056736, 101.8025868 2.8058258, 101.8027751 2.8061181)",,,
306246547,,,residential,False,True,104.405,"LINESTRING (101.8012869 2.8055886, 101.8019904 2.8049658)",,,
452075663,2,N28,primary,False,False,49.741,"LINESTRING (101.8012869 2.8055886, 101.8009828 2.8052602)",,,
452075663,2,N28,primary,False,True,43.457,"LINESTRING (101.8012869 2.8055886, 101.8015526 2.8058755)",,,
306246541,,,residential,False,False,53.091,"LINESTRING (101.8030338 2.8065196, 101.8027751 2.8061181)",,,
306246541,,,residential,False,True,73.746,"LINESTRING (101.8030338 2.8065196, 101.802501 2.8069154)",,,
603299759,,,residential,False,False,36.904,"LINESTRING (101.8030338 2.8065196, 101.8032298 2.8067876)",,,
306246541,,,residential,False,False,52.855,"LINESTRING (101.8019904 2.8049658, 101.8016847 2.8046015)",,,
306246547,,,residential,False,False,104.405,"LINESTRING (101.8019904 2.8049658, 101.8012869 2.8055886)",,,
306246541,,,residential,False,True,95.396,"LINESTRING (101.8019904 2.8049658, 101.8021085 2.8052257, 101.8024655 2.8056736)",,,
306246541,,,residential,False,False,73.746,"LINESTRING (101.802501 2.8069154, 101.8030338 2.8065196)",,,
452075663,2,N28,primary,False,False,45.124,"LINESTRING (101.802501 2.8069154, 101.8022285 2.8066144)",,,
452075663,2,N28,primary,False,True,24.228,"LINESTRING (101.802501 2.8069154, 101.8026532 2.8070715)",,,
306246541,,,residential,False,True,53.091,"LINESTRING (101.8027751 2.8061181, 101.8030338 2.8065196)",,,
306246541,,,residential,False,False,60.28,"LINESTRING (101.8027751 2.8061181, 101.8025868 2.8058258, 101.8024655 2.8056736)",,,
306246546,,,residential,False,False,82.303,"LINESTRING (101.8027751 2.8061181, 101.8025473 2.8062862, 101.8022285 2.8066144)",,,
452075663,2,N28,primary,False,False,57.257,"LINESTRING (101.7998136 2.8039978, 101.7994633 2.80362)",,,
306246523,,,residential,False,True,137.458,"LINESTRING (101.7998136 2.8039978, 101.800349 2.8034703, 101.8003798 2.8034377, 101.8003699 2.8033942, 101.8001042 2.8031008)",,,
452075663,2,N28,primary,False,True,143.214,"LINESTRING (101.7998136 2.8039978, 101.8000927 2.8042988, 101.800136 2.8043455, 101.8001714 2.8043836, 101.8005657 2.8048097, 101.8006893 2.8049432)",,,
306246523,,,residential,False,False,137.458,"LINESTRING (101.8001042 2.8031008, 101.8003699 2.8033942, 101.8003798 2.8034377, 101.800349 2.8034703, 101.7998136 2.8039978)",,,
"[604125641, 306246523]",,,residential,False,True,196.221,"LINESTRING (101.8001042 2.8031008, 101.8000232 2.8029891, 101.7999003 2.8028955, 101.7998807 2.8028925, 101.7998615 2.8028998, 101.7998382 2.8029207, 101.7997531 2.8030664, 101.799713 2.803079, 101.7996697 2.8030628, 101.7996076 2.8030371, 101.7995506 2.8030105, 101.7994934 2.8029625, 101.7994063 2.8028647, 101.7992762 2.8027328, 101.7992205 2.8026564, 101.7991582 2.802556, 101.7990958 2.8024944, 101.7989059 2.802319, 101.7988571 2.8022765)",,,
306246551,,,residential,False,False,58.019,"LINESTRING (101.8001042 2.8031008, 101.7998009 2.8033993, 101.7997098 2.8034314)",,,
306246557,,,residential,False,True,106.965,"LINESTRING (101.8009828 2.8052602, 101.8016847 2.8046015)",,,
452075663,2,N28,primary,False,False,12.213,"LINESTRING (101.8009828 2.8052602, 101.8009081 2.8051796)",,,
452075663,2,N28,primary,False,True,49.741,"LINESTRING (101.8009828 2.8052602, 101.8012869 2.8055886)",,,
306246541,,,residential,False,True,52.855,"LINESTRING (101.8016847 2.8046015, 101.8019904 2.8049658)",,,
306246557,,,residential,False,False,106.965,"LINESTRING (101.8016847 2.8046015, 101.8009828 2.8052602)",,,
"[604125658, 306246541]",,,residential,False,"[False, True]",150.519,"LINESTRING (101.8016847 2.8046015, 101.8014025 2.8043218, 101.801275 2.8043664, 101.8010407 2.8046057, 101.8006893 2.8049432)",,,
306246551,,,residential,False,True,58.019,"LINESTRING (101.7997098 2.8034314, 101.7998009 2.8033993, 101.8001042 2.8031008)",,,
603299759,,,residential,False,True,40.352000000000004,"LINESTRING (101.8034702 2.8070576, 101.8033813 2.8069327, 101.8032298 2.8067876)",,,
603299759,,,residential,False,True,36.904,"LINESTRING (101.8032298 2.8067876, 101.8030338 2.8065196)",,,
604087226,,,residential,False,True,68.789,"LINESTRING (101.8032298 2.8067876, 101.8027801 2.807213)",,,
603299759,,,residential,False,False,40.352000000000004,"LINESTRING (101.8032298 2.8067876, 101.8033813 2.8069327, 101.8034702 2.8070576)",,,
141716075,,,residential,False,False,11.285,"LINESTRING (101.8011386 2.8062654, 101.8012132 2.8061965)",,,
141716075,,,residential,False,True,51.885,"LINESTRING (101.8011386 2.8062654, 101.8008002 2.8065871)",,,
604087227,,,residential,False,True,22.436,"LINESTRING (101.8011386 2.8062654, 101.8009999 2.8061187)",,,
604087227,,,residential,False,False,22.436,"LINESTRING (101.8009999 2.8061187, 101.8011386 2.8062654)",,,
141716075,,,residential,False,False,51.885,"LINESTRING (101.8008002 2.8065871, 101.8011386 2.8062654)",,,
141716075,,,residential,False,True,62.281,"LINESTRING (101.8008002 2.8065871, 101.800393 2.8069722)",,,
604087228,,,residential,False,True,45.868,"LINESTRING (101.8008002 2.8065871, 101.8005422 2.806265)",,,
604087228,,,residential,False,False,45.868,"LINESTRING (101.8005422 2.806265, 101.8008002 2.8065871)",,,
141716075,,,residential,False,False,51.912,"LINESTRING (101.8012132 2.8061965, 101.8015526 2.8058755)",,,
141716075,,,residential,False,True,11.285,"LINESTRING (101.8012132 2.8061965, 101.8011386 2.8062654)",,,
"[141716040, 604087230]",,,residential,False,"[False, True]",175.75900000000001,"LINESTRING (101.8012132 2.8061965, 101.8014272 2.8064018, 101.8015837 2.8065515, 101.8015955 2.8065832, 101.8015828 2.8066167, 101.8008754 2.8073218)",,,
452075663,2,N28,primary,False,True,12.213,"LINESTRING (101.8009081 2.8051796, 101.8009828 2.8052602)",,,
452075663,2,N28,primary,False,False,35.797,"LINESTRING (101.8009081 2.8051796, 101.8008891 2.805159, 101.8006893 2.8049432)",,,
604087231,,,residential,False,True,129.176,"LINESTRING (101.8009081 2.8051796, 101.8005162 2.8054344, 101.8001709 2.8056543, 101.8000647 2.8059195)",,,
604087231,,,residential,False,False,129.176,"LINESTRING (101.8000647 2.8059195, 101.8001709 2.8056543, 101.8005162 2.8054344, 101.8009081 2.8051796)",,,
607609433,,,unclassified,False,False,40.368,"LINESTRING (101.7975085 2.8014378, 101.7973897 2.8017809)",,,
"[607609432, 607609433, 604125663]",,,unclassified,False,True,288.84799999999996,"LINESTRING (101.7975085 2.8014378, 101.7975878 2.8010918, 101.7975955 2.8009275, 101.7976056 2.8008239, 101.7975742 2.8003936, 101.7975055 2.8001707, 101.7974094 2.8000391, 101.7971952 2.7998841, 101.7969512 2.799802, 101.7966997 2.7997334, 101.7965195 2.7997065, 101.7963404 2.7997444)",,yes,
604105690,,,residential,False,True,39.224,"LINESTRING (101.7960848 2.8019581, 101.7961199 2.8016071)",,,
604105690,,,residential,False,False,39.224,"LINESTRING (101.7961199 2.8016071, 101.7960848 2.8019581)",,,
231197483,2,N28,primary,False,True,143.266,"LINESTRING (101.7961199 2.8016071, 101.7967509 2.8016469, 101.7970149 2.801678, 101.7972676 2.8017229, 101.7973186 2.8017471, 101.7973897 2.8017809)",,,
604125650,,,residential,False,True,102.06400000000001,"LINESTRING (101.8000562 2.8009847, 101.8004984 2.8014112, 101.8005161 2.8014408, 101.8004967 2.8014635, 101.8003343 2.8016398)",,,
604125651,,,residential,False,False,44.092,"LINESTRING (101.8000562 2.8009847, 101.7999957 2.8010256, 101.7997101 2.8011783)",,,
604125651,,,residential,False,True,132.858,"LINESTRING (101.8000562 2.8009847, 101.8001866 2.8008644, 101.8003142 2.8007691, 101.8004896 2.8007503, 101.8006337 2.8007384, 101.801163 2.8006399)",,,
604125651,,,residential,False,False,132.858,"LINESTRING (101.801163 2.8006399, 101.8006337 2.8007384, 101.8004896 2.8007503, 101.8003142 2.8007691, 101.8001866 2.8008644, 101.8000562 2.8009847)",,,
604125651,,,residential,False,True,44.092,"LINESTRING (101.7997101 2.8011783, 101.7999957 2.8010256, 101.8000562 2.8009847)",,,
"[604125652, 604125653]",,,residential,False,True,63.345,"LINESTRING (101.7997101 2.8011783, 101.7995446 2.8012492, 101.7992045 2.8014404)",,yes,
604125654,,,residential,False,False,86.259,"LINESTRING (101.7997101 2.8011783, 101.8000861 2.8014627, 101.8003343 2.8016398)",,,
604125655,,,residential,False,False,181.445,"LINESTRING (101.8033062 2.8028949, 101.802932 2.8033315, 101.8025565 2.8036986, 101.8023317 2.8038896, 101.8021619 2.8040558)",,,
305856635,,,residential,False,True,216.487,"LINESTRING (101.8023984 2.8044777, 101.8037769 2.8031012)",,,
"[306246544, 305856635, 306246532]",,,residential,False,False,513.7760000000001,"LINESTRING (101.8023984 2.8044777, 101.8023815 2.8044937, 101.8021889 2.8045964, 101.8020243 2.8045703, 101.8007436 2.803144, 101.8005043 2.8028247, 101.7998668 2.8021631, 101.7992045 2.8014404)",,yes,
604125656,,,residential,False,True,53.888000000000005,"LINESTRING (101.8023984 2.8044777, 101.8022709 2.8042836, 101.8021619 2.8040558)",,,
604125655,,,residential,False,True,181.445,"LINESTRING (101.8021619 2.8040558, 101.8023317 2.8038896, 101.8025565 2.8036986, 101.802932 2.8033315, 101.8033062 2.8028949)",,,
604125656,,,residential,False,False,53.888000000000005,"LINESTRING (101.8021619 2.8040558, 101.8022709 2.8042836, 101.8023984 2.8044777)",,,
604125656,,,residential,False,True,79.69300000000001,"LINESTRING (101.8021619 2.8040558, 101.8020697 2.8038821, 101.8020429 2.8036624, 101.8020362 2.8033637)",,,
604125656,,,residential,False,True,133.81,"LINESTRING (101.8020362 2.8033637, 101.8028417 2.8024688)",,,
604125654,,,residential,False,True,276.89099999999996,"LINESTRING (101.8020362 2.8033637, 101.8019114 2.8031433, 101.8014923 2.8028915, 101.8013948 2.8028441, 101.8012342 2.8025875, 101.8010277 2.8021715, 101.8005717 2.8018286, 101.8003343 2.8016398)",,,
604125656,,,residential,False,False,79.693,"LINESTRING (101.8020362 2.8033637, 101.8020429 2.8036624, 101.8020697 2.8038821, 101.8021619 2.8040558)",,,
604125656,,,residential,False,False,133.81,"LINESTRING (101.8028417 2.8024688, 101.8020362 2.8033637)",,,
452075663,2,N28,primary,False,False,143.214,"LINESTRING (101.8006893 2.8049432, 101.8005657 2.8048097, 101.8001714 2.8043836, 101.800136 2.8043455, 101.8000927 2.8042988, 101.7998136 2.8039978)",,,
452075663,2,N28,primary,False,True,35.797,"LINESTRING (101.8006893 2.8049432, 101.8008891 2.805159, 101.8009081 2.8051796)",,,
"[604125658, 306246541]",,,residential,False,"[False, True]",150.519,"LINESTRING (101.8006893 2.8049432, 101.8010407 2.8046057, 101.801275 2.8043664, 101.8014025 2.8043218, 101.8016847 2.8046015)",,,
607609433,,,unclassified,False,True,40.368,"LINESTRING (101.7973897 2.8017809, 101.7975085 2.8014378)",,,
231197483,2,N28,primary,False,False,143.266,"LINESTRING (101.7973897 2.8017809, 101.7973186 2.8017471, 101.7972676 2.8017229, 101.7970149 2.801678, 101.7967509 2.8016469, 101.7961199 2.8016071)",,,
231197483,2,N28,primary,False,True,97.284,"LINESTRING (101.7973897 2.8017809, 101.7976035 2.8018825, 101.7979232 2.802068, 101.7981174 2.8022001, 101.7981459 2.8022195)",,,
"[607609432, 607609433, 604125663]",,,unclassified,False,False,288.848,"LINESTRING (101.7963404 2.7997444, 101.7965195 2.7997065, 101.7966997 2.7997334, 101.7969512 2.799802, 101.7971952 2.7998841, 101.7974094 2.8000391, 101.7975055 2.8001707, 101.7975742 2.8003936, 101.7976056 2.8008239, 101.7975955 2.8009275, 101.7975878 2.8010918, 101.7975085 2.8014378)",,yes,
452075663,2,N28,primary,False,True,57.257,"LINESTRING (101.7994633 2.80362, 101.7998136 2.8039978)",,,
604125664,,,residential,False,True,41.814,"LINESTRING (101.7994633 2.80362, 101.7991758 2.8038628)",,,
452075663,2,N28,primary,False,False,75.895,"LINESTRING (101.7994633 2.80362, 101.799086 2.803213, 101.798999 2.8031192)",,,
604125665,,,residential,False,True,34.38,"LINESTRING (101.7989519 2.8040763, 101.7991758 2.8038628)",,,
604125666,,,residential,False,True,45.15,"LINESTRING (101.7989519 2.8040763, 101.7992198 2.8043817)",,,
604125666,,,residential,False,False,116.724,"LINESTRING (101.7989519 2.8040763, 101.7984653 2.8035926, 101.7984488 2.8035589, 101.7984562 2.8035224, 101.7986039 2.8034205, 101.7986919 2.8033544)",,,
604125664,,,residential,False,False,41.814,"LINESTRING (101.7991758 2.8038628, 101.7994633 2.80362)",,,
604125665,,,residential,False,False,34.38,"LINESTRING (101.7991758 2.8038628, 101.7989519 2.8040763)",,,
604125665,,,residential,False,True,78.001,"LINESTRING (101.7991758 2.8038628, 101.7986919 2.8033544)",,,
604125665,,,residential,False,False,78.001,"LINESTRING (101.7986919 2.8033544, 101.7991758 2.8038628)",,,
604125666,,,residential,False,False,42.98,"LINESTRING (101.7986919 2.8033544, 101.798999 2.8031192)",,,
604125666,,,residential,False,True,116.72399999999999,"LINESTRING (101.7986919 2.8033544, 101.7986039 2.8034205, 101.7984562 2.8035224, 101.7984488 2.8035589, 101.7984653 2.8035926, 101.7989519 2.8040763)",,,
604125666,,,residential,False,True,42.98,"LINESTRING (101.798999 2.8031192, 101.7986919 2.8033544)",,,
452075663,2,N28,primary,False,False,92.072,"LINESTRING (101.798999 2.8031192, 101.7987501 2.80285, 101.7987281 2.802827, 101.7985674 2.8026542, 101.798438 2.8025096)",,,
452075663,2,N28,primary,False,True,75.895,"LINESTRING (101.798999 2.8031192, 101.799086 2.803213, 101.7994633 2.80362)",,,
604125666,,,residential,False,False,45.15,"LINESTRING (101.7992198 2.8043817, 101.7989519 2.8040763)",,,
604125650,,,residential,False,False,102.06400000000001,"LINESTRING (101.8003343 2.8016398, 101.8004967 2.8014635, 101.8005161 2.8014408, 101.8004984 2.8014112, 101.8000562 2.8009847)",,,
604125654,,,residential,False,False,276.89099999999996,"LINESTRING (101.8003343 2.8016398, 101.8005717 2.8018286, 101.8010277 2.8021715, 101.8012342 2.8025875, 101.8013948 2.8028441, 101.8014923 2.8028915, 101.8019114 2.8031433, 101.8020362 2.8033637)",,,
604125654,,,residential,False,True,86.259,"LINESTRING (101.8003343 2.8016398, 101.8000861 2.8014627, 101.7997101 2.8011783)",,,
725049865,,,residential,False,False,16.425,"LINESTRING (101.8042497 2.8035944, 101.804151 2.8034844)",,,
725049865,,,residential,False,True,14.678,"LINESTRING (101.8042497 2.8035944, 101.8043379 2.8036927)",,,
305856613,,,residential,True,False,135.973,"LINESTRING (101.8042497 2.8035944, 101.8036451 2.804105, 101.8033424 2.8044136)",Jalan Nilai Perdana,,
604125629,,,unclassified,False,True,1.399,"LINESTRING (101.7988571 2.8022765, 101.798848 2.8022852)",,,
"[305856632, 306246532, 305856620, 604125629]",,,"['unclassified', 'residential']",False,"[False, True]",231.71,"LINESTRING (101.7988571 2.8022765, 101.7990875 2.8020563, 101.7991166 2.8020285, 101.7991662 2.8019891, 101.7991409 2.8019242, 101.7990994 2.801857, 101.7990169 2.8017272, 101.7987013 2.8013799, 101.7986449 2.8013128, 101.798634 2.8012721, 101.7987757 2.8011344, 101.7988599 2.8011115, 101.7992045 2.8014404)",,,yes
"[604125641, 306246523]",,,residential,False,False,196.22100000000003,"LINESTRING (101.7988571 2.8022765, 101.7989059 2.802319, 101.7990958 2.8024944, 101.7991582 2.802556, 101.7992205 2.8026564, 101.7992762 2.8027328, 101.7994063 2.8028647, 101.7994934 2.8029625, 101.7995506 2.8030105, 101.7996076 2.8030371, 101.7996697 2.8030628, 101.799713 2.803079, 101.7997531 2.8030664, 101.7998382 2.8029207, 101.7998615 2.8028998, 101.7998807 2.8028925, 101.7999003 2.8028955, 101.8000232 2.8029891, 101.8001042 2.8031008)",,,
