osmid,oneway,lanes,ref,name,highway,reversed,length,maxspeed,junction,geometry,bridge
267404106,True,2,1,Lebuhraya Darul Aman,primary,False,10.083,,,"LINESTRING (100.366752 6.1234113, 100.3667631 6.1235013)",
149721741,True,2,K369,Jalan Telok Wanjah,secondary,False,13.129,,,"LINESTRING (100.3670847 6.1264109, 100.3671976 6.1263743)",
777619871,True,2,1,Lebuhraya Darul Aman,primary,False,16.147,70,,"LINESTRING (100.3670847 6.1264109, 100.3671143 6.1265531)",
267404095,True,2,7,Jalan Tunku Abdul Rahman Putra,primary,False,26.001,,,"LINESTRING (100.3663394 6.1214316, 100.3661271 6.1215322)",
267404105,True,2,1,Lebuhraya Darul Aman,primary,False,8.132,,,"LINESTRING (100.3663394 6.1214316, 100.3663713 6.1214975)",
1055582664,True,2,,,secondary,False,2.782,,roundabout,"LINESTRING (100.3720062 6.12401, 100.3719836 6.123999)",
167554924,True,2,,,secondary,False,47.445,,roundabout,"LINESTRING (100.3717453 6.1245053, 100.3718271 6.1245313, 100.3719129 6.1245316, 100.3719948 6.1245062, 100.3720652 6.1244573, 100.3721175 6.1243897)",
244807141,True,3,K367,Jalan Stadium,secondary,False,272.731,,,"LINESTRING (100.3717453 6.1245053, 100.3718984 6.1246403, 100.3719802 6.1246976, 100.3720111 6.124767, 100.3720603 6.1248753, 100.3721862 6.1251601, 100.3722304 6.1252517, 100.3724523 6.1257484, 100.3724791 6.1258097, 100.3728466 6.1266671)",
1055582665,True,2,,,secondary,False,4.031,,roundabout,"LINESTRING (100.3716122 6.1241458, 100.3716001 6.12418)",
1055582660,True,2,,,secondary,False,41.762,,roundabout,"LINESTRING (100.3721412 6.1243326, 100.3721517 6.1242393, 100.3721306 6.1241478, 100.3720802 6.1240684, 100.3720062 6.12401)",
1055582661,True,2,,,secondary,False,9.963,,roundabout,"LINESTRING (100.3716722 6.1244529, 100.3717453 6.1245053)",
1055582663,True,2,,,secondary,False,6.88,,roundabout,"LINESTRING (100.3721175 6.1243897, 100.372131 6.1243618, 100.3721412 6.1243326)",
505205174,False,2,,Jalan Tunku Abdul Halim,tertiary,True,123.40299999999999,,,"LINESTRING (100.368737 6.1256543, 100.3688427 6.1258883, 100.3688926 6.1259996, 100.36893 6.126083, 100.369036 6.1263195, 100.369189 6.126669)",
777619876,True,2,K369,Jalan Telok Wanjah,secondary,False,79.614,60,,"LINESTRING (100.368737 6.1256543, 100.3691107 6.1254752, 100.369386 6.1253441)",
280218459,True,2,,Jalan Kota,unclassified,False,31.484,,,"LINESTRING (100.3694403 6.1195674, 100.3691808 6.119684)",
286170282,False,4,1,Jalan Butterworth-Alor Setar,primary,True,1.987,,,"LINESTRING (100.3660466 6.1207115, 100.3660388 6.1206954)",
"[286170238, 244958630]",True,2,1,Lebuhraya Darul Aman,primary,False,63.704,,,"LINESTRING (100.3660466 6.1207115, 100.3660582 6.1208391, 100.3661472 6.1210353, 100.3662474 6.1212421)",
248287404,True,2,7,Jalan Tunku Abdul Rahman Putra,primary,False,11.877,,,"LINESTRING (100.3664364 6.1213857, 100.3663394 6.1214316)",
"[267404089, 286170236]",True,2,1,Lebuhraya Darul Aman,primary,False,87.05499999999999,70,,"LINESTRING (100.3664364 6.1213857, 100.3662505 6.1210023, 100.366139 6.1208058, 100.3660466 6.1207115)",
246811674,False,2,,Jalan Istana Kuning,unclassified,False,8.961,,,"LINESTRING (100.3675838 6.1231943, 100.3675499 6.1231211)",
246811674,False,2,,Jalan Istana Kuning,unclassified,True,288.376,,,"LINESTRING (100.3675838 6.1231943, 100.3675964 6.1232213, 100.3678251 6.1237146, 100.3680881 6.1242819, 100.3681706 6.1244599, 100.3681953 6.124513, 100.3682202 6.1245669, 100.3683118 6.1247644, 100.3683728 6.124896, 100.3686482 6.12549, 100.3686758 6.1255495)",
1226626114,True,2,,Jalan Istana Lama,tertiary,False,83.804,,,"LINESTRING (100.3675838 6.1231943, 100.3682068 6.1229171, 100.3682757 6.1228865)",
1226626117,True,2,,Jalan Istana Lama,tertiary,False,16.631,,,"LINESTRING (100.3670059 6.1233672, 100.36686 6.1234036)",
253201596,True,1,,,primary_link,False,37.208,,,"LINESTRING (100.3670059 6.1233672, 100.3669024 6.1233636, 100.3668795 6.1233505, 100.3668633 6.1233114, 100.3668277 6.1231522)",
267404091,True,2,1,Lebuhraya Darul Aman,primary,False,28.182,70,,"LINESTRING (100.36686 6.1234036, 100.3668277 6.1231522)",
267404100,True,2,,Jalan Istana Lama,tertiary,False,11.971,,,"LINESTRING (100.36686 6.1234036, 100.366752 6.1234113)",
246811674,False,2,,Jalan Istana Kuning,unclassified,False,288.376,,,"LINESTRING (100.3686758 6.1255495, 100.3686482 6.12549, 100.3683728 6.124896, 100.3683118 6.1247644, 100.3682202 6.1245669, 100.3681953 6.124513, 100.3681706 6.1244599, 100.3680881 6.1242819, 100.3678251 6.1237146, 100.3675964 6.1232213, 100.3675838 6.1231943)",
246811677,True,2,K369,Jalan Telok Wanjah,secondary,False,155.56900000000002,,,"LINESTRING (100.3686758 6.1255495, 100.3685158 6.1256212, 100.3682973 6.1257174, 100.3680899 6.1258108, 100.3674096 6.1261586)",
280207401,True,2,K369,Jalan Tambang Badak,secondary,False,20.475,,,"LINESTRING (100.367061 6.1263177, 100.3668863 6.1263788)",
777619869,True,2,1,Lebuhraya Darul Aman,primary,False,10.69,70,,"LINESTRING (100.367061 6.1263177, 100.3670847 6.1264109)",
1055582666,True,2,K370,,secondary,False,26.104,,roundabout,"LINESTRING (100.3691444 6.1196815, 100.3690879 6.1196874, 100.3690458 6.1197077, 100.3689936 6.1197482, 100.3689566 6.1198029)",
245017822,True,2,,Jalan Kota,unclassified,False,36.717,,,"LINESTRING (100.3693588 6.1198865, 100.369393 6.1197963, 100.3694166 6.1196637, 100.3694403 6.1195674)",
758512285,True,2,K370,,secondary,False,32.423,,roundabout,"LINESTRING (100.3693588 6.1198865, 100.3693548 6.1198503, 100.3693446 6.1198153, 100.3693284 6.1197826, 100.3693068 6.1197531, 100.3692803 6.1197279, 100.3692499 6.1197076, 100.3692164 6.1196928, 100.3691808 6.119684)",
758512285,True,2,K370,,secondary,False,8.553,,roundabout,"LINESTRING (100.3693464 6.1199621, 100.3693561 6.1199249, 100.3693588 6.1198865)",
247637758,True,2,K370,Jalan Sultan Badlishah,secondary,False,238.983,,,"LINESTRING (100.3691444 6.1201009, 100.3692343 6.1201432, 100.3693015 6.1201855, 100.3693795 6.1202925, 100.3694718 6.1204339, 100.3695957 6.1206236, 100.3696566 6.1207114, 100.3700637 6.1213101, 100.370419 6.1218135)",
1055582667,True,2,K370,,secondary,False,28.923000000000002,,roundabout,"LINESTRING (100.3691444 6.1201009, 100.3691878 6.1200971, 100.3692296 6.1200846, 100.3692678 6.1200637, 100.3693009 6.1200355, 100.3693275 6.1200012, 100.3693464 6.1199621)",
247637775,False,,,,unclassified,False,9.005,,,"LINESTRING (100.3724703 6.1222894, 100.3723961 6.1223228)",
247637763,True,2,K370,Jalan Sultan Badlishah,secondary,False,273.743,,,"LINESTRING (100.3711876 6.1227959, 100.3711543 6.1227443, 100.3710395 6.122567, 100.3705452 6.1218659, 100.3704473 6.1217068, 100.3698085 6.1207518)",
247637775,False,,,,unclassified,True,25.261000000000003,,,"LINESTRING (100.3711876 6.1227959, 100.3712355 6.1227779, 100.3714013 6.1227155)",
286170282,False,4,1,Jalan Butterworth-Alor Setar,primary,False,1.987,,,"LINESTRING (100.3660388 6.1206954, 100.3660466 6.1207115)",
286170238,True,2,1,Lebuhraya Darul Aman,primary,False,23.398,,,"LINESTRING (100.3662474 6.1212421, 100.3663394 6.1214316)",
248287425,True,1,,,primary_link,False,35.544,,,"LINESTRING (100.3662474 6.1212421, 100.3662398 6.1213198, 100.3662145 6.1213938, 100.3661728 6.12146, 100.3661271 6.1215322)",
