osmid,oneway,lanes,name,highway,reversed,length,ref,geometry,bridge
646842198,True,2,Jalan New Ferry,trunk,False,34.283,,"LINESTRING (100.3675248 5.3965852, 100.3674582 5.3962841)",
784619105,True,2,Jalan New Ferry,trunk,False,15.287,1,"LINESTRING (100.3675248 5.3965852, 100.3673868 5.3965901)",
"[784616929, 784616930, 784616931]",True,"['2', '3', '4']",Jalan New Ferry,trunk,False,187.958,1,"LINESTRING (100.3693224 5.397433, 100.3690613 5.3972878, 100.3689236 5.3972307, 100.3682482 5.3969244, 100.3681836 5.3968936, 100.3677896 5.3967081)",
160411081,True,,Jalan Bagan Dalam,tertiary,False,9.044,,"LINESTRING (100.370878 5.391313, 100.3708075 5.3913541)",
692640726,True,,,tertiary,False,39.234,,"LINESTRING (100.3678617 5.3893822, 100.3682128 5.3894303)",
406282850,True,1,,motorway_link,False,47.079,,"LINESTRING (100.3704194 5.3908822, 100.3706161 5.3909471, 100.3707986 5.3910659)",
760003814,True,,,motorway_link,False,72.965,,"LINESTRING (100.3704194 5.3908822, 100.3704876 5.3909207, 100.3705392 5.3909627, 100.3706666 5.3910595, 100.3707558 5.3911383, 100.3707987 5.3911937, 100.370816 5.3912448, 100.3708075 5.3913541)",
645296736,False,,,residential,True,16.594,,"LINESTRING (100.3708139 5.3924417, 100.3709258 5.3923424)",
756774834,False,,,residential,False,46.179,,"LINESTRING (100.3708139 5.3924417, 100.370537 5.3921311)",
"[645296736, 756774835]",False,,,residential,False,37.311,,"LINESTRING (100.3708139 5.3924417, 100.3707333 5.3925914, 100.3707176 5.3926417, 100.3707417 5.3926945, 100.3707826 5.3927315)",
756774834,False,,,residential,True,46.179,,"LINESTRING (100.370537 5.3921311, 100.3708139 5.3924417)",
645296711,False,,,residential,False,67.65899999999999,,"LINESTRING (100.3707826 5.3927315, 100.3705255 5.393097, 100.3705104 5.3931144, 100.3704397 5.3931955, 100.3704205 5.393221)",
756774835,False,,,residential,False,36.224000000000004,,"LINESTRING (100.3707826 5.3927315, 100.3708992 5.3927966, 100.3710263 5.3929419)",
"[645296736, 756774835]",False,,,residential,True,37.311,,"LINESTRING (100.3707826 5.3927315, 100.3707417 5.3926945, 100.3707176 5.3926417, 100.3707333 5.3925914, 100.3708139 5.3924417)",
488393271,True,,Jalan Bagan Dalam,tertiary,False,63.745,,"LINESTRING (100.3673835 5.3947261, 100.3669639 5.3951187)",
"[1020164965, 160411098, 1085351037]",True,,,tertiary,False,121.53200000000001,,"LINESTRING (100.3673835 5.3947261, 100.3671353 5.3947968, 100.3670796 5.3948037, 100.3669931 5.3947919, 100.3669403 5.3947716, 100.3668971 5.3947436, 100.36685 5.3946995, 100.366623 5.394448, 100.3665678 5.3944237, 100.3664447 5.3944147)",yes
784621131,True,3,Jalan Bagan Dalam,tertiary,False,211.532,,"LINESTRING (100.367564 5.3950287, 100.367749 5.3948528, 100.3680696 5.394523, 100.3685216 5.3940904, 100.3689252 5.3936939)",
757674134,True,,Jalan Bagan Dalam,tertiary,False,10.96,,"LINESTRING (100.3668183 5.395275, 100.3667479 5.3953443)",
"[645296746, 160411107, 562708820]",True,,,tertiary,False,111.256,,"LINESTRING (100.3668183 5.395275, 100.3667751 5.3952083, 100.3667684 5.3951811, 100.3667678 5.3951531, 100.3667813 5.3949042, 100.3667758 5.3948398, 100.3667656 5.3947889, 100.3667489 5.3947428, 100.3667258 5.3947055, 100.3667002 5.3946707, 100.3666214 5.3945747, 100.3665184 5.3944632, 100.3664447 5.3944147)",yes
488393269,True,4,Jalan New Ferry,trunk,False,37.709,,"LINESTRING (100.3667479 5.3953443, 100.3669705 5.395601)",
785125062,True,5,,motorway_link,False,46.082,,"LINESTRING (100.3667479 5.3953443, 100.3666541 5.3954499, 100.3664722 5.3956548)",
