osmid,oneway,name,highway,reversed,length,geometry,lanes,tunnel,junction
1166296540,True,Lebuh Bestari,secondary,False,26.358,"LINESTRING (101.6883638 2.9208089, 101.6881323 2.9208612)",,,
1166296541,True,Lebuh Bestari,secondary,False,188.029,"LINESTRING (101.6881323 2.9208612, 101.6878576 2.9209303, 101.687422 2.9210452, 101.6870412 2.9211585, 101.6866252 2.9213009, 101.6865095 2.9213404)",,,
"[846190659, 22587835]",True,Jalan Permodenan,tertiary,False,91.049,"LINESTRING (101.6884203 2.9201484, 101.6884127 2.9203712, 101.6883986 2.9205077, 101.6883477 2.9206592, 101.6882891 2.9207405, 101.6882771 2.9207572, 101.6881323 2.9208612)",,,
"[1203012088, 1203012086]",False,Jalan Permodenan,tertiary,True,30.900000000000002,"LINESTRING (101.6884203 2.9201484, 101.688397 2.9199168, 101.6883925 2.9198719)",,,
499353998,False,Jalan Kemerdekaan,tertiary,False,72.279,"LINESTRING (101.6863658 2.9145844, 101.6857629 2.9148293)",,,
124415350,False,Jalan P4 X,unclassified,True,102.33600000000001,"LINESTRING (101.6863658 2.9145844, 101.686007 2.9140074, 101.6858373 2.9138359)",,,
499353983,False,Jalan Permodenan,tertiary,False,173.01500000000001,"LINESTRING (101.6863658 2.9145844, 101.6865864 2.9150803, 101.6869572 2.9158855, 101.6870104 2.9160009)",,,
499353991,False,Jalan Kemerdekaan,tertiary,False,91.09400000000001,"LINESTRING (101.6863658 2.9145844, 101.6870814 2.9142814, 101.687121 2.9142646)",,,
27285309,False,Jalan Permodenan,tertiary,False,67.586,"LINESTRING (101.6881297 2.9188181, 101.6883201 2.9193954)",,,
499353986,False,Jalan Pembangunan,tertiary,True,103.599,"LINESTRING (101.6881297 2.9188181, 101.6872712 2.9191827)",,,
499353987,False,Jalan Permodenan,tertiary,True,203.18800000000002,"LINESTRING (101.6881297 2.9188181, 101.6877819 2.9178977, 101.6876131 2.9174552, 101.6874789 2.9171103)",,,
1166297499,True,Jalan Tun Razak,tertiary,False,33.584,"LINESTRING (101.6836475 2.9197764, 101.683563 2.9194864)",,,
608511906,True,Jalan P3 C,unclassified,False,33.536,"LINESTRING (101.6836475 2.9197764, 101.6836515 2.9196718, 101.683671 2.9196347, 101.6836939 2.9196129, 101.6837386 2.9195815, 101.6838024 2.9195554)",,,
"[499411536, 499411537, 1166297499]",True,Jalan Tun Razak,tertiary,False,253.48899999999995,"LINESTRING (101.6835523 2.9194469, 101.6832891 2.918693, 101.6832143 2.918492, 101.6831753 2.9183847, 101.6831405 2.9183018, 101.6830387 2.9180974, 101.6828831 2.9177834, 101.682697 2.9174344, 101.6826577 2.9173548)",,building_passage,
28116900,True,Jalan P3 A,unclassified,False,92.43,"LINESTRING (101.6839882 2.9206998, 101.6838434 2.9206562, 101.6837168 2.9206562, 101.6833804 2.9208061, 101.6833357 2.9208645, 101.6832995 2.9209709)",2,,
856065683,True,Jalan Pembangunan,tertiary,False,22.869,"LINESTRING (101.6839882 2.9206998, 101.6840182 2.9205915, 101.6840699 2.9205138)",,,
1166297500,True,Jalan Tun Razak,tertiary,False,32.501999999999995,"LINESTRING (101.6839882 2.9206998, 101.6839291 2.9205794, 101.6838607 2.9204367)",,,
499539657,True,,tertiary,False,14.756,"LINESTRING (101.6873492 2.9140936, 101.6872905 2.9141258, 101.687231 2.9141541)",,,
499353988,True,Jalan Tun Hussein,secondary,False,10.689,"LINESTRING (101.6873928 2.9141793, 101.6873492 2.9140936)",,,
499353990,True,Jalan Tun Hussein,secondary,False,10.394,"LINESTRING (101.687231 2.9141541, 101.6872799 2.9142338)",,,
"[607643571, 607643572]",True,Jalan Kemerdekaan,tertiary,False,17.586,"LINESTRING (101.687231 2.9141541, 101.6871773 2.9141892, 101.687121 2.9142646)",,,
499353984,True,Persiaran Perdana,primary,False,95.031,"LINESTRING (101.6844591 2.9153681, 101.6842402 2.9145419)",3,,
1096489389,False,Jalan Kemerdekaan,tertiary,False,28.745,"LINESTRING (101.6844591 2.9153681, 101.6842207 2.9154688)",,,
499353997,False,Jalan Kemerdekaan,tertiary,True,123.73,"LINESTRING (101.6844591 2.9153681, 101.6846104 2.9153043, 101.6854888 2.9149431)",,,
1096489389,False,Jalan Kemerdekaan,tertiary,True,28.745,"LINESTRING (101.6842207 2.9154688, 101.6844591 2.9153681)",,,
1096489390,True,Persiaran Perdana,primary,False,113.077,"LINESTRING (101.6842207 2.9154688, 101.6845603 2.9164275)",3,,
"[1232629785, 607643581, 499568061]",False,Jalan Kemerdekaan,tertiary,True,245.39999999999998,"LINESTRING (101.6842207 2.9154688, 101.6841365 2.9155043, 101.6831304 2.9159291, 101.6830124 2.9159814, 101.6828666 2.9160404, 101.6823576 2.9162553, 101.6821853 2.916328)",,,
124415290,True,Jalan Kemerdekaan,tertiary,False,87.15,"LINESTRING (101.6821853 2.916328, 101.6820262 2.9163909, 101.6818719 2.9164521, 101.6816127 2.916558, 101.6815516 2.9165934, 101.6815102 2.9166247, 101.6814796 2.9166577)",,,
499411536,True,Jalan Tun Razak,tertiary,False,103.448,"LINESTRING (101.6821853 2.916328, 101.6821416 2.9161769, 101.682132 2.9161159, 101.682124 2.9160222, 101.68212 2.9159204, 101.6821334 2.9158065, 101.6821575 2.9157034, 101.6821971 2.9155872, 101.6821991 2.9155815, 101.6822541 2.9154248)",,,
"[1232629785, 499568061, 607643581]",False,Jalan Kemerdekaan,tertiary,False,245.4,"LINESTRING (101.6821853 2.916328, 101.6823576 2.9162553, 101.6828666 2.9160404, 101.6830124 2.9159814, 101.6831304 2.9159291, 101.6841365 2.9155043, 101.6842207 2.9154688)",,,
499353986,False,Jalan Pembangunan,tertiary,False,103.599,"LINESTRING (101.6872712 2.9191827, 101.6881297 2.9188181)",,,
23852372,False,Jalan P3 P,unclassified,False,265.029,"LINESTRING (101.6872712 2.9191827, 101.687056 2.9186549, 101.6869619 2.9184181, 101.6868691 2.9181845, 101.686846 2.9181129, 101.6868421 2.9180362, 101.68685 2.9179562, 101.6868731 2.917884, 101.6870676 2.9175807, 101.6872192 2.9173423, 101.6872939 2.9172243, 101.6874789 2.9171103)",,,
"[499353985, 1166295275]",False,Jalan Pembangunan,tertiary,True,156.064,"LINESTRING (101.6872712 2.9191827, 101.6862287 2.9196242, 101.6860654 2.9196934, 101.6859772 2.9197302)",,,
499353995,False,Jalan Permodenan,tertiary,True,94.437,"LINESTRING (101.6874789 2.9171103, 101.6871575 2.916324)",,,
23852372,False,Jalan P3 P,unclassified,True,265.029,"LINESTRING (101.6874789 2.9171103, 101.6872939 2.9172243, 101.6872192 2.9173423, 101.6870676 2.9175807, 101.6868731 2.917884, 101.68685 2.9179562, 101.6868421 2.9180362, 101.686846 2.9181129, 101.6868691 2.9181845, 101.6869619 2.9184181, 101.687056 2.9186549, 101.6872712 2.9191827)",,,
499353987,False,Jalan Permodenan,tertiary,False,203.188,"LINESTRING (101.6874789 2.9171103, 101.6876131 2.9174552, 101.6877819 2.9178977, 101.6881297 2.9188181)",,,
499353995,False,Jalan Permodenan,tertiary,False,94.437,"LINESTRING (101.6871575 2.916324, 101.6874789 2.9171103)",,,
499353996,False,Jalan Permodenan,tertiary,True,39.467,"LINESTRING (101.6871575 2.916324, 101.6870104 2.9160009)",,,
390140123,True,Jalan P3 M,unclassified,False,22.777,"LINESTRING (101.686114 2.9160787, 101.6860567 2.9160033, 101.6860053 2.9159058)",,,
499353994,False,Jalan P3 M,unclassified,True,73.52,"LINESTRING (101.686114 2.9160787, 101.6864758 2.9161668, 101.6867584 2.9162302)",,,
499411536,True,Jalan Tun Razak,tertiary,False,45.994,"LINESTRING (101.6822541 2.9154248, 101.6823252 2.9152453, 101.6823922 2.9150351)",,,
499411536,True,Jalan Tun Razak,tertiary,False,20.322,"LINESTRING (101.6823922 2.9150351, 101.6824443 2.9148599)",,,
772247568,True,,tertiary,False,14.912,"LINESTRING (101.6824823 2.9143477, 101.6824831 2.9142136)",,,
608511911,True,Lebuh Setia,tertiary,False,42.235,"LINESTRING (101.6824823 2.9143477, 101.6825426 2.9143212, 101.6828348 2.9142052)",,,
499509932,True,Jalan Perpaduan,tertiary,False,49.931,"LINESTRING (101.6824831 2.9142136, 101.682482 2.9141033, 101.6824458 2.9137665)",,,
1172943702,True,Lebuh Setia,tertiary,False,187.921,"LINESTRING (101.6824831 2.9142136, 101.6822123 2.9143032, 101.681679 2.9144731, 101.6811178 2.9146372, 101.680866 2.9147109)",3,,
32405867,True,Jalan P3 L,unclassified,False,29.838,"LINESTRING (101.6831419 2.9206858, 101.6831073 2.9207765, 101.6830933 2.9208429, 101.6830346 2.9209281)",,,
499192102,True,Jalan Tunku Abdul Rahman,tertiary,False,36.216,"LINESTRING (101.6831419 2.9206858, 101.6832184 2.9208189, 101.6832995 2.9209709)",,,
437308828,True,Jalan P3 L,unclassified,False,9.459999999999999,"LINESTRING (101.6827515 2.9211285, 101.6827607 2.9211017, 101.6827592 2.9210843, 101.6827582 2.9210734, 101.6827443 2.9210487)",,,
"[437308848, 828545425]",True,,unclassified,False,23.734,"LINESTRING (101.6827494 2.9213219, 101.6827787 2.9212857, 101.6827888 2.9212646, 101.6827914 2.9212508, 101.6827896 2.9212269, 101.6827515 2.9211285)",,,
"[1166299392, 1166299393, 499192102, 499192103, 1166299391]",True,Jalan Tunku Abdul Rahman,tertiary,False,296.442,"LINESTRING (101.6817042 2.9175444, 101.6818258 2.9178954, 101.6818665 2.918003, 101.6818799 2.9180365, 101.6819274 2.9181559, 101.6819423 2.9181945, 101.6820569 2.9184905, 101.6820635 2.9185055, 101.6821468 2.9187183, 101.6822192 2.9189125, 101.6822774 2.9190472, 101.6823074 2.9191166, 101.6824555 2.9194483, 101.6825248 2.9196039, 101.6825947 2.9197603, 101.6827203 2.9200074)",,building_passage,
124415169,False,Jalan P4 Y,unclassified,False,193.965,"LINESTRING (101.6858373 2.9138359, 101.6854683 2.9140061, 101.6852913 2.9140833, 101.6843616 2.914489, 101.6842402 2.9145419)",,,
124415350,False,Jalan P4 X,unclassified,False,102.33600000000001,"LINESTRING (101.6858373 2.9138359, 101.686007 2.9140074, 101.6863658 2.9145844)",,,
124415169,False,Jalan P4 Y,unclassified,True,193.965,"LINESTRING (101.6842402 2.9145419, 101.6843616 2.914489, 101.6852913 2.9140833, 101.6854683 2.9140061, 101.6858373 2.9138359)",,,
499353984,True,Persiaran Perdana,primary,False,95.76,"LINESTRING (101.6842402 2.9145419, 101.6840816 2.9139734, 101.6840088 2.9137123)",3,,
124415320,True,,unclassified,False,198.639,"LINESTRING (101.683846 2.9145596, 101.6838059 2.9146731, 101.6837911 2.9147076, 101.6836623 2.9147911, 101.682648 2.9151888, 101.6826194 2.9152, 101.6825579 2.9152184, 101.682489 2.915209, 101.6824394 2.915178, 101.6823945 2.9151414, 101.6823922 2.9150351)",,,
1172899764,True,Persiaran Perdana,primary,False,109.339,"LINESTRING (101.683846 2.9145596, 101.6839355 2.914761, 101.6842207 2.9154688)",3,,
1232632779,False,Jalan Kemerdekaan,tertiary,True,32.965,"LINESTRING (101.6854888 2.9149431, 101.6857629 2.9148293)",,,
499353997,False,Jalan Kemerdekaan,tertiary,False,123.73,"LINESTRING (101.6854888 2.9149431, 101.6846104 2.9153043, 101.6844591 2.9153681)",,,
862185768,True,Jalan P3 M,unclassified,False,30.841,"LINESTRING (101.6854888 2.9149431, 101.6855774 2.9149827, 101.6856318 2.9150123, 101.6856689 2.9150443, 101.6857163 2.9150953)",,,
390140119,False,Jalan P3 M,unclassified,False,51.459,"LINESTRING (101.6858923 2.9155234, 101.6857163 2.9150953)",,,
390140121,True,Jalan P3 M,unclassified,False,35.2,"LINESTRING (101.6858923 2.9155234, 101.6857979 2.9158256)",,,
"[499411539, 1232632780]",False,Jalan P3F,unclassified,False,204.817,"LINESTRING (101.6845603 2.9164275, 101.6844654 2.9164669, 101.6843909 2.9164976, 101.6838835 2.9167133, 101.6833846 2.9169232, 101.6828588 2.9171382)",,,
"[1096489392, 499411531, 1096489390]",True,Persiaran Perdana,primary,False,288.015,"LINESTRING (101.6845603 2.9164275, 101.684768 2.9170381, 101.6851942 2.9182769, 101.685215 2.9183381, 101.6853984 2.9188787)",3,,
1172899762,True,Jalan Tunku Abdul Rahman,tertiary,False,19.714,"LINESTRING (101.681432 2.9164869, 101.6814796 2.9166577)",,,
124415232,True,Jalan P3H,unclassified,False,33.747,"LINESTRING (101.681432 2.9164869, 101.6813928 2.9165934, 101.6813757 2.9166226, 101.6813648 2.9166412, 101.6813204 2.9166843, 101.6812617 2.9167275)",,,
124415198,False,Jalan P3H,unclassified,False,37.367000000000004,"LINESTRING (101.6812617 2.9167275, 101.6810453 2.9168196, 101.6809527 2.9168605)",,,
499192106,True,Jalan P3H,unclassified,False,29.663,"LINESTRING (101.6812617 2.9167275, 101.6813333 2.9167251, 101.6813978 2.9167384, 101.6815178 2.9167873)",,,
124415198,False,Jalan P3H,unclassified,True,37.367000000000004,"LINESTRING (101.6809527 2.9168605, 101.6810453 2.9168196, 101.6812617 2.9167275)",,,
1096489392,True,Persiaran Perdana,primary,False,112.454,"LINESTRING (101.6853984 2.9188787, 101.6857293 2.9198345)",3,,
124415158,False,Jalan P3 C,unclassified,True,117.935,"LINESTRING (101.6853984 2.9188787, 101.6853007 2.9189197, 101.6844297 2.9193133)",,,
1166297499,True,Jalan Tun Razak,tertiary,False,4.55,"LINESTRING (101.683563 2.9194864, 101.6835523 2.9194469)",,,
124415182,False,Jalan P2 K,unclassified,True,174.37300000000002,"LINESTRING (101.6860003 2.920653, 101.6859328 2.920681, 101.6854441 2.9208826, 101.6854117 2.920896, 101.6851723 2.920983, 101.6847102 2.9211748, 101.6845474 2.921247)",,,
816331656,True,Persiaran Perdana,primary,False,91.549,"LINESTRING (101.6860003 2.920653, 101.6862057 2.9212585, 101.6862648 2.9214328)",3,,
124415231,False,Jalan P3 L,unclassified,False,34.916,"LINESTRING (101.6830346 2.9209281, 101.6827443 2.9210487)",,,
499509951,True,Jalan P3 L,unclassified,False,30.41,"LINESTRING (101.6830346 2.9209281, 101.6831292 2.9209178, 101.683189 2.9209316, 101.6832995 2.9209709)",,,
607643585,True,Jalan Tun Razak,tertiary,False,10.321,"LINESTRING (101.6843234 2.9213019, 101.6842724 2.9212243)",,,
607643585,True,Jalan Tun Razak,tertiary,False,28.597,"LINESTRING (101.6844857 2.9215015, 101.6843833 2.9213797, 101.6843234 2.9213019)",,,
608511909,True,,unclassified,False,29.951999999999998,"LINESTRING (101.6844857 2.9215015, 101.6844857 2.921397, 101.6844964 2.9213328, 101.6845474 2.921247)",,,
390140122,True,Jalan P3 M,unclassified,False,26.376,"LINESTRING (101.6858808 2.9160337, 101.686114 2.9160787)",,,
390140118,True,Jalan P3 M,unclassified,False,22.161,"LINESTRING (101.6858808 2.9160337, 101.6859203 2.9160281, 101.6859559 2.91601, 101.6859837 2.9159814, 101.6860008 2.9159454, 101.6860053 2.9159058)",,,roundabout
390140118,True,Jalan P3 M,unclassified,False,31.484,"LINESTRING (101.6857979 2.9158256, 101.6857743 2.9158585, 101.6857675 2.9158811, 101.6857627 2.9158972, 101.6857645 2.9159376, 101.6857795 2.9159752, 101.685806 2.9160058, 101.685841 2.9160261, 101.6858808 2.9160337)",,,roundabout
390140118,True,Jalan P3 M,unclassified,False,8.835,"LINESTRING (101.6860053 2.9159058, 101.6859968 2.915867, 101.6859762 2.915833)",,,roundabout
390140120,True,Jalan P3 M,unclassified,False,35.665,"LINESTRING (101.6859762 2.915833, 101.6858923 2.9155234)",,,
390140118,True,Jalan P3 M,unclassified,False,22.137,"LINESTRING (101.6859762 2.915833, 101.6859457 2.9158074, 101.6859085 2.915793, 101.6858687 2.9157913, 101.6858304 2.9158026, 101.6857979 2.9158256)",,,roundabout
124415158,False,Jalan P3 C,unclassified,False,6.925,"LINESTRING (101.6843729 2.919339, 101.6844297 2.9193133)",,,
124415158,False,Jalan P3 C,unclassified,True,67.772,"LINESTRING (101.6843729 2.919339, 101.6843536 2.9193468, 101.6843067 2.9193657, 101.6840462 2.9194637, 101.6838024 2.9195554)",,,
436843551,True,Jalan P3 B,unclassified,False,108.91499999999999,"LINESTRING (101.6843729 2.919339, 101.6845142 2.9196736, 101.6846973 2.9201072, 101.6847043 2.9201775, 101.6846897 2.9202512)",,,
28116901,False,Jalan Pembangunan,tertiary,True,74.767,"LINESTRING (101.6846897 2.9202512, 101.6840699 2.9205138)",,,
499568064,False,Jalan Pembangunan,tertiary,False,22.461,"LINESTRING (101.6846897 2.9202512, 101.6847799 2.9202152, 101.6848775 2.9201762)",,,
124415231,False,Jalan P3 L,unclassified,True,34.916,"LINESTRING (101.6827443 2.9210487, 101.6830346 2.9209281)",,,
437308828,True,Jalan P3 L,unclassified,False,28.362,"LINESTRING (101.6827443 2.9210487, 101.6827216 2.9210317, 101.6826939 2.9210254, 101.6826661 2.9210309, 101.6826429 2.9210472, 101.6826283 2.9210715, 101.6826249 2.9210997, 101.6826333 2.9211268, 101.682652 2.9211481, 101.6826777 2.92116)",,,
437308828,True,Jalan P3 L,unclassified,False,9.457,"LINESTRING (101.6826777 2.92116, 101.6827061 2.9211604, 101.6827322 2.9211493, 101.6827515 2.9211285)",,,
437308847,True,,unclassified,False,19.723,"LINESTRING (101.6826777 2.92116, 101.6827127 2.9212527, 101.6827494 2.9213219)",,,
438792719,True,,tertiary_link,False,60.39,"LINESTRING (101.6828184 2.9140773, 101.6826976 2.9140727, 101.6826394 2.9140609, 101.68259 2.9140343, 101.6825597 2.9140009, 101.6825374 2.9139696, 101.6825171 2.9139228, 101.6825044 2.9138776, 101.6824458 2.9137665)",,,
1172943703,True,Lebuh Setia,tertiary,False,40.369,"LINESTRING (101.6828184 2.9140773, 101.6825436 2.9141869, 101.6825436 2.9141893, 101.6824831 2.9142136)",3,,
1172943704,True,Lebuh Setia,tertiary,False,93.768,"LINESTRING (101.6828348 2.9142052, 101.6835134 2.9139224, 101.6836159 2.9138852)",,,
438792718,True,,tertiary_link,False,87.22500000000001,"LINESTRING (101.6824443 2.9148599, 101.6825001 2.9146733, 101.6825235 2.9145787, 101.6825491 2.9145139, 101.6825757 2.914466, 101.6826062 2.9144277, 101.6826257 2.9144086, 101.6826311 2.9144029, 101.6826639 2.914368, 101.6827315 2.9143047, 101.6828348 2.9142052)",,,
499411536,True,Jalan Tun Razak,tertiary,False,57.246,"LINESTRING (101.6824443 2.9148599, 101.6824445 2.9146908, 101.6824747 2.9145055, 101.6824779 2.9144392, 101.6824823 2.9143477)",,,
1172899762,True,Jalan Tunku Abdul Rahman,tertiary,False,86.703,"LINESTRING (101.6815178 2.9167873, 101.6816117 2.9171928, 101.6817042 2.9175444)",,,
1166296539,True,Jalan P2 T,unclassified,False,49.39,"LINESTRING (101.6881897 2.9214543, 101.6881698 2.9215265, 101.6881177 2.9218921)",,,
1168919667,True,Persiaran Perdana,primary,False,103.88,"LINESTRING (101.6868376 2.9223316, 101.6865443 2.9214445)",3,,
499353973,False,Jalan P2 S,unclassified,True,124.977,"LINESTRING (101.6868376 2.9223316, 101.6870306 2.9222672, 101.6871604 2.9222239, 101.6876971 2.922045, 101.6879051 2.9219757)",,,
499353973,False,Jalan P2 S,unclassified,False,25.374,"LINESTRING (101.6881177 2.9218921, 101.6879051 2.9219757)",,,
1166296539,True,Jalan P2 T,unclassified,False,23.951,"LINESTRING (101.6881177 2.9218921, 101.6881144 2.9219111, 101.6881053 2.922107)",,,
499353977,True,,unclassified,False,45.93599999999999,"LINESTRING (101.6879508 2.9210115, 101.6879968 2.9210266, 101.6880413 2.9210483, 101.6881052 2.9210927, 101.6881774 2.9211807, 101.6882376 2.9212889)",,,
1166296542,True,Lebuh Bestari,secondary,False,46.061,"LINESTRING (101.6879508 2.9210115, 101.688189 2.9209585, 101.6883558 2.9209221)",,,
1166296539,True,Jalan P2 T,unclassified,False,19.145,"LINESTRING (101.6882376 2.9212889, 101.6881897 2.9214543)",,,
499353992,True,,tertiary,False,13.929,"LINESTRING (101.6872799 2.9142338, 101.6873419 2.9142054, 101.6873928 2.9141793)",,,
499353996,False,Jalan Permodenan,tertiary,False,39.467,"LINESTRING (101.6870104 2.9160009, 101.6871575 2.916324)",,,
499353983,False,Jalan Permodenan,tertiary,True,173.015,"LINESTRING (101.6870104 2.9160009, 101.6869572 2.9158855, 101.6865864 2.9150803, 101.6863658 2.9145844)",,,
499353993,True,Jalan P3 M,unclassified,False,40.690000000000005,"LINESTRING (101.6870104 2.9160009, 101.6869593 2.9161216, 101.6869312 2.9161525, 101.6869016 2.9161806, 101.6868677 2.9161993, 101.6868339 2.9162124, 101.6867584 2.9162302)",,,
23852373,True,Jalan P3 M,unclassified,False,45.531,"LINESTRING (101.6867584 2.9162302, 101.6871575 2.916324)",,,
499353994,False,Jalan P3 M,unclassified,False,73.52,"LINESTRING (101.6867584 2.9162302, 101.6864758 2.9161668, 101.686114 2.9160787)",,,
499411536,True,Jalan Tun Razak,tertiary,False,34.843,"LINESTRING (101.6826577 2.9173548, 101.6826229 2.9172909, 101.6825987 2.9172463, 101.6825142 2.9170762)",,,
499411538,True,Jalan P3 E,unclassified,False,113.88999999999999,"LINESTRING (101.6826577 2.9173548, 101.6825092 2.9172869, 101.6823791 2.917295, 101.6822956 2.9173119, 101.6821001 2.9173598, 101.6820637 2.9173692, 101.6820238 2.9173797, 101.6818831 2.9174168, 101.6818047 2.9174606, 101.6817733 2.9174818, 101.6817042 2.9175444)",,,
499411540,True,Jalan P3F,unclassified,False,34.497,"LINESTRING (101.6826577 2.9173548, 101.6826986 2.9172585, 101.6827177 2.91723, 101.6827328 2.9172075, 101.6827682 2.9171812, 101.6828588 2.9171382)",,,
499411541,True,Jalan P3F,unclassified,False,39.745,"LINESTRING (101.6828588 2.9171382, 101.6827409 2.9171392, 101.6826582 2.9171352, 101.6826355 2.91713, 101.6825937 2.9171205, 101.6825142 2.9170762)",,,
"[499411539, 1232632780]",False,Jalan P3F,unclassified,True,204.817,"LINESTRING (101.6828588 2.9171382, 101.6833846 2.9169232, 101.6838835 2.9167133, 101.6843909 2.9164976, 101.6844654 2.9164669, 101.6845603 2.9164275)",,,
