osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,bridge,maxspeed
5050484,True,1,Jalan Raja Haroun,unclassified,False,182.775,"LINESTRING (101.7914092 2.9920734, 101.7904897 2.9921809, 101.7899781 2.9922479, 101.7897752 2.992271)",,,
"[482541379, 5050485]",True,2,Jalan Bukit,secondary,False,60.555,"LINESTRING (101.7914092 2.9920734, 101.7914187 2.9924288, 101.7914215 2.99253, 101.7914234 2.9926178)",,,
5050485,True,2,Jalan Bukit,secondary,False,60.857,"LINESTRING (101.7913943 2.9915263, 101.7914015 2.9917894, 101.7914092 2.9920734)",,,
773867212,True,2,Jalan Cheras,primary,False,28.937,"LINESTRING (101.7875656 2.9967633, 101.7876701 2.9965249)",1,,
169543762,True,1,,primary_link,False,67.676,"LINESTRING (101.7875656 2.9967633, 101.7877154 2.9966753, 101.7879445 2.9966088, 101.7881392 2.9965783)",,,
772477017,True,2,Jalan Reko,primary,False,28.48,"LINESTRING (101.7884006 2.990751, 101.7882077 2.9909198)",B17,,
5074947,True,,Jalan Tun Abdul Aziz,unclassified,False,118.143,"LINESTRING (101.7886295 2.9916432, 101.7890119 2.9916357, 101.7894233 2.991621, 101.78952 2.9916173, 101.7896928 2.9916085)",,,
14370439,True,1,Jalan Sulaiman,unclassified,False,175.727,"LINESTRING (101.7886295 2.9916432, 101.7886443 2.9921797, 101.7886475 2.9923419, 101.7886419 2.9932233)",,,
773818784,False,5,Jalan Semenyih,primary,False,20.915,"LINESTRING (101.7886419 2.9932233, 101.7884548 2.9932449)",1,,
1154018799,False,4,Jalan Semenyih,primary,True,34.318,"LINESTRING (101.7886419 2.9932233, 101.7889489 2.9931878)",1,,
"[482541392, 1154018803]",True,1,Jalan Dato Nazir,unclassified,False,90.768,"LINESTRING (101.7898433 2.9930844, 101.7898261 2.9929227, 101.7898037 2.9926083, 101.7897752 2.992271)",,,
"[1154018800, 1154018801, 482541394, 1154018802]",False,4,Jalan Semenyih,primary,False,99.981,"LINESTRING (101.7898433 2.9930844, 101.7897975 2.9930897, 101.7893498 2.9931409, 101.7891238 2.9931667, 101.7890863 2.9931719, 101.7889489 2.9931878)",1,,
"[773818785, 1154018804, 482541383]",False,"['2', '4']",Jalan Semenyih,primary,True,109.679,"LINESTRING (101.7898433 2.9930844, 101.7901338 2.9930541, 101.7902708 2.9930398, 101.7903269 2.9930327, 101.7904672 2.9930151, 101.7908243 2.9929701)",1,,
5050484,True,1,Jalan Raja Haroun,unclassified,False,81.739,"LINESTRING (101.7897752 2.992271, 101.7890408 2.9923209)",,,
1154018803,True,1,Jalan Dato Nazir,unclassified,False,74.235,"LINESTRING (101.7897752 2.992271, 101.7897341 2.9919213, 101.7896928 2.9916085)",,,
5074947,True,,Jalan Tun Abdul Aziz,unclassified,False,189.17100000000002,"LINESTRING (101.7896928 2.9916085, 101.7897526 2.9916061, 101.7899004 2.9916001, 101.7901724 2.9915909, 101.7904831 2.9915781, 101.7905914 2.9915729, 101.7910204 2.9915481, 101.7913943 2.9915263)",,,
774861236,False,,,unclassified,False,9.912,"LINESTRING (101.7914905 2.9904125, 101.7914015 2.9904057)",,,
14370689,False,,Jalan Changkat,unclassified,False,17.828,"LINESTRING (101.7914905 2.9904125, 101.7915591 2.9904175, 101.7916507 2.990423)",,,
482320897,True,2,Jalan Timur,secondary,False,11.976,"LINESTRING (101.7937612 2.9923238, 101.7938156 2.9924168)",,,
773644216,True,2,Jalan Semenyih,primary,False,34.379999999999995,"LINESTRING (101.7937612 2.9923238, 101.7935957 2.9923801, 101.7934675 2.9924216)",1,,
683705182,True,3,Jalan Cheras,primary,False,7.426,"LINESTRING (101.7876701 2.9965249, 101.7876803 2.9964589)",1,,
773867214,True,1,Jalan Timur,secondary,False,17.117,"LINESTRING (101.7876701 2.9965249, 101.7878241 2.9965181)",,,
778652335,False,5,Jalan Hishamuddin,primary,False,30.064,"LINESTRING (101.786519 2.9932808, 101.7862484 2.9932895)",B11,,
779666435,True,2,Jalan Kelab,unclassified,False,26.079,"LINESTRING (101.786519 2.9932808, 101.7865017 2.9933634, 101.7864683 2.9935098)",,,
"[1154018795, 778652333]",False,5,Jalan Hishamuddin,primary,True,90.336,"LINESTRING (101.786519 2.9932808, 101.7869165 2.9932785, 101.7873325 2.9932823)",B11,,
683705175,True,3,Jalan Cheras,primary,False,29.609,"LINESTRING (101.7876064 2.9955918, 101.7875967 2.9958579)",1,,
772478126,True,2,Jalan Tukang,primary,False,26.965,"LINESTRING (101.787581 2.991722, 101.787492 2.9917384, 101.7873422 2.991766)",B17,,
5050485,True,2,Jalan Bukit,secondary,False,10.486,"LINESTRING (101.7913937 2.991432, 101.7913943 2.9915263)",,,
"[25338365, 775043919]",True,1,Jalan Tun Abdul Aziz,unclassified,False,217.717,"LINESTRING (101.7913937 2.991432, 101.7910205 2.9914191, 101.790592 2.9914023, 101.7903635 2.9913893, 101.7898486 2.9913599, 101.7895166 2.9913659, 101.7894349 2.9913645)",,,
482320907,True,1,Jalan Timur,secondary,False,14.455,"LINESTRING (101.7922091 2.9966987, 101.7923362 2.9967268)",,,
482320971,False,2,Jalan Timur,secondary,False,63.791000000000004,"LINESTRING (101.7922091 2.9966987, 101.7917473 2.9967099, 101.7916348 2.9967126)",,,
25386543,False,,,unclassified,False,26.366999999999997,"LINESTRING (101.7877057 2.9956532, 101.7878144 2.9956557, 101.7879431 2.9956538)",,,
683715482,True,2,Jalan Cheras,primary,False,98.118,"LINESTRING (101.7877057 2.9956532, 101.787704 2.9951764, 101.7877278 2.9947715)",1,,
781899706,False,5,Jalan Hishamuddin,primary,False,47.167,"LINESTRING (101.7877572 2.9932894, 101.7873325 2.9932823)",B11,,
1154018796,False,6,Jalan Semenyih,primary,True,19.891,"LINESTRING (101.7877572 2.9932894, 101.7879363 2.9932864)",1,,
699363490,True,2,Jalan Besar,primary,False,163.893,"LINESTRING (101.7877572 2.9932894, 101.7877835 2.9924565, 101.7877847 2.992418, 101.7877871 2.9923434, 101.7877994 2.9919534, 101.7878037 2.9918162)",B17,,
"[773819337, 482541396, 775324750]",True,"['2', '3']",Jalan Cheras,primary,False,258.478,"LINESTRING (101.7877572 2.9932894, 101.7876777 2.9934312, 101.7876674 2.9941714, 101.7876356 2.9947708, 101.7876211 2.9951772, 101.7876064 2.9955918)",1,,
25386547,True,,,unclassified,False,107.942,"LINESTRING (101.7879431 2.9956538, 101.7889151 2.9956656)",,,
25386543,False,,,unclassified,True,26.366999999999997,"LINESTRING (101.7879431 2.9956538, 101.7878144 2.9956557, 101.7877057 2.9956532)",,,
"[169537817, 482320834]",True,,,unclassified,False,129.006,"LINESTRING (101.7879431 2.9956538, 101.7879426 2.9958481, 101.7889098 2.995849)",,,
25386549,False,,,unclassified,False,11.205,"LINESTRING (101.7889098 2.995849, 101.7890107 2.99585)",,,
482320833,True,,,unclassified,False,20.402,"LINESTRING (101.7889098 2.995849, 101.7889151 2.9956656)",,,
25386549,False,,,unclassified,True,11.205,"LINESTRING (101.7890107 2.99585, 101.7889098 2.995849)",,,
683715481,False,,Jalan Raja Musa,unclassified,True,54.876,"LINESTRING (101.7890107 2.99585, 101.789025 2.9953567)",,,
683715481,False,,Jalan Raja Musa,unclassified,False,99.69699999999999,"LINESTRING (101.7890107 2.99585, 101.7890003 2.9964566, 101.7889818 2.99659, 101.7889533 2.9967426)",,,
482320971,False,2,Jalan Timur,secondary,False,92.22800000000001,"LINESTRING (101.7889533 2.9967426, 101.7882018 2.9965907, 101.7881392 2.9965783)",,,
482320971,False,2,Jalan Timur,secondary,True,82.745,"LINESTRING (101.7889533 2.9967426, 101.7894766 2.9967496, 101.7896984 2.9967525)",,,
607229599,False,,Jalan Raja Musa,unclassified,False,142.019,"LINESTRING (101.7889533 2.9967426, 101.7889339 2.9970448, 101.7889436 2.9976226, 101.7889444 2.9980191)",,,
683715481,False,,Jalan Raja Musa,unclassified,True,99.697,"LINESTRING (101.7889533 2.9967426, 101.7889818 2.99659, 101.7890003 2.9964566, 101.7890107 2.99585)",,,
25416144,True,1,,primary_link,False,29.124000000000002,"LINESTRING (101.7878037 2.9918162, 101.7877665 2.9917605, 101.7877246 2.9917325, 101.787695 2.991724, 101.7876617 2.9917235, 101.787581 2.991722)",,,
772477018,True,2,Jalan Reko,primary,False,81.579,"LINESTRING (101.7878037 2.9918162, 101.7878064 2.9916021, 101.7878258 2.9915365, 101.7878661 2.9914629, 101.7879465 2.9913564, 101.7880991 2.991179)",B17,,
773648729,False,2,Jalan Baru,tertiary,True,47.194,"LINESTRING (101.7889444 2.9980191, 101.7893694 2.9980213)",,,
