osmid,oneway,highway,reversed,length,geometry,ref,name,bridge,junction
662117293,True,tertiary_link,False,65.863,"LINESTRING (102.0547608 4.1838862, 102.0548374 4.184107, 102.0548917 4.1842709, 102.0549016 4.1844567)",,,,
781701108,True,tertiary,False,42.266999999999996,"LINESTRING (102.0547608 4.1838862, 102.0548599 4.1840579, 102.0549336 4.1841096, 102.0550206 4.1841406)",1506,,,
144870750,True,tertiary,False,55.854,"LINESTRING (102.0548384 4.1846447, 102.0546926 4.1851255)",,,,
"[211757762, 144870747]",False,unclassified,"[False, True]",364.45199999999994,"LINESTRING (102.0548384 4.1846447, 102.0546828 4.1845898, 102.0545399 4.1845275, 102.0543787 4.1844655, 102.0541257 4.1843683, 102.0539674 4.1843088, 102.0536958 4.1842354, 102.0536435 4.1842234, 102.0535784 4.1842147, 102.0535094 4.1842287, 102.0534685 4.1842461, 102.0531077 4.1844748, 102.0525653 4.1846728, 102.0517772 4.1849374)",,,,
661469465,False,unclassified,True,18.033,"LINESTRING (102.05741 4.18667, 102.0573147 4.1868014)",,,,
"[661469465, 144870762]",False,unclassified,True,276.363,"LINESTRING (102.05741 4.18667, 102.0576165 4.1870395, 102.057652 4.187071, 102.0576835 4.1870977, 102.0577258 4.1871111, 102.0577875 4.1871097, 102.0579416 4.1870652, 102.0581482 4.1870054, 102.0581777 4.1869907, 102.0581985 4.18697, 102.0582099 4.1869272, 102.0582133 4.1868904, 102.0582139 4.1868536, 102.0582052 4.1868001, 102.0581174 4.1866256, 102.0580161 4.1864336, 102.0579444 4.186346, 102.0578371 4.1862765, 102.0578029 4.1862704, 102.0577734 4.1862718, 102.0577459 4.1862818, 102.0575784 4.1864754, 102.05741 4.18667)",,,,
"[661469465, 144870762]",False,unclassified,False,276.36299999999994,"LINESTRING (102.05741 4.18667, 102.0575784 4.1864754, 102.0577459 4.1862818, 102.0577734 4.1862718, 102.0578029 4.1862704, 102.0578371 4.1862765, 102.0579444 4.186346, 102.0580161 4.1864336, 102.0581174 4.1866256, 102.0582052 4.1868001, 102.0582139 4.1868536, 102.0582133 4.1868904, 102.0582099 4.1869272, 102.0581985 4.18697, 102.0581777 4.1869907, 102.0581482 4.1870054, 102.0579416 4.1870652, 102.0577875 4.1871097, 102.0577258 4.1871111, 102.0576835 4.1870977, 102.057652 4.187071, 102.0576165 4.1870395, 102.05741 4.18667)",,,,
144870744,False,tertiary,True,333.599,"LINESTRING (102.0506929 4.1866851, 102.0508191 4.1867352, 102.0515192 4.1870215, 102.0516117 4.1870616, 102.0517082 4.187087, 102.0518491 4.1871098, 102.0520529 4.1871204, 102.0522374 4.1871145, 102.0523645 4.1871012, 102.0524742 4.1870705, 102.0526229 4.1869934, 102.0527288 4.1869186, 102.0527983 4.1868659, 102.0529488 4.1867219, 102.0530439 4.1866157, 102.0533039 4.1863049)",,Jalan Pekeliling,,
661469465,False,unclassified,False,18.033,"LINESTRING (102.0573147 4.1868014, 102.05741 4.18667)",,,,
"[661469466, 1097867598, 1097867599]",False,unclassified,False,242.67199999999997,"LINESTRING (102.0573147 4.1868014, 102.0570619 4.1866155, 102.0570318 4.1866162, 102.0570056 4.1866256, 102.0569198 4.1866817, 102.057005 4.1867337, 102.0572045 4.1868749, 102.0572779 4.1869546, 102.057339 4.1870401, 102.0574374 4.1872414, 102.057471 4.1873759, 102.0574807 4.1874983, 102.0574804 4.1876274, 102.0574471 4.1878046, 102.0574156 4.1879206, 102.0573699 4.1880476, 102.0574602 4.1880963)",,,,
1097867599,False,unclassified,True,63.135999999999996,"LINESTRING (102.0573147 4.1868014, 102.0574368 4.1869693, 102.0574797 4.1870449, 102.0575052 4.187093, 102.0575874 4.1872962)",,,,
144870729,False,unclassified,True,9.786,"LINESTRING (102.0575874 4.1872962, 102.0576079 4.1873818)",,,,
1097867599,False,unclassified,False,63.135999999999996,"LINESTRING (102.0575874 4.1872962, 102.0575052 4.187093, 102.0574797 4.1870449, 102.0574368 4.1869693, 102.0573147 4.1868014)",,,,
