osmid,highway,oneway,reversed,length,lanes,name,geometry,bridge,ref
602800473,residential,False,False,14.997,,,"LINESTRING (100.2555862 5.294318, 100.25551 5.2944295)",,
784009625,primary,True,False,49.98,2,Jalan Teluk Kumbar,"LINESTRING (100.2555862 5.294318, 100.2560376 5.2943196)",,
602320568,primary,False,False,29.703,2,Jalan Dato Ismail Hashim,"LINESTRING (100.2596006 5.2965886, 100.259448 5.2963689)",,
770247151,residential,False,True,29.831,3,Jalan Kampung Bukit,"LINESTRING (100.2596006 5.2965886, 100.2593391 5.296524)",,
645013694,primary,False,False,49.404,2,Jalan Dato Ismail Hashim,"LINESTRING (100.2596006 5.2965886, 100.2596683 5.296639, 100.2597613 5.2966771, 100.2600164 5.2967326)",,
602320586,residential,False,False,137.59099999999998,,,"LINESTRING (100.2613037 5.2976383, 100.2610172 5.2978828, 100.2608053 5.2980524, 100.2606659 5.2981539, 100.2606531 5.2981635, 100.2606498 5.2981709, 100.2606496 5.2981806, 100.2606516 5.2981874, 100.2607115 5.298244, 100.2607564 5.298268, 100.2609884 5.2983502)",,
645013694,primary,False,False,134.53699999999998,2,Jalan Dato Ismail Hashim,"LINESTRING (100.2613037 5.2976383, 100.261345 5.2976987, 100.2614073 5.2977898, 100.2615236 5.2979601, 100.2616784 5.2982254, 100.2617006 5.2982635, 100.2618093 5.298504, 100.2618943 5.2986919)",,
645013694,primary,False,True,180.77599999999998,2,Jalan Dato Ismail Hashim,"LINESTRING (100.2613037 5.2976383, 100.2612175 5.2975394, 100.2610876 5.2973903, 100.2609718 5.2972357, 100.2609136 5.2971649, 100.2608337 5.2970753, 100.260747 5.2970049, 100.2606356 5.296936, 100.26057 5.2969056, 100.2604584 5.2968549, 100.2603844 5.2968291, 100.2600762 5.2967456, 100.2600164 5.2967326)",,
770247152,primary,False,False,15.317,2,Jalan Dato Ismail Hashim,"LINESTRING (100.2594784 5.295064, 100.2595506 5.2949465)",,
602800475,residential,False,False,161.40800000000002,,,"LINESTRING (100.2594784 5.295064, 100.2587727 5.2949235, 100.2583677 5.2948699, 100.2583385 5.294849, 100.25833 5.2948163, 100.2583419 5.294558)",,
770247152,primary,False,True,84.941,2,Jalan Dato Ismail Hashim,"LINESTRING (100.2594784 5.295064, 100.2592912 5.2953432, 100.2592405 5.2954568, 100.2592133 5.2955246, 100.259195 5.2955925, 100.2591874 5.2956726, 100.2591887 5.2957527)",,
602320568,primary,False,True,29.703,2,Jalan Dato Ismail Hashim,"LINESTRING (100.259448 5.2963689, 100.2596006 5.2965886)",,
693438022,primary_link,True,False,21.663999999999998,1,,"LINESTRING (100.259448 5.2963689, 100.259435 5.2964165, 100.2594106 5.2964585, 100.2593831 5.2964883, 100.2593391 5.296524)",,
770247152,primary,False,False,75.56,2,Jalan Dato Ismail Hashim,"LINESTRING (100.259448 5.2963689, 100.2593947 5.2962914, 100.2593055 5.2961666, 100.2592816 5.296121, 100.2592603 5.2960666, 100.2592073 5.2958776, 100.2591953 5.2958142, 100.2591887 5.2957527)",,
645013694,primary,False,True,134.537,2,Jalan Dato Ismail Hashim,"LINESTRING (100.2618943 5.2986919, 100.2618093 5.298504, 100.2617006 5.2982635, 100.2616784 5.2982254, 100.2615236 5.2979601, 100.2614073 5.2977898, 100.261345 5.2976987, 100.2613037 5.2976383)",,
161350515,residential,False,False,71.029,1,,"LINESTRING (100.2593209 5.2907635, 100.2593797 5.2907692, 100.2594274 5.2907846, 100.2594851 5.2908166, 100.2597143 5.2910451, 100.2598064 5.2911526)",,
161350515,residential,False,True,34.184999999999995,1,,"LINESTRING (100.2593209 5.2907635, 100.2592918 5.2907651, 100.2590143 5.2907992)",,
