osmid,oneway,highway,reversed,length,geometry,ref,junction,lanes,name,access,maxspeed,bridge
319363347,True,primary,False,16.023000000000003,"LINESTRING (116.1523079 5.3315474, 116.152273 5.331557, 116.152242 5.3315755, 116.1522172 5.3316017, 116.1522003 5.3316336)",500,roundabout,,,,,
319363368,True,primary,False,48.302,"LINESTRING (116.1523079 5.3315474, 116.1521159 5.3314051, 116.1519657 5.3312783)",500,,2,Jalan Keningau-Tenom,,80,
"[319363368, 633279985, 633279986]",True,primary,False,190.181,"LINESTRING (116.1513099 5.3302414, 116.151208 5.3300097, 116.1510953 5.3297507, 116.1510055 5.3295304, 116.1507547 5.3289929, 116.1506099 5.3286798)",500,,2,Jalan Keningau-Tenom,,80,yes
770103933,False,unclassified,False,217.633,"LINESTRING (116.1513099 5.3302414, 116.1513837 5.330182, 116.1514011 5.3301593, 116.1514695 5.3300298, 116.1514936 5.329947, 116.1515231 5.3298482, 116.1515754 5.3294983, 116.1516224 5.3293341, 116.1516707 5.3292112, 116.1517458 5.3290643, 116.1517994 5.3289922, 116.1518759 5.3289081, 116.151951 5.328828, 116.1520368 5.3287719, 116.1521682 5.3287118, 116.1522831 5.3286815)",,,,Jalan Limbawan,,,
319510983,True,primary_link,False,64.258,"LINESTRING (116.1506099 5.3286798, 116.1505884 5.3285376, 116.1505772 5.3283983, 116.1505759 5.3282828, 116.1505791 5.328104)",,,,,,,
633279985,True,primary,False,40.351,"LINESTRING (116.1506099 5.3286798, 116.1505542 5.328573, 116.1504918 5.3284655, 116.1504539 5.328409, 116.1504312 5.3283639)",500,,2,Jalan Keningau-Tenom,,80,
319510985,True,primary,False,16.212,"LINESTRING (116.1505791 5.328104, 116.1505978 5.3279594)",,,,,,,
319510981,True,primary,False,30.88,"LINESTRING (116.1504945 5.3280328, 116.1504509 5.3281416, 116.150404 5.3282418, 116.1503758 5.3282832)",,,,,,,
319510984,True,primary_link,False,39.717999999999996,"LINESTRING (116.1504945 5.3280328, 116.1504442 5.3280829, 116.1504251 5.3281009, 116.1503892 5.3281203, 116.1503567 5.3281246, 116.1503339 5.3281226, 116.1502923 5.3281063, 116.1501914 5.3280415)",,,,,,,
802504243,False,unclassified,False,15.296,"LINESTRING (116.1505978 5.3279594, 116.1507359 5.3279634)",,,,,,,
319510985,True,primary,False,47.623000000000005,"LINESTRING (116.1505978 5.3279594, 116.1506119 5.3278292, 116.1506152 5.327733, 116.1506112 5.3276382, 116.1505991 5.3275327)",,,,,,,
500135050,False,residential,False,65.133,"LINESTRING (116.1504031 5.3338849, 116.1502957 5.3339081, 116.1502457 5.3339402, 116.1499527 5.3342383)",,,,Lorong Taman Kota,,,
535598943,False,tertiary,False,63.751,"LINESTRING (116.1504031 5.3338849, 116.1504077 5.3338142, 116.1504202 5.3337623, 116.1504555 5.3337065, 116.1507084 5.3334177)",,,,Jalan Masjid,,,
1086182779,False,tertiary,True,224.53000000000003,"LINESTRING (116.1504031 5.3338849, 116.1504187 5.3339409, 116.1504523 5.3340045, 116.1510599 5.3346916, 116.1517098 5.3354193)",,,,Jalan Masjid,,,
1086182779,False,tertiary,False,224.52999999999997,"LINESTRING (116.1517098 5.3354193, 116.1510599 5.3346916, 116.1504523 5.3340045, 116.1504187 5.3339409, 116.1504031 5.3338849)",,,,Jalan Masjid,,,
1086182780,True,tertiary,False,25.972,"LINESTRING (116.1517098 5.3354193, 116.1517733 5.3355369, 116.1518111 5.3356296)",,,,Jalan Masjid,,,
779834127,False,tertiary,True,18.104,"LINESTRING (116.1516871 5.3359117, 116.1515795 5.3360343)",,,,Jalan Masak,,,
1086182784,True,tertiary,False,30.568,"LINESTRING (116.1516871 5.3359117, 116.1518323 5.3357904, 116.1519026 5.3357401)",,,,Jalan Masak,,,
"[1086966603, 500135043, 1086966604]",False,residential,False,172.365,"LINESTRING (116.1488322 5.3341285, 116.1489952 5.3339228, 116.1492211 5.3336735, 116.1492405 5.3336578, 116.1492542 5.3336541, 116.1492804 5.3336581, 116.1493062 5.3336708, 116.1495574 5.3338999, 116.1497837 5.3340931, 116.1499527 5.3342383)",,,,"['Lorong Suria A', 'Lorong Taman Kota A']",,,
"[500135043, 1086966606, 1086966607]",False,residential,True,182.232,"LINESTRING (116.1488322 5.3341285, 116.1485231 5.334515, 116.1484922 5.3345611, 116.1484795 5.3345958, 116.1484741 5.3346499, 116.1484808 5.3347, 116.1485097 5.3347701, 116.1485948 5.3349497, 116.1486257 5.3349904, 116.1486632 5.3350231, 116.1491813 5.3352714)",,,,"['Lorong Taman Kota C', 'Lorong Taman Suria C']",,,
"[500135042, 1086966605]",False,residential,True,100.789,"LINESTRING (116.1488322 5.3341285, 116.1490942 5.3343597, 116.1495134 5.3347298)",,,,"['Lorong Suria B', 'Lorong Taman Kota B']",,,
"[1086966602, 500135044]",False,residential,True,231.87199999999999,"LINESTRING (116.1481903 5.3344674, 116.1481127 5.3346058, 116.1480658 5.334706, 116.1480162 5.3348101, 116.1479384 5.3350772, 116.1478908 5.3352735, 116.1478901 5.3353035, 116.1478928 5.3353292, 116.1479008 5.3353529, 116.1479152 5.335369, 116.1479454 5.335391, 116.148501 5.3356808, 116.1489094 5.3358889)",,,,Lorong Taman Kota E,,,
"[1086966602, 500135044]",False,residential,False,231.872,"LINESTRING (116.1489094 5.3358889, 116.148501 5.3356808, 116.1479454 5.335391, 116.1479152 5.335369, 116.1479008 5.3353529, 116.1478928 5.3353292, 116.1478901 5.3353035, 116.1478908 5.3352735, 116.1479384 5.3350772, 116.1480162 5.3348101, 116.1480658 5.334706, 116.1481127 5.3346058, 116.1481903 5.3344674)",,,,Lorong Taman Kota E,,,
500135050,False,residential,True,75.03,"LINESTRING (116.1489094 5.3358889, 116.1490354 5.3356354, 116.1491813 5.3352714)",,,,Lorong Taman Kota,,,
500135050,False,residential,False,75.03,"LINESTRING (116.1491813 5.3352714, 116.1490354 5.3356354, 116.1489094 5.3358889)",,,,Lorong Taman Kota,,,
500135050,False,residential,True,53.961,"LINESTRING (116.1491813 5.3352714, 116.1492982 5.3350038, 116.1493506 5.334921, 116.149412 5.3348475)",,,,Lorong Taman Kota,,,
"[500135043, 1086966606, 1086966607]",False,residential,False,182.232,"LINESTRING (116.1491813 5.3352714, 116.1486632 5.3350231, 116.1486257 5.3349904, 116.1485948 5.3349497, 116.1485097 5.3347701, 116.1484808 5.3347, 116.1484741 5.3346499, 116.1484795 5.3345958, 116.1484922 5.3345611, 116.1485231 5.334515, 116.1488322 5.3341285)",,,,"['Lorong Taman Kota C', 'Lorong Taman Suria C']",,,
500135041,False,residential,False,28.098,"LINESTRING (116.149412 5.3348475, 116.149577 5.3350395)",,,,Lorong Taman Kota D,,,
500135050,False,residential,True,17.243,"LINESTRING (116.149412 5.3348475, 116.1495134 5.3347298)",,,,Lorong Taman Kota,,,
500135050,False,residential,False,53.961,"LINESTRING (116.149412 5.3348475, 116.1493506 5.334921, 116.1492982 5.3350038, 116.1491813 5.3352714)",,,,Lorong Taman Kota,,,
500135050,False,residential,False,17.243,"LINESTRING (116.1495134 5.3347298, 116.149412 5.3348475)",,,,Lorong Taman Kota,,,
500135050,False,residential,True,73.16,"LINESTRING (116.1495134 5.3347298, 116.1499527 5.3342383)",,,,Lorong Taman Kota,,,
"[500135042, 1086966605]",False,residential,False,100.789,"LINESTRING (116.1495134 5.3347298, 116.1490942 5.3343597, 116.1488322 5.3341285)",,,,"['Lorong Suria B', 'Lorong Taman Kota B']",,,
500135050,False,residential,False,73.16,"LINESTRING (116.1499527 5.3342383, 116.1495134 5.3347298)",,,,Lorong Taman Kota,,,
500135050,False,residential,True,65.133,"LINESTRING (116.1499527 5.3342383, 116.1502457 5.3339402, 116.1502957 5.3339081, 116.1504031 5.3338849)",,,,Lorong Taman Kota,,,
"[500135043, 1086966603, 1086966604]",False,residential,True,172.365,"LINESTRING (116.1499527 5.3342383, 116.1497837 5.3340931, 116.1495574 5.3338999, 116.1493062 5.3336708, 116.1492804 5.3336581, 116.1492542 5.3336541, 116.1492405 5.3336578, 116.1492211 5.3336735, 116.1489952 5.3339228, 116.1488322 5.3341285)",,,,"['Lorong Suria A', 'Lorong Taman Kota A']",,,
735122990,False,residential,True,72.782,"LINESTRING (116.1536059 5.32794, 116.1534282 5.3278299, 116.1531901 5.3276696, 116.153056 5.3275815)",,,,,,,
770103933,False,unclassified,True,85.075,"LINESTRING (116.1536059 5.32794, 116.1535174 5.3281003, 116.153453 5.3281724, 116.1533202 5.3282899, 116.1531633 5.3283847, 116.153052 5.3284448)",,,,Jalan Limbawan,,,
767432862,False,residential,True,45.238,"LINESTRING (116.153052 5.3284448, 116.1530339 5.3284014, 116.1530238 5.328368, 116.1530185 5.3283112, 116.1530171 5.3282298, 116.1530171 5.328143, 116.1530305 5.3280442)",,,,,,,
770103933,False,unclassified,False,85.075,"LINESTRING (116.153052 5.3284448, 116.1531633 5.3283847, 116.1533202 5.3282899, 116.153453 5.3281724, 116.1535174 5.3281003, 116.1536059 5.32794)",,,,Jalan Limbawan,,,
770103933,False,unclassified,True,64.774,"LINESTRING (116.153052 5.3284448, 116.1529072 5.3285129, 116.1527556 5.3285689, 116.1526108 5.3286103, 116.1525008 5.3286341)",,,,Jalan Limbawan,,,
770103933,False,unclassified,False,24.672,"LINESTRING (116.1522831 5.3286815, 116.1525008 5.3286341)",,,,Jalan Limbawan,,,
735122991,False,residential,True,83.98100000000001,"LINESTRING (116.1522831 5.3286815, 116.1522675 5.3285583, 116.1522406 5.3284474, 116.1522152 5.3283192, 116.1521789 5.3281937, 116.1521079 5.3280655, 116.152045 5.3279759)",,,,,,,
770103933,False,unclassified,True,217.63300000000004,"LINESTRING (116.1522831 5.3286815, 116.1521682 5.3287118, 116.1520368 5.3287719, 116.151951 5.328828, 116.1518759 5.3289081, 116.1517994 5.3289922, 116.1517458 5.3290643, 116.1516707 5.3292112, 116.1516224 5.3293341, 116.1515754 5.3294983, 116.1515231 5.3298482, 116.1514936 5.329947, 116.1514695 5.3300298, 116.1514011 5.3301593, 116.1513837 5.330182, 116.1513099 5.3302414)",,,,Jalan Limbawan,,,
535598925,False,residential,True,65.589,"LINESTRING (116.156044 5.3342266, 116.1556389 5.334657)",,,,,,,
1086686924,False,unclassified,False,89.61,"LINESTRING (116.156044 5.3342266, 116.1559756 5.3341131, 116.1558884 5.3340183, 116.1557946 5.3339382, 116.155662 5.3338386, 116.1554476 5.3336963)",,,,Jalan Market,,,
1086686924,False,unclassified,True,141.75,"LINESTRING (116.156044 5.3342266, 116.1564343 5.3348636, 116.1567084 5.3353163)",,,,Jalan Market,,,
535598921,False,residential,False,381.193,"LINESTRING (116.1542844 5.3323675, 116.1547646 5.3311394, 116.1548263 5.3310219, 116.1549389 5.330875, 116.1549557 5.330843, 116.1549577 5.3308109, 116.1549389 5.3307842, 116.1547612 5.3307108, 116.1542811 5.3305125, 116.1542013 5.3304671, 116.1541705 5.330435, 116.1541631 5.3304083, 116.1541691 5.330383, 116.1542067 5.3303316, 116.1545849 5.3300798, 116.1547083 5.3300024, 116.1548229 5.329937)",,,,,,,
657686221,False,unclassified,False,193.245,"LINESTRING (116.1542844 5.3323675, 116.1543153 5.332476, 116.1543328 5.3325749, 116.1543542 5.3327091, 116.1543782 5.332794, 116.1544012 5.3328473, 116.1544468 5.3329334, 116.1545661 5.3330863, 116.1546506 5.3331958, 116.1547418 5.3332746, 116.154837 5.3333427, 116.1551575 5.3335269, 116.1553394 5.3336295)",,,,Jalan Market,,,
657686221,False,unclassified,True,110.974,"LINESTRING (116.1542844 5.3323675, 116.1542509 5.3324223, 116.1541985 5.332474, 116.1534691 5.3329354)",,,,Jalan Market,,,
"[1086686933, 1012761749]",True,residential,False,116.664,"LINESTRING (116.1558522 5.3327912, 116.1561607 5.3329808, 116.156217 5.3330022, 116.1562694 5.3330238, 116.1563311 5.3330385, 116.1563727 5.3330278, 116.156421 5.3329877, 116.1565188 5.3328816, 116.1566877 5.3326844)",,,,Lorong Bumiputra 3,,,
"[1086039394, 535598922]",False,unclassified,False,139.76,"LINESTRING (116.1558522 5.3327912, 116.1559425 5.3325495, 116.1560309 5.3323004, 116.1561888 5.3318111, 116.1562626 5.3316028)",,,,"['Jalan Bumiputra', 'Jalan Pegalan']",,,
1086039394,False,unclassified,True,102.08800000000001,"LINESTRING (116.1558522 5.3327912, 116.1557746 5.3329596, 116.1554208 5.3336022)",,,,Jalan Bumiputra,,,
535598924,True,primary_link,False,48.944,"LINESTRING (116.1550632 5.3342303, 116.1550139 5.3342701, 116.1549773 5.3342846, 116.1547955 5.3343193, 116.1547191 5.3343226, 116.1546426 5.3343094)",,,,,,,
1086686925,False,unclassified,False,66.248,"LINESTRING (116.1550632 5.3342303, 116.1551727 5.3340378, 116.1553581 5.3337119)",,,,Jalan Bumiputra,,,
319363366,True,primary,False,68.41199999999999,"LINESTRING (116.1550241 5.3347933, 116.1548705 5.3345925, 116.154727 5.3344109, 116.1546426 5.3343094)",500,,2,Jalan Keningau-Tenom,,80,
535598923,True,primary_link,False,62.848,"LINESTRING (116.1550241 5.3347933, 116.1550415 5.3343555, 116.1550502 5.3342992, 116.1550632 5.3342303)",,,,,,,
319363366,True,primary,False,109.977,"LINESTRING (116.1546426 5.3343094, 116.1544025 5.3340263, 116.154259 5.3338661, 116.1541411 5.3337178, 116.1541115 5.3336751, 116.154026 5.3335363)",500,,2,Jalan Keningau-Tenom,,80,
535598925,False,residential,False,65.589,"LINESTRING (116.1556389 5.334657, 116.156044 5.3342266)",,,,,,,
535598922,False,unclassified,False,96.084,"LINESTRING (116.1562626 5.3316028, 116.1562908 5.3315453, 116.1563404 5.3314746, 116.1568272 5.3309505)",,,,Jalan Pegalan,,,
"[535598922, 1086039394]",False,unclassified,True,139.76,"LINESTRING (116.1562626 5.3316028, 116.1561888 5.3318111, 116.1560309 5.3323004, 116.1559425 5.3325495, 116.1558522 5.3327912)",,,,"['Jalan Bumiputra', 'Jalan Pegalan']",,,
535598927,False,residential,False,178.99,"LINESTRING (116.1562626 5.3316028, 116.1567762 5.3316949, 116.156846 5.3317149, 116.1568768 5.331739, 116.1568943 5.3317937, 116.1568862 5.3319366, 116.1567602 5.3325455, 116.1566877 5.3326844)",,,,Lorong Bariawa,,,
535598927,False,residential,True,178.98999999999998,"LINESTRING (116.1566877 5.3326844, 116.1567602 5.3325455, 116.1568862 5.3319366, 116.1568943 5.3317937, 116.1568768 5.331739, 116.156846 5.3317149, 116.1567762 5.3316949, 116.1562626 5.3316028)",,,,Lorong Bariawa,,,
535598922,False,unclassified,True,96.084,"LINESTRING (116.1568272 5.3309505, 116.1563404 5.3314746, 116.1562908 5.3315453, 116.1562626 5.3316028)",,,,Jalan Pegalan,,,
1086686924,False,unclassified,False,141.75,"LINESTRING (116.1567084 5.3353163, 116.1564343 5.3348636, 116.156044 5.3342266)",,,,Jalan Market,,,
319363368,True,primary,False,138.23,"LINESTRING (116.1519657 5.3312783, 116.1518691 5.3312008, 116.1517605 5.3310913, 116.1516787 5.3309899, 116.1515996 5.3308723, 116.1515017 5.3306854, 116.1513099 5.3302414)",500,,2,Jalan Keningau-Tenom,,80,
535598938,False,residential,False,303.89700000000005,"LINESTRING (116.1519657 5.3312783, 116.1520261 5.3311594, 116.1520985 5.3309872, 116.1521414 5.330867, 116.1521669 5.3307775, 116.1521709 5.3306907, 116.1521682 5.3306534, 116.1521454 5.3304731, 116.1521132 5.3302114, 116.1521132 5.3301419, 116.1521186 5.3300899, 116.1521494 5.3299991, 116.1522192 5.3298775, 116.1522594 5.3298388, 116.1523291 5.3297894, 116.1526074 5.3295998, 116.1526356 5.3295878, 116.1526584 5.3295844, 116.1526839 5.3295918, 116.1527328 5.3296372, 116.1529065 5.3298301, 116.1529494 5.3298742, 116.1530419 5.3299463, 116.1532111 5.3300624)",,,,,,,
"[535598937, 735122989]",False,residential,False,137.479,"LINESTRING (116.1532111 5.3300624, 116.1532471 5.3300111, 116.1532974 5.3299363, 116.153337 5.3298468, 116.1533564 5.3297774, 116.1533578 5.3297293, 116.1533491 5.3296332, 116.1533564 5.3295651, 116.1533752 5.3294823, 116.1534664 5.3292506, 116.1535375 5.3291271, 116.1535703 5.329079, 116.1536043 5.329055, 116.1536375 5.3290341, 116.1536794 5.329024, 116.1537221 5.3290309)",,,,Jalan Limbawan,,,
535598937,False,residential,True,190.74200000000002,"LINESTRING (116.1532111 5.3300624, 116.1531258 5.330178, 116.153056 5.3302928, 116.1529984 5.3303997, 116.1529541 5.3304931, 116.1528642 5.3306974, 116.1527972 5.330847, 116.1527006 5.3310513, 116.152596 5.3312502, 116.1524887 5.3314465, 116.1524131 5.3315791)",,,,,,,
535598938,False,residential,True,303.897,"LINESTRING (116.1532111 5.3300624, 116.1530419 5.3299463, 116.1529494 5.3298742, 116.1529065 5.3298301, 116.1527328 5.3296372, 116.1526839 5.3295918, 116.1526584 5.3295844, 116.1526356 5.3295878, 116.1526074 5.3295998, 116.1523291 5.3297894, 116.1522594 5.3298388, 116.1522192 5.3298775, 116.1521494 5.3299991, 116.1521186 5.3300899, 116.1521132 5.3301419, 116.1521132 5.3302114, 116.1521454 5.3304731, 116.1521682 5.3306534, 116.1521709 5.3306907, 116.1521669 5.3307775, 116.1521414 5.330867, 116.1520985 5.3309872, 116.1520261 5.3311594, 116.1519657 5.3312783)",,,,,,,
535598939,False,residential,False,131.754,"LINESTRING (116.1514174 5.3306965, 116.151249 5.3307949, 116.1512122 5.3308102, 116.1511727 5.330815, 116.1510497 5.3308296, 116.15098 5.3308577, 116.1509484 5.3308818, 116.150917 5.3309057, 116.1505066 5.3313904)",,,,Lorong Abd Rahim A,,,
633279984,True,primary,False,136.694,"LINESTRING (116.1514174 5.3306965, 116.151508 5.3308755, 116.1516139 5.3310425, 116.1517976 5.3312467, 116.1519253 5.3313736, 116.1522003 5.3316336)",500,,2,Jalan Keningau-Tenom,yes,80,
535598939,False,residential,True,211.34300000000002,"LINESTRING (116.1501594 5.3308764, 116.1498427 5.3312596, 116.1498173 5.3313277, 116.1498092 5.3314105, 116.1498334 5.3316735, 116.1498575 5.3317323, 116.1500101 5.3318645, 116.1500503 5.3318832, 116.1500905 5.3318687, 116.1505066 5.3313904)",,,,Lorong Abd Rahim A,,,
535598940,False,residential,False,64.598,"LINESTRING (116.1505066 5.3313904, 116.150957 5.3317597)",,,,Lorong Abd Rahim B,,,
535598939,False,residential,False,211.34300000000002,"LINESTRING (116.1505066 5.3313904, 116.1500905 5.3318687, 116.1500503 5.3318832, 116.1500101 5.3318645, 116.1498575 5.3317323, 116.1498334 5.3316735, 116.1498092 5.3314105, 116.1498173 5.3313277, 116.1498427 5.3312596, 116.1501594 5.3308764)",,,,Lorong Abd Rahim A,,,
535598939,False,residential,True,131.75400000000002,"LINESTRING (116.1505066 5.3313904, 116.150917 5.3309057, 116.1509484 5.3308818, 116.15098 5.3308577, 116.1510497 5.3308296, 116.1511727 5.330815, 116.1512122 5.3308102, 116.151249 5.3307949, 116.1514174 5.3306965)",,,,Lorong Abd Rahim A,,,
535598940,False,residential,True,64.598,"LINESTRING (116.150957 5.3317597, 116.1505066 5.3313904)",,,,Lorong Abd Rahim B,,,
535598941,False,residential,False,79.803,"LINESTRING (116.150957 5.3317597, 116.1514185 5.3312084)",,,,Lorong Abd Rahim C,,,
535598941,False,residential,True,84.256,"LINESTRING (116.150957 5.3317597, 116.1504698 5.3323418)",,,,Lorong Abd Rahim C,,,
535598941,False,residential,False,84.256,"LINESTRING (116.1504698 5.3323418, 116.150957 5.3317597)",,,,Lorong Abd Rahim C,,,
535598941,False,residential,True,79.803,"LINESTRING (116.1514185 5.3312084, 116.150957 5.3317597)",,,,Lorong Abd Rahim C,,,
535598944,False,tertiary,False,12.493,"LINESTRING (116.1520957 5.3358367, 116.1521842 5.3359064)",,,,,,,
1086233431,True,tertiary,False,23.721,"LINESTRING (116.1520957 5.3358367, 116.1520257 5.3357274, 116.151987 5.3356531)",,,,,,,
1089686386,False,unclassified,True,43.452,"LINESTRING (116.154396 5.3358138, 116.1546191 5.3361353)",,,,,,,
1086233432,False,unclassified,False,40.849000000000004,"LINESTRING (116.154396 5.3358138, 116.1544938 5.3358123, 116.1545938 5.3357899, 116.1546624 5.3357613, 116.1547453 5.3357166)",,,,Jalan Bomba,,,
"[1086233450, 1086233451]",True,unclassified,False,83.786,"LINESTRING (116.154396 5.3358138, 116.1543052 5.3356917, 116.1542795 5.3356536, 116.1540897 5.3353472, 116.1539736 5.3351893)",,,,Jalan Datuk Undan,,,
535598944,False,tertiary,False,27.464,"LINESTRING (116.1521842 5.3359064, 116.1523787 5.3360597)",,,,,,,
535598944,False,tertiary,True,12.493,"LINESTRING (116.1521842 5.3359064, 116.1520957 5.3358367)",,,,,,,
319363346,True,primary,False,100.839,"LINESTRING (116.1531985 5.3327926, 116.1532199 5.3328159, 116.1533189 5.3329234, 116.1535174 5.333149, 116.1536501 5.333332, 116.1537687 5.3334981)",500,,2,Jalan Keningau-Tenom,yes,,
1086182805,True,unclassified,False,69.83,"LINESTRING (116.1531985 5.3327926, 116.153108 5.332874, 116.1527305 5.3332136)",,,,Lorong Pan Fui Leong 2,,,
535993642,True,unclassified,False,114.137,"LINESTRING (116.1520875 5.333773, 116.1527491 5.3345602)",,,,,,,
1086182802,True,unclassified,False,103.683,"LINESTRING (116.1520875 5.333773, 116.1514853 5.3330589)",,,,,,,
535993640,False,unclassified,False,15.574000000000002,"LINESTRING (116.1520875 5.333773, 116.1520561 5.3337724, 116.1520442 5.3337744, 116.1520323 5.3337804, 116.1519671 5.3338329)",,,,,,,
535993640,False,unclassified,True,83.24799999999999,"LINESTRING (116.1520875 5.333773, 116.1521424 5.3337761, 116.1521645 5.3337736, 116.1521832 5.3337645, 116.1523185 5.3336288, 116.1525641 5.3334149, 116.1525863 5.3333859, 116.1526145 5.3333287, 116.1526342 5.3333)",,,,,,,
535598943,False,tertiary,False,76.85400000000001,"LINESTRING (116.1512725 5.3328129, 116.1515433 5.3325308, 116.1517639 5.3323251)",,,,Jalan Masjid,,,
535598943,False,tertiary,True,91.843,"LINESTRING (116.1512725 5.3328129, 116.15098 5.3331036, 116.1507084 5.3334177)",,,,Jalan Masjid,,,
1086182800,False,unclassified,True,36.101,"LINESTRING (116.1512725 5.3328129, 116.1513423 5.3328936, 116.1514853 5.3330589)",,,,,,,
1237961892,False,tertiary,False,14.242999999999999,"LINESTRING (116.1527491 5.3345602, 116.1526944 5.3346145, 116.1526603 5.3346528)",,,,Jalan Masak,,,
1237961892,False,tertiary,True,102.494,"LINESTRING (116.1527491 5.3345602, 116.1529144 5.3343955, 116.1529345 5.3343717, 116.1530415 5.3342784, 116.1531817 5.3341523, 116.1534396 5.3339481)",,,,Jalan Masak,,,
1086182797,False,unclassified,False,25.843,"LINESTRING (116.1507084 5.3334177, 116.1508636 5.3335913)",,,,,,,
535598943,False,tertiary,False,91.843,"LINESTRING (116.1507084 5.3334177, 116.15098 5.3331036, 116.1512725 5.3328129)",,,,Jalan Masjid,,,
535598943,False,tertiary,True,63.751,"LINESTRING (116.1507084 5.3334177, 116.1504555 5.3337065, 116.1504202 5.3337623, 116.1504077 5.3338142, 116.1504031 5.3338849)",,,,Jalan Masjid,,,
1237961892,False,tertiary,True,10.455,"LINESTRING (116.1522701 5.3351661, 116.1523257 5.3350901)",,,,Jalan Masak,,,
1237961892,False,tertiary,False,28.964,"LINESTRING (116.1522701 5.3351661, 116.1521596 5.335307, 116.1521104 5.3353724)",,,,Jalan Masak,,,
750399594,False,residential,False,62.955000000000005,"LINESTRING (116.155072 5.3296828, 116.1550224 5.32951, 116.1550127 5.3293174, 116.1550114 5.3291238)",,,,,,,
