osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,width,lanes,junction
"[1199438304, 25932592, 1199438299, 1199455799, 1199455803]",Zentralstrasse,residential,50,False,True,242.27400000000003,"LINESTRING (8.3270978 47.4627867, 8.3269824 47.4628352, 8.3266396 47.4629737, 8.3264495 47.4630553, 8.3254247 47.4635334, 8.3253231 47.4635824, 8.3252189 47.4636326, 8.3250847 47.4636968, 8.3247402 47.4638559, 8.3245318 47.4639613, 8.3244333 47.4640107)",,,2,
25932598,,secondary,,True,False,20.084,"LINESTRING (8.3265528 47.4657782, 8.3265933 47.4657605, 8.3266415 47.4657518, 8.3266842 47.4657529, 8.3267242 47.4657614, 8.3267598 47.4657771, 8.3267876 47.4657983)",,,,roundabout
67141704,Alberich Zwyssigstrasse,tertiary,50,False,True,53.69799999999999,"LINESTRING (8.3265528 47.4657782, 8.3264601 47.4657161, 8.3261875 47.4655191, 8.3260612 47.4654279)",K 425,,,
25932598,,secondary,,True,False,21.250000000000004,"LINESTRING (8.3267711 47.4659304, 8.3267275 47.4659523, 8.3266842 47.4659619, 8.3266394 47.4659628, 8.3265909 47.4659535, 8.3265556 47.4659382, 8.3265255 47.465915)",,,,roundabout
122749844,Alberich Zwyssigstrasse,residential,50,False,True,76.744,"LINESTRING (8.3267711 47.4659304, 8.3268699 47.4659923, 8.3271717 47.4662012, 8.3271884 47.4662123, 8.3272364 47.4662442, 8.3273946 47.4663451, 8.3275114 47.4664044)",,,2,
25932598,,secondary,,True,False,15.875,"LINESTRING (8.3267876 47.4657983, 8.3268074 47.4658266, 8.326814 47.4658516, 8.3268112 47.465878, 8.3267977 47.4659048, 8.3267711 47.4659304)",,,,roundabout
25932599,Landstrasse,secondary,50,False,False,188.659,"LINESTRING (8.3267876 47.4657983, 8.3269009 47.4657504, 8.3273795 47.4655434, 8.3283137 47.4651461, 8.328494 47.465071, 8.3287095 47.464961, 8.328887 47.4648704)",295,,2,
25932598,,secondary,,True,False,16.655,"LINESTRING (8.3265255 47.465915, 8.3265065 47.4658869, 8.3265004 47.4658553, 8.3265068 47.4658272, 8.3265262 47.4657991, 8.3265528 47.4657782)",,,,roundabout
28426876,Landstrasse,secondary,50,False,True,232.61,"LINESTRING (8.3265255 47.465915, 8.3264239 47.4659585, 8.3259639 47.4661642, 8.3258285 47.4662221, 8.3255942 47.4663121, 8.3255141 47.4663444, 8.3250601 47.4665472, 8.3249822 47.4665784, 8.3239777 47.4670028, 8.3239107 47.4670329)",295,,2,
25932600,,residential,,True,False,31.211000000000002,"LINESTRING (8.3275114 47.4664044, 8.3275379 47.4663819, 8.3275731 47.4663659, 8.327614 47.4663577, 8.3276564 47.4663581, 8.3276969 47.466367, 8.3277316 47.4663838, 8.327752 47.4664036, 8.3277619 47.4664133, 8.3277742 47.4664483, 8.3277661 47.4664841)",,,,roundabout
122749844,Alberich Zwyssigstrasse,residential,50,False,False,76.744,"LINESTRING (8.3275114 47.4664044, 8.3273946 47.4663451, 8.3272364 47.4662442, 8.3271884 47.4662123, 8.3271717 47.4662012, 8.3268699 47.4659923, 8.3267711 47.4659304)",,,2,
25932600,,residential,,True,False,19.308,"LINESTRING (8.3275964 47.466544, 8.3275572 47.4665324, 8.3275251 47.4665131, 8.3275032 47.4664884, 8.3274929 47.4664603, 8.3274959 47.4664314, 8.3275114 47.4664044)",,,,roundabout
1188394172,St. Bernhardstrasse,residential,50,False,True,49.566,"LINESTRING (8.3275964 47.466544, 8.3275692 47.4666238, 8.3275604 47.4666451, 8.3275028 47.4667715, 8.327397 47.4669684)",,,,
13209124,Landstrasse,secondary,50,False,False,101.966,"LINESTRING (8.3208238 47.4684112, 8.3209578 47.4683596, 8.3210676 47.4683066, 8.3213072 47.4682038, 8.3218509 47.4679681, 8.3219649 47.4679159)",295,,2,
13209124,Landstrasse,secondary,50,False,True,52.893,"LINESTRING (8.3208238 47.4684112, 8.3204308 47.4685798, 8.3202297 47.4686661)",295,,2,
26187836,Fortunastrasse,residential,30,False,False,90.081,"LINESTRING (8.3208238 47.4684112, 8.3208663 47.4684632, 8.3210474 47.4686722, 8.3212104 47.4688718, 8.3208479 47.4690083)",,,,
26187836,Fortunastrasse,residential,30,False,True,90.08099999999999,"LINESTRING (8.3208479 47.4690083, 8.3212104 47.4688718, 8.3210474 47.4686722, 8.3208663 47.4684632, 8.3208238 47.4684112)",,,,
13209124,Landstrasse,secondary,50,False,False,14.397,"LINESTRING (8.320068 47.4687355, 8.3202297 47.4686661)",295,,2,
26187839,Rosengartenstrasse,residential,30,True,False,83.86,"LINESTRING (8.320068 47.4687355, 8.3206515 47.4693783)",,,,
26187842,Edelweissstrasse,residential,30,False,True,102.89800000000001,"LINESTRING (8.3219015 47.4690823, 8.3225094 47.4698759, 8.3225311 47.469904)",,,,
24084505,Rebbergstrasse,residential,30,False,True,15.835,"LINESTRING (8.330346 47.46927, 8.3303347 47.4691278)",,,,
26260126,Schönenbühlstrasse,residential,30,False,True,47.437000000000005,"LINESTRING (8.330346 47.46927, 8.3304408 47.4693298, 8.3306962 47.4696215)",,,,
26191107,Kornstrasse,residential,30,False,False,196.555,"LINESTRING (8.3306962 47.4696215, 8.3332597 47.4692726)",,,,
379085447,Schönenbühlstrasse,residential,30,False,True,17.373,"LINESTRING (8.3306962 47.4696215, 8.3308073 47.4697585)",,,,
26260126,Schönenbühlstrasse,residential,30,False,False,47.437000000000005,"LINESTRING (8.3306962 47.4696215, 8.3304408 47.4693298, 8.330346 47.46927)",,,,
24084511,Schönenbühlstrasse,residential,30,False,False,35.923,"LINESTRING (8.3330762 47.4689743, 8.3332597 47.4692726)",,,,
24084511,Schönenbühlstrasse,residential,30,False,True,16.558,"LINESTRING (8.3330762 47.4689743, 8.3329972 47.4688353)",,,,
24084505,Rebbergstrasse,residential,30,False,False,38.145,"LINESTRING (8.3299709 47.4686917, 8.3302186 47.4689911)",,,,
"[24084505, 684874709]",Rebbergstrasse,residential,30,False,True,80.18999999999998,"LINESTRING (8.3299709 47.4686917, 8.3298671 47.4685055, 8.3297729 47.4683208, 8.3296862 47.4681143, 8.3296649 47.4680448, 8.3296612 47.4680037)",,,,
26191109,Obere Kirchzelg,residential,30,False,False,213.394,"LINESTRING (8.3299709 47.4686917, 8.3300702 47.4686742, 8.3304692 47.4686277, 8.3308134 47.4685553, 8.3313723 47.4684842, 8.3324201 47.4683753, 8.3327524 47.4683203)",,,,
24084511,Schönenbühlstrasse,residential,30,False,False,9.139,"LINESTRING (8.3327524 47.4683203, 8.3327889 47.4683987)",,,,
24084511,Schönenbühlstrasse,residential,30,False,True,54.901,"LINESTRING (8.3327524 47.4683203, 8.3325635 47.4679046, 8.3325386 47.4678482)",,,,
26191109,Obere Kirchzelg,residential,30,False,True,213.394,"LINESTRING (8.3327524 47.4683203, 8.3324201 47.4683753, 8.3313723 47.4684842, 8.3308134 47.4685553, 8.3304692 47.4686277, 8.3300702 47.4686742, 8.3299709 47.4686917)",,,,
24084511,Schönenbühlstrasse,residential,30,False,True,9.139,"LINESTRING (8.3327889 47.4683987, 8.3327524 47.4683203)",,,,
24084511,Schönenbühlstrasse,residential,30,False,False,51.010000000000005,"LINESTRING (8.3327889 47.4683987, 8.3328223 47.4684674, 8.3329972 47.4688353)",,,,
"[684874649, 1250693737, 1250693743]",Kirchstrasse,residential,30,False,False,43.885999999999996,"LINESTRING (8.330293 47.4661389, 8.3302026 47.4661033, 8.3301409 47.4660738, 8.3301009 47.4660422, 8.3300476 47.4659825, 8.3299852 47.465915, 8.3298893 47.4658649)",,,,
"[1089307272, 24645513]",Kirchstrasse,residential,30,False,True,127.43299999999999,"LINESTRING (8.330293 47.4661389, 8.3303267 47.4661843, 8.3303846 47.4662749, 8.3304231 47.4663589, 8.3304905 47.4665245, 8.3305945 47.4667676, 8.3307787 47.4672351)",,,,
"[1250685507, 1250685508]",Bifangstrasse,residential,30,False,True,182.187,"LINESTRING (8.330293 47.4661389, 8.330402 47.4660987, 8.3310082 47.4659107, 8.331193 47.4658456, 8.3315832 47.4657246, 8.3324957 47.4654567)",,4,,
25932599,Landstrasse,secondary,50,False,True,253.953,"LINESTRING (8.3323207 47.4630361, 8.3321426 47.4630989, 8.3318252 47.4632315, 8.3315564 47.4633494, 8.3314195 47.4634124, 8.3312775 47.4634824, 8.3310075 47.4636272, 8.3307299 47.4637924, 8.3306626 47.4638288, 8.3304801 47.4639381, 8.3299271 47.4642648, 8.3296526 47.464426)",295,,2,
28081683,Jurastrasse,residential,50,False,False,32.708,"LINESTRING (8.3323207 47.4630361, 8.332261 47.4629198, 8.3321479 47.4627668)",,,,
57381057,Märzengasse,residential,50,False,True,46.605999999999995,"LINESTRING (8.3323207 47.4630361, 8.3323691 47.4631225, 8.3326039 47.4634081)",,,,
26191119,Schulgartenstrasse,residential,30,False,False,255.052,"LINESTRING (8.3331774 47.4652691, 8.3319564 47.4638963, 8.331963 47.4638525, 8.3319909 47.4637753, 8.3320891 47.4636546, 8.3321927 47.4635749, 8.3323333 47.46351, 8.3325577 47.4634244, 8.3326039 47.4634081)",,,,
1250685508,Bifangstrasse,residential,30,False,False,55.33,"LINESTRING (8.3331774 47.4652691, 8.3330279 47.4653094, 8.3329065 47.4653418, 8.3325619 47.4654372, 8.3324957 47.4654567)",,4,,
26191119,Schulgartenstrasse,residential,30,False,True,255.05200000000002,"LINESTRING (8.3326039 47.4634081, 8.3325577 47.4634244, 8.3323333 47.46351, 8.3321927 47.4635749, 8.3320891 47.4636546, 8.3319909 47.4637753, 8.331963 47.4638525, 8.3319564 47.4638963, 8.3331774 47.4652691)",,,,
57381057,Märzengasse,residential,50,False,False,46.605999999999995,"LINESTRING (8.3326039 47.4634081, 8.3323691 47.4631225, 8.3323207 47.4630361)",,,,
26191120,Schulstrasse,residential,30,False,False,111.39699999999999,"LINESTRING (8.3324957 47.4654567, 8.3323215 47.4652562, 8.3317431 47.4645937)",,,,
"[1250685507, 1250685508]",Bifangstrasse,residential,30,False,False,182.18699999999998,"LINESTRING (8.3324957 47.4654567, 8.3315832 47.4657246, 8.331193 47.4658456, 8.3310082 47.4659107, 8.330402 47.4660987, 8.330293 47.4661389)",,4,,
1250685508,Bifangstrasse,residential,30,False,True,55.33,"LINESTRING (8.3324957 47.4654567, 8.3325619 47.4654372, 8.3329065 47.4653418, 8.3330279 47.4653094, 8.3331774 47.4652691)",,4,,
26191120,Schulstrasse,residential,30,False,True,111.39699999999999,"LINESTRING (8.3317431 47.4645937, 8.3323215 47.4652562, 8.3324957 47.4654567)",,,,
26191122,Zehntenhofstrasse,residential,30,False,True,149.357,"LINESTRING (8.330937 47.4656997, 8.330456 47.4651205, 8.3300847 47.4653076, 8.3296674 47.4654861, 8.3296273 47.4655032)",,,,
26191122,Zehntenhofstrasse,residential,30,False,False,149.357,"LINESTRING (8.3296273 47.4655032, 8.3296674 47.4654861, 8.3300847 47.4653076, 8.330456 47.4651205, 8.330937 47.4656997)",,,,
1250693733,Kirchstrasse,residential,30,False,False,89.732,"LINESTRING (8.3296273 47.4655032, 8.3292345 47.4651533, 8.3289932 47.4649569, 8.328887 47.4648704)",,,,
"[57380240, 1250693733]",Kirchstrasse,residential,30,False,True,45.436,"LINESTRING (8.3296273 47.4655032, 8.3298189 47.4656975, 8.3298497 47.4657396, 8.3298893 47.4658649)",,,,
"[1089307272, 24645513]",Kirchstrasse,residential,30,False,False,127.433,"LINESTRING (8.3307787 47.4672351, 8.3305945 47.4667676, 8.3304905 47.4665245, 8.3304231 47.4663589, 8.3303846 47.4662749, 8.3303267 47.4661843, 8.330293 47.4661389)",,,,
"[26191123, 1188394173]",Dorfstrasse,residential,30,False,True,97.94600000000001,"LINESTRING (8.3307787 47.4672351, 8.3302844 47.4671592, 8.3300394 47.4670874, 8.3298515 47.46705, 8.3297227 47.4670482, 8.3296267 47.4670657, 8.3295268 47.4670874)",,,,
26191124,Lindenplatz,residential,,False,False,79.519,"LINESTRING (8.3293637 47.4670274, 8.3292772 47.4670464, 8.3291708 47.4670756, 8.3289521 47.4670241, 8.3286029 47.4671159, 8.3283602 47.4671423)",,,,
364951576,Dorfstrasse,residential,30,False,False,13.966999999999999,"LINESTRING (8.3293637 47.4670274, 8.329454 47.467058, 8.3295268 47.4670874)",,8,,
"[364951576, 24499571]",Dorfstrasse,residential,30,False,True,47.346000000000004,"LINESTRING (8.3293637 47.4670274, 8.3291166 47.4669143, 8.3290291 47.4668455, 8.3288978 47.466746)",,8,,
"[57380240, 1250693733]",Kirchstrasse,residential,30,False,False,45.436,"LINESTRING (8.3298893 47.4658649, 8.3298497 47.4657396, 8.3298189 47.4656975, 8.3296273 47.4655032)",,,,
"[1250693737, 684874649, 1250693743]",Kirchstrasse,residential,30,False,True,43.885999999999996,"LINESTRING (8.3298893 47.4658649, 8.3299852 47.465915, 8.3300476 47.4659825, 8.3301009 47.4660422, 8.3301409 47.4660738, 8.3302026 47.4661033, 8.330293 47.4661389)",,,,
"[1250693740, 26191127]",Dorfstrasse,residential,30,False,True,126.63,"LINESTRING (8.3298893 47.4658649, 8.3297848 47.4659182, 8.3297581 47.4659354, 8.329608 47.4660307, 8.3294161 47.4661359, 8.3291994 47.4663134, 8.3291584 47.4663508, 8.3290806 47.4665377, 8.3290341 47.4666399, 8.3290102 47.4666684, 8.3288978 47.466746)",,,,
26191132,Zederstrasse,residential,30,False,False,28.467,"LINESTRING (8.3242398 47.4679403, 8.3243941 47.4681741)",,,,
26191133,Zederstrasse,residential,30,False,True,98.487,"LINESTRING (8.3242398 47.4679403, 8.3236937 47.4671974, 8.3236571 47.467147)",,,,
"[26191131, 115621822]",Stiegelenstrasse,residential,30,False,True,266.232,"LINESTRING (8.3242398 47.4679403, 8.3244967 47.4678481, 8.3247844 47.4677377, 8.3250455 47.4676376, 8.3251124 47.4676119, 8.3253202 47.4675286, 8.3256919 47.4673755, 8.3263988 47.4670939, 8.3264244 47.4670837, 8.326551 47.4670333, 8.3267516 47.4669878, 8.3269541 47.4669534, 8.3271755 47.4669408, 8.3273311 47.4669528, 8.327397 47.4669684)",,,,
28426876,Landstrasse,secondary,50,False,False,22.899,"LINESTRING (8.3236571 47.467147, 8.3239107 47.4670329)",295,,2,
28426876,Landstrasse,secondary,50,False,True,46.726,"LINESTRING (8.3236571 47.467147, 8.3231395 47.4673797)",295,,2,
26191133,Zederstrasse,residential,30,False,False,98.487,"LINESTRING (8.3236571 47.467147, 8.3236937 47.4671974, 8.3242398 47.4679403)",,,,
28426876,Landstrasse,secondary,50,False,False,46.726,"LINESTRING (8.3231395 47.4673797, 8.3236571 47.467147)",295,,2,
26191134,Brühlstrasse,residential,30,False,False,113.67500000000001,"LINESTRING (8.3231395 47.4673797, 8.3231833 47.4674378, 8.3238352 47.4682874)",,,,
28426876,Landstrasse,secondary,50,False,True,43.469,"LINESTRING (8.3231395 47.4673797, 8.3229828 47.4674501, 8.3228131 47.4675264, 8.3226579 47.4675961)",295,,2,
26191134,Brühlstrasse,residential,30,False,True,113.67500000000001,"LINESTRING (8.3238352 47.4682874, 8.3231833 47.4674378, 8.3231395 47.4673797)",,,,
"[26191136, 1089313149]",Dufourstrasse,residential,50,False,False,122.392,"LINESTRING (8.3226579 47.4675961, 8.3227011 47.467655, 8.3229276 47.467993, 8.3233517 47.4685918)",,,,
28426876,Landstrasse,secondary,50,False,False,43.469,"LINESTRING (8.3226579 47.4675961, 8.3228131 47.4675264, 8.3229828 47.4674501, 8.3231395 47.4673797)",295,,2,
28426876,Landstrasse,secondary,50,False,True,41.14,"LINESTRING (8.3226579 47.4675961, 8.3222921 47.4677654, 8.3222063 47.4678051)",295,,2,
26191137,Lerchenstrasse,residential,30,False,False,89.493,"LINESTRING (8.3229457 47.4690858, 8.3230039 47.4690666, 8.3240161 47.4687334)",,,,
"[1222694548, 57381639]",Staffelstrasse,residential,50,False,False,139.131,"LINESTRING (8.3229457 47.4690858, 8.3227657 47.4688081, 8.3223322 47.4681989, 8.3222177 47.4680355, 8.3221595 47.4679532)",,,,
1222694548,Staffelstrasse,residential,50,False,True,62.211,"LINESTRING (8.3229457 47.4690858, 8.323265 47.4694749, 8.3233316 47.4695802)",,,,
26191142,Lerchenstrasse,residential,30,False,True,233.53000000000003,"LINESTRING (8.3267255 47.4677057, 8.3263799 47.4678368, 8.3240161 47.4687334)",,,,
24084504,Schartenstrasse,residential,50,False,False,157.024,"LINESTRING (8.3243303 47.4691765, 8.3243859 47.4691543, 8.3252822 47.4688483, 8.3261979 47.4685441)",,,,
24084504,Schartenstrasse,residential,50,False,True,87.468,"LINESTRING (8.3243303 47.4691765, 8.323494 47.4695125, 8.3233316 47.4695802)",,,,
26191138,Lerchenstrasse,residential,30,False,False,54.639,"LINESTRING (8.3243303 47.4691765, 8.3243014 47.4691371, 8.3240161 47.4687334)",,,,
26191138,Lerchenstrasse,residential,30,False,False,18.262,"LINESTRING (8.3240161 47.4687334, 8.3239037 47.4685878)",,,,
26191137,Lerchenstrasse,residential,30,False,True,89.493,"LINESTRING (8.3240161 47.4687334, 8.3230039 47.4690666, 8.3229457 47.4690858)",,,,
26191138,Lerchenstrasse,residential,30,False,True,54.639,"LINESTRING (8.3240161 47.4687334, 8.3243014 47.4691371, 8.3243303 47.4691765)",,,,
26191142,Lerchenstrasse,residential,30,False,False,233.53000000000003,"LINESTRING (8.3240161 47.4687334, 8.3263799 47.4678368, 8.3267255 47.4677057)",,,,
26191138,Lerchenstrasse,residential,30,False,True,18.262,"LINESTRING (8.3239037 47.4685878, 8.3240161 47.4687334)",,,,
26191145,Zelgstrasse,residential,30,False,False,62.062,"LINESTRING (8.3259973 47.4696064, 8.3261395 47.4690566)",,,,
26191145,Zelgstrasse,residential,30,False,True,47.515,"LINESTRING (8.3259973 47.4696064, 8.3260131 47.4697392, 8.3261919 47.4700073)",,,,
26191148,Ackerstrasse,residential,30,False,True,182.668,"LINESTRING (8.3259973 47.4696064, 8.3258697 47.4696085, 8.3238103 47.4703047)",,,,
23880789,Staffelstrasse,residential,30,False,True,36.099,"LINESTRING (8.3236114 47.4700092, 8.3238103 47.4703047)",,,,
23880789,Staffelstrasse,residential,30,False,False,52.141,"LINESTRING (8.3236114 47.4700092, 8.3233497 47.4696132, 8.3233316 47.4695802)",,,,
26191147,Dianastrasse,residential,30,False,False,218.391,"LINESTRING (8.3236114 47.4700092, 8.3244428 47.4697164, 8.3247376 47.4695383, 8.3261395 47.4690566)",,,,
26191145,Zelgstrasse,residential,30,False,True,62.062,"LINESTRING (8.3261395 47.4690566, 8.3259973 47.4696064)",,,,
26191145,Zelgstrasse,residential,30,False,False,57.81,"LINESTRING (8.3261395 47.4690566, 8.3262299 47.4687101, 8.3262145 47.468582, 8.3261979 47.4685441)",,,,
26191147,Dianastrasse,residential,30,False,False,120.93299999999999,"LINESTRING (8.3261395 47.4690566, 8.3262297 47.469, 8.3264023 47.4689539, 8.3276355 47.4686754)",,,,
26191147,Dianastrasse,residential,30,False,True,218.391,"LINESTRING (8.3261395 47.4690566, 8.3247376 47.4695383, 8.3244428 47.4697164, 8.3236114 47.4700092)",,,,
24208375,St. Bernhardstrasse,residential,30,False,True,46.0,"LINESTRING (8.3276355 47.4686754, 8.3273932 47.4683397, 8.3273768 47.4683011)",,,1,
26191147,Dianastrasse,residential,30,False,True,120.933,"LINESTRING (8.3276355 47.4686754, 8.3264023 47.4689539, 8.3262297 47.469, 8.3261395 47.4690566)",,,,
23880789,Staffelstrasse,residential,30,False,False,36.099,"LINESTRING (8.3238103 47.4703047, 8.3236114 47.4700092)",,,,
26191148,Ackerstrasse,residential,30,False,False,182.668,"LINESTRING (8.3238103 47.4703047, 8.3258697 47.4696085, 8.3259973 47.4696064)",,,,
26191145,Zelgstrasse,residential,30,False,False,47.515,"LINESTRING (8.3261919 47.4700073, 8.3260131 47.4697392, 8.3259973 47.4696064)",,,,
"[1090834189, 27990334]",Flurweg,residential,30,False,True,150.017,"LINESTRING (8.3286712 47.4631157, 8.3287087 47.4631441, 8.3290154 47.4634781, 8.3290501 47.4635182, 8.3293042 47.4638118, 8.3292524 47.46391, 8.3292348 47.4639435, 8.3294322 47.4641877, 8.3295163 47.4642856)",,,,
27990335,Büntstrasse,residential,30,False,False,269.956,"LINESTRING (8.3286712 47.4631157, 8.3288809 47.4629394, 8.3291562 47.4627031, 8.329234 47.462648, 8.3297742 47.4622259, 8.3298019 47.4622066, 8.3302003 47.4619616, 8.3309228 47.4615211, 8.3311424 47.4614573, 8.3312186 47.4614352)",,,,
27990335,Büntstrasse,residential,30,False,True,67.198,"LINESTRING (8.3286712 47.4631157, 8.3284794 47.4632774, 8.3282262 47.4634834, 8.3281746 47.463503, 8.328052 47.463536)",,,,
25932599,Landstrasse,secondary,50,False,False,253.95300000000003,"LINESTRING (8.3296526 47.464426, 8.3299271 47.4642648, 8.3304801 47.4639381, 8.3306626 47.4638288, 8.3307299 47.4637924, 8.3310075 47.4636272, 8.3312775 47.4634824, 8.3314195 47.4634124, 8.3315564 47.4633494, 8.3318252 47.4632315, 8.3321426 47.4630989, 8.3323207 47.4630361)",295,,2,
25932599,Landstrasse,secondary,50,False,True,75.86699999999999,"LINESTRING (8.3296526 47.464426, 8.3295201 47.4645047, 8.3290453 47.4647845, 8.328887 47.4648704)",295,,2,
27990333,Flurweg,residential,30,True,False,18.736,"LINESTRING (8.3296526 47.464426, 8.3296033 47.4643868, 8.3295163 47.4642856)",,,,
27990338,Sonnrainweg,residential,,False,False,95.664,"LINESTRING (8.330935 47.4630569, 8.3312489 47.4629388, 8.3318371 47.4627029, 8.3319448 47.4626587, 8.3320332 47.4626224)",,,,
28081683,Jurastrasse,residential,50,False,True,18.225,"LINESTRING (8.3320332 47.4626224, 8.3321479 47.4627668)",,,,
27990338,Sonnrainweg,residential,,False,True,95.66399999999999,"LINESTRING (8.3320332 47.4626224, 8.3319448 47.4626587, 8.3318371 47.4627029, 8.3312489 47.4629388, 8.330935 47.4630569)",,,,
28081683,Jurastrasse,residential,50,False,False,145.701,"LINESTRING (8.3320332 47.4626224, 8.3315776 47.4620353, 8.3312186 47.4614352)",,,,
27990335,Büntstrasse,residential,30,False,True,269.956,"LINESTRING (8.3312186 47.4614352, 8.3311424 47.4614573, 8.3309228 47.4615211, 8.3302003 47.4619616, 8.3298019 47.4622066, 8.3297742 47.4622259, 8.329234 47.462648, 8.3291562 47.4627031, 8.3288809 47.4629394, 8.3286712 47.4631157)",,,,
28081683,Jurastrasse,residential,50,False,True,145.701,"LINESTRING (8.3312186 47.4614352, 8.3315776 47.4620353, 8.3320332 47.4626224)",,,,
13209124,Landstrasse,secondary,50,False,True,101.966,"LINESTRING (8.3219649 47.4679159, 8.3218509 47.4679681, 8.3213072 47.4682038, 8.3210676 47.4683066, 8.3209578 47.4683596, 8.3208238 47.4684112)",295,,2,
39765084,,secondary,50,True,False,18.285,"LINESTRING (8.3219649 47.4679159, 8.3219476 47.4678852, 8.3219461 47.4678523, 8.3219607 47.4678209, 8.3219897 47.4677945, 8.3220299 47.467776)",,,,roundabout
"[28426875, 1199457950]",Staffelstrasse,residential,50,False,False,49.808,"LINESTRING (8.3220299 47.467776, 8.3219465 47.4676962, 8.3218375 47.4675775, 8.3217139 47.4674429, 8.3216751 47.4673979)",,,,
39765084,,secondary,50,True,False,14.66,"LINESTRING (8.3220299 47.467776, 8.322077 47.4677674, 8.3221256 47.4677698, 8.3221704 47.4677828, 8.3222063 47.4678051)",,,,roundabout
28426876,Landstrasse,secondary,50,False,False,41.14,"LINESTRING (8.3222063 47.4678051, 8.3222921 47.4677654, 8.3226579 47.4675961)",295,,2,
39765084,,secondary,50,True,False,19.086,"LINESTRING (8.3222063 47.4678051, 8.3222301 47.4678354, 8.3222371 47.4678694, 8.3222265 47.467903, 8.3221995 47.4679321, 8.3221595 47.4679532)",,,,roundabout
39765084,,secondary,50,True,False,16.682000000000002,"LINESTRING (8.3221595 47.4679532, 8.3221064 47.4679641, 8.3220511 47.4679609, 8.3220016 47.4679441, 8.3219649 47.4679159)",,,,roundabout
"[1222694548, 57381639]",Staffelstrasse,residential,50,False,True,139.131,"LINESTRING (8.3221595 47.4679532, 8.3222177 47.4680355, 8.3223322 47.4681989, 8.3227657 47.4688081, 8.3229457 47.4690858)",,,,
1199438300,Bahnhofstrasse,residential,50,False,True,19.764,"LINESTRING (8.3241777 47.4615071, 8.3243979 47.4616042)",,,,
25932596,Bahnhofstrasse,residential,50,False,True,15.624,"LINESTRING (8.3269569 47.4625678, 8.3270205 47.4626004, 8.3271171 47.4626572)",,,,
33678629,Hardstrasse,residential,30,False,False,40.418000000000006,"LINESTRING (8.3269569 47.4625678, 8.326998 47.4625246, 8.3271911 47.4622411)",,,,
"[1199438300, 1199438301]",Bahnhofstrasse,residential,50,False,False,72.75,"LINESTRING (8.3269569 47.4625678, 8.3268109 47.4625012, 8.3265862 47.4624101, 8.3262534 47.4622883, 8.3261205 47.4622396)",,,,
57385503,Rosenauweg,residential,30,False,False,67.597,"LINESTRING (8.3263913 47.4619633, 8.3271911 47.4622411)",,,,
33678633,Winernstrasse,residential,30,False,True,36.856,"LINESTRING (8.3263913 47.4619633, 8.3261528 47.4622066, 8.3261205 47.4622396)",,,,
57385503,Rosenauweg,residential,30,False,True,67.597,"LINESTRING (8.3271911 47.4622411, 8.3263913 47.4619633)",,,,
33678629,Hardstrasse,residential,30,False,True,40.418000000000006,"LINESTRING (8.3271911 47.4622411, 8.326998 47.4625246, 8.3269569 47.4625678)",,,,
24499571,Dorfstrasse,residential,30,False,False,92.037,"LINESTRING (8.3277661 47.4664841, 8.3279033 47.4664983, 8.3280083 47.4665076, 8.3282846 47.46653, 8.3284282 47.4665551, 8.3285354 47.4665814, 8.3286528 47.46662, 8.3287626 47.4666679, 8.3288978 47.466746)",,,,
25932600,,residential,,True,False,15.764000000000001,"LINESTRING (8.3277661 47.4664841, 8.3277463 47.4665091, 8.3277164 47.4665289, 8.3276794 47.4665422, 8.327638 47.4665474, 8.3275964 47.466544)",,,,roundabout
26191132,Zederstrasse,residential,30,False,True,28.467,"LINESTRING (8.3243941 47.4681741, 8.3242398 47.4679403)",,,,
115616801,Maifeldstrasse,residential,30,False,False,33.376000000000005,"LINESTRING (8.3324476 47.4624604, 8.3325445 47.4623799, 8.332671 47.4623348, 8.3328033 47.4622908)",,,,
26191124,Lindenplatz,residential,,False,True,79.51900000000002,"LINESTRING (8.3283602 47.4671423, 8.3286029 47.4671159, 8.3289521 47.4670241, 8.3291708 47.4670756, 8.3292772 47.4670464, 8.3293637 47.4670274)",,,,
24645598,Fliederstrasse,residential,30,False,False,38.232,"LINESTRING (8.3230066 47.4665427, 8.3229835 47.46651, 8.3229437 47.4664623, 8.322648 47.4663075)",,,,
51426464,Mattenstrasse,residential,30,False,False,29.422,"LINESTRING (8.3230066 47.4665427, 8.3230889 47.4665357, 8.3232077 47.4665256, 8.3233887 47.4664895)",,,,
51426464,Mattenstrasse,residential,30,False,True,133.30499999999998,"LINESTRING (8.3230066 47.4665427, 8.3228791 47.4665644, 8.3220512 47.4669368, 8.3215101 47.4670795, 8.3214526 47.4671023)",,,,
28081683,Jurastrasse,residential,50,False,False,18.225,"LINESTRING (8.3321479 47.4627668, 8.3320332 47.4626224)",,,,
27990340,Margelstrasse,residential,50,True,False,44.368,"LINESTRING (8.3321479 47.4627668, 8.332229 47.4627372, 8.3323222 47.462695, 8.3323881 47.4626568, 8.3324241 47.4625984, 8.3324476 47.4624604)",,,,
28081683,Jurastrasse,residential,50,False,True,32.708,"LINESTRING (8.3321479 47.4627668, 8.332261 47.4629198, 8.3323207 47.4630361)",,,,
