osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,bridge,access,tunnel
5458746,2,6,Frutigenstrasse,primary,50,False,False,76.584,"LINESTRING (7.6296975 46.7563072, 7.6296368 46.7562689, 7.6295856 46.7562334, 7.6292753 46.7559986, 7.6290157 46.7558014)",,,,
254648601,2,,Maulbeerplatz,primary,50,True,False,15.942,"LINESTRING (7.6296975 46.7563072, 7.6297237 46.7562849, 7.6297561 46.7562667, 7.6297931 46.7562533, 7.6298334 46.7562454, 7.6298751 46.7562432)",roundabout,,,
106836630,2,6,Aarestrasse,primary,50,False,True,24.249000000000002,"LINESTRING (7.6297403 46.7564932, 7.629692 46.7565255, 7.6296408 46.7565569, 7.6295678 46.7565912, 7.6294834 46.7566189)",,,,
254648601,2,,Maulbeerplatz,primary,50,True,False,22.894000000000002,"LINESTRING (7.6297403 46.7564932, 7.62971 46.7564724, 7.6296866 46.7564477, 7.6296713 46.7564203, 7.6296646 46.7563912, 7.6296668 46.7563618, 7.629678 46.7563334, 7.6296975 46.7563072)",roundabout,,,
29119301,2,6,Aarestrasse,primary,50,False,True,38.641,"LINESTRING (7.6272288 46.7574545, 7.627145 46.7575179, 7.6270779 46.7575793, 7.6270103 46.757645, 7.6269999 46.7576551, 7.6269308 46.7577346)",,,,
"[130706628, 228007550, 228007551]",2,6,Aarestrasse,primary,50,False,False,77.246,"LINESTRING (7.6272288 46.7574545, 7.6272891 46.7574196, 7.6273095 46.7574067, 7.6273339 46.7573914, 7.6273892 46.7573607, 7.6275446 46.7572894, 7.6277762 46.7571928, 7.6280731 46.7570726)",,,,
5458725,,,Guisanplatz,primary,50,True,False,13.315999999999999,"LINESTRING (7.6257402 46.7595299, 7.6257251 46.759547, 7.6257033 46.7595603, 7.6256768 46.7595685, 7.6256479 46.759571, 7.6256192 46.7595676, 7.6255933 46.7595585)",roundabout,,,
"[41803460, 4224615, 5458728, 5458730, 5458732, 23478549]","['1', '2']",6,"['Bälliz', 'Allmendbrücke', 'Marktgasse', 'Kuhbrücke']",primary,50,True,False,176.072,"LINESTRING (7.6276575 46.7604006, 7.6275016 46.7603292, 7.6274424 46.7603021, 7.627205 46.760182, 7.6271848 46.7601717, 7.6271769 46.7601675, 7.6269135 46.7600276, 7.6268986 46.7600196, 7.6267365 46.7599321, 7.6266057 46.7598615, 7.6265318 46.7598216, 7.6264324 46.7597694, 7.6264252 46.7597656, 7.6263569 46.7597372, 7.6263281 46.7597252, 7.6262978 46.7597126, 7.6261638 46.7596694, 7.6260191 46.7596233, 7.625884 46.7595767, 7.6258172 46.7595492, 7.6257902 46.7595381, 7.6257402 46.7595299)",,yes,,
"[45546632, 5458733]",1,,"['Untere Hauptgasse', 'Marktgasse']","['living_street', 'residential']",20,True,False,129.983,"LINESTRING (7.6276575 46.7604006, 7.6276741 46.7604053, 7.6277773 46.7604346, 7.6282402 46.7605697, 7.6286344 46.7606166, 7.62864 46.7606733, 7.6286536 46.7608626, 7.6286615 46.7609559, 7.628665 46.7610641, 7.6286656 46.7610774)",,,,
"[27742868, 41804789]",,,"['Rathausplatz', 'Gerberngasse']",living_street,,False,True,139.28599999999997,"LINESTRING (7.6276575 46.7604006, 7.6277262 46.760338, 7.6278877 46.7601833, 7.6279777 46.7601092, 7.6281329 46.7599908, 7.6283604 46.7597525, 7.6284269 46.7596883, 7.6285834 46.7595366, 7.6288242 46.7594662)",,,,
41803430,2,6,Schwäbisgasse,primary,50,False,True,53.128,"LINESTRING (7.6276575 46.7604006, 7.6275688 46.7604751, 7.6274444 46.7605612, 7.6273315 46.7606338, 7.6271616 46.7607353)",,,,
37177679,,6,Schwäbisgasse,primary,50,False,False,37.694,"LINESTRING (7.6268152 46.7609771, 7.6268897 46.7609318, 7.6271616 46.7607353)",,,,
