osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,bridge,access,width
9093599,,,Marktplatz,tertiary,30,False,False,22.563,"LINESTRING (7.3064935 47.073983, 7.3064128 47.0739105, 7.3063083 47.0738241)",,,,
1232725331,1,,Hirschenplatz,primary,50,True,False,7.295,"LINESTRING (7.3064935 47.073983, 7.3065047 47.0739784, 7.30652 47.0739729, 7.3065367 47.0739697, 7.3065538 47.0739676, 7.306569 47.0739675, 7.3065849 47.0739689)",roundabout,,,
501433560,,6;22,Hauptstrasse,primary,30,False,True,22.011000000000003,"LINESTRING (7.3065849 47.0739689, 7.3065989 47.0739194, 7.306614 47.0738815, 7.3066934 47.0737877)",,,,
1232725332,1,,Hirschenplatz,primary,50,True,False,15.443999999999999,"LINESTRING (7.3065849 47.0739689, 7.3066074 47.0739737, 7.3066256 47.0739799, 7.3066416 47.0739887, 7.3066553 47.0739987, 7.3066659 47.0740107, 7.3066737 47.0740233, 7.3066775 47.0740373, 7.3066785 47.0740507, 7.3066752 47.0740651, 7.3066709 47.0740761)",roundabout,,,
9093601,,,,tertiary,,True,False,21.016,"LINESTRING (7.3025838 47.0722924, 7.3025577 47.0723127, 7.3025238 47.0723268, 7.3024853 47.0723333, 7.3024458 47.0723316, 7.3024088 47.0723219, 7.3023777 47.0723052, 7.3023555 47.0722828)",roundabout,,,
32935237,,,Aarbergstrasse,tertiary,30,False,True,45.533,"LINESTRING (7.3025838 47.0722924, 7.3027074 47.0723434, 7.3027498 47.0723631, 7.3030636 47.072509, 7.3030846 47.0725188)",,,,
9093601,,,,tertiary,,True,False,25.721,"LINESTRING (7.3023555 47.0722828, 7.3023437 47.072255, 7.3023456 47.0722262, 7.302361 47.0721992, 7.3023883 47.0721771, 7.3024246 47.072162, 7.302466 47.0721557, 7.3025082 47.0721587, 7.3025468 47.0721708)",roundabout,,,
1182828995,,,Beundengasse,unclassified,30,False,False,92.40599999999999,"LINESTRING (7.3023555 47.0722828, 7.302298 47.0722947, 7.3022568 47.0723077, 7.3022203 47.0723222, 7.3021633 47.0723534, 7.3020866 47.072403, 7.3017267 47.0726957, 7.3016548 47.0727497, 7.30159 47.0727994, 7.3015042 47.0728644)",,,,
9093601,,,,tertiary,,True,False,15.236,"LINESTRING (7.3025468 47.0721708, 7.3025719 47.0721859, 7.3025906 47.0722049, 7.3026015 47.0722265, 7.3026041 47.0722493, 7.302598 47.0722717, 7.3025838 47.0722924)",roundabout,,,
9093603,2,,Aarbergstrasse,tertiary,50,False,False,23.015,"LINESTRING (7.3025468 47.0721708, 7.3025939 47.0721109, 7.3026756 47.0719835)",,,,
170097692,,,Mattenweg,residential,,False,True,115.084,"LINESTRING (7.3047673 47.076169, 7.3046633 47.0761299, 7.3042201 47.0758175, 7.3036862 47.0754462)",,,,
236977255,,6,Bielstrasse,primary,50,False,False,58.911,"LINESTRING (7.3047673 47.076169, 7.3048996 47.0759935, 7.3051235 47.075698)",,,,
23432165,,,Herrengasse,residential,,False,True,126.58100000000002,"LINESTRING (7.3044109 47.0730104, 7.3044865 47.0729357, 7.3045181 47.0729058, 7.304668 47.0727802, 7.30488 47.0725784, 7.304929 47.0725318, 7.3051907 47.0723693, 7.3052787 47.0723128, 7.3055012 47.0721534)",,,,
32935237,,,Aarbergstrasse,tertiary,30,False,False,114.809,"LINESTRING (7.3044109 47.0730104, 7.3042869 47.0729878, 7.3042435 47.0729755, 7.30415 47.0729448, 7.3039215 47.0728668, 7.3037251 47.0727939, 7.3035556 47.0727283, 7.3033206 47.072627, 7.3030846 47.0725188)",,,,
714008825,,,Zeughausstrasse,residential,30,False,False,155.275,"LINESTRING (7.3044109 47.0730104, 7.3042686 47.0730876, 7.3042176 47.0731437, 7.3041624 47.0731885, 7.3041083 47.0732209, 7.3040487 47.0732552, 7.3038973 47.0733276, 7.3037527 47.0733929, 7.3035995 47.0734673, 7.3034339 47.0735288, 7.3032948 47.0735793, 7.3031654 47.0736294, 7.3027481 47.0738093)",,,,
"[714008826, 211689635, 32935236]",,,Aarbergstrasse,tertiary,30,False,True,27.104,"LINESTRING (7.3044109 47.0730104, 7.30446 47.0730256, 7.3046106 47.0730679, 7.3046292 47.0730722, 7.3047412 47.0731041)",,yes,,
27849746,,,Fabrikstrasse,residential,,False,False,92.71799999999999,"LINESTRING (7.3060377 47.0762387, 7.3059272 47.0762063, 7.3058011 47.0761632, 7.3056915 47.0760856, 7.3055022 47.0759574, 7.3052165 47.0757744, 7.3051235 47.075698)",,,,
27849746,,,Fabrikstrasse,residential,,False,True,92.718,"LINESTRING (7.3051235 47.075698, 7.3052165 47.0757744, 7.3055022 47.0759574, 7.3056915 47.0760856, 7.3058011 47.0761632, 7.3059272 47.0762063, 7.3060377 47.0762387)",,,,
32448278,,,Fabrikstrasse,residential,30,False,False,163.969,"LINESTRING (7.3051235 47.075698, 7.3050308 47.0756329, 7.3037478 47.0746757, 7.3036657 47.0746079)",,,destination,
236977255,,6,Bielstrasse,primary,50,False,True,58.911,"LINESTRING (7.3051235 47.075698, 7.3048996 47.0759935, 7.3047673 47.076169)",,,,
"[610158188, 329742668]",,6,Bielstrasse,primary,"['50', '30']",False,False,159.257,"LINESTRING (7.3051235 47.075698, 7.3051772 47.0756295, 7.3052308 47.075561, 7.3055384 47.0751844, 7.3056127 47.0751061, 7.3056956 47.0750213, 7.3059035 47.0748207, 7.3061284 47.0746222, 7.3062715 47.0745021)",,,,
9093599,,,Marktplatz,tertiary,30,False,True,56.653999999999996,"LINESTRING (7.305725 47.0735053, 7.3057909 47.0735398, 7.3060059 47.0736563, 7.3061212 47.0737179, 7.306252 47.0737891, 7.3063083 47.0738241)",,,,
23432062,,,Juraweg,residential,30,False,False,200.355,"LINESTRING (7.305725 47.0735053, 7.3056566 47.0735717, 7.305396 47.0738004, 7.3052756 47.0738816, 7.305172 47.0739399, 7.3050616 47.0739928, 7.3050076 47.0740179, 7.3046779 47.0741605, 7.3042747 47.0743349, 7.3041168 47.0744049, 7.3036657 47.0746079)",,,destination,
211689635,,,Aarbergstrasse,tertiary,30,False,False,87.237,"LINESTRING (7.305725 47.0735053, 7.3053603 47.0733183, 7.3052624 47.0732753, 7.3051472 47.0732317, 7.3047412 47.0731041)",,,,
23542824,,,Beundengasse,unclassified,30,False,True,99.554,"LINESTRING (7.2987441 47.0735163, 7.2987782 47.0735147, 7.298938 47.0734963, 7.2994961 47.0734718, 7.299787 47.0734334, 7.3000369 47.0733781)",,,,
27035318,,,Westring,residential,,False,True,193.378,"LINESTRING (7.2987441 47.0735163, 7.2988549 47.0736106, 7.2989823 47.0737114, 7.2990496 47.0737718, 7.2993369 47.0740597, 7.3002466 47.0749215)",,,,
23432159,,,Flurweg,residential,30,False,True,215.58399999999997,"LINESTRING (7.3028221 47.0690024, 7.3027105 47.0690267, 7.3025993 47.0690571, 7.3023613 47.0691246, 7.3020594 47.0691998, 7.3019756 47.0692218, 7.3017829 47.0692645, 7.3014772 47.069345, 7.3012858 47.0694, 7.3011456 47.0694354, 7.3008247 47.0695138, 7.3007601 47.0695296, 7.3002636 47.0696245, 7.3001408 47.069648)",,,,
32449042,,,Aarbergstrasse,tertiary,50,False,True,140.25,"LINESTRING (7.3028221 47.0690024, 7.3028974 47.0692469, 7.3029535 47.0694182, 7.3030325 47.0696811, 7.3030683 47.069909, 7.3030783 47.0700832, 7.3030671 47.0702471)",,,,
23432163,,,Tulpenweg,tertiary,30,False,False,245.734,"LINESTRING (7.3050953 47.0685682, 7.3049732 47.0686745, 7.3048975 47.068745, 7.3045999 47.0690206, 7.3042915 47.0692933, 7.3040329 47.0695221, 7.3038344 47.069705, 7.3037881 47.0697477, 7.3036242 47.0699069, 7.3035991 47.0699312, 7.3033681 47.0701309, 7.3032703 47.0702217, 7.3031927 47.0702359, 7.3030671 47.0702471)",,,,
334196315,2,22,Kirchenfeldstrasse,primary,50,False,False,22.461,"LINESTRING (7.3050953 47.0685682, 7.3052017 47.0686387, 7.305314 47.0687045)",,,,
23432164,,,Kirchackerstrasse,residential,,False,False,157.14,"LINESTRING (7.3066095 47.0695581, 7.3059024 47.0700531, 7.3051701 47.0705759)",,,,
334196315,2,22,Kirchenfeldstrasse,primary,50,False,False,83.132,"LINESTRING (7.3066095 47.0695581, 7.3066769 47.069607, 7.3069981 47.0698216, 7.3071559 47.0698898, 7.3073193 47.0699476, 7.3074862 47.0699902)",,,,
334196315,2,22,Kirchenfeldstrasse,primary,50,False,True,41.109,"LINESTRING (7.3066095 47.0695581, 7.3063126 47.069357, 7.3062206 47.0693003)",,,,
23432164,,,Kirchackerstrasse,residential,,False,True,157.14,"LINESTRING (7.3051701 47.0705759, 7.3059024 47.0700531, 7.3066095 47.0695581)",,,,
161932789,2,22,Kirchenfeldstrasse,primary,50,False,True,7.238,"LINESTRING (7.3075764 47.0700117, 7.3074862 47.0699902)",,,,
714008827,2,22,Kirchenfeldstrasse,primary,50,False,False,37.991,"LINESTRING (7.3075764 47.0700117, 7.3080569 47.0701098)",,,,
23432165,,,Herrengasse,residential,,False,False,68.649,"LINESTRING (7.3075764 47.0700117, 7.3074965 47.0701165, 7.3074575 47.0701544, 7.3073891 47.0702107, 7.3071174 47.0704344, 7.3070302 47.0705015)",,,,
23432166,,,Herrengasse,residential,,False,False,41.026,"LINESTRING (7.3063926 47.0712902, 7.3059574 47.0710705)",,,,
23432165,,,Herrengasse,residential,,False,False,64.947,"LINESTRING (7.3063926 47.0712902, 7.3063636 47.0713224, 7.3061847 47.0715342, 7.3060802 47.0716774, 7.3059714 47.0717986)",,,,
23432165,,,Herrengasse,residential,,False,True,112.34600000000003,"LINESTRING (7.3063926 47.0712902, 7.3066569 47.0711321, 7.3069081 47.0710271, 7.3069467 47.0710066, 7.3069836 47.0709802, 7.3070093 47.0709514, 7.3070294 47.0709054, 7.3070343 47.0708766, 7.3070373 47.0708325, 7.3070276 47.070779, 7.3070107 47.0707324, 7.3069971 47.0706996, 7.3069842 47.070667, 7.3069728 47.0706273, 7.3069728 47.0705968, 7.3069785 47.0705707, 7.306992 47.0705438, 7.307007 47.0705226, 7.3070302 47.0705015)",,,,
23432165,,,Herrengasse,residential,,False,False,126.581,"LINESTRING (7.3055012 47.0721534, 7.3052787 47.0723128, 7.3051907 47.0723693, 7.304929 47.0725318, 7.30488 47.0725784, 7.304668 47.0727802, 7.3045181 47.0729058, 7.3044865 47.0729357, 7.3044109 47.0730104)",,,,
23432165,,,Herrengasse,residential,,False,True,53.146,"LINESTRING (7.3055012 47.0721534, 7.3058468 47.071893, 7.3059714 47.0717986)",,,,
"[162010920, 997113057]",,,Herrengasse,residential,30,False,False,148.455,"LINESTRING (7.3055012 47.0721534, 7.3052402 47.0720018, 7.3040099 47.0712869)",,,,
23432166,,,Herrengasse,residential,,False,True,46.447,"LINESTRING (7.3054843 47.0708047, 7.3059574 47.0710705)",,,,
84067910,,,Kreuzgasse,tertiary,,False,False,106.631,"LINESTRING (7.3075939 47.0725199, 7.307534 47.0725028, 7.3074779 47.0724843, 7.3071602 47.0723327, 7.3069763 47.0722437, 7.3067914 47.0721542, 7.306706 47.0721129, 7.3065049 47.0720155, 7.3064325 47.0719804)",,,,
259481822,,6;22,Hauptstrasse,primary,30,False,False,71.969,"LINESTRING (7.3075939 47.0725199, 7.3075492 47.0725968, 7.3075183 47.0726505, 7.3074643 47.0727337, 7.3073274 47.0729551, 7.3072253 47.0731164)",,,,
259481822,,6;22,Hauptstrasse,primary,30,False,True,145.50900000000004,"LINESTRING (7.3075939 47.0725199, 7.3076329 47.0724585, 7.3078879 47.072048, 7.307981 47.0719009, 7.3080814 47.0717544, 7.3081416 47.0716693, 7.3081838 47.0716097, 7.308291 47.0714658, 7.3084079 47.0713362)",,,,
23737789,2,6,Bernstrasse,primary,50,False,True,195.615,"LINESTRING (7.3116942 47.0695421, 7.3111943 47.0698342, 7.3109137 47.0699897, 7.3107756 47.0700599, 7.3106707 47.0701078, 7.3105845 47.0701418, 7.3104268 47.0701982, 7.3102587 47.0702487, 7.3100799 47.0702981, 7.3100154 47.0703174, 7.3096982 47.0704157, 7.309518 47.0704578)",,,,
"[23542825, 27035318]",,,"['Westring', 'Zeughausstrasse']",residential,30,False,False,102.251,"LINESTRING (7.3012973 47.0746404, 7.3012622 47.0746776, 7.3012323 47.0747172, 7.3011909 47.0747936, 7.3011564 47.0748668, 7.301108 47.0749185, 7.3010585 47.0749415, 7.3009946 47.074961, 7.3009086 47.0749721, 7.300696 47.074989, 7.3006143 47.0749917, 7.3005378 47.0749862, 7.3004191 47.074968, 7.3002466 47.0749215)",,,,
23542825,,,Zeughausstrasse,residential,30,False,True,144.24099999999999,"LINESTRING (7.3012973 47.0746404, 7.3013856 47.0745587, 7.3014935 47.0744787, 7.3017127 47.0743452, 7.3018511 47.0742628, 7.3020238 47.0741618, 7.3022041 47.0740651, 7.3023891 47.0739737, 7.3025796 47.0738838, 7.3027481 47.0738093)",,,,
226753679,,,Zeughausstrasse,residential,30,False,False,169.98,"LINESTRING (7.3012973 47.0746404, 7.3012471 47.074611, 7.3012191 47.0745915, 7.3011704 47.0745428, 7.3010216 47.0743937, 7.3007566 47.0741284, 7.3007042 47.0740759, 7.3000369 47.0733781)",,,,
27035518,2,22,Bürenstrasse,primary,50,False,False,80.13399999999999,"LINESTRING (7.3074681 47.0753833, 7.3074405 47.0753447, 7.3074221 47.0753048, 7.3074165 47.0752786, 7.307414 47.0752445, 7.3074252 47.07521, 7.3074644 47.0751513, 7.3075922 47.0749597, 7.3076523 47.0748756, 7.3077001 47.0748014, 7.3077205 47.0747566, 7.3077288 47.0747134)",,,,
28835652,,,Oberfeldweg,residential,30,False,False,60.707,"LINESTRING (7.311121 47.0751112, 7.3110695 47.0750452, 7.3106984 47.0746475)",,,,
28835652,,,Oberfeldweg,residential,30,False,True,38.33,"LINESTRING (7.311121 47.0751112, 7.3111849 47.0752068, 7.3113343 47.0754238)",,,,
28835709,,,Heilbachweg,residential,,False,True,131.632,"LINESTRING (7.311121 47.0751112, 7.3109582 47.0751383, 7.3097018 47.0757802)",,,,
28835652,,,Oberfeldweg,residential,30,False,False,64.58,"LINESTRING (7.3104517 47.0743783, 7.3103969 47.0743334, 7.3102836 47.0742296, 7.3101556 47.0741286, 7.3100318 47.0740279, 7.3099031 47.0739342)",,,,
28835652,,,Oberfeldweg,residential,30,False,True,35.288000000000004,"LINESTRING (7.3104517 47.0743783, 7.3105036 47.0744319, 7.3106984 47.0746475)",,,,
"[162050785, 162156571]",,,"['Wiesenweg', 'Stockhornweg']",residential,,False,False,100.089,"LINESTRING (7.3104517 47.0743783, 7.310815 47.0741904, 7.3109992 47.0741093, 7.3111367 47.0740458, 7.3115475 47.0738767)",,,,
28835652,,,Oberfeldweg,residential,30,False,False,4.753,"LINESTRING (7.3099031 47.0739342, 7.3098548 47.0739069)",,,,
28835652,,,Oberfeldweg,residential,30,False,True,64.58,"LINESTRING (7.3099031 47.0739342, 7.3100318 47.0740279, 7.3101556 47.0741286, 7.3102836 47.0742296, 7.3103969 47.0743334, 7.3104517 47.0743783)",,,,
162050781,,,Gartenweg,residential,,False,True,163.69,"LINESTRING (7.3099031 47.0739342, 7.3098387 47.0739836, 7.3094347 47.0742949, 7.309172 47.0744986, 7.3084713 47.075037)",,,,
28835645,,,Rainweg,residential,30,False,False,42.486999999999995,"LINESTRING (7.3085942 47.0729202, 7.3086494 47.0728544, 7.3087183 47.0728071, 7.3090129 47.072676)",,,,
28835652,,,Oberfeldweg,residential,30,False,True,152.739,"LINESTRING (7.3085942 47.0729202, 7.3085725 47.07296, 7.3085612 47.0730063, 7.3085724 47.0730831, 7.3086087 47.0731377, 7.3086639 47.0731902, 7.3087254 47.0732331, 7.3098548 47.0739069)",,,,
29117247,,,Hofstattweg,residential,,False,True,159.465,"LINESTRING (7.3085942 47.0729202, 7.3086812 47.0729586, 7.3099745 47.0737653, 7.3099662 47.0738122, 7.3099366 47.0738457, 7.3098548 47.0739069)",,,,
24047674,,,Alpenstrasse,residential,50,False,True,159.049,"LINESTRING (7.3099866 47.0722782, 7.3098951 47.0722125, 7.3089552 47.0716396, 7.3085615 47.0714153, 7.3084079 47.0713362)",,,,
28835645,,,Rainweg,residential,30,False,False,93.706,"LINESTRING (7.3099866 47.0722782, 7.3100744 47.07222, 7.3104129 47.0719797, 7.3106413 47.0718326, 7.3107887 47.0717637, 7.3108443 47.07174, 7.3108984 47.0717129)",,,,
28835645,,,Rainweg,residential,30,False,True,86.15599999999999,"LINESTRING (7.3099866 47.0722782, 7.3098952 47.0723326, 7.3096315 47.0724322, 7.309602 47.0724432, 7.3090129 47.072676)",,,,
24047674,,,Alpenstrasse,residential,50,False,False,159.049,"LINESTRING (7.3084079 47.0713362, 7.3085615 47.0714153, 7.3089552 47.0716396, 7.3098951 47.0722125, 7.3099866 47.0722782)",,,,
259481822,,6;22,Hauptstrasse,primary,30,False,False,145.509,"LINESTRING (7.3084079 47.0713362, 7.308291 47.0714658, 7.3081838 47.0716097, 7.3081416 47.0716693, 7.3080814 47.0717544, 7.307981 47.0719009, 7.3078879 47.072048, 7.3076329 47.0724585, 7.3075939 47.0725199)",,,,
"[336430451, 9093581]",,6;22,Mühleplatz,primary,30,False,True,112.10400000000001,"LINESTRING (7.3084079 47.0713362, 7.3085252 47.0712336, 7.3086225 47.0711556, 7.308681 47.0711096, 7.3088266 47.0710086, 7.3090406 47.070847, 7.3091519 47.0707516, 7.3092638 47.0706515, 7.3093088 47.0706043, 7.3093421 47.0705577)",,,,
22997700,,,Rosengasse,residential,30,False,False,17.363,"LINESTRING (7.3082915 47.0749401, 7.3084713 47.075037)",,,,
22997700,,,Rosengasse,residential,30,False,True,50.565999999999995,"LINESTRING (7.3082915 47.0749401, 7.3079486 47.0747556, 7.3078605 47.0747277, 7.3078077 47.0747195, 7.3077288 47.0747134)",,,,
24047671,2,,Rosengasse,residential,30,False,True,63.044,"LINESTRING (7.3082915 47.0749401, 7.3082216 47.0749902, 7.3081902 47.075006, 7.3081513 47.075018, 7.307612 47.0751482, 7.3075359 47.0751566)",,,,
41627923,,,Rosengasse,residential,30,False,False,16.855,"LINESTRING (7.3097018 47.0757802, 7.3098809 47.0758702)",,,,4
28835709,,,Heilbachweg,residential,,False,False,131.632,"LINESTRING (7.3097018 47.0757802, 7.3109582 47.0751383, 7.311121 47.0751112)",,,,
"[22997700, 1182823092]",,,Rosengasse,residential,30,False,True,46.172,"LINESTRING (7.3097018 47.0757802, 7.3094795 47.0756812, 7.3094602 47.0756726, 7.3092316 47.0755191)",,,,
24557935,,,Schönau,residential,,False,False,88.046,"LINESTRING (7.3013013 47.0762261, 7.3009633 47.076224, 7.3007541 47.0762094, 7.3005544 47.0761835, 7.3003907 47.0761646, 7.3001622 47.0761043)",,,,
24557945,,,Stegmattweg,unclassified,,False,True,40.84799999999999,"LINESTRING (7.29919 47.0761821, 7.2993639 47.0760398, 7.299452 47.0759527, 7.299483 47.0759221, 7.2995131 47.0758886)",,,,
24645239,,,Schönau,residential,,False,False,54.694,"LINESTRING (7.3001622 47.0761043, 7.2995131 47.0758886)",,,,
24557935,,,Schönau,residential,,False,True,88.04599999999999,"LINESTRING (7.3001622 47.0761043, 7.3003907 47.0761646, 7.3005544 47.0761835, 7.3007541 47.0762094, 7.3009633 47.076224, 7.3013013 47.0762261)",,,,
24645239,,,Schönau,residential,,False,True,54.694,"LINESTRING (7.2995131 47.0758886, 7.3001622 47.0761043)",,,,
24557945,,,Stegmattweg,unclassified,,False,False,40.848,"LINESTRING (7.2995131 47.0758886, 7.299483 47.0759221, 7.299452 47.0759527, 7.2993639 47.0760398, 7.29919 47.0761821)",,,,
24557945,,,Stegmattweg,unclassified,,False,True,121.04899999999999,"LINESTRING (7.2995131 47.0758886, 7.2998652 47.0754333, 7.29998 47.0752782, 7.3000559 47.0751692, 7.3001803 47.0750111, 7.3002466 47.0749215)",,,,
24557945,,,Stegmattweg,unclassified,,False,False,121.049,"LINESTRING (7.3002466 47.0749215, 7.3001803 47.0750111, 7.3000559 47.0751692, 7.29998 47.0752782, 7.2998652 47.0754333, 7.2995131 47.0758886)",,,,
27035318,,,Westring,residential,,False,False,193.37800000000001,"LINESTRING (7.3002466 47.0749215, 7.2993369 47.0740597, 7.2990496 47.0737718, 7.2989823 47.0737114, 7.2988549 47.0736106, 7.2987441 47.0735163)",,,,
"[23542825, 27035318]",,,"['Westring', 'Zeughausstrasse']",residential,30,False,True,102.251,"LINESTRING (7.3002466 47.0749215, 7.3004191 47.074968, 7.3005378 47.0749862, 7.3006143 47.0749917, 7.300696 47.074989, 7.3009086 47.0749721, 7.3009946 47.074961, 7.3010585 47.0749415, 7.301108 47.0749185, 7.3011564 47.0748668, 7.3011909 47.0747936, 7.3012323 47.0747172, 7.3012622 47.0746776, 7.3012973 47.0746404)",,,,
32448343,,,Kappelenstrasse,residential,30,False,False,131.709,"LINESTRING (7.2993727 47.0699759, 7.3000249 47.0706623, 7.3001104 47.0707108, 7.3001735 47.0707466, 7.3004685 47.0708688)",,,,
997708404,,,Flurweg,residential,30,False,False,39.119,"LINESTRING (7.2993727 47.0699759, 7.2994363 47.0699328, 7.2995899 47.0697948, 7.2997299 47.0697261)",,,,
9093603,2,,Aarbergstrasse,tertiary,50,False,True,23.015,"LINESTRING (7.3026756 47.0719835, 7.3025939 47.0721109, 7.3025468 47.0721708)",,,,
32448343,,,Kappelenstrasse,residential,30,False,True,165.634,"LINESTRING (7.3026756 47.0719835, 7.3025198 47.071949, 7.3024845 47.0719389, 7.3024304 47.0719221, 7.302381 47.0718999, 7.3021812 47.0717922, 7.302024 47.0717115, 7.3019415 47.0716633, 7.3015973 47.0714567, 7.301529 47.071419, 7.3009297 47.0711015)",,,,
32449042,,,Aarbergstrasse,tertiary,50,False,False,116.79499999999999,"LINESTRING (7.3026756 47.0719835, 7.3027249 47.0718811, 7.3027763 47.0717733, 7.302854 47.071594, 7.3028625 47.0715747, 7.302877 47.0715355, 7.3029165 47.0714217, 7.3029451 47.0712925, 7.3029457 47.0712782, 7.3029819 47.0709966, 7.3029866 47.0709596)",,,,
714008827,2,22,Kirchenfeldstrasse,primary,50,False,True,37.991,"LINESTRING (7.3080569 47.0701098, 7.3075764 47.0700117)",,,,
"[29117216, 162010927]",,,Kirchgasse,residential,,False,False,100.501,"LINESTRING (7.3080569 47.0701098, 7.3079987 47.0702347, 7.3079611 47.0703324, 7.3079411 47.0703857, 7.3079346 47.0704244, 7.3079346 47.0704488, 7.3079386 47.0704752, 7.3079453 47.0704953, 7.3079926 47.0705923, 7.3080519 47.0707135, 7.3081079 47.070823, 7.30812 47.070849, 7.3081775 47.0709762)",,yes,,
"[336432881, 161932790]",2,22,Kirchenfeldstrasse,primary,50,False,False,99.861,"LINESTRING (7.3080569 47.0701098, 7.308654 47.0702494, 7.3087722 47.0702823, 7.3091531 47.0703768, 7.309251 47.0704063, 7.30929 47.0704243)",,,,
"[29117216, 162010927]",,,Kirchgasse,residential,,False,True,100.501,"LINESTRING (7.3081775 47.0709762, 7.30812 47.070849, 7.3081079 47.070823, 7.3080519 47.0707135, 7.3079926 47.0705923, 7.3079453 47.0704953, 7.3079386 47.0704752, 7.3079346 47.0704488, 7.3079346 47.0704244, 7.3079411 47.0703857, 7.3079611 47.0703324, 7.3079987 47.0702347, 7.3080569 47.0701098)",,yes,,
199480461,,,Leuernweg,residential,,False,True,19.677,"LINESTRING (7.3108984 47.0717129, 7.3107343 47.0715757)",,,,
28835645,,,Rainweg,residential,30,False,True,93.70599999999999,"LINESTRING (7.3108984 47.0717129, 7.3108443 47.07174, 7.3107887 47.0717637, 7.3106413 47.0718326, 7.3104129 47.0719797, 7.3100744 47.07222, 7.3099866 47.0722782)",,,,
199480434,,,Leuernweg,residential,30,False,False,8.794,"LINESTRING (7.3108984 47.0717129, 7.3109436 47.0717361, 7.3109975 47.0717533)",,,,
"[29117517, 29117495]",,,"['Kirchhübeliweg', 'Friedhofweg']",residential,30,False,False,244.41799999999998,"LINESTRING (7.3108309 47.0679822, 7.3103588 47.0680173, 7.3100155 47.0681634, 7.3097923 47.0683973, 7.3093546 47.0687597, 7.3090284 47.0690053, 7.3087538 47.069204, 7.308462 47.06935)",,,,
