osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,width,access,bridge
28056732,Alpenstrasse,residential,False,False,92.737,"LINESTRING (9.3775342 47.5619779, 9.377598 47.5619517, 9.3780248 47.5618301, 9.378124 47.5618029, 9.3783482 47.5617396, 9.3785642 47.5616816, 9.3786289 47.5616632, 9.3786738 47.5616598)",,,,,
193925821,Alleestrasse,residential,False,False,65.958,"LINESTRING (9.3775342 47.5619779, 9.3776381 47.5620974, 9.3776582 47.5621263, 9.3777288 47.5622488, 9.3778013 47.5624054, 9.3778385 47.5625301)",50,,,,
193925821,Alleestrasse,residential,False,True,30.124,"LINESTRING (9.3775342 47.5619779, 9.3773752 47.5618292, 9.3772689 47.561779)",50,,,,
41191677,Schlossbergstrasse,residential,False,True,79.798,"LINESTRING (9.3800622 47.5690835, 9.3799414 47.5691356, 9.3797832 47.569176, 9.3790815 47.5693568)",50,,,,
41191712,Kirchgasse,residential,False,False,130.94899999999998,"LINESTRING (9.3800622 47.5690835, 9.3800359 47.5690105, 9.3800245 47.5689679, 9.3798319 47.5681317, 9.3798059 47.5679858, 9.3797925 47.5679523, 9.3797756 47.5679231)",,,,,
176439510,Schlossbergstrasse,residential,False,False,32.053000000000004,"LINESTRING (9.3800622 47.5690835, 9.3802038 47.5690745, 9.3803562 47.5690433, 9.3804817 47.5690379)",30,,,,
41191712,Kirchgasse,residential,False,True,130.949,"LINESTRING (9.3797756 47.5679231, 9.3797925 47.5679523, 9.3798059 47.5679858, 9.3798319 47.5681317, 9.3800245 47.5689679, 9.3800359 47.5690105, 9.3800622 47.5690835)",,,,,
307572673,Hafenstrasse,residential,False,False,55.385999999999996,"LINESTRING (9.3797756 47.5679231, 9.3798519 47.5678791, 9.3798895 47.5678687, 9.3803706 47.5677219, 9.3803929 47.567715, 9.3804297 47.5676979)",50,,,,
307572673,Hafenstrasse,residential,False,True,48.131,"LINESTRING (9.3797756 47.5679231, 9.3796559 47.567926, 9.3796343 47.5679305, 9.3795689 47.5679359, 9.3794642 47.5679358, 9.379368 47.5679258, 9.3793014 47.5679088, 9.3792502 47.5678844, 9.3791738 47.5678437)",50,,,,
96618214,Färbergasse,residential,False,True,64.399,"LINESTRING (9.379261 47.5673298, 9.3792086 47.5673358, 9.3784945 47.5674363, 9.3784497 47.5674775)",,,,,
689695859,Bankstrasse,residential,False,False,47.445,"LINESTRING (9.379261 47.5673298, 9.3792067 47.567228, 9.3791259 47.5670675, 9.3790745 47.5669226)",,,,,
"[26679250, 689695859]",Bankstrasse,residential,False,True,99.99,"LINESTRING (9.379261 47.5673298, 9.3792811 47.5673625, 9.3793056 47.5673858, 9.379333 47.5674037, 9.379366 47.5674209, 9.3794003 47.567433, 9.3794536 47.567439, 9.3796507 47.5674526, 9.3801957 47.5674904, 9.3802539 47.567496, 9.38034 47.5675062, 9.3805076 47.5675355)",,,,,
201721611,Neustrasse,residential,False,False,179.167,"LINESTRING (9.3791496 47.5645325, 9.3791548 47.5644027, 9.3791607 47.5642577, 9.3791912 47.5633342, 9.3791929 47.5632257, 9.3791656 47.5629221)",,,,,
"[9062547, 176439508, 1158233976, 770892440, 770892441]",Neustrasse,"['residential', 'living_street']",False,True,100.594,"LINESTRING (9.3791496 47.5645325, 9.379145 47.5646393, 9.3791442 47.5646916, 9.3791427 47.5647816, 9.3791421 47.5648167, 9.3791151 47.5648456, 9.3790632 47.5648946, 9.3790148 47.5649405, 9.3790104 47.5651009, 9.379002 47.5654101)",20,,,,
"[96808523, 983203796, 243531431]",Hafenstrasse,residential,False,True,136.317,"LINESTRING (9.3826865 47.5677245, 9.3823546 47.567707, 9.3823211 47.5677048, 9.3822064 47.5676984, 9.3821269 47.5676942, 9.3820632 47.5676898, 9.3816314 47.5676634, 9.38151 47.5676551, 9.3810528 47.5676387, 9.380877 47.5676196)",50,,,,
307572673,Hafenstrasse,residential,False,False,8.829,"LINESTRING (9.3784497 47.5674775, 9.378544 47.567525)",50,,,,
96618214,Färbergasse,residential,False,False,64.399,"LINESTRING (9.3784497 47.5674775, 9.3784945 47.5674363, 9.3792086 47.5673358, 9.379261 47.5673298)",,,,,
307572673,Hafenstrasse,residential,False,True,98.006,"LINESTRING (9.3784497 47.5674775, 9.3774776 47.5670174, 9.3773952 47.5669596)",50,,,,
176439510,Schlossbergstrasse,residential,False,False,115.76700000000001,"LINESTRING (9.3804817 47.5690379, 9.3805826 47.5690009, 9.3809566 47.568933, 9.3811143 47.5689042, 9.3812275 47.5688835, 9.381528 47.5688318, 9.3816236 47.5688153, 9.3819672 47.5687654)",30,,,,
176439510,Schlossbergstrasse,residential,False,True,32.053000000000004,"LINESTRING (9.3804817 47.5690379, 9.3803562 47.5690433, 9.3802038 47.5690745, 9.3800622 47.5690835)",30,,,,
689695859,Bankstrasse,residential,False,False,38.531,"LINESTRING (9.3790745 47.5669226, 9.3790689 47.5665761)",,,,,
97111895,Bachstrasse,residential,False,False,111.299,"LINESTRING (9.3790745 47.5669226, 9.3790165 47.5669192, 9.3783361 47.5668799, 9.3781791 47.5668708, 9.3776879 47.5668466, 9.3776038 47.566821)",,,,,
689695859,Bankstrasse,residential,False,True,47.445,"LINESTRING (9.3790745 47.5669226, 9.3791259 47.5670675, 9.3792067 47.567228, 9.379261 47.5673298)",,,,,
9062541,Neuhofstrasse,residential,False,False,72.48400000000001,"LINESTRING (9.3765205 47.5613202, 9.3770706 47.5616139, 9.3771877 47.5616879, 9.3772598 47.5617386)",50,,,,
27872029,Kapellenstrasse,residential,False,True,95.017,"LINESTRING (9.3765205 47.5613202, 9.3764727 47.5613643, 9.3757735 47.5620102)",,,,,
96592064,Pestalozzistrasse,residential,False,False,101.053,"LINESTRING (9.3733566 47.5620033, 9.3744284 47.5625536)",30,,,,
96592052,Friedhofstrasse,residential,False,False,77.642,"LINESTRING (9.3733566 47.5620033, 9.3734 47.5619592, 9.3739272 47.5614208)",,,,,
96592052,Friedhofstrasse,residential,False,True,146.524,"LINESTRING (9.3733566 47.5620033, 9.3733114 47.5620496, 9.3722953 47.5630654, 9.3722637 47.5630953)",,,,,
96592064,Pestalozzistrasse,residential,False,True,98.88900000000001,"LINESTRING (9.3733566 47.5620033, 9.3723419 47.5614719, 9.3723155 47.561458)",30,,,,
96592064,Pestalozzistrasse,residential,False,True,101.053,"LINESTRING (9.3744284 47.5625536, 9.3733566 47.5620033)",30,,,,
41194693,Florastrasse,residential,False,False,157.24299999999997,"LINESTRING (9.3744284 47.5625536, 9.3743804 47.5625969, 9.3739777 47.5629597, 9.3736298 47.5632731, 9.3735292 47.5633638, 9.3732055 47.5636554, 9.3731679 47.5636831)",,,,,
96592064,Pestalozzistrasse,residential,False,False,45.302,"LINESTRING (9.3744284 47.5625536, 9.3746239 47.5626429, 9.3749318 47.5627785)",30,,,,
1040137412,Florastrasse,residential,False,True,8.845,"LINESTRING (9.3744284 47.5625536, 9.3744638 47.5625079, 9.374483 47.5624831)",,,,,
"[176439504, 176439502]",Alleestrasse,living_street,True,False,140.102,"LINESTRING (9.3776215 47.5639737, 9.3775681 47.5640021, 9.3774921 47.5643546, 9.3774727 47.5644447, 9.3775264 47.5645207, 9.377454 47.5648444, 9.3774445 47.5648869, 9.3773828 47.565131, 9.377297 47.5651598)",20,,,,
193925821,Alleestrasse,residential,False,True,24.663,"LINESTRING (9.3776215 47.5639737, 9.3776499 47.5638495, 9.3776717 47.5637545)",50,,,,
