osmid,lanes,name,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,access,tunnel,bridge,width
128352704,,Abeschweg,residential,30,,False,True,87.006,"LINESTRING (8.1081723 47.1715756, 8.1076538 47.1713111, 8.1075835 47.1713015, 8.1075393 47.1713247, 8.1073645 47.1715504)",,,,,
126367499,,Judenplatz,living_street,20,,False,False,20.328,"LINESTRING (8.1084139 47.1723837, 8.1084045 47.1725664)",,,,,
126081473,,Altstadtgasse,living_street,20,,False,True,32.684,"LINESTRING (8.1084139 47.1723837, 8.1085877 47.1723177, 8.1088022 47.1722553)",,,,,
"[180992464, 192514161, 180992453, 141033390]",2,Centralstrasse,"['living_street', 'residential']","['20', '30']",,False,"[False, True]",67.519,"LINESTRING (8.1084139 47.1723837, 8.1083131 47.1723282, 8.108161 47.1722493, 8.108126 47.1722319, 8.1080755 47.1722071, 8.108046 47.1721922, 8.1076947 47.1720239)",,,,yes,
25728816,,Unterstadt,living_street,20,,False,False,6.64,"LINESTRING (8.1084045 47.1725664, 8.1084919 47.1725724)",,,,,
126367499,,Judenplatz,living_street,20,,False,True,20.328,"LINESTRING (8.1084045 47.1725664, 8.1084139 47.1723837)",,,,,
"[176845890, 224100582, 180992461, 25728817, 180992475]",,"['Unterstadt', 'Bahnhofstrasse']","['living_street', 'residential']","['20', '30']",,False,False,95.386,"LINESTRING (8.1084045 47.1725664, 8.1081418 47.172589, 8.1080953 47.1725866, 8.108 47.1725736, 8.1078695 47.1725608, 8.1078205 47.1725609, 8.1077611 47.1725609, 8.1076801 47.1725556, 8.1071521 47.1725134)",,,building_passage,yes,
25728816,,Unterstadt,living_street,20,,False,True,6.64,"LINESTRING (8.1084919 47.1725724, 8.1084045 47.1725664)",,,,,
25728816,,Unterstadt,living_street,20,,False,False,24.833,"LINESTRING (8.1084919 47.1725724, 8.1087343 47.1725951, 8.1088181 47.1725968)",,,,,
126371086,,Josef-Frei-Weg,living_street,20,,False,False,27.344,"LINESTRING (8.1084919 47.1725724, 8.1084639 47.1727273, 8.1084463 47.1727691, 8.1084142 47.17281)",,,,,
126375617,,Bärengasse,living_street,20,,False,True,52.288,"LINESTRING (8.1093339 47.1725996, 8.1091836 47.1721406)",,,,,
25728816,,Unterstadt,living_street,20,,False,False,25.723,"LINESTRING (8.1093339 47.1725996, 8.1094002 47.1725965, 8.1096732 47.1725819)",,,,,
25728816,,Unterstadt,living_street,20,,False,True,38.991,"LINESTRING (8.1093339 47.1725996, 8.1091682 47.1725987, 8.1088181 47.1725968)",,,,,
126371083,,Zumstägweg,living_street,20,,False,True,48.882,"LINESTRING (8.1093339 47.1725996, 8.109143 47.1727608, 8.1090135 47.1729011, 8.1090037 47.1729678)",,,,,
126081472,,Sonnengasse,living_street,20,,False,True,61.486000000000004,"LINESTRING (8.1097897 47.1725614, 8.1097667 47.1725171, 8.1096275 47.1722704, 8.1094895 47.1720476)",,,,,
126367498,,Oberstadt,living_street,20,,False,False,26.258000000000003,"LINESTRING (8.1097897 47.1725614, 8.1099349 47.1725205, 8.1100892 47.1724449)",,,,,
126367498,,Oberstadt,living_street,20,,False,True,9.097999999999999,"LINESTRING (8.1097897 47.1725614, 8.1097586 47.1725676, 8.1096732 47.1725819)",,,,,
126367498,,Oberstadt,living_street,20,,False,True,9.691,"LINESTRING (8.110179 47.1723827, 8.1100892 47.1724449)",,,,,
126102547,,Harnischgasse,living_street,20,,False,False,61.43,"LINESTRING (8.110179 47.1723827, 8.1101257 47.1723341, 8.1096581 47.1719588)",,,,,
126367498,,Oberstadt,living_street,20,,False,False,36.519,"LINESTRING (8.110179 47.1723827, 8.110248 47.1723209, 8.1103779 47.1722045, 8.1104711 47.1721211)",,,,,
126367498,,Oberstadt,living_street,20,,False,True,33.807,"LINESTRING (8.1107387 47.1718775, 8.1104711 47.1721211)",,,,,
"[126367496, 126367497]",,Mühleplatz,living_street,20,,False,"[False, True]",45.184,"LINESTRING (8.1107387 47.1718775, 8.1106717 47.1718318, 8.1104624 47.1717004, 8.1103056 47.1715975)",,,,,
"[490951905, 1180408963, 1180408964, 177013222, 126367498, 490725721]",2,"['Münsterplatz', 'Oberstadt']","['living_street', 'residential']","['20', '50']",,False,False,88.48899999999999,"LINESTRING (8.1107387 47.1718775, 8.1107507 47.1718663, 8.1107767 47.1718406, 8.1109983 47.1716046, 8.1110573 47.1715536, 8.1111111 47.1715138, 8.1111354 47.1714962, 8.1111956 47.1714634, 8.1113174 47.1714027, 8.111372 47.1713811, 8.1114224 47.1713715, 8.1114789 47.1713665, 8.1115195 47.1713664, 8.1115602 47.1713681)",,,,,
25728815,2,Münsterstrasse,tertiary,30,,False,False,14.093999999999998,"LINESTRING (8.1115602 47.1713681, 8.1115611 47.1713915, 8.1115657 47.1714121, 8.1115754 47.1714298, 8.1115975 47.1714536, 8.1116355 47.1714779)",,,,,
"[490951905, 1180408963, 1180408964, 177013222, 126367498, 490725721]",2,"['Münsterplatz', 'Oberstadt']","['residential', 'living_street']","['20', '50']",,False,True,88.48899999999999,"LINESTRING (8.1115602 47.1713681, 8.1115195 47.1713664, 8.1114789 47.1713665, 8.1114224 47.1713715, 8.111372 47.1713811, 8.1113174 47.1714027, 8.1111956 47.1714634, 8.1111354 47.1714962, 8.1111111 47.1715138, 8.1110573 47.1715536, 8.1109983 47.1716046, 8.1107767 47.1718406, 8.1107507 47.1718663, 8.1107387 47.1718775)",,,,,
779502215,2,Luzernstrasse,tertiary,30,,False,True,53.877,"LINESTRING (8.1115602 47.1713681, 8.1115628 47.1713365, 8.1115706 47.1713096, 8.1115871 47.1712793, 8.1116109 47.1712554, 8.1117276 47.1711657, 8.1118826 47.1710549, 8.1119723 47.1709865)",,yes,,,
24978436,,Dägersteinstrasse,residential,30,,False,False,102.309,"LINESTRING (8.1069321 47.1697255, 8.1069716 47.1695704, 8.1070456 47.1694339, 8.1074127 47.1689639, 8.1074714 47.1688888)",,,,,
24978436,,Dägersteinstrasse,residential,30,,False,True,215.36799999999997,"LINESTRING (8.1069321 47.1697255, 8.106942 47.1698158, 8.1069668 47.1700416, 8.1069579 47.1704046, 8.1069024 47.1705599, 8.1068351 47.1706961, 8.1067079 47.1709061, 8.1064795 47.1712458, 8.1062616 47.1715659)",,,,,
29404089,,Badrain,residential,30,,False,True,205.85700000000003,"LINESTRING (8.1069321 47.1697255, 8.1070272 47.169707, 8.107095 47.169716, 8.1071808 47.169749, 8.1072775 47.1698236, 8.1076088 47.1700182, 8.107867 47.1701699, 8.108001 47.1702418, 8.1080506 47.1702685, 8.1081493 47.1703439, 8.1082163 47.1704337, 8.1082442 47.1704752, 8.1082889 47.1705417, 8.1083606 47.1706043, 8.1084724 47.1706732, 8.1085076 47.1706948, 8.1088863 47.1709281)",,,,,
1160820651,,Rigistrasse,residential,30,,False,False,47.108,"LINESTRING (8.1069321 47.1697255, 8.1068229 47.1697052, 8.1063311 47.1696135)",,,,,
24978429,,Amlehnstrasse,residential,30,,False,False,67.697,"LINESTRING (8.1049637 47.169355, 8.1051986 47.1687675)",,,,,
1160820651,,Rigistrasse,residential,30,,False,True,107.289,"LINESTRING (8.1049637 47.169355, 8.1063311 47.1696135)",,,,,
29406997,,Rigistrasse,residential,30,,False,False,119.47300000000001,"LINESTRING (8.1049637 47.169355, 8.1048351 47.1693299, 8.1044452 47.1692537, 8.1040631 47.1691791, 8.1034447 47.1690583)",,,,,
24979175,,Geuenseestrasse,residential,30,,False,False,69.7,"LINESTRING (8.1113381 47.175094, 8.1113598 47.1751439, 8.1114032 47.1752438, 8.111548 47.175635, 8.1115754 47.1756996)",,,,,
"[1124797829, 1124797830]",2,Geuenseestrasse,residential,30,,False,True,65.487,"LINESTRING (8.1113381 47.175094, 8.1113165 47.1750444, 8.111257 47.1749077, 8.1112322 47.1748547, 8.1111601 47.174749, 8.1110212 47.1745475)",,,,,
"[1167897737, 32890793]",2,Ringstrasse Ost,primary,60,,False,False,110.166,"LINESTRING (8.1113381 47.175094, 8.111075 47.1751763, 8.111009 47.1751947, 8.110857 47.1752328, 8.1106931 47.1752664, 8.1105491 47.175292, 8.1103407 47.1753198, 8.1101556 47.1753371, 8.109941 47.1753487)",23,,,,
24979177,2,Schlottermilch,residential,30,,False,True,55.856,"LINESTRING (8.1100416 47.1739345, 8.1096555 47.1743628)",,,,,
24979181,2,Theaterstrasse,residential,30,,False,False,25.666999999999998,"LINESTRING (8.1100416 47.1739345, 8.1100007 47.1738876, 8.1098528 47.1737869, 8.1098391 47.1737542)",,,,,
32890789,2,Geuenseestrasse,residential,30,,False,False,102.751,"LINESTRING (8.1100416 47.1739345, 8.1101333 47.1739504, 8.1101775 47.173958, 8.1103414 47.1740263, 8.1105793 47.1741859, 8.1108668 47.1744009, 8.1110212 47.1745475)",,,,,
29406626,2,Oberer Graben,residential,30,,False,True,2.087,"LINESTRING (8.1107149 47.1727361, 8.1107023 47.1727528)",,,,,
24979181,2,Theaterstrasse,residential,30,,False,True,25.666999999999998,"LINESTRING (8.1098391 47.1737542, 8.1098528 47.1737869, 8.1100007 47.1738876, 8.1100416 47.1739345)",,,,,
29406626,2,Oberer Graben,residential,30,,False,False,129.37,"LINESTRING (8.1098391 47.1737542, 8.1098512 47.1737122, 8.1101171 47.1734355, 8.1107023 47.1727528)",,,,,
126367500,,Theaterstrasse,living_street,20,,True,False,131.70499999999998,"LINESTRING (8.1098391 47.1737542, 8.1097332 47.1737208, 8.1093713 47.1735293, 8.1090838 47.1734291, 8.108952 47.1733877, 8.1089045 47.1733582, 8.1088604 47.1732992, 8.1088523 47.1731929, 8.1088776 47.1730877, 8.1089046 47.1730355, 8.1089527 47.1729919, 8.1090037 47.1729678)",,,,,
126368384,,Hinterer Graben,living_street,20,,False,False,156.733,"LINESTRING (8.1098391 47.1737542, 8.1097285 47.1737778, 8.1096669 47.1737981, 8.1095692 47.1738397, 8.1094542 47.1738757, 8.1094009 47.1738813, 8.1093405 47.1738787, 8.1090793 47.1738115, 8.108595 47.1736682, 8.107955 47.1734362)",,,,,
126367501,,Rathausplatz,living_street,20,,False,False,49.955999999999996,"LINESTRING (8.1093446 47.1729032, 8.1094029 47.1728915, 8.1095095 47.1728592, 8.1095841 47.1728238, 8.109626 47.1727969, 8.1096765 47.1727447, 8.10969 47.1727057, 8.1096931 47.172671, 8.1096863 47.1726231, 8.1096732 47.1725819)",,,,,
25728816,,Unterstadt,living_street,20,,False,True,25.723,"LINESTRING (8.1096732 47.1725819, 8.1094002 47.1725965, 8.1093339 47.1725996)",,,,,
126367498,,Oberstadt,living_street,20,,False,False,9.097999999999999,"LINESTRING (8.1096732 47.1725819, 8.1097586 47.1725676, 8.1097897 47.1725614)",,,,,
126367501,,Rathausplatz,living_street,20,,False,True,49.956,"LINESTRING (8.1096732 47.1725819, 8.1096863 47.1726231, 8.1096931 47.172671, 8.10969 47.1727057, 8.1096765 47.1727447, 8.109626 47.1727969, 8.1095841 47.1728238, 8.1095095 47.1728592, 8.1094029 47.1728915, 8.1093446 47.1729032)",,,,,
192514161,2,Centralstrasse,residential,30,,False,False,12.605,"LINESTRING (8.1076947 47.1720239, 8.1075466 47.1719718)",,,,,
24978433,,Wilemattstrasse,residential,30,,False,True,61.54900000000001,"LINESTRING (8.1076947 47.1720239, 8.1080478 47.1716929, 8.1081723 47.1715756)",,,,,
"[180992464, 192514161, 180992453, 141033390]",2,Centralstrasse,"['residential', 'living_street']","['20', '30']",,False,"[False, True]",67.519,"LINESTRING (8.1076947 47.1720239, 8.108046 47.1721922, 8.1080755 47.1722071, 8.108126 47.1722319, 8.108161 47.1722493, 8.1083131 47.1723282, 8.1084139 47.1723837)",,,,yes,
