osmid,lanes,name,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,access,tunnel,bridge,width
24518543,2,Schlottermilch-Kreisel,primary,60,roundabout,True,False,15.078999999999999,"LINESTRING (8.1091993 47.1754824, 8.109151 47.1754926, 8.1091005 47.1754937, 8.1090514 47.1754855, 8.1090096 47.1754697)",,,,,
24518543,2,Schlottermilch-Kreisel,primary,60,roundabout,True,False,9.661,"LINESTRING (8.1092887 47.1754221, 8.1092517 47.1754575, 8.1091993 47.1754824)",,,,,
24518543,2,Schlottermilch-Kreisel,primary,60,roundabout,True,False,13.822,"LINESTRING (8.1092805 47.1753023, 8.1093014 47.175337, 8.1093059 47.1753803, 8.1092887 47.1754221)",,,,,
742008104,1,Ringstrasse Ost,primary,60,,True,False,50.227,"LINESTRING (8.1092805 47.1753023, 8.1094771 47.175324, 8.109941 47.1753487)",23,,,,
24518543,2,Schlottermilch-Kreisel,primary,60,roundabout,True,False,8.325,"LINESTRING (8.1091997 47.1752526, 8.1092455 47.1752734, 8.1092805 47.1753023)",,,,,
24518543,2,Schlottermilch-Kreisel,primary,60,roundabout,True,False,8.053,"LINESTRING (8.1090955 47.1752416, 8.1091469 47.1752418, 8.1091997 47.1752526)",,,,,
742008103,1,Schlottermilch,residential,30,,True,False,29.619,"LINESTRING (8.1090955 47.1752416, 8.1091452 47.1751302, 8.1092191 47.1749889)",,,,,
24518543,2,Schlottermilch-Kreisel,primary,60,roundabout,True,False,7.23,"LINESTRING (8.1090096 47.1754697, 8.108975 47.1754473, 8.1089499 47.1754196)",,,,,
155798519,,Badstrasse,residential,30,,False,True,34.607,"LINESTRING (8.1119723 47.1709865, 8.1119151 47.170962, 8.1118519 47.170937, 8.1117987 47.1709168, 8.1116972 47.1708779, 8.1115745 47.1708326)",,,,,
779502215,2,Luzernstrasse,tertiary,30,,False,False,53.876999999999995,"LINESTRING (8.1119723 47.1709865, 8.1118826 47.1710549, 8.1117276 47.1711657, 8.1116109 47.1712554, 8.1115871 47.1712793, 8.1115706 47.1713096, 8.1115628 47.1713365, 8.1115602 47.1713681)",,yes,,,
1080885463,,Beckenhofstrasse,residential,,,False,False,59.704,"LINESTRING (8.1119723 47.1709865, 8.11202 47.1710113, 8.1126774 47.1712267)",,,,,
"[1105609925, 1061157262]",2,Luzernstrasse,tertiary,"['30', '50']",,False,True,169.724,"LINESTRING (8.1119723 47.1709865, 8.1121461 47.1708361, 8.1125409 47.1703851, 8.1126555 47.1702542, 8.1129814 47.1698842, 8.1131527 47.1696897)",,yes,,,
25728815,2,Münsterstrasse,tertiary,30,,False,True,14.094,"LINESTRING (8.1116355 47.1714779, 8.1115975 47.1714536, 8.1115754 47.1714298, 8.1115657 47.1714121, 8.1115611 47.1713915, 8.1115602 47.1713681)",,,,,
27681533,2,Oberer Graben,residential,30,,False,True,101.06400000000001,"LINESTRING (8.1116355 47.1714779, 8.1116172 47.1714946, 8.1116006 47.1715133, 8.111586 47.1715367, 8.1115714 47.1715682, 8.1114708 47.1718084, 8.1114101 47.1719116, 8.1113187 47.1720286, 8.1112717 47.1720817, 8.1112002 47.1721653, 8.1111167 47.1722628, 8.1110845 47.1722997)",,,,,
180832917,2,Münsterstrasse,tertiary,30,,False,False,78.77000000000001,"LINESTRING (8.1116355 47.1714779, 8.1117343 47.1715154, 8.1120582 47.1716435, 8.1123344 47.1717684, 8.1125059 47.1718647)",,,,,
180832917,2,Münsterstrasse,tertiary,30,,False,True,78.77000000000001,"LINESTRING (8.1125059 47.1718647, 8.1123344 47.1717684, 8.1120582 47.1716435, 8.1117343 47.1715154, 8.1116355 47.1714779)",,,,,
1080885463,,Beckenhofstrasse,residential,,,False,True,72.268,"LINESTRING (8.1125059 47.1718647, 8.1125414 47.171803, 8.1126462 47.1713588, 8.1126774 47.1712267)",,,,,
"[32890793, 1167897737]",2,Ringstrasse Ost,primary,60,,False,True,110.166,"LINESTRING (8.109941 47.1753487, 8.1101556 47.1753371, 8.1103407 47.1753198, 8.1105491 47.175292, 8.1106931 47.1752664, 8.110857 47.1752328, 8.111009 47.1751947, 8.111075 47.1751763, 8.1113381 47.175094)",23,,,,
742008105,1,Ringstrasse Ost,primary,60,,True,False,50.049,"LINESTRING (8.109941 47.1753487, 8.1094721 47.1753903, 8.1093479 47.1754118, 8.1092887 47.1754221)",23,,,,
24862685,2,Bifang,primary,50,roundabout,True,False,14.518,"LINESTRING (8.1010584 47.1734084, 8.1010225 47.1734264, 8.1009805 47.1734368, 8.1009464 47.173439, 8.1009124 47.1734361, 8.1008802 47.1734282)",,,,,
24862686,1,Ringstrasse Nord,primary,60,,True,False,12.086,"LINESTRING (8.1010966 47.1732984, 8.1012391 47.1733477)",23,,,,
24862685,2,Bifang,primary,50,roundabout,True,False,13.206999999999999,"LINESTRING (8.1010966 47.1732984, 8.1011048 47.1733276, 8.1011008 47.1733571, 8.1010849 47.1733848, 8.1010584 47.1734084)",,,,,
24518543,2,Schlottermilch-Kreisel,primary,60,roundabout,True,False,11.642,"LINESTRING (8.1089672 47.1752946, 8.1090022 47.175269, 8.109046 47.1752509, 8.1090955 47.1752416)",,,,,
24862685,2,Bifang,primary,50,roundabout,True,False,6.458,"LINESTRING (8.1010487 47.1732511, 8.1010688 47.1732648, 8.101085 47.1732807, 8.1010966 47.1732984)",,,,,
24862685,2,Bifang,primary,50,roundabout,True,False,9.44,"LINESTRING (8.1008802 47.1734282, 8.1008455 47.1734125, 8.1008182 47.1733912, 8.1008001 47.1733657)",,,,,
24862685,2,Bifang,primary,50,roundabout,True,False,6.684,"LINESTRING (8.1008418 47.1732552, 8.100878 47.173238, 8.1009199 47.1732283)",,,,,
192514161,2,Centralstrasse,residential,30,,False,False,45.593,"LINESTRING (8.1062616 47.1715659, 8.1057167 47.1713901)",,,,,
24978436,,Dägersteinstrasse,residential,30,,False,False,215.368,"LINESTRING (8.1062616 47.1715659, 8.1064795 47.1712458, 8.1067079 47.1709061, 8.1068351 47.1706961, 8.1069024 47.1705599, 8.1069579 47.1704046, 8.1069668 47.1700416, 8.106942 47.1698158, 8.1069321 47.1697255)",,,,,
29404445,,Chrüzlistrasse,residential,30,,False,True,64.502,"LINESTRING (8.1062616 47.1715659, 8.1059857 47.1719956, 8.105946 47.1721035)",,,,,
192514161,2,Centralstrasse,residential,30,,False,True,107.11,"LINESTRING (8.1062616 47.1715659, 8.1065618 47.1716621, 8.1066745 47.1716984, 8.1067642 47.1717264, 8.107167 47.1718527, 8.1072907 47.1718921, 8.1073694 47.1719162, 8.1075466 47.1719718)",,,,,
29406997,,Rigistrasse,residential,30,,False,True,220.547,"LINESTRING (8.1006688 47.1684608, 8.1007835 47.1685035, 8.1008657 47.1685281, 8.1010165 47.1685789, 8.1020344 47.1687812, 8.1027978 47.1689363, 8.1034447 47.1690583)",,,,,
"[1245793129, 319837253]",2,Ringstrasse Nord,primary,60,,True,False,207.13899999999998,"LINESTRING (8.1034432 47.1743099, 8.1031524 47.1741778, 8.1024833 47.1738735, 8.1021926 47.1737549, 8.1019835 47.1736761, 8.1017637 47.173599, 8.1015535 47.1735344, 8.1012602 47.1734495, 8.1011114 47.1734192, 8.1010584 47.1734084)",23,,,,
"[172656352, 24894378, 24894380]",,,unclassified,,,True,False,287.73699999999997,"LINESTRING (8.1035175 47.1742465, 8.1038103 47.1743123, 8.1047863 47.1746878, 8.1050185 47.1748031, 8.1050963 47.1748445, 8.1051253 47.1748805, 8.1051405 47.1749164, 8.1051296 47.1749645, 8.1050906 47.1750056, 8.1050414 47.1750373, 8.1049716 47.1750571, 8.1048971 47.175058, 8.104836 47.1750462, 8.1046537 47.1749732, 8.1036654 47.1744657)",,,yes,,
"[180832915, 1245796477]",2,Ringstrasse Nord,primary,60,,True,False,440.3840000000001,"LINESTRING (8.1035175 47.1742465, 8.1040182 47.1744726, 8.1046914 47.1747765, 8.1048867 47.174859, 8.1050919 47.1749378, 8.105321 47.1750152, 8.1055646 47.1750825, 8.1057612 47.175129, 8.1059653 47.1751692, 8.1062075 47.1752019, 8.1064595 47.1752289, 8.1067358 47.1752442, 8.1071069 47.1752561, 8.1076417 47.1752682, 8.1087616 47.1752924, 8.1088927 47.1752938, 8.1089672 47.1752946)",23,,,,
24921986,,Bahnhofstrasse,residential,30,,False,False,116.42299999999999,"LINESTRING (8.1043226 47.172584, 8.1045049 47.1725695, 8.1048776 47.1725399, 8.1055901 47.1724929, 8.1058546 47.1724767)",,,,,
24921986,,Bahnhofstrasse,residential,30,,False,True,176.195,"LINESTRING (8.1043226 47.172584, 8.1039589 47.1726022, 8.1033369 47.1726038, 8.1031932 47.1725965, 8.1029655 47.1725717, 8.1027193 47.1725329, 8.102534 47.172493, 8.1021988 47.172407, 8.1020495 47.1723606)",,,,,
33080302,,Kyburgerstrasse,residential,30,,False,True,241.50700000000003,"LINESTRING (8.1043226 47.172584, 8.1043022 47.1724741, 8.104301 47.1724649, 8.1042719 47.1722329, 8.1042558 47.1721051, 8.1042325 47.171973, 8.1041597 47.1718484, 8.1039959 47.1717131, 8.1039316 47.1716786, 8.103841 47.1716299, 8.1034634 47.1715399, 8.1027357 47.1713657, 8.1024249 47.171291, 8.102295 47.1712598)",,,,,
1160820650,,Christoph-Schnyder-Strasse,residential,30,,False,True,178.496,"LINESTRING (8.1034447 47.1690583, 8.1026717 47.1705751)",,,,,
24921995,,Christoph-Schnyder-Strasse,residential,30,,False,False,86.499,"LINESTRING (8.1034447 47.1690583, 8.1035413 47.1688649, 8.1035972 47.1687813, 8.103909 47.1683486)",,,,,
29406997,,Rigistrasse,residential,30,,False,False,220.547,"LINESTRING (8.1034447 47.1690583, 8.1027978 47.1689363, 8.1020344 47.1687812, 8.1010165 47.1685789, 8.1008657 47.1685281, 8.1007835 47.1685035, 8.1006688 47.1684608)",,,,,
29406997,,Rigistrasse,residential,30,,False,True,119.47300000000001,"LINESTRING (8.1034447 47.1690583, 8.1040631 47.1691791, 8.1044452 47.1692537, 8.1048351 47.1693299, 8.1049637 47.169355)",,,,,
24921995,,Christoph-Schnyder-Strasse,residential,30,,False,True,86.499,"LINESTRING (8.103909 47.1683486, 8.1035972 47.1687813, 8.1035413 47.1688649, 8.1034447 47.1690583)",,,,,
125931801,,Abendweg,residential,30,,False,False,108.32300000000001,"LINESTRING (8.103909 47.1683486, 8.1049465 47.1686541, 8.105077 47.1687121, 8.1051986 47.1687675)",,,,,
24921985,,Eisenbahn,residential,30,roundabout,True,False,7.08,"LINESTRING (8.1017645 47.1723314, 8.101723 47.1723462, 8.1016769 47.1723517)",,,,,
24921985,,Eisenbahn,residential,30,roundabout,True,False,10.169,"LINESTRING (8.1015635 47.1721756, 8.101599 47.172157, 8.1016409 47.1721462, 8.1016857 47.1721441)",,,,,
24921985,,Eisenbahn,residential,30,roundabout,True,False,9.372,"LINESTRING (8.1016769 47.1723517, 8.1016358 47.1723485, 8.1015975 47.1723379, 8.1015648 47.1723208)",,,,,
55603911,,Christoph-Schnyder-Strasse,unclassified,30,,True,False,74.56,"LINESTRING (8.1016769 47.1723517, 8.1016029 47.1724355, 8.1015586 47.1724886, 8.1014166 47.1726938, 8.1013301 47.1728229, 8.101243 47.1729532)",,,,,
24921985,,Eisenbahn,residential,30,roundabout,True,False,8.654,"LINESTRING (8.1015648 47.1723208, 8.1015416 47.1723002, 8.1015266 47.1722763, 8.1015208 47.1722507)",,,,,
1160820650,,Christoph-Schnyder-Strasse,residential,30,,False,False,178.496,"LINESTRING (8.1026717 47.1705751, 8.1034447 47.1690583)",,,,,
24921987,,Christoph-Schnyder-Strasse,residential,30,,False,True,81.287,"LINESTRING (8.1026717 47.1705751, 8.1026092 47.1706888, 8.1024296 47.1710151, 8.1023536 47.1711532, 8.102295 47.1712598)",,,,,
121273839,,Centralstrasse,residential,30,,False,False,29.183,"LINESTRING (8.1026717 47.1705751, 8.1024768 47.1705278, 8.1023081 47.1704869)",,,,,
192514161,2,Centralstrasse,residential,30,,False,True,61.269,"LINESTRING (8.1026717 47.1705751, 8.1028629 47.1706212, 8.1034357 47.1707591)",,,,,
24978429,,Amlehnstrasse,residential,30,,False,True,55.833,"LINESTRING (8.1054452 47.1682942, 8.1051986 47.1687675)",,,,,
1113135535,,Schellenrainstrasse,residential,30,,False,True,36.504,"LINESTRING (8.1054452 47.1682942, 8.1050716 47.1680862)",,,,,
24978431,,Schellenrainstrasse,residential,30,,False,False,129.711,"LINESTRING (8.1054452 47.1682942, 8.105563 47.1683387, 8.1056121 47.1683572, 8.1069137 47.1687035, 8.1070322 47.168735)",,,,,
24978431,,Schellenrainstrasse,residential,30,,False,False,37.411,"LINESTRING (8.1070322 47.168735, 8.1073723 47.1688447, 8.1074714 47.1688888)",,,,,
24978431,,Schellenrainstrasse,residential,30,,False,True,129.71099999999998,"LINESTRING (8.1070322 47.168735, 8.1069137 47.1687035, 8.1056121 47.1683572, 8.105563 47.1683387, 8.1054452 47.1682942)",,,,,
190219401,,,residential,,,False,True,65.423,"LINESTRING (8.1095039 47.1698478, 8.1098946 47.1693228)",,,,,
29404415,,Badstrasse,residential,30,,False,False,31.192,"LINESTRING (8.1095039 47.1698478, 8.1097755 47.1699353, 8.1098768 47.1699679)",,,,,
29404415,,Badstrasse,residential,30,,False,True,187.561,"LINESTRING (8.1095039 47.1698478, 8.1093795 47.1698062, 8.1092986 47.1697792, 8.1089743 47.1696292, 8.1088256 47.1695571, 8.1087539 47.1695222, 8.1086867 47.1694896, 8.1086205 47.1694575, 8.1085558 47.1694261, 8.1083163 47.1692711, 8.107917 47.169085, 8.1076551 47.168963, 8.1075909 47.1689371, 8.1074714 47.1688888)",,,,,
24978433,,Wilemattstrasse,residential,30,,False,False,130.406,"LINESTRING (8.1098768 47.1699679, 8.1098032 47.1700393, 8.1095907 47.1702453, 8.1095397 47.1702947, 8.1095142 47.1703194, 8.1093484 47.1704801, 8.1088863 47.1709281)",,,,,
"[1196591715, 155798515, 155798516, 155798517, 155798518, 155798519, 155798520, 29404415]",1,Badstrasse,residential,30,,False,False,153.347,"LINESTRING (8.1098768 47.1699679, 8.1099858 47.1700154, 8.1103218 47.1701617, 8.1103842 47.1701939, 8.1105292 47.1702651, 8.1105521 47.1702762, 8.1105733 47.1702872, 8.1107094 47.1703609, 8.1108202 47.1704245, 8.1108781 47.1704596, 8.1114947 47.170797)",,,,yes,
29404415,,Badstrasse,residential,30,,False,True,31.192,"LINESTRING (8.1098768 47.1699679, 8.1097755 47.1699353, 8.1095039 47.1698478)",,,,,
183568645,,Wilemattstrasse,residential,30,,False,True,140.49699999999999,"LINESTRING (8.1098768 47.1699679, 8.1099338 47.1698793, 8.110057 47.1696879, 8.110348 47.1692357, 8.1106015 47.1688418, 8.1106217 47.1688103)",,,,,
24978433,,Wilemattstrasse,residential,30,,False,False,89.983,"LINESTRING (8.1088863 47.1709281, 8.1082081 47.1715432, 8.1081723 47.1715756)",,,,,
24978433,,Wilemattstrasse,residential,30,,False,True,130.406,"LINESTRING (8.1088863 47.1709281, 8.1093484 47.1704801, 8.1095142 47.1703194, 8.1095397 47.1702947, 8.1095907 47.1702453, 8.1098032 47.1700393, 8.1098768 47.1699679)",,,,,
29404089,,Badrain,residential,30,,False,False,205.85700000000003,"LINESTRING (8.1088863 47.1709281, 8.1085076 47.1706948, 8.1084724 47.1706732, 8.1083606 47.1706043, 8.1082889 47.1705417, 8.1082442 47.1704752, 8.1082163 47.1704337, 8.1081493 47.1703439, 8.1080506 47.1702685, 8.108001 47.1702418, 8.107867 47.1701699, 8.1076088 47.1700182, 8.1072775 47.1698236, 8.1071808 47.169749, 8.107095 47.169716, 8.1070272 47.169707, 8.1069321 47.1697255)",,,,,
24978433,,Wilemattstrasse,residential,30,,False,False,61.54900000000001,"LINESTRING (8.1081723 47.1715756, 8.1080478 47.1716929, 8.1076947 47.1720239)",,,,,
24978433,,Wilemattstrasse,residential,30,,False,True,89.983,"LINESTRING (8.1081723 47.1715756, 8.1082081 47.1715432, 8.1088863 47.1709281)",,,,,
