osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,tunnel,geometry,bridge,access,width
26137275,2,,Aavorstadt,tertiary,50,False,False,41.501999999999995,,"LINESTRING (8.178433 47.3862742, 8.1783036 47.3862662, 8.1781663 47.386256, 8.1778848 47.386235)",,,
102439552,,,Burghaldenstrasse,tertiary,,False,True,41.536,,"LINESTRING (8.178433 47.3862742, 8.1784993 47.3862116, 8.178533 47.3861786, 8.1785818 47.3861312, 8.1786137 47.3861011, 8.1786746 47.3860588, 8.1787888 47.3859915)",,,
60199965,,,Mühleweg,residential,30,False,False,51.615,,"LINESTRING (8.1778848 47.386235, 8.1779087 47.3857711)",,,
"[26137275, 1188418151]","['2', '3']",,Aavorstadt,tertiary,50,False,False,115.72600000000001,,"LINESTRING (8.1778848 47.386235, 8.1777874 47.3862288, 8.1777492 47.3862266, 8.177371 47.3862008, 8.1773101 47.3861966, 8.1771482 47.3861915, 8.1769184 47.3861918, 8.1767377 47.3861999, 8.1766452 47.3862054, 8.1765777 47.386213, 8.1765039 47.3862236, 8.1763602 47.3862526)",,,
26137275,2,,Aavorstadt,tertiary,50,False,True,41.501999999999995,,"LINESTRING (8.1778848 47.386235, 8.1781663 47.386256, 8.1783036 47.3862662, 8.178433 47.3862742)",,,
25617074,,,Bachstrasse,residential,30,False,False,54.368,,"LINESTRING (8.1763602 47.3862526, 8.1763521 47.3861339, 8.1763383 47.3857639)",,,
"[259362473, 165082460]",,,Bachstrasse,residential,,False,False,184.95700000000002,,"LINESTRING (8.1763602 47.3862526, 8.1763785 47.3863463, 8.176461 47.3865166, 8.1765014 47.3866119, 8.1765202 47.3866757, 8.176525 47.3866918, 8.1765489 47.3868993, 8.176606 47.3873948, 8.1766323 47.3878422, 8.1766352 47.3878757, 8.1766371 47.3878982)",,yes,
"[259362472, 103005244, 103005238]",3,,Aavorstadt,tertiary,,False,False,30.060000000000002,,"LINESTRING (8.1763602 47.3862526, 8.1762652 47.3862705, 8.1761537 47.3862884, 8.1760745 47.3863011, 8.1759716 47.3863141)",yes,,
"[26137275, 1188418151]","['2', '3']",,Aavorstadt,tertiary,50,False,True,115.72599999999998,,"LINESTRING (8.1763602 47.3862526, 8.1765039 47.3862236, 8.1765777 47.386213, 8.1766452 47.3862054, 8.1767377 47.3861999, 8.1769184 47.3861918, 8.1771482 47.3861915, 8.1773101 47.3861966, 8.177371 47.3862008, 8.1777492 47.3862266, 8.1777874 47.3862288, 8.1778848 47.386235)",,,
60341556,,,Tannengutweg,residential,30,False,False,29.9,,"LINESTRING (8.1857191 47.3896825, 8.1853246 47.3896513)",,,
"[50144504, 218448181]",,,Wedekindrain,residential,"['30', '50']",False,False,55.73800000000001,,"LINESTRING (8.1857191 47.3896825, 8.185643 47.3897737, 8.1855536 47.3898449, 8.1853245 47.3899638, 8.1853047 47.3899998, 8.1852929 47.3900386, 8.1852919 47.3900682)",,,
50144504,,,Wedekindrain,residential,30,False,True,73.002,,"LINESTRING (8.1857191 47.3896825, 8.1858228 47.3895503, 8.1858624 47.3893681, 8.1858973 47.3891592, 8.1859164 47.3890475)",,,
"[776338036, 41925229]",2,1,Hendschikerstrasse,primary,50,False,False,174.386,,"LINESTRING (8.1852919 47.3900682, 8.1854108 47.3900682, 8.1860473 47.390069, 8.1863357 47.3900694, 8.1863672 47.3900695, 8.1868892 47.3900715, 8.1870322 47.3900719, 8.1876084 47.3900737)",,,
41925229,2,1,Hendschikerstrasse,primary,50,False,True,75.36,,"LINESTRING (8.1852919 47.3900682, 8.1844689 47.3900848, 8.1842912 47.3900831)",,,
"[50144504, 218448181]",,,Wedekindrain,residential,"['50', '30']",False,True,55.738,,"LINESTRING (8.1852919 47.3900682, 8.1852929 47.3900386, 8.1853047 47.3899998, 8.1853245 47.3899638, 8.1855536 47.3898449, 8.185643 47.3897737, 8.1857191 47.3896825)",,,
4765978,3,1,Hendschikerstrasse,primary,50,False,True,166.73000000000002,,"LINESTRING (8.1827285 47.3898676, 8.1825014 47.389868, 8.1821 47.3898739, 8.1816737 47.3898628, 8.1811534 47.389803, 8.1807596 47.3897564, 8.180529 47.3897387)",,,
"[776429681, 24860188]",,,"['Kronenplatz', 'Schützenmattstrasse']",tertiary,30,False,"[False, True]",194.781,,"LINESTRING (8.1827285 47.3898676, 8.1827284 47.3898031, 8.1827196 47.3897686, 8.1827008 47.3897326, 8.1826733 47.3896873, 8.1826295 47.3896137, 8.182538 47.3894913, 8.1825034 47.389444, 8.1824378 47.3893544, 8.1824248 47.3893373, 8.182219 47.3890682, 8.1821092 47.3889228, 8.1819656 47.3887326, 8.1819553 47.388719, 8.1817988 47.3884998, 8.1817835 47.3884681, 8.1817674 47.3884348, 8.181733 47.3883552, 8.1817138 47.3882697)",,,
"[776338042, 127101407]","['4', '3']",1,Hendschikerstrasse,primary,50,False,False,48.899,,"LINESTRING (8.1827285 47.3898676, 8.1828915 47.3898816, 8.1830434 47.3899066, 8.1832922 47.3899628, 8.1833192 47.3899681, 8.1833562 47.3899754)",,,
271582698,,,Kronenplatz,tertiary,30,False,True,50.74400000000001,,"LINESTRING (8.1817138 47.3882697, 8.1817073 47.3882117, 8.1817021 47.3881589, 8.1816961 47.3880483, 8.1816954 47.3879116, 8.1816886 47.3878638, 8.1816708 47.3878154)",,,
"[60341539, 271582723]",,,Steinbrüchliweg,residential,30,False,True,335.369,,"LINESTRING (8.1817138 47.3882697, 8.181828 47.3883103, 8.1819268 47.388329, 8.1826236 47.3883934, 8.1827974 47.3884157, 8.1829145 47.388454, 8.1830131 47.3885063, 8.1830787 47.3885553, 8.1831352 47.3885917, 8.1833448 47.3887163, 8.1835164 47.3887718, 8.1842701 47.3888962, 8.1846047 47.3889522, 8.1851236 47.3890184, 8.1854799 47.389042, 8.1859164 47.3890475)",,yes,
"[776429681, 24860188]",,,"['Kronenplatz', 'Schützenmattstrasse']",tertiary,30,False,"[False, True]",194.781,,"LINESTRING (8.1817138 47.3882697, 8.181733 47.3883552, 8.1817674 47.3884348, 8.1817835 47.3884681, 8.1817988 47.3884998, 8.1819553 47.388719, 8.1819656 47.3887326, 8.1821092 47.3889228, 8.182219 47.3890682, 8.1824248 47.3893373, 8.1824378 47.3893544, 8.1825034 47.389444, 8.182538 47.3894913, 8.1826295 47.3896137, 8.1826733 47.3896873, 8.1827008 47.3897326, 8.1827196 47.3897686, 8.1827284 47.3898031, 8.1827285 47.3898676)",,,
271582698,,,Kronenplatz,tertiary,30,False,False,50.744,,"LINESTRING (8.1816708 47.3878154, 8.1816886 47.3878638, 8.1816954 47.3879116, 8.1816961 47.3880483, 8.1817021 47.3881589, 8.1817073 47.3882117, 8.1817138 47.3882697)",,,
394665585,,,Sandweg,residential,30,False,False,20.849,,"LINESTRING (8.1816708 47.3878154, 8.1815946 47.3878275, 8.1814925 47.3878496, 8.1814101 47.3878765)",,,
605051939,,,Kronenplatz,tertiary,30,False,True,24.744,,"LINESTRING (8.1816708 47.3878154, 8.1816673 47.3877774, 8.1816735 47.387593)",,,
53151455,,,Brättligäu,residential,20,False,True,24.065000000000005,,"LINESTRING (8.1817961 47.3867822, 8.1817442 47.3867754, 8.1816873 47.3867661, 8.1816311 47.3867526, 8.1815804 47.3867268, 8.181531 47.3866798)",,,
73817406,,,Schlossgasse,tertiary,30,False,False,139.76600000000002,,"LINESTRING (8.1817961 47.3867822, 8.1818136 47.3867272, 8.1818474 47.3866679, 8.1821212 47.3863504, 8.1822338 47.3862174, 8.1822571 47.3861915, 8.1822747 47.386168, 8.1823757 47.3860328, 8.1825176 47.3858099, 8.1825401 47.3857506, 8.1825426 47.3857243, 8.1825415 47.3857014, 8.1825351 47.3856795, 8.1825165 47.3856496)",,,
"[776429682, 394665580, 271582677]",,,"['Brättligäu', 'Kronenplatz']",tertiary,30,False,"[False, True]",92.414,,"LINESTRING (8.1817961 47.3867822, 8.181808 47.386902, 8.1818192 47.3870002, 8.1818299 47.3871336, 8.1818274 47.3872466, 8.1818245 47.3872817, 8.181818 47.3873215, 8.1818094 47.3873518, 8.1817951 47.3873889, 8.1817617 47.3874426, 8.1817073 47.3875103, 8.1816914 47.3875357, 8.181681 47.3875639, 8.1816735 47.387593)",,,
73817406,,,Schlossgasse,tertiary,30,False,False,9.93,,"LINESTRING (8.1825165 47.3856496, 8.1825005 47.3856261, 8.1824845 47.3856088, 8.1824701 47.3855931, 8.1824502 47.3855726)",,,
73817406,,,Schlossgasse,tertiary,30,False,True,139.76600000000002,,"LINESTRING (8.1825165 47.3856496, 8.1825351 47.3856795, 8.1825415 47.3857014, 8.1825426 47.3857243, 8.1825401 47.3857506, 8.1825176 47.3858099, 8.1823757 47.3860328, 8.1822747 47.386168, 8.1822571 47.3861915, 8.1822338 47.3862174, 8.1821212 47.3863504, 8.1818474 47.3866679, 8.1818136 47.3867272, 8.1817961 47.3867822)",,,
198408336,,,Burghalde,residential,,False,False,100.453,,"LINESTRING (8.1825165 47.3856496, 8.1826029 47.3856152, 8.1826935 47.3855791, 8.1829334 47.3855008, 8.1832514 47.3853977, 8.1833997 47.3853406, 8.1836031 47.3852627, 8.1836028 47.3851911)",,,4
33549004,,,Burghaldenstrasse,tertiary,30,False,False,82.622,,"LINESTRING (8.1824502 47.3855726, 8.1821426 47.3855756, 8.1820793 47.3855762, 8.1819378 47.3855771, 8.1816948 47.3855741, 8.1816361 47.3855736, 8.1813533 47.3855628)",,,
33549033,,,Schlossgasse,residential,30,False,True,57.502,,"LINESTRING (8.1824502 47.3855726, 8.182442 47.3855118, 8.1824426 47.3854517, 8.1824552 47.3854032, 8.1824764 47.3853565, 8.182508 47.3853097, 8.1825632 47.3852717, 8.1826542 47.3852261, 8.1827439 47.3851996, 8.1828175 47.3851936)",,,
73817406,,,Schlossgasse,tertiary,30,False,True,9.93,,"LINESTRING (8.1824502 47.3855726, 8.1824701 47.3855931, 8.1824845 47.3856088, 8.1825005 47.3856261, 8.1825165 47.3856496)",,,
"[264100608, 33549170, 776429678, 264100607]","['2', '3']",,Niederlenzerstrasse,"['living_street', 'unclassified']","['20', '30', '50']",False,False,167.333,,"LINESTRING (8.1799667 47.38831, 8.1800538 47.3884388, 8.1800761 47.3884733, 8.1802674 47.3887562, 8.1804196 47.3889872, 8.1804896 47.3891105, 8.1805079 47.3891995, 8.1805177 47.3892968, 8.1805191 47.3893547, 8.1805209 47.3895623, 8.180529 47.3897387)",,,
41925231,,,Poststrasse,living_street,20,False,True,148.79500000000002,,"LINESTRING (8.1799667 47.38831, 8.1796495 47.388315, 8.179578 47.388322, 8.1793574 47.3883437, 8.17925 47.3883536, 8.1791823 47.3883604, 8.1790937 47.3883694, 8.1790387 47.3883737, 8.178965 47.3883652, 8.1788837 47.3883362, 8.1788113 47.3882872, 8.1787576 47.3882, 8.1787271 47.3880875, 8.1786922 47.3879514, 8.1786798 47.3879033, 8.178673 47.3878769, 8.1786719 47.3878725, 8.1786475 47.3877775)",,,
127101410,,,Kirchgasse,living_street,20,False,False,28.301000000000002,,"LINESTRING (8.1799667 47.38831, 8.1799095 47.3881956, 8.1798508 47.3880679)",,,
33549030,,,Schlossgasse,unclassified,,False,True,109.679,,"LINESTRING (8.1841145 47.3851793, 8.1841604 47.3851997, 8.1843903 47.3853018, 8.1845991 47.3854168, 8.1848563 47.3855592, 8.184951 47.3856144, 8.1852934 47.3857552)",,,
33549033,,,Schlossgasse,residential,30,False,False,38.655,,"LINESTRING (8.1841145 47.3851793, 8.1839877 47.3851935, 8.1836028 47.3851911)",,,
25488114,,,Bifang,residential,30,False,False,98.119,,"LINESTRING (8.1805892 47.3835267, 8.1796651 47.3836012, 8.1792951 47.383631)",,,
26137276,,,Ammerswilerstrasse,tertiary,50,False,False,74.69800000000001,,"LINESTRING (8.1805892 47.3835267, 8.1806025 47.3837747, 8.1806217 47.384008, 8.1806253 47.3840519, 8.1806278 47.3840821, 8.1806408 47.3841975)",,,
25488114,,,Bifang,residential,30,False,True,98.119,,"LINESTRING (8.1792951 47.383631, 8.1796651 47.3836012, 8.1805892 47.3835267)",,,
"[196934585, 111389825]",,,Friedweg,residential,30,False,"[False, True]",156.885,,"LINESTRING (8.1777452 47.3841599, 8.1779666 47.3843825, 8.1781295 47.384568, 8.1781949 47.3846692, 8.178406 47.3846371, 8.1784807 47.3846257, 8.1785189 47.3846199, 8.1789415 47.3845555, 8.1789923 47.3845478, 8.1793711 47.3844901)",,,
644976043,,,Wylgasse,residential,30,False,True,134.91500000000002,,"LINESTRING (8.1779217 47.3849379, 8.1780182 47.3850713, 8.1782159 47.3853445, 8.1785072 47.3857273, 8.1785757 47.3858305, 8.17868 47.3859212, 8.1787481 47.3859648, 8.1787888 47.3859915)",,,
645223806,,,Wylgasse,residential,30,True,False,87.848,,"LINESTRING (8.1779217 47.3849379, 8.1778526 47.3847302, 8.1777979 47.3845602, 8.177742 47.3843083, 8.1777452 47.3841599)",,,
"[259362473, 165082460]",,,Bachstrasse,residential,,False,True,184.957,,"LINESTRING (8.1766371 47.3878982, 8.1766352 47.3878757, 8.1766323 47.3878422, 8.176606 47.3873948, 8.1765489 47.3868993, 8.176525 47.3866918, 8.1765202 47.3866757, 8.1765014 47.3866119, 8.176461 47.3865166, 8.1763785 47.3863463, 8.1763602 47.3862526)",,yes,
33549030,,,Schlossgasse,unclassified,,False,False,202.63099999999997,,"LINESTRING (8.1869247 47.3871073, 8.186904 47.3870593, 8.1868392 47.3868812, 8.1866379 47.3866159, 8.1865505 47.3865184, 8.1864585 47.3864157, 8.1863085 47.3862482, 8.1861332 47.3860817, 8.1860619 47.386049, 8.1857921 47.3859398, 8.1854316 47.385812, 8.1852934 47.3857552)",,,
111389825,,,Friedweg,residential,30,False,False,97.676,,"LINESTRING (8.1793711 47.3844901, 8.1794233 47.3844908, 8.1799161 47.3844979, 8.1799444 47.3844983, 8.1800836 47.3844929, 8.1801917 47.3844887, 8.1802826 47.3844852, 8.1805354 47.3844809, 8.1806677 47.38448)",,,
"[111389825, 196934585]",,,Friedweg,residential,30,False,"[False, True]",156.88500000000002,,"LINESTRING (8.1793711 47.3844901, 8.1789923 47.3845478, 8.1789415 47.3845555, 8.1785189 47.3846199, 8.1784807 47.3846257, 8.178406 47.3846371, 8.1781949 47.3846692, 8.1781295 47.384568, 8.1779666 47.3843825, 8.1777452 47.3841599)",,,
26137276,,,Ammerswilerstrasse,tertiary,50,False,False,23.707,,"LINESTRING (8.1806677 47.38448, 8.1806932 47.3846925)",,,
26137276,,,Ammerswilerstrasse,tertiary,50,False,True,31.478,,"LINESTRING (8.1806677 47.38448, 8.1806569 47.3843717, 8.1806467 47.3842692, 8.1806408 47.3841975)",,,
111389825,,,Friedweg,residential,30,False,True,97.676,,"LINESTRING (8.1806677 47.38448, 8.1805354 47.3844809, 8.1802826 47.3844852, 8.1801917 47.3844887, 8.1800836 47.3844929, 8.1799444 47.3844983, 8.1799161 47.3844979, 8.1794233 47.3844908, 8.1793711 47.3844901)",,,
86445383,,,Oberer Scheunenweg,residential,30,False,False,6.067,,"LINESTRING (8.1806551 47.3869506, 8.180689 47.3870001)",,,
"[33549081, 327827693]",,,"['Metzgplatz', 'Stadtgässli']",residential,20,False,False,69.392,,"LINESTRING (8.1806551 47.3869506, 8.1808258 47.3869149, 8.1809403 47.3868734, 8.1809674 47.3867771, 8.1810959 47.3864951, 8.1811047 47.3864739)",,,
86445383,,,Oberer Scheunenweg,residential,30,False,True,103.83,,"LINESTRING (8.1806551 47.3869506, 8.1806018 47.3868728, 8.1805458 47.3868502, 8.1804841 47.3868473, 8.1802112 47.3869094, 8.1801929 47.3869157, 8.1798144 47.387047, 8.1796776 47.3871174, 8.1796324 47.3871914, 8.1796636 47.3872569)",,,
33549004,,,Burghaldenstrasse,tertiary,30,False,False,48.480000000000004,,"LINESTRING (8.1813533 47.3855628, 8.1811865 47.3855529, 8.180712 47.3855233)",,,
33549004,,,Burghaldenstrasse,tertiary,30,False,True,82.62199999999999,,"LINESTRING (8.1813533 47.3855628, 8.1816361 47.3855736, 8.1816948 47.3855741, 8.1819378 47.3855771, 8.1820793 47.3855762, 8.1821426 47.3855756, 8.1824502 47.3855726)",,,
327827693,,,Stadtgässli,residential,20,False,True,103.565,,"LINESTRING (8.1813533 47.3855628, 8.1813563 47.3856015, 8.1813457 47.3857407, 8.1813427 47.3858292, 8.1812729 47.3860014, 8.1812452 47.3860926, 8.1812279 47.3861499, 8.1811047 47.3864739)",,,
86445383,,,Oberer Scheunenweg,residential,30,False,True,6.067,,"LINESTRING (8.180689 47.3870001, 8.1806551 47.3869506)",,,
86449434,,,Kirchgasse,living_street,20,False,False,20.776,,"LINESTRING (8.1797633 47.3878907, 8.1798508 47.3880679)",,,
271582717,,,Poststrasse,living_street,20,False,False,10.135,,"LINESTRING (8.178622 47.387688, 8.1786475 47.3877775)",,,
"[264100605, 26137274, 50144285]",,,"['Aavorstadt', 'Poststrasse']","['living_street', 'residential']","['20', '30']",False,True,175.34900000000002,,"LINESTRING (8.178622 47.387688, 8.1785949 47.3875758, 8.1785755 47.3874967, 8.178553 47.3874053, 8.178571 47.3873409, 8.1785952 47.3873063, 8.1788078 47.3871558, 8.1788463 47.3871244, 8.1788911 47.3870816, 8.1789226 47.3870342, 8.1788911 47.3870044, 8.1788595 47.3869701, 8.1786785 47.386664, 8.1786063 47.3864983, 8.1785262 47.3863763, 8.178433 47.3862742)",,,
61595041,,,Torgasse,living_street,20,False,True,35.394999999999996,,"LINESTRING (8.178622 47.387688, 8.1786965 47.3876966, 8.1790817 47.3876387)",,,
4769345,,,Römerweg,residential,,False,False,18.306,,"LINESTRING (8.1842912 47.3900831, 8.1842953 47.3901406, 8.1843005 47.3901556, 8.1843135 47.3901706, 8.1843316 47.3901847, 8.1843623 47.3902051, 8.1843941 47.3902205)",,,
41925229,2,1,Hendschikerstrasse,primary,50,False,False,75.36,,"LINESTRING (8.1842912 47.3900831, 8.1844689 47.3900848, 8.1852919 47.3900682)",,,
"[776338041, 776338042, 776338039]","['2', '3']",1,Hendschikerstrasse,primary,50,False,True,71.68299999999999,,"LINESTRING (8.1842912 47.3900831, 8.1840366 47.390076, 8.1837815 47.3900503, 8.1836208 47.3900198, 8.1833562 47.3899754)",,,
42825357,,,Römerweg,residential,,False,False,14.873,,"LINESTRING (8.185069 47.3915532, 8.1850321 47.3916846)",,,
"[45975811, 45975812, 121542775]",,,Römerweg,residential,30,False,True,116.982,,"LINESTRING (8.185069 47.3915532, 8.1850558 47.3914424, 8.1850119 47.3911621, 8.1849825 47.3910227, 8.1849483 47.390913, 8.1848903 47.3908245, 8.1845846 47.3905947)",yes,,
22947057,3,1;26,Angelrain,primary,50,False,True,86.711,,"LINESTRING (8.1755806 47.3870324, 8.1758351 47.3867069, 8.1759127 47.3865918, 8.1759594 47.3865038, 8.1759744 47.3864671, 8.1759812 47.3864064, 8.1759716 47.3863141)",,,
"[103005235, 60199803, 60199605, 103005246]","['2', '3']",1;26,Angelrain,primary,50,False,False,212.63599999999997,yes,"LINESTRING (8.1755806 47.3870324, 8.1755312 47.3871721, 8.1755085 47.3872814, 8.1755066 47.3873742, 8.175515 47.3874725, 8.1755367 47.3875834, 8.1755735 47.3876916, 8.1756262 47.3877939, 8.1756919 47.3878908, 8.1757903 47.387983, 8.17589 47.3880552, 8.1761831 47.3882133, 8.1763946 47.388286, 8.1766746 47.3883645, 8.1769154 47.3884121, 8.176954 47.3884197)",yes,,
400964476,1,,Angelrain,primary,,True,False,88.44399999999999,,"LINESTRING (8.1755806 47.3870324, 8.1757533 47.3866886, 8.1758058 47.3865506, 8.1758094 47.386506, 8.1757924 47.3864642, 8.1757496 47.3864201, 8.1756788 47.3863953, 8.1755465 47.3863637)",,,
61595045,,,Metzgplatz,residential,20,False,False,31.308,,"LINESTRING (8.1812951 47.3869066, 8.1814098 47.3867554, 8.181531 47.3866798)",,,
4769345,,,Römerweg,residential,,False,True,18.305999999999997,,"LINESTRING (8.1843941 47.3902205, 8.1843623 47.3902051, 8.1843316 47.3901847, 8.1843135 47.3901706, 8.1843005 47.3901556, 8.1842953 47.3901406, 8.1842912 47.3900831)",,,
"[50437163, 223046206]",,,Othmarsingerstrasse,residential,30,False,False,240.59,,"LINESTRING (8.1843941 47.3902205, 8.1844399 47.3902357, 8.1844938 47.3902509, 8.1846801 47.390284, 8.184989 47.3903273, 8.1853447 47.3903757, 8.1853968 47.3903828, 8.1856852 47.390422, 8.1862523 47.3904991, 8.186407 47.3905188, 8.1865482 47.3905367, 8.1866947 47.3905553, 8.186758 47.3905634, 8.1868445 47.3905728, 8.1875215 47.3906551)",,delivery,
