osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,bridge,width,tunnel,access
543888796,Schützengasse,residential,False,True,5.825,"LINESTRING (8.5380664 47.3767812, 8.5381347 47.3767566)",,,,,,
25983496,Schützengasse,residential,True,False,69.214,"LINESTRING (8.5380664 47.3767812, 8.5380255 47.3767996, 8.5379853 47.3768178, 8.5373646 47.3770981, 8.5373016 47.3771265)",,,,,,
4310926,Bahnhofquai,tertiary,True,False,21.442,"LINESTRING (8.5418596 47.3768866, 8.5418928 47.3769358, 8.5419011 47.3769601, 8.5419069 47.3769771, 8.5419388 47.377071)",2,50,,,,
"[53275982, 69184467, 8143580, 580414174]","['Bahnhofbrücke', 'Bahnhofquai']",tertiary,True,False,113.65599999999999,"LINESTRING (8.5418596 47.3768866, 8.5420847 47.3768806, 8.5423272 47.3768865, 8.5428091 47.3768453, 8.5430961 47.3768107, 8.5431262 47.376804, 8.5431508 47.3767986, 8.5431961 47.3767827, 8.5433208 47.3767196)","['1', '2']",50,yes,4.3,,
35164367,Bahnhofquai,tertiary,True,False,31.028,"LINESTRING (8.5418463 47.3780502, 8.5417017 47.3783115)",3,50,,,,
"[24477761, 136214058, 8139899]","['Walchebrücke', 'Walchestrasse', 'Bahnhofquai']",tertiary,True,False,82.492,"LINESTRING (8.5417017 47.3783115, 8.5417042 47.3783644, 8.5417135 47.3784086, 8.5417306 47.3784359, 8.5417638 47.3784703, 8.5418224 47.3785059, 8.5419919 47.3785549, 8.5423156 47.3786105, 8.5424178 47.3786258, 8.5425484 47.3786371, 8.542562 47.3786382)",2,50,yes,,,
"[595805217, 27410185]",Bahnhofquai,tertiary,True,False,29.556,"LINESTRING (8.5417017 47.3783115, 8.5416073 47.3784035, 8.5415724 47.3784343, 8.5415271 47.3784723, 8.5414564 47.3785179)",1,50,,,,
147759323,Limmatquai,residential,False,False,58.599999999999994,"LINESTRING (8.5433348 47.3700703, 8.5431962 47.3703066, 8.5431533 47.3703848, 8.5430738 47.3705663)",,30,,,,
623571875,Marktgasse,residential,False,True,4.542,"LINESTRING (8.5428324 47.3718023, 8.5428927 47.3718033)",,,,,,
143722134,Limmatquai,residential,True,False,75.422,"LINESTRING (8.5428324 47.3718023, 8.5428035 47.3721175, 8.5427915 47.3722442, 8.5427733 47.3724794)",,30,,,,
623571877,Stüssihofstatt,residential,False,True,4.767,"LINESTRING (8.5427733 47.3724794, 8.5428366 47.372479)",,,,,,
143722134,Limmatquai,residential,True,False,48.96,"LINESTRING (8.5427733 47.3724794, 8.5427698 47.3728045, 8.5427697 47.3729197)",,30,,,,
143722134,Limmatquai,residential,True,False,26.545,"LINESTRING (8.5427697 47.3729197, 8.5427751 47.3731584)",,30,,,,
623571878,,residential,False,True,4.3,"LINESTRING (8.5427697 47.3729197, 8.5428268 47.3729195)",,,,,,
146545817,Limmatquai,tertiary,True,False,36.35,"LINESTRING (8.5435081 47.3763366, 8.5434965 47.376293, 8.5434913 47.3762191, 8.5434927 47.3761373, 8.5435377 47.3760142)",,50,,,,
461211027,Central,tertiary,True,False,24.935000000000002,"LINESTRING (8.5435081 47.3763366, 8.5435621 47.3763002, 8.5436092 47.3762861, 8.5436332 47.376279, 8.5436996 47.3762795, 8.5437454 47.3762883, 8.5437934 47.3763162)",,50,,,,
"[35162947, 627360923, 332455406]",Rudolf-Brun-Brücke,tertiary,False,False,99.462,"LINESTRING (8.5430094 47.3743647, 8.5428666 47.3743716, 8.542849 47.3743724, 8.5418843 47.3744208, 8.541692 47.3744292)",3,50,yes,,,
"[136617339, 549356141, 532158278]",Mühlegasse,tertiary,False,False,131.10199999999998,"LINESTRING (8.5430094 47.3743647, 8.543139 47.3743535, 8.5434541 47.3743061, 8.5435566 47.3743012, 8.5437885 47.3742909, 8.5444343 47.3741893, 8.5445036 47.3741788, 8.5446949 47.3742502)","['2', '3']",30,,"['7', '10']",,
"[641490961, 871653762, 601313541, 571372263]",Limmatquai,tertiary,False,True,187.687,"LINESTRING (8.5430094 47.3743647, 8.5430383 47.3744607, 8.5430463 47.3744864, 8.5430774 47.374583, 8.5433717 47.375497, 8.5433842 47.375546, 8.5435377 47.3760142)","['4', '3']",30,,,,
1056324193,Talacker,residential,False,False,71.71,"LINESTRING (8.5376855 47.3701372, 8.5376131 47.3701887, 8.5370513 47.3706182)",2,50,,,,
"[461211028, 576802229, 577246823]",Central,tertiary,True,False,56.407000000000004,"LINESTRING (8.5437934 47.3763162, 8.5438677 47.3764461, 8.5438944 47.3765179, 8.5439492 47.3766165, 8.5439768 47.3766518, 8.5440364 47.3766886, 8.5440929 47.3767098, 8.5441609 47.37673)",2,50,,,,
4734974,Seilergraben,tertiary,True,False,34.571,"LINESTRING (8.5441609 47.37673, 8.5442839 47.3767341, 8.5443401 47.3767335, 8.5443978 47.3767238, 8.544439 47.3767088, 8.5445901 47.376651)",1,50,,,,
"[32434209, 820530143]",Central,tertiary,True,False,36.358999999999995,"LINESTRING (8.5441609 47.37673, 8.5442194 47.3767585, 8.5442467 47.3767765, 8.5442581 47.3767927, 8.5442711 47.376821, 8.5442806 47.3768486, 8.5442888 47.3768885, 8.5442883 47.3769195, 8.544281 47.3769623, 8.5442538 47.3770216)",1,50,,5.6,,
"[4576432, 4576433, 4576431]",Leonhardstrasse,tertiary,True,False,191.683,"LINESTRING (8.5466039 47.3770223, 8.5465936 47.3769693, 8.5465983 47.3769291, 8.546606 47.376904, 8.5468032 47.3764775, 8.5469228 47.3762126, 8.5470526 47.3759254, 8.5472582 47.3754647, 8.5472972 47.375393, 8.5473086 47.3753719)",1,50,,,building_passage,
167403938,Tannenstrasse,tertiary,False,False,54.688,"LINESTRING (8.5466039 47.3770223, 8.5466521 47.377014, 8.5467019 47.3770108, 8.5468423 47.3770292, 8.5471283 47.3770894, 8.5472084 47.3771062, 8.5473046 47.3771251)",2,50,,,,
"[1210744482, 576802239]",Leonhardstrasse,tertiary,False,True,176.673,"LINESTRING (8.5466039 47.3770223, 8.5465618 47.3770416, 8.5465265 47.3770612, 8.5464712 47.3771173, 8.5463169 47.3773391, 8.5462713 47.3774105, 8.5459551 47.377905, 8.5458454 47.3780767, 8.5456445 47.3783916, 8.5456088 47.378451)",2,50,,,,
"[560707572, 4687956]",Weinbergstrasse,tertiary,False,False,181.744,"LINESTRING (8.5442538 47.3770216, 8.5442693 47.3771106, 8.5442732 47.3771568, 8.5442822 47.3773845, 8.5443029 47.3781273, 8.5443023 47.3784866, 8.5442958 47.3786551)",3,50,,,,
136124103,Central,tertiary,True,False,14.395,"LINESTRING (8.5442538 47.3770216, 8.544214 47.3770297, 8.5441734 47.3770361, 8.5441199 47.3770407, 8.5440659 47.377041)",1,50,,,,
167403938,Tannenstrasse,tertiary,False,True,54.688,"LINESTRING (8.5473046 47.3771251, 8.5472084 47.3771062, 8.5471283 47.3770894, 8.5468423 47.3770292, 8.5467019 47.3770108, 8.5466521 47.377014, 8.5466039 47.3770223)",2,50,,,,
143722134,Limmatquai,residential,True,False,5.19,"LINESTRING (8.5428364 47.3717557, 8.5428324 47.3718023)",,30,,,,
147759323,Limmatquai,residential,False,True,64.457,"LINESTRING (8.5428364 47.3717557, 8.5428739 47.371484, 8.5429315 47.3711797)",,30,,,,
"[129783192, 578631837, 4483815]","['Waaggasse', 'In Gassen', 'Züghusplatz']",residential,True,False,125.236,"LINESTRING (8.5402414 47.3701323, 8.540041 47.3702551, 8.5397065 47.3700962, 8.5396759 47.3700962, 8.5395274 47.3702469, 8.5395381 47.3702666, 8.5400844 47.3705114)",,,,,,
"[146977154, 4575015, 824512238, 27013842, 51265911, 1162383511, 25957947]","['Kasernenstrasse', 'Postbrücke']","['living_street', 'residential']",True,False,304.635,"LINESTRING (8.5377353 47.3777798, 8.5376329 47.377801, 8.5375697 47.377813, 8.5367858 47.3780116, 8.5366752 47.378039, 8.5366132 47.3780423, 8.5365224 47.3780264, 8.5364553 47.3779957, 8.5363373 47.3779069, 8.5362065 47.3777884, 8.5360881 47.3776723, 8.5360403 47.3776288, 8.5360006 47.3775925, 8.5357919 47.3774017, 8.5353416 47.3769891, 8.5352006 47.37686, 8.5350063 47.3766921, 8.5349436 47.3766552, 8.534793 47.3765792)","['1', '2']","['20', '50']",yes,,,
