osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,width,junction,tunnel,bridge
719006897,2,Kantonsstrasse,secondary,50,False,False,83.604,"LINESTRING (8.3110928 47.0143536, 8.3111412 47.0144414, 8.3111655 47.0146366, 8.311132 47.0149223, 8.3111155 47.0150975)",,,,
23738721,2,Kantonsstrasse,secondary,30,False,True,47.644,"LINESTRING (8.3114317 47.0193814, 8.3114538 47.0193201, 8.3114624 47.0192961, 8.3114907 47.0192177, 8.3115208 47.0190925, 8.3115321 47.0190453, 8.311547 47.018983, 8.3115522 47.0189612)",,,,
48224843,1,Kantonsstrasse,secondary,30,True,False,144.76,"LINESTRING (8.3114317 47.0193814, 8.3114611 47.01951, 8.3113864 47.019677, 8.3111346 47.0202346, 8.3110194 47.0205091, 8.3108991 47.0206076)",,,,
48224839,2,Kantonsstrasse,secondary,30,False,False,20.123,"LINESTRING (8.3108991 47.0206076, 8.3108212 47.0207806)",,,,
48224844,1,Kantonsstrasse,secondary,30,True,False,143.905,"LINESTRING (8.3108991 47.0206076, 8.3108838 47.0204855, 8.3110065 47.0202072, 8.3111578 47.0198637, 8.3113267 47.0194805, 8.3114317 47.0193814)",5,,,
23738722,1,Kantonsstrasse,secondary,30,True,False,98.06899999999999,"LINESTRING (8.309046 47.0228456, 8.3090924 47.0227313, 8.3092103 47.022611, 8.3092541 47.0225752, 8.309333 47.0225385, 8.3096293 47.0222509, 8.3096577 47.0222233, 8.3098085 47.022158)",,,,
23739523,2,Ringstrasse,secondary,50,False,True,91.34100000000001,"LINESTRING (8.3093051 47.01824, 8.3092665 47.018245, 8.3090666 47.0182692, 8.3087632 47.0183226, 8.3086835 47.018336, 8.3083462 47.0183646, 8.3082733 47.0183639, 8.3082424 47.0183636, 8.3081594 47.0183627, 8.308119 47.0183622)",,,,
461557197,2,Ringstrasse,secondary,50,False,False,87.23899999999999,"LINESTRING (8.3093051 47.01824, 8.3094425 47.0182383, 8.3095517 47.0182467, 8.3096573 47.0182617, 8.309866 47.0183036, 8.3100759 47.0183705, 8.310385 47.018477)",,,,
1108013926,,Bahnhofweg,residential,,False,False,24.009,"LINESTRING (8.3093051 47.01824, 8.3093051 47.0182038, 8.3093051 47.018168, 8.3093014 47.0180241)",,,,
97667695,1,Merkur-Kreisel,secondary,30,True,False,18.619,"LINESTRING (8.3114291 47.018833, 8.3114533 47.0188039, 8.3114906 47.0187821, 8.3115367 47.0187704, 8.3115858 47.0187701, 8.3116321 47.0187813)",,roundabout,,
"[582963266, 1217118612, 1217118613, 330757770]",2,Ringstrasse,secondary,"['30', '50']",False,True,88.53,"LINESTRING (8.3114291 47.018833, 8.3113998 47.0188236, 8.3113161 47.0187967, 8.3110766 47.0187062, 8.3105503 47.0185281, 8.310385 47.018477)",,,,
97667695,1,Merkur-Kreisel,secondary,30,True,False,10.017,"LINESTRING (8.3116321 47.0187813, 8.3116587 47.0187946, 8.3116801 47.0188118, 8.311695 47.0188319, 8.3117027 47.0188538)",,roundabout,,
582963268,2,Kantonsstrasse,secondary,30,False,True,59.405,"LINESTRING (8.3116321 47.0187813, 8.3116312 47.0187507, 8.3116291 47.0186791, 8.3115169 47.0182539)",,,,
27764168,,Neumattstrasse,residential,30,False,False,14.861,"LINESTRING (8.3117027 47.0188538, 8.3117414 47.0188542, 8.3118439 47.0188556, 8.3118987 47.0188564)",,,,
