osmid,oneway,name,highway,reversed,length,lanes,geometry,maxspeed,junction,bridge,width
742261778,True,Zürichstrasse,secondary,False,8.067,,"LINESTRING (8.6341067 47.4400397, 8.6341135 47.4401121)",,,,
"[1225365593, 10590339]",True,Baltenswilerstrasse,secondary,False,103.11099999999999,2,"LINESTRING (8.6341067 47.4400397, 8.6346285 47.4397775, 8.6347671 47.4397184, 8.6350425 47.4395483, 8.6351709 47.439459)",,,,
1229899418,False,Zürichstrasse,secondary,True,50.27,3,"LINESTRING (8.6336507 47.4396823, 8.6332539 47.4393185)",60,,,
742261782,True,Zürichstrasse,secondary,False,52.668,2,"LINESTRING (8.6336507 47.4396823, 8.6338251 47.439791, 8.6340858 47.4400213, 8.6341067 47.4400397)",50,,,
742261768,True,Baltenswilerstrasse,secondary,False,14.837,,"LINESTRING (8.6336199 47.4403064, 8.6337324 47.4402241, 8.6337538 47.4402084)",50,,,
1229899419,False,Baltenswilerstrasse,secondary,True,124.703,,"LINESTRING (8.6336199 47.4403064, 8.6333411 47.4404375, 8.6330157 47.4405782, 8.6324099 47.4408064, 8.6321928 47.4408739)",50,,,
10590417,True,Winterthurerstrasse,secondary,False,31.947000000000003,,"LINESTRING (8.6284967 47.4434267, 8.6284758 47.4433987, 8.6284682 47.4433678, 8.6284742 47.4433368, 8.6284936 47.4433083, 8.6285245 47.443285, 8.6285698 47.4432673, 8.6286212 47.4432608, 8.6286729 47.4432662, 8.6287058 47.4432766)",50,roundabout,,
"[95179283, 95179260]",False,Klotenerstrasse,secondary,True,123.555,2,"LINESTRING (8.6284967 47.4434267, 8.6283597 47.4434543, 8.6280965 47.443522, 8.6280468 47.4435446, 8.6279717 47.4435865, 8.6277934 47.4436681, 8.6277274 47.4436975, 8.6275076 47.4437952, 8.627275 47.4438966, 8.6270724 47.443966)",50,,,
10590419,False,Klotenerstrasse,secondary,False,55.903,,"LINESTRING (8.6239583 47.444769, 8.6241666 47.4447371, 8.6243809 47.4446917, 8.6246619 47.4446111)",50,,,
10695161,False,Chlupfgasse,residential,False,62.941,,"LINESTRING (8.6239583 47.444769, 8.6239571 47.4447238, 8.623949 47.444203)",50,,,
