osmid,highway,junction,oneway,reversed,length,geometry,name,maxspeed,lanes,bridge,access,ref,tunnel
8036906,secondary,roundabout,True,False,12.477,"LINESTRING (6.1984192 46.1905944, 6.1983527 46.1905976, 6.1983028 46.1905828, 6.1982735 46.1905628)",,,,,,,
"[1005632307, 78039964, 1005632308]",secondary,,False,False,170.674,"LINESTRING (6.1984192 46.1905944, 6.1984381 46.1906444, 6.1985172 46.1908018, 6.1985949 46.1910363, 6.1986824 46.1912882, 6.1987979 46.1916207, 6.1988248 46.1917071, 6.198851 46.1917938, 6.1988771 46.19188, 6.1988855 46.1920172, 6.1989058 46.1920884)",Avenue de Thônex,50,,,,,
8036906,secondary,roundabout,True,False,22.637000000000004,"LINESTRING (6.1982735 46.1905628, 6.1982549 46.1905374, 6.1982487 46.1905078, 6.1982622 46.1904701, 6.1982884 46.1904455, 6.1983367 46.1904253, 6.1983894 46.1904212)",,,,,,,
"[345675192, 27564302]",tertiary,,False,False,139.09,"LINESTRING (6.1982735 46.1905628, 6.19814 46.1906379, 6.197904 46.1907134, 6.1974611 46.1908643, 6.1972556 46.1909546, 6.1971396 46.1910231, 6.1970875 46.1910539, 6.1969462 46.1911528, 6.1968865 46.191201, 6.1968133 46.1912705)",Avenue Petit-Senn,50,,,,,
8036906,secondary,roundabout,True,False,14.122,"LINESTRING (6.1983894 46.1904212, 6.1984545 46.1904387, 6.1984878 46.1904645, 6.1985056 46.1905068)",,,,,,,
"[345596075, 345596068, 29351605, 29351606]",secondary,,False,True,217.728,"LINESTRING (6.1983894 46.1904212, 6.1984041 46.1903708, 6.198417 46.1903413, 6.1984234 46.1903126, 6.1984284 46.1902753, 6.198429 46.1902214, 6.1984303 46.1901576, 6.19843 46.1896298, 6.1984274 46.1890538, 6.1984226 46.188641, 6.1984235 46.188569, 6.1984254 46.188466)",Avenue de Thônex,50,2,yes,,,
8036906,secondary,roundabout,True,False,12.530000000000001,"LINESTRING (6.1985056 46.1905068, 6.198499 46.1905386, 6.1984722 46.1905701, 6.1984192 46.1905944)",,,,,,,
"[471145608, 35183902]",tertiary,,False,True,85.12700000000001,"LINESTRING (6.1985056 46.1905068, 6.1985765 46.1904884, 6.1987376 46.1904249, 6.1989867 46.1903124, 6.199442 46.1901021)",Avenue Adrien-Jeandin,50,2,,,,
1005632308,secondary,,False,True,64.949,"LINESTRING (6.1991257 46.1926511, 6.1990769 46.1925754, 6.1989058 46.1920884)",Avenue de Thônex,50,,,,,
49341503,secondary,roundabout,True,False,12.064,"LINESTRING (6.1964098 46.186442, 6.1964336 46.1864209, 6.1964628 46.1864055, 6.1964982 46.1863953, 6.1965409 46.1863919)",Avenue de Thônex,,,,,,
"[345596066, 345596074]",secondary,,False,True,207.51999999999998,"LINESTRING (6.1964098 46.186442, 6.1963762 46.1864299, 6.1963109 46.1864063, 6.1961312 46.1863442, 6.1960824 46.186325, 6.196027 46.1863034, 6.1959948 46.1862909, 6.1958475 46.1862336, 6.1955241 46.1861078, 6.1952554 46.1860022, 6.1947959 46.1858217, 6.1944403 46.185682, 6.1944246 46.185676, 6.1941742 46.1855793, 6.1941512 46.1855707, 6.1940545 46.1855347)",Avenue de Thônex,50,,,,,
"[45499880, 45499911]",living_street,,False,True,461.04300000000006,"LINESTRING (6.1984254 46.188466, 6.1990959 46.1884264, 6.1994844 46.1884387, 6.1999228 46.18849, 6.2000839 46.1884729, 6.2005335 46.1883983, 6.2006659 46.1884273, 6.2008517 46.1883162, 6.2009853 46.1881636, 6.2010456 46.1881325, 6.2010826 46.1880852, 6.2009388 46.187912, 6.200899 46.187858, 6.2008889 46.1878469, 6.200729 46.1876395, 6.2006566 46.1875954, 6.2006272 46.187569, 6.2006028 46.1875235, 6.2005785 46.1874908, 6.2005699 46.187476, 6.2005559 46.1874208, 6.200382 46.1871997, 6.2001495 46.1869058, 6.2000507 46.1868431, 6.1999333 46.1868189, 6.1998639 46.1868048, 6.1997645 46.1867862, 6.1997173 46.1867833, 6.1996818 46.1867876, 6.1996324 46.1868071, 6.199165 46.1869888)","['Chemin du Bois-des-Arts', 'Chemin du Curé-Desclouds']",20,,,,,
45499914,residential,,False,False,120.113,"LINESTRING (6.1984254 46.188466, 6.1983241 46.1884781, 6.1982491 46.188492, 6.1980319 46.1885322, 6.1980037 46.1885393, 6.1979804 46.1885451, 6.1976556 46.1886334, 6.1974903 46.1886982, 6.1973209 46.1887866, 6.1971062 46.1889773)",Chemin du Bois-des-Arts,30,,,,,
"[345596075, 345596068, 29351605, 29351606]",secondary,,False,False,217.728,"LINESTRING (6.1984254 46.188466, 6.1984235 46.188569, 6.1984226 46.188641, 6.1984274 46.1890538, 6.19843 46.1896298, 6.1984303 46.1901576, 6.198429 46.1902214, 6.1984284 46.1902753, 6.1984234 46.1903126, 6.198417 46.1903413, 6.1984041 46.1903708, 6.1983894 46.1904212)",Avenue de Thônex,50,2,yes,,,
345596075,secondary,,False,True,118.27099999999999,"LINESTRING (6.1984254 46.188466, 6.1984342 46.1884014, 6.1984362 46.1883713, 6.1984348 46.1883411, 6.1984305 46.1883057, 6.198404 46.1881972, 6.1983778 46.1881257, 6.1983537 46.1880753, 6.1983279 46.1880315, 6.1983158 46.1880131, 6.1982521 46.1879256, 6.1981255 46.1877788, 6.1978839 46.1874949)",Avenue de Thônex,50,2,,,,
"[345596066, 80745270]",secondary,,False,False,151.666,"LINESTRING (6.1920241 46.184751, 6.1921847 46.1848128, 6.1924089 46.1849001, 6.1925102 46.1849391, 6.1926149 46.1849795, 6.1928976 46.1850888, 6.1931192 46.1851745, 6.1937453 46.1854146)",Avenue de Thônex,50,2,,,,
80745289,tertiary,,False,False,50.005,"LINESTRING (6.1920241 46.184751, 6.1921502 46.1846683, 6.1922035 46.1846311, 6.1922671 46.1845917, 6.1923891 46.1845238, 6.1925159 46.1844582)",Route de Sous-Moulin,,,,,,
80745289,tertiary,,False,True,50.005,"LINESTRING (6.1925159 46.1844582, 6.1923891 46.1845238, 6.1922671 46.1845917, 6.1922035 46.1846311, 6.1921502 46.1846683, 6.1920241 46.184751)",Route de Sous-Moulin,,,,,,
345596066,secondary,,False,True,27.294,"LINESTRING (6.1940545 46.1855347, 6.1937453 46.1854146)",Avenue de Thônex,50,,,,,
