osmid,lanes,name,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,bridge
1236285699,2,Piazza Castello,primary,50,roundabout,True,False,11.826,"LINESTRING (8.7927566 46.1664498, 8.7928054 46.1664108, 8.7928657 46.1663754)",,
1038095462,2,Piazza Castello,primary,50,roundabout,True,False,32.532999999999994,"LINESTRING (8.7926328 46.167042, 8.7926057 46.1669919, 8.7925815 46.1669267, 8.7925656 46.1668621, 8.7925631 46.1668059, 8.7925674 46.166756)",,
1236285697,2,Piazza Castello,primary,50,roundabout,True,False,80.45599999999999,"LINESTRING (8.7931911 46.1662646, 8.7933235 46.1662505, 8.7934446 46.1662512, 8.7935829 46.1662652, 8.7936906 46.166291, 8.793783 46.1663221, 8.7938726 46.1663653, 8.7939683 46.1664225, 8.794023 46.1664668, 8.7940857 46.1665323)",,
1038095461,2,Via Bramantino,residential,50,,False,True,17.079,"LINESTRING (8.7940857 46.1665323, 8.7942809 46.1664594)",,
8025151,2,Piazza Castello,primary,50,roundabout,True,False,35.969,"LINESTRING (8.7940857 46.1665323, 8.7941291 46.1665904, 8.7941581 46.1666458, 8.7941803 46.1667087, 8.7941929 46.1667785, 8.7941956 46.1668425)",,
278977293,2,Via Giovanni Antonio Orelli,primary,50,,True,False,38.263,"LINESTRING (8.7941956 46.1668425, 8.7942947 46.1669279, 8.794349 46.1669646, 8.7943888 46.166985, 8.7944547 46.1670161, 8.7945697 46.1670631)",13,
1236285689,2,Piazza Castello,primary,50,roundabout,True,False,29.005000000000003,"LINESTRING (8.7941956 46.1668425, 8.7941814 46.1669201, 8.7941624 46.1669769, 8.7941362 46.1670303, 8.7940955 46.1670921)",,
66690363,,Via della Pace,residential,50,,True,False,56.349000000000004,"LINESTRING (8.7987789 46.1678755, 8.7988132 46.1677923, 8.7989383 46.1674896, 8.7989669 46.1673861)",,
1236285686,4,Via Giovanni Antonio Orelli,primary,50,,False,True,90.26599999999999,"LINESTRING (8.7987789 46.1678755, 8.7988836 46.1678979, 8.7999091 46.1680906)",13,
1236285688,4,Via Giovanni Antonio Orelli,primary,50,,False,False,93.269,"LINESTRING (8.7987789 46.1678755, 8.7986507 46.1678508, 8.7976122 46.1676503)",13,
8025150,4,Via Giovanni Antonio Orelli,primary,50,,False,False,61.322,"LINESTRING (8.8014789 46.1684302, 8.801448 46.1684002, 8.801411 46.1683795, 8.8013664 46.1683656, 8.8013172 46.1683559, 8.800742 46.1682492)",13,
1078289753,2,Lungolago Giuseppe Motta,primary,50,,False,False,44.494,"LINESTRING (8.8014789 46.1684302, 8.8014874 46.1684517, 8.8014889 46.1684713, 8.8014784 46.1684954, 8.8012622 46.1687929)",13,
8025152,2,Lungolago Giuseppe Motta,primary,50,,False,True,79.472,"LINESTRING (8.800594 46.1702539, 8.8006342 46.1701424, 8.8006568 46.170082, 8.8007719 46.1697733, 8.8008509 46.1695617)",13,
"[25325669, 52218022, 313626023]",2,"['Lungolago Giuseppe Motta', 'Viale Verbano']",residential,50,,False,False,95.16600000000001,"LINESTRING (8.800594 46.1702539, 8.8007871 46.1703876, 8.8008455 46.1704326, 8.8010168 46.1705593, 8.8010553 46.1705941, 8.8011675 46.1707187, 8.8012213 46.1707917, 8.8013233 46.1709353)",,yes
31272309,,Largo Franco Zorzi,residential,50,,False,False,159.926,"LINESTRING (8.800594 46.1702539, 8.8003311 46.1701926, 8.800282 46.1701831, 8.7993161 46.1699974, 8.7991006 46.1699559, 8.7985984 46.1698564)",,
"[1241986569, 233303171]","['4', '3']",Viale Francesco Balli,primary,50,,False,False,86.76899999999999,"LINESTRING (8.800594 46.1702539, 8.8004777 46.1704545, 8.8004638 46.1704721, 8.800339 46.1706307, 8.8001053 46.1708184, 8.8000076 46.1709122)",13,
8025154,2,Via Sempione,secondary,50,,False,True,177.882,"LINESTRING (8.7991723 46.173126, 8.799407 46.1731806, 8.7999602 46.173274, 8.8009106 46.1734345, 8.8009719 46.1734448, 8.8009804 46.1734463, 8.8013361 46.1735094, 8.8013516 46.1735121, 8.8014096 46.1735224)",,
8025156,2,Via Sempione,secondary,30,,False,False,161.823,"LINESTRING (8.7991723 46.173126, 8.7990964 46.1730538, 8.7980771 46.1718843)",,
56298449,,Via Gian Battista Pioda,residential,50,,True,False,88.17999999999999,"LINESTRING (8.7991723 46.173126, 8.7993963 46.1728921, 8.7996709 46.1726054, 8.7998003 46.1724629)",,
1092194445,,Via del Sole,secondary,50,,False,True,89.726,"LINESTRING (8.7991723 46.173126, 8.7997627 46.1736548, 8.7998621 46.173775)",,
73050755,2,Via Vallemaggia,secondary,50,,False,True,3.983,"LINESTRING (8.7904526 46.1698671, 8.790407 46.1698502)",407.1,
8057082,2,Via ai Monti,secondary,50,,False,False,399.8230000000001,"LINESTRING (8.7904526 46.1698671, 8.7905922 46.1699855, 8.7908151 46.1701655, 8.7909528 46.1702472, 8.7911108 46.1703173, 8.7912668 46.1703844, 8.7913616 46.1704252, 8.7914181 46.1704574, 8.7916156 46.1705708, 8.7917312 46.1706637, 8.7918238 46.1707166, 8.791931 46.1707526, 8.7923 46.1708773, 8.7927541 46.1710843, 8.7929826 46.1711994, 8.7933367 46.1713857, 8.7938809 46.171674, 8.7941864 46.1718355, 8.7942529 46.1718909, 8.7942969 46.1719742, 8.7943038 46.1720543, 8.7942825 46.172136)",407.1,
8057083,2,Via alla Basilica,secondary,50,,False,False,48.586,"LINESTRING (8.7895147 46.173691, 8.789556 46.1737125, 8.7900143 46.1739579)",407.1,
