osmid,name,highway,maxspeed,oneway,reversed,length,geometry,access,lanes
149674120,Dorfstrasse,tertiary,50,False,False,6.024,"LINESTRING (8.7352543 47.2392233, 8.7351745 47.2392233)",,
149674120,Dorfstrasse,tertiary,50,False,True,4.562,"LINESTRING (8.7352543 47.2392233, 8.7353145 47.2392269)",,
7827647,Sennenrainstrasse,residential,,False,False,148.437,"LINESTRING (8.7352543 47.2392233, 8.7352826 47.2391778, 8.7353142 47.239144, 8.7353849 47.2391133, 8.7354753 47.2390708, 8.7355599 47.2390196, 8.73561 47.2389764, 8.7357418 47.2388737, 8.7358088 47.2388338, 8.7358843 47.2388021, 8.735977 47.2387747, 8.7360202 47.2387501, 8.7360396 47.2387208, 8.7360431 47.2386882, 8.736037 47.2386512, 8.7360299 47.2385665, 8.7360361 47.2384704, 8.736049 47.238384, 8.7361049 47.2382524, 8.7361357 47.2382042, 8.7361702 47.2381505)",,
149674120,Dorfstrasse,tertiary,50,False,False,211.79299999999995,"LINESTRING (8.7378923 47.2385426, 8.7377854 47.2385413, 8.7376926 47.2385518, 8.7375963 47.2385787, 8.7373542 47.2386691, 8.7373006 47.2386903, 8.7369117 47.2388362, 8.7366047 47.238948, 8.7363924 47.2390189, 8.7361156 47.239095, 8.7358018 47.2391724, 8.7356009 47.2392173, 8.7355492 47.2392254, 8.7354735 47.2392318, 8.7353958 47.2392315, 8.7353145 47.2392269)",,
149674120,Dorfstrasse,tertiary,50,False,True,168.31599999999997,"LINESTRING (8.7378923 47.2385426, 8.7379795 47.238552, 8.7380572 47.2385681, 8.7381195 47.2385876, 8.7381886 47.2386199, 8.7382602 47.2386598, 8.7383787 47.2387369, 8.7384703 47.2388093, 8.738721 47.2390426, 8.7388727 47.2391839, 8.7389228 47.2392216, 8.7389605 47.2392455, 8.7389974 47.2392562, 8.739011 47.2392601, 8.7390628 47.2392607, 8.7394024 47.2392434, 8.7394969 47.2392448, 8.7395755 47.2392501, 8.7396522 47.2392658)",,
"[1034381459, 683731791]",Eichstrasse,residential,50,False,False,46.876999999999995,"LINESTRING (8.7378923 47.2385426, 8.7378983 47.2385002, 8.7379153 47.2384497, 8.7379518 47.2384087, 8.7380796 47.2383273, 8.7382701 47.2382326)",,
5067203,Glärnischstrasse,residential,,False,False,565.1610000000003,"LINESTRING (8.7299377 47.2440922, 8.7299484 47.2440595, 8.729959 47.2440337, 8.7299704 47.2440119, 8.7299886 47.2439827, 8.7300863 47.2438567, 8.7301975 47.2437188, 8.7302563 47.2436518, 8.7303052 47.2435982, 8.7303559 47.2435529, 8.7304197 47.2435024, 8.7304849 47.2434573, 8.7305621 47.2434099, 8.7306681 47.2433465, 8.7308025 47.2432759, 8.7310815 47.2431488, 8.7316457 47.2429233, 8.731792 47.2428627, 8.7319245 47.2428067, 8.7320401 47.2427567, 8.7320931 47.2427329, 8.7321351 47.2427122, 8.732169 47.2426939, 8.7321993 47.2426753, 8.7322365 47.2426512, 8.7322867 47.2426118, 8.7324055 47.242513, 8.7329955 47.2420147, 8.7334577 47.2416336, 8.7337497 47.2413899, 8.7337654 47.2413764, 8.7338028 47.2413436, 8.7338386 47.2413069, 8.7338789 47.2412575, 8.7339177 47.2412043, 8.7339561 47.2411424, 8.7339844 47.2410872, 8.7340047 47.2410368, 8.7340177 47.2409936, 8.7340335 47.2409317, 8.734138 47.2404793, 8.7341463 47.240435, 8.7341493 47.2403978, 8.7341494 47.2403675, 8.7341471 47.2403409, 8.7341423 47.2403119, 8.7341354 47.240282, 8.7341319 47.2402705, 8.7341274 47.240257, 8.7341098 47.240212, 8.7340944 47.2401719)",,
"[8032288, 25757248]",Sunnenhalden,residential,,False,False,329.357,"LINESTRING (8.7299377 47.2440922, 8.7300433 47.2440689, 8.7300748 47.2440604, 8.7300968 47.2440508, 8.7301173 47.244038, 8.7302147 47.2439557, 8.7302662 47.2439178, 8.7303318 47.2438749, 8.7303986 47.243834, 8.7304771 47.243789, 8.7305601 47.243746, 8.730647 47.2437033, 8.7309441 47.2435684, 8.7310538 47.2435204, 8.7311598 47.2434798, 8.7312806 47.2434378, 8.7314209 47.2433976, 8.732272 47.2431658, 8.732301 47.2431658, 8.7323108 47.2431658, 8.7323208 47.2431649, 8.7323309 47.2431631, 8.7325463 47.2430955, 8.7325991 47.2430784, 8.7326463 47.2430611, 8.7326945 47.2430401, 8.7327756 47.243002, 8.7331 47.2428517, 8.7336556 47.2426036)",no,
1034605323,Tränkebachstrasse,tertiary,,False,True,9.915,"LINESTRING (8.7340944 47.2401719, 8.7339682 47.2401966)",,2
5067203,Glärnischstrasse,residential,,False,True,565.161,"LINESTRING (8.7340944 47.2401719, 8.7341098 47.240212, 8.7341274 47.240257, 8.7341319 47.2402705, 8.7341354 47.240282, 8.7341423 47.2403119, 8.7341471 47.2403409, 8.7341494 47.2403675, 8.7341493 47.2403978, 8.7341463 47.240435, 8.734138 47.2404793, 8.7340335 47.2409317, 8.7340177 47.2409936, 8.7340047 47.2410368, 8.7339844 47.2410872, 8.7339561 47.2411424, 8.7339177 47.2412043, 8.7338789 47.2412575, 8.7338386 47.2413069, 8.7338028 47.2413436, 8.7337654 47.2413764, 8.7337497 47.2413899, 8.7334577 47.2416336, 8.7329955 47.2420147, 8.7324055 47.242513, 8.7322867 47.2426118, 8.7322365 47.2426512, 8.7321993 47.2426753, 8.732169 47.2426939, 8.7321351 47.2427122, 8.7320931 47.2427329, 8.7320401 47.2427567, 8.7319245 47.2428067, 8.731792 47.2428627, 8.7316457 47.2429233, 8.7310815 47.2431488, 8.7308025 47.2432759, 8.7306681 47.2433465, 8.7305621 47.2434099, 8.7304849 47.2434573, 8.7304197 47.2435024, 8.7303559 47.2435529, 8.7303052 47.2435982, 8.7302563 47.2436518, 8.7301975 47.2437188, 8.7300863 47.2438567, 8.7299886 47.2439827, 8.7299704 47.2440119, 8.729959 47.2440337, 8.7299484 47.2440595, 8.7299377 47.2440922)",,
1034605335,Glärnischstrasse,tertiary,,False,True,33.931,"LINESTRING (8.7340944 47.2401719, 8.7341947 47.2401486, 8.7342691 47.2401253, 8.7343251 47.2401015, 8.7343815 47.2400705, 8.7344288 47.2400347, 8.734457 47.240005)",,
1034605323,Tränkebachstrasse,tertiary,,False,False,9.915,"LINESTRING (8.7339682 47.2401966, 8.7340944 47.2401719)",,2
