osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,access,bridge,width,tunnel,junction
8019818,5,9,Place Saint-François,primary,50,False,True,36.943,"LINESTRING (6.6328028 46.5195126, 6.6324965 46.5195672, 6.6323443 46.5196135)",,,,,
"[109747025, 37042420, 591815519]",,,Rue Pépinet,residential,50,True,False,157.69700000000003,"LINESTRING (6.6328028 46.5195126, 6.6327495 46.5196241, 6.6325916 46.5197016, 6.6324873 46.5197528, 6.6324521 46.5197655, 6.6323934 46.5198158, 6.6322215 46.5201759, 6.6322028 46.5202468, 6.6322026 46.5202934, 6.6322137 46.5203575, 6.632247 46.520422, 6.632292 46.5204833, 6.632389 46.5205585, 6.6325159 46.5206569, 6.6325285 46.5207121)",,,,,
"[550675155, 238239023]",6,9,Place Saint-François,primary,50,False,False,126.41400000000002,"LINESTRING (6.6328028 46.5195126, 6.633149 46.5194654, 6.6332669 46.519451, 6.633744 46.5193927, 6.6339571 46.5193668, 6.6343045 46.5193244, 6.6343725 46.5193161, 6.6344283 46.5193094)",,,,,
"[33464178, 44176023]",3,,Place de la Riponne,tertiary,50,False,False,58.35099999999999,"LINESTRING (6.6313296 46.5232495, 6.6315158 46.5231993, 6.6315641 46.523182, 6.631706 46.5231322, 6.6317504 46.5231254, 6.6317937 46.5231227, 6.6318477 46.52313, 6.6319135 46.5231483, 6.6319659 46.5231778, 6.6320104 46.5232116)",,,,,
"[1068999141, 23405483, 165355277, 954051117, 61566288, 165536756]",2,,"['Rue Neuve', 'Rue Mauborget']",residential,50,False,False,246.83800000000002,"LINESTRING (6.6313296 46.5232495, 6.6311954 46.5232586, 6.6311298 46.5232647, 6.6310078 46.5232884, 6.6308941 46.5233097, 6.6307913 46.5233223, 6.630336 46.5233228, 6.6301352 46.5233231, 6.6300606 46.5233192, 6.6300001 46.5233022, 6.6299413 46.5232855, 6.6296006 46.5231714, 6.62954 46.5231401, 6.6294953 46.5230945, 6.6292151 46.5227103, 6.6291355 46.5226012, 6.6290675 46.5225079, 6.629008 46.5224264, 6.6289977 46.5224157, 6.6289205 46.5223064)","['destination', 'yes']",,,,
"[1154669221, 24696407]",3,,Rue du Valentin,tertiary,50,False,True,200.461,"LINESTRING (6.6313296 46.5232495, 6.6313413 46.5233019, 6.6313681 46.523354, 6.6314388 46.5234385, 6.6314939 46.5235045, 6.6316108 46.5236449, 6.6318342 46.5239121, 6.6318594 46.5239623, 6.6318743 46.5240284, 6.6318656 46.5240865, 6.6318399 46.5241363, 6.6317847 46.5242043, 6.6316878 46.5242941, 6.6311851 46.5246434, 6.6310504 46.524746)",,,,,
954025117,,,Avenue Alexandre-Vinet,tertiary,50,False,False,200.97899999999998,"LINESTRING (6.6292521 46.5260426, 6.6293956 46.5259192, 6.6302482 46.5251996, 6.6304113 46.5250819, 6.6304698 46.525046, 6.6308688 46.5248011, 6.6310504 46.524746)",,,,,
351367599,3,9,Avenue du Théâtre,primary,50,False,False,123.76699999999998,"LINESTRING (6.6352912 46.5189298, 6.6361962 46.5185762, 6.6365032 46.5184562, 6.6366978 46.5183802)",,,,,
"[8019802, 351367599]",3,9,Avenue du Théâtre,primary,50,False,True,78.497,"LINESTRING (6.6352912 46.5189298, 6.6348905 46.5190849, 6.6347991 46.5191221, 6.6344283 46.5193094)",,,,,
20570508,5,,Avenue Georgette,tertiary,50,False,True,51.407,"LINESTRING (6.6380681 46.5178318, 6.6380188 46.5177018, 6.6379667 46.517587, 6.6379328 46.5175125, 6.6378765 46.5173888)",,,,,
"[24696403, 379966635]",4,9,Avenue de Rumine,primary,50,False,False,73.50699999999999,"LINESTRING (6.6380681 46.5178318, 6.6382169 46.5177752, 6.63841 46.5177018, 6.6386039 46.517628, 6.6387771 46.5175672, 6.6389136 46.5175181)",,,,,
351367601,4,9,Avenue du Théâtre,primary,50,False,True,64.706,"LINESTRING (6.6380681 46.5178318, 6.6379016 46.5179111, 6.637542 46.5180511, 6.6373418 46.518129)",,,,,
8019818,5,9,Place Saint-François,primary,50,False,False,36.943,"LINESTRING (6.6323443 46.5196135, 6.6324965 46.5195672, 6.6328028 46.5195126)",,,,,
"[47370214, 30315789, 5118830, 266513075, 163690519]","['2', '3']",,"['Avenue Jules-Gonin', 'Rue du Grand-Chêne']",primary,50,False,True,361.05100000000004,"LINESTRING (6.6323443 46.5196135, 6.6321492 46.5196185, 6.6319881 46.5196317, 6.6319153 46.5196391, 6.6315311 46.5196682, 6.6313 46.5196857, 6.630745 46.519731, 6.6306003 46.5197443, 6.6305697 46.5197462, 6.6304761 46.5197553, 6.6301003 46.5198026, 6.6300485 46.5198138, 6.6298297 46.5198836, 6.6293847 46.5200263, 6.6292804 46.5200571, 6.6288047 46.5202083, 6.6283258 46.5203652, 6.6279339 46.5204765, 6.6278596 46.5204934)",,,,,
"[591815521, 163258307, 31570473, 5118832, 5118833]","['2', '3', '4']",9,"['Rue du Grand-Pont', 'Place Bel-Air']",primary,50,False,True,402.91499999999996,"LINESTRING (6.6323443 46.5196135, 6.6321748 46.5196991, 6.6320899 46.5197609, 6.6320467 46.5198013, 6.6315906 46.5202242, 6.6310937 46.5207368, 6.6307552 46.5210731, 6.6307428 46.5210857, 6.6307189 46.5211099, 6.6307047 46.5211244, 6.6306791 46.5211479, 6.630646 46.5211781, 6.6301898 46.5215973, 6.6299075 46.5218256, 6.6297796 46.521925, 6.6297325 46.5219512, 6.6297208 46.5219577, 6.6296311 46.5220104, 6.6295456 46.5220517, 6.6295283 46.522061, 6.6293974 46.5221313, 6.6291949 46.5222056, 6.6291674 46.5222153, 6.6290975 46.52224, 6.6289205 46.5223064)",,yes,,,
