osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,junction,bridge
157426779,True,Stråket,tertiary,30,False,44.073,"LINESTRING (17.9944324 59.3649384, 17.9943995 59.3648666, 17.9944434 59.3646135, 17.9944656 59.3645459)",,,
157427209,True,Råsundavägen,tertiary,40,False,38.376000000000005,"LINESTRING (17.9944324 59.3649384, 17.994605 59.3649092, 17.9947472 59.3648907, 17.9949081 59.3648778, 17.9950923 59.3648655)",1,,
37931959,True,Stråket,tertiary,40,False,13.134,"LINESTRING (17.9950923 59.3648655, 17.9950851 59.3649085, 17.9950543 59.3649352, 17.9949854 59.3649617)",,,
44093067,True,Råsundavägen,tertiary,40,False,60.881,"LINESTRING (17.9950923 59.3648655, 17.9952389 59.3648638, 17.9953939 59.3648768, 17.9961218 59.3650059)",1,,
41835559,True,Solnavägen,secondary,50,False,12.976,"LINESTRING (17.9996744 59.3617691, 17.9998296 59.3616833)",,,
"[41835561, 709683942]",True,Frösundaleden,secondary,50,False,283.016,"LINESTRING (17.9996744 59.3617691, 17.9993187 59.3617028, 17.998981 59.3616646, 17.9981858 59.3615652, 17.9978961 59.361514, 17.9975487 59.3614518, 17.9969117 59.3613199, 17.9965389 59.361244, 17.9950878 59.3609549, 17.9949695 59.3609287)","['2', '3']",,
729207863,False,Charlottenburgsvägen,residential,30,True,9.369,"LINESTRING (17.9990578 59.3657219, 17.9989791 59.365796)",,,
"[729207864, 729207865]",False,Charlottenburgsvägen,residential,30,False,276.638,"LINESTRING (17.9990578 59.3657219, 17.9991021 59.365696, 17.9992454 59.3656121, 17.9997702 59.3653059, 18.0009755 59.3645678, 18.0018557 59.3640524, 18.0022322 59.3638319)",,,
159183518,False,Södra Långgatan,residential,30,False,34.004,"LINESTRING (18.0036373 59.3651697, 18.003247 59.365402)",,,
159183518,False,Södra Långgatan,residential,30,True,61.068,"LINESTRING (18.0036373 59.3651697, 18.0043557 59.3647603)",,,
27150609,False,Plogvägen,residential,30,False,93.024,"LINESTRING (18.0036373 59.3651697, 18.004337 59.3655061, 18.0046266 59.3657594, 18.0046792 59.3658054)",,,
301967066,True,Råsundavägen,tertiary,40,False,69.316,"LINESTRING (18.0046792 59.3658054, 18.0057519 59.3655057)",,,
27150609,False,Plogvägen,residential,30,True,93.024,"LINESTRING (18.0046792 59.3658054, 18.0046266 59.3657594, 18.004337 59.3655061, 18.0036373 59.3651697)",,,
159190678,False,Gustafsvägen,residential,30,False,13.398,"LINESTRING (18.0057519 59.3655057, 18.0058636 59.3656119)",,,
159190678,False,Gustafsvägen,residential,30,True,115.951,"LINESTRING (18.0057519 59.3655057, 18.0057093 59.3654623, 18.0055807 59.3653314, 18.0054731 59.365258, 18.0043557 59.3647603)",,,
301967066,True,Råsundavägen,tertiary,40,False,74.469,"LINESTRING (18.0057519 59.3655057, 18.0058482 59.3654787, 18.0069028 59.3651823)",,,
25618464,False,Klövervägen,residential,30,False,9.438,"LINESTRING (18.0079964 59.3650168, 18.0079307 59.3649388)",,,
"[132935547, 1108159651]",True,Råsundavägen,tertiary,40,False,62.949999999999996,"LINESTRING (18.0079964 59.3650168, 18.0079148 59.3650371, 18.0078545 59.3650521, 18.0071589 59.3652521, 18.0070235 59.3652899)",,,
41835560,True,Frösundaleden,secondary,50,False,17.712,"LINESTRING (17.9998296 59.3616833, 18.0001366 59.3617132)",2,,
"[709683949, 709683951]",True,Solnavägen,secondary,50,False,398.537,"LINESTRING (17.9998296 59.3616833, 18.0001851 59.3614569, 18.0008958 59.3610152, 18.0014973 59.3606545, 18.002091 59.3603295, 18.0032578 59.3597335, 18.0036448 59.3595247, 18.004446 59.3590979, 18.0045561 59.3590331)",2,,
1089660164,True,Dalvägen,unclassified,50,False,30.448,"LINESTRING (18.0087988 59.3653112, 18.0089749 59.3651675, 18.0090703 59.3650751)",,,
709683948,True,Solnavägen,secondary,50,False,9.805,"LINESTRING (18.0045561 59.3590331, 18.0046799 59.3589715)",,,
"[442826153, 35373070]",True,Centralvägen,residential,,False,525.059,"LINESTRING (18.0045561 59.3590331, 18.0044356 59.3589746, 18.0041065 59.358807, 18.0039872 59.3587855, 18.003505 59.3587501, 18.0023748 59.3586945, 18.0013589 59.3586488, 18.0004038 59.3586121, 18.0002274 59.3585589, 18.0004259 59.3585251, 18.0013697 59.3585692, 18.0019099 59.3585927, 18.0023833 59.3586199, 18.0035848 59.3586741, 18.0040223 59.3586896, 18.004211 59.3587199, 18.0043952 59.3588009, 18.0045171 59.3588723, 18.0045774 59.358903, 18.0046799 59.3589715)",,,
20279715,True,Solnavägen,secondary,50,False,33.362,"LINESTRING (18.0086389 59.3571819, 18.0090637 59.3569742)",2,,
75468640,True,Sundbybergsvägen,secondary,40,False,17.399,"LINESTRING (18.0086389 59.3571819, 18.0087576 59.3573262)",,,
"[41833768, 783746315, 254336766]",True,Huvudstagatan,tertiary,40,False,27.564,"LINESTRING (17.9969705 59.3583037, 17.9970107 59.358329, 17.997023 59.3583912, 17.9970085 59.3584254, 17.9969698 59.3584605, 17.9968934 59.358493, 17.996847 59.3585057)",,roundabout,
252678001,True,Huvudstagatan,tertiary,40,False,33.663000000000004,"LINESTRING (17.9966326 59.3584847, 17.9965797 59.3584587, 17.9965364 59.3584134, 17.996535 59.3583531, 17.9965688 59.3583128, 17.9965981 59.3582942, 17.9966676 59.3582684, 17.9967488 59.3582564)",,roundabout,
41834030,True,Huvudstagatan,tertiary,40,False,108.33200000000001,"LINESTRING (17.9967488 59.3582564, 17.9969524 59.3581327, 17.9971257 59.3579375, 17.9973435 59.3575162, 17.997365 59.3574431, 17.9973704 59.3573542)",,,
121455919,True,Huvudstagatan,tertiary,40,False,14.149000000000001,"LINESTRING (17.9967488 59.3582564, 17.9968422 59.3582603, 17.9969182 59.3582785, 17.9969705 59.3583037)",,roundabout,
25211602,False,Ryttargatan,residential,30,False,60.284,"LINESTRING (17.9996183 59.3643603, 17.9993652 59.3642942, 17.9989868 59.3641963, 17.9988216 59.3641308, 17.9987066 59.3640851)",,,
155179920,False,Östervägen,unclassified,30,True,122.638,"LINESTRING (17.9996183 59.3643603, 17.9999726 59.364017, 18.0000162 59.3639748, 18.0001772 59.3638518, 18.0003864 59.3637397, 18.0008123 59.3635606, 18.0009385 59.3635075)",,,
1089660159,False,Östervägen,unclassified,30,True,80.80699999999999,"LINESTRING (17.9996183 59.3643603, 17.9994684 59.364509, 17.9990199 59.3649538, 17.9989666 59.3650067)",,,
25211602,False,Ryttargatan,residential,30,True,60.28399999999999,"LINESTRING (17.9987066 59.3640851, 17.9988216 59.3641308, 17.9989868 59.3641963, 17.9993652 59.3642942, 17.9996183 59.3643603)",,,
272220887,True,Bollgatan,residential,30,False,125.19299999999998,"LINESTRING (17.9987066 59.3640851, 17.9982432 59.3637338, 17.9980433 59.363595, 17.9974441 59.3633456, 17.99738 59.3633145, 17.9972447 59.363255)",,,
45984139,False,Solnavägen,tertiary,30,True,102.537,"LINESTRING (17.9972447 59.363255, 17.9973764 59.3631702, 17.9984056 59.3625477)",,,
272220891,False,Solnavägen,tertiary,30,True,110.63600000000001,"LINESTRING (17.9972447 59.363255, 17.9971452 59.363311, 17.9966477 59.3636104, 17.9960758 59.3639546, 17.9960108 59.3639949, 17.995981 59.3640134)",,,
1109617182,False,Mittfältsgatan,residential,30,False,126.347,"LINESTRING (17.9972447 59.363255, 17.9971335 59.3632083, 17.9963624 59.3628701, 17.9955561 59.362513)",,,
23942346,False,Västra Vägen,residential,30,False,4.532,"LINESTRING (18.0052137 59.3593791, 18.0052736 59.3593521)",,,
"[582367408, 582367409, 23942346]",False,Västra Vägen,residential,30,True,525.13,"LINESTRING (18.0052137 59.3593791, 18.0043143 59.3597511, 18.0036224 59.3600814, 18.0033731 59.3602004, 18.0023744 59.3607237, 18.0019709 59.360975, 18.0018454 59.36107, 18.0017802 59.3611297, 18.0017362 59.3611891, 18.0017157 59.3612652, 18.0017406 59.3613297, 18.0017524 59.3613597, 18.0018353 59.3614523, 18.0018799 59.3614852, 18.0019905 59.3615522, 18.0021415 59.3616032, 18.0023354 59.361643, 18.0025705 59.361657, 18.0030843 59.3616459, 18.0033197 59.3616012, 18.0034228 59.3616349, 18.0034778 59.36165, 18.0035863 59.3616588, 18.0037567 59.3616042, 18.0043922 59.3612903, 18.0044635 59.3612495, 18.0048282 59.3610096)",,,
68206077,True,Centralvägen,residential,50,False,23.971,"LINESTRING (18.0052137 59.3593791, 18.0051069 59.3593221, 18.0049224 59.3592228)",,,
23942346,False,Västra Vägen,residential,30,False,172.221,"LINESTRING (18.0065051 59.3588291, 18.0068719 59.35871, 18.0073333 59.3586153, 18.0074023 59.3585894, 18.008322 59.3582442, 18.0084701 59.3581866, 18.0088307 59.3580632, 18.009045 59.3579899)",,,
23942346,False,Västra Vägen,residential,30,True,90.9,"LINESTRING (18.0065051 59.3588291, 18.0061726 59.3589692, 18.0057129 59.3591808, 18.0052736 59.3593521)",,,
"[244360574, 41817590]",False,Blomgatan,residential,30,False,120.082,"LINESTRING (18.0065051 59.3588291, 18.006584 59.3588937, 18.0069961 59.3595906, 18.0070241 59.3596428, 18.007038 59.3597683, 18.0071692 59.3598374)",,,
