osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,width,junction
8193762,Terrassgränd,residential,30,False,True,35.375,"LINESTRING (15.0360937 58.5383387, 15.0360702 58.5382771, 15.0359708 58.5380271)",,,
"[194876298, 159984924]","['Terrassgatan', 'Marstadsvägen']",residential,30,False,False,212.34300000000002,"LINESTRING (15.0360937 58.5383387, 15.0361291 58.5383466, 15.0361851 58.5383546, 15.0362349 58.538355, 15.0366619 58.5383164, 15.0372107 58.5381842, 15.0375632 58.5381101, 15.0384438 58.5379354, 15.0392494 58.5383656)",,,
160585619,Lasarettsgatan,tertiary,40,False,False,7.748,"LINESTRING (15.033447 58.538921, 15.033361 58.5388677)",,,
160585621,Lasarettsgatan,tertiary,40,True,False,107.69500000000001,"LINESTRING (15.033447 58.538921, 15.0335771 58.5389351, 15.0336786 58.5390059, 15.0337425 58.5390803, 15.0337646 58.5391336, 15.0337663 58.5391869, 15.0337527 58.5392358, 15.0337152 58.5392891, 15.0336625 58.5393362, 15.0335211 58.5394425, 15.0332672 58.5396103, 15.0330933 58.5396848)",1,,
8200622,Utsiktsvägen,residential,30,False,True,27.154,"LINESTRING (15.0392494 58.5383656, 15.0388128 58.5384534)",,,
159984924,Marstadsvägen,residential,30,False,False,92.041,"LINESTRING (15.0392494 58.5383656, 15.0396074 58.5384395, 15.0398603 58.5385289, 15.0403683 58.5389138)",,,
"[194876298, 159984924]","['Terrassgatan', 'Marstadsvägen']",residential,30,False,True,212.34300000000002,"LINESTRING (15.0392494 58.5383656, 15.0384438 58.5379354, 15.0375632 58.5381101, 15.0372107 58.5381842, 15.0366619 58.5383164, 15.0362349 58.538355, 15.0361851 58.5383546, 15.0361291 58.5383466, 15.0360937 58.5383387)",,,
8200888,Radiovägen,residential,30,False,False,47.75,"LINESTRING (15.0340265 58.543354, 15.0348366 58.5434294)",,,
8200859,Samuelsbergsgatan,residential,30,False,False,116.671,"LINESTRING (15.0340265 58.543354, 15.0339662 58.5439476, 15.0339546 58.544066, 15.0339036 58.5444012)",,,
8200859,Samuelsbergsgatan,residential,30,False,True,201.935,"LINESTRING (15.0340265 58.543354, 15.0340342 58.5432768, 15.0341964 58.5425566, 15.0342121 58.5424871, 15.0343799 58.5417965, 15.0344395 58.541551)",,,
8200888,Radiovägen,residential,30,False,False,43.946,"LINESTRING (15.0348366 58.5434294, 15.0355897 58.5434711)",,,
8200888,Radiovägen,residential,30,False,True,47.75,"LINESTRING (15.0348366 58.5434294, 15.0340265 58.543354)",,,
72096760,Davidshemsgatan,residential,30,False,False,115.823,"LINESTRING (15.0348366 58.5434294, 15.0354495 58.5424381)",,,
8200868,Olovsgatan,residential,30,False,False,41.058,"LINESTRING (15.0330933 58.5396848, 15.0332683 58.5397473, 15.0336411 58.5399176)",,,
"[160585620, 822993423]",Lasarettsgatan,tertiary,40,True,False,96.16499999999999,"LINESTRING (15.0330933 58.5396848, 15.0331619 58.5395939, 15.0335518 58.5393051, 15.0335927 58.5392509, 15.0336027 58.5392098, 15.0335944 58.5391496, 15.0335695 58.5390942, 15.0335206 58.5390527, 15.0334323 58.5389948, 15.033447 58.538921)","['1', '2']",,
8200868,Olovsgatan,residential,30,False,False,51.071,"LINESTRING (15.0336411 58.5399176, 15.034368 58.5401765)",,,
8200622,Utsiktsvägen,residential,30,False,False,348.757,"LINESTRING (15.0336411 58.5399176, 15.0340435 58.5396352, 15.0342516 58.5394891, 15.0344635 58.5394002, 15.034656 58.539348, 15.0352201 58.5392252, 15.0364648 58.5389328, 15.0373018 58.5387591, 15.0380216 58.5386098, 15.0388128 58.5384534)",,,
8200868,Olovsgatan,residential,30,False,True,41.058,"LINESTRING (15.0336411 58.5399176, 15.0332683 58.5397473, 15.0330933 58.5396848)",,,
8200868,Olovsgatan,residential,30,False,False,119.112,"LINESTRING (15.0347508 58.5403264, 15.036425 58.5409461)",,,
8200868,Olovsgatan,residential,30,False,True,27.773,"LINESTRING (15.0347508 58.5403264, 15.034368 58.5401765)",,,
8200859,Samuelsbergsgatan,residential,30,False,False,137.393,"LINESTRING (15.0347508 58.5403264, 15.0346198 58.5409418, 15.0344652 58.5414642, 15.0344395 58.541551)",,,
8200868,Olovsgatan,residential,30,False,True,119.112,"LINESTRING (15.036425 58.5409461, 15.0347508 58.5403264)",,,
8200876,Floragatan,residential,30,False,False,41.925,"LINESTRING (15.036425 58.5409461, 15.0370545 58.5407611)",,,
72096760,Davidshemsgatan,residential,30,False,True,86.445,"LINESTRING (15.036425 58.5409461, 15.0359164 58.5416768)",,,
8200876,Floragatan,residential,30,False,True,50.035,"LINESTRING (15.0408079 58.5397634, 15.0402577 58.5399102, 15.0400402 58.5399682)",,,
155592855,Marstadsvägen,residential,30,False,False,101.33600000000001,"LINESTRING (15.0408079 58.5397634, 15.0408608 58.5398668, 15.0411115 58.5406604)",,,
159984924,Marstadsvägen,residential,30,False,True,99.376,"LINESTRING (15.0408079 58.5397634, 15.0407939 58.5395783, 15.0407376 58.5393851, 15.0407073 58.5393133, 15.0406003 58.5391287, 15.0405807 58.5391106, 15.0403683 58.5389138)",,,
8200876,Floragatan,residential,30,False,False,81.811,"LINESTRING (15.0382633 58.5404394, 15.0395201 58.5401061)",,,
8200876,Floragatan,residential,30,False,True,78.743,"LINESTRING (15.0382633 58.5404394, 15.0370545 58.5407611)",,,
155729955,Eketorpsgatan,residential,30,False,False,72.145,"LINESTRING (15.0382633 58.5404394, 15.0388381 58.5410147)",,,
8200888,Radiovägen,residential,30,False,True,470.95300000000003,"LINESTRING (15.0422405 58.5454351, 15.0414407 58.5453392, 15.0410609 58.5452816, 15.0403261 58.5451999, 15.039077 58.5450863, 15.0387544 58.5450587, 15.0379817 58.5449558, 15.0371887 58.5446099, 15.036323 58.5440741, 15.0361271 58.5439529, 15.0358693 58.543655, 15.0355897 58.5434711)",,,
8200622,Utsiktsvägen,residential,30,False,False,27.154,"LINESTRING (15.0388128 58.5384534, 15.0392494 58.5383656)",,,
72096767,Torngatan,residential,30,False,True,80.745,"LINESTRING (15.0388128 58.5384534, 15.0393419 58.539125)",,,
8200622,Utsiktsvägen,residential,30,False,True,348.757,"LINESTRING (15.0388128 58.5384534, 15.0380216 58.5386098, 15.0373018 58.5387591, 15.0364648 58.5389328, 15.0352201 58.5392252, 15.034656 58.539348, 15.0344635 58.5394002, 15.0342516 58.5394891, 15.0340435 58.5396352, 15.0336411 58.5399176)",,,
8200876,Floragatan,residential,30,False,True,33.855,"LINESTRING (15.0400402 58.5399682, 15.0395201 58.5401061)",,,
8200876,Floragatan,residential,30,False,False,50.035,"LINESTRING (15.0400402 58.5399682, 15.0402577 58.5399102, 15.0408079 58.5397634)",,,
72096767,Torngatan,residential,30,False,False,102.145,"LINESTRING (15.0400402 58.5399682, 15.0398093 58.5396965, 15.0393419 58.539125)",,,
160585619,Lasarettsgatan,tertiary,40,False,True,7.748,"LINESTRING (15.033361 58.5388677, 15.033447 58.538921)",,,
"[822993424, 709702942]",Storgatan,tertiary,40,True,False,103.842,"LINESTRING (15.033361 58.5388677, 15.0334837 58.5387927, 15.0336591 58.5386982, 15.0338091 58.5386001, 15.0339037 58.538511, 15.0339934 58.5384035, 15.0340351 58.5383258, 15.034071 58.5382227, 15.0340699 58.5381886, 15.0340479 58.5381376, 15.0339938 58.5380551)","['1', '2']",,
155592855,Marstadsvägen,residential,30,False,False,427.47400000000005,"LINESTRING (15.0411115 58.5406604, 15.040994 58.540686, 15.0399166 58.540938, 15.0394604 58.5410498, 15.0392112 58.5411814, 15.0391417 58.5412602, 15.0388651 58.5416264, 15.0387793 58.541772, 15.0387818 58.5418817, 15.0388627 58.5420189, 15.0392084 58.5423767, 15.0393801 58.5425054, 15.0395704 58.5426471, 15.0397771 58.542679, 15.0400653 58.5426316, 15.0403564 58.5425838, 15.0409319 58.5424883, 15.0410645 58.5424663, 15.0415989 58.5424417)",,,
155592855,Marstadsvägen,residential,30,False,True,101.33600000000001,"LINESTRING (15.0411115 58.5406604, 15.0408608 58.5398668, 15.0408079 58.5397634)",,,
162784121,Marstadsvägen,residential,30,False,True,190.91200000000003,"LINESTRING (15.0411115 58.5406604, 15.0412953 58.5406408, 15.0415581 58.5406278, 15.0427345 58.5405677, 15.0428627 58.5405532, 15.0434754 58.5404812, 15.0435387 58.5404656, 15.0440673 58.5407975)",,,
