osmid,oneway,name,highway,maxspeed,reversed,length,geometry,tunnel,ref
"[24739355, 831804835]",True,Norra Torggatan,residential,40,False,87.995,"LINESTRING (13.5402489 55.935459, 13.5400443 55.9353608, 13.5394731 55.9350865, 13.5392477 55.9349783, 13.5391685 55.9349498)",,
"[1086425336, 25573840]",False,Storgatan,residential,40,True,58.08,"LINESTRING (13.5402489 55.935459, 13.540308 55.9353824, 13.5406099 55.9350659, 13.540673 55.9349941)",,
24739356,True,Mejerigatan,tertiary,40,False,59.855000000000004,"LINESTRING (13.5391685 55.9349498, 13.5392985 55.9348098, 13.5394137 55.9346672, 13.5395059 55.9345707, 13.5396407 55.9344846)",,
"[25574074, 25574075, 25574077]",False,"['Mejerigatan', 'Åkersbergsgatan']",tertiary,40,False,210.40200000000004,"LINESTRING (13.5391685 55.9349498, 13.5390771 55.9350159, 13.5388127 55.9352071, 13.5385486 55.9354731, 13.538459 55.9355647, 13.5383937 55.9356812, 13.5383934 55.9357161, 13.5384091 55.9357764, 13.5385502 55.9359718, 13.5387461 55.9361847, 13.5389205 55.9363977, 13.5389852 55.9365096, 13.5390185 55.9365766, 13.539042 55.9366435)",yes,
25617287,True,Norra Torggatan,residential,40,False,74.289,"LINESTRING (13.5391685 55.9349498, 13.5388217 55.9347856, 13.5382512 55.9345228)",,
"[25573840, 1086425336]",False,Storgatan,residential,40,False,58.08,"LINESTRING (13.540673 55.9349941, 13.5406099 55.9350659, 13.540308 55.9353824, 13.5402489 55.935459)",,
"[25574074, 25574075, 25574077]",False,"['Mejerigatan', 'Åkersbergsgatan']",tertiary,40,True,210.402,"LINESTRING (13.539042 55.9366435, 13.5390185 55.9365766, 13.5389852 55.9365096, 13.5389205 55.9363977, 13.5387461 55.9361847, 13.5385502 55.9359718, 13.5384091 55.9357764, 13.5383934 55.9357161, 13.5383937 55.9356812, 13.538459 55.9355647, 13.5385486 55.9354731, 13.5388127 55.9352071, 13.5390771 55.9350159, 13.5391685 55.9349498)",yes,
239507185,False,Åkersbergsgatan,unclassified,40,False,71.46099999999998,"LINESTRING (13.539042 55.9366435, 13.5390381 55.9367149, 13.5390126 55.9368257, 13.5389638 55.9369275, 13.538943 55.9369599, 13.5388937 55.9370367, 13.5388049 55.9371144, 13.5387187 55.9371769, 13.5386305 55.9372219)",,
25574078,False,Maglasätevägen,unclassified,40,False,311.84999999999997,"LINESTRING (13.5386305 55.9372219, 13.53849 55.9372422, 13.538326 55.9372594, 13.5380676 55.9372701, 13.537901 55.9372659, 13.5372275 55.9371766, 13.5368983 55.937129, 13.5367214 55.9371034, 13.5360765 55.9370238, 13.5354821 55.9370145, 13.5343002 55.9370457, 13.533684 55.9370525)",,
239507185,False,Åkersbergsgatan,unclassified,40,True,71.461,"LINESTRING (13.5386305 55.9372219, 13.5387187 55.9371769, 13.5388049 55.9371144, 13.5388937 55.9370367, 13.538943 55.9369599, 13.5389638 55.9369275, 13.5390126 55.9368257, 13.5390381 55.9367149, 13.539042 55.9366435)",,
25617288,True,Nya Torg,residential,40,False,59.92,"LINESTRING (13.5382512 55.9345228, 13.5388811 55.9341155)",,
25617287,True,Norra Torggatan,residential,40,False,90.46000000000001,"LINESTRING (13.5382512 55.9345228, 13.5376812 55.9342606, 13.5370647 55.934058)",,
25617289,True,Södra Torggatan,residential,40,False,62.638,"LINESTRING (13.5388811 55.9341155, 13.5390419 55.9341936, 13.53945 55.9343919, 13.5395933 55.9344636, 13.5396407 55.9344846)",,
239673871,True,Södra Torggatan,residential,40,False,85.697,"LINESTRING (13.5396407 55.9344846, 13.5396763 55.9345011, 13.5397792 55.934552, 13.5398387 55.9345814, 13.5403949 55.9348566, 13.5405744 55.9349454, 13.540673 55.9349941)",,
259875497,True,Mejerigatan,tertiary,40,False,60.248,"LINESTRING (13.5396407 55.9344846, 13.5394876 55.9346879, 13.5393595 55.9348348, 13.5392782 55.934894, 13.5391685 55.9349498)",,
260252899,False,Mejerigatan,tertiary,40,False,71.053,"LINESTRING (13.5396407 55.9344846, 13.5399312 55.9342933, 13.5404105 55.9340134)",,
44025618,False,Föreningsgatan,residential,40,True,104.774,"LINESTRING (13.5404105 55.9340134, 13.5403542 55.9339894, 13.5397775 55.9336979, 13.5391928 55.9333643)",,
"[260252899, 25574076]",False,"['Mejerigatan', 'Södergatan']",tertiary,40,False,129.334,"LINESTRING (13.5404105 55.9340134, 13.5406084 55.9338981, 13.540707 55.9337866, 13.5412088 55.9332201, 13.5413592 55.9329886)",,
260252899,False,Mejerigatan,tertiary,40,True,71.053,"LINESTRING (13.5404105 55.9340134, 13.5399312 55.9342933, 13.5396407 55.9344846)",,
97237848,False,Västergatan,residential,40,False,59.781,"LINESTRING (13.5370647 55.934058, 13.5365214 55.9345012)",,
"[52044905, 44025617]",False,"['Lilla Tvärgatan', 'Norra Torggatan']",residential,40,True,292.36499999999995,"LINESTRING (13.5370647 55.934058, 13.5339975 55.9332183, 13.533903 55.9331658, 13.5338983 55.9331011, 13.5342437 55.9325568)",,
97237848,False,Västergatan,residential,40,True,72.732,"LINESTRING (13.5370647 55.934058, 13.5375363 55.9338998, 13.5377128 55.9338426, 13.5380712 55.9337264)",,
97237848,False,Västergatan,residential,40,True,59.781,"LINESTRING (13.5365214 55.9345012, 13.5370647 55.934058)",,
25574078,False,Maglasätevägen,unclassified,40,True,306.447,"LINESTRING (13.5289146 55.9376117, 13.5299933 55.9373577, 13.5305426 55.9372602, 13.5309397 55.9371972, 13.5311834 55.9371654, 13.5321568 55.9370921, 13.5327737 55.9370708, 13.5329318 55.9370669, 13.533684 55.9370525)",,
44025615,False,Flygarevägen,residential,40,True,107.827,"LINESTRING (13.5284127 55.9306245, 13.5297993 55.931205)",,
44025615,False,Flygarevägen,residential,40,True,90.955,"LINESTRING (13.5342437 55.9325568, 13.5356356 55.9328041)",,
44025615,False,Flygarevägen,residential,40,False,324.531,"LINESTRING (13.5342437 55.9325568, 13.5312241 55.9319652, 13.5308164 55.9318698, 13.5306428 55.9317979, 13.5297993 55.931205)",,
"[44025617, 52044905]",False,"['Lilla Tvärgatan', 'Norra Torggatan']",residential,40,False,292.365,"LINESTRING (13.5342437 55.9325568, 13.5338983 55.9331011, 13.533903 55.9331658, 13.5339975 55.9332183, 13.5370647 55.934058)",,
97237848,False,Västergatan,residential,40,False,46.417,"LINESTRING (13.5387169 55.933518, 13.5380712 55.9337264)",,
97237848,False,Västergatan,residential,40,True,34.216,"LINESTRING (13.5387169 55.933518, 13.5391928 55.9333643)",,
44025615,False,Flygarevägen,residential,40,False,36.058,"LINESTRING (13.5387169 55.933518, 13.5385286 55.9334047, 13.5382449 55.9333458)",,
97237848,False,Västergatan,residential,40,False,34.216,"LINESTRING (13.5391928 55.9333643, 13.5387169 55.933518)",,
44025618,False,Föreningsgatan,residential,40,False,104.774,"LINESTRING (13.5391928 55.9333643, 13.5397775 55.9336979, 13.5403542 55.9339894, 13.5404105 55.9340134)",,
97237848,False,Västergatan,residential,40,True,35.997,"LINESTRING (13.5391928 55.9333643, 13.5394905 55.9332677, 13.5397077 55.9332191)",,
"[23209666, 301433046]",True,"['Storgatan', 'Järnvägsgatan']",residential,40,False,79.387,"LINESTRING (13.5403284 55.9360557, 13.5400252 55.9359199, 13.5399762 55.9358478, 13.5400022 55.9357718, 13.5402489 55.935459)",,
