osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge,access
4568725,Ruddammsgatan,residential,30,False,False,64.986,"LINESTRING (17.1431017 60.6765648, 17.1431722 60.6765834, 17.1441562 60.6768384)",,,
332963638,Norra Rådmansgatan,tertiary,30,True,False,103.207,"LINESTRING (17.1431017 60.6765648, 17.1430561 60.6766087, 17.1426235 60.6770261, 17.1423116 60.677336, 17.1422527 60.6773946)",,,
20442561,Slottstorget,tertiary,30,False,True,7.248,"LINESTRING (17.1465997 60.672287, 17.1464676 60.6722791)",,,
"[20462120, 20460931]","['Slottstorget', 'Västra Islandsgatan']","['unclassified', 'tertiary']",30,False,"[False, True]",125.47300000000001,"LINESTRING (17.1465997 60.672287, 17.1467104 60.67254, 17.1468983 60.6728184, 17.147154 60.6729028, 17.1479768 60.6730391)",,,
1203951634,Timmermansgatan,residential,30,False,False,60.81,"LINESTRING (17.1476851 60.6711789, 17.1475605 60.6711457, 17.1467008 60.6709208)",,,
10075527,Norra Kungsgatan,tertiary,30,True,False,106.509,"LINESTRING (17.1412488 60.6771808, 17.1413803 60.6770515, 17.1418504 60.6766327, 17.1420531 60.6764473, 17.1421304 60.6763754, 17.1421725 60.6763366)",,,
21602668,Staketgatan,secondary,50,True,False,60.582,"LINESTRING (17.1412488 60.6771808, 17.1414768 60.677187, 17.1422527 60.6773946)",2,,
21602669,Staketgatan,secondary,50,False,True,115.721,"LINESTRING (17.1412488 60.6771808, 17.1410954 60.6771393, 17.1403489 60.6769482, 17.1395428 60.6767419, 17.1393674 60.676697)",2,,
8877943,Norra Rådmansgatan,tertiary,30,True,False,12.231,"LINESTRING (17.1422527 60.6773946, 17.1421499 60.6774924)",,,
25343399,Staketgatan,secondary,50,True,False,128.656,"LINESTRING (17.1422527 60.6773946, 17.142378 60.6774269, 17.142782 60.6775311, 17.1443432 60.6779337)",,,
20450669,Hantverkargatan,residential,30,False,True,63.101,"LINESTRING (17.1403306 60.6780599, 17.1393009 60.6777996)",,,
8877945,Norra Kungsgatan,tertiary,30,True,False,109.797,"LINESTRING (17.1403306 60.6780599, 17.1411231 60.6772996, 17.1412488 60.6771808)",,,
8877945,Norra Kungsgatan,tertiary,30,True,False,110.2,"LINESTRING (17.1394168 60.6789439, 17.1395252 60.6788538, 17.1403306 60.6780599)",,,
8877947,Valbogatan,tertiary,50,False,True,55.644999999999996,"LINESTRING (17.1394168 60.6789439, 17.1395058 60.6789669, 17.1401971 60.6791458, 17.1403203 60.6791777)",,,
308430022,Valbogatan,tertiary,50,False,False,65.30199999999999,"LINESTRING (17.1394168 60.6789439, 17.1392243 60.678894, 17.1383439 60.6786816)",,,
4568725,Ruddammsgatan,residential,30,False,False,65.334,"LINESTRING (17.1441562 60.6768384, 17.1452173 60.6771126)",,,
4568723,Norra Köpmangatan,residential,30,False,True,91.273,"LINESTRING (17.1441562 60.6768384, 17.1438744 60.6771001, 17.1433745 60.6775645)",,,
4568725,Ruddammsgatan,residential,30,False,True,64.986,"LINESTRING (17.1441562 60.6768384, 17.1431722 60.6765834, 17.1431017 60.6765648)",,,
20444426,Norra Köpmangatan,residential,30,True,False,101.92099999999999,"LINESTRING (17.1441562 60.6768384, 17.144538 60.6764571, 17.1450158 60.6760244)",,,
4568723,Norra Köpmangatan,residential,30,False,False,91.273,"LINESTRING (17.1433745 60.6775645, 17.1438744 60.6771001, 17.1441562 60.6768384)",,,
4568725,Ruddammsgatan,residential,30,False,True,65.334,"LINESTRING (17.1452173 60.6771126, 17.1441562 60.6768384)",,,
10075522,Ruddammsgatan,residential,30,False,False,56.378,"LINESTRING (17.1452173 60.6771126, 17.1461333 60.6773489)",,,
20444778,Norra Kopparslagargatan,residential,30,True,False,101.923,"LINESTRING (17.1452173 60.6771126, 17.1460957 60.6763032)",,,
25343399,Staketgatan,secondary,50,True,False,108.201,"LINESTRING (17.1443432 60.6779337, 17.146098 60.6783902)",,,
19785684,Norra Kopparslagargatan,residential,30,True,False,102.968,"LINESTRING (17.1443432 60.6779337, 17.1443839 60.6778919, 17.1452173 60.6771126)",,,
"[8877977, 10075569]","['Staketgatan', 'Strömsbrovägen']",secondary,50,True,False,130.578,"LINESTRING (17.1491228 60.6793175, 17.1481538 60.6790695, 17.1471904 60.678828, 17.1469916 60.6787792)",,,
10075561,Norra Centralgatan,tertiary,50,True,False,16.467,"LINESTRING (17.1463069 60.6784423, 17.1461555 60.6785705)",,,
10075542,Staketgatan,secondary,50,True,False,121.68299999999999,"LINESTRING (17.1463069 60.6784423, 17.14713 60.6786585, 17.1482786 60.6789573)",,,
10075522,Ruddammsgatan,residential,30,False,True,12.393,"LINESTRING (17.1486501 60.6779981, 17.1484487 60.6779462)",,,
"[4568730, 96896916, 10075550]",Stora Esplanadgatan,tertiary,50,True,False,167.136,"LINESTRING (17.1486501 60.6779981, 17.1479221 60.6786534, 17.1473956 60.6791155, 17.1471754 60.6793163)",,yes,
10075578,Fältskärsleden,secondary_link,50,True,False,203.394,"LINESTRING (17.1506606 60.677808, 17.1501439 60.6783435, 17.14989 60.6785613, 17.1495806 60.6788434, 17.1494522 60.6789885, 17.1494337 60.6790371, 17.1494337 60.6790929, 17.1494487 60.6791392, 17.1494768 60.6791926, 17.1495431 60.6792462, 17.1496299 60.679291, 17.1499051 60.6794043)",,,
25162031,Södra Kopparslagargatan,residential,30,False,False,28.348,"LINESTRING (17.1505159 60.6723628, 17.1503331 60.6726015)",,,
20473930,Nedre Bergsgatan,residential,30,False,True,83.095,"LINESTRING (17.1505159 60.6723628, 17.1501504 60.6722912, 17.1500798 60.6722618, 17.1496836 60.6721805, 17.1491061 60.6720846)",,,permissive
25162031,Södra Kopparslagargatan,residential,30,False,True,58.811,"LINESTRING (17.1505159 60.6723628, 17.1506228 60.6722305, 17.1509258 60.6718735)",,,
20476774,Övre Bergsgatan,residential,30,False,True,22.673,"LINESTRING (17.1509258 60.6718735, 17.1505287 60.6718123)",,,permissive
25162031,Södra Kopparslagargatan,residential,30,False,True,40.46,"LINESTRING (17.1509258 60.6718735, 17.1512756 60.6715525)",,,
25162031,Södra Kopparslagargatan,residential,30,False,False,58.811,"LINESTRING (17.1509258 60.6718735, 17.1506228 60.6722305, 17.1505159 60.6723628)",,,
8120297,Ruddammsgränd,residential,30,False,True,39.673,"LINESTRING (17.1482073 60.6734483, 17.148454 60.6731126)",,,permissive
4568728,Södra Skeppsbron,tertiary,50,False,False,74.342,"LINESTRING (17.1543057 60.6750013, 17.1544363 60.6750338, 17.1554347 60.675284, 17.1555245 60.6753021)",2,,
"[9410795, 9410798, 8877903]",Fältskärsleden,secondary,50,True,False,88.03,"LINESTRING (17.1543057 60.6750013, 17.1541782 60.6751156, 17.1537529 60.6755089, 17.1535423 60.6756991)",,yes,
10075531,Nygatan,residential,30,True,False,62.056,"LINESTRING (17.1380953 60.6740555, 17.1391041 60.674315)",,,
20439653,Kaplansgatan,residential,30,False,True,66.967,"LINESTRING (17.1380953 60.6740555, 17.1386623 60.6735211)",,,
25343385,Kaplansgatan,residential,30,False,False,13.934999999999999,"LINESTRING (17.1380953 60.6740555, 17.1380473 60.6741006, 17.1379769 60.6741666)",,,
20429749,Norra Skeppargatan,residential,30,False,True,47.451,"LINESTRING (17.1421785 60.6727384, 17.1417593 60.6731125)",,,
"[4954793, 8877962]","['Kaplansgatan', 'Norra Strandgatan']",residential,30,False,False,164.19699999999997,"LINESTRING (17.1421785 60.6727384, 17.1403919 60.6722579, 17.1401896 60.6722426, 17.1399963 60.6723304, 17.1397243 60.6725407)",,,
4954793,Norra Strandgatan,residential,30,False,True,65.327,"LINESTRING (17.1421785 60.6727384, 17.1426037 60.6728491, 17.1432377 60.6730141)",,,
7988429,Norra Skeppargatan,residential,30,False,True,80.513,"LINESTRING (17.1417593 60.6731125, 17.1410397 60.673745)",,,
20429749,Norra Skeppargatan,residential,30,False,False,47.451,"LINESTRING (17.1417593 60.6731125, 17.1421785 60.6727384)",,,
"[8579945, 7988428]","['Norra Stapeltorgsgatan', 'Kyrkogatan']",residential,30,False,True,135.95800000000003,"LINESTRING (17.1417593 60.6731125, 17.140704 60.672822, 17.1406007 60.6729162, 17.1402345 60.67325, 17.1400971 60.6733772)",,,
96896982,Stora Esplanadgatan,tertiary,50,True,False,14.471,"LINESTRING (17.1495487 60.6770669, 17.1495054 60.6771151, 17.1494402 60.6771857)",,,
96896982,Stora Esplanadgatan,tertiary,50,True,False,66.624,"LINESTRING (17.1499979 60.6765101, 17.1499267 60.6766246, 17.1496806 60.6769126, 17.1495487 60.6770669)",,,
"[499890236, 20414790]",Centralplan,living_street,"['7', '10']",False,True,45.402,"LINESTRING (17.1499979 60.6765101, 17.1500472 60.6764134, 17.1500693 60.6763249, 17.1499169 60.6761185)",,,
7988397,Norra Skeppsbron,unclassified,50,False,False,15.23,"LINESTRING (17.1535423 60.6756991, 17.1534244 60.6755749)",,,
8877904,Fältskärsleden,secondary,50,True,False,94.15899999999999,"LINESTRING (17.1535423 60.6756991, 17.1534196 60.6758213, 17.1527194 60.6764437)",2,,
13896012,Norra Skeppsbron,unclassified,50,False,False,145.028,"LINESTRING (17.1535423 60.6756991, 17.1536847 60.675742, 17.1546703 60.6760314, 17.1547034 60.6760411, 17.1554142 60.6762552, 17.1557817 60.6764016)",,,
"[4954794, 499890237, 20414790]",Centralplan,"['living_street', 'tertiary']","['7', '50', '10']",False,False,70.73,"LINESTRING (17.1509443 60.6750156, 17.1508383 60.6751111, 17.1505893 60.6753237, 17.1504393 60.67547, 17.150343 60.6755788)",,,
"[332963641, 8877935]",Norra Strandgatan,residential,30,False,False,106.415,"LINESTRING (17.1509443 60.6750156, 17.1507414 60.6749752, 17.15014 60.6748375, 17.1496902 60.6747315, 17.1491726 60.6746123)",,,
