osmid,oneway,name,highway,maxspeed,reversed,length,lanes,geometry,ref
"[812555704, 211935486]",True,Västra Bangatan,tertiary,"['30', '50']",False,505.334,2,"LINESTRING (17.8603617 59.6281117, 17.8603767 59.627979, 17.8604327 59.6275712, 17.8604591 59.6273941, 17.8604792 59.6273152, 17.8604823 59.6272941, 17.8605011 59.6271669, 17.8605456 59.6269886, 17.8606386 59.6264351, 17.8606622 59.6258508, 17.860634 59.6254261, 17.8605666 59.6250025, 17.86006 59.6237741, 17.8599875 59.6236054)",
8255041,True,Måbyleden,tertiary,50,False,11.214,,"LINESTRING (17.8599488 59.6235333, 17.860148 59.6235381)",AB 905
109449461,True,Västra Bangatan,tertiary,50,False,181.56000000000003,2,"LINESTRING (17.8599488 59.6235333, 17.8596604 59.622784, 17.8592876 59.6220896, 17.8592587 59.6220361, 17.8592094 59.621945)",
"[1136157237, 327943223]",False,Stockholmsvägen,residential,30,True,154.659,,"LINESTRING (17.8441062 59.6265989, 17.8441422 59.6265507, 17.8441495 59.6265407, 17.844195 59.6264948, 17.8442554 59.6264207, 17.844312 59.6263983, 17.8444408 59.6263549, 17.8446124 59.6263245, 17.8448442 59.6262942, 17.8448659 59.6262893, 17.8451532 59.6262247, 17.8454965 59.6261162, 17.8459357 59.6259507, 17.8460973 59.6258862, 17.8462807 59.6258219)",
"[812556348, 812556349]",False,Stationsgatan,tertiary,"['30', '50']",False,101.59,2,"LINESTRING (17.8441062 59.6265989, 17.8446771 59.626695, 17.8449285 59.6267417, 17.8452392 59.6268007, 17.8455458 59.6268481, 17.8458164 59.6268931)",
812556348,False,Stationsgatan,tertiary,50,False,51.052,2,"LINESTRING (17.8458164 59.6268931, 17.8466823 59.6270313)",
"[812556348, 812556349]",False,Stationsgatan,tertiary,"['50', '30']",True,101.58999999999999,2,"LINESTRING (17.8458164 59.6268931, 17.8455458 59.6268481, 17.8452392 59.6268007, 17.8449285 59.6267417, 17.8446771 59.626695, 17.8441062 59.6265989)",
812556348,False,Stationsgatan,tertiary,50,False,16.222,2,"LINESTRING (17.8466823 59.6270313, 17.8469607 59.6270696)",
812556348,False,Stationsgatan,tertiary,50,True,51.052,2,"LINESTRING (17.8466823 59.6270313, 17.8458164 59.6268931)",
37933993,True,Bergsstigen,residential,,False,139.966,,"LINESTRING (17.8466823 59.6270313, 17.8466914 59.6269894, 17.8467147 59.6268471, 17.8467431 59.6266047, 17.8467535 59.6264474, 17.846689 59.626276, 17.8464301 59.6259688, 17.8462807 59.6258219)",
13880703,False,Dragonvägen,residential,50,False,68.289,2,"LINESTRING (17.8515933 59.6275114, 17.8515762 59.6275554, 17.8515655 59.6275959, 17.8514828 59.6280391, 17.8514674 59.628122)",
35380831,False,Tallstigen,residential,30,True,106.479,,"LINESTRING (17.8515933 59.6275114, 17.8516044 59.6274578, 17.8516136 59.6274163, 17.8516728 59.6272344, 17.8516894 59.6270273, 17.8517022 59.6268685, 17.8517157 59.6267006, 17.8517072 59.6265573)",
288004891,False,Stationsgatan,tertiary,50,False,111.447,,"LINESTRING (17.8515933 59.6275114, 17.8526031 59.6275544, 17.8535641 59.6276168)",
812556348,False,Stationsgatan,tertiary,50,True,81.881,2,"LINESTRING (17.8515933 59.6275114, 17.851291 59.6274863, 17.8508806 59.6274352, 17.8505631 59.6274091, 17.8504747 59.6274011, 17.8503227 59.6273874, 17.8501622 59.6273784)",
23138322,False,Sätunavägen,residential,,False,140.349,,"LINESTRING (17.8535641 59.6276168, 17.8535901 59.6275452, 17.8539394 59.626369)",
288004891,False,Stationsgatan,tertiary,50,False,129.794,,"LINESTRING (17.8535641 59.6276168, 17.8542709 59.6276522, 17.8548288 59.6276912, 17.8554297 59.6277346, 17.8557322 59.6277558, 17.8558543 59.6277621)",
288004891,False,Stationsgatan,tertiary,50,True,111.447,,"LINESTRING (17.8535641 59.6276168, 17.8526031 59.6275544, 17.8515933 59.6275114)",
23138324,False,Dalgatan,residential,30,False,15.672,,"LINESTRING (17.8558543 59.6277621, 17.8558693 59.6277095, 17.8558941 59.6276226)",
288004891,False,Stationsgatan,tertiary,50,False,100.113,,"LINESTRING (17.8558543 59.6277621, 17.8564081 59.6278041, 17.8573349 59.6279094, 17.8576037 59.6279259)",
288004891,False,Stationsgatan,tertiary,50,True,129.79399999999998,,"LINESTRING (17.8558543 59.6277621, 17.8557322 59.6277558, 17.8554297 59.6277346, 17.8548288 59.6276912, 17.8542709 59.6276522, 17.8535641 59.6276168)",
59648394,False,Södergatan,residential,,True,180.08299999999997,,"LINESTRING (17.8576037 59.6279259, 17.8575776 59.6280666, 17.8575575 59.6281426, 17.8575395 59.6283076, 17.8573806 59.6290136, 17.8573454 59.6291454, 17.8572416 59.6295346)",
288004891,False,Stationsgatan,tertiary,50,True,100.113,,"LINESTRING (17.8576037 59.6279259, 17.8573349 59.6279094, 17.8564081 59.6278041, 17.8558543 59.6277621)",
288004892,True,Stationsgatan,tertiary,50,False,156.81900000000002,,"LINESTRING (17.8576037 59.6279259, 17.8579944 59.627918, 17.8591427 59.6280091, 17.8600693 59.6280826, 17.8603617 59.6281117)",
"[288004893, 37349382]",False,Södergatan,residential,"['50', '30']","[False, True]",467.53499999999997,,"LINESTRING (17.8576037 59.6279259, 17.8576273 59.6278083, 17.8576434 59.6277615, 17.8577937 59.6273016, 17.8578119 59.6272305, 17.8578201 59.6271985, 17.8580566 59.6262281, 17.8580833 59.6261188, 17.8581117 59.6260025, 17.8581594 59.6258165, 17.8582213 59.6256436, 17.8582466 59.6255479, 17.8582632 59.6254672, 17.858268 59.6251859, 17.8582123 59.6247795, 17.8581972 59.6246847, 17.8581342 59.6237462)",
13868948,False,Nymärsta Kulle,residential,50,True,8.639,,"LINESTRING (17.8593588 59.6219269, 17.8592094 59.621945)",
884280660,True,Västra Bangatan,tertiary,50,False,184.592,2,"LINESTRING (17.8593588 59.6219269, 17.8594041 59.6220144, 17.8597999 59.6227786, 17.8600869 59.6234134, 17.860148 59.6235381)",
13880703,False,Dragonvägen,residential,50,True,68.289,2,"LINESTRING (17.8514674 59.628122, 17.8514828 59.6280391, 17.8515655 59.6275959, 17.8515762 59.6275554, 17.8515933 59.6275114)",
23138156,False,Arenbergavägen,residential,30,False,77.65700000000001,,"LINESTRING (17.8514674 59.628122, 17.8507716 59.6280719, 17.8503339 59.6280633, 17.8500935 59.6280633)",
893683109,False,Stockholmsvägen,residential,30,False,30.897000000000002,,"LINESTRING (17.8553824 59.6219625, 17.8550883 59.6220445, 17.8549001 59.6220956)",
"[893683110, 211935479]",False,Centrumleden,residential,"['30', '50']",True,61.015,,"LINESTRING (17.8553824 59.6219625, 17.8553286 59.6219065, 17.8552826 59.621854, 17.8551445 59.6217132, 17.854979 59.6215766, 17.8548379 59.6214907)",
"[893985453, 893985454, 37349382]",False,Södergatan,residential,30,False,229.694,,"LINESTRING (17.8553824 59.6219625, 17.8560909 59.6217924, 17.8563253 59.6217405, 17.8565472 59.6217706, 17.8567286 59.6218501, 17.8568414 59.6219675, 17.8570497 59.6222042, 17.8573462 59.6225914, 17.8575863 59.6227402, 17.8577579 59.6228791, 17.857873 59.623008)",
13889942,False,Stockholmsvägen,residential,50,False,39.3,,"LINESTRING (17.8549001 59.6220956, 17.8542963 59.6222736)",
23138037,False,Ringvägen,residential,30,False,73.028,,"LINESTRING (17.8549001 59.6220956, 17.8541438 59.6215617)",
893683109,False,Stockholmsvägen,residential,30,True,30.897000000000002,,"LINESTRING (17.8549001 59.6220956, 17.8550883 59.6220445, 17.8553824 59.6219625)",
13889942,False,Stockholmsvägen,residential,50,False,51.231,,"LINESTRING (17.8504575 59.6234601, 17.849788 59.6237726)",
13889942,False,Stockholmsvägen,residential,50,True,173.827,,"LINESTRING (17.8504575 59.6234601, 17.8505801 59.6234106, 17.8506445 59.6233859, 17.8507101 59.6233606, 17.8510841 59.623217, 17.8516849 59.6230347, 17.8523223 59.6228376, 17.8525924 59.6227583, 17.8530672 59.6226267)",
23138317,False,Centralgatan,residential,30,False,126.629,,"LINESTRING (17.8504575 59.6234601, 17.8506346 59.6235602, 17.8511149 59.6238318, 17.8520003 59.6242893)",
13889942,False,Stockholmsvägen,residential,50,False,55.39,,"LINESTRING (17.849788 59.6237726, 17.8491322 59.6241443)",
13889942,False,Stockholmsvägen,residential,50,True,51.231,,"LINESTRING (17.849788 59.6237726, 17.8504575 59.6234601)",
102717770,False,Ringvägen,residential,30,False,16.76,,"LINESTRING (17.849788 59.6237726, 17.8496418 59.6237264, 17.8495337 59.623694)",
13889942,False,Stockholmsvägen,residential,50,True,55.39,,"LINESTRING (17.8491322 59.6241443, 17.849788 59.6237726)",
"[1136157238, 893683108, 13889942]",False,Stockholmsvägen,residential,"['50', '30']",False,248.75600000000003,,"LINESTRING (17.8491322 59.6241443, 17.8485929 59.6245517, 17.8482173 59.6248272, 17.8478998 59.6250616, 17.8476766 59.6252178, 17.8473349 59.6254279, 17.8471681 59.625495, 17.8466981 59.6256822, 17.8462807 59.6258219)",
23138071,False,Odenvägen,residential,30,True,121.233,,"LINESTRING (17.8491322 59.6241443, 17.8493468 59.6242788, 17.8494271 59.6243803, 17.8495356 59.6245175, 17.8496558 59.6247302, 17.8496901 59.6249298, 17.8496901 59.6251686)",
23138037,False,Ringvägen,residential,30,True,73.028,,"LINESTRING (17.8541438 59.6215617, 17.8549001 59.6220956)",
"[24356824, 23138037]",False,Ringvägen,residential,30,False,526.131,,"LINESTRING (17.8541438 59.6215617, 17.8540379 59.6214715, 17.853089 59.6207544, 17.8526427 59.6204506, 17.8523423 59.6202986, 17.8520577 59.6201846, 17.8518121 59.6201312, 17.8516073 59.6201207, 17.8504437 59.6201367, 17.8501934 59.6201698, 17.850013 59.6202267, 17.8499058 59.6202687, 17.8498439 59.6202929, 17.8493796 59.620577, 17.8491329 59.6207541, 17.8489203 59.6210047, 17.8488067 59.6212293, 17.848763 59.6215183, 17.8487218 59.6218847, 17.8486916 59.6219487)",
24356824,False,Ringvägen,residential,,False,6.474,,"LINESTRING (17.8486916 59.6219487, 17.8486444 59.6220018)",
23138053,True,Ängsvägen,residential,30,False,311.917,,"LINESTRING (17.8486916 59.6219487, 17.8490807 59.6219133, 17.8499734 59.6218613, 17.8506474 59.6218392, 17.8511664 59.6218222, 17.8516223 59.6218097, 17.8524367 59.6217875, 17.8529088 59.6217571, 17.8533723 59.6217267, 17.8537671 59.6216659, 17.8541438 59.6215617)",
"[24356824, 23138037]",False,Ringvägen,residential,30,True,526.1310000000001,,"LINESTRING (17.8486916 59.6219487, 17.8487218 59.6218847, 17.848763 59.6215183, 17.8488067 59.6212293, 17.8489203 59.6210047, 17.8491329 59.6207541, 17.8493796 59.620577, 17.8498439 59.6202929, 17.8499058 59.6202687, 17.850013 59.6202267, 17.8501934 59.6201698, 17.8504437 59.6201367, 17.8516073 59.6201207, 17.8518121 59.6201312, 17.8520577 59.6201846, 17.8523423 59.6202986, 17.8526427 59.6204506, 17.853089 59.6207544, 17.8540379 59.6214715, 17.8541438 59.6215617)",
24356824,False,Ringvägen,residential,,True,6.474,,"LINESTRING (17.8486444 59.6220018, 17.8486916 59.6219487)",
24356824,False,Ringvägen,residential,,False,107.771,,"LINESTRING (17.8486444 59.6220018, 17.8490207 59.6224993, 17.8492781 59.622916)",
37933992,False,Ängsvägen,residential,30,True,173.074,,"LINESTRING (17.8486444 59.6220018, 17.8476397 59.6222294, 17.8467118 59.6224906, 17.8459737 59.6227641)",
37349374,False,Pilgatan,residential,30,False,56.772,,"LINESTRING (17.845493 59.6242528, 17.8460767 59.6246694)",
23138066,False,Ängsvägen,residential,30,False,114.02,,"LINESTRING (17.845493 59.6242528, 17.8452098 59.6243092, 17.8451239 59.6242528, 17.8446482 59.6234895)",
37349372,False,Idrottsvägen,residential,30,True,259.602,,"LINESTRING (17.845493 59.6242528, 17.8485229 59.6231827, 17.8492781 59.622916)",
23138066,False,Ängsvägen,residential,30,True,114.02,,"LINESTRING (17.8446482 59.6234895, 17.8451239 59.6242528, 17.8452098 59.6243092, 17.845493 59.6242528)",
37349376,False,Östergårds väg,residential,50,False,126.741,,"LINESTRING (17.8446482 59.6234895, 17.8443347 59.6235582, 17.8427652 59.6241107)",
37933992,False,Ängsvägen,residential,30,False,110.80199999999999,,"LINESTRING (17.8446482 59.6234895, 17.8447806 59.6233978, 17.8450724 59.6231634, 17.8459737 59.6227641)",
24442046,False,Ängsvägen,residential,30,False,85.179,,"LINESTRING (17.8459737 59.6227641, 17.8457016 59.6225995, 17.8454012 59.6224129, 17.8451325 59.6222573, 17.8452917 59.622191)",
37933992,False,Ängsvägen,residential,30,False,173.074,,"LINESTRING (17.8459737 59.6227641, 17.8467118 59.6224906, 17.8476397 59.6222294, 17.8486444 59.6220018)",
37933992,False,Ängsvägen,residential,30,True,110.80199999999999,,"LINESTRING (17.8459737 59.6227641, 17.8450724 59.6231634, 17.8447806 59.6233978, 17.8446482 59.6234895)",
24356824,False,Ringvägen,residential,,True,107.771,,"LINESTRING (17.8492781 59.622916, 17.8490207 59.6224993, 17.8486444 59.6220018)",
