osmid,lanes,name,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,bridge,tunnel
9893033,1,Hagarondellen,tertiary,40,roundabout,True,False,12.052,"LINESTRING (15.4213026 60.4899134, 15.4213322 60.4899294, 15.4213502 60.4899492, 15.4213547 60.4899708, 15.4213452 60.489992, 15.4213228 60.4900106)",,,
9893033,1,Hagarondellen,tertiary,40,roundabout,True,False,12.662,"LINESTRING (15.4213228 60.4900106, 15.4212878 60.4900255, 15.4212449 60.4900339, 15.4211987 60.4900349, 15.4211544 60.4900283, 15.4211169 60.490015)",,,
9893033,1,Hagarondellen,tertiary,40,roundabout,True,False,11.276,"LINESTRING (15.4211149 60.4899197, 15.4211474 60.4899072, 15.4211858 60.4899, 15.4212269 60.4898986, 15.421267 60.4899032, 15.4213026 60.4899134)",,,
25259774,,Röda vägen,tertiary,40,,False,True,83.372,"LINESTRING (15.4211149 60.4899197, 15.421011 60.4898954, 15.4198454 60.4895071)",,,
365255298,2,Skomakargatan,residential,40,,False,True,56.041000000000004,"LINESTRING (15.4144246 60.48261, 15.414473 60.4826851, 15.4146424 60.4828797, 15.4148827 60.4830573)",,,
365255298,2,Skomakargatan,residential,40,,False,False,56.041000000000004,"LINESTRING (15.4148827 60.4830573, 15.4146424 60.4828797, 15.414473 60.4826851, 15.4144246 60.48261)",,,
43172284,2,Kupolenrondellen,trunk,60,roundabout,True,False,2.121,"LINESTRING (15.4163022 60.4819587, 15.4162638 60.4819563)",,,
10787877,2,Kupolenrondellen,trunk,60,roundabout,True,False,3.495,"LINESTRING (15.4158126 60.4814243, 15.4158725 60.4814135)",,,
"[5113176, 5113177, 5113175]","['4', '3']",Dagnybron,tertiary,30,,False,True,72.826,"LINESTRING (15.4276318 60.4842052, 15.4275138 60.4842435, 15.4268823 60.484445, 15.4265095 60.4845561)",,yes,
47076526,1,Ovanbrogatan,tertiary,40,,True,False,146.91500000000002,"LINESTRING (15.4276318 60.4842052, 15.4276237 60.4840704, 15.4277042 60.4838788, 15.4279286 60.4835636, 15.4279973 60.483441, 15.4281226 60.483133, 15.4281226 60.482995, 15.4280942 60.4829189)",,,
177268719,2,Ovanbrogatan,tertiary,40,,False,False,235.939,"LINESTRING (15.4276318 60.4842052, 15.4277873 60.4843356, 15.4279473 60.4844567, 15.4285239 60.4849084, 15.4294143 60.485606, 15.42984 60.4859395, 15.4299248 60.4860012)",,,
"[5113176, 5113177, 5113175]","['4', '3']",Dagnybron,tertiary,30,,False,False,72.826,"LINESTRING (15.4265095 60.4845561, 15.4268823 60.484445, 15.4275138 60.4842435, 15.4276318 60.4842052)",,yes,
189294488,2,Jussi Björlings väg,tertiary,40,,False,False,236.631,"LINESTRING (15.4265095 60.4845561, 15.4267574 60.4847047, 15.4273367 60.4850879, 15.4281857 60.4857275, 15.4288605 60.4862415, 15.4289417 60.4863126)",,,
189294488,2,Jussi Björlings väg,tertiary,40,,False,True,113.946,"LINESTRING (15.4265095 60.4845561, 15.4261995 60.4844219, 15.4259118 60.4843294, 15.4254753 60.4842396, 15.4246648 60.4841122)",,,
39338404,2,Ovanbrogatan,tertiary,40,,False,True,135.79,"LINESTRING (15.431448 60.4871952, 15.4304067 60.4863872, 15.4301722 60.4862052, 15.4301211 60.4861637)",,,
177268794,2,Tunagatan,residential,40,,False,False,99.422,"LINESTRING (15.4292929 60.4815607, 15.4294758 60.4816549, 15.4298491 60.4818236, 15.4302409 60.4820011, 15.4305718 60.4821511, 15.4306066 60.4821762)",,,
"[1201494635, 1198407428]",2,Tunagatan,residential,40,,False,True,48.538,"LINESTRING (15.4292929 60.4815607, 15.4289627 60.4814923, 15.4287536 60.4814679, 15.4284418 60.4814552)",,,
1198407428,2,Tunagatan,residential,40,,False,True,9.342,"LINESTRING (15.4284418 60.4814552, 15.4282715 60.4814594)",,,
6174727,2,Tunagatan,tertiary,40,,True,False,73.366,"LINESTRING (15.4284418 60.4814552, 15.4284439 60.48152, 15.4284226 60.4815817, 15.4283782 60.4816521, 15.4283007 60.4817249, 15.4281962 60.4817954, 15.4280971 60.4818685, 15.4279415 60.4819544, 15.4278635 60.4820315)",,,
"[1201494635, 1198407428]",2,Tunagatan,residential,40,,False,False,48.538,"LINESTRING (15.4284418 60.4814552, 15.4287536 60.4814679, 15.4289627 60.4814923, 15.4292929 60.4815607)",,,
9602972,,Bygatan,residential,40,,False,False,62.357,"LINESTRING (15.4290978 60.483234, 15.4297819 60.4827858)",,,
8652617,,Borganäsvägen,residential,30,,True,False,200.17900000000003,"LINESTRING (15.4290978 60.483234, 15.429651 60.483558, 15.430288 60.4839554, 15.4305819 60.4841298, 15.4306612 60.4841836, 15.4310418 60.4844302, 15.4313059 60.4846013, 15.431369 60.4846437)",,,
8871186,,Trädgårdsgatan,residential,30,,False,False,89.336,"LINESTRING (15.431369 60.4846437, 15.43151 60.484601, 15.4318833 60.4844394, 15.4320635 60.4843492, 15.4325481 60.4840926)",,,
13859394,2,Framtidsrondellen,trunk,60,roundabout,True,False,6.378,"LINESTRING (15.4144202 60.4872253, 15.4145362 60.4872203)",,,
31114849,2,Tjärnavägen,trunk,60,,True,False,203.332,"LINESTRING (15.4145362 60.4872203, 15.414767 60.4871691, 15.4154279 60.4870126, 15.416263 60.4867155, 15.4175404 60.4861663)",E 16;70,,
236467450,2,Framtidsrondellen,trunk,60,roundabout,True,False,27.528999999999996,"LINESTRING (15.4145362 60.4872203, 15.414635 60.4872294, 15.414726 60.4872505, 15.4148035 60.487282, 15.4148624 60.4873221, 15.4148991 60.4873682)",,,
10493739,1,Röda vägen,tertiary,40,,True,False,30.427999999999997,"LINESTRING (15.414886 60.4874851, 15.4149288 60.4876124, 15.4150119 60.4877511)",,,
236467451,2,Framtidsrondellen,trunk,60,roundabout,True,False,20.685000000000002,"LINESTRING (15.414886 60.4874851, 15.4148238 60.487539, 15.4147306 60.4875807, 15.4146157 60.487606)",,,
236467451,2,Framtidsrondellen,trunk,60,roundabout,True,False,9.742,"LINESTRING (15.4146157 60.487606, 15.4145278 60.4876126, 15.4144391 60.4876094)",,,
9602972,,Bygatan,residential,40,,False,False,75.81,"LINESTRING (15.4297819 60.4827858, 15.4306277 60.4822462)",,,
9602972,,Bygatan,residential,40,,False,True,62.357,"LINESTRING (15.4297819 60.4827858, 15.4290978 60.483234)",,,
8871185,,Wallingatan,residential,30,,True,False,209.95499999999998,"LINESTRING (15.4325481 60.4840926, 15.432073 60.4838742, 15.4312215 60.4834686, 15.4311931 60.4834548, 15.4310875 60.4834035, 15.4302185 60.4829924, 15.4297819 60.4827858)",,,
8871186,,Trädgårdsgatan,residential,30,,False,True,89.33600000000001,"LINESTRING (15.4325481 60.4840926, 15.4320635 60.4843492, 15.4318833 60.4844394, 15.43151 60.484601, 15.431369 60.4846437)",,,
189294488,2,Jussi Björlings väg,tertiary,40,,False,False,113.946,"LINESTRING (15.4246648 60.4841122, 15.4254753 60.4842396, 15.4259118 60.4843294, 15.4261995 60.4844219, 15.4265095 60.4845561)",,,
"[189294488, 967902903]","['2', '4']",Jussi Björlings väg,tertiary,40,,False,True,59.004,"LINESTRING (15.4246648 60.4841122, 15.4242638 60.484053, 15.42369 60.4839666, 15.4236341 60.4839582)",,,
"[1247315218, 13859403]",2,Katarinagatan,residential,30,,False,False,118.022,"LINESTRING (15.4246648 60.4841122, 15.4244986 60.4843838, 15.424387 60.4844642, 15.4235568 60.4849428, 15.4234876 60.4849804)",,,
"[967902908, 9704487]","['1', '2']",Backaviadukten,trunk,60,,True,False,173.97000000000003,"LINESTRING (15.4217507 60.4833887, 15.4229069 60.4829059, 15.4236049 60.4826019, 15.4241234 60.4823499)",E 16;50;70,,
236467442,2,Backarondellen,trunk,60,roundabout,True,False,41.619,"LINESTRING (15.4217507 60.4833887, 15.421894 60.4833639, 15.4220457 60.4833605, 15.4221931 60.4833786, 15.4223238 60.4834169, 15.4224267 60.483472)",E 16;50;70,,
236467443,2,Backarondellen,trunk,60,roundabout,True,False,7.021,"LINESTRING (15.4224267 60.483472, 15.4224595 60.4834991, 15.4224854 60.483528)",E 16;50;70,,
283162238,2,Backarondellen,trunk,60,roundabout,True,False,26.77,"LINESTRING (15.421492 60.4836926, 15.4214726 60.4836454, 15.4214713 60.4835973, 15.4214881 60.4835498, 15.4215225 60.4835047, 15.4215732 60.4834636)",E 16;50;70,,
967902910,2,,trunk,60,,True,False,54.554,"LINESTRING (15.421492 60.4836926, 15.4213285 60.4836376, 15.4211759 60.4835939, 15.4209755 60.483554, 15.4205837 60.4835031)",50,,
"[31114849, 967902905]","['2', '3']",Tjärnavägen,trunk,60,,True,False,301.302,"LINESTRING (15.4175404 60.4861663, 15.4183188 60.4858445, 15.4191781 60.4854891, 15.4196687 60.4852574, 15.420159 60.4850393, 15.4205643 60.4848354, 15.4207431 60.484729, 15.4209287 60.4846109, 15.4211816 60.4844271, 15.4213811 60.4842516)",E 16;70,,
34047296,2,Backaviadukten,trunk,60,,True,False,154.48200000000003,"LINESTRING (15.4242026 60.4824353, 15.4238135 60.4826134, 15.423229 60.4829123, 15.4227476 60.4831352, 15.4225857 60.4832174, 15.422531 60.4832581, 15.4224898 60.4832957, 15.4224573 60.4833394, 15.4224334 60.4833855, 15.4224229 60.4834242, 15.4224267 60.483472)",E 16;50;70,,
"[234204577, 167693355, 967902907, 234181079]",1,,trunk_link,40,,True,False,203.47799999999998,"LINESTRING (15.4242026 60.4824353, 15.4237563 60.4827364, 15.423274 60.4829894, 15.4227548 60.4832566, 15.4227052 60.4832805, 15.4226658 60.4832908, 15.422609 60.4832985, 15.4225042 60.4833006, 15.4218233 60.4832364, 15.4216933 60.4832188, 15.4216293 60.4832032, 15.421581 60.4831858, 15.4215396 60.4831549, 15.4214478 60.483073)",,,yes
8873694,1,Jussi Björlings väg,tertiary,40,,True,False,80.28999999999999,"LINESTRING (15.4224854 60.483528, 15.4227375 60.4836743, 15.4229102 60.483759, 15.423079 60.4838232, 15.4233398 60.4838895, 15.4236341 60.4839582)",,,
236467443,2,Backarondellen,trunk,60,roundabout,True,False,30.695,"LINESTRING (15.4224854 60.483528, 15.4225161 60.4835953, 15.4225096 60.4836643, 15.4224664 60.4837299, 15.4223895 60.4837876)",E 16;50;70,,
9893033,1,Hagarondellen,tertiary,40,roundabout,True,False,11.671000000000001,"LINESTRING (15.4211169 60.490015, 15.421092 60.489998, 15.4210786 60.4899781, 15.4210782 60.4899571, 15.4210907 60.489937, 15.4211149 60.4899197)",,,
13859395,2,Röda vägen,tertiary,40,,True,False,27.162,"LINESTRING (15.4150119 60.4877511, 15.4148054 60.4876613, 15.4146157 60.487606)",,,
36897223,2,Röda vägen,tertiary,40,,False,False,59.443,"LINESTRING (15.4150119 60.4877511, 15.4151353 60.4878476, 15.4153458 60.4879959, 15.4157105 60.4881544)",,,
283162236,2,Backarondellen,trunk,60,roundabout,True,False,12.885000000000002,"LINESTRING (15.4215732 60.4834636, 15.4216534 60.4834212, 15.4217507 60.4833887)",E 16;50;70,,
189294490,1,,trunk_link,60,,True,False,248.303,"LINESTRING (15.4203222 60.4833662, 15.4207699 60.4833895, 15.4210814 60.4834, 15.4212089 60.4834008, 15.4213461 60.4833931, 15.4214721 60.483374, 15.4215919 60.4833427, 15.4217469 60.4832951, 15.42202 60.4831915, 15.422765 60.4828906, 15.4241234 60.4823499)",50,,
862438710,2,,trunk,60,,True,False,70.703,"LINESTRING (15.4203222 60.4833662, 15.4206724 60.4834264, 15.4209465 60.4834612, 15.4211109 60.4834787, 15.4212286 60.4834861, 15.4213488 60.4834872, 15.4214586 60.4834776, 15.4215732 60.4834636)",50,,
10787877,2,Kupolenrondellen,trunk,60,roundabout,True,False,36.641,"LINESTRING (15.4158725 60.4814135, 15.4159355 60.4814088, 15.4159993 60.4814101, 15.4161052 60.4814195, 15.4162174 60.481432, 15.4163169 60.4814493, 15.4163951 60.4814723, 15.4164898 60.4815102)",,,
43172285,2,Kupolenrondellen,trunk,60,roundabout,True,False,34.016,"LINESTRING (15.4167216 60.4817822, 15.4167007 60.4818264, 15.4166718 60.4818602, 15.4166414 60.4818884, 15.4166005 60.4819133, 15.4165505 60.4819337, 15.4164935 60.4819489, 15.4164314 60.4819583, 15.4163669 60.4819616, 15.4163022 60.4819587)",,,
129585671,2,,trunk,60,,True,False,183.198,"LINESTRING (15.4167216 60.4817822, 15.416801 60.4819029, 15.4168769 60.4819855, 15.4170027 60.4820923, 15.4171542 60.482197, 15.4174456 60.4823624, 15.4176753 60.4824918, 15.4180861 60.4826932, 15.418393 60.4828253, 15.4188856 60.4830028)",50,,
43172283,2,Kupolenrondellen,trunk,60,roundabout,True,False,38.74,"LINESTRING (15.4157087 60.4817311, 15.4156465 60.481653, 15.4156285 60.4815775, 15.4156312 60.4815461, 15.4156464 60.4815156, 15.4156734 60.4814871, 15.4157111 60.4814618, 15.4157581 60.4814406, 15.4158126 60.4814243)",,,
"[13859396, 13859406]",,"['Tångringsgatan', 'Thenstedtsgatan']",residential,30,,False,False,312.388,"LINESTRING (15.4157105 60.4881544, 15.4158314 60.488086, 15.4160747 60.4879483, 15.4170189 60.4873761, 15.4170586 60.487352, 15.4171234 60.4873147, 15.4175646 60.4870603, 15.4181063 60.4867481, 15.418359 60.4866024, 15.4187809 60.4867965, 15.4195152 60.4871377)",,,
25259774,,Röda vägen,tertiary,40,,False,False,91.951,"LINESTRING (15.4157105 60.4881544, 15.4160189 60.4882511, 15.4160723 60.4882678, 15.4164779 60.488395, 15.4168645 60.4885162, 15.4171267 60.4885984)",,,
"[38621404, 25259836]",,Thenstedtsgatan,residential,30,,False,False,93.56899999999999,"LINESTRING (15.4157105 60.4881544, 15.4155106 60.4882433, 15.4146324 60.4888048)",,,
36897223,2,Röda vägen,tertiary,40,,False,True,59.443,"LINESTRING (15.4157105 60.4881544, 15.4153458 60.4879959, 15.4151353 60.4878476, 15.4150119 60.4877511)",,,
13859397,2,Industrigatan,residential,30,,False,False,156.762,"LINESTRING (15.4208389 60.4877633, 15.4211262 60.4876202, 15.4211723 60.4875972, 15.4216488 60.48736, 15.4217445 60.4873123, 15.4224674 60.4869523, 15.4228409 60.486756)",,,
13859406,,Tångringsgatan,residential,30,,False,False,186.37,"LINESTRING (15.4208389 60.4877633, 15.4218648 60.4881779, 15.4219938 60.4882289, 15.4224235 60.488425, 15.422845 60.4886086, 15.4233522 60.4888268, 15.4234167 60.4888565)",,,
13859406,,Tångringsgatan,residential,30,,False,True,100.518,"LINESTRING (15.4208389 60.4877633, 15.4203408 60.4875443, 15.4199354 60.4873446, 15.4195152 60.4871377)",,,
4254503,2,Hagavägen,tertiary,40,,False,True,165.07,"LINESTRING (15.4234167 60.4888565, 15.4231475 60.4889946, 15.4229166 60.4891121, 15.42231 60.4894208, 15.4214114 60.489873, 15.4213026 60.4899134)",,,
13859406,,Tångringsgatan,residential,30,,False,True,186.37,"LINESTRING (15.4234167 60.4888565, 15.4233522 60.4888268, 15.422845 60.4886086, 15.4224235 60.488425, 15.4219938 60.4882289, 15.4218648 60.4881779, 15.4208389 60.4877633)",,,
33103789,,Tångringsgatan,residential,30,,False,False,125.406,"LINESTRING (15.4234167 60.4888565, 15.42351 60.4889024, 15.4238572 60.4890849, 15.424611 60.4894168, 15.4249637 60.489572, 15.4250874 60.4896265)",,,
40121502,2,Hagavägen,tertiary,40,,False,False,128.248,"LINESTRING (15.4234167 60.4888565, 15.4234851 60.4888231, 15.4235856 60.488771, 15.4237122 60.4887061, 15.4241351 60.4884927, 15.4248909 60.4881139, 15.425052 60.4880311)",,,
13859397,2,Industrigatan,residential,30,,False,False,76.358,"LINESTRING (15.4228409 60.486756, 15.4232609 60.4865467, 15.4238208 60.4862676)",,,
"[13859400, 13859401, 13859405]",,"['Sturegatan', 'Engelbrektsgatan', 'Tjärnavägen']",residential,30,,False,"[False, True]",508.28200000000004,"LINESTRING (15.4228409 60.486756, 15.4220162 60.4863925, 15.4215115 60.4861701, 15.4211151 60.4860559, 15.4206502 60.4858567, 15.4202676 60.4856743, 15.4199022 60.4854875, 15.4206143 60.4851943, 15.4211396 60.4849781, 15.4218774 60.4853292, 15.4225004 60.4856467, 15.4228368 60.4858181, 15.423447 60.4860968, 15.4238208 60.4862676)",,,
13859397,2,Industrigatan,residential,30,,False,True,156.762,"LINESTRING (15.4228409 60.486756, 15.4224674 60.4869523, 15.4217445 60.4873123, 15.4216488 60.48736, 15.4211723 60.4875972, 15.4211262 60.4876202, 15.4208389 60.4877633)",,,
13859400,,Engelbrektsgatan,residential,30,,False,False,186.095,"LINESTRING (15.4228409 60.486756, 15.4239666 60.4872903, 15.4243185 60.4874512, 15.4251524 60.4878325, 15.4252634 60.4878796, 15.4253163 60.487902)",,,
1252007770,2,Industrigatan,residential,30,,False,False,89.336,"LINESTRING (15.4238208 60.4862676, 15.4249754 60.4857002)",,,
13859397,2,Industrigatan,residential,30,,False,True,76.358,"LINESTRING (15.4238208 60.4862676, 15.4232609 60.4865467, 15.4228409 60.486756)",,,
"[13859400, 13859401, 13859405]",,"['Sturegatan', 'Engelbrektsgatan', 'Tjärnavägen']",residential,30,,False,"[False, True]",508.28200000000004,"LINESTRING (15.4238208 60.4862676, 15.423447 60.4860968, 15.4228368 60.4858181, 15.4225004 60.4856467, 15.4218774 60.4853292, 15.4211396 60.4849781, 15.4206143 60.4851943, 15.4199022 60.4854875, 15.4202676 60.4856743, 15.4206502 60.4858567, 15.4211151 60.4860559, 15.4215115 60.4861701, 15.4220162 60.4863925, 15.4228409 60.486756)",,,
"[13859402, 1244508891]",,"['Sturegatan', 'Torngatan']",residential,30,,False,False,189.108,"LINESTRING (15.4238208 60.4862676, 15.4252194 60.4868988, 15.4260538 60.4865246, 15.426256 60.4864339, 15.4263753 60.4863862)",,,
1252007770,2,Industrigatan,residential,30,,False,True,89.336,"LINESTRING (15.4249754 60.4857002, 15.4238208 60.4862676)",,,
695728720,2,Vasagatan,residential,30,,False,False,108.163,"LINESTRING (15.4249754 60.4857002, 15.4256369 60.4860259, 15.4263753 60.4863862)",,,
1210940383,2,Vasagatan,residential,30,,False,True,114.231,"LINESTRING (15.4249754 60.4857002, 15.4242692 60.4853575, 15.4234876 60.4849804)",,,
25259774,,Röda vägen,tertiary,40,,False,False,83.329,"LINESTRING (15.4171267 60.4885984, 15.4183854 60.4890193)",,,
13859399,,Hesseliusgatan,residential,30,,False,False,208.575,"LINESTRING (15.4171267 60.4885984, 15.4172228 60.4885384, 15.4175819 60.488314, 15.417981 60.4880646, 15.4183991 60.4878033, 15.4195152 60.4871377)",,,
25259774,,Röda vägen,tertiary,40,,False,True,91.95100000000001,"LINESTRING (15.4171267 60.4885984, 15.4168645 60.4885162, 15.4164779 60.488395, 15.4160723 60.4882678, 15.4160189 60.4882511, 15.4157105 60.4881544)",,,
13859399,,Hesseliusgatan,residential,30,,False,True,208.57499999999996,"LINESTRING (15.4195152 60.4871377, 15.4183991 60.4878033, 15.417981 60.4880646, 15.4175819 60.488314, 15.4172228 60.4885384, 15.4171267 60.4885984)",,,
13859406,,Tångringsgatan,residential,30,,False,False,100.518,"LINESTRING (15.4195152 60.4871377, 15.4199354 60.4873446, 15.4203408 60.4875443, 15.4208389 60.4877633)",,,
"[13859396, 13859406]",,"['Tångringsgatan', 'Thenstedtsgatan']",residential,30,,False,True,312.388,"LINESTRING (15.4195152 60.4871377, 15.4187809 60.4867965, 15.418359 60.4866024, 15.4181063 60.4867481, 15.4175646 60.4870603, 15.4171234 60.4873147, 15.4170586 60.487352, 15.4170189 60.4873761, 15.4160747 60.4879483, 15.4158314 60.488086, 15.4157105 60.4881544)",,,
40121502,2,Hagavägen,tertiary,40,,False,True,20.388,"LINESTRING (15.4253163 60.487902, 15.425052 60.4880311)",,,
13859400,,Engelbrektsgatan,residential,30,,False,True,186.09499999999997,"LINESTRING (15.4253163 60.487902, 15.4252634 60.4878796, 15.4251524 60.4878325, 15.4243185 60.4874512, 15.4239666 60.4872903, 15.4228409 60.486756)",,,
40121502,2,Hagavägen,tertiary,40,,False,False,160.29,"LINESTRING (15.4253163 60.487902, 15.4255314 60.4877944, 15.4257371 60.4876941, 15.4262272 60.487455, 15.4266846 60.4872377, 15.427272 60.4869586, 15.427408 60.486894)",,,
"[13859402, 1244508891]",,"['Sturegatan', 'Torngatan']",residential,30,,False,True,189.108,"LINESTRING (15.4263753 60.4863862, 15.426256 60.4864339, 15.4260538 60.4865246, 15.4252194 60.4868988, 15.4238208 60.4862676)",,,
695728720,2,Vasagatan,residential,30,,False,False,79.934,"LINESTRING (15.4263753 60.4863862, 15.4270108 60.4867049, 15.4273535 60.4868681, 15.427408 60.486894)",,,
695728720,2,Vasagatan,residential,30,,False,True,108.163,"LINESTRING (15.4263753 60.4863862, 15.4256369 60.4860259, 15.4249754 60.4857002)",,,
"[33103745, 33103737]",2,"['Vasagatan', 'Parkgatan']",residential,30,,False,"[False, True]",217.02599999999998,"LINESTRING (15.427408 60.486894, 15.4275413 60.4869568, 15.4279323 60.487141, 15.4283331 60.4873299, 15.4291354 60.4877079, 15.4288242 60.4878674, 15.4280462 60.4882661)",,,
"[40121504, 40121502]",2,Hagavägen,tertiary,40,,False,False,94.175,"LINESTRING (15.427408 60.486894, 15.4275912 60.4868394, 15.4285165 60.4865635, 15.4287219 60.4865038, 15.4288747 60.4864524)",,,
40121502,2,Hagavägen,tertiary,40,,False,True,160.29,"LINESTRING (15.427408 60.486894, 15.427272 60.4869586, 15.4266846 60.4872377, 15.4262272 60.487455, 15.4257371 60.4876941, 15.4255314 60.4877944, 15.4253163 60.487902)",,,
695728720,2,Vasagatan,residential,30,,False,True,79.934,"LINESTRING (15.427408 60.486894, 15.4273535 60.4868681, 15.4270108 60.4867049, 15.4263753 60.4863862)",,,
25259774,,Röda vägen,tertiary,40,,False,True,83.329,"LINESTRING (15.4183854 60.4890193, 15.4171267 60.4885984)",,,
25259774,,Röda vägen,tertiary,40,,False,False,96.62899999999999,"LINESTRING (15.4183854 60.4890193, 15.4185383 60.4890704, 15.4198454 60.4895071)",,,
43447054,,Nävgatan,residential,30,,False,True,84.971,"LINESTRING (15.4183854 60.4890193, 15.4182966 60.4890893, 15.417575 60.4896709)",,,
13859408,,Läroverksgatan,residential,30,,False,True,93.718,"LINESTRING (15.4175354 60.4897027, 15.4160924 60.4892498)",,,
43447054,,Nävgatan,residential,30,,False,False,4.148,"LINESTRING (15.4175354 60.4897027, 15.417575 60.4896709)",,,
8873684,2,Tjärnavägen,trunk,60,,True,False,61.489999999999995,"LINESTRING (15.4223003 60.4838278, 15.4220246 60.4839776, 15.4218485 60.4840975, 15.4216416 60.4842728)",E 16;70,,
236467441,2,Backarondellen,trunk,60,roundabout,True,False,39.788,"LINESTRING (15.4223003 60.4838278, 15.4221946 60.4838569, 15.4220782 60.4838732, 15.4219574 60.483876, 15.4218384 60.483865, 15.4217278 60.4838408, 15.4216313 60.4838047)",E 16;50;70,,
33062955,,Vasagatan,residential,30,,False,False,83.036,"LINESTRING (15.4223782 60.4844754, 15.4229398 60.4847401, 15.4233673 60.4849496, 15.4234876 60.4849804)",,,
"[1247315218, 13859403]",2,Katarinagatan,residential,30,,False,True,118.02200000000002,"LINESTRING (15.4234876 60.4849804, 15.4235568 60.4849428, 15.424387 60.4844642, 15.4244986 60.4843838, 15.4246648 60.4841122)",,,
33062955,,Vasagatan,residential,30,,False,True,83.036,"LINESTRING (15.4234876 60.4849804, 15.4233673 60.4849496, 15.4229398 60.4847401, 15.4223782 60.4844754)",,,
1210940383,2,Vasagatan,residential,30,,False,False,114.231,"LINESTRING (15.4234876 60.4849804, 15.4242692 60.4853575, 15.4249754 60.4857002)",,,
"[33103737, 33103789]",,"['Tångringsgatan', 'Parkgatan']",residential,30,,False,"[False, True]",152.788,"LINESTRING (15.4269749 60.4888913, 15.4268603 60.4889555, 15.4265801 60.4891107, 15.4259683 60.4894549, 15.4258852 60.4895014, 15.4254173 60.4897634, 15.4250874 60.4896265)",,,
33103737,,Parkgatan,residential,30,,False,True,91.396,"LINESTRING (15.4269749 60.4888913, 15.4270057 60.4888495, 15.4271183 60.4887676, 15.4279415 60.4883242, 15.4280462 60.4882661)",,,
33725593,,Engelbrektsgatan,residential,40,,False,False,142.287,"LINESTRING (15.4269749 60.4888913, 15.4264897 60.4886774, 15.426089 60.4884984, 15.4254817 60.4882298, 15.4251946 60.4880935, 15.425052 60.4880311)",,,
33725593,,Engelbrektsgatan,residential,40,,False,True,145.33,"LINESTRING (15.4269749 60.4888913, 15.428573 60.4896315, 15.4289079 60.4897866)",,,
40121502,2,Hagavägen,tertiary,40,,False,False,20.388,"LINESTRING (15.425052 60.4880311, 15.4253163 60.487902)",,,
33725593,,Engelbrektsgatan,residential,40,,False,True,142.287,"LINESTRING (15.425052 60.4880311, 15.4251946 60.4880935, 15.4254817 60.4882298, 15.426089 60.4884984, 15.4264897 60.4886774, 15.4269749 60.4888913)",,,
