osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,junction,lanes
23451920,Gullåkravägen,secondary,60,False,False,505.466,"LINESTRING (13.1965793 55.6490927, 13.1970996 55.649244, 13.1976146 55.6494075, 13.1979204 55.6495316, 13.198076 55.6496103, 13.198211 55.649694, 13.1986111 55.6499649, 13.2001976 55.6511806, 13.2009204 55.651716, 13.2014617 55.652122, 13.2018777 55.6524397)",,,
23470532,Genvägen,unclassified,50,False,False,50.64,"LINESTRING (13.1965793 55.6490927, 13.196708 55.6489353, 13.1968421 55.6488566, 13.1969494 55.6488142, 13.1971104 55.6487749)",,,
23451920,Gullåkravägen,secondary,60,False,True,505.46600000000007,"LINESTRING (13.2018777 55.6524397, 13.2014617 55.652122, 13.2009204 55.651716, 13.2001976 55.6511806, 13.1986111 55.6499649, 13.198211 55.649694, 13.198076 55.6496103, 13.1979204 55.6495316, 13.1976146 55.6494075, 13.1970996 55.649244, 13.1965793 55.6490927)",,,
179748946,Gullåkravägen,secondary,50,True,False,48.232000000000006,"LINESTRING (13.2018777 55.6524397, 13.2020858 55.6525783, 13.2022323 55.6526663, 13.2023277 55.652705, 13.2024362 55.6527271)",,,
302095692,Gullåkrarondellen,secondary,50,True,False,9.754999999999999,"LINESTRING (13.2024362 55.6527271, 13.2025146 55.6527191, 13.2025904 55.65272)",M 883,roundabout,
23470527,Norra Lundavägen,tertiary,50,True,False,78.085,"LINESTRING (13.2025904 55.65272, 13.2028027 55.6526847, 13.2029603 55.652644, 13.203145 55.6525792, 13.2033044 55.6525054, 13.2035917 55.6523277)",,,2
94618842,Gullåkrarondellen,secondary,50,True,False,28.212999999999997,"LINESTRING (13.2025904 55.65272, 13.2026778 55.6527321, 13.2027578 55.6527553, 13.202826 55.6527884, 13.2028787 55.6528295, 13.2029129 55.6528764)",M 883,roundabout,
179748948,Knästorps kvarnväg,tertiary,50,True,False,68.61999999999999,"LINESTRING (13.2013912 55.6533618, 13.2015076 55.6532873, 13.2017521 55.6531829, 13.2019858 55.6531089, 13.2020395 55.6530848, 13.2020935 55.6530442, 13.2021228 55.6530175, 13.2021613 55.6529481)",M 883,,
646053672,Knästorps kvarnväg,tertiary,50,False,False,135.76899999999998,"LINESTRING (13.2013912 55.6533618, 13.2012248 55.6534578, 13.2011128 55.6535469, 13.2009893 55.6536506, 13.2008371 55.6538289, 13.2007799 55.6539336, 13.2007213 55.654051, 13.2005793 55.654402, 13.2005528 55.6544633)",M 883,,
23470530,Södra Trekantsvägen,residential,30,False,False,49.027,"LINESTRING (13.1992361 55.6498512, 13.1997385 55.6501889)",,,
23470530,Södra Trekantsvägen,residential,30,False,True,47.193,"LINESTRING (13.1992361 55.6498512, 13.1987551 55.6495249)",,,
23454614,Sektorvägen,residential,30,False,False,124.739,"LINESTRING (13.1992361 55.6498512, 13.2002397 55.6493773, 13.2007607 55.6491312)",,,
23454614,Sektorvägen,residential,30,False,True,124.739,"LINESTRING (13.2007607 55.6491312, 13.2002397 55.6493773, 13.1992361 55.6498512)",,,
