osmid,name,highway,maxspeed,oneway,reversed,length,geometry,access,lanes,ref,width,bridge,junction
"[1237633874, 1237633875, 1237633876, 35361109, 1237633877]",Magasingatan,tertiary,50,False,True,201.101,"LINESTRING (12.9368761 57.7232101, 12.9368032 57.723289, 12.9367323 57.7233276, 12.9365132 57.7233796, 12.9363509 57.7233959, 12.9362418 57.7234006, 12.9360138 57.7234013, 12.9356879 57.7233841, 12.9355457 57.7233626, 12.9353406 57.7233096, 12.9351156 57.7232252, 12.9348175 57.7230718, 12.9347428 57.7230333, 12.9341074 57.7227063)",,,,,,
1210575607,Lilla Brogatan,residential,50,False,True,11.158,"LINESTRING (12.9374013 57.7198169, 12.9372265 57.7197801)",,,,,,
37977307,Hallbergsgatan,residential,,True,False,95.048,"LINESTRING (12.9374013 57.7198169, 12.9371099 57.7202162, 12.9368631 57.7205828, 12.9368399 57.7206173)",,,,,,
119042540,,primary_link,50,True,False,53.817,"LINESTRING (12.9449171 57.7169798, 12.9449604 57.7170556, 12.9450736 57.7171571, 12.9451594 57.7172259, 12.9452189 57.717266, 12.945242 57.7172848, 12.9452715 57.7173521, 12.9452493 57.7174121)",,2,,,,
"[1118178744, 3677113, 1205932391]",Arlagatan,primary,50,True,False,64.464,"LINESTRING (12.9449171 57.7169798, 12.9450351 57.71707, 12.9451761 57.7171608, 12.9452584 57.7172138, 12.9452944 57.7172405, 12.9455729 57.7174414)",,2,42,,,
397156375,Åsbogatan,tertiary,50,False,True,9.276,"LINESTRING (12.945085 57.7200471, 12.9449364 57.7200214)",,,,,,
4265634,Kungsgatan,primary,50,True,False,122.61999999999999,"LINESTRING (12.945085 57.7200471, 12.9450443 57.7201111, 12.9449973 57.720177, 12.9447168 57.7206253, 12.9443936 57.721086)",,2,42,,,
397156375,Åsbogatan,tertiary,50,False,False,27.657,"LINESTRING (12.945085 57.7200471, 12.9452736 57.7200801, 12.9453736 57.7200976, 12.9455276 57.7201245)",,,,,,
35361114,Sturegatan,residential,,False,False,129.606,"LINESTRING (12.9459829 57.7217936, 12.9452879 57.7228985)",,,,,,
23859328,Gustav Adolfsgatan,residential,5,False,False,118.008,"LINESTRING (12.9459829 57.7217936, 12.9462091 57.7218975, 12.9466892 57.7222136, 12.9468628 57.7222773, 12.9475406 57.7224008)",,,,,,
23859329,Sturegatan,residential,,False,False,168.0,"LINESTRING (12.9459829 57.7217936, 12.9460076 57.7217567, 12.9461168 57.7215911, 12.9468066 57.7205445, 12.9468502 57.7204784, 12.9468673 57.7204524, 12.9469198 57.720368)",,,,,,
124845516,Stora Brogatan,residential,50,False,True,114.391,"LINESTRING (12.9459829 57.7217936, 12.9451326 57.7216477, 12.9442149 57.7214902, 12.9441489 57.7214789)",,,,,,
397156375,Åsbogatan,tertiary,50,False,True,86.995,"LINESTRING (12.9469198 57.720368, 12.9455276 57.7201245)",,,,,,
23859329,Sturegatan,residential,,False,False,119.096,"LINESTRING (12.9469198 57.720368, 12.9469471 57.7203216, 12.9469605 57.7202988, 12.9472002 57.7198921, 12.9475575 57.7193527)",,,,,,
23859329,Sturegatan,residential,,False,True,168.0,"LINESTRING (12.9469198 57.720368, 12.9468673 57.7204524, 12.9468502 57.7204784, 12.9468066 57.7205445, 12.9461168 57.7215911, 12.9460076 57.7217567, 12.9459829 57.7217936)",,,,,,
397156375,Åsbogatan,tertiary,50,False,False,76.662,"LINESTRING (12.9469198 57.720368, 12.9470313 57.720389, 12.9481374 57.7205971)",,,,,,
139080478,Salängsgatan,residential,,False,False,30.147,"LINESTRING (12.9475406 57.7224008, 12.9480271 57.7224783)",,,,,,
23859328,Gustav Adolfsgatan,residential,5,False,True,118.008,"LINESTRING (12.9475406 57.7224008, 12.9468628 57.7222773, 12.9466892 57.7222136, 12.9462091 57.7218975, 12.9459829 57.7217936)",,,,,,
182387576,Gustav Adolfsgatan,residential,,False,True,135.69199999999998,"LINESTRING (12.9475406 57.7224008, 12.9474233 57.722643, 12.9474489 57.7227127, 12.9474971 57.7227653, 12.9476925 57.7228897, 12.948254 57.7232753, 12.9482977 57.7233135, 12.9483096 57.7233496, 12.9483116 57.7233984, 12.9483064 57.7234578)",,,,,,
23859330,Schélegatan,residential,,False,False,60.715,"LINESTRING (12.9480271 57.7224783, 12.9483074 57.7219532)",,,,,,
139080478,Salängsgatan,residential,,False,True,30.147,"LINESTRING (12.9480271 57.7224783, 12.9475406 57.7224008)",,,,,,
23859330,Schélegatan,residential,,False,True,60.715,"LINESTRING (12.9483074 57.7219532, 12.9480271 57.7224783)",,,,,,
59864887,Lilla Brogatan,living_street,,True,False,113.946,"LINESTRING (12.9393074 57.7201719, 12.9392384 57.7201591, 12.9387131 57.7200612, 12.9378353 57.7198977, 12.9374956 57.7198345)",,,,6.5,,
775018181,Lilla Brogatan,living_street,,False,False,184.055,"LINESTRING (12.9393074 57.7201719, 12.9399937 57.7202997, 12.9406549 57.7204224, 12.9413749 57.7205563, 12.9422339 57.720717)",,,,,,
28927138,Västerlånggatan,residential,50,False,False,78.582,"LINESTRING (12.9383744 57.7216497, 12.938831 57.7209864)",,,,6.5,,
37972158,Stora Kyrkogatan,residential,50,False,False,42.182,"LINESTRING (12.9383744 57.7216497, 12.9390474 57.7217711)",,,,,,
28927138,Västerlånggatan,residential,50,False,True,168.73999999999998,"LINESTRING (12.9383744 57.7216497, 12.9379917 57.7224654, 12.9378135 57.7227424, 12.9377867 57.7228119, 12.9378095 57.7229028, 12.9378565 57.7230067, 12.9379434 57.723111)",,,,6.5,,
37955823,Västerbrogatan,residential,,True,False,51.038,"LINESTRING (12.9383744 57.7216497, 12.9382902 57.7216335, 12.937972 57.7215767, 12.9377675 57.7215362, 12.9376422 57.721442)",,,,,,
28927138,Västerlånggatan,residential,50,False,True,78.582,"LINESTRING (12.938831 57.7209864, 12.9383744 57.7216497)",,,,6.5,,
28927142,Västerlånggatan,unclassified,,True,False,94.899,"LINESTRING (12.938831 57.7209864, 12.939084 57.7205796, 12.9393074 57.7201719)",,,,,,
28927166,Torggatan,residential,50,True,False,83.696,"LINESTRING (12.9368399 57.7206173, 12.9381736 57.7208607)",,,,,,
151528316,Engelbrektsgatan,residential,50,True,False,42.81,"LINESTRING (12.9449066 57.724658, 12.9446222 57.7245635, 12.9445794 57.7245488, 12.9444473 57.7244984, 12.944377 57.7244813, 12.9442897 57.7244606)",,,,,,
182387582,Engelbrektsgatan,residential,50,False,True,27.623,"LINESTRING (12.9449066 57.724658, 12.9450475 57.7247296, 12.9452291 57.7248368)",,,,,,
35361114,Sturegatan,residential,,False,False,9.207,"LINESTRING (12.9443448 57.7243832, 12.9442897 57.7244606)",,,,,,
35361114,Sturegatan,residential,,False,True,91.13,"LINESTRING (12.9443448 57.7243832, 12.944371 57.7243355, 12.944836 57.7236068)",,,,,,
151528319,Engelbrektsgatan,residential,50,True,False,45.793,"LINESTRING (12.9443448 57.7243832, 12.9444442 57.7244082, 12.9445197 57.7244361, 12.9447591 57.7245561, 12.9449066 57.724658)",,,,,,
133644802,Järnvägsgatan,tertiary,50,False,True,9.582,"LINESTRING (12.9417833 57.7251763, 12.9416314 57.7251472)",,,,,,
29749195,Järnvägsgatan,tertiary,50,False,False,107.76299999999999,"LINESTRING (12.9417833 57.7251763, 12.9419783 57.7252135, 12.9422768 57.7252677, 12.9430729 57.7254103, 12.9432595 57.7254621, 12.9433533 57.7254953, 12.9434548 57.7255387)",,2,,,,
124058312,Skaraborgsvägen,residential,50,False,True,96.22,"LINESTRING (12.9384264 57.7249668, 12.9383691 57.7248727, 12.9381162 57.7245744, 12.9380224 57.7244633, 12.9377786 57.7241742)",,,,,,
"[29749364, 1123652327]",Järnvägsgatan,"['living_street', 'tertiary']","['50', 'walk']",False,False,78.696,"LINESTRING (12.9384264 57.7249668, 12.9384875 57.7249029, 12.9385737 57.7248523, 12.9386981 57.7248016, 12.9388182 57.7247718, 12.9389749 57.7247605, 12.9393572 57.7247956, 12.9395784 57.724825)",,2,,,,
"[29749364, 1123652327]",Järnvägsgatan,"['living_street', 'tertiary']","['50', 'walk']",False,True,78.69599999999998,"LINESTRING (12.9395784 57.724825, 12.9393572 57.7247956, 12.9389749 57.7247605, 12.9388182 57.7247718, 12.9386981 57.7248016, 12.9385737 57.7248523, 12.9384875 57.7249029, 12.9384264 57.7249668)",,2,,,,
31296869,Allégatan,living_street,walk,False,False,53.602000000000004,"LINESTRING (12.9395784 57.724825, 12.939624 57.7247655, 12.9398579 57.7244199, 12.9398893 57.7243725)",,,,,,
"[133644802, 35361111]",Järnvägsgatan,"['living_street', 'tertiary']","['50', 'walk']",False,False,84.048,"LINESTRING (12.9395784 57.724825, 12.9399137 57.7248765, 12.9409343 57.725042)",,,,,,
37930116,Yxhammarsgatan,residential,50,False,True,33.115,"LINESTRING (12.9382853 57.7233436, 12.9381847 57.7232989, 12.9380629 57.7232096, 12.9379434 57.723111)",,2,,,,
37955814,Södra Nybrogatan,residential,50,False,False,33.493,"LINESTRING (12.9382853 57.7233436, 12.9382138 57.7234443, 12.9380993 57.7236279)",,,,,,
151528325,Yxhammarsgatan,residential,50,True,False,122.09800000000003,"LINESTRING (12.9382853 57.7233436, 12.9384521 57.7233414, 12.9386131 57.7233554, 12.9388681 57.7233981, 12.9394539 57.723502, 12.9395207 57.7235128, 12.9397884 57.7235708, 12.9399465 57.7235927, 12.940083 57.723605, 12.9401554 57.7236176, 12.9402557 57.7236345)",,1,,,,
"[1237633874, 1237633875, 1237633876, 1237633877, 35361109]",Magasingatan,tertiary,50,False,False,201.10099999999997,"LINESTRING (12.9341074 57.7227063, 12.9347428 57.7230333, 12.9348175 57.7230718, 12.9351156 57.7232252, 12.9353406 57.7233096, 12.9355457 57.7233626, 12.9356879 57.7233841, 12.9360138 57.7234013, 12.9362418 57.7234006, 12.9363509 57.7233959, 12.9365132 57.7233796, 12.9367323 57.7233276, 12.9368032 57.723289, 12.9368761 57.7232101)",,,,,,
35361110,Norrby Tvärgata,unclassified,,False,False,139.822,"LINESTRING (12.9341074 57.7227063, 12.9340471 57.722736, 12.9324375 57.7235928)",,2,,,,
133644802,Järnvägsgatan,tertiary,50,False,False,43.012,"LINESTRING (12.9409343 57.725042, 12.9416314 57.7251472)",,,,,,
"[133644802, 35361111]",Järnvägsgatan,"['living_street', 'tertiary']","['50', 'walk']",False,True,84.048,"LINESTRING (12.9409343 57.725042, 12.9399137 57.7248765, 12.9395784 57.724825)",,,,,,
59864888,Lilla Brogatan,residential,50,False,False,36.322,"LINESTRING (12.9422339 57.720717, 12.9428136 57.7208212)",,,,,,
182263545,Allégatan,tertiary,50,False,False,52.199,"LINESTRING (12.9422339 57.720717, 12.9425279 57.7202746)",,,,,,
37929914,Allégatan,tertiary,50,False,True,254.37899999999996,"LINESTRING (12.9422339 57.720717, 12.9419939 57.7211036, 12.9417953 57.7214195, 12.9417412 57.7215055, 12.9413074 57.7221831, 12.9412634 57.7222507, 12.9412092 57.7223339, 12.9408496 57.7228819)",,,,,,
775018181,Lilla Brogatan,living_street,,False,True,184.05499999999998,"LINESTRING (12.9422339 57.720717, 12.9413749 57.7205563, 12.9406549 57.7204224, 12.9399937 57.7202997, 12.9393074 57.7201719)",,,,,,
"[124039343, 182754415, 794171436, 14374935]",Åsbogatan,residential,50,False,True,216.10600000000002,"LINESTRING (12.9429381 57.7196654, 12.9428706 57.7196533, 12.9424555 57.719579, 12.9421127 57.7195177, 12.9420351 57.7195038, 12.9418954 57.7194806, 12.9416591 57.7194353, 12.9415966 57.7194158, 12.9415461 57.7193826, 12.9415389 57.7193744, 12.9415034 57.7193339, 12.941492 57.7189996, 12.9414745 57.7185837, 12.9414669 57.7185478, 12.9414164 57.7183094, 12.9413796 57.7182516)",no,2,,,,
55821700,Allégatan,tertiary,50,False,False,121.404,"LINESTRING (12.9429381 57.7196654, 12.9429527 57.719642, 12.9429638 57.7196241, 12.9432617 57.7191456, 12.9435997 57.7186324)",,,,,,
"[1256698155, 55821701]",Åsbogatan,tertiary,50,False,False,125.09799999999998,"LINESTRING (12.9429381 57.7196654, 12.9430167 57.7196792, 12.9431855 57.7197088, 12.9438962 57.7198335, 12.9446435 57.719969, 12.9447156 57.7199821, 12.9449364 57.7200214)",,2,,,,
"[991325825, 182263545]",Allégatan,tertiary,50,False,True,71.997,"LINESTRING (12.9429381 57.7196654, 12.9429138 57.7197007, 12.9428644 57.7197652, 12.9427285 57.7199763, 12.9425279 57.7202746)",,,,,,
37917894,,tertiary,50,True,False,12.902999999999999,"LINESTRING (12.9400893 57.7168396, 12.9401088 57.7168271, 12.940132 57.7168165, 12.9401582 57.7168083, 12.9401867 57.7168025, 12.9402166 57.7167995, 12.9402471 57.7167992, 12.9402811 57.7168023)",,,,,,roundabout
118937715,,tertiary,50,True,False,23.806,"LINESTRING (12.9400893 57.7168396, 12.9400807 57.7167891, 12.94008 57.7167379, 12.9400611 57.7166703, 12.9400826 57.716628)",,,,,,
37917894,,tertiary,50,True,False,12.514999999999999,"LINESTRING (12.9401026 57.7169564, 12.9400845 57.7169436, 12.9400708 57.7169293, 12.9400619 57.7169139, 12.9400579 57.716898, 12.940059 57.7168819, 12.9400653 57.7168662, 12.9400764 57.7168512)",,,,,,roundabout
73436532,Sven Eriksonsgatan,tertiary,50,True,False,20.588,"LINESTRING (12.9401026 57.7169564, 12.9400163 57.7169562, 12.9399073 57.7169552, 12.9397561 57.7169515)",,,,,,
37917894,,tertiary,50,True,False,13.872,"LINESTRING (12.9403678 57.7168312, 12.9403852 57.7168437, 12.9403985 57.7168576, 12.9404073 57.7168725, 12.9404114 57.7168879, 12.9404107 57.7169035, 12.9404053 57.7169188, 12.9403951 57.7169335, 12.9403807 57.716947)",,,,,,roundabout
118937714,Fabriksgatan,tertiary,50,True,False,16.098,"LINESTRING (12.9403678 57.7168312, 12.9404782 57.7168339, 12.9405742 57.7168446, 12.9406341 57.7168541)",,,,,,
1226559461,,tertiary,50,True,False,2.894,"LINESTRING (12.9441558 57.7174657, 12.9442037 57.7174705)",,1,,,,roundabout
31296869,Allégatan,living_street,walk,False,True,69.346,"LINESTRING (12.9402545 57.7237804, 12.9402358 57.7238112, 12.9402231 57.7238307, 12.9399911 57.7242035, 12.9399683 57.7242468, 12.9398987 57.7243485, 12.9398893 57.7243725)",,,,,,
37929917,Allégatan,tertiary,50,True,False,6.22,"LINESTRING (12.9402545 57.7237804, 12.9402115 57.7237645, 12.9401813 57.7237416)",,1,,,,roundabout
37929914,Allégatan,tertiary,50,False,False,44.327,"LINESTRING (12.9403668 57.723632, 12.9403831 57.7236083, 12.9403916 57.7235924, 12.9406032 57.7232539)",,,,,,
37929917,Allégatan,tertiary,50,True,False,6.158,"LINESTRING (12.9403668 57.723632, 12.940412 57.7236455, 12.9404459 57.7236665)",,1,,,,roundabout
37929917,Allégatan,tertiary,50,True,False,14.098,"LINESTRING (12.9401813 57.7237416, 12.9401694 57.7237215, 12.9401677 57.7237003, 12.9401765 57.7236797, 12.940195 57.7236611, 12.9402221 57.7236456, 12.9402557 57.7236345)",,1,,,,roundabout
151528327,Yxhammarsgatan,residential,50,True,False,49.87400000000001,"LINESTRING (12.9401813 57.7237416, 12.9401058 57.723717, 12.940021 57.7236954, 12.9398544 57.7236565, 12.9396564 57.7236146, 12.9395493 57.723604, 12.93947 57.7235939, 12.9394012 57.7235821)",,,,,,
37929917,Allégatan,tertiary,50,True,False,6.726,"LINESTRING (12.9402557 57.7236345, 12.9403108 57.7236275, 12.9403668 57.723632)",,1,,,,roundabout
37929916,Yxhammarsgatan,residential,50,True,False,28.817,"LINESTRING (12.9404459 57.7236665, 12.9405157 57.7236858, 12.9405918 57.7237005, 12.9408969 57.7237615)",,,,,,
37929917,Allégatan,tertiary,50,True,False,16.288,"LINESTRING (12.9404459 57.7236665, 12.940465 57.723694, 12.9404643 57.7237233, 12.9404439 57.7237505, 12.9404066 57.7237719, 12.9403573 57.7237848)",,1,,,,roundabout
37929917,Allégatan,tertiary,50,True,False,6.220000000000001,"LINESTRING (12.9403573 57.7237848, 12.9403052 57.7237875, 12.9402545 57.7237804)",,1,,,,roundabout
55821700,Allégatan,tertiary,50,False,True,57.841,"LINESTRING (12.9439213 57.7181414, 12.9435997 57.7186324)",,,,,,
167641355,Källegatan,residential,50,False,False,60.422,"LINESTRING (12.9439213 57.7181414, 12.9448921 57.718304)",,,,,,
1237255181,Allégatan,tertiary,50,False,False,40.471,"LINESTRING (12.9439213 57.7181414, 12.9440995 57.7177901)",,2,,,,
1237255182,Källegatan,residential,50,False,True,54.484,"LINESTRING (12.9439213 57.7181414, 12.9430556 57.7179792)",,,,,,
"[182754415, 794171436, 14374935, 124039343]",Åsbogatan,residential,50,False,False,216.106,"LINESTRING (12.9413796 57.7182516, 12.9414164 57.7183094, 12.9414669 57.7185478, 12.9414745 57.7185837, 12.941492 57.7189996, 12.9415034 57.7193339, 12.9415389 57.7193744, 12.9415461 57.7193826, 12.9415966 57.7194158, 12.9416591 57.7194353, 12.9418954 57.7194806, 12.9420351 57.7195038, 12.9421127 57.7195177, 12.9424555 57.719579, 12.9428706 57.7196533, 12.9429381 57.7196654)",no,2,,,,
37916847,Bryggaregatan,residential,50,False,True,51.522,"LINESTRING (12.9415663 57.7176656, 12.9413554 57.7180279, 12.9413051 57.7180551, 12.9412307 57.7180777)",,,,,,
37954189,Källegatan,residential,50,True,False,59.535000000000004,"LINESTRING (12.9415663 57.7176656, 12.9406758 57.7175222, 12.940607 57.7175342)",,,,,,
167641352,Bryggaregatan,residential,50,False,False,60.548,"LINESTRING (12.9415663 57.7176656, 12.9418373 57.7172727, 12.9418565 57.7172449, 12.9419164 57.7171542)",,,,,,
167641353,Söderbrogatan,residential,50,False,False,40.141999999999996,"LINESTRING (12.940607 57.7175342, 12.9404811 57.7174249, 12.9403614 57.7173224, 12.9402713 57.7172214)",,,,,,
37954190,Sparregatan,residential,50,False,False,60.545,"LINESTRING (12.9448921 57.718304, 12.9445595 57.7188187)",,,,,,
37954190,Sparregatan,residential,50,False,True,64.518,"LINESTRING (12.9448921 57.718304, 12.945215 57.71775)",,,,,,
167641355,Källegatan,residential,50,False,True,60.422,"LINESTRING (12.9448921 57.718304, 12.9439213 57.7181414)",,,,,,
37954190,Sparregatan,residential,50,False,False,64.518,"LINESTRING (12.945215 57.71775, 12.9448921 57.718304)",,,,,,
37955812,Nygatan,residential,50,False,True,31.025,"LINESTRING (12.9434907 57.7204362, 12.9439863 57.7205245)",,,,,,
397156374,Sparregatan,residential,50,False,True,54.278,"LINESTRING (12.9434907 57.7204362, 12.9438079 57.7199784)",,,,,,
37955812,Nygatan,residential,50,False,False,59.933,"LINESTRING (12.9434907 57.7204362, 12.9430988 57.7203704, 12.9425279 57.7202746)",,,,,,
37955812,Nygatan,residential,50,False,False,31.025,"LINESTRING (12.9439863 57.7205245, 12.9434907 57.7204362)",,,,,,
476185079,Södra Nybrogatan,residential,50,False,True,38.44,"LINESTRING (12.9379125 57.7239589, 12.937938 57.7239138, 12.9380993 57.7236279)",,,,,,
124058312,Skaraborgsvägen,residential,50,False,False,96.22,"LINESTRING (12.9377786 57.7241742, 12.9380224 57.7244633, 12.9381162 57.7245744, 12.9383691 57.7248727, 12.9384264 57.7249668)",,,,,,
37955823,Västerbrogatan,residential,,True,False,81.74,"LINESTRING (12.9376422 57.721442, 12.9373283 57.7212648, 12.9372981 57.7212476, 12.9371059 57.7211381, 12.9368617 57.7210564, 12.9365856 57.7209855)",,,,,,
37970657,Hallbergsgatan,unclassified,,True,False,43.638,"LINESTRING (12.9365856 57.7209855, 12.9368399 57.7206173)",,,,,,
"[37970658, 37955823]","['Torggatan', 'Västerbrogatan']","['residential', 'unclassified']",,True,False,115.34,"LINESTRING (12.9365856 57.7209855, 12.9363735 57.7208945, 12.936297 57.7208533, 12.9362126 57.7208054, 12.936131 57.7207109, 12.9360855 57.7206111, 12.9360402 57.7205298, 12.9360776 57.7204931, 12.9361575 57.7204789, 12.9368399 57.7206173)",,,,,,
139080477,Smedsgatan,residential,50,False,True,95.80799999999999,"LINESTRING (12.9410372 57.7199457, 12.9416816 57.7200771, 12.9425279 57.7202746)",,,,,,
119042555,Fabriksgatan,tertiary,50,True,False,15.202,"LINESTRING (12.9433434 57.7174856, 12.9431491 57.7173966)",,,,,,
1237255182,Källegatan,residential,50,False,False,54.484,"LINESTRING (12.9430556 57.7179792, 12.9439213 57.7181414)",,,,,,
"[124039332, 37973158]",Österlånggatan,residential,50,True,False,57.508,"LINESTRING (12.9430556 57.7179792, 12.9432839 57.7176085, 12.9433434 57.7174856)",,,,,,
37929914,Allégatan,tertiary,50,False,False,43.876,"LINESTRING (12.9406032 57.7232539, 12.9408496 57.7228819)",,,,,,
37929914,Allégatan,tertiary,50,False,True,44.327,"LINESTRING (12.9406032 57.7232539, 12.9403916 57.7235924, 12.9403831 57.7236083, 12.9403668 57.723632)",,,,,,
"[37972160, 37972161]","['Stora Kyrkogatan', 'Brännerigatan']",residential,50,False,"[False, True]",177.64600000000002,"LINESTRING (12.9406032 57.7232539, 12.9397282 57.7230996, 12.9384818 57.7228629, 12.9386456 57.7224735)",,,,,,
37929914,Allégatan,tertiary,50,False,True,43.876,"LINESTRING (12.9408496 57.7228819, 12.9406032 57.7232539)",,,,,,
37972159,Skolgatan,residential,50,False,False,33.067,"LINESTRING (12.9408496 57.7228819, 12.9413757 57.7229794)",,,,,,
37929914,Allégatan,tertiary,50,False,False,254.37900000000002,"LINESTRING (12.9408496 57.7228819, 12.9412092 57.7223339, 12.9412634 57.7222507, 12.9413074 57.7221831, 12.9417412 57.7215055, 12.9417953 57.7214195, 12.9419939 57.7211036, 12.9422339 57.720717)",,,,,,
37972159,Skolgatan,residential,50,False,True,138.53,"LINESTRING (12.9408496 57.7228819, 12.9399481 57.7227187, 12.9393876 57.7226135, 12.9386456 57.7224735)",,,,,,
28927166,Torggatan,residential,50,True,False,41.465,"LINESTRING (12.9381736 57.7208607, 12.9382015 57.720866, 12.9387118 57.7209636, 12.938831 57.7209864)",,,,,,
37972167,Holmsgatan,residential,5,True,False,73.449,"LINESTRING (12.9381736 57.7208607, 12.9378439 57.721346, 12.9376422 57.721442)",,,,,,
37972162,Sandgärdsgatan,residential,50,False,False,45.973,"LINESTRING (12.9428136 57.7208212, 12.942562 57.7212122)",,,,,,
59864888,Lilla Brogatan,residential,50,False,False,88.614,"LINESTRING (12.9428136 57.7208212, 12.9442374 57.7210598)",,,,,,
