osmid,oneway,ref,highway,reversed,length,geometry,lanes,name,bridge,junction
40868734,True,EN1-FG-01,secondary,False,57.495000000000005,"LINESTRING (-24.4970296 14.8951132, -24.4970836 14.8951567, -24.4970997 14.8952002, -24.4971023 14.8952432, -24.497063 14.8954805, -24.4970528 14.8955252, -24.4970437 14.8955592, -24.4970297 14.8955954)",,,,
"[563036441, 549550556]",True,EN2-FG-01,secondary,False,77.241,"LINESTRING (-24.4970296 14.8951132, -24.4968218 14.8949642, -24.4965635 14.894764, -24.4965073 14.8947284, -24.4964458 14.8947232)",2,,,
40868733,True,EN2-FG-01,secondary,False,51.812999999999995,"LINESTRING (-24.4970467 14.8956901, -24.4971059 14.8956136, -24.4971192 14.8955936, -24.4971317 14.8955646, -24.4971473 14.895505, -24.4971836 14.8953299, -24.4971903 14.8952968, -24.4971952 14.8952556)",,,,
40868735,False,EN2-FG-01,primary,False,110.75699999999999,"LINESTRING (-24.4970467 14.8956901, -24.4969603 14.8956931, -24.4968771 14.8957121, -24.4968022 14.8957343, -24.4967161 14.8957728, -24.4961225 14.8961042)",2,,,
40868738,False,EN1-FG-01,primary,False,33.391,"LINESTRING (-24.4970467 14.8956901, -24.4970439 14.8958259, -24.4970567 14.8959899)",,,,
564436502,False,,residential,True,42.109,"LINESTRING (-24.4970467 14.8956901, -24.4972035 14.8956075, -24.4973942 14.8955152)",,,,
40868735,False,EN2-FG-01,primary,False,39.054,"LINESTRING (-24.4955189 14.8963467, -24.4951679 14.8964378)",2,,,
532269606,False,,residential,True,36.902,"LINESTRING (-24.4955189 14.8963467, -24.4953833 14.8960418)",,,,
40868735,False,EN2-FG-01,primary,True,70.293,"LINESTRING (-24.4955189 14.8963467, -24.4958041 14.8962449, -24.4961225 14.8961042)",2,,,
40868735,False,EN2-FG-01,primary,False,69.64999999999999,"LINESTRING (-24.4941293 14.8967185, -24.4938917 14.8967751, -24.4936276 14.8968277, -24.4935637 14.8968309, -24.4934959 14.8968148)",2,,,
40868735,False,EN2-FG-01,primary,True,52.718999999999994,"LINESTRING (-24.4941293 14.8967185, -24.4943502 14.8966544, -24.4946004 14.8965862)",2,,,
77252669,False,,residential,False,110.39800000000001,"LINESTRING (-24.4941293 14.8967185, -24.4940987 14.8968078, -24.4940637 14.8973506, -24.4940527 14.8974198, -24.4940011 14.8974942, -24.4938955 14.8976032, -24.4938709 14.8976426)",,,,
77252669,False,,residential,False,38.95,"LINESTRING (-24.4936067 14.8977934, -24.4934998 14.8980222, -24.4934754 14.8981186)",,,,
77252669,False,,residential,True,33.062,"LINESTRING (-24.4936067 14.8977934, -24.4936605 14.8977521, -24.4937219 14.8977199, -24.4938709 14.8976426)",,,,
194279707,False,,residential,False,100.55799999999999,"LINESTRING (-24.4936067 14.8977934, -24.4935869 14.8975413, -24.4935631 14.897317, -24.4934931 14.8971888, -24.4933917 14.8969676, -24.4933753 14.8969318)",,,,
77252669,False,,residential,False,68.541,"LINESTRING (-24.4934754 14.8981186, -24.4931861 14.8982478, -24.4930361 14.8982915, -24.4928751 14.8983127)",,,,
77252669,False,,residential,True,38.95,"LINESTRING (-24.4934754 14.8981186, -24.4934998 14.8980222, -24.4936067 14.8977934)",,,,
77252669,False,,residential,True,68.541,"LINESTRING (-24.4928751 14.8983127, -24.4930361 14.8982915, -24.4931861 14.8982478, -24.4934754 14.8981186)",,,,
"[194279705, 539041390]",False,,residential,False,103.24199999999999,"LINESTRING (-24.4928751 14.8983127, -24.4930295 14.8988801, -24.4927638 14.8989206, -24.4927375 14.8989984)",,,,
194279699,False,,residential,False,25.544,"LINESTRING (-24.4924051 14.8990915, -24.4924477 14.8993175)",,,,
194279705,False,,residential,True,37.189,"LINESTRING (-24.4924051 14.8990915, -24.4927375 14.8989984)",,,,
194279699,False,,residential,True,25.544,"LINESTRING (-24.4924477 14.8993175, -24.4924051 14.8990915)",,,,
189611532,False,,tertiary,True,50.994,"LINESTRING (-24.4924477 14.8993175, -24.4925689 14.8993404, -24.4928322 14.8995648)",,Rua Cobom,,
40868741,False,,residential,False,24.31,"LINESTRING (-24.4971878 14.8952197, -24.4973842 14.8951112)",,Rua da Biblioteca Municipal,,
40868733,True,EN2-FG-01,secondary,False,11.306999999999999,"LINESTRING (-24.4971878 14.8952197, -24.497167 14.8951858, -24.4971283 14.895136)",,,,
40868738,False,EN1-FG-01,primary,False,16.438,"LINESTRING (-24.4970567 14.8959899, -24.4970729 14.8961369)",,,,
40868742,False,,residential,False,64.5,"LINESTRING (-24.4970567 14.8959899, -24.4976332 14.8958284)",,,,
40868738,False,EN1-FG-01,primary,True,33.391,"LINESTRING (-24.4970567 14.8959899, -24.4970439 14.8958259, -24.4970467 14.8956901)",,,,
40868739,False,,residential,False,56.135,"LINESTRING (-24.4971283 14.895136, -24.4968648 14.8947001)",,,,
40868733,True,EN2-FG-01,secondary,False,11.283,"LINESTRING (-24.4971283 14.895136, -24.4970971 14.895116, -24.4970296 14.8951132)",,,,
40868739,False,,residential,False,15.306,"LINESTRING (-24.4968648 14.8947001, -24.4967952 14.89458)",,,,
40868739,False,,residential,True,56.135,"LINESTRING (-24.4968648 14.8947001, -24.4971283 14.895136)",,,,
166458711,False,,residential,False,34.428,"LINESTRING (-24.4968648 14.8947001, -24.4971699 14.8946056)",,,,
40868739,False,,residential,True,52.971,"LINESTRING (-24.4966383 14.8941284, -24.4967952 14.89458)",,,,
40868740,False,,residential,False,10.697,"LINESTRING (-24.496426 14.8947032, -24.4965216 14.8946764)",,,,
549550547,False,EN2-FG-01,secondary,False,3.078,"LINESTRING (-24.496426 14.8947032, -24.4964458 14.8947232)",2,,,
549550547,False,EN2-FG-01,secondary,True,10.953,"LINESTRING (-24.496426 14.8947032, -24.4963487 14.894639)",2,,,
40868739,False,,residential,False,52.971,"LINESTRING (-24.4967952 14.89458, -24.4966383 14.8941284)",,,,
40868739,False,,residential,True,15.306,"LINESTRING (-24.4967952 14.89458, -24.4968648 14.8947001)",,,,
40868740,False,,residential,True,31.294,"LINESTRING (-24.4967952 14.89458, -24.4965216 14.8946764)",,,,
40868741,False,,residential,False,23.453,"LINESTRING (-24.4973842 14.8951112, -24.4975724 14.8950044)",,Rua da Biblioteca Municipal,,
40868741,False,,residential,True,24.31,"LINESTRING (-24.4973842 14.8951112, -24.4971878 14.8952197)",,Rua da Biblioteca Municipal,,
186910776,False,,residential,False,85.529,"LINESTRING (-24.4973842 14.8951112, -24.4978398 14.8957419)",,,,
532268461,False,,residential,True,36.478,"LINESTRING (-24.4973842 14.8951112, -24.4971923 14.8948406)",,,,
40868741,False,,residential,False,91.217,"LINESTRING (-24.4979978 14.8947846, -24.4987127 14.8943423)",,Rua da Biblioteca Municipal,,
40868741,False,,residential,True,34.987,"LINESTRING (-24.4979978 14.8947846, -24.4977107 14.894933)",,Rua da Biblioteca Municipal,,
40868744,False,,residential,False,17.122,"LINESTRING (-24.4979978 14.8947846, -24.4980917 14.894909)",,Rua da Central Electrica,,
"[186910633, 189611539, 186910789]",False,,residential,False,101.515,"LINESTRING (-24.4979978 14.8947846, -24.497795 14.894425, -24.4976784 14.8942065, -24.4976572 14.8941742, -24.4975479 14.893982)",,Rua da Central Electrica,yes,
40868741,False,,residential,True,5.519,"LINESTRING (-24.4988299 14.894255, -24.4987893 14.8942854)",,Rua da Biblioteca Municipal,,
40868741,False,,residential,False,69.895,"LINESTRING (-24.4988299 14.894255, -24.4992119 14.893995, -24.4993657 14.8938988)",,Rua da Biblioteca Municipal,,
166458717,False,,residential,False,70.324,"LINESTRING (-24.4988299 14.894255, -24.4986829 14.8940182, -24.4986543 14.8939991, -24.4986159 14.8939962, -24.4983236 14.893955)",,,,
40868741,False,,residential,False,28.499,"LINESTRING (-24.4996644 14.8936614, -24.4997889 14.8934351)",,Rua da Biblioteca Municipal,,
40868741,False,,residential,True,41.583999999999996,"LINESTRING (-24.4996644 14.8936614, -24.49946 14.8938316, -24.4993657 14.8938988)",,Rua da Biblioteca Municipal,,
1106869454,False,,residential,False,45.449,"LINESTRING (-24.4996644 14.8936614, -24.4998465 14.8937809, -24.5000068 14.893901)",,,,
40868741,False,,residential,True,28.499,"LINESTRING (-24.4997889 14.8934351, -24.4996644 14.8936614)",,Rua da Biblioteca Municipal,,
1106869455,False,,residential,False,45.732,"LINESTRING (-24.4997889 14.8934351, -24.5001564 14.8936425)",,,,
194262680,False,,residential,False,324.604,"LINESTRING (-24.4997889 14.8934351, -24.5000557 14.8930021, -24.5002786 14.8926634, -24.5003154 14.8925979, -24.5003756 14.8925148, -24.5004731 14.8925007, -24.5006428 14.8924912, -24.500707 14.89248, -24.5007601 14.8924501, -24.5008324 14.8923396, -24.5008731 14.8922858, -24.5010092 14.8922838, -24.501109 14.8923928, -24.501173 14.8925204, -24.5012028 14.8926004, -24.5012415 14.8927167, -24.5012637 14.8929414, -24.5012812 14.8930741, -24.5012812 14.8931542, -24.5012821 14.8932562, -24.5013282 14.8933354)",,,,
1106869455,False,,residential,True,126.005,"LINESTRING (-24.4997889 14.8934351, -24.4992126 14.8932299, -24.4989656 14.8931302, -24.498697 14.8930227)",,,,
40868745,False,,residential,False,73.652,"LINESTRING (-24.4988837 14.895398, -24.4988339 14.8950424, -24.4987721 14.8947448)",,,,
189611547,False,,residential,False,63.206999999999994,"LINESTRING (-24.4988837 14.895398, -24.4988963 14.8955656, -24.4989605 14.8958075, -24.4990549 14.8959274)",,,,
564436503,False,,residential,True,54.828,"LINESTRING (-24.4988837 14.895398, -24.4986403 14.895437, -24.4983881 14.8955108)",,,,
1077210684,False,,residential,False,51.746,"LINESTRING (-24.4988837 14.895398, -24.4990411 14.8954134, -24.4993628 14.8953819)",,,,
189611547,False,,residential,False,38.898,"LINESTRING (-24.4995721 14.8959328, -24.4997855 14.89586, -24.4999141 14.8958182)",,,,
189611547,False,,residential,True,57.076,"LINESTRING (-24.4995721 14.8959328, -24.4995014 14.8959529, -24.4993832 14.8959853, -24.4991709 14.8959592, -24.4990549 14.8959274)",,,,
194262685,False,,residential,False,66.095,"LINESTRING (-24.4995721 14.8959328, -24.4994998 14.8958017, -24.4994386 14.8956967, -24.4993948 14.895583, -24.4993686 14.8954664, -24.4993628 14.8953819)",,Rua do Mercado,,
194262685,False,,residential,True,59.925,"LINESTRING (-24.4995721 14.8959328, -24.4995962 14.8959709, -24.4996375 14.8960749, -24.4996465 14.8960976, -24.499618 14.8964551)",,Rua do Mercado,,
532392256,False,,residential,True,40.284,"LINESTRING (-24.4999141 14.8958182, -24.5002697 14.8957035)",,,,
186910656,False,,residential,False,60.296,"LINESTRING (-24.4999141 14.8958182, -24.4999784 14.8959975, -24.500098 14.8963305)",,,,
189611544,False,,residential,False,46.867000000000004,"LINESTRING (-24.4999141 14.8958182, -24.4999032 14.8957846, -24.4998902 14.8957323, -24.499869 14.8956261, -24.4998286 14.8954052)",,,,
189611547,False,,residential,True,38.898,"LINESTRING (-24.4999141 14.8958182, -24.4997855 14.89586, -24.4995721 14.8959328)",,,,
1106874693,False,,residential,True,5.505,"LINESTRING (-24.4998292 14.8953557, -24.4998286 14.8954052)",,,,
40868747,False,,residential,False,66.41,"LINESTRING (-24.4998292 14.8953557, -24.499905 14.8953469, -24.4999342 14.895309, -24.4999604 14.8952303, -24.50001 14.8948397)",,,,
1106874694,False,,residential,True,22.572,"LINESTRING (-24.4998292 14.8953557, -24.4997864 14.8953581, -24.4996195 14.8953675)",,,,
1077210686,True,,residential,False,27.631,"LINESTRING (-24.4993628 14.8953819, -24.4996195 14.8953675)",,,,
194262685,False,,residential,True,66.095,"LINESTRING (-24.4993628 14.8953819, -24.4993686 14.8954664, -24.4993948 14.895583, -24.4994386 14.8956967, -24.4994998 14.8958017, -24.4995721 14.8959328)",,Rua do Mercado,,
1077210684,False,,residential,True,51.746,"LINESTRING (-24.4993628 14.8953819, -24.4990411 14.8954134, -24.4988837 14.895398)",,,,
1077210682,True,,residential,False,24.852,"LINESTRING (-24.4992899 14.894726, -24.4995202 14.8947056)",,,,
532388396,False,,residential,True,70.24300000000001,"LINESTRING (-24.4992899 14.894726, -24.4992959 14.8944078, -24.4993461 14.8941374, -24.4993568 14.8941219, -24.4993731 14.8941094)",,,,
797240135,False,,residential,True,40.456,"LINESTRING (-24.4992899 14.894726, -24.4989922 14.8947379, -24.4989137 14.8947397)",,,,
1077210685,True,,residential,False,73.36200000000001,"LINESTRING (-24.4992899 14.894726, -24.4993265 14.8950829, -24.4993435 14.8952484, -24.4993628 14.8953819)",,Rua do Mercado,,
40868744,False,,residential,True,17.122,"LINESTRING (-24.4980917 14.894909, -24.4979978 14.8947846)",,Rua da Central Electrica,,
685699933,False,,residential,False,74.111,"LINESTRING (-24.4980917 14.894909, -24.4983881 14.8955108)",,Rua da Central Electrica,,
797240135,False,,residential,False,75.595,"LINESTRING (-24.4980917 14.894909, -24.4985932 14.8947639, -24.4987721 14.8947448)",,,,
797240135,False,,residential,False,10.326,"LINESTRING (-24.4987721 14.8947448, -24.4988681 14.8947408)",,,,
40868745,False,,residential,True,73.652,"LINESTRING (-24.4987721 14.8947448, -24.4988339 14.8950424, -24.4988837 14.895398)",,,,
797240135,False,,residential,True,75.595,"LINESTRING (-24.4987721 14.8947448, -24.4985932 14.8947639, -24.4980917 14.894909)",,,,
1077210680,True,,residential,False,53.357,"LINESTRING (-24.4995202 14.8947056, -24.4997622 14.8942866)",,,,
40868746,True,,residential,False,61.783,"LINESTRING (-24.4983881 14.8955108, -24.4986435 14.8960086)",,Rua da Central Electrica,,
564436503,False,,residential,True,21.287,"LINESTRING (-24.4983881 14.8955108, -24.4982032 14.8955795)",,,,
685699933,False,,residential,True,74.111,"LINESTRING (-24.4983881 14.8955108, -24.4980917 14.894909)",,Rua da Central Electrica,,
564436503,False,,residential,False,54.828,"LINESTRING (-24.4983881 14.8955108, -24.4986403 14.895437, -24.4988837 14.895398)",,,,
40868747,False,,residential,False,89.706,"LINESTRING (-24.50001 14.8948397, -24.5000878 14.8944317, -24.5002082 14.8941225, -24.5002285 14.8940642)",,,,
40868747,False,,residential,True,66.41,"LINESTRING (-24.50001 14.8948397, -24.4999604 14.8952303, -24.4999342 14.895309, -24.499905 14.8953469, -24.4998292 14.8953557)",,,,
40868752,False,,residential,True,50.045,"LINESTRING (-24.50001 14.8948397, -24.4997876 14.8948639, -24.4995485 14.8948994)",,,,
40868753,False,,residential,True,40.687000000000005,"LINESTRING (-24.50001 14.8948397, -24.500269 14.8948796, -24.5003296 14.894882, -24.5003809 14.894861)",,,,
1077210681,True,,residential,False,21.763,"LINESTRING (-24.4995485 14.8948994, -24.4995202 14.8947056)",,,,
40868752,False,,residential,False,50.045,"LINESTRING (-24.4995485 14.8948994, -24.4997876 14.8948639, -24.50001 14.8948397)",,,,
1077210679,False,,residential,True,52.641000000000005,"LINESTRING (-24.4995485 14.8948994, -24.4995716 14.8950459, -24.4995906 14.8951633, -24.4996114 14.8952698, -24.4996195 14.8953675)",,,,
1077210679,False,,residential,False,52.641,"LINESTRING (-24.4996195 14.8953675, -24.4996114 14.8952698, -24.4995906 14.8951633, -24.4995716 14.8950459, -24.4995485 14.8948994)",,,,
1106874694,False,,residential,False,22.572,"LINESTRING (-24.4996195 14.8953675, -24.4997864 14.8953581, -24.4998292 14.8953557)",,,,
40868753,False,,residential,False,40.687,"LINESTRING (-24.5003809 14.894861, -24.5003296 14.894882, -24.500269 14.8948796, -24.50001 14.8948397)",,,,
40868753,False,,residential,True,70.082,"LINESTRING (-24.5003809 14.894861, -24.5004042 14.894805, -24.5004765 14.8945998, -24.5004819 14.8945357, -24.5005411 14.8943557, -24.5005782 14.8942624)",,,,
"[186910713, 1106874691]",False,,residential,True,40.171,"LINESTRING (-24.5003809 14.894861, -24.5003868 14.8948948, -24.5007233 14.8949291)",,,,
1106869453,False,,residential,False,32.934,"LINESTRING (-24.5000068 14.893901, -24.5001564 14.8936425)",,,,
1106874696,False,,residential,False,29.948,"LINESTRING (-24.5000068 14.893901, -24.5002285 14.8940642)",,,,
40868748,False,,residential,True,50.294,"LINESTRING (-24.5000068 14.893901, -24.4998417 14.8941585, -24.4997622 14.8942866)",,,,
1106869454,False,,residential,True,45.449,"LINESTRING (-24.5000068 14.893901, -24.4998465 14.8937809, -24.4996644 14.8936614)",,,,
40868754,False,,residential,False,43.564,"LINESTRING (-24.5002285 14.8940642, -24.5005782 14.8942624)",,,,
1106874695,False,,residential,False,43.636,"LINESTRING (-24.5002285 14.8940642, -24.5003989 14.893708)",,,,
1106874696,False,,residential,True,29.948,"LINESTRING (-24.5002285 14.8940642, -24.5000068 14.893901)",,,,
40868747,False,,residential,True,89.706,"LINESTRING (-24.5002285 14.8940642, -24.5002082 14.8941225, -24.5000878 14.8944317, -24.50001 14.8948397)",,,,
