osmid,highway,oneway,reversed,length,geometry,ref,name,maxspeed,lanes,junction
8053657,primary,False,False,173.24,"LINESTRING (32.426987 35.0326115, 32.4268312 35.0327244, 32.4264652 35.0330216, 32.4261103 35.0332729, 32.4259807 35.0333862, 32.4259111 35.0334728, 32.4258688 35.0335365, 32.4257988 35.0336096, 32.4256809 35.0337335)",B7,Kyproleontos,50,,
344063357,primary,False,True,126.60500000000002,"LINESTRING (32.426987 35.0326115, 32.4271463 35.0325257, 32.4274084 35.0324081, 32.4275014 35.0323664, 32.4276301 35.0322954, 32.4276547 35.0322797, 32.4278105 35.03218, 32.4278976 35.0320989, 32.4280432 35.0319041)",B7,Constantinou Poleos,50,,
683866154,secondary,False,True,73.666,"LINESTRING (32.426987 35.0326115, 32.427076 35.0327361, 32.4271547 35.0328822, 32.427222 35.033041, 32.4272292 35.0331386, 32.4272241 35.0332311)",E704,,50,2,
5204752,residential,False,False,285.997,"LINESTRING (32.4272241 35.0332311, 32.427485 35.0331752, 32.4277839 35.0331091, 32.4280313 35.0330544, 32.4288716 35.0328129, 32.4292437 35.0327535, 32.429487 35.0327469, 32.4296344 35.0327429, 32.4302794 35.0327397)",,Timochari,50,2,
27295551,secondary,False,True,105.82500000000002,"LINESTRING (32.4272241 35.0332311, 32.4271813 35.033382, 32.4271478 35.0336244, 32.4271608 35.0338112, 32.4272183 35.033982, 32.427295 35.0341598)",E704,,50,2,
683866154,secondary,False,False,73.666,"LINESTRING (32.4272241 35.0332311, 32.4272292 35.0331386, 32.427222 35.033041, 32.4271547 35.0328822, 32.427076 35.0327361, 32.426987 35.0326115)",E704,,50,2,
274989374,secondary,False,True,67.166,"LINESTRING (32.4278138 35.0347446, 32.4280215 35.0353242)",E704,Arsinois,50,2,
22745220,residential,False,True,180.902,"LINESTRING (32.4278138 35.0347446, 32.4287206 35.0342652, 32.4287809 35.0341838, 32.4287968 35.0338859, 32.4288064 35.0335363)",,Kimonos,,,
274989374,secondary,False,False,80.619,"LINESTRING (32.4278138 35.0347446, 32.4277348 35.0346359, 32.4274382 35.0343497, 32.427295 35.0341598)",E704,Arsinois,50,2,
"[1248049082, 642314132, 587683446]",secondary,True,False,65.37700000000001,"LINESTRING (32.4298109 35.0361988, 32.4297543 35.0361601, 32.4296791 35.0361177, 32.4296691 35.0361134, 32.429617 35.0360909, 32.4291742 35.0359333)",E704,Mariou,,,
"[1248049081, 1240389427, 1240389425]",secondary,False,True,94.505,"LINESTRING (32.4298109 35.0361988, 32.4298856 35.036227, 32.4301522 35.0363276, 32.4305616 35.0365147, 32.4307304 35.0365919)",E704,Mariou,,2,
5204721,residential,False,False,171.858,"LINESTRING (32.427295 35.0341598, 32.4271695 35.0341875, 32.4270985 35.0341964, 32.4269613 35.0342177, 32.4268107 35.0342248, 32.4266552 35.0342073, 32.426596 35.0341832, 32.426259 35.0340929, 32.4260185 35.034064, 32.4256522 35.0340224, 32.4254475 35.0340197)",,Ptolemaiou Filadelfou,,,
27295551,secondary,False,False,105.825,"LINESTRING (32.427295 35.0341598, 32.4272183 35.033982, 32.4271608 35.0338112, 32.4271478 35.0336244, 32.4271813 35.033382, 32.4272241 35.0332311)",E704,,50,2,
274989374,secondary,False,True,80.619,"LINESTRING (32.427295 35.0341598, 32.4274382 35.0343497, 32.4277348 35.0346359, 32.4278138 35.0347446)",E704,Arsinois,50,2,
5204721,residential,False,True,171.858,"LINESTRING (32.4254475 35.0340197, 32.4256522 35.0340224, 32.4260185 35.034064, 32.426259 35.0340929, 32.426596 35.0341832, 32.4266552 35.0342073, 32.4268107 35.0342248, 32.4269613 35.0342177, 32.4270985 35.0341964, 32.4271695 35.0341875, 32.427295 35.0341598)",,Ptolemaiou Filadelfou,,,
8053677,residential,True,False,106.91900000000001,"LINESTRING (32.4254475 35.0340197, 32.4252221 35.0339585, 32.4251025 35.0338745, 32.4249725 35.0338081, 32.42491 35.0338075, 32.4248635 35.0338358, 32.4245324 35.0341487)",,Griva Digeni,,1,
8053680,primary,False,False,145.283,"LINESTRING (32.4254475 35.0340197, 32.4253523 35.0342324, 32.4252423 35.0345092, 32.4251494 35.0347402, 32.4249167 35.0352516)",B7,Evogora Pallikaridi,50,,
27333338,primary,False,True,38.318,"LINESTRING (32.4254475 35.0340197, 32.4255161 35.033925, 32.4256308 35.0338002, 32.4256809 35.0337335)",B7,Griva Digeni,,,
27295822,residential,True,False,110.28,"LINESTRING (32.4239607 35.0353317, 32.4239164 35.0353549, 32.4238923 35.0353834, 32.4238558 35.0354808, 32.4238342 35.0355275, 32.4238156 35.0355577, 32.4232531 35.036122)",,,,,
"[27333491, 27295886]",residential,False,False,31.246000000000002,"LINESTRING (32.4239607 35.0353317, 32.4237181 35.0352641, 32.4236312 35.0352626)",,Ag. Andrikonou,,,
5204739,residential,False,True,50.296,"LINESTRING (32.4277119 35.0378241, 32.4277956 35.0376084, 32.4278331 35.0373845)",,Megalou Alexandrou,,,
27295583,residential,False,False,119.74,"LINESTRING (32.4277119 35.0378241, 32.4270701 35.0376318, 32.4264684 35.0374741)",,Vasili Michailidi,,,
5204741,residential,False,False,134.722,"LINESTRING (32.4267888 35.0357088, 32.4260972 35.0367799)",,Manoli Andronikou,,,
5204655,secondary,False,False,54.903,"LINESTRING (32.4267888 35.0357088, 32.4270638 35.0357753, 32.4273657 35.0358525)",,Makariou III,50,,
5204655,secondary,False,True,177.868,"LINESTRING (32.4267888 35.0357088, 32.426748 35.0356986, 32.4262575 35.0355789, 32.4258901 35.0354892, 32.4249167 35.0352516)",,Makariou III,50,,
27333834,residential,False,True,15.948,"LINESTRING (32.4222113 35.0344549, 32.4220451 35.0344096)",,Iliou 9,,,
27333834,residential,False,False,87.662,"LINESTRING (32.4222113 35.0344549, 32.4223324 35.0344943, 32.4223415 35.0344983, 32.422458 35.0345498, 32.4226077 35.0346252, 32.4227788 35.0346829, 32.4229504 35.0347251, 32.4230981 35.0347457)",,Iliou 9,,,
27333837,residential,False,False,64.431,"LINESTRING (32.4222113 35.0344549, 32.4223113 35.0342503, 32.4223032 35.0341243, 32.4222504 35.03404, 32.4221466 35.0339311)",,Iliou 9,,,
4832735,secondary,False,False,45.818,"LINESTRING (32.4255074 35.0334275, 32.4253574 35.0331286, 32.4253023 35.033052)",E713,Vasileiou Stasiokou,50,,
4832735,secondary,False,True,37.525000000000006,"LINESTRING (32.4255074 35.0334275, 32.4255992 35.033599, 32.4256809 35.0337335)",E713,Vasileiou Stasiokou,50,,
5204748,residential,False,False,43.003,"LINESTRING (32.4255074 35.0334275, 32.4255474 35.033215, 32.4255744 35.0330447)",,Smyrnis,,,
5204748,residential,False,False,359.7080000000001,"LINESTRING (32.4255744 35.0330447, 32.4260698 35.0325861, 32.4264101 35.0321706, 32.42654 35.0319757, 32.4266145 35.0318221, 32.4266704 35.0316338, 32.4266979 35.0314771, 32.4268512 35.0310555, 32.4269499 35.0309172, 32.4271081 35.0306956, 32.4274889 35.0302717)",,Smyrnis,,,
5204748,residential,False,True,43.003,"LINESTRING (32.4255744 35.0330447, 32.4255474 35.033215, 32.4255074 35.0334275)",,Smyrnis,,,
22745237,residential,False,False,42.693,"LINESTRING (32.4255744 35.0330447, 32.4254831 35.0328428, 32.425421 35.032682)",,Efesou,,,
5204748,residential,False,True,359.708,"LINESTRING (32.4274889 35.0302717, 32.4271081 35.0306956, 32.4269499 35.0309172, 32.4268512 35.0310555, 32.4266979 35.0314771, 32.4266704 35.0316338, 32.4266145 35.0318221, 32.42654 35.0319757, 32.4264101 35.0321706, 32.4260698 35.0325861, 32.4255744 35.0330447)",,Smyrnis,,,
"[183782303, 183782302, 4832735]",secondary,False,False,108.136,"LINESTRING (32.4246598 35.0325157, 32.4244059 35.032324, 32.4239637 35.032002, 32.42377 35.0318719)",E713,Vasileiou Stasiokou,50,3,
4832735,secondary,False,True,58.646,"LINESTRING (32.4246598 35.0325157, 32.4249047 35.0326933, 32.4251371 35.0328698)",E713,Vasileiou Stasiokou,50,,
27295564,residential,False,False,113.14700000000002,"LINESTRING (32.4246598 35.0325157, 32.4245763 35.0326619, 32.4244764 35.0327912, 32.4243692 35.0328867, 32.424227 35.0330393, 32.4241626 35.0331843, 32.4241184 35.033282, 32.4241211 35.033405)",,Apriliou 1,,,
27295460,residential,False,True,71.306,"LINESTRING (32.4299524 35.0375994, 32.429777 35.0374979, 32.429333 35.0372073)",,Amathountos,,,
27295461,residential,False,False,49.477000000000004,"LINESTRING (32.4299524 35.0375994, 32.4298227 35.0377606, 32.429666 35.0379774)",,Salominos,,,
27295461,residential,False,True,73.34700000000001,"LINESTRING (32.4299524 35.0375994, 32.4301545 35.0373615, 32.4303743 35.0370384)",,Salominos,,,
27295457,residential,False,True,106.08,"LINESTRING (32.4289896 35.0368412, 32.4278248 35.0368644)",,Solon,,,
22764611,residential,False,False,93.87,"LINESTRING (32.4289896 35.0368412, 32.4290345 35.036614, 32.4290684 35.0364423, 32.4291443 35.0360066)",,,,,
27295460,residential,False,False,52.246,"LINESTRING (32.4289896 35.0368412, 32.4290488 35.0369655, 32.4291569 35.0370746, 32.429333 35.0372073)",,Amathountos,,,
27295457,residential,False,False,106.08,"LINESTRING (32.4278248 35.0368644, 32.4289896 35.0368412)",,Solon,,,
8054117,residential,False,False,54.298,"LINESTRING (32.4278248 35.0368644, 32.427827 35.0366123, 32.4278289 35.0363761)",,Megalou Alexandrou,,,
8054117,residential,False,True,57.945,"LINESTRING (32.4278248 35.0368644, 32.4278485 35.0371344, 32.4278331 35.0373845)",,Megalou Alexandrou,,,
5410570,residential,False,False,139.34,"LINESTRING (32.4303743 35.0370384, 32.4308975 35.037259, 32.4315058 35.037538, 32.4316235 35.0375963, 32.4317178 35.037638)",,Kouriou,,,
27295461,residential,False,False,73.34700000000001,"LINESTRING (32.4303743 35.0370384, 32.4301545 35.0373615, 32.4299524 35.0375994)",,Salominos,,,
"[1240389426, 27295461]",residential,False,True,59.300000000000004,"LINESTRING (32.4303743 35.0370384, 32.4305704 35.0367976, 32.4306504 35.0366947, 32.4307304 35.0365919)",,Salominos,,,
5410570,residential,False,True,139.34,"LINESTRING (32.4317178 35.037638, 32.4316235 35.0375963, 32.4315058 35.037538, 32.4308975 35.037259, 32.4303743 35.0370384)",,Kouriou,,,
27295581,residential,False,False,59.194,"LINESTRING (32.4253711 35.0365696, 32.4252212 35.0370876)",,Savva Mavrommati,,,
683844898,residential,False,False,66.57400000000001,"LINESTRING (32.4253711 35.0365696, 32.4253362 35.0365612, 32.4251652 35.0365198, 32.4248958 35.0364687, 32.4246586 35.0364388)",,Apostolou Andrea,,,
683844898,residential,False,True,70.122,"LINESTRING (32.4253711 35.0365696, 32.4259513 35.0367377, 32.4260972 35.0367799)",,Apostolou Andrea,,,
22745220,residential,False,False,180.902,"LINESTRING (32.4288064 35.0335363, 32.4287968 35.0338859, 32.4287809 35.0341838, 32.4287206 35.0342652, 32.4278138 35.0347446)",,Kimonos,,,
183782302,secondary,False,False,21.578,"LINESTRING (32.42377 35.0318719, 32.4235956 35.0317405)",E713,Vasileiou Stasiokou,50,3,
"[27333584, 27333585, 22745237]",residential,False,True,228.757,"LINESTRING (32.42377 35.0318719, 32.4238546 35.0318038, 32.4239032 35.0317939, 32.4240632 35.0318081, 32.4241117 35.0318084, 32.4241762 35.0318006, 32.4246593 35.0317085, 32.4248681 35.0317061, 32.4250084 35.0317558, 32.4251257 35.0318992, 32.425242 35.0321988, 32.425421 35.032682)",,Efesou,,,
"[4832735, 183782302, 183782303]",secondary,False,True,108.136,"LINESTRING (32.42377 35.0318719, 32.4239637 35.032002, 32.4244059 35.032324, 32.4246598 35.0325157)",E713,Vasileiou Stasiokou,50,3,
22745240,residential,False,True,83.506,"LINESTRING (32.4289038 35.0321637, 32.4283554 35.0319971, 32.4281699 35.0319412, 32.4280432 35.0319041)",,,,,
22764607,residential,False,False,46.553,"LINESTRING (32.429333 35.0372073, 32.4290491 35.0375555)",,Kitiou,,,
27295460,residential,False,False,71.306,"LINESTRING (32.429333 35.0372073, 32.429777 35.0374979, 32.4299524 35.0375994)",,Amathountos,,,
27295460,residential,False,True,52.246,"LINESTRING (32.429333 35.0372073, 32.4291569 35.0370746, 32.4290488 35.0369655, 32.4289896 35.0368412)",,Amathountos,,,
22764607,residential,False,True,46.553,"LINESTRING (32.4290491 35.0375555, 32.429333 35.0372073)",,Kitiou,,,
22764611,residential,False,False,8.593,"LINESTRING (32.4291443 35.0360066, 32.4291742 35.0359333)",,,,,
22764611,residential,False,True,93.87,"LINESTRING (32.4291443 35.0360066, 32.4290684 35.0364423, 32.4290345 35.036614, 32.4289896 35.0368412)",,,,,
642314133,secondary,True,False,64.944,"LINESTRING (32.4291443 35.0360066, 32.4295955 35.0361726, 32.4296958 35.036193, 32.4298109 35.0361988)",,Mariou,,,
22764612,residential,False,True,73.722,"LINESTRING (32.4286376 35.0364095, 32.4278289 35.0363761)",,Idaliou,,,
27295461,residential,False,True,49.477000000000004,"LINESTRING (32.429666 35.0379774, 32.4298227 35.0377606, 32.4299524 35.0375994)",,Salominos,,,
8053677,residential,True,False,53.259,"LINESTRING (32.4245324 35.0341487, 32.4242302 35.0345588)",,Griva Digeni,,1,
27295564,residential,False,True,97.982,"LINESTRING (32.4245324 35.0341487, 32.4243112 35.0340047, 32.4242392 35.033911, 32.4241685 35.0338371, 32.4241205 35.0337598, 32.4241031 35.0336981, 32.4241304 35.0335664, 32.4241211 35.033405)",,Apriliou 1,,,
27295582,residential,False,False,42.86,"LINESTRING (32.4256706 35.0372024, 32.4252212 35.0370876)",,Savva Mavrommati,,,
27295581,residential,False,True,59.194,"LINESTRING (32.4252212 35.0370876, 32.4253711 35.0365696)",,Savva Mavrommati,,,
27295582,residential,False,False,40.753,"LINESTRING (32.4252212 35.0370876, 32.4247736 35.0370845)",,Savva Mavrommati,,,
27295582,residential,False,True,42.86,"LINESTRING (32.4252212 35.0370876, 32.4256706 35.0372024)",,Savva Mavrommati,,,
27295582,residential,False,True,40.753,"LINESTRING (32.4247736 35.0370845, 32.4252212 35.0370876)",,Savva Mavrommati,,,
5204741,residential,False,True,134.722,"LINESTRING (32.4260972 35.0367799, 32.4267888 35.0357088)",,Manoli Andronikou,,,
683844898,residential,False,False,70.122,"LINESTRING (32.4260972 35.0367799, 32.4259513 35.0367377, 32.4253711 35.0365696)",,Apostolou Andrea,,,
683844898,residential,False,True,46.189,"LINESTRING (32.4260972 35.0367799, 32.4262857 35.0368542, 32.4265583 35.036953)",,Apostolou Andrea,,,
27295583,residential,False,True,119.74,"LINESTRING (32.4264684 35.0374741, 32.4270701 35.0376318, 32.4277119 35.0378241)",,Vasili Michailidi,,,
27295757,residential,False,True,184.77300000000002,"LINESTRING (32.4247188 35.0379867, 32.4246403 35.0378387, 32.4244352 35.0375474, 32.4242315 35.0373033, 32.4241373 35.0371601, 32.4240474 35.0369851, 32.4239637 35.0367896, 32.4238726 35.0366557, 32.4237633 35.0365285)",,Verginas,,,
27333919,residential,False,False,90.11699999999999,"LINESTRING (32.4247188 35.0379867, 32.4250174 35.0379179, 32.4251568 35.0378125, 32.42529 35.0376459, 32.425397 35.0375724, 32.4254921 35.0376126)",,Dimitri Liperti,,,
27333789,residential,False,True,33.001,"LINESTRING (32.4227489 35.0357537, 32.4230103 35.0355481)",,,,,
27295760,residential,False,True,61.647,"LINESTRING (32.4227489 35.0357537, 32.4229185 35.0358599, 32.4231695 35.0360453, 32.4232531 35.036122)",,Ag. Kyriakis,,,
"[276735018, 27333643]",residential,False,"[False, True]",183.32000000000002,"LINESTRING (32.4227489 35.0357537, 32.4223483 35.0355837, 32.4223327 35.0355771, 32.4221533 35.0355015, 32.4218962 35.0353985, 32.4217891 35.0353352, 32.421671 35.0351996, 32.4216286 35.0350507, 32.4216061 35.0348786, 32.4216067 35.0348261, 32.4216201 35.0347239, 32.4216447 35.0346165)",,Martiou 25,,,
27295883,residential,False,False,61.976,"LINESTRING (32.4242483 35.0351515, 32.4243758 35.0351839, 32.4245316 35.0352049, 32.4246524 35.0352202, 32.4247263 35.0352296, 32.4249167 35.0352516)",,,,,
"[27295888, 27295822]",residential,True,False,34.641999999999996,"LINESTRING (32.4242483 35.0351515, 32.4241846 35.035231, 32.4241459 35.0352718, 32.4241045 35.0352964, 32.4239607 35.0353317)",,,,,
27295891,residential,False,False,70.15199999999999,"LINESTRING (32.4242483 35.0351515, 32.4242886 35.0350686, 32.424341 35.0349521, 32.4243579 35.0348365, 32.4243464 35.0347571, 32.4242884 35.0346322, 32.4242302 35.0345588)",,Georgios Stylianou,,,
27295760,residential,False,False,61.647,"LINESTRING (32.4232531 35.036122, 32.4231695 35.0360453, 32.4229185 35.0358599, 32.4227489 35.0357537)",,Ag. Kyriakis,,,
27295760,residential,False,True,64.827,"LINESTRING (32.4232531 35.036122, 32.423365 35.0362182, 32.4237364 35.0365075, 32.4237633 35.0365285)",,Ag. Kyriakis,,,
27295904,residential,False,False,131.86499999999998,"LINESTRING (32.4232531 35.036122, 32.4231416 35.0362271, 32.4230069 35.0363707, 32.4229328 35.0364691, 32.4228811 35.0365759, 32.4228344 35.0367532, 32.422829 35.0368671, 32.4228404 35.0369661, 32.4228556 35.0370453, 32.4228988 35.0372015)",,Sofokli Dimitriou,,,
27295893,residential,False,True,36.923,"LINESTRING (32.4230103 35.0355481, 32.4230261 35.0352163)",,,,,
27333789,residential,False,False,33.001,"LINESTRING (32.4230103 35.0355481, 32.4227489 35.0357537)",,,,,
27295826,residential,False,True,64.895,"LINESTRING (32.4230103 35.0355481, 32.4230939 35.0355034, 32.4233359 35.0353852, 32.4234906 35.0353185, 32.4236312 35.0352626)",,Pavlou Georgiou,,,
"[27295891, 27295892]",residential,False,True,69.091,"LINESTRING (32.4230981 35.0347457, 32.4232098 35.0347538, 32.4232927 35.0347394, 32.4233532 35.0347106, 32.4234725 35.0345634, 32.4235517 35.0344158, 32.4236077 35.0343698)",,Georgios Stylianou,,,
27333834,residential,False,True,87.662,"LINESTRING (32.4230981 35.0347457, 32.4229504 35.0347251, 32.4227788 35.0346829, 32.4226077 35.0346252, 32.422458 35.0345498, 32.4223415 35.0344983, 32.4223324 35.0344943, 32.4222113 35.0344549)",,Iliou 9,,,
735278039,residential,False,False,52.942,"LINESTRING (32.4230981 35.0347457, 32.423065 35.0348318, 32.4230538 35.0349164, 32.4230261 35.0352163)",,,,,
27295831,residential,False,True,198.03300000000002,"LINESTRING (32.4225821 35.0332766, 32.4226943 35.0331444, 32.4227601 35.0330639, 32.4228168 35.032959, 32.4228508 35.0328742, 32.42287 35.0327916, 32.4229126 35.0326042, 32.4229821 35.0324046, 32.4230465 35.0322982, 32.4231517 35.0321578, 32.4235956 35.0317405)",,Martiou 25,,,
27295846,residential,False,False,156.03099999999998,"LINESTRING (32.4225821 35.0332766, 32.4226616 35.0334229, 32.4227378 35.0335711, 32.422784 35.0336422, 32.422843 35.0336993, 32.4231705 35.0339074, 32.4232024 35.0339277, 32.4232186 35.0339415, 32.4233235 35.0340308, 32.4233854 35.0341082, 32.4233987 35.0341248, 32.4234704 35.0342173, 32.42353 35.0342853, 32.4236077 35.0343698)",,Ag. Nikolaou,,,
276735018,residential,False,False,141.497,"LINESTRING (32.4225821 35.0332766, 32.4224092 35.0333908, 32.4222137 35.0335406, 32.4220448 35.0336818, 32.4218998 35.0338552, 32.4218547 35.0339132, 32.4218238 35.033953, 32.4217872 35.0340298, 32.4217385 35.0341871, 32.4217206 35.034289)",,,,,
27295826,residential,False,False,64.895,"LINESTRING (32.4236312 35.0352626, 32.4234906 35.0353185, 32.4233359 35.0353852, 32.4230939 35.0355034, 32.4230103 35.0355481)",,Pavlou Georgiou,,,
27333491,residential,False,False,55.400000000000006,"LINESTRING (32.4236312 35.0352626, 32.4233002 35.035225, 32.4230261 35.0352163)",,Ag. Andrikonou,,,
"[27333491, 27295886]",residential,False,True,31.246000000000002,"LINESTRING (32.4236312 35.0352626, 32.4237181 35.0352641, 32.4239607 35.0353317)",,Ag. Andrikonou,,,
27295893,residential,False,False,36.923,"LINESTRING (32.4230261 35.0352163, 32.4230103 35.0355481)",,,,,
27333491,residential,False,True,55.400000000000006,"LINESTRING (32.4230261 35.0352163, 32.4233002 35.035225, 32.4236312 35.0352626)",,Ag. Andrikonou,,,
735278039,residential,False,True,52.942,"LINESTRING (32.4230261 35.0352163, 32.4230538 35.0349164, 32.423065 35.0348318, 32.4230981 35.0347457)",,,,,
27295891,residential,False,False,62.309,"LINESTRING (32.4242302 35.0345588, 32.4241373 35.0345096, 32.424047 35.0344878, 32.4238171 35.0343822, 32.423726 35.0343561, 32.4236077 35.0343698)",,Georgios Stylianou,,,
27295891,residential,False,True,70.15199999999999,"LINESTRING (32.4242302 35.0345588, 32.4242884 35.0346322, 32.4243464 35.0347571, 32.4243579 35.0348365, 32.424341 35.0349521, 32.4242886 35.0350686, 32.4242483 35.0351515)",,Georgios Stylianou,,,
27295846,residential,False,True,156.031,"LINESTRING (32.4236077 35.0343698, 32.42353 35.0342853, 32.4234704 35.0342173, 32.4233987 35.0341248, 32.4233854 35.0341082, 32.4233235 35.0340308, 32.4232186 35.0339415, 32.4232024 35.0339277, 32.4231705 35.0339074, 32.422843 35.0336993, 32.422784 35.0336422, 32.4227378 35.0335711, 32.4226616 35.0334229, 32.4225821 35.0332766)",,Ag. Nikolaou,,,
"[27295891, 27295892]",residential,False,False,69.09100000000001,"LINESTRING (32.4236077 35.0343698, 32.4235517 35.0344158, 32.4234725 35.0345634, 32.4233532 35.0347106, 32.4232927 35.0347394, 32.4232098 35.0347538, 32.4230981 35.0347457)",,Georgios Stylianou,,,
27295891,residential,False,True,62.309,"LINESTRING (32.4236077 35.0343698, 32.423726 35.0343561, 32.4238171 35.0343822, 32.424047 35.0344878, 32.4241373 35.0345096, 32.4242302 35.0345588)",,Georgios Stylianou,,,
27295921,residential,False,True,76.314,"LINESTRING (32.4236344 35.0369189, 32.4235643 35.0369567, 32.4234608 35.0370032, 32.423415 35.0370238, 32.423234 35.0371131, 32.4231519 35.037167, 32.4230862 35.0372002, 32.4230223 35.0372133, 32.4228988 35.0372015)",,Misiaouli & Kavazoglou,,,
27295904,residential,False,True,131.86499999999998,"LINESTRING (32.4228988 35.0372015, 32.4228556 35.0370453, 32.4228404 35.0369661, 32.422829 35.0368671, 32.4228344 35.0367532, 32.4228811 35.0365759, 32.4229328 35.0364691, 32.4230069 35.0363707, 32.4231416 35.0362271, 32.4232531 35.036122)",,Sofokli Dimitriou,,,
27295921,residential,False,False,76.314,"LINESTRING (32.4228988 35.0372015, 32.4230223 35.0372133, 32.4230862 35.0372002, 32.4231519 35.037167, 32.423234 35.0371131, 32.423415 35.0370238, 32.4234608 35.0370032, 32.4235643 35.0369567, 32.4236344 35.0369189)",,Misiaouli & Kavazoglou,,,
5204740,residential,False,True,136.207,"LINESTRING (32.4265583 35.036953, 32.4268869 35.0365323, 32.4272113 35.0361587, 32.4274116 35.0359478)",,Vasileos Filippou,,,
