osmid,lanes,highway,junction,oneway,reversed,length,geometry,name,maxspeed
4677485,1,tertiary,roundabout,True,False,22.029,"LINESTRING (33.5884636 34.8727956, 33.5885436 34.8728028, 33.588622 34.8727878, 33.5886898 34.8727522)",,
1211920753,1,tertiary,roundabout,True,False,14.777000000000001,"LINESTRING (33.5885203 34.8724122, 33.5884411 34.872426, 33.588372 34.8724607)",,
24742037,2,residential,,False,False,50.078,"LINESTRING (33.5891772 34.8712324, 33.5886944 34.8710181)",Nikis,
1211920771,2,tertiary,,False,False,45.980000000000004,"LINESTRING (33.5891772 34.8712324, 33.5890729 34.8713858, 33.5889714 34.8716086)",,50
1211920771,2,tertiary,,False,True,219.52200000000002,"LINESTRING (33.5891772 34.8712324, 33.5893757 34.8710522, 33.5895013 34.8709543, 33.5899407 34.8707454, 33.5903407 34.870636, 33.5904629 34.8706052, 33.5913039 34.8703936)",,50
537246761,2,residential,,False,True,71.525,"LINESTRING (33.5919808 34.8765314, 33.5918603 34.8758958)",Adamou Adamou,
"[1211920752, 1211924462]",2,secondary,,False,True,294.364,"LINESTRING (33.5919808 34.8765314, 33.5916066 34.8765674, 33.5912459 34.8765717, 33.5905056 34.8765806, 33.589569 34.8765581, 33.5893652 34.8765532, 33.588933 34.87656, 33.5887572 34.8765598)",25is Maritou,"['50', '30']"
24742204,2,residential,,False,False,142.28199999999998,"LINESTRING (33.5887572 34.8765598, 33.5887068 34.8763715, 33.5886747 34.8762515, 33.5885937 34.8759487, 33.5885177 34.8756646, 33.5884913 34.8755392, 33.5884677 34.8754229, 33.588444 34.8753066)",Stadiou,30
"[1211920752, 1211924462]",2,secondary,,False,False,294.36400000000003,"LINESTRING (33.5887572 34.8765598, 33.588933 34.87656, 33.5893652 34.8765532, 33.589569 34.8765581, 33.5905056 34.8765806, 33.5912459 34.8765717, 33.5916066 34.8765674, 33.5919808 34.8765314)",25is Maritou,"['30', '50']"
1211924462,2,secondary,,False,True,81.708,"LINESTRING (33.5887572 34.8765598, 33.5884841 34.8765851, 33.588472 34.8765868, 33.5880247 34.8766473, 33.5878721 34.8766707)",25is Maritou,30
1007665824,2,secondary,,False,True,30.147,"LINESTRING (33.5859924 34.8762924, 33.5857633 34.876097)",25is Maritou,50
576400143,2,secondary,,False,False,48.602000000000004,"LINESTRING (33.5859924 34.8762924, 33.5860621 34.8763157, 33.586202 34.8763644, 33.5864969 34.87643)",25is Maritou,50
24742208,1,tertiary,,True,False,46.39,"LINESTRING (33.5855433 34.8760745, 33.5855686 34.8762289, 33.5855731 34.8762955, 33.5855887 34.8763447, 33.5856573 34.8764771)",Protomagias,
1007665824,2,secondary,,False,False,20.393,"LINESTRING (33.5855433 34.8760745, 33.5856008 34.8760885, 33.585687 34.8760866, 33.5857633 34.876097)",25is Maritou,50
"[1007665825, 1211924458]",2,secondary,,False,True,55.867000000000004,"LINESTRING (33.5855433 34.8760745, 33.5851528 34.8758149, 33.5850709 34.8757549)",25is Maritou,"['50', '30']"
537246779,2,residential,,False,True,65.065,"LINESTRING (33.5832478 34.8737337, 33.5839088 34.8735139)",Artemidos,
576400142,2,secondary,,False,False,85.837,"LINESTRING (33.5832478 34.8737337, 33.5835846 34.8744545)",25is Maritou,30
1211920756,2,secondary,,False,True,68.16300000000001,"LINESTRING (33.5832478 34.8737337, 33.583121 34.8734791, 33.5829881 34.8731592)",25is Maritou,30
1211920757,2,secondary,,False,False,53.845,"LINESTRING (33.5821137 34.8718062, 33.5824333 34.8722133)",25is Maritou,30
24741928,2,residential,,False,False,154.368,"LINESTRING (33.5821137 34.8718062, 33.5825725 34.8715752, 33.5835559 34.8710801)",Giouri Kagkari,
1211920757,2,secondary,,False,True,59.327,"LINESTRING (33.5821137 34.8718062, 33.5818952 34.8715888, 33.5816933 34.8713992)",25is Maritou,30
4677493,2,tertiary,,False,True,125.45599999999999,"LINESTRING (33.5865594 34.8773354, 33.5860753 34.8770203, 33.5858964 34.8768917, 33.5857323 34.8767471, 33.585574 34.876559)",Protomagias,50
24742199,2,residential,,False,True,77.781,"LINESTRING (33.5865594 34.8773354, 33.586555 34.8772123, 33.5865128 34.8770839, 33.5864787 34.8768396, 33.5865008 34.8767228, 33.5865367 34.8766492)",Zalongou,
536984614,2,residential,,False,True,59.384,"LINESTRING (33.5901044 34.8732709, 33.5897819 34.8737348)",Stadiou,50
537246761,2,residential,,False,True,58.856,"LINESTRING (33.5901044 34.8732709, 33.5895322 34.8730264)",Adamou Adamou,
537246761,2,residential,,False,False,131.857,"LINESTRING (33.5901044 34.8732709, 33.5902063 34.8733137, 33.5905988 34.8735022, 33.5908746 34.8736417, 33.5909689 34.8737171, 33.5910385 34.8737727, 33.5911651 34.8738868, 33.5912471 34.873975)",Adamou Adamou,
24742168,2,residential,,False,False,71.324,"LINESTRING (33.5912471 34.873975, 33.591999 34.8737992)",Αχιλλέως,50
537246761,2,residential,,False,False,159.552,"LINESTRING (33.5912471 34.873975, 33.5913526 34.8741398, 33.5914926 34.8743907, 33.5916557 34.8748836, 33.5916671 34.8749512, 33.5917123 34.8752193, 33.5917329 34.8753413)",Adamou Adamou,
537246761,2,residential,,False,True,131.85700000000003,"LINESTRING (33.5912471 34.873975, 33.5911651 34.8738868, 33.5910385 34.8737727, 33.5909689 34.8737171, 33.5908746 34.8736417, 33.5905988 34.8735022, 33.5902063 34.8733137, 33.5901044 34.8732709)",Adamou Adamou,
524493855,2,residential,,False,True,94.347,"LINESTRING (33.5861076 34.8756842, 33.5855467 34.8752509, 33.5853563 34.8751011)",Charalampou Mouskou,
1211924459,2,tertiary,,False,False,55.629,"LINESTRING (33.5861076 34.8756842, 33.58592 34.8759008, 33.5857633 34.876097)",Tassou Papadopoulou,
1211924460,2,tertiary,,False,True,85.211,"LINESTRING (33.5861076 34.8756842, 33.5864572 34.8754409, 33.5865167 34.8753803, 33.5867199 34.8751161)",Tassou Papadopoulou,
524493855,2,residential,,False,False,88.334,"LINESTRING (33.5844841 34.8753385, 33.5849312 34.8751136, 33.5850629 34.8750696, 33.5852315 34.8750636, 33.5853563 34.8751011)",Charalampou Mouskou,
537517443,2,residential,,False,True,143.916,"LINESTRING (33.5844841 34.8753385, 33.5839337 34.8755476, 33.583699 34.8755943, 33.5829717 34.8756413)",Ch. Mouskou,
576400142,2,secondary,,False,True,67.933,"LINESTRING (33.5844841 34.8753385, 33.5842579 34.8751804, 33.5839313 34.8749294)",25is Maritou,30
1211924458,2,secondary,,False,False,70.779,"LINESTRING (33.5844841 34.8753385, 33.5847156 34.8754992, 33.5850709 34.8757549)",25is Maritou,30
149447412,2,residential,,False,True,26.755,"LINESTRING (33.5829717 34.8756413, 33.5827733 34.8754641)",Kosta Frackou,
537517443,2,residential,,False,False,143.916,"LINESTRING (33.5829717 34.8756413, 33.583699 34.8755943, 33.5839337 34.8755476, 33.5844841 34.8753385)",Ch. Mouskou,
537243350,2,tertiary,,False,False,11.861,"LINESTRING (33.585574 34.876559, 33.5856573 34.8764771)",Ezekia Papaioannou,30
4677493,2,tertiary,,False,False,125.456,"LINESTRING (33.585574 34.876559, 33.5857323 34.8767471, 33.5858964 34.8768917, 33.5860753 34.8770203, 33.5865594 34.8773354)",Protomagias,50
537243350,2,tertiary,,False,True,27.207,"LINESTRING (33.585574 34.876559, 33.5854619 34.8766651, 33.5853766 34.8767424)",Ezekia Papaioannou,30
1211920757,2,secondary,,False,False,59.327,"LINESTRING (33.5816933 34.8713992, 33.5818952 34.8715888, 33.5821137 34.8718062)",25is Maritou,30
"[1211920770, 24741175]","['2', '3']",tertiary,,False,False,184.956,"LINESTRING (33.5913039 34.8703936, 33.5912532 34.8702219, 33.591241 34.8701736, 33.590991 34.8695347, 33.5908548 34.8692793, 33.5905722 34.8688504)",Agiou Panteleimonos Avenue,50
