osmid,name,highway,oneway,reversed,length,geometry,maxspeed,ref,lanes,junction,access
4586591,Atatürk Caddesi,residential,False,True,90.583,"LINESTRING (33.3182225 35.3395342, 33.3183918 35.3390645, 33.3184497 35.3387429)",,,,,
53576804,Beyoğlu Sokak,residential,False,False,82.008,"LINESTRING (33.3182225 35.3395342, 33.3188324 35.3396312, 33.3191131 35.3396588)",,,,,
4586591,Atatürk Caddesi,residential,False,False,137.257,"LINESTRING (33.3188139 35.336395, 33.3186238 35.3376196)",,,,,
154673402,Sedat Simavi Caddesi,tertiary,False,False,150.19600000000003,"LINESTRING (33.3188139 35.336395, 33.3186694 35.3364157, 33.3177709 35.3365, 33.3171702 35.3365563)",50,,,,
741044189,Sedat Simavi Caddesi,tertiary,False,True,28.573,"LINESTRING (33.3188139 35.336395, 33.3189208 35.336344, 33.3190695 35.336246)",50,,,,
154673402,Sedat Simavi Caddesi,tertiary,False,True,62.163,"LINESTRING (33.3158197 35.336631, 33.316505 35.3366321)",50,,,,
53576799,Alsancak Sokak,residential,False,True,144.841,"LINESTRING (33.3158197 35.336631, 33.3157793 35.3363493, 33.3157271 35.3359858, 33.3156112 35.3353397)",,,,,
154673402,Sedat Simavi Caddesi,tertiary,False,False,75.35300000000001,"LINESTRING (33.3158197 35.336631, 33.3155562 35.3366325, 33.3153751 35.3366585, 33.3152502 35.3366925, 33.3150182 35.336772)",50,,,,
8230303,Şinasi Konuloğlu Sokak,residential,True,False,84.659,"LINESTRING (33.3192757 35.3376682, 33.320209 35.3376642)",,,,,
13673773,Cengizhanlı Sokak,residential,False,True,109.808,"LINESTRING (33.3192757 35.3376682, 33.3191982 35.3386537)",,,,,
13655023,Ecevit Caddesi,secondary,False,False,30.381,"LINESTRING (33.320209 35.3376642, 33.3201737 35.3373925)",50,,,,
13655023,Ecevit Caddesi,secondary,False,True,111.374,"LINESTRING (33.320209 35.3376642, 33.3202664 35.3381452, 33.3202774 35.338215, 33.3202795 35.3382282, 33.3203475 35.3386593)",50,,,,
4136086,İnönü Caddesi,tertiary,False,False,35.856,"LINESTRING (33.3164088 35.3339022, 33.3167524 35.3340616)",50,,,,
4136086,İnönü Caddesi,tertiary,False,True,67.528,"LINESTRING (33.3164088 35.3339022, 33.3157731 35.3335862)",50,,,,
4586592,Şht. Aslan Seçkin Caddesi,residential,False,False,71.048,"LINESTRING (33.3164088 35.3339022, 33.3156604 35.3340906)",,,,,
4136086,İnönü Caddesi,tertiary,False,False,124.13199999999999,"LINESTRING (33.3147737 35.3327006, 33.3149422 35.3329546, 33.3151411 35.3331783, 33.3153876 35.3333468, 33.3156609 35.3335304)",50,,,,
101735300,Bedreddin Demirel Caddesi,primary,True,False,198.79199999999997,"LINESTRING (33.3147737 35.3327006, 33.3148749 35.3326785, 33.3149591 35.3326613, 33.3153816 35.3326275, 33.3156252 35.3326083, 33.3158214 35.3325796, 33.3160604 35.3325414, 33.316326 35.3324976, 33.3165303 35.3324684, 33.3165718 35.3324655, 33.3167562 35.3324524, 33.3168571 35.3324525, 33.3169388 35.3324526)",50,GR.50,,,
8230321,Karaca Sokak,residential,False,True,93.688,"LINESTRING (33.3201737 35.3373925, 33.3212028 35.3373208)",,,,,
13655023,Ecevit Caddesi,secondary,False,True,30.381,"LINESTRING (33.3201737 35.3373925, 33.320209 35.3376642)",50,,,,
13655023,Ecevit Caddesi,secondary,False,False,167.569,"LINESTRING (33.3201737 35.3373925, 33.3201179 35.3369507, 33.3200476 35.3363886, 33.3200153 35.3361284, 33.319985 35.3358934)",50,,,,
8230321,Karaca Sokak,residential,False,False,93.688,"LINESTRING (33.3212028 35.3373208, 33.3201737 35.3373925)",,,,,
8230320,Şair Nedim Sokak,residential,False,False,125.731,"LINESTRING (33.3212028 35.3373208, 33.321346 35.3376786, 33.3215133 35.3380968, 33.3215779 35.3382581, 33.3215982 35.3383835, 33.3216011 35.3384016)",,,,,
8230320,Şair Nedim Sokak,residential,False,True,128.502,"LINESTRING (33.3212028 35.3373208, 33.3212094 35.3368215, 33.3212853 35.3365259, 33.3214053 35.3361854)",,,,,
154467368,Mustafa Çagatay Caddesi,secondary,True,False,22.435,"LINESTRING (33.3208613 35.3394822, 33.3206283 35.3395499)",,,,,
"[204979721, 1029007407]","['Mustafa Çagatay Caddesi', 'Mustafa Çağatay Caddesi']",secondary,False,True,77.829,"LINESTRING (33.3208613 35.3394822, 33.3210495 35.3393719, 33.3213149 35.339244, 33.3215982 35.3391261)",50,,,,
8230320,Şair Nedim Sokak,residential,False,True,66.952,"LINESTRING (33.3215982 35.3391261, 33.3215889 35.3386765, 33.3215841 35.3385241)",,,,,
"[204979721, 1029007407]","['Mustafa Çagatay Caddesi', 'Mustafa Çağatay Caddesi']",secondary,False,False,77.829,"LINESTRING (33.3215982 35.3391261, 33.3213149 35.339244, 33.3210495 35.3393719, 33.3208613 35.3394822)",50,,,,
204979721,Mustafa Çağatay Caddesi,secondary,False,True,58.279,"LINESTRING (33.3215982 35.3391261, 33.3216583 35.3391087, 33.3220164 35.3390053, 33.3222069 35.3389588)",50,,,,
31613791,Mücahitler Caddesi,residential,False,False,8.049,"LINESTRING (33.3202504 35.3321876, 33.3202964 35.3322495)",,,,,
154508520,Semih Sancar Caddesi,primary,True,False,68.369,"LINESTRING (33.3202504 35.3321876, 33.3203815 35.3320942, 33.3205177 35.3319615, 33.3207312 35.3317175)",50,D.10,2,,
157513022,Semih Sancar Caddesi,primary,False,False,92.987,"LINESTRING (33.322492 35.3310583, 33.3219579 35.3312672, 33.3215596 35.3314052)",50,D.10,,,
4586592,Şht. Aslan Seçkin Caddesi,residential,False,True,32.845,"LINESTRING (33.3141431 35.3344072, 33.3144995 35.3343551)",,,,,
4586691,Barış Sokak,residential,False,False,64.468,"LINESTRING (33.3141431 35.3344072, 33.3140086 35.3338379)",,,,,
4586592,Şht. Aslan Seçkin Caddesi,residential,False,False,54.258,"LINESTRING (33.3141431 35.3344072, 33.3139053 35.334448, 33.3135572 35.3345054)",,,,,
4586691,Barış Sokak,residential,False,True,102.292,"LINESTRING (33.3137688 35.3329391, 33.3139617 35.3336375, 33.3140086 35.3338379)",,,,,
28032994,Mete Adanır Caddesi,primary,True,False,25.237,"LINESTRING (33.3137688 35.3329391, 33.3138382 35.3329246, 33.3140398 35.3328879)",50,GR.50,,,
154503503,,primary,True,False,21.863,"LINESTRING (33.3139503 35.3327293, 33.3139395 35.3327609, 33.3139398 35.3327936, 33.3139513 35.332825, 33.3139731 35.3328526, 33.3140034 35.3328741, 33.3140398 35.3328879)",,GR.50,,roundabout,
4586591,Atatürk Caddesi,residential,False,False,57.431,"LINESTRING (33.3186238 35.3376196, 33.3185378 35.3381313)",,,,,
4586591,Atatürk Caddesi,residential,False,True,137.257,"LINESTRING (33.3186238 35.3376196, 33.3188139 35.336395)",,,,,
8230303,Şinasi Konuloğlu Sokak,residential,True,False,32.191,"LINESTRING (33.3186238 35.3376196, 33.3189763 35.3376531)",,,,,
154467369,Ecevit Caddesi,secondary,True,False,28.752,"LINESTRING (33.3204445 35.3393316, 33.320459 35.3395899)",,,,,
"[1029007274, 13655023]",Ecevit Caddesi,secondary,False,False,75.289,"LINESTRING (33.3204445 35.3393316, 33.320422 35.3391384, 33.3204195 35.3391268, 33.3204083 35.3390504, 33.3203585 35.3387122, 33.3203475 35.3386593)",50,,,,
31614116,,unclassified,False,False,53.284,"LINESTRING (33.3143313 35.3391791, 33.3143674 35.3390772, 33.3144998 35.3387748, 33.3145212 35.3387258)",,,,,
31613783,Namık Kemal Caddesi,tertiary,False,False,168.288,"LINESTRING (33.3237633 35.3318292, 33.3237312 35.3319869, 33.3236583 35.3321224, 33.3235524 35.3322571, 33.3234226 35.3324223, 33.3233362 35.3325126, 33.323248 35.3326618, 33.3231875 35.33277, 33.3231187 35.3328971, 33.3230541 35.3332039)",,,,,
31645431,Yavuz Sokak,residential,False,True,87.31599999999999,"LINESTRING (33.3237633 35.3318292, 33.3238218 35.3319294, 33.3242854 35.3324876)",,,,,
31613783,Namık Kemal Caddesi,tertiary,False,True,26.726,"LINESTRING (33.3229931 35.3339009, 33.3230148 35.3336612)",,,,,
31613794,Nalbant Sokak,residential,False,False,50.017,"LINESTRING (33.3229931 35.3339009, 33.3224433 35.3339349)",,,,,
31613783,Namık Kemal Caddesi,tertiary,False,False,56.144000000000005,"LINESTRING (33.3229931 35.3339009, 33.322965 35.3341808, 33.3229286 35.3344029)",,,,,
35163960,Çamlibel Sokak,residential,False,True,97.30100000000002,"LINESTRING (33.3224415 35.3363435, 33.3221653 35.3363333, 33.3219093 35.336317, 33.3217576 35.3362449, 33.3216403 35.3362081, 33.3215124 35.3361848, 33.3214053 35.3361854)",,,,,
1217326720,Namık Kemal Caddesi,tertiary,False,True,70.038,"LINESTRING (33.3224415 35.3363435, 33.32243 35.336389, 33.322422 35.336488, 33.3223729 35.336764, 33.3223659 35.3368936, 33.3223738 35.3369689)",,,,,
1217326724,Namık Kemal Caddesi,tertiary,True,False,87.206,"LINESTRING (33.3224415 35.3363435, 33.3225185 35.3362369, 33.3226215 35.3360645, 33.3227375 35.3358694, 33.3228083 35.3356242)",,,,,
"[204470531, 154668782]","['Sultan Mecit Sokak', 'Marmaris Sokak']",residential,False,False,155.01,"LINESTRING (33.3223738 35.3369689, 33.3226146 35.3369816, 33.3230941 35.3369907, 33.3231686 35.3369919, 33.3231906 35.337028, 33.323243 35.3371141, 33.3233127 35.3371911, 33.3233759 35.3372248, 33.3234536 35.3372387, 33.3235791 35.3372512, 33.3237958 35.3372586, 33.3238697 35.3373463)",,,,,
1217326720,Namık Kemal Caddesi,tertiary,False,False,70.038,"LINESTRING (33.3223738 35.3369689, 33.3223659 35.3368936, 33.3223729 35.336764, 33.322422 35.336488, 33.32243 35.336389, 33.3224415 35.3363435)",,,,,
1217326720,Namık Kemal Caddesi,tertiary,False,True,63.53,"LINESTRING (33.3223738 35.3369689, 33.3224213 35.3372589, 33.3224433 35.337356, 33.3224808 35.3375334)",,,,,
"[204470531, 154668782]","['Sultan Mecit Sokak', 'Marmaris Sokak']",residential,False,True,155.01,"LINESTRING (33.3238697 35.3373463, 33.3237958 35.3372586, 33.3235791 35.3372512, 33.3234536 35.3372387, 33.3233759 35.3372248, 33.3233127 35.3371911, 33.323243 35.3371141, 33.3231906 35.337028, 33.3231686 35.3369919, 33.3230941 35.3369907, 33.3226146 35.3369816, 33.3223738 35.3369689)",,,,,
"[31613784, 204998336]",Şht. H. Mustafa Sokak,residential,True,False,207.189,"LINESTRING (33.3226859 35.3388289, 33.3226817 35.3389193, 33.3226446 35.339107, 33.3225569 35.3393672, 33.3225131 35.3395481, 33.3225062 35.3396644, 33.3225226 35.3397302, 33.3226412 35.3397564, 33.3232078 35.3396999, 33.3233162 35.3396845, 33.3234755 35.3396618, 33.3236527 35.3395997)",,,,,
204979721,Mustafa Çağatay Caddesi,secondary,False,False,45.788,"LINESTRING (33.3226859 35.3388289, 33.3224173 35.3389032, 33.3222069 35.3389588)",50,,,,
204979721,Mustafa Çağatay Caddesi,secondary,False,True,70.88,"LINESTRING (33.3226859 35.3388289, 33.3228861 35.3387737, 33.3234184 35.3386072)",50,,,,
1217326720,Namık Kemal Caddesi,tertiary,False,False,145.547,"LINESTRING (33.3226859 35.3388289, 33.3226914 35.3387158, 33.3226858 35.3386187, 33.3225437 35.3377819, 33.3224808 35.3375334)",,,,,
204979721,Mustafa Çağatay Caddesi,secondary,False,False,70.88,"LINESTRING (33.3234184 35.3386072, 33.3228861 35.3387737, 33.3226859 35.3388289)",50,,,,
31613785,Şehit İlker Karter Sokak,residential,True,False,50.156,"LINESTRING (33.3236527 35.3395997, 33.3235406 35.339158)",,,,,
