osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,access
52469284,Dikeosinis,residential,False,True,55.046,,,"LINESTRING (33.6592052 34.9809856, 33.6596366 34.9813322)",
544875349,Paideias,tertiary,False,False,53.242999999999995,2,50,"LINESTRING (33.6592052 34.9809856, 33.659405 34.9808241, 33.6596212 34.9806493)",
544875349,Paideias,tertiary,False,True,56.385000000000005,2,50,"LINESTRING (33.6592052 34.9809856, 33.6591512 34.9810206, 33.6589003 34.9812201, 33.6587515 34.9813301)",
52469285,Konstantinou Fotiou,residential,False,False,138.228,,,"LINESTRING (33.6587515 34.9813301, 33.6587859 34.981365, 33.6589058 34.981496, 33.6590256 34.981627, 33.6591495 34.9817591, 33.6596732 34.9823175)",
524241057,1st October,residential,False,True,71.226,,30,"LINESTRING (33.6587515 34.9813301, 33.6585514 34.981192, 33.6581536 34.9809174)",
544875349,Paideias,tertiary,False,False,56.385000000000005,2,50,"LINESTRING (33.6587515 34.9813301, 33.6589003 34.9812201, 33.6591512 34.9810206, 33.6592052 34.9809856)",
544875349,Paideias,tertiary,False,True,43.329,2,50,"LINESTRING (33.6587515 34.9813301, 33.6585001 34.9814751, 33.6583626 34.9815544)",
52469282,Apostolou Andrea,residential,False,False,66.581,,30,"LINESTRING (33.656917 34.9791688, 33.6569745 34.9791952, 33.6575052 34.9794335, 33.6575575 34.9794571)",
184422921,Archiepiskopou Makariou,tertiary,False,False,74.486,2,,"LINESTRING (33.656917 34.9791688, 33.6567731 34.979658, 33.6567492 34.979773, 33.656739 34.9798223)",
1131761316,Maiou 1,residential,False,True,26.292,,,"LINESTRING (33.650508 34.9866872, 33.650545 34.9864527)",
184422923,Georgiou Griva Digeni,tertiary,False,False,20.389,2,30,"LINESTRING (33.6529508 34.9857338, 33.6530949 34.9855935)",
1099364804,Grigori Afxentiou,tertiary,False,False,9.868,2,,"LINESTRING (33.6529508 34.9857338, 33.6530316 34.9857929)",
