osmid,oneway,name,highway,reversed,length,geometry,ref,bridge,maxspeed,tunnel,junction
"[185160061, 1149981759]",True,Gazi Mustafa Kemal Bulvari,primary,False,37.972,"LINESTRING (33.9376925 35.1204934, 33.9378856 35.1205162, 33.9379265 35.1205211, 33.9380296 35.1205459, 33.9380974 35.1205693)",,,,,
198423468,False,Gazi Mustafa Kemal Bulvari,primary,True,329.428,"LINESTRING (33.9376925 35.1204934, 33.9374796 35.1205124, 33.9374013 35.120519, 33.9369864 35.1205537, 33.9363582 35.1206601, 33.9361567 35.1207115, 33.9360103 35.1207489, 33.9356882 35.1208465, 33.9353706 35.1209764, 33.9351338 35.1210756, 33.9348824 35.1212027, 33.9344275 35.121432, 33.9343325 35.1214799)",,,,,
4312212,True,Fevzi Çakmak Bulvarı,secondary,False,96.69600000000001,"LINESTRING (33.939632 35.1206986, 33.9399404 35.1207142, 33.9400126 35.1207117, 33.9401977 35.1206978, 33.9404338 35.1206669, 33.9405441 35.1206509, 33.9406863 35.1206281)",GM.25,,,,
"[116925184, 197710020, 197710021]",True,,tertiary,False,104.883,"LINESTRING (33.939632 35.1206986, 33.9396256 35.120819, 33.9396202 35.1209342, 33.9395995 35.1209896, 33.9395551 35.1214001, 33.9396178 35.1216319)",,yes,,,
4312264,True,Polatpaşa Bulvarı,secondary,False,8.979,"LINESTRING (33.9408123 35.1206106, 33.9408184 35.12053)",GM.25,,50,,
806363586,True,Fevzi Çakmak Bulvarı,secondary,False,312.122,"LINESTRING (33.9408123 35.1206106, 33.9411556 35.1205656, 33.9417402 35.1205161, 33.9421868 35.120495, 33.9428044 35.1204944, 33.9433259 35.1205386, 33.9442165 35.1206795)",,,,,
347101852,False,15 Ağustos Bulvari,primary,False,12.571,"LINESTRING (33.9367503 35.1190988, 33.9368669 35.1191595)",GM.50,,50,,
91634187,False,Altay Sokak,residential,False,64.341,"LINESTRING (33.9367503 35.1190988, 33.936603 35.1193512, 33.9365147 35.1196413)",,,,,
347101852,False,15 Ağustos Bulvari,primary,True,64.182,"LINESTRING (33.9367503 35.1190988, 33.9366632 35.1190577, 33.9365734 35.1190154, 33.9363861 35.1189365, 33.9362268 35.1188698, 33.9361272 35.1188282)",GM.50,,50,,
4312213,False,İsmet İnönü Bulvarı,primary,False,106.208,"LINESTRING (33.9381175 35.1210713, 33.9378999 35.121291, 33.9377961 35.1213863, 33.9376317 35.1215372, 33.9375191 35.1216131, 33.9373085 35.1217552)",D.55,,65,,
"[1149981760, 4312217]",True,İsmet İnönü Bulvarı,primary,False,54.973,"LINESTRING (33.9381175 35.1210713, 33.9382457 35.1209365, 33.9382872 35.1208955, 33.9383599 35.120826, 33.9385108 35.1206965)",D.55,,,,
4312213,False,İsmet İnönü Bulvarı,primary,False,38.712,"LINESTRING (33.9373085 35.1217552, 33.936966 35.1219619)",D.55,,65,,
4312213,False,İsmet İnönü Bulvarı,primary,True,106.208,"LINESTRING (33.9373085 35.1217552, 33.9375191 35.1216131, 33.9376317 35.1215372, 33.9377961 35.1213863, 33.9378999 35.121291, 33.9381175 35.1210713)",D.55,,65,,
4312213,False,İsmet İnönü Bulvarı,primary,True,38.712,"LINESTRING (33.936966 35.1219619, 33.9373085 35.1217552)",D.55,,65,,
4312213,False,İsmet İnönü Bulvarı,primary,False,79.006,"LINESTRING (33.936966 35.1219619, 33.9367625 35.1220884, 33.9366837 35.1221373, 33.9362896 35.1224074)",D.55,,65,,
91686690,False,Gençlik Caddesi,residential,False,88.66999999999999,"LINESTRING (33.936966 35.1219619, 33.9367841 35.1219297, 33.9365792 35.1219474, 33.936042 35.1221322)",,,,,
4312213,False,İsmet İnönü Bulvarı,primary,False,40.334,"LINESTRING (33.9348 35.1236735, 33.9345232 35.1239569)",D.55,,65,,
4312213,False,İsmet İnönü Bulvarı,primary,True,29.917,"LINESTRING (33.9348 35.1236735, 33.9350082 35.1234652)",D.55,,65,,
91686693,False,Aksu Sokak,residential,True,61.759,"LINESTRING (33.9348 35.1236735, 33.9353113 35.124039)",,,,,
4312270,False,İlker Karter Caddesi,residential,True,8.53,"LINESTRING (33.9442165 35.1206795, 33.9442181 35.1206028)",,,50,,
4312270,False,İlker Karter Caddesi,residential,False,8.53,"LINESTRING (33.9442181 35.1206028, 33.9442165 35.1206795)",,,50,,
4312270,False,İlker Karter Caddesi,residential,True,82.241,"LINESTRING (33.9442181 35.1206028, 33.9441879 35.1198636)",,,50,,
4312215,True,Fevzi Çakmak Bulvarı,secondary,False,228.96600000000004,"LINESTRING (33.9442181 35.1206028, 33.943803 35.1205251, 33.9433492 35.1204649, 33.9428279 35.1204164, 33.9424659 35.1204099, 33.9421673 35.120411, 33.9417213 35.1204291)",,,,,
1149981757,True,Fevzi Çakmak Bulvarı,secondary,False,11.452,"LINESTRING (33.9408184 35.12053, 33.9406939 35.1205454)",GM.25,,,,
806363588,True,Polatpaşa Bulvarı,secondary,False,257.557,"LINESTRING (33.9408184 35.12053, 33.9408227 35.1204137, 33.9408503 35.1202717, 33.940917 35.1201141, 33.9410004 35.1199666, 33.9411026 35.1198389, 33.9412492 35.1196575, 33.9415589 35.1193229, 33.9418095 35.1190623, 33.9419143 35.1189533, 33.9421065 35.11875, 33.9422635 35.118584)",GM.25,,50,,
116925188,True,,tertiary,False,24.469,"LINESTRING (33.9396178 35.1216319, 33.9396836 35.1217586, 33.9397439 35.1218246)",,,,,
632312564,True,,tertiary,False,27.258,"LINESTRING (33.9396178 35.1216319, 33.9396256 35.1217745, 33.9396334 35.1218767)",,,,,
4312245,False,Dt. Ramiz Gökçe Sokak,tertiary,True,11.6,"LINESTRING (33.9397439 35.1218246, 33.9396334 35.1218767)",,,,,
4312247,False,Altın Tabya Sokak,tertiary,False,176.667,"LINESTRING (33.9397439 35.1218246, 33.9397918 35.121809, 33.9401724 35.1216853, 33.9404122 35.1216464, 33.9406549 35.1216351, 33.9410402 35.1216395, 33.9411956 35.1216595, 33.9414489 35.1217361, 33.9415365 35.121758, 33.9416256 35.1217648)",,,,,
4312253,False,Necip Tözün Sokak,residential,False,61.855,"LINESTRING (33.9381416 35.124607, 33.9386099 35.1250104)",,,,,
4312232,False,Abdullah Paşa Sokak,residential,False,102.836,"LINESTRING (33.9381416 35.124607, 33.9383525 35.1244746, 33.9384808 35.1244182, 33.93901 35.1242347, 33.9391427 35.1241881)",,,,,
4312245,False,Dt. Ramiz Gökçe Sokak,tertiary,False,139.292,"LINESTRING (33.9381416 35.124607, 33.937999 35.1244679, 33.9379009 35.1243442, 33.9378789 35.1242795, 33.9378714 35.124199, 33.9380656 35.1238905, 33.9383463 35.1235283)",,,,,
4312232,False,Abdullah Paşa Sokak,residential,True,58.149,"LINESTRING (33.9397772 35.1241237, 33.9391427 35.1241881)",,,,,
4312233,False,Hükümet Sokak,residential,False,42.303,"LINESTRING (33.9397772 35.1241237, 33.9396304 35.1244847)",,,,,
4312240,False,Sinan Paşa Sokak,residential,False,9.932,"LINESTRING (33.9397772 35.1241237, 33.9398858 35.1241143)",,,,,
4312232,False,Abdullah Paşa Sokak,residential,False,58.149,"LINESTRING (33.9391427 35.1241881, 33.9397772 35.1241237)",,,,,
4312232,False,Abdullah Paşa Sokak,residential,True,102.836,"LINESTRING (33.9391427 35.1241881, 33.93901 35.1242347, 33.9384808 35.1244182, 33.9383525 35.1244746, 33.9381416 35.124607)",,,,,
31746191,False,Kuru Çeşme Sokak,residential,True,104.445,"LINESTRING (33.9391427 35.1241881, 33.9390804 35.1240791, 33.9389948 35.1239787, 33.9386882 35.1237449, 33.9383463 35.1235283)",,,,,
4312233,False,Hükümet Sokak,residential,True,42.303,"LINESTRING (33.9396304 35.1244847, 33.9397772 35.1241237)",,,,,
4312234,False,Namık Kemal Sokak,residential,True,33.154,"LINESTRING (33.9396304 35.1244847, 33.9399801 35.1245689)",,,,,
4312245,False,Dt. Ramiz Gökçe Sokak,tertiary,False,60.949,"LINESTRING (33.9385508 35.1232353, 33.9388521 35.1227457)",,,,,
4312245,False,Dt. Ramiz Gökçe Sokak,tertiary,True,37.515,"LINESTRING (33.9385508 35.1232353, 33.9383463 35.1235283)",,,,,
4312235,False,Suphi Ezel Sokak,residential,True,146.534,"LINESTRING (33.9385508 35.1232353, 33.9391303 35.1234301, 33.9392875 35.1235044, 33.9394276 35.123592, 33.9399274 35.1239013)",,,,,
760241270,False,Ali Paşa Sokak,residential,False,23.985,"LINESTRING (33.9399274 35.1239013, 33.9398858 35.1241143)",,,,,
4312235,False,Suphi Ezel Sokak,residential,False,146.534,"LINESTRING (33.9399274 35.1239013, 33.9394276 35.123592, 33.9392875 35.1235044, 33.9391303 35.1234301, 33.9385508 35.1232353)",,,,,
4312240,False,Sinan Paşa Sokak,residential,False,21.915,"LINESTRING (33.9398858 35.1241143, 33.9401255 35.1241345)",,,,,
4312240,False,Sinan Paşa Sokak,residential,True,9.932,"LINESTRING (33.9398858 35.1241143, 33.9397772 35.1241237)",,,,,
760241270,False,Ali Paşa Sokak,residential,True,23.985,"LINESTRING (33.9398858 35.1241143, 33.9399274 35.1239013)",,,,,
4312240,False,Sinan Paşa Sokak,residential,True,60.7,"LINESTRING (33.9407862 35.124211, 33.9407713 35.1242091, 33.9403649 35.1241585, 33.9402675 35.1241464, 33.9401255 35.1241345)",,,,,
4312234,False,Namık Kemal Sokak,residential,False,136.495,"LINESTRING (33.941411 35.1249317, 33.9413427 35.124897, 33.9399801 35.1245689)",,,,,
4312242,False,Liman Sokak,residential,False,40.063,"LINESTRING (33.941411 35.1249317, 33.9414779 35.1249126, 33.9415798 35.1249181, 33.9416873 35.1249649, 33.941817 35.1250193)",,,,,
534600756,False,Güner Türkmen Sokak,residential,False,44.419,"LINESTRING (33.9413671 35.1230301, 33.9415872 35.1226735)",,,,,
31746189,False,Ali Paşa Sokak,residential,False,70.221,"LINESTRING (33.9404448 35.1225358, 33.9404115 35.1226171, 33.9403163 35.12285, 33.9402174 35.1231391)",,,,,
4312246,False,Elmas Tabya Sokak,residential,False,47.035,"LINESTRING (33.9416256 35.1217648, 33.9417189 35.1218194, 33.9418933 35.121893, 33.9420844 35.1219563)",,,,,
4312247,False,Altın Tabya Sokak,tertiary,False,172.05,"LINESTRING (33.9416256 35.1217648, 33.9417122 35.1217602, 33.9418007 35.1217394, 33.94226 35.1215179, 33.942334 35.1215158, 33.9423973 35.1215269, 33.9425628 35.1215203, 33.9431584 35.1215641, 33.9434197 35.1216397)",,,,,
4312247,False,Altın Tabya Sokak,tertiary,True,176.667,"LINESTRING (33.9416256 35.1217648, 33.9415365 35.121758, 33.9414489 35.1217361, 33.9411956 35.1216595, 33.9410402 35.1216395, 33.9406549 35.1216351, 33.9404122 35.1216464, 33.9401724 35.1216853, 33.9397918 35.121809, 33.9397439 35.1218246)",,,,,
"[1234130224, 534600754]",False,"['Sabri Kazmaoğlu Sokak', 'Güner Türkmen Sokak']",residential,True,105.519,"LINESTRING (33.9416256 35.1217648, 33.9414641 35.121916, 33.9411275 35.1221288, 33.9411564 35.1221669, 33.9412831 35.1223339, 33.9414037 35.1224584)",,,,,
4312245,False,Dt. Ramiz Gökçe Sokak,tertiary,False,11.6,"LINESTRING (33.9396334 35.1218767, 33.9397439 35.1218246)",,,,,
4312245,False,Dt. Ramiz Gökçe Sokak,tertiary,True,22.843,"LINESTRING (33.9396334 35.1218767, 33.9396078 35.1218887, 33.9395039 35.1220021, 33.9394738 35.1220331)",,,,,
4312246,False,Elmas Tabya Sokak,residential,False,36.788,"LINESTRING (33.9429419 35.1223083, 33.943251 35.1225217)",,,,,
4312246,False,Elmas Tabya Sokak,residential,True,87.311,"LINESTRING (33.9429419 35.1223083, 33.9426734 35.122197, 33.9425113 35.1221298, 33.942299 35.1220329, 33.9420844 35.1219563)",,,,,
31746102,False,Arifağa Sokak,residential,False,86.844,"LINESTRING (33.9429419 35.1223083, 33.9430859 35.1221878, 33.9431835 35.1220126, 33.9434197 35.1216397)",,,,,
1234130225,False,İskender Paşa Sokak,residential,True,103.981,"LINESTRING (33.9429543 35.1239118, 33.9434435 35.1230666)",,,,,
534600756,False,Güner Türkmen Sokak,residential,True,44.419,"LINESTRING (33.9415872 35.1226735, 33.9413671 35.1230301)",,,,,
1234130224,False,Güner Türkmen Sokak,residential,False,29.165,"LINESTRING (33.9415872 35.1226735, 33.9414037 35.1224584)",,,,,
4312248,False,Özbeycan Sokak,residential,True,99.991,"LINESTRING (33.9415872 35.1226735, 33.9421454 35.1230039, 33.9425129 35.1231533)",,,,,
4312249,True,,residential,False,37.669,"LINESTRING (33.943126 35.1248591, 33.9434964 35.1250107)",,,,,
31746099,False,Mehmet Ali Görüş Sokak,residential,True,87.15100000000001,"LINESTRING (33.9419932 35.1234944, 33.9415561 35.1239121, 33.9414176 35.1241168)",,,,,
4312265,True,Polatpaşa Bulvarı,secondary,False,9.222,"LINESTRING (33.9406939 35.1205454, 33.9406863 35.1206281)",GM.25,,50,,
"[806363587, 1149981765]",True,Fevzi Çakmak Bulvarı,secondary,False,192.74900000000002,"LINESTRING (33.9406939 35.1205454, 33.9404276 35.1205912, 33.9401721 35.120625, 33.9399586 35.1206443, 33.9397864 35.1206402, 33.9396479 35.1206308, 33.9395296 35.1206183, 33.9393973 35.1205968, 33.9389493 35.1205111, 33.9388117 35.12047, 33.9387163 35.1204295, 33.9386359 35.1203896)",GM.25,,,,
27816537,False,,unclassified,False,105.646,"LINESTRING (33.9401796 35.1204464, 33.9407618 35.119935, 33.9410221 35.1198015)",,,,,
4312265,True,Polatpaşa Bulvarı,secondary,False,89.345,"LINESTRING (33.9410221 35.1198015, 33.940913 35.1199379, 33.9408157 35.1200963, 33.940744 35.1202585, 33.9407036 35.1204079, 33.9406939 35.1205454)",GM.25,,50,,
27816537,False,,unclassified,True,105.646,"LINESTRING (33.9410221 35.1198015, 33.9407618 35.119935, 33.9401796 35.1204464)",,,,,
1234130224,False,Güner Türkmen Sokak,residential,True,29.165,"LINESTRING (33.9414037 35.1224584, 33.9415872 35.1226735)",,,,,
31746093,False,Lütfi Biberoğlu Sokak,residential,False,83.421,"LINESTRING (33.9414037 35.1224584, 33.9417444 35.1222253, 33.9417856 35.1221931, 33.9420844 35.1219563)",,,,,
