osmid,highway,oneway,reversed,length,geometry,ref,junction,name,lanes
567228954,residential,False,False,99.387,"LINESTRING (7.9217555 5.0335389, 7.9219457 5.0326654)",,,,
378295033,residential,False,False,299.644,"LINESTRING (7.9217555 5.0335389, 7.922348 5.0341572, 7.9224002 5.0342278, 7.9224897 5.0343686, 7.9226245 5.0346527, 7.9226867 5.0347882, 7.9227415 5.0348749, 7.9228983 5.0350667, 7.9233381 5.0357031)",,,,
567228954,residential,False,True,115.251,"LINESTRING (7.9217555 5.0335389, 7.9216576 5.0339572, 7.9216012 5.0341095, 7.9215315 5.0342805, 7.9214631 5.0344154, 7.9214202 5.0345156)",,,,
378295038,trunk,True,False,18.057000000000002,"LINESTRING (7.928212 5.0344836, 7.9282582 5.0345121, 7.9282938 5.034553, 7.9283158 5.0346025)",A342,roundabout,,
378295038,trunk,True,False,24.08,"LINESTRING (7.9283221 5.0346563, 7.9283123 5.0347095, 7.9282871 5.0347575, 7.9282488 5.034796, 7.9282009 5.0348215)",A342,roundabout,,
566845005,secondary,True,False,84.951,"LINESTRING (7.9283221 5.0346563, 7.9283947 5.0347564, 7.9284711 5.0348498, 7.9286487 5.0350012, 7.9288678 5.0351878)",,,,
378295038,trunk,True,False,24.08,"LINESTRING (7.9280935 5.034826, 7.9280436 5.0348046, 7.9280023 5.0347694, 7.9279731 5.0347237, 7.9279588 5.0346715)",A342,roundabout,,
567228980,trunk,True,False,339.937,"LINESTRING (7.9280935 5.034826, 7.9279864 5.0348269, 7.9278318 5.0348685, 7.9274645 5.0350065, 7.9262462 5.035434, 7.9251908 5.0357999)",A342,,Ikot Ekpene Road,
378295047,secondary,False,False,19.286,"LINESTRING (7.9288678 5.0351878, 7.9290092 5.035289)",,,Wellington Bassey Way (Barracks Road),
378295048,secondary,True,False,84.445,"LINESTRING (7.9288678 5.0351878, 7.9286252 5.0350453, 7.9284267 5.0349365, 7.9282965 5.0348609, 7.9282009 5.0348215)",,,,
378295052,residential,True,False,15.718,"LINESTRING (7.9233381 5.0357031, 7.9234108 5.0358245)",,,,
378295033,residential,False,True,299.644,"LINESTRING (7.9233381 5.0357031, 7.9228983 5.0350667, 7.9227415 5.0348749, 7.9226867 5.0347882, 7.9226245 5.0346527, 7.9224897 5.0343686, 7.9224002 5.0342278, 7.922348 5.0341572, 7.9217555 5.0335389)",,,,
378295052,residential,True,False,38.962,"LINESTRING (7.9234108 5.0358245, 7.9234775 5.0359343, 7.9235269 5.0360289, 7.923607 5.0361123)",,,,
605145825,trunk_link,True,False,75.29400000000001,"LINESTRING (7.9234108 5.0358245, 7.9235727 5.0359758, 7.9236639 5.0360506, 7.9237899 5.0360907, 7.9239891 5.0361481)",,,,
567228978,residential,True,False,18.438,"LINESTRING (7.9233799 5.0358636, 7.9233381 5.0357031)",,,,
378295034,trunk,True,False,19.189,"LINESTRING (7.923607 5.0361123, 7.9236646 5.0361172, 7.923718 5.0361388, 7.9237627 5.0361753)",A342,roundabout,,
378295031,trunk,True,False,25.466,"LINESTRING (7.9237627 5.0361753, 7.9238311 5.0361793, 7.9238923 5.0361722, 7.9239891 5.0361481)",A342,,Ikot Ekpene Road,
378295034,trunk,True,False,23.330000000000002,"LINESTRING (7.9237627 5.0361753, 7.9237922 5.0362187, 7.9238088 5.0362685, 7.9238111 5.0363209, 7.9237991 5.036372)",A342,roundabout,,
378295031,trunk,True,False,135.081,"LINESTRING (7.9239891 5.0361481, 7.9240387 5.0361294, 7.9241896 5.0360726, 7.9251384 5.035742)",A342,,Ikot Ekpene Road,
378295034,trunk,True,False,17.829,"LINESTRING (7.9234679 5.0361861, 7.9235119 5.0361449, 7.923607 5.0361123)",A342,roundabout,,
567228978,residential,True,False,37.436,"LINESTRING (7.9234679 5.0361861, 7.9234584 5.0360823, 7.9234128 5.0359688, 7.9233799 5.0358636)",,,,
