osmid,lanes,highway,oneway,reversed,length,geometry,name,ref,bridge,junction,access
539385640,2,primary,False,False,90.45,"LINESTRING (5.2244202 7.6257146, 5.2243987 7.6250446, 5.2243665 7.6249051)",,,,,
539385640,2,primary,False,True,81.97200000000001,"LINESTRING (5.2244202 7.6257146, 5.2244329 7.6262629, 5.2244416 7.6263593, 5.2244879 7.626439)",,,,,
540122107,,residential,False,True,340.0,"LINESTRING (5.2244202 7.6257146, 5.2242029 7.6257119, 5.2238917 7.6257664, 5.2236879 7.6258448, 5.2232695 7.6260522, 5.2231126 7.6261572, 5.2230066 7.6262715, 5.2226981 7.6265799, 5.2224889 7.6268032, 5.2219459 7.6273494)",,,,,
390898129,,unclassified,False,True,112.358,"LINESTRING (5.2213779 7.6265103, 5.2219459 7.6273494)",Oke Age Street,,,,
390898129,,unclassified,False,False,134.545,"LINESTRING (5.2213779 7.6265103, 5.2212527 7.6263253, 5.2210003 7.6258807, 5.2209062 7.6256237, 5.2208482 7.6254283)",Oke Age Street,,,,
539536419,,residential,False,False,50.727,"LINESTRING (5.2270025 7.6260964, 5.226979 7.626552)",,,,,
539536419,,residential,False,True,115.506,"LINESTRING (5.2270025 7.6260964, 5.2270406 7.6253597, 5.2270272 7.6252453, 5.2269763 7.625155, 5.2268985 7.6251257)",,,,,
539536419,,residential,False,False,127.666,"LINESTRING (5.226979 7.626552, 5.2268196 7.6276892)",,,,,
539536419,,residential,False,True,50.727,"LINESTRING (5.226979 7.626552, 5.2270025 7.6260964)",,,,,
539536419,,residential,False,False,115.506,"LINESTRING (5.2268985 7.6251257, 5.2269763 7.625155, 5.2270272 7.6252453, 5.2270406 7.6253597, 5.2270025 7.6260964)",,,,,
539536419,,residential,False,True,129.922,"LINESTRING (5.2268985 7.6251257, 5.2265793 7.6251417, 5.226413 7.6251363, 5.2263272 7.6250725, 5.2260295 7.6245727)",,,,,
539536419,,residential,False,True,186.972,"LINESTRING (5.2260295 7.6245727, 5.2243665 7.6249051)",,,,,
539536419,,residential,False,False,129.922,"LINESTRING (5.2260295 7.6245727, 5.2263272 7.6250725, 5.226413 7.6251363, 5.2265793 7.6251417, 5.2268985 7.6251257)",,,,,
540296057,,residential,False,False,281.387,"LINESTRING (5.2260295 7.6245727, 5.2254528 7.6235944, 5.2251255 7.6229697, 5.2250639 7.6228873, 5.2249941 7.6228554, 5.224476 7.622818)",,,,,
540122095,,primary,True,False,13.97,"LINESTRING (5.2184529 7.6268483, 5.2184272 7.6268622, 5.2183429 7.6269107)",,F209,,,
540332316,,residential,False,True,196.225,"LINESTRING (5.2182041 7.6244996, 5.2184562 7.6250207, 5.2186239 7.6254301, 5.218878 7.6260283, 5.2189102 7.6261187)",,,,,
544720564,1,residential,False,True,90.4,"LINESTRING (5.2254568 7.6205717, 5.2246803 7.6203098)",ijigbo street,,,,
242472219,1,residential,False,False,202.547,"LINESTRING (5.2254568 7.6205717, 5.2256875 7.6206394, 5.2259309 7.6206726, 5.2261622 7.6206567, 5.2266512 7.6205478, 5.2272424 7.6203679)",ijigbo street,,,,
544720565,,residential,False,False,148.381,"LINESTRING (5.2254568 7.6205717, 5.2257532 7.620024, 5.2259544 7.6197821, 5.2262709 7.6195349)",,,,,
540296057,,residential,False,True,281.387,"LINESTRING (5.224476 7.622818, 5.2249941 7.6228554, 5.2250639 7.6228873, 5.2251255 7.6229697, 5.2254528 7.6235944, 5.2260295 7.6245727)",,,,,
543845308,2,primary,True,False,220.653,"LINESTRING (5.224476 7.622818, 5.2244396 7.6233803, 5.2244204 7.6239508, 5.2244013 7.6242858, 5.2243875 7.6245666, 5.2243665 7.624699, 5.2243351 7.6247934)",Akure - Ado Ekiti Road,F209,,,
544465621,1,unclassified,False,True,108.183,"LINESTRING (5.219185 7.6191024, 5.2201527 7.6189394)",Irona quarters,,,,
"[544720551, 544720552, 544696841, 544696842, 544696847]",,residential,False,True,426.938,"LINESTRING (5.219185 7.6191024, 5.2192274 7.6199895, 5.2192811 7.6201384, 5.2193964 7.6202048, 5.2196499 7.6202484, 5.2197215 7.6202756, 5.2197702 7.6203035, 5.2198564 7.620363, 5.2201474 7.6206674, 5.2202425 7.62071, 5.2205685 7.6208801, 5.2206007 7.6209306, 5.2206127 7.6210037, 5.2206396 7.6211765, 5.2206556 7.6212124, 5.2207052 7.6212364, 5.2215726 7.62105)",,,yes,,
544493974,,unclassified,True,False,10.014,"LINESTRING (5.2217409 7.6214243, 5.2217508 7.6214357, 5.221757 7.6214494, 5.2217591 7.6214642, 5.2217569 7.6214791, 5.2217506 7.6214927, 5.2217406 7.621504)",,,,roundabout,
544696850,,unclassified,True,False,29.945,"LINESTRING (5.2217409 7.6214243, 5.2218526 7.6214264, 5.2220124 7.6214339)",Igbehin street,,,,
544493974,,unclassified,True,False,1.192,"LINESTRING (5.2217406 7.621504, 5.2217325 7.6215111)",,,,roundabout,
544493974,,unclassified,True,False,2.736,"LINESTRING (5.2217189 7.6214129, 5.2217409 7.6214243)",,,,roundabout,
544493974,,unclassified,True,False,7.618,"LINESTRING (5.2216807 7.6215105, 5.221667 7.6215001, 5.2216574 7.6214858, 5.2216529 7.6214693, 5.221654 7.6214522)",,,,roundabout,
544696852,,unclassified,True,False,24.856,"LINESTRING (5.2216807 7.6215105, 5.2215958 7.6215367, 5.2214652 7.6215764)",,,,,
544465648,,unclassified,False,True,25.744,"LINESTRING (5.2216343 7.6212733, 5.2215726 7.62105)",,,,,
544696849,,unclassified,True,False,18.229,"LINESTRING (5.2216343 7.6212733, 5.2216642 7.6213393, 5.2216923 7.6213818, 5.2217189 7.6214129)",,,,,
544493971,,unclassified,False,False,90.505,"LINESTRING (5.2220124 7.6214339, 5.2228326 7.6214738)",Igbehin street,,,,
544696851,,unclassified,True,False,30.953,"LINESTRING (5.2220124 7.6214339, 5.2217406 7.621504)",,,,,
390898126,,unclassified,False,True,53.548,"LINESTRING (5.2214652 7.6215764, 5.2213688 7.6216555, 5.2212859 7.6217507, 5.2211445 7.6219353)",Igbehin street,,,,
544696848,,unclassified,True,False,25.79,"LINESTRING (5.2214652 7.6215764, 5.2215468 7.6214909, 5.2215878 7.6214676, 5.221654 7.6214522)",Igbehin street,,,,
544465648,,unclassified,False,False,25.744,"LINESTRING (5.2215726 7.62105, 5.2216343 7.6212733)",,,,,
544465648,,unclassified,False,True,256.105,"LINESTRING (5.2215726 7.62105, 5.2214362 7.6205677, 5.2213651 7.6202766, 5.2212954 7.6198566, 5.2212578 7.6194126, 5.2212015 7.6191082, 5.2211161 7.6187974)",,,,,
"[544720551, 544720552, 544696841, 544696842, 544696847]",,residential,False,False,426.93800000000005,"LINESTRING (5.2215726 7.62105, 5.2207052 7.6212364, 5.2206556 7.6212124, 5.2206396 7.6211765, 5.2206127 7.6210037, 5.2206007 7.6209306, 5.2205685 7.6208801, 5.2202425 7.62071, 5.2201474 7.6206674, 5.2198564 7.620363, 5.2197702 7.6203035, 5.2197215 7.6202756, 5.2196499 7.6202484, 5.2193964 7.6202048, 5.2192811 7.6201384, 5.2192274 7.6199895, 5.219185 7.6191024)",,,yes,,
544696834,,residential,False,True,75.303,"LINESTRING (5.2261917 7.6229956, 5.2259141 7.6223768)",,,,,
"[544696835, 544696836, 544696837]",,residential,False,False,349.63300000000004,"LINESTRING (5.2261917 7.6229956, 5.2264559 7.6236476, 5.2264988 7.6236928, 5.2265471 7.6237008, 5.2270031 7.6236715, 5.2270621 7.6236396, 5.2270943 7.6235599, 5.2272633 7.6230202, 5.2272713 7.622959, 5.2272096 7.6229059, 5.2271104 7.6228846, 5.2261917 7.6229956)",,,,,
"[544696835, 544696836, 544696837]",,residential,False,True,349.6329999999999,"LINESTRING (5.2261917 7.6229956, 5.2271104 7.6228846, 5.2272096 7.6229059, 5.2272713 7.622959, 5.2272633 7.6230202, 5.2270943 7.6235599, 5.2270621 7.6236396, 5.2270031 7.6236715, 5.2265471 7.6237008, 5.2264988 7.6236928, 5.2264559 7.6236476, 5.2261917 7.6229956)",,,,,
544696838,,residential,False,True,269.812,"LINESTRING (5.2270755 7.6209412, 5.22659 7.6208349, 5.2262145 7.6207977, 5.2255762 7.6208056, 5.2253106 7.620795, 5.2246493 7.6206923)",,,,,
543845308,2,primary,True,False,18.211,"LINESTRING (5.2246493 7.6206923, 5.2246279 7.6208547)",Akure - Ado Ekiti Road,F209,,,
544696838,,residential,False,False,269.812,"LINESTRING (5.2246493 7.6206923, 5.2253106 7.620795, 5.2255762 7.6208056, 5.2262145 7.6207977, 5.22659 7.6208349, 5.2270755 7.6209412)",,,,,
544696834,,residential,False,False,75.303,"LINESTRING (5.2259141 7.6223768, 5.2261917 7.6229956)",,,,,
544696840,,residential,False,True,241.47099999999998,"LINESTRING (5.2259141 7.6223768, 5.2254555 7.6213055, 5.2252436 7.621029, 5.2251577 7.6209333, 5.2250665 7.620904, 5.2246279 7.6208547)",,,,,
543845308,2,primary,True,False,48.746,"LINESTRING (5.2246279 7.6208547, 5.2245838 7.6212909)",Akure - Ado Ekiti Road,F209,,,
544696840,,residential,False,False,241.471,"LINESTRING (5.2246279 7.6208547, 5.2250665 7.620904, 5.2251577 7.6209333, 5.2252436 7.621029, 5.2254555 7.6213055, 5.2259141 7.6223768)",,,,,
544493974,,unclassified,True,False,1.529,"LINESTRING (5.221654 7.6214522, 5.2216588 7.6214393)",,,,roundabout,
544720565,,residential,False,True,148.381,"LINESTRING (5.2262709 7.6195349, 5.2259544 7.6197821, 5.2257532 7.620024, 5.2254568 7.6205717)",,,,,
544720595,,residential,False,False,78.42699999999999,"LINESTRING (5.2231127 7.6198424, 5.2230833 7.6201982, 5.2230806 7.6203484, 5.2231252 7.6205415)",,,,,
"[544720592, 544720598]",,residential,False,False,165.476,"LINESTRING (5.2231252 7.6205415, 5.2243303 7.6202653, 5.2244865 7.6202414, 5.2245925 7.6202314)",,,,,
544720595,,residential,False,True,78.42699999999999,"LINESTRING (5.2231252 7.6205415, 5.2230806 7.6203484, 5.2230833 7.6201982, 5.2231127 7.6198424)",,,,,
"[544720596, 544720597]",,residential,False,True,123.983,"LINESTRING (5.2231252 7.6205415, 5.2229717 7.6205903, 5.2228564 7.6206647, 5.2228108 7.6207684, 5.2228326 7.6214738)",,,,,
"[544720592, 544720598]",,residential,False,True,165.476,"LINESTRING (5.2245925 7.6202314, 5.2244865 7.6202414, 5.2243303 7.6202653, 5.2231252 7.6205415)",,,,,
604834137,2,primary,True,False,142.822,"LINESTRING (5.2245925 7.6202314, 5.2246103 7.6195797, 5.224609 7.6194259, 5.2246022 7.6191309, 5.2245998 7.6189473)",Akure - Ado Ekiti Road,F209,,,
544493974,,unclassified,True,False,7.771,"LINESTRING (5.2216588 7.6214393, 5.2216696 7.6214254, 5.2216843 7.6214158, 5.2217013 7.6214115, 5.2217189 7.6214129)",,,,roundabout,
544696853,,unclassified,True,False,18.987000000000002,"LINESTRING (5.2216588 7.6214393, 5.2216361 7.6213845, 5.221632 7.6213553, 5.2216343 7.6212733)",,,,,
544493974,,unclassified,True,False,1.755,"LINESTRING (5.2216957 7.6215158, 5.2216807 7.6215105)",,,,roundabout,
544493974,,unclassified,True,False,4.135,"LINESTRING (5.2217325 7.6215111, 5.2217117 7.6215165, 5.2216957 7.6215158)",,,,roundabout,
785015542,,unclassified,True,False,396.672,"LINESTRING (5.2217325 7.6215111, 5.2218707 7.6219129, 5.221986 7.6223941, 5.2221309 7.6229617, 5.2222569 7.6235, 5.222391 7.624065, 5.2225372 7.6246272, 5.2226196 7.6249667)",,,,,
604834134,,primary,True,False,12.63,"LINESTRING (5.222505 7.6249662, 5.2226196 7.6249667)",,F209,,,
785015543,,unclassified,True,False,394.039,"LINESTRING (5.222505 7.6249662, 5.2224313 7.6245369, 5.22232 7.6241062, 5.2222207 7.6236449, 5.2221081 7.623197, 5.2219941 7.6227464, 5.2218881 7.6223436, 5.2217714 7.6218332, 5.2216957 7.6215158)",,,,,
544493925,,residential,False,True,326.865,"LINESTRING (5.2213128 7.6248638, 5.2213141 7.6232967, 5.2212189 7.6223635, 5.2211445 7.6219353)",,,,,
604834134,,primary,True,False,132.671,"LINESTRING (5.2213128 7.6248638, 5.2215806 7.6248471, 5.2218912 7.6248674, 5.2223628 7.624966, 5.222505 7.6249662)",,F209,,,
604834134,,primary,True,False,191.233,"LINESTRING (5.2226196 7.6249667, 5.2233822 7.6249641, 5.2238176 7.6249052, 5.2240476 7.6248158, 5.2241769 7.6247056, 5.2242478 7.6246152)",,F209,,,
544493971,,unclassified,False,False,9.668,"LINESTRING (5.2244966 7.6213004, 5.2245838 7.6212909)",Igbehin street,,,,
544493971,,unclassified,False,True,184.416,"LINESTRING (5.2244966 7.6213004, 5.2230477 7.6214576, 5.2228326 7.6214738)",Igbehin street,,,,
604834137,2,primary,True,False,119.359,"LINESTRING (5.2244966 7.6213004, 5.2245423 7.6208449, 5.2245622 7.6206774, 5.2245893 7.6202862, 5.2245925 7.6202314)",Akure - Ado Ekiti Road,F209,,,
544493955,,secondary,False,False,10.223,"LINESTRING (5.2246924 7.618942, 5.2245998 7.6189473)",,F117,,,
543845308,2,primary,True,False,152.128,"LINESTRING (5.2246924 7.618942, 5.2246884 7.6191308, 5.2246951 7.6194246, 5.2246964 7.6195801, 5.224684 7.6202348, 5.2246803 7.6203098)",Akure - Ado Ekiti Road,F209,,,
544493955,,secondary,False,True,10.223,"LINESTRING (5.2245998 7.6189473, 5.2246924 7.618942)",,F117,,,
539385640,2,primary,False,True,12.894,"LINESTRING (5.2243351 7.6247934, 5.2243665 7.6249051)",,,,,
539378161,,primary,False,False,22.141,"LINESTRING (5.2243351 7.6247934, 5.2243074 7.6247309, 5.2242887 7.624687, 5.2242685 7.6246405, 5.2242478 7.6246152)",,,,,
540332275,,primary,True,False,400.677,"LINESTRING (5.2243351 7.6247934, 5.2242363 7.6248707, 5.2239588 7.6249635, 5.2233901 7.6250538, 5.2228322 7.6250619, 5.2225707 7.6250672, 5.2223552 7.6250489, 5.2218639 7.6249502, 5.2215798 7.624937, 5.2213992 7.6249492, 5.2211522 7.6250289, 5.2210011 7.6250986, 5.2208116 7.6251925)",,F209,,,
963925078,,unclassified,True,False,26.766,"LINESTRING (5.2182831 7.6266762, 5.2184529 7.6268483)",,,,,
540122090,,primary,True,False,286.879,"LINESTRING (5.2182831 7.6266762, 5.2190591 7.6262514, 5.2194431 7.6259938, 5.2195895 7.6258847, 5.2198242 7.6256834, 5.2204362 7.625238)",Ado- Iworoko-Ifaki Road,F209,,,no
963925080,,residential,False,True,248.584,"LINESTRING (5.2189102 7.6261187, 5.2207025 7.6247615)",,,,,
540332316,,residential,False,False,196.225,"LINESTRING (5.2189102 7.6261187, 5.218878 7.6260283, 5.2186239 7.6254301, 5.2184562 7.6250207, 5.2182041 7.6244996)",,,,,
540122095,,primary,True,False,290.885,"LINESTRING (5.2205854 7.6253139, 5.2197739 7.6259811, 5.2196712 7.6260615, 5.2184529 7.6268483)",,F209,,,
963925085,,secondary,True,False,48.528,"LINESTRING (5.2205854 7.6253139, 5.220431 7.625369, 5.2201983 7.6255165)",,,,,
"[540122090, 604834134]",,primary,True,False,36.171,"LINESTRING (5.2204362 7.625238, 5.2206102 7.625129, 5.2207204 7.6250763)",Ado- Iworoko-Ifaki Road,F209,,,no
963925086,,secondary,True,False,40.577,"LINESTRING (5.2201983 7.6255165, 5.2204362 7.625238)",,,,,
390898126,,unclassified,False,False,35.128,"LINESTRING (5.2207204 7.6250763, 5.2207002 7.6248936, 5.2207025 7.6247615)",Igbehin street,,,,
604834134,,primary,True,False,69.488,"LINESTRING (5.2207204 7.6250763, 5.2209574 7.6249798, 5.2211074 7.6249263, 5.2213128 7.6248638)",,F209,,,
540122095,,primary,True,False,4.039,"LINESTRING (5.2206136 7.6252907, 5.2205854 7.6253139)",,F209,,,
540332275,,primary,True,False,24.401,"LINESTRING (5.2208116 7.6251925, 5.2206136 7.6252907)",,F209,,,
604884040,,unclassified,True,False,26.528,"LINESTRING (5.2208116 7.6251925, 5.2208482 7.6254283)",,,,,
1136886755,,residential,False,True,79.49300000000001,"LINESTRING (5.2199569 7.619604, 5.220091 7.6194338, 5.2201098 7.6193461, 5.2201152 7.6192185, 5.2201527 7.6189394)",,,,,
544465621,1,unclassified,False,False,108.183,"LINESTRING (5.2201527 7.6189394, 5.219185 7.6191024)",Irona quarters,,,,
"[544696843, 544696844, 544465621]",1,unclassified,False,True,85.059,"LINESTRING (5.2201527 7.6189394, 5.2204277 7.6188928, 5.2204671 7.6188886, 5.2205014 7.6188849, 5.220914 7.6188146)",Irona quarters,,yes,,
1136886755,,residential,False,False,79.49300000000001,"LINESTRING (5.2201527 7.6189394, 5.2201152 7.6192185, 5.2201098 7.6193461, 5.220091 7.6194338, 5.2199569 7.619604)",,,,,
