osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,ref,tunnel
49526096,2,Avenue de la République,tertiary,50,False,False,93.229,"LINESTRING (-4.299702 11.1730768, -4.2995964 11.1739088)",,,
49526096,2,Avenue de la République,tertiary,50,False,True,102.916,"LINESTRING (-4.299702 11.1730768, -4.299842 11.1721615)",,,
641410176,2,Rue Malherbe,tertiary,50,False,True,127.66,"LINESTRING (-4.299702 11.1730768, -4.2985431 11.1729173)",,,
49526096,2,Avenue de la République,tertiary,50,False,True,95.926,"LINESTRING (-4.2994456 11.1747587, -4.2995964 11.1739088)",,,
59470487,,,residential,,False,False,124.68,"LINESTRING (-4.2994456 11.1747587, -4.2983149 11.174595)",,,
59470487,,,residential,,False,True,124.165,"LINESTRING (-4.2994456 11.1747587, -4.3005714 11.1749232)",,,
49526096,2,Avenue de la République,tertiary,50,False,False,129.88299999999998,"LINESTRING (-4.2994456 11.1747587, -4.2994174 11.1749785, -4.299393 11.1751876, -4.2993759 11.1753337, -4.2992994 11.1759179)",,,
342936928,,Avenue de la Révolution,residential,,False,False,103.336,"LINESTRING (-4.2968454 11.1726727, -4.296597 11.1735695)",,,
423233273,2,Rue Malherbe,tertiary,50,False,False,87.161,"LINESTRING (-4.2968454 11.1726727, -4.2973371 11.1727458, -4.2976354 11.17279)",,,
"[423233273, 281832996, 92004321]",2,Rue Malherbe,tertiary,50,False,True,203.82000000000002,"LINESTRING (-4.2968454 11.1726727, -4.296193 11.1725758, -4.2960008 11.1725533, -4.2951529 11.172443, -4.2950617 11.1724246, -4.2949988 11.1724032)",yes,,
49526124,,Rue du Commerce,residential,,False,True,107.231,"LINESTRING (-4.2972945 11.1750186, -4.2981976 11.1753994)",,,
340080907,,Rue du Commerce,residential,,False,False,110.937,"LINESTRING (-4.2972945 11.1750186, -4.2962866 11.1748857)",,,
641514943,2,Avenue du Gouverneur Binger,tertiary,50,False,False,4.939,"LINESTRING (-4.2972945 11.1750186, -4.2972891 11.1750627)",,N 10,
641514943,2,Avenue du Gouverneur Binger,tertiary,50,False,True,57.826,"LINESTRING (-4.2972945 11.1750186, -4.2973913 11.1745073)",,N 10,
343186139,2,Rue Coulibaly,residential,,False,False,100.889,"LINESTRING (-4.2970592 11.1768344, -4.2979744 11.1769652)",,,
