osmid,oneway,lanes,ref,highway,reversed,length,maxspeed,geometry,junction
365909295,False,2,N 3,primary,False,141.478,,"LINESTRING (-0.0371601 14.0362898, -0.0384716 14.0362883)",
471627195,False,2,,secondary,True,84.704,,"LINESTRING (-0.0371601 14.0362898, -0.0363749 14.0362868)",
471627194,False,2,N 3,primary,True,163.101,30,"LINESTRING (-0.0371601 14.0362898, -0.0371309 14.0349432, -0.0371293 14.0348233)",
157856985,False,2,,residential,False,59.623,30,"LINESTRING (-0.0375045 14.0283936, -0.0375197 14.0289296)",
157920931,False,2,,tertiary,True,64.311,30,"LINESTRING (-0.0311527 14.0283534, -0.0316686 14.0286432)",
"[157856969, 362251271]",False,2,,residential,True,84.958,30,"LINESTRING (-0.0311527 14.0283534, -0.0308986 14.0288908, -0.0310493 14.0289829)",
157920931,False,2,,tertiary,False,64.311,30,"LINESTRING (-0.0316686 14.0286432, -0.0311527 14.0283534)",
157920931,False,2,,tertiary,True,65.424,30,"LINESTRING (-0.0316686 14.0286432, -0.0321864 14.0289495)",
157856985,False,2,,residential,False,70.279,30,"LINESTRING (-0.0375197 14.0289296, -0.0375679 14.0295599)",
157856985,False,2,,residential,True,59.623,30,"LINESTRING (-0.0375197 14.0289296, -0.0375045 14.0283936)",
157857010,False,2,,residential,False,135.568,30,"LINESTRING (-0.0375197 14.0289296, -0.0362637 14.0289695)",
"[157857010, 157857037]",False,2,,residential,True,324.954,30,"LINESTRING (-0.0375197 14.0289296, -0.0392367 14.028875, -0.0392628 14.0295017, -0.038615 14.029505)",
157920931,False,2,,tertiary,False,65.424,30,"LINESTRING (-0.0321864 14.0289495, -0.0316686 14.0286432)",
157920931,False,2,,tertiary,True,63.826,30,"LINESTRING (-0.0321864 14.0289495, -0.0326816 14.0292636)",
157856919,False,2,,residential,False,67.881,30,"LINESTRING (-0.0362637 14.0289695, -0.0362991 14.029579)",
157857010,False,2,,residential,False,49.176,30,"LINESTRING (-0.0362637 14.0289695, -0.0358081 14.028984)",
157857010,False,2,,residential,True,135.568,30,"LINESTRING (-0.0362637 14.0289695, -0.0375197 14.0289296)",
157857010,False,2,,residential,False,102.649,30,"LINESTRING (-0.0338981 14.0290447, -0.033072 14.0295028)",
157857010,False,2,,residential,True,62.128,30,"LINESTRING (-0.0338981 14.0290447, -0.0344737 14.0290264)",
157920953,False,,N 3,primary,False,74.592,,"LINESTRING (-0.0338981 14.0290447, -0.0341621 14.0296647)",
157920931,False,2,,tertiary,False,63.826,30,"LINESTRING (-0.0326816 14.0292636, -0.0321864 14.0289495)",
157920931,False,2,,tertiary,True,49.811,30,"LINESTRING (-0.0326816 14.0292636, -0.033072 14.0295028)",
